year,mergecode,lowincome
21,180-6869,96.8
21,180-7232,34.6
21,180-7233,89.4
21,180-7250,54.1
21,180-7558,93.9
21,180-7865,63.0
21,180-7932,94.6
21,180-8078,89.0
21,180-8356,71.2
21,180-8858,87.7
21,180-9053,96.5
21,180-9056,79.9
21,180-9059,64.7
21,180-9060,95.3
21,180-9083,36.4
21,180-9125,48.7
21,180-9140,85.9
21,180-9189,62.8
21,180-9396,93.6
21,180-9514,85.4
21,180-9756,81.0
21,190-1168,44.5
21,190-1176,41.7
21,190-1752,24.6
21,190-2356,17.1
21,190-2793,11.6
21,190-3362,28.8
21,190-6241,41.8
21,190-8994,41.6
21,190-9033,35.6
21,220-6652,57.0
21,220-6657,59.5
21,220-6658,34.7
21,220-6679,54.2
21,230-9222,63.5
21,230-9226,47.9
21,250-8160,60.4
21,250-8168,55.5
21,260-9090,35.0
21,260-9100,43.4
21,270-1248,65.2
21,270-1252,60.9
21,290-443,76.2
21,290-1812,74.1
21,290-4279,21.4
21,290-4986,70.7
21,290-4990,66.9
21,310-5666,37.6
21,310-5670,51.5
21,470-60,25.9
21,470-61,47.4
21,470-71,8.1
21,470-120,7.3
21,470-226,19.4
21,470-875,8.1
21,470-878,8.6
21,470-1148,53.7
21,470-1245,30.3
21,470-1284,26.4
21,470-1434,26.2
21,470-1844,89.6
21,470-2343,37.2
21,470-2758,19.1
21,470-2760,11.4
21,470-2761,9.1
21,470-2912,26.8
21,470-2964,14.1
21,470-3192,64.2
21,470-3194,31.3
21,470-3196,31.8
21,470-3473,24.7
21,470-4202,20.4
21,470-4278,90.5
21,470-4333,12.8
21,470-5181,8.6
21,470-5282,44.0
21,470-5284,35.6
21,470-5286,55.8
21,470-5288,82.6
21,470-5364,20.9
21,470-5368,16.1
21,470-5722,20.7
21,470-5726,15.6
21,470-5730,17.4
21,470-6010,84.5
21,470-6156,73.7
21,470-6274,9.8
21,470-6276,27.5
21,470-6404,84.9
21,470-6498,63.1
21,470-7157,28.4
21,470-7464,84.9
21,470-7565,7.6
21,470-7584,55.7
21,470-7789,16.0
21,470-7954,55.6
21,470-8055,6.4
21,470-8903,63.7
21,470-8927,41.2
21,470-9430,27.2
21,480-125,50.4
21,480-441,17.3
21,480-872,25.7
21,480-919,15.4
21,480-924,23.4
21,480-930,15.0
21,480-1066,29.1
21,480-1070,16.0
21,480-1136,24.1
21,480-1352,42.7
21,480-1380,26.2
21,480-1390,28.1
21,480-1842,57.2
21,480-1883,21.6
21,480-1996,25.6
21,480-2552,16.7
21,480-2589,6.6
21,480-2639,7.8
21,480-2702,47.1
21,480-2892,9.2
21,480-2940,10.9
21,480-3882,14.3
21,480-3940,7.0
21,480-4792,23.2
21,480-4874,17.8
21,480-4878,40.8
21,480-5302,18.8
21,480-5306,11.8
21,480-5606,22.7
21,480-5838,7.2
21,480-5999,9.4
21,480-6000,16.5
21,480-6195,23.3
21,480-6208,28.3
21,480-6212,27.2
21,480-6224,12.1
21,480-6816,7.8
21,480-6962,43.3
21,480-7528,27.8
21,480-7592,74.3
21,480-8135,5.9
21,480-8418,3.8
21,480-8978,53.8
21,480-9544,36.1
21,490-1130,25.8
21,490-1132,35.8
21,490-1508,59.0
21,490-4306,33.3
21,500-4680,37.1
21,500-5268,39.2
21,500-7568,22.0
21,520-1608,45.5
21,520-1612,44.8
21,540-4212,37.8
21,550-1276,53.4
21,550-1378,46.8
21,550-4836,55.6
21,550-5422,55.0
21,560-7612,50.8
21,560-7616,50.0
21,580-248,75.0
21,640-1398,84.3
21,740-7880,86.1
21,770-2054,60.5
21,770-2058,57.4
21,860-2088,56.4
21,860-2091,53.5
21,860-2092,40.4
21,870-1372,44.0
21,870-1375,53.6
21,870-1952,58.9
21,870-2155,64.7
21,870-2160,67.0
21,870-2164,55.1
21,870-2166,52.0
21,870-3330,59.6
21,870-4124,61.4
21,870-4128,43.3
21,870-4182,60.0
21,870-5154,68.6
21,870-6295,44.3
21,870-6700,54.7
21,870-6708,51.6
21,880-10,87.2
21,880-67,86.9
21,880-99,82.8
21,880-220,92.2
21,880-388,27.0
21,880-408,38.9
21,880-418,87.1
21,880-520,91.3
21,880-650,86.3
21,880-964,35.8
21,880-1010,75.5
21,880-1056,12.3
21,880-1076,31.7
21,880-1077,75.2
21,880-1106,74.7
21,880-1295,80.0
21,880-1319,83.5
21,880-1345,55.5
21,880-1400,29.5
21,880-1489,83.8
21,880-1528,93.6
21,880-1529,58.9
21,880-1561,90.2
21,880-1774,91.8
21,880-1785,90.2
21,880-1788,90.9
21,880-1816,87.8
21,880-1846,65.8
21,880-1908,10.6
21,880-1928,95.3
21,880-1939,92.0
21,880-2027,7.5
21,880-2115,63.7
21,880-2116,82.5
21,880-2125,64.3
21,880-2127,15.7
21,880-2129,60.8
21,880-2145,70.0
21,880-2167,46.2
21,880-2174,62.5
21,880-2175,86.8
21,880-2176,29.0
21,880-2181,74.4
21,880-2183,61.1
21,880-2184,9.0
21,880-2185,66.8
21,880-2186,51.2
21,880-2188,91.9
21,880-2190,75.7
21,880-2199,36.4
21,880-2205,92.2
21,880-2207,29.5
21,880-2209,93.0
21,880-2218,68.7
21,880-2223,89.8
21,880-2227,81.3
21,880-2228,42.9
21,880-2241,42.7
21,880-2244,86.2
21,880-2258,93.0
21,880-2349,81.3
21,880-2364,92.0
21,880-2398,29.3
21,880-2506,18.5
21,880-2641,87.1
21,880-2652,80.3
21,880-2726,66.7
21,880-2757,80.6
21,880-2994,44.2
21,880-3000,89.1
21,880-3032,91.9
21,880-3296,88.8
21,880-3340,75.4
21,880-3378,44.0
21,880-3478,91.4
21,880-3512,91.6
21,880-3540,57.3
21,880-3600,64.1
21,880-3605,64.7
21,880-3639,36.3
21,880-3641,81.2
21,880-3647,88.3
21,880-3655,86.3
21,880-3698,13.0
21,880-3699,75.2
21,880-3704,84.6
21,880-3746,66.8
21,880-3778,94.7
21,880-3987,46.1
21,880-3990,49.8
21,880-3991,16.6
21,880-4049,68.6
21,880-4074,73.1
21,880-4140,88.2
21,880-4213,30.0
21,880-4253,19.2
21,880-4381,87.4
21,880-4383,63.4
21,880-4444,73.2
21,880-4450,89.3
21,880-4494,77.6
21,880-4498,74.6
21,880-4500,74.8
21,880-4507,81.9
21,880-4509,79.8
21,880-4513,93.3
21,880-4730,86.8
21,880-4732,90.1
21,880-4762,90.9
21,880-4782,89.7
21,880-4795,79.2
21,880-4850,81.9
21,880-5044,82.4
21,880-5158,17.0
21,880-5255,86.5
21,880-5342,58.8
21,880-5448,76.0
21,880-5578,83.1
21,880-5605,77.7
21,880-5608,91.1
21,880-5621,64.6
21,880-5644,91.0
21,880-5685,92.6
21,880-5702,34.8
21,880-5716,65.2
21,880-5826,37.7
21,880-5844,81.4
21,880-5897,23.0
21,880-5973,65.7
21,880-6002,72.5
21,880-6088,63.5
21,880-6098,30.4
21,880-6188,97.1
21,880-6239,84.1
21,880-6254,86.6
21,880-6308,82.3
21,880-6314,69.0
21,880-6350,91.1
21,880-6368,33.2
21,880-6397,29.6
21,880-6479,27.9
21,880-6508,73.3
21,880-6676,39.3
21,880-6754,10.3
21,880-6957,87.1
21,880-6970,80.8
21,880-7045,90.5
21,880-7188,63.2
21,880-7241,81.4
21,880-7246,79.3
21,880-7361,82.8
21,880-7471,90.2
21,880-7554,67.0
21,880-7578,77.5
21,880-7694,89.2
21,880-7698,87.4
21,880-7926,89.1
21,880-7942,48.9
21,880-7972,6.3
21,880-7973,82.0
21,880-8006,90.1
21,880-8053,78.1
21,880-8085,94.4
21,880-8086,42.7
21,880-8131,80.0
21,880-8138,28.9
21,880-8145,84.8
21,880-8222,13.3
21,880-8232,50.3
21,880-8242,8.2
21,880-8401,90.8
21,880-8422,91.4
21,880-8453,11.8
21,880-8776,22.8
21,880-8822,49.1
21,880-8888,76.0
21,880-8909,85.5
21,880-8945,83.2
21,880-8970,22.8
21,880-8995,59.2
21,880-9050,90.9
21,880-9336,87.3
21,880-9389,96.5
21,880-9390,93.3
21,880-9425,8.2
21,880-9496,92.8
21,880-9548,88.4
21,880-9623,10.8
21,880-9639,94.5
21,880-9693,90.2
21,880-9702,91.9
21,880-9730,83.3
21,880-9735,91.4
21,880-9739,88.0
21,890-2216,43.5
21,890-7764,50.0
21,900-11,6.4
21,900-12,23.3
21,900-135,4.0
21,900-215,4.0
21,900-264,9.1
21,900-265,16.0
21,900-266,4.6
21,900-267,19.9
21,900-354,15.9
21,900-1131,8.1
21,900-1362,29.9
21,900-1367,13.2
21,900-1503,12.7
21,900-1512,5.0
21,900-1873,2.1
21,900-1899,4.1
21,900-1925,13.0
21,900-1934,7.6
21,900-2012,16.8
21,900-2226,15.2
21,900-2230,14.1
21,900-2232,18.7
21,900-2233,20.0
21,900-2234,18.3
21,900-2656,7.9
21,900-2952,17.1
21,900-2965,11.5
21,900-3138,13.2
21,900-3241,8.3
21,900-3327,19.7
21,900-3847,82.2
21,900-3928,9.2
21,900-3980,12.6
21,900-3995,76.3
21,900-4271,7.4
21,900-4292,15.8
21,900-4980,13.5
21,900-5045,14.7
21,900-5225,5.4
21,900-5259,6.5
21,900-5607,5.8
21,900-5997,6.4
21,900-6019,4.3
21,900-6164,7.5
21,900-6165,5.7
21,900-6365,7.0
21,900-6406,10.7
21,900-6719,17.4
21,900-6772,9.1
21,900-6773,17.0
21,900-6940,25.2
21,900-6961,18.3
21,900-7118,10.1
21,900-7134,10.8
21,900-7245,6.3
21,900-7435,4.1
21,900-7448,4.5
21,900-7562,6.1
21,900-7610,16.8
21,900-7718,47.8
21,900-8106,9.7
21,900-8126,41.1
21,900-8847,5.3
21,900-8897,9.7
21,900-9397,9.4
21,910-37,37.3
21,910-38,10.1
21,910-39,39.3
21,910-205,39.5
21,910-471,75.3
21,910-604,36.9
21,910-793,62.2
21,910-2346,37.6
21,910-2350,24.3
21,910-2355,24.9
21,910-2530,62.7
21,910-3710,70.3
21,910-5742,53.1
21,910-7296,19.0
21,910-9701,21.1
21,920-2572,15.0
21,920-2604,20.9
21,920-2608,16.7
21,920-7517,23.4
21,920-7925,17.4
21,930-4724,28.3
21,930-4726,42.2
21,930-4728,43.1
21,940-7914,60.2
21,940-7918,41.0
21,940-7922,42.4
21,950-2570,29.8
21,950-2574,24.5
21,960-44,69.8
21,960-48,66.7
21,970-1210,51.4
21,970-1218,41.4
21,980-369,92.3
21,980-469,91.6
21,980-1000,93.5
21,980-1306,90.0
21,980-1383,94.3
21,980-3392,87.5
21,980-3522,80.6
21,980-3806,80.8
21,980-4378,28.0
21,980-4379,38.8
21,980-4380,45.8
21,980-5763,13.6
21,980-5898,95.2
21,980-6018,88.8
21,980-6162,72.3
21,980-6460,65.6
21,980-6578,63.6
21,980-6686,85.9
21,980-6936,83.5
21,980-7611,75.0
21,980-7882,80.6
21,980-8034,58.2
21,980-8337,85.3
21,980-8350,86.9
21,980-8923,81.7
21,980-9602,78.5
21,990-3234,45.9
21,990-3692,32.4
21,990-4346,52.4
21,990-4394,46.4
21,990-5602,45.2
21,990-5841,39.6
21,990-6952,61.9
21,990-8122,58.1
21,990-8178,55.7
21,990-8392,46.1
21,990-9294,53.9
21,990-9334,39.1
21,990-9560,68.3
21,990-9562,54.0
21,990-9566,44.4
21,1000-203,64.0
21,1000-1332,46.2
21,1000-1334,52.6
21,1000-3027,37.1
21,1000-3102,70.8
21,1000-3106,48.8
21,1000-3108,47.7
21,1000-3110,40.9
21,1000-4474,43.8
21,1000-6138,49.3
21,1000-6338,47.2
21,1000-9610,43.2
21,1010-269,56.8
21,1010-452,60.0
21,1010-517,15.5
21,1010-871,55.1
21,1010-1032,65.5
21,1010-1126,22.4
21,1010-1340,77.6
21,1010-1613,15.0
21,1010-1616,27.7
21,1010-1625,49.5
21,1010-1798,68.8
21,1010-1870,42.6
21,1010-2202,41.9
21,1010-2400,49.2
21,1010-2510,72.7
21,1010-2528,68.8
21,1010-3175,26.4
21,1010-3218,66.1
21,1010-3360,82.8
21,1010-3470,61.6
21,1010-3592,70.3
21,1010-3890,85.0
21,1010-3920,65.8
21,1010-4070,47.4
21,1010-4090,68.5
21,1010-4138,46.0
21,1010-4358,77.9
21,1010-4424,37.2
21,1010-4530,59.0
21,1010-5146,72.1
21,1010-5404,64.0
21,1010-5576,80.6
21,1010-5604,57.3
21,1010-5610,41.7
21,1010-5878,74.5
21,1010-5948,73.8
21,1010-5988,85.3
21,1010-6306,66.9
21,1010-6680,55.3
21,1010-6856,68.6
21,1010-7228,86.9
21,1010-7482,85.2
21,1010-7513,50.0
21,1010-7523,63.3
21,1010-7556,69.8
21,1010-7705,32.2
21,1010-8246,16.4
21,1010-8346,36.6
21,1010-8457,79.2
21,1010-8466,58.8
21,1010-8902,44.4
21,1010-9404,67.5
21,1010-9445,83.2
21,1010-9618,80.1
21,1010-9660,84.6
21,1020-1582,19.8
21,1020-1588,10.5
21,1020-1590,8.3
21,1020-1604,27.8
21,1020-9051,23.5
21,1020-9057,22.2
21,1030-5460,33.8
21,1030-5464,36.7
21,1030-5468,24.6
21,1030-9010,26.1
21,1040-17,19.1
21,1040-19,12.7
21,1040-74,11.7
21,1040-76,14.5
21,1040-209,15.3
21,1040-249,12.5
21,1040-1421,7.5
21,1040-1511,7.2
21,1040-1615,5.8
21,1040-1627,7.8
21,1040-1629,6.4
21,1040-1630,5.3
21,1040-1921,9.7
21,1040-1929,10.5
21,1040-2195,8.3
21,1040-2248,23.3
21,1040-2358,19.6
21,1040-2524,14.3
21,1040-2800,16.9
21,1040-3104,19.6
21,1040-3238,37.2
21,1040-3985,39.9
21,1040-5126,15.7
21,1040-6140,25.8
21,1040-6158,9.0
21,1040-6242,21.2
21,1040-6247,9.5
21,1040-6937,7.8
21,1040-6960,48.6
21,1040-7159,27.5
21,1040-7240,21.3
21,1040-7247,10.8
21,1040-7460,20.3
21,1040-8813,17.2
21,1040-8851,23.4
21,1040-9714,11.9
21,1050-2638,56.4
21,1050-2640,62.3
21,1050-2642,47.6
21,1060-6898,28.6
21,1060-6900,31.4
21,1060-6902,16.7
21,1070-3758,67.9
21,1070-6701,63.6
21,1080-2295,4.7
21,1080-3539,12.5
21,1080-4686,9.8
21,1080-5093,6.0
21,1080-5096,8.9
21,1080-5098,13.8
21,1080-5100,9.2
21,1080-6678,8.0
21,1080-6682,28.9
21,1080-7165,6.3
21,1110-467,30.7
21,1110-555,11.6
21,1110-696,22.6
21,1110-1618,46.4
21,1110-2877,13.8
21,1110-2902,41.0
21,1110-2906,20.7
21,1110-2908,16.5
21,1110-3475,66.0
21,1110-4102,43.7
21,1110-4251,15.4
21,1110-4272,17.1
21,1110-5191,13.0
21,1110-5779,18.5
21,1110-6483,46.3
21,1110-6653,25.5
21,1110-6821,13.0
21,1110-6935,12.5
21,1110-7317,36.2
21,1110-7339,22.7
21,1110-7463,19.5
21,1110-7613,32.0
21,1110-7960,27.7
21,1110-8010,25.4
21,1110-8266,26.2
21,1110-8791,21.9
21,1110-9706,23.8
21,1120-2526,59.6
21,1130-5850,57.8
21,1130-5854,53.6
21,1140-1262,57.0
21,1140-1266,45.9
21,1140-3802,73.3
21,1140-5166,59.3
21,1140-5704,70.0
21,1140-6752,31.7
21,1140-7950,45.5
21,1140-9248,71.0
21,1150-3002,36.3
21,1150-3224,54.7
21,1150-6858,38.1
21,1160-3220,65.9
21,1160-3228,56.4
21,1180-429,14.1
21,1180-560,34.9
21,1180-561,39.0
21,1180-570,26.2
21,1180-1006,42.0
21,1180-1296,39.1
21,1180-2063,38.6
21,1180-3460,59.8
21,1180-3464,35.8
21,1180-3468,23.2
21,1180-7298,38.2
21,1180-7422,24.7
21,1180-8038,21.7
21,1195-65,32.6
21,1195-2573,49.5
21,1195-3281,42.7
21,1195-3967,54.0
21,1195-4510,32.5
21,1195-7356,51.2
21,1195-7360,40.3
21,1195-7388,41.3
21,1195-7890,41.3
21,1195-9231,61.6
21,1220-3578,68.8
21,1220-3585,59.0
21,1220-3586,52.5
21,1220-8274,64.8
21,1340-9420,34.2
21,1340-9422,32.6
21,1350-2376,30.5
21,1350-3182,14.0
21,1350-3556,34.6
21,1350-5864,22.8
21,1360-1447,7.2
21,1360-2006,5.4
21,1360-3690,34.2
21,1360-3694,23.6
21,1380-4899,30.4
21,1390-63,88.9
21,1390-9212,70.8
21,1400-4860,51.8
21,1410-6358,43.1
21,1420-30,40.5
21,1420-33,51.4
21,1420-108,76.5
21,1420-109,82.2
21,1420-148,62.4
21,1420-370,69.9
21,1420-378,26.4
21,1420-491,10.7
21,1420-660,45.9
21,1420-664,44.0
21,1420-694,32.2
21,1420-724,56.6
21,1420-776,8.5
21,1420-779,7.9
21,1420-951,26.7
21,1420-965,55.8
21,1420-1238,48.9
21,1420-1318,49.3
21,1420-1451,9.8
21,1420-1522,11.6
21,1420-1730,21.8
21,1420-1790,47.0
21,1420-1861,44.7
21,1420-1864,22.3
21,1420-1876,18.4
21,1420-1880,5.0
21,1420-1886,11.4
21,1420-1976,57.3
21,1420-2093,16.1
21,1420-2120,8.3
21,1420-2130,17.6
21,1420-2189,45.7
21,1420-2194,13.2
21,1420-2288,22.8
21,1420-2300,29.0
21,1420-2322,36.0
21,1420-2496,82.8
21,1420-2550,87.3
21,1420-2616,17.3
21,1420-2799,11.2
21,1420-2820,65.0
21,1420-2832,9.6
21,1420-2836,6.5
21,1420-2866,8.0
21,1420-2946,66.4
21,1420-2963,21.0
21,1420-3025,69.0
21,1420-3088,61.4
21,1420-3201,23.1
21,1420-3216,44.1
21,1420-3450,55.3
21,1420-3502,18.6
21,1420-3536,15.1
21,1420-3622,38.0
21,1420-3624,57.1
21,1420-3628,23.3
21,1420-3691,37.3
21,1420-3726,31.2
21,1420-4190,24.7
21,1420-4402,12.8
21,1420-4404,10.3
21,1420-4410,11.4
21,1420-4422,88.3
21,1420-4478,37.7
21,1420-4548,27.0
21,1420-4549,36.0
21,1420-4550,28.5
21,1420-4802,62.5
21,1420-4830,11.9
21,1420-4942,35.4
21,1420-5004,79.7
21,1420-5024,72.7
21,1420-5036,34.5
21,1420-5145,26.0
21,1420-5222,67.0
21,1420-5350,29.4
21,1420-5354,85.7
21,1420-5415,57.1
21,1420-5454,41.4
21,1420-5472,8.9
21,1420-5524,9.9
21,1420-5580,11.6
21,1420-5758,5.7
21,1420-5944,7.5
21,1420-5972,94.6
21,1420-6090,49.5
21,1420-6133,35.6
21,1420-6135,20.8
21,1420-6139,15.2
21,1420-6237,68.0
21,1420-6286,17.9
21,1420-6330,62.1
21,1420-6470,24.5
21,1420-6539,30.7
21,1420-6541,30.7
21,1420-6804,10.9
21,1420-6806,74.2
21,1420-6808,51.9
21,1420-6828,59.6
21,1420-6844,35.1
21,1420-6848,57.2
21,1420-7114,39.0
21,1420-7128,20.5
21,1420-7190,17.8
21,1420-7239,7.9
21,1420-7282,8.0
21,1420-7462,3.5
21,1420-7468,83.9
21,1420-7483,9.6
21,1420-7529,24.4
21,1420-7701,35.3
21,1420-7708,64.2
21,1420-7753,46.4
21,1420-7780,12.6
21,1420-7833,37.2
21,1420-7870,14.3
21,1420-7962,73.4
21,1420-8036,58.0
21,1420-8090,82.8
21,1420-8102,49.6
21,1420-8209,30.1
21,1420-8223,68.7
21,1420-8248,82.9
21,1420-8276,29.0
21,1420-8280,35.7
21,1420-8300,29.7
21,1420-8381,22.9
21,1420-8432,71.9
21,1420-8793,14.1
21,1420-8834,64.5
21,1420-8856,6.9
21,1420-9008,11.9
21,1420-9052,16.0
21,1420-9058,24.7
21,1420-9154,70.9
21,1420-9232,29.2
21,1420-9299,22.8
21,1420-9328,36.8
21,1420-9342,76.7
21,1420-9412,71.0
21,1420-9424,23.6
21,1420-9428,16.8
21,1420-9432,9.6
21,1420-9490,17.7
21,1420-9510,47.2
21,1420-9638,67.8
21,1420-9648,16.6
21,1420-9678,32.9
21,1430-2328,53.6
21,1430-2336,35.3
21,1450-2960,52.1
21,1460-7746,58.5
21,1480-8342,42.7
21,1480-8351,57.1
21,1480-8354,49.2
21,1490-842,73.3
21,1500-1144,59.2
21,1500-1150,63.6
21,1500-1152,52.0
21,1510-1700,59.4
21,1510-4901,60.1
21,1510-4904,58.7
21,1510-9486,57.4
21,1520-225,37.6
21,1520-1526,36.2
21,1520-2318,20.3
21,1520-3012,40.9
21,1520-3050,41.9
21,1520-3571,35.6
21,1520-5888,22.2
21,1520-6222,31.0
21,1520-6738,36.2
21,1520-7402,14.9
21,1520-7994,35.6
21,1520-8388,35.0
21,1530-632,36.1
21,1530-636,34.7
21,1530-640,28.9
21,1530-642,32.9
21,1540-4252,62.8
21,1540-4254,67.7
21,1540-4258,58.8
21,1550-473,22.8
21,1550-477,6.4
21,1550-498,4.3
21,1550-612,47.7
21,1550-678,41.4
21,1550-766,32.8
21,1550-892,40.7
21,1550-898,34.7
21,1550-1186,28.5
21,1550-1190,21.1
21,1550-2298,16.7
21,1550-3046,26.2
21,1550-3105,6.2
21,1550-3242,9.0
21,1550-3787,49.7
21,1550-4282,57.7
21,1550-4456,27.2
21,1550-4698,6.3
21,1550-4793,28.8
21,1550-5014,39.3
21,1550-5068,25.4
21,1550-5168,56.1
21,1550-5196,51.0
21,1550-5292,30.7
21,1550-5688,19.5
21,1550-5917,12.1
21,1550-6476,34.3
21,1550-6482,34.5
21,1550-7104,13.5
21,1550-7124,30.1
21,1550-7127,55.3
21,1550-7161,8.6
21,1550-7198,24.7
21,1550-7218,78.2
21,1550-7325,27.8
21,1550-7350,17.3
21,1550-7470,20.3
21,1550-7834,16.7
21,1550-8460,27.3
21,1550-8852,24.3
21,1550-9330,23.5
21,1550-9370,26.2
21,1550-9374,26.0
21,1550-9380,10.3
21,1560-510,53.4
21,1560-808,18.9
21,1560-812,12.6
21,1560-865,47.5
21,1560-870,26.8
21,1560-890,51.7
21,1560-1323,29.3
21,1560-1385,23.4
21,1560-1920,43.5
21,1560-2089,19.3
21,1560-3320,48.1
21,1560-3945,21.5
