year,mergecode,lowincome
16,130-4896,0.0
16,130-4975,43.46
16,130-5744,53.83
16,130-5934,51.5
16,130-6225,15.41
16,130-6367,3.55
16,130-6475,0.0
16,130-6619,0.0
16,130-6625,64.35
16,130-6820,23.88
16,130-6955,4.9
16,130-7102,46.84
16,130-7116,69.96
16,130-7158,74.7
16,130-7277,38.06
16,130-7476,9.94
16,130-7559,44.42
16,130-8020,35.81
16,130-8380,44.08
16,130-8394,51.31
16,130-8848,27.12
16,130-8850,21.45
16,130-8887,21.15
16,130-9108,67.78
16,130-9200,19.61
16,130-9624,6.55
16,140-298,5.93
16,140-752,8.83
16,140-1382,45.34
16,140-2382,73.07
16,140-2804,24.72
16,140-2926,82.6
16,140-3472,32.61
16,140-3930,11.22
16,140-3950,19.76
16,140-4316,13.67
16,140-4447,7.78
16,140-5224,24.83
16,140-5229,4.95
16,140-5233,18.34
16,140-5236,6.45
16,140-5572,25.34
16,140-5574,18.72
16,140-6292,0.0
16,140-6814,17.87
16,140-7518,8.7
16,140-7606,6.75
16,140-8064,33.88
16,140-9600,5.57
16,170-2136,46.67
16,170-2140,48.91
16,180-1,47.37
16,180-136,0.0
16,180-213,58.72
16,180-214,85.81
16,180-219,39.86
16,180-310,68.08
16,180-458,52.85
16,180-464,75.58
16,180-465,28.66
16,180-914,85.43
16,180-1458,67.63
16,180-1470,72.85
16,180-1720,71.9
16,180-1800,58.82
16,180-1948,88.01
16,180-2095,52.01
16,180-2114,64.02
16,180-2384,83.9
16,180-2618,93.08
16,180-2673,66.0
16,180-2951,0.0
16,180-2998,83.94
16,180-3272,86.2
16,180-3354,58.96
16,180-3471,59.03
16,180-4024,70.61
16,180-4270,74.04
16,180-4385,0.0
16,180-4426,68.97
16,180-4646,87.36
16,180-4970,82.73
16,180-4973,83.43
16,180-5298,66.98
16,180-5361,87.46
16,180-5751,0.0
16,180-6068,84.97
16,180-6160,65.42
16,180-6189,39.36
16,180-6310,85.51
16,180-6546,6.32
16,180-6728,88.97
16,180-6758,80.58
16,180-6869,89.05
16,180-7232,20.27
16,180-7250,44.97
16,180-7558,86.65
16,180-7865,49.75
16,180-7932,83.61
16,180-8078,83.27
16,180-8356,54.57
16,180-8858,80.36
16,180-9056,68.02
16,180-9059,65.57
16,180-9060,83.78
16,180-9083,43.03
16,180-9125,45.34
16,180-9140,82.18
16,180-9189,56.34
16,180-9396,77.68
16,180-9514,75.27
16,180-9756,68.78
16,190-1168,54.96
16,190-1176,47.3
16,190-1752,5.75
16,190-2356,67.07
16,190-3362,52.63
16,190-6241,14.92
16,190-6263,11.87
16,220-6652,57.75
16,220-6657,53.1
16,220-6658,41.6
16,230-9222,67.53
16,230-9226,49.23
16,240-7174,78.57
16,240-7176,42.86
16,240-7180,52.63
16,250-8160,75.0
16,250-8168,59.82
16,260-9085,75.0
16,260-9090,86.67
16,260-9100,75.0
16,270-1248,69.23
16,270-1252,72.22
16,290-1812,83.86
16,290-4495,0.0
16,290-4986,71.76
16,290-4990,74.02
16,310-5666,50.85
16,310-5670,55.37
16,470-60,20.71
16,470-61,40.52
16,470-71,3.08
16,470-120,11.67
16,470-226,17.08
16,470-875,4.61
16,470-878,7.64
16,470-1148,47.15
16,470-1245,35.7
16,470-1284,15.02
16,470-1434,40.63
16,470-1844,93.22
16,470-2343,36.2
16,470-2758,22.25
16,470-2760,12.06
16,470-2761,12.79
16,470-2912,22.5
16,470-2964,9.85
16,470-3192,58.67
16,470-3194,24.05
16,470-3196,28.76
16,470-4202,23.61
16,470-4278,96.55
16,470-4333,15.98
16,470-5181,8.51
16,470-5282,40.24
16,470-5284,37.36
16,470-5286,43.94
16,470-5288,75.11
16,470-5364,14.65
16,470-5368,15.79
16,470-5722,17.5
16,470-5726,15.06
16,470-5730,14.35
16,470-6010,88.42
16,470-6156,76.87
16,470-6274,7.59
16,470-6276,24.16
16,470-6404,87.1
16,470-6498,46.62
16,470-7157,18.64
16,470-7464,85.84
16,470-7561,0.0
16,470-7565,4.85
16,470-7584,51.71
16,470-7789,20.15
16,470-7839,23.81
16,470-7954,51.43
16,470-8903,46.98
16,470-8927,40.22
16,470-9430,26.33
16,480-125,77.3
16,480-441,15.57
16,480-652,3.4
16,480-866,7.14
16,480-872,43.41
16,480-919,18.6
16,480-924,23.43
16,480-930,12.36
16,480-934,25.41
16,480-1066,29.98
16,480-1070,16.53
16,480-1136,29.15
16,480-1352,43.44
16,480-1380,34.31
16,480-1390,24.13
16,480-1725,10.56
16,480-1842,64.11
16,480-1883,17.18
16,480-1996,27.41
16,480-2240,7.38
16,480-2552,16.29
16,480-2589,6.27
16,480-2702,59.16
16,480-2892,12.14
16,480-2940,16.2
16,480-2970,7.66
16,480-3022,12.25
16,480-3488,11.54
16,480-3499,47.37
16,480-3882,14.59
16,480-3940,8.08
16,480-4386,5.56
16,480-4496,92.68
16,480-4792,23.04
16,480-4874,21.91
16,480-4878,47.38
16,480-5302,15.12
16,480-5306,14.81
16,480-5606,37.72
16,480-5617,0.0
16,480-5838,8.44
16,480-5999,8.03
16,480-6000,13.8
16,480-6195,23.67
16,480-6208,26.36
16,480-6212,30.13
16,480-6224,11.3
16,480-6642,7.18
16,480-6816,6.78
16,480-6962,48.8
16,480-7528,36.78
16,480-7592,82.87
16,480-8135,7.75
16,480-8387,5.1
16,480-8418,4.12
16,480-8978,60.0
16,480-9544,42.45
16,490-1130,36.5
16,490-1132,32.02
16,490-1508,43.59
16,490-4306,47.07
16,500-1554,3.57
16,500-4085,41.38
16,500-4680,46.73
16,500-5268,40.6
16,500-7568,29.54
16,500-7643,0.0
16,510-4738,50.0
16,510-4742,56.94
16,520-1608,60.0
16,520-1612,52.63
16,540-1660,26.79
16,540-3385,8.16
16,540-4212,44.33
16,540-4216,15.77
16,540-4700,13.51
16,550-1276,66.83
16,550-1378,64.86
16,550-4836,63.89
16,550-5422,73.91
16,550-6339,98.0
16,560-7612,57.73
16,560-7616,53.8
16,580-248,89.92
16,580-250,100.0
16,580-252,95.59
16,640-1398,84.98
16,740-7880,86.21
16,770-2050,78.17
16,770-2054,71.29
16,770-2058,67.33
16,860-2088,56.6
16,860-2091,54.76
16,860-2092,40.16
16,870-489,0.0
16,870-1372,43.07
16,870-1375,52.48
16,870-1952,47.69
16,870-2152,42.31
16,870-2155,74.74
16,870-2160,63.94
16,870-2164,48.3
16,870-2166,43.95
16,870-3330,67.2
16,870-4124,54.74
16,870-4128,48.29
16,870-4182,56.62
16,870-5154,74.01
16,870-6295,60.0
16,870-6700,57.39
16,870-6708,40.97
16,880-10,91.74
16,880-40,98.53
16,880-67,84.92
16,880-99,83.97
16,880-220,95.9
16,880-388,37.75
16,880-408,55.83
16,880-418,89.66
16,880-520,98.25
16,880-540,96.21
16,880-650,87.9
16,880-964,44.75
16,880-1056,6.33
16,880-1076,41.78
16,880-1106,87.94
16,880-1295,71.91
16,880-1319,80.83
16,880-1324,15.72
16,880-1345,82.41
16,880-1400,65.17
16,880-1489,71.34
16,880-1528,98.95
16,880-1748,80.31
16,880-1774,94.81
16,880-1785,93.16
16,880-1788,96.46
16,880-1816,91.67
16,880-1846,89.9
16,880-1866,93.23
16,880-1908,13.35
16,880-1928,96.02
16,880-1939,98.36
16,880-2027,5.71
16,880-2115,60.48
16,880-2125,60.08
16,880-2127,14.72
16,880-2129,73.16
16,880-2145,70.27
16,880-2167,46.79
16,880-2174,61.64
16,880-2175,75.8
16,880-2181,77.14
16,880-2183,55.35
16,880-2184,11.48
16,880-2185,52.96
16,880-2186,36.83
16,880-2188,86.82
16,880-2205,94.26
16,880-2207,30.08
16,880-2209,89.35
16,880-2218,54.03
16,880-2223,86.36
16,880-2227,31.62
16,880-2241,62.63
16,880-2244,84.78
16,880-2258,89.89
16,880-2349,87.88
16,880-2364,95.35
16,880-2398,34.48
16,880-2506,31.14
16,880-2641,87.5
16,880-2652,86.48
16,880-2726,52.94
16,880-2755,83.52
16,880-2757,73.91
16,880-2789,83.76
16,880-2880,99.51
16,880-3000,87.5
16,880-3032,94.9
16,880-3296,94.05
16,880-3340,87.94
16,880-3378,56.53
16,880-3426,81.48
16,880-3478,93.23
16,880-3512,97.36
16,880-3540,53.76
16,880-3600,83.26
16,880-3605,58.89
16,880-3639,52.24
16,880-3641,68.65
16,880-3647,93.24
16,880-3655,93.27
16,880-3698,13.26
16,880-3704,89.94
16,880-3746,57.91
16,880-3778,97.22
16,880-3987,34.52
16,880-3990,59.17
16,880-3991,17.1
16,880-4049,53.17
16,880-4074,82.02
16,880-4140,92.27
16,880-4213,18.29
16,880-4381,89.78
16,880-4383,67.45
16,880-4444,75.06
16,880-4450,94.83
16,880-4494,85.0
16,880-4498,75.56
16,880-4500,76.28
16,880-4507,89.52
16,880-4509,86.03
16,880-4656,95.77
16,880-4730,94.47
16,880-4732,97.46
16,880-4762,94.59
16,880-4782,92.48
16,880-4795,81.78
16,880-5044,92.59
16,880-5158,23.13
16,880-5255,94.53
16,880-5342,44.47
16,880-5448,88.54
16,880-5578,82.62
16,880-5605,80.87
16,880-5608,96.2
16,880-5621,69.53
16,880-5644,92.39
16,880-5685,94.59
16,880-5702,53.02
16,880-5716,79.93
16,880-5826,58.62
16,880-5844,76.05
16,880-5897,19.52
16,880-6002,72.96
16,880-6088,75.83
16,880-6098,47.1
16,880-6188,97.6
16,880-6239,81.14
16,880-6254,92.18
16,880-6308,83.87
16,880-6314,82.53
16,880-6350,95.63
16,880-6368,50.0
16,880-6397,37.7
16,880-6479,28.21
16,880-6508,64.68
16,880-6509,30.39
16,880-6676,48.73
16,880-6754,24.52
16,880-6957,91.95
16,880-6970,79.34
16,880-7045,95.82
16,880-7163,73.1
16,880-7188,76.92
16,880-7192,0.0
16,880-7241,81.63
16,880-7243,38.98
16,880-7246,76.64
16,880-7361,73.95
16,880-7471,94.95
16,880-7496,86.52
16,880-7554,73.05
16,880-7578,78.19
16,880-7694,96.72
16,880-7698,95.83
16,880-7942,66.02
16,880-7972,9.13
16,880-8006,94.93
16,880-8053,76.55
16,880-8054,86.49
16,880-8085,91.09
16,880-8086,67.22
16,880-8131,91.54
16,880-8132,73.68
16,880-8138,30.73
16,880-8145,82.71
16,880-8149,10.78
16,880-8222,12.28
16,880-8232,89.12
16,880-8242,7.55
16,880-8347,84.35
16,880-8401,88.51
16,880-8422,96.19
16,880-8453,6.58
16,880-8776,30.16
16,880-8822,51.45
16,880-8888,77.8
16,880-8909,97.2
16,880-8945,81.82
16,880-8970,25.06
16,880-8995,74.39
16,880-9050,97.41
16,880-9336,89.33
16,880-9348,68.85
16,880-9389,92.33
16,880-9390,90.33
16,880-9425,13.35
16,880-9496,97.54
16,880-9548,90.71
16,880-9623,18.82
16,880-9639,86.03
16,880-9693,94.24
16,880-9702,95.36
16,880-9730,74.14
16,880-9735,85.92
16,880-9739,94.93
16,890-50,0.0
16,890-2216,57.69
16,890-7764,51.67
16,900-11,6.59
16,900-12,23.03
16,900-135,4.58
16,900-201,2.53
16,900-215,5.56
16,900-264,11.07
16,900-265,18.09
16,900-266,5.95
16,900-267,19.94
16,900-354,18.75
16,900-651,10.15
16,900-1131,5.36
16,900-1270,0.0
16,900-1362,32.6
16,900-1367,11.85
16,900-1503,11.14
16,900-1509,0.0
16,900-1512,8.03
16,900-1555,0.0
16,900-1578,32.69
16,900-1579,5.11
16,900-1873,0.0
16,900-1899,3.17
16,900-1925,13.36
16,900-1934,10.1
16,900-2012,16.41
16,900-2226,16.69
16,900-2230,13.72
16,900-2232,20.07
16,900-2233,23.22
16,900-2234,17.02
16,900-2338,2.17
16,900-2656,8.92
16,900-2952,14.19
16,900-2953,1.9
16,900-2954,12.85
16,900-2965,13.01
16,900-3138,8.72
16,900-3172,8.39
16,900-3241,9.87
16,900-3327,20.27
16,900-3847,74.91
16,900-3863,75.91
16,900-3928,4.54
16,900-3968,0.0
16,900-3980,10.76
16,900-3995,69.21
16,900-4271,7.09
16,900-4292,18.05
16,900-4980,14.52
16,900-5045,16.45
16,900-5259,7.18
16,900-5405,2.37
16,900-5607,9.38
16,900-5745,11.06
16,900-5843,6.64
16,900-5997,2.93
16,900-6019,7.67
16,900-6152,6.73
16,900-6164,7.98
16,900-6165,5.94
16,900-6365,7.34
16,900-6396,9.45
16,900-6406,11.31
16,900-6772,9.82
16,900-6773,18.42
16,900-6938,6.34
16,900-6940,26.73
16,900-6961,20.24
16,900-7047,0.16
16,900-7096,7.12
16,900-7118,7.19
16,900-7134,9.3
16,900-7242,0.0
16,900-7245,8.65
16,900-7297,2.81
16,900-7319,5.54
16,900-7435,2.95
16,900-7448,3.8
16,900-7562,3.2
16,900-7610,14.0
16,900-7718,50.53
16,900-8106,12.87
16,900-8126,50.54
16,900-8382,5.44
16,900-8847,4.83
16,900-8853,2.54
16,900-8897,8.64
16,900-9397,4.15
16,900-9592,6.15
16,910-37,42.66
16,910-38,13.78
16,910-39,52.29
16,910-205,61.49
16,910-471,76.92
16,910-604,39.02
16,910-793,57.29
16,910-2340,3.18
16,910-2346,41.21
16,910-2350,34.06
16,910-2355,21.78
16,910-2530,48.34
16,910-3710,72.0
16,910-4838,76.55
16,910-5742,47.62
16,910-7296,24.77
16,910-9061,0.56
16,910-9701,20.0
16,920-2572,11.29
16,920-2604,17.62
16,920-2608,11.7
16,920-3236,46.3
16,920-7300,0.0
16,920-7517,33.13
16,920-7924,0.0
16,920-7925,20.3
16,930-4724,45.54
16,930-4726,35.38
16,930-4728,26.97
16,940-7914,38.79
16,940-7918,51.47
16,940-7922,43.48
16,950-2570,28.99
16,950-2574,33.59
16,960-44,100.0
16,970-1210,46.59
16,970-1215,48.67
16,970-1218,38.1
16,980-469,90.91
16,980-1000,84.92
16,980-1306,79.68
16,980-1383,87.74
16,980-3392,79.27
16,980-3522,71.01
16,980-3806,51.2
16,980-3870,62.2
16,980-4378,35.55
16,980-4379,42.63
16,980-4380,39.07
16,980-5763,23.02
16,980-6018,75.0
16,980-6162,71.43
16,980-6460,77.41
16,980-6578,67.11
16,980-6686,75.05
16,980-6936,86.94
16,980-7611,76.63
16,980-7882,66.58
16,980-8034,62.77
16,980-8337,82.07
16,980-8350,85.44
16,980-8923,82.98
16,980-9602,69.47
16,990-3234,56.14
16,990-4346,64.78
16,990-4394,46.77
16,990-5033,3.77
16,990-5602,47.44
16,990-5841,44.06
16,990-6952,69.6
16,990-8122,56.05
16,990-8178,59.47
16,990-8392,49.15
16,990-9294,53.64
16,990-9334,51.27
16,990-9560,71.67
16,990-9562,55.36
16,990-9566,43.37
16,990-9656,0.0
16,1000-203,64.55
16,1000-1332,51.47
16,1000-1334,63.92
16,1000-2037,0.0
16,1000-3027,33.39
16,1000-3102,80.13
16,1000-3106,52.23
16,1000-3108,51.49
16,1000-3110,46.78
16,1000-4474,38.97
16,1000-6138,55.32
16,1000-6338,51.51
16,1000-9610,48.34
16,1010-269,47.26
16,1010-452,68.27
16,1010-517,18.36
16,1010-871,62.18
16,1010-1032,77.47
16,1010-1126,25.0
16,1010-1340,82.88
16,1010-1613,14.65
16,1010-1616,27.03
16,1010-1625,58.97
16,1010-1798,77.59
16,1010-1870,44.46
16,1010-1885,33.33
16,1010-2202,39.06
16,1010-2400,54.0
16,1010-2510,80.75
16,1010-2528,71.75
16,1010-3175,25.05
16,1010-3218,71.24
16,1010-3360,87.43
16,1010-3470,55.21
16,1010-3592,73.66
16,1010-3890,92.92
16,1010-3920,78.4
16,1010-4070,44.44
16,1010-4090,69.61
16,1010-4138,50.18
16,1010-4358,81.88
16,1010-4424,33.3
16,1010-4530,67.71
16,1010-5146,38.11
16,1010-5404,70.86
16,1010-5576,86.02
16,1010-5604,56.62
16,1010-5610,33.7
16,1010-5878,79.37
16,1010-5948,70.74
16,1010-5988,92.49
16,1010-6306,72.16
16,1010-6680,51.8
16,1010-6856,67.95
16,1010-7228,90.32
16,1010-7482,86.49
16,1010-7513,51.98
16,1010-7523,61.86
16,1010-7556,64.64
16,1010-7705,38.47
16,1010-8246,22.67
16,1010-8346,39.88
16,1010-8457,90.76
16,1010-8466,61.0
16,1010-8902,45.28
16,1010-9404,71.81
16,1010-9445,84.02
16,1010-9618,84.92
16,1010-9660,91.02
16,1020-1582,14.5
16,1020-1586,4.64
16,1020-1588,14.36
16,1020-1590,10.04
16,1020-1592,10.56
16,1020-1596,0.0
16,1020-1604,41.43
16,1020-3482,12.31
16,1020-6953,12.5
16,1020-9051,15.2
16,1020-9057,18.79
16,1030-5460,30.88
16,1030-5464,26.15
16,1030-5468,18.23
16,1030-9010,38.41
16,1040-17,16.33
16,1040-19,10.83
16,1040-74,8.18
16,1040-76,14.38
16,1040-110,17.65
16,1040-209,29.14
16,1040-249,10.44
16,1040-1033,0.0
16,1040-1615,5.44
16,1040-1627,6.23
16,1040-1629,5.12
16,1040-1630,4.32
16,1040-1901,11.51
16,1040-1921,9.24
16,1040-1929,7.03
16,1040-2195,7.76
16,1040-2248,33.66
16,1040-2358,18.92
16,1040-2524,19.69
16,1040-2800,15.73
16,1040-3104,17.02
16,1040-3238,35.41
16,1040-3985,42.86
16,1040-5126,11.21
16,1040-6140,22.41
16,1040-6158,6.47
16,1040-6937,7.65
16,1040-6960,42.65
16,1040-7159,21.75
16,1040-7240,16.22
16,1040-7247,12.86
16,1040-7460,21.7
16,1040-8779,3.17
16,1040-8813,13.73
16,1040-8851,18.12
16,1040-9714,13.02
16,1050-2638,69.79
16,1050-2640,74.7
16,1050-2642,64.07
16,1060-1346,3.33
16,1060-6898,37.86
16,1060-6900,36.44
16,1060-6902,24.77
16,1070-3758,75.57
16,1070-6701,80.0
16,1080-3539,13.72
16,1080-4686,10.84
16,1080-5093,6.8
16,1080-5096,17.68
16,1080-5098,11.78
16,1080-5100,7.75
16,1080-6678,8.65
16,1080-6682,40.26
16,1080-7165,5.75
16,1110-555,6.65
16,1110-1618,50.54
16,1110-2877,15.16
16,1110-2902,42.9
16,1110-2906,22.27
16,1110-2908,16.72
16,1110-3475,69.56
16,1110-4102,46.92
16,1110-4251,13.71
16,1110-5779,15.22
16,1110-6483,44.3
16,1110-6810,31.34
16,1110-6935,13.21
16,1110-7317,37.79
16,1110-7339,23.4
16,1110-7463,23.86
16,1110-7613,35.01
16,1110-7960,32.6
16,1110-8010,25.38
16,1110-8266,29.21
16,1110-8791,23.13
16,1110-9706,23.15
16,1120-2504,0.0
16,1120-2514,75.61
16,1120-2523,0.0
16,1120-2526,61.64
16,1130-5850,67.57
16,1130-5854,63.4
16,1140-419,44.19
16,1140-1262,64.21
16,1140-1266,46.39
16,1140-3802,64.78
16,1140-5166,70.3
16,1140-5704,62.16
16,1140-6752,31.35
16,1140-7950,53.89
16,1140-9248,71.29
16,1150-3002,48.16
16,1150-3224,61.37
16,1150-3226,58.05
16,1150-6858,58.45
16,1160-3220,48.1
16,1160-3228,49.09
16,1180-429,7.46
16,1180-560,43.13
16,1180-561,38.69
16,1180-570,34.99
16,1180-1006,30.12
16,1180-1296,57.66
16,1180-2063,56.07
16,1180-3460,55.3
16,1180-3464,39.89
16,1180-3468,19.2
16,1180-7422,43.68
16,1180-8038,46.58
16,1195-65,39.28
16,1195-2573,58.85
16,1195-3281,59.36
16,1195-3967,68.15
16,1195-4510,45.19
16,1195-7356,59.86
16,1195-7360,46.19
16,1195-7388,51.51
16,1195-7890,47.69
16,1195-9231,74.43
16,1220-3578,61.4
16,1220-3585,55.77
16,1220-3586,52.0
16,1220-8274,61.11
16,1330-1632,31.07
16,1330-1634,24.88
16,1340-9420,43.18
16,1340-9422,51.13
16,1350-2376,36.11
16,1350-3182,24.28
16,1350-3556,47.76
16,1350-4277,40.74
16,1350-5864,26.81
16,1360-1447,8.45
16,1360-2006,8.13
16,1360-3690,43.67
16,1360-3694,31.47
16,1360-3697,32.2
16,1360-3702,0.0
16,1360-5577,23.26
16,1380-4899,31.58
16,1390-63,80.46
16,1390-3306,75.38
16,1390-9212,68.75
16,1400-4860,71.43
16,1400-4864,60.5
16,1410-6358,52.84
16,1420-0,0.0
16,1420-30,33.08
16,1420-33,44.53
16,1420-34,27.03
16,1420-108,83.62
16,1420-109,79.56
16,1420-148,65.88
16,1420-370,62.97
16,1420-378,26.27
16,1420-491,26.29
16,1420-660,39.67
16,1420-664,37.15
16,1420-694,26.61
16,1420-724,59.81
16,1420-776,8.23
16,1420-779,6.16
16,1420-950,3.85
16,1420-951,19.62
16,1420-952,3.27
16,1420-965,55.04
16,1420-1238,44.72
16,1420-1318,45.87
16,1420-1451,38.54
16,1420-1522,13.31
16,1420-1730,15.0
16,1420-1790,39.07
16,1420-1861,41.72
16,1420-1864,19.95
16,1420-1869,7.49
16,1420-1876,17.07
16,1420-1880,13.11
16,1420-1886,13.44
16,1420-1976,57.73
16,1420-2093,14.05
16,1420-2120,5.87
16,1420-2130,8.85
16,1420-2194,13.44
16,1420-2288,17.66
16,1420-2300,27.32
16,1420-2322,44.73
16,1420-2496,90.04
16,1420-2550,89.25
16,1420-2616,16.09
16,1420-2799,16.44
16,1420-2820,66.35
16,1420-2832,9.55
16,1420-2836,8.7
16,1420-2866,7.62
16,1420-2946,70.16
16,1420-2963,14.65
16,1420-3025,59.8
16,1420-3088,68.08
16,1420-3201,15.95
16,1420-3216,42.14
16,1420-3250,0.0
16,1420-3393,5.04
16,1420-3450,60.43
16,1420-3502,23.68
16,1420-3536,16.08
16,1420-3622,35.0
16,1420-3624,58.02
16,1420-3628,25.13
16,1420-3726,31.14
16,1420-4190,19.9
16,1420-4402,12.77
16,1420-4404,3.9
16,1420-4408,14.06
16,1420-4410,9.9
16,1420-4411,29.41
16,1420-4422,87.55
16,1420-4478,36.01
16,1420-4548,20.95
16,1420-4549,32.95
16,1420-4550,31.29
16,1420-4798,73.68
16,1420-4802,78.92
16,1420-4830,8.94
16,1420-4942,30.25
16,1420-5004,79.45
16,1420-5024,74.15
16,1420-5036,21.05
16,1420-5145,19.72
16,1420-5222,60.44
16,1420-5350,30.06
16,1420-5354,88.91
16,1420-5415,44.44
16,1420-5454,31.92
16,1420-5472,8.05
16,1420-5524,11.08
16,1420-5580,7.29
16,1420-5623,34.48
16,1420-5758,2.09
16,1420-5892,27.03
16,1420-5944,12.08
16,1420-5972,93.89
16,1420-5994,6.17
16,1420-6090,46.56
16,1420-6133,27.62
16,1420-6135,17.65
16,1420-6139,4.88
16,1420-6237,85.86
16,1420-6286,13.45
16,1420-6330,57.79
16,1420-6470,20.45
16,1420-6539,32.31
16,1420-6541,30.09
16,1420-6804,10.94
16,1420-6806,64.26
16,1420-6808,50.95
16,1420-6828,53.85
16,1420-6844,30.81
16,1420-6848,84.57
16,1420-7078,77.73
16,1420-7114,36.36
16,1420-7128,13.99
16,1420-7190,22.92
16,1420-7238,2.23
16,1420-7239,8.26
16,1420-7282,6.77
16,1420-7462,0.76
16,1420-7483,9.28
16,1420-7529,21.87
16,1420-7701,22.03
16,1420-7708,69.72
16,1420-7753,40.38
16,1420-7780,11.13
16,1420-7833,36.71
16,1420-7870,12.48
16,1420-7962,77.3
16,1420-8036,53.23
16,1420-8090,83.23
16,1420-8102,49.52
16,1420-8209,29.23
16,1420-8223,73.96
16,1420-8248,90.12
16,1420-8276,29.28
16,1420-8280,22.98
16,1420-8300,27.87
16,1420-8381,20.05
16,1420-8432,68.47
16,1420-8458,0.0
16,1420-8793,16.77
16,1420-8834,69.86
16,1420-9008,11.11
16,1420-9052,15.74
16,1420-9058,24.35
16,1420-9154,68.0
16,1420-9232,34.36
16,1420-9234,2.56
16,1420-9245,16.67
16,1420-9299,22.89
16,1420-9328,31.52
16,1420-9342,64.89
16,1420-9412,62.68
16,1420-9424,21.3
