year,mergecode,lowincome
15,260-9100,70.59
15,270-1248,80.0
15,270-1252,78.95
15,290-1812,80.07
15,290-4495,0.0
15,290-4986,79.45
15,290-4990,76.32
15,310-5666,61.81
15,310-5670,60.0
15,470-60,19.6
15,470-61,30.24
15,470-71,3.82
15,470-120,9.37
15,470-226,17.21
15,470-875,2.35
15,470-878,7.31
15,470-1148,42.82
15,470-1245,30.22
15,470-1284,11.15
15,470-1434,37.91
15,470-1844,86.93
15,470-2343,30.32
15,470-2758,19.96
15,470-2760,11.88
15,470-2761,13.14
15,470-2912,16.92
15,470-2964,6.86
15,470-3192,53.19
15,470-3194,24.5
15,470-3196,29.06
15,470-4202,16.91
15,470-4278,92.93
15,470-4333,11.97
15,470-5181,6.06
15,470-5282,38.61
15,470-5284,31.12
15,470-5286,43.34
15,470-5288,77.3
15,470-5364,12.32
15,470-5368,13.78
15,470-5722,15.96
15,470-5726,13.92
15,470-5730,13.1
15,470-6010,83.33
15,470-6156,64.74
15,470-6274,6.73
15,470-6276,18.78
15,470-6404,83.87
15,470-6498,48.44
15,470-7157,17.62
15,470-7464,76.21
15,470-7561,10.74
15,470-7565,5.12
15,470-7584,47.53
15,470-7789,15.65
15,470-7839,21.7
15,470-7954,44.93
15,470-8903,44.41
15,470-8927,32.59
15,470-9430,25.29
15,480-125,61.59
15,480-441,12.92
15,480-652,3.6
15,480-866,0.0
15,480-872,38.17
15,480-919,17.21
15,480-924,21.48
15,480-930,10.48
15,480-934,24.75
15,480-1066,24.91
15,480-1070,13.91
15,480-1136,29.1
15,480-1352,40.56
15,480-1380,29.54
15,480-1390,24.71
15,480-1725,9.37
15,480-1842,67.65
15,480-1883,15.24
15,480-1996,23.85
15,480-2240,4.39
15,480-2552,16.3
15,480-2589,5.57
15,480-2702,52.43
15,480-2892,9.28
15,480-2940,12.84
15,480-2970,13.1
15,480-3022,14.31
15,480-3488,3.7
15,480-3499,38.1
15,480-3882,12.34
15,480-3940,10.16
15,480-4386,6.67
15,480-4496,53.33
15,480-4792,20.28
15,480-4874,22.2
15,480-4878,43.96
15,480-5302,15.41
15,480-5306,12.16
15,480-5606,37.54
15,480-5617,27.59
15,480-5838,6.36
15,480-5999,8.25
15,480-6000,10.68
15,480-6195,26.78
15,480-6208,26.96
15,480-6212,27.22
15,480-6224,10.71
15,480-6642,7.18
15,480-6816,7.2
15,480-6962,44.96
15,480-7528,33.57
15,480-7592,73.42
15,480-8135,6.96
15,480-8387,5.73
15,480-8418,2.57
15,480-8978,59.64
15,480-9544,38.89
15,490-1130,34.81
15,490-1132,39.42
15,490-1508,55.56
15,490-4306,44.26
15,500-1554,0.0
15,500-4085,57.14
15,500-4680,36.55
15,500-5268,41.99
15,500-7568,25.96
15,500-7643,1.47
15,510-4738,38.3
15,510-4742,40.98
15,520-1608,53.33
15,520-1612,33.77
15,540-1660,26.05
15,540-3385,21.43
15,540-4212,43.86
15,540-4216,21.62
15,540-4700,9.57
15,550-1276,64.02
15,550-1378,63.8
15,550-4836,65.85
15,550-5422,67.79
15,550-6339,81.03
15,560-7612,54.13
15,560-7616,55.49
15,580-248,79.0
15,580-250,81.25
15,580-252,81.43
15,640-1398,88.69
15,740-7880,81.5
15,770-2050,75.0
15,770-2054,77.53
15,770-2058,60.53
15,860-2088,48.6
15,860-2091,62.79
15,860-2092,37.88
15,870-489,66.67
15,870-1372,39.92
15,870-1375,51.6
15,870-1952,40.94
15,870-2152,24.0
15,870-2155,54.46
15,870-2160,59.11
15,870-2164,46.26
15,870-2166,28.83
15,870-3330,64.78
15,870-4124,57.28
15,870-4128,41.58
15,870-4182,60.49
15,870-5154,72.78
15,870-6700,58.13
15,870-6708,34.96
15,880-10,94.18
15,880-40,98.14
15,880-67,77.6
15,880-99,85.59
15,880-220,95.95
15,880-388,42.86
15,880-408,53.52
15,880-418,92.0
15,880-520,95.47
15,880-540,94.25
15,880-650,85.54
15,880-964,43.99
15,880-1056,6.38
15,880-1076,43.75
15,880-1106,85.22
15,880-1295,80.64
15,880-1319,81.4
15,880-1324,14.59
15,880-1345,87.77
15,880-1400,65.76
15,880-1489,74.13
15,880-1528,97.63
15,880-1748,73.02
15,880-1774,94.59
15,880-1785,90.67
15,880-1788,95.13
15,880-1816,84.82
15,880-1846,88.18
15,880-1866,86.21
15,880-1908,13.4
15,880-1928,93.35
15,880-2027,2.4
15,880-2115,55.65
15,880-2125,62.32
15,880-2127,14.83
15,880-2129,71.98
15,880-2145,69.31
15,880-2167,62.82
15,880-2174,54.59
15,880-2175,71.83
15,880-2181,76.44
15,880-2183,54.26
15,880-2184,12.34
15,880-2185,52.53
15,880-2186,34.55
15,880-2188,85.05
15,880-2205,92.05
15,880-2207,29.47
15,880-2209,88.68
15,880-2218,51.9
15,880-2223,80.49
15,880-2227,29.91
15,880-2258,89.47
15,880-2349,82.48
15,880-2364,89.98
15,880-2398,35.58
15,880-2506,33.64
15,880-2641,84.16
15,880-2652,90.86
15,880-2726,47.85
15,880-2755,87.32
15,880-2757,77.01
15,880-2789,87.79
15,880-2880,99.62
15,880-3000,80.74
15,880-3032,94.53
15,880-3296,92.48
15,880-3340,85.55
15,880-3378,56.22
15,880-3426,73.31
15,880-3478,89.22
15,880-3512,94.69
15,880-3540,48.0
15,880-3600,83.44
15,880-3605,55.9
15,880-3639,50.67
15,880-3641,72.91
15,880-3647,93.69
15,880-3655,96.23
15,880-3698,11.76
15,880-3704,91.11
15,880-3746,54.21
15,880-3778,95.76
15,880-3987,35.05
15,880-3990,65.01
15,880-3991,10.23
15,880-4049,54.69
15,880-4074,77.8
15,880-4140,91.27
15,880-4213,12.46
15,880-4381,86.38
15,880-4444,76.69
15,880-4450,94.7
15,880-4494,85.45
15,880-4498,76.77
15,880-4507,91.0
15,880-4656,97.35
15,880-4730,88.64
15,880-4732,96.84
15,880-4762,93.98
15,880-4782,87.75
15,880-4795,82.42
15,880-5158,24.24
15,880-5255,96.52
15,880-5342,37.32
15,880-5448,89.79
15,880-5578,81.32
15,880-5605,85.74
15,880-5608,99.62
15,880-5621,66.39
15,880-5644,91.19
15,880-5685,94.13
15,880-5702,56.73
15,880-5716,83.96
15,880-5826,64.65
15,880-5844,84.92
15,880-5897,22.16
15,880-6002,67.15
15,880-6088,68.86
15,880-6098,45.44
15,880-6188,97.83
15,880-6239,87.87
15,880-6254,93.09
15,880-6308,86.67
15,880-6314,77.02
15,880-6350,95.41
15,880-6397,30.9
15,880-6479,31.49
15,880-6508,57.43
15,880-6509,28.57
15,880-6676,50.76
15,880-6754,25.34
15,880-6957,95.1
15,880-6970,73.43
15,880-7045,95.22
15,880-7163,72.73
15,880-7188,84.83
15,880-7192,89.8
15,880-7241,74.16
15,880-7246,85.42
15,880-7554,73.02
15,880-7578,80.07
15,880-7694,97.93
15,880-7698,93.89
15,880-7861,72.06
15,880-7942,65.03
15,880-7972,8.27
15,880-8006,95.74
15,880-8053,75.32
15,880-8054,84.79
15,880-8085,93.31
15,880-8086,69.42
15,880-8131,84.55
15,880-8132,69.29
15,880-8138,31.92
15,880-8145,83.27
15,880-8149,11.28
15,880-8222,10.92
15,880-8232,83.85
15,880-8242,11.43
15,880-8347,86.13
15,880-8401,85.37
15,880-8422,96.29
15,880-8453,6.38
15,880-8776,32.32
15,880-8817,97.22
15,880-8822,49.81
15,880-8888,77.57
15,880-8909,96.3
15,880-8945,78.79
15,880-8970,27.76
15,880-8995,77.82
15,880-9050,96.32
15,880-9336,84.41
15,880-9348,89.39
15,880-9389,93.88
15,880-9390,92.88
15,880-9408,95.51
15,880-9425,15.04
15,880-9496,98.21
15,880-9548,90.03
15,880-9623,16.1
15,880-9639,84.89
15,880-9693,94.01
15,880-9702,95.45
15,880-9730,72.14
15,880-9735,83.58
15,880-9739,93.5
15,890-50,15.0
15,890-2216,54.87
15,890-7764,51.47
15,900-11,4.41
15,900-12,20.11
15,900-135,4.51
15,900-201,3.13
15,900-215,3.94
15,900-264,9.54
15,900-265,15.47
15,900-266,4.84
15,900-267,20.27
15,900-354,14.66
15,900-651,7.84
15,900-1131,5.14
15,900-1270,1.64
15,900-1362,26.36
15,900-1367,8.54
15,900-1503,7.13
15,900-1509,2.86
15,900-1512,6.24
15,900-1555,0.0
15,900-1578,31.03
15,900-1579,3.43
15,900-1873,0.32
15,900-1899,2.66
15,900-1925,10.98
15,900-1934,7.56
15,900-2012,12.76
15,900-2226,13.76
15,900-2230,9.02
15,900-2232,16.44
15,900-2233,21.43
15,900-2234,12.56
15,900-2338,0.0
15,900-2656,5.2
15,900-2952,11.19
15,900-2953,1.79
15,900-2954,12.22
15,900-2965,14.33
15,900-3138,7.17
15,900-3172,8.33
15,900-3241,8.74
15,900-3847,75.61
15,900-3863,78.32
15,900-3928,4.52
15,900-3968,0.0
15,900-3980,7.05
15,900-3995,69.72
15,900-4271,6.33
15,900-4292,15.61
15,900-4909,45.45
15,900-4980,14.61
15,900-5045,13.09
15,900-5259,6.39
15,900-5405,6.45
15,900-5607,7.07
15,900-5745,9.9
15,900-5843,7.29
15,900-5997,3.07
15,900-6019,6.95
15,900-6152,6.08
15,900-6164,6.81
15,900-6165,4.25
15,900-6365,6.07
15,900-6396,7.47
15,900-6406,10.09
15,900-6772,8.38
15,900-6773,17.87
15,900-6938,5.07
15,900-6940,19.9
15,900-6961,16.06
15,900-7047,0.17
15,900-7096,7.62
15,900-7118,4.6
15,900-7134,7.33
15,900-7242,0.0
15,900-7245,6.36
15,900-7297,1.78
15,900-7319,6.0
15,900-7435,2.2
15,900-7448,3.62
15,900-7562,2.84
15,900-7610,13.89
15,900-7718,48.06
15,900-8106,5.41
15,900-8126,43.69
15,900-8382,4.37
15,900-8847,3.9
15,900-8853,2.73
15,900-8897,8.46
15,900-9592,5.89
15,910-37,45.89
15,910-38,14.89
15,910-39,51.37
15,910-205,46.37
15,910-471,75.94
15,910-604,39.69
15,910-793,61.15
15,910-2340,1.73
15,910-2346,44.48
15,910-2350,34.57
15,910-2355,22.88
15,910-2530,47.68
15,910-3710,69.08
15,910-4838,75.23
15,910-5742,49.38
15,910-7296,27.17
15,910-9061,1.16
15,910-9701,11.43
15,920-2572,8.75
15,920-2604,18.62
15,920-2608,15.34
15,920-3236,45.61
15,920-7300,0.0
15,920-7517,28.28
15,920-7924,0.0
15,920-7925,18.48
15,930-4724,33.33
15,930-4726,30.16
15,930-4728,25.58
15,940-7914,37.5
15,940-7918,54.84
15,940-7922,41.24
15,950-2570,30.93
15,950-2574,27.42
15,960-44,50.0
15,970-1210,45.55
15,970-1215,50.43
15,970-1218,39.49
15,980-469,74.12
15,980-1000,83.96
15,980-1306,81.98
15,980-1383,89.81
15,980-3392,78.47
15,980-3522,74.9
15,980-3806,72.7
15,980-3870,83.58
15,980-4378,31.72
15,980-4379,46.58
15,980-4380,46.63
15,980-6018,85.39
15,980-6162,67.19
15,980-6460,76.39
15,980-6578,62.97
15,980-6686,81.07
15,980-6936,86.68
15,980-7611,75.93
15,980-7882,69.28
15,980-8034,59.56
15,980-8337,85.04
15,980-8350,88.14
15,980-8923,77.96
15,980-9602,72.27
15,990-3234,48.98
15,990-4346,59.38
15,990-4394,41.11
15,990-5033,4.48
15,990-5602,43.12
15,990-5841,38.14
15,990-6952,65.53
15,990-8122,53.88
15,990-8178,51.37
15,990-8392,44.16
15,990-9294,46.52
15,990-9334,46.63
15,990-9560,54.69
15,990-9562,61.18
15,990-9566,35.14
15,990-9656,26.58
15,1000-203,53.51
15,1000-1332,44.77
15,1000-1334,60.45
15,1000-3027,26.75
15,1000-3102,70.87
15,1000-3106,46.85
15,1000-3108,45.88
15,1000-3110,39.77
15,1000-4474,36.75
15,1000-6138,53.86
15,1000-6338,46.85
15,1000-9610,31.17
15,1010-269,51.5
15,1010-452,63.25
15,1010-517,21.83
15,1010-871,63.11
15,1010-1032,81.48
15,1010-1126,24.29
15,1010-1340,80.9
15,1010-1613,18.35
15,1010-1616,40.2
15,1010-1625,59.83
15,1010-1798,72.3
15,1010-1870,44.22
15,1010-1885,14.79
15,1010-2202,38.06
15,1010-2400,50.86
15,1010-2510,80.75
15,1010-2528,79.63
15,1010-3175,22.82
15,1010-3218,64.68
15,1010-3360,83.78
15,1010-3470,65.34
15,1010-3592,76.66
15,1010-3890,93.62
15,1010-3920,71.31
15,1010-4070,44.27
15,1010-4090,76.82
15,1010-4138,45.45
15,1010-4358,84.39
15,1010-4424,33.09
15,1010-4530,67.41
15,1010-5146,40.24
15,1010-5404,67.76
15,1010-5576,86.34
15,1010-5604,56.17
15,1010-5610,33.89
15,1010-5878,78.57
15,1010-5948,72.36
15,1010-5988,90.63
15,1010-6306,72.1
15,1010-6680,51.92
15,1010-6856,69.97
15,1010-7228,92.78
15,1010-7482,89.99
15,1010-7513,53.41
15,1010-7523,61.16
15,1010-7556,67.73
15,1010-7705,37.66
15,1010-8246,26.13
15,1010-8346,43.64
15,1010-8359,82.78
15,1010-8457,86.83
15,1010-8466,57.92
15,1010-8902,42.67
15,1010-9404,74.01
15,1010-9445,84.86
15,1010-9618,85.91
15,1010-9660,88.22
15,1020-1582,17.82
15,1020-1586,3.79
15,1020-1588,15.97
15,1020-1590,9.07
15,1020-1592,9.23
15,1020-1596,5.76
15,1020-1604,39.37
15,1020-3482,9.54
15,1020-6953,17.6
15,1020-9051,21.26
15,1020-9057,19.77
15,1030-5460,35.27
15,1030-5464,24.58
15,1030-5468,18.97
15,1030-9010,35.07
15,1040-17,14.14
15,1040-19,7.33
15,1040-74,7.78
15,1040-76,14.01
15,1040-110,18.0
15,1040-209,34.78
15,1040-249,9.4
15,1040-1033,10.77
15,1040-1615,3.91
15,1040-1627,6.02
15,1040-1629,4.67
15,1040-1630,5.49
15,1040-1921,6.98
15,1040-1929,6.15
15,1040-2195,7.14
15,1040-2248,39.13
15,1040-2358,18.91
15,1040-2524,15.34
15,1040-2800,12.67
15,1040-3104,16.18
15,1040-3238,36.83
15,1040-3985,42.49
15,1040-5126,10.88
15,1040-6140,19.22
15,1040-6158,6.1
15,1040-6937,6.25
15,1040-6960,46.02
15,1040-7159,20.93
15,1040-7240,13.99
15,1040-7247,11.96
15,1040-7460,20.23
15,1040-8779,4.02
15,1040-8813,12.3
15,1040-8851,17.15
15,1040-9714,11.14
15,1050-2638,66.49
15,1050-2640,75.61
15,1050-2642,61.39
15,1060-1346,23.26
15,1060-6898,38.52
15,1060-6900,26.13
15,1060-6902,23.74
15,1070-3758,71.74
15,1070-6701,79.51
15,1080-3539,9.05
15,1080-4686,8.6
15,1080-5093,4.28
15,1080-5096,14.05
15,1080-5098,8.97
15,1080-5100,6.21
15,1080-6678,4.79
15,1080-6682,34.44
15,1080-7165,7.26
15,1110-555,10.01
15,1110-1618,52.8
15,1110-2877,16.7
15,1110-2902,42.27
15,1110-2906,20.66
15,1110-2908,15.92
15,1110-3475,68.03
15,1110-4102,50.48
15,1110-4251,13.59
15,1110-5779,12.83
15,1110-6483,39.55
15,1110-6810,31.78
15,1110-6935,16.67
15,1110-7317,32.92
15,1110-7339,20.2
15,1110-7463,18.08
15,1110-7613,32.05
15,1110-7960,31.03
15,1110-8010,26.69
15,1110-8266,30.86
15,1110-8791,21.9
15,1110-9706,19.62
15,1120-2504,1.3
15,1120-2514,76.79
15,1120-2526,67.86
15,1130-5850,65.25
15,1130-5854,61.31
15,1140-419,47.73
15,1140-1262,59.75
15,1140-1266,45.15
15,1140-3802,63.42
15,1140-5166,68.46
15,1140-5704,58.52
15,1140-6752,30.0
15,1140-7950,57.19
15,1140-9248,75.71
15,1150-3002,37.8
15,1150-3224,63.4
15,1150-3226,54.38
15,1150-6858,59.81
15,1160-3220,52.0
15,1160-3228,61.16
15,1180-429,11.85
15,1180-560,40.12
15,1180-561,43.81
15,1180-570,41.29
15,1180-1006,38.82
15,1180-1296,60.23
15,1180-2063,55.95
15,1180-3460,57.06
15,1180-3464,43.18
15,1180-3468,20.36
15,1180-7422,47.26
15,1180-8038,41.53
15,1195-65,40.95
15,1195-2573,54.83
15,1195-3281,54.26
15,1195-3967,64.45
15,1195-4510,43.92
15,1195-7356,60.98
15,1195-7360,47.96
15,1195-7388,47.91
15,1195-7890,47.01
15,1195-9231,74.24
15,1220-3578,54.95
15,1220-3585,49.78
15,1220-3586,39.29
15,1220-8274,49.58
15,1330-1632,31.6
15,1330-1634,22.73
15,1340-9416,47.96
15,1340-9420,39.82
15,1340-9422,52.21
15,1350-2376,28.72
15,1350-3182,22.99
15,1350-3556,40.47
15,1350-4277,53.13
15,1350-5864,24.24
15,1360-1447,7.21
15,1360-2006,6.37
15,1360-3690,42.46
15,1360-3694,29.24
15,1360-3697,28.42
15,1360-3702,28.75
15,1360-5577,34.21
15,1380-4899,35.42
15,1390-63,83.99
15,1390-3306,80.77
15,1390-9212,75.78
15,1400-4860,62.62
15,1400-4864,50.93
15,1410-6358,51.58
15,1420-0,0.0
15,1420-30,32.47
15,1420-33,41.69
15,1420-34,12.26
15,1420-108,78.63
15,1420-109,83.67
15,1420-148,71.43
15,1420-370,63.28
15,1420-378,26.12
15,1420-660,37.59
15,1420-664,34.75
15,1420-694,29.42
15,1420-724,56.17
15,1420-776,5.16
15,1420-779,9.06
15,1420-950,3.53
15,1420-951,16.29
15,1420-952,3.94
15,1420-965,57.5
15,1420-1238,44.65
15,1420-1318,49.06
15,1420-1451,37.22
15,1420-1522,13.53
15,1420-1730,15.54
15,1420-1790,33.19
15,1420-1861,29.79
15,1420-1864,21.42
15,1420-1869,7.42
15,1420-1876,14.01
15,1420-1880,15.38
15,1420-1886,13.51
15,1420-1976,55.98
15,1420-2093,13.96
15,1420-2120,5.8
15,1420-2130,10.79
15,1420-2194,10.64
15,1420-2288,22.71
15,1420-2300,29.11
15,1420-2322,40.06
15,1420-2496,86.6
15,1420-2550,91.98
15,1420-2616,17.12
15,1420-2799,16.6
15,1420-2820,67.15
15,1420-2832,8.93
15,1420-2836,7.01
15,1420-2866,7.96
15,1420-2946,49.02
15,1420-2963,15.01
15,1420-3025,57.51
15,1420-3088,70.34
15,1420-3099,7.69
15,1420-3201,15.83
15,1420-3216,39.6
15,1420-3250,3.88
15,1420-3450,58.41
15,1420-3502,23.37
15,1420-3536,13.15
15,1420-3622,26.76
15,1420-3624,42.02
15,1420-3628,23.66
15,1420-3726,28.23
15,1420-4190,14.63
15,1420-4402,14.16
15,1420-4404,6.4
15,1420-4408,12.05
15,1420-4410,12.87
15,1420-4411,39.39
15,1420-4422,84.66
15,1420-4478,28.81
15,1420-4548,23.31
15,1420-4549,26.95
15,1420-4550,25.79
15,1420-4798,58.82
15,1420-4802,77.67
15,1420-4830,10.97
15,1420-4942,32.39
15,1420-5004,81.8
15,1420-5024,69.23
15,1420-5036,18.66
15,1420-5145,20.73
15,1420-5222,62.32
15,1420-5350,28.6
15,1420-5354,84.42
15,1420-5415,33.8
15,1420-5454,33.17
15,1420-5472,7.47
15,1420-5524,10.5
15,1420-5580,4.64
15,1420-5623,31.25
15,1420-5758,2.13
15,1420-5892,21.51
15,1420-5944,13.47
15,1420-5972,90.63
15,1420-5994,4.73
15,1420-6090,49.69
15,1420-6133,24.43
15,1420-6135,12.85
15,1420-6139,6.03
15,1420-6237,91.74
15,1420-6286,11.62
15,1420-6330,53.81
15,1420-6470,20.42
15,1420-6474,89.8
15,1420-6539,36.91
15,1420-6541,29.75
15,1420-6804,14.73
15,1420-6806,44.96
15,1420-6808,37.93
15,1420-6828,54.06
15,1420-6844,32.32
15,1420-6848,82.55
15,1420-7078,72.58
15,1420-7114,36.35
15,1420-7128,16.95
15,1420-7190,22.09
15,1420-7238,2.54
15,1420-7239,8.32
15,1420-7282,10.61
15,1420-7462,2.96
15,1420-7483,12.27
15,1420-7529,21.65
15,1420-7701,21.41
15,1420-7708,55.99
15,1420-7753,39.19
15,1420-7780,9.02
15,1420-7833,34.26
15,1420-7870,12.8
15,1420-7962,70.72
15,1420-8036,56.34
15,1420-8090,82.46
15,1420-8102,49.06
15,1420-8209,26.9
15,1420-8223,74.14
15,1420-8248,82.48
15,1420-8276,32.6
15,1420-8280,25.4
15,1420-8300,20.83
15,1420-8381,18.94
15,1420-8432,69.25
15,1420-8458,0.0
15,1420-8793,9.19
15,1420-8834,69.58
15,1420-9008,9.45
15,1420-9052,14.81
15,1420-9058,24.47
15,1420-9154,71.74
15,1420-9232,35.49
15,1420-9234,4.88
15,1420-9245,0.0
15,1420-9299,26.1
15,1420-9328,31.55
15,1420-9342,66.55
15,1420-9412,59.34
15,1420-9424,16.62
15,1420-9427,0.83
15,1420-9428,12.28
15,1420-9429,3.34
15,1420-9432,6.73
15,1420-9490,14.98
15,1420-9510,47.33
15,1420-9515,84.64
15,1420-9638,60.17
15,1420-9648,10.89
15,1420-9678,33.07
15,1430-2328,27.59
15,1430-2332,46.15
15,1430-2336,38.78
