year,mergecode,schoolcode,districtcode,droprate,black,white,hispanic,totalenroll
18,180-9396,9396,180,0.0,10.88,4.26,69.54,1103
18,190-1176,1176,190,0.4,0.37,82.02,13.86,267
18,190-1752,1752,190,0.5,4.44,74.7,13.86,743
18,190-2356,2356,190,0.2,6.1,26.93,63.02,557
18,190-3362,3362,190,0.0,5.37,70.25,14.05,242
18,190-6263,6263,190,0.0,5.31,75.0,15.0,320
18,220-6657,6657,220,0.0,0.98,52.44,37.79,307
18,220-6658,6658,220,1.1,0.19,66.22,23.72,527
18,230-9226,9226,230,1.7,0.0,84.75,15.25,59
18,240-7176,7176,240,0.0,0.0,87.5,12.5,8
18,240-7180,7180,240,0.0,0.0,82.35,17.65,17
18,250-8168,8168,250,0.8,0.8,76.0,19.2,125
18,260-9100,9100,260,4.5,0.0,63.64,36.36,22
18,270-1252,1252,270,0.0,0.0,75.0,18.75,16
18,290-443,443,290,5.1,2.51,23.82,72.45,1314
18,290-4279,4279,290,1.7,0.84,83.19,11.76,119
18,290-4986,4986,290,0.0,0.0,53.49,44.19,86
18,290-4990,4990,290,6.4,0.58,54.07,42.44,172
18,310-5670,5670,310,0.0,0.0,96.36,0.0,110
18,470-71,71,470,3.0,9.09,63.64,18.18,33
18,470-120,120,470,0.0,0.0,81.74,12.57,334
18,470-226,226,470,0.0,1.98,72.73,11.24,605
18,470-1284,1284,470,0.0,4.17,50.0,45.83,24
18,470-2760,2760,470,0.0,0.94,82.19,11.74,741
18,470-2761,2761,470,0.0,1.18,80.35,13.02,1267
18,470-2964,2964,470,0.0,0.99,79.8,9.85,203
18,470-3192,3192,470,0.0,0.41,42.56,53.72,242
18,470-3194,3194,470,0.0,0.17,69.02,26.26,594
18,470-3196,3196,470,1.1,0.86,63.99,32.3,1158
18,470-4333,4333,470,0.0,0.96,77.88,17.31,104
18,470-5282,5282,470,1.6,1.4,56.68,37.3,1429
18,470-5286,5286,470,0.0,0.0,55.7,41.52,395
18,470-5288,5288,470,0.0,3.23,36.92,57.71,279
18,470-5368,5368,470,0.3,0.0,86.08,9.02,388
18,470-5722,5722,470,1.0,0.64,74.48,21.35,1246
18,470-5730,5730,470,0.0,0.53,80.75,14.44,374
18,470-6010,6010,470,0.0,0.33,12.05,84.36,307
18,470-6276,6276,470,1.1,1.5,55.92,29.84,1334
18,470-6498,6498,470,25.2,0.0,38.29,58.11,222
18,470-7565,7565,470,0.0,3.57,85.71,3.57,28
18,470-7789,7789,470,1.5,1.0,73.17,18.04,1502
18,470-7839,7839,470,9.8,1.15,75.86,19.54,174
18,470-7954,7954,470,4.1,1.21,35.79,59.14,1657
18,470-8903,8903,470,0.0,0.58,41.89,52.12,518
18,470-8927,8927,470,0.5,1.83,48.04,40.99,383
18,470-9430,9430,470,0.0,1.31,73.22,20.04,534
18,480-125,125,480,6.9,0.77,34.23,55.38,260
18,480-441,441,480,0.0,2.44,74.7,12.5,328
18,480-924,924,480,0.5,1.07,65.98,22.47,2243
18,480-930,930,480,0.8,0.81,78.05,12.2,123
18,480-934,934,480,7.6,0.0,64.91,25.15,171
18,480-1066,1066,480,0.2,1.7,66.18,24.57,411
18,480-1070,1070,480,0.5,0.87,72.04,19.3,1731
18,480-1136,1136,480,0.0,1.47,68.24,17.06,340
18,480-1352,1352,480,0.0,1.04,51.36,41.13,479
18,480-1380,1380,480,1.1,1.19,59.63,32.3,1350
18,480-1390,1390,480,0.2,0.22,65.93,24.84,455
18,480-2589,2589,480,0.0,1.22,76.45,5.5,327
18,480-2639,2639,480,0.0,0.0,72.34,21.28,47
18,480-2892,2892,480,0.2,0.72,71.38,12.78,2355
18,480-3499,3499,480,10.7,3.57,64.29,28.57,28
18,480-4496,4496,480,2.8,5.61,29.91,59.81,107
18,480-4878,4878,480,0.2,1.17,49.13,41.94,515
18,480-5306,5306,480,0.0,0.85,80.43,12.34,470
18,480-5999,5999,480,0.4,1.17,76.13,10.73,1873
18,480-6000,6000,480,0.0,1.76,75.0,9.12,340
18,480-6195,6195,480,0.6,0.29,74.42,16.86,344
18,480-6212,6212,480,3.3,1.84,84.56,6.25,272
18,480-6224,6224,480,0.0,1.04,78.17,9.77,481
18,480-6642,6642,480,0.0,1.2,85.54,6.02,83
18,480-6816,6816,480,0.1,0.45,68.83,10.2,892
18,480-8135,8135,480,0.0,0.77,77.69,6.41,390
18,480-8387,8387,480,0.0,0.41,62.81,6.2,242
18,490-1130,1130,490,0.0,0.63,82.91,12.34,316
18,490-1132,1132,490,0.0,1.04,84.9,10.42,192
18,490-1508,1508,490,17.5,0.0,78.95,15.79,57
18,500-1554,1554,500,0.0,0.0,85.71,7.14,14
18,500-4085,4085,500,11.4,2.27,75.0,13.64,44
18,500-4680,4680,500,0.0,1.01,76.38,15.08,199
18,500-7568,7568,500,0.5,0.0,80.75,14.5,400
18,510-4742,4742,510,0.0,0.0,80.36,17.86,56
18,520-1612,1612,520,0.0,0.0,87.34,12.66,79
18,540-1660,1660,540,0.0,0.78,80.62,11.63,129
18,540-4216,4216,540,0.8,0.75,76.6,16.23,265
18,550-1276,1276,550,0.0,1.2,43.37,53.61,166
18,550-1378,1378,550,0.6,0.62,43.21,53.7,324
18,550-6339,6339,550,6.0,1.49,32.84,65.67,67
18,560-7616,7616,560,1.3,0.0,66.88,31.87,160
18,580-250,250,580,0.0,0.0,6.9,93.1,29
18,580-252,252,580,3.3,1.67,1.67,96.67,60
18,640-1398,1398,640,0.0,0.0,10.38,89.62,106
18,740-7880,7880,740,0.0,1.32,21.05,76.97,152
18,770-2058,2058,770,0.8,1.21,61.69,35.08,248
18,860-2091,2091,860,0.0,1.75,92.98,0.0,57
18,860-2092,2092,860,0.0,1.91,92.36,2.55,157
18,870-93,93,870,0.0,0.0,78.95,18.42,38
18,870-1372,1372,870,2.1,0.0,80.43,14.07,327
18,870-1375,1375,870,0.6,0.61,82.32,13.41,164
18,870-2152,2152,870,0.0,0.0,75.0,8.33,12
18,870-2155,2155,870,30.5,0.66,68.21,29.8,151
18,870-2160,2160,870,0.3,0.0,57.37,37.0,373
18,870-2164,2164,870,0.6,0.0,65.51,27.99,661
18,870-2166,2166,870,4.3,1.16,84.5,13.57,258
18,870-4124,4124,870,1.1,3.19,73.4,21.28,94
18,870-4128,4128,870,0.0,0.9,80.09,15.84,221
18,870-6708,6708,870,0.4,0.73,82.12,13.14,274
18,880-10,10,880,5.4,3.47,3.09,87.18,1326
18,880-40,40,880,22.1,20.21,28.67,45.08,579
18,880-67,67,880,27.4,3.7,5.19,88.15,135
18,880-1077,1077,880,0.0,3.35,21.23,67.6,179
18,880-1106,1106,880,0.0,0.0,0.82,98.36,122
18,880-1295,1295,880,2.7,28.12,5.62,55.16,640
18,880-1319,1319,880,0.8,1.55,4.26,92.05,516
18,880-1345,1345,880,0.0,3.53,5.88,87.06,85
18,880-1489,1489,880,12.8,16.46,25.0,50.61,328
18,880-1529,1529,880,1.1,24.46,13.59,50.0,184
18,880-1561,1561,880,4.4,12.57,10.93,67.21,183
18,880-1748,1748,880,3.3,21.16,8.3,63.28,482
18,880-1866,1866,880,15.3,3.24,4.17,92.13,216
18,880-1939,1939,880,1.2,4.65,1.94,89.15,258
18,880-2115,2115,880,0.3,29.72,19.44,38.06,360
18,880-2116,2116,880,1.3,3.75,15.62,73.12,160
18,880-2125,2125,880,0.7,26.32,33.55,29.61,152
18,880-2127,2127,880,0.0,6.17,40.74,33.33,81
18,880-2145,2145,880,0.8,21.46,7.64,55.45,615
18,880-2167,2167,880,0.5,4.39,28.29,60.98,205
18,880-2175,2175,880,3.4,17.98,8.89,68.77,506
18,880-2181,2181,880,0.0,23.64,5.15,60.3,330
18,880-2183,2183,880,0.6,5.2,24.86,57.51,692
18,880-2184,2184,880,0.4,4.33,70.74,13.79,1015
18,880-2185,2185,880,0.3,25.16,27.14,35.36,608
18,880-2186,2186,880,0.6,10.98,48.84,30.35,346
18,880-2188,2188,880,17.8,34.6,6.35,53.33,315
18,880-2209,2209,880,1.3,13.21,2.45,79.55,1022
18,880-2218,2218,880,0.3,27.7,15.45,44.61,343
18,880-2223,2223,880,2.3,18.29,5.43,72.86,350
18,880-2227,2227,880,0.0,26.33,44.82,20.73,357
18,880-2228,2228,880,0.6,12.54,46.39,29.78,319
18,880-2241,2241,880,0.0,14.79,45.42,26.06,284
18,880-2244,2244,880,0.8,1.67,3.97,87.47,479
18,880-2398,2398,880,1.3,19.63,45.75,24.7,2955
18,880-2641,2641,880,14.2,3.76,8.67,83.82,346
18,880-2726,2726,880,37.3,23.42,15.9,55.22,824
18,880-2755,2755,880,3.8,27.03,4.32,65.41,185
18,880-2757,2757,880,3.7,17.01,5.73,73.75,541
18,880-3000,3000,880,35.3,6.79,8.6,80.09,221
18,880-3378,3378,880,2.4,24.9,29.92,33.57,1534
18,880-3540,3540,880,2.0,9.18,30.61,49.49,196
18,880-3600,3600,880,0.6,7.43,14.24,72.14,323
18,880-3605,3605,880,0.6,2.34,33.92,49.71,171
18,880-3639,3639,880,0.4,7.41,46.91,38.27,243
18,880-3647,3647,880,0.0,8.89,3.7,82.22,135
18,880-3699,3699,880,10.1,18.35,17.43,56.88,109
18,880-3746,3746,880,0.4,20.73,29.27,38.62,738
18,880-3987,3987,880,0.0,22.45,48.98,22.45,147
18,880-3990,3990,880,1.0,20.67,37.2,33.23,629
18,880-4140,4140,880,0.0,16.92,1.0,79.6,201
18,880-4381,4381,880,0.0,0.58,4.05,90.46,346
18,880-4444,4444,880,3.7,3.16,11.78,75.72,1392
18,880-4494,4494,880,21.5,25.95,8.23,57.59,158
18,880-4507,4507,880,0.3,21.53,5.21,68.4,288
18,880-4509,4509,880,1.7,18.6,6.59,69.38,516
18,880-4513,4513,880,0.0,2.98,4.17,90.48,168
18,880-4656,4656,880,0.0,1.28,0.64,92.95,156
18,880-4730,4730,880,0.4,1.33,1.14,95.62,525
18,880-4732,4732,880,0.0,3.81,2.12,92.37,236
18,880-4795,4795,880,0.5,1.73,11.44,80.24,577
18,880-5044,5044,880,11.2,32.84,2.99,57.46,134
18,880-5255,5255,880,2.0,9.63,9.97,73.09,301
18,880-5448,5448,880,5.0,35.43,5.0,53.04,460
18,880-5605,5605,880,0.9,21.58,4.51,64.5,1307
18,880-5685,5685,880,0.0,15.71,1.43,81.43,70
18,880-5826,5826,880,1.1,9.35,53.26,30.0,460
18,880-5844,5844,880,17.2,38.71,10.22,42.47,186
18,880-5897,5897,880,0.0,10.96,63.2,15.59,712
18,880-5973,5973,880,1.3,28.85,26.92,37.18,156
18,880-6088,6088,880,1.9,26.92,15.38,44.23,52
18,880-6098,6098,880,0.0,24.88,37.09,25.82,213
18,880-6239,6239,880,1.9,28.64,6.17,59.97,632
18,880-6308,6308,880,13.2,8.55,5.92,78.29,152
18,880-6314,6314,880,1.0,8.04,11.64,74.64,1443
18,880-6350,6350,880,2.4,7.03,0.8,90.19,754
18,880-6368,6368,880,0.6,23.71,31.03,36.49,696
18,880-6479,6479,880,1.7,10.34,55.17,22.41,58
18,880-6508,6508,880,1.9,39.91,7.98,39.44,213
18,880-6509,6509,880,8.4,9.16,43.4,38.01,371
18,880-6970,6970,880,0.5,32.04,8.25,45.63,206
18,880-7045,7045,880,0.4,26.95,16.02,33.2,256
18,880-7163,7163,880,4.4,20.97,10.89,62.5,248
18,880-7188,7188,880,25.4,20.0,3.08,71.54,130
18,880-7246,7246,880,25.1,1.97,4.43,89.66,203
18,880-7361,7361,880,35.0,9.6,5.65,79.66,177
18,880-7926,7926,880,0.0,1.5,3.01,93.23,133
18,880-7942,7942,880,0.2,4.42,32.96,58.41,452
18,880-7972,7972,880,0.0,1.86,82.61,7.45,161
18,880-7973,7973,880,0.3,14.76,5.72,71.69,332
18,880-8054,8054,880,1.3,3.07,11.4,77.19,228
18,880-8085,8085,880,0.4,2.61,2.99,91.42,268
18,880-8086,8086,880,2.5,17.55,31.77,35.58,1914
18,880-8132,8132,880,3.4,0.0,4.2,94.96,119
18,880-8145,8145,880,11.2,2.25,5.24,90.26,267
18,880-8347,8347,880,3.0,3.48,2.78,90.49,431
18,880-8822,8822,880,1.6,17.69,39.57,33.53,1357
18,880-8995,8995,880,5.1,24.86,4.0,67.43,350
18,880-9336,9336,880,0.9,3.65,5.02,89.95,219
18,880-9348,9348,880,0.0,0.0,20.0,73.33,15
18,880-9389,9389,880,0.8,0.0,1.98,96.05,253
18,880-9390,9390,880,1.5,5.26,2.63,89.1,266
18,880-9548,9548,880,1.9,42.31,1.92,46.15,52
18,880-9623,9623,880,0.0,29.05,54.05,11.49,148
18,880-9639,9639,880,0.6,0.37,0.55,97.23,541
18,880-9693,9693,880,3.6,9.45,4.65,82.01,667
18,880-9702,9702,880,4.3,5.75,4.6,86.57,782
18,880-9730,9730,880,0.0,21.51,6.42,62.64,265
18,880-9735,9735,880,2.1,14.39,4.21,76.84,285
18,880-9739,9739,880,0.0,20.59,2.94,73.53,102
18,880-9753,9753,880,0.8,23.73,3.39,70.34,118
18,890-2216,2216,890,1.6,0.0,90.24,4.88,123
18,900-11,11,900,0.0,0.57,80.46,12.07,174
18,900-135,135,900,0.0,1.16,80.81,8.72,172
18,900-201,201,900,8.4,1.33,71.68,19.91,226
18,900-215,215,900,0.0,0.85,75.07,8.5,353
18,900-264,264,900,0.0,0.96,78.3,12.91,1046
18,900-267,267,900,0.0,1.4,75.28,15.92,999
18,900-1367,1367,900,0.5,1.35,77.92,13.36,2373
18,900-1503,1503,900,0.1,2.25,73.61,14.82,2490
18,900-1512,1512,900,0.0,0.82,70.49,10.66,122
18,900-1555,1555,900,0.0,0.0,87.5,8.33,96
18,900-1579,1579,900,0.0,3.7,68.89,14.07,135
18,900-1873,1873,900,0.0,0.0,75.16,8.07,161
18,900-2012,2012,900,0.1,2.56,71.55,15.05,977
18,900-2226,2226,900,0.0,1.53,73.01,18.09,1045
18,900-2230,2230,900,1.6,1.32,74.91,16.32,2120
18,900-2338,2338,900,13.1,1.23,73.36,17.21,244
18,900-3847,3847,900,2.3,5.92,12.21,78.82,557
18,900-3980,3980,900,0.4,2.45,70.56,15.72,1997
18,900-3995,3995,900,10.1,4.91,23.04,68.19,855
18,900-4271,4271,900,0.1,1.14,80.17,11.05,2290
18,900-5259,5259,900,0.2,0.58,70.4,10.28,1206
18,900-5405,5405,900,0.0,1.43,78.57,12.86,70
18,900-5997,5997,900,0.0,0.0,84.0,5.33,75
18,900-6019,6019,900,0.0,1.65,75.27,11.54,182
18,900-6164,6164,900,0.1,0.8,77.31,11.78,1256
18,900-6165,6165,900,0.2,0.85,78.67,11.03,2466
18,900-6365,6365,900,0.0,0.91,70.65,12.56,661
18,900-6719,6719,900,0.0,1.74,70.0,19.57,230
18,900-6772,6772,900,0.1,0.79,80.66,11.45,760
18,900-6773,6773,900,0.0,1.43,73.29,16.99,977
18,900-7047,7047,900,0.0,0.0,78.12,10.42,192
18,900-7118,7118,900,0.5,1.0,77.65,13.88,1499
18,900-7244,7244,900,0.0,0.63,78.73,11.75,315
18,900-7245,7245,900,0.0,0.91,78.61,11.81,991
18,900-7435,7435,900,0.1,0.6,78.34,8.48,2336
18,900-7448,7448,900,0.0,0.94,78.74,9.41,1063
18,900-8847,8847,900,0.2,0.85,78.32,10.86,2246
18,900-9397,9397,900,0.0,0.0,68.0,16.0,50
18,910-39,39,910,0.7,0.0,30.18,67.27,275
18,910-205,205,910,15.5,0.0,21.51,75.7,251
18,910-604,604,910,1.0,0.85,44.5,50.95,1054
18,910-793,793,910,0.0,0.88,25.88,69.3,228
18,910-861,861,910,5.6,0.0,44.44,50.0,18
18,910-2340,2340,910,0.0,0.0,90.24,4.88,82
18,910-2350,2350,910,0.3,0.1,44.76,51.07,983
18,910-2355,2355,910,1.2,0.0,65.98,31.15,244
18,910-2643,2643,910,0.0,0.0,20.0,80.0,15
18,910-5742,5742,910,0.0,2.62,41.88,52.36,191
18,910-9061,9061,910,0.6,0.0,92.45,2.52,159
18,910-9701,9701,910,11.1,1.23,55.56,37.04,81
18,920-2572,2572,920,0.0,0.0,90.76,5.04,119
18,920-2604,2604,920,0.0,0.58,82.16,14.62,342
18,920-2608,2608,920,1.3,0.64,86.06,10.23,782
18,920-3236,3236,920,12.9,3.23,80.65,9.68,62
18,930-4726,4726,930,0.0,1.75,91.23,5.26,57
18,930-4728,4728,930,0.0,0.0,77.91,19.77,86
18,940-7918,7918,940,0.0,0.0,89.58,8.33,48
18,940-7922,7922,940,2.0,0.0,84.16,7.92,101
18,950-2574,2574,950,0.0,0.0,88.06,5.97,134
18,970-1215,1215,970,0.0,8.54,74.39,13.41,82
18,970-1218,1218,970,0.5,7.28,81.07,8.25,206
18,980-369,369,980,0.3,11.76,9.89,71.39,374
18,980-469,469,980,1.2,11.83,13.41,70.81,507
18,980-1306,1306,980,0.0,14.04,22.06,51.86,349
18,980-3522,3522,980,0.0,15.19,30.37,44.58,507
18,980-3806,3806,980,0.9,19.75,21.46,47.98,1286
18,980-3870,3870,980,9.5,16.84,24.21,53.68,95
18,980-4378,4378,980,0.4,9.24,36.75,41.77,498
18,980-4379,4379,980,0.3,9.39,38.18,40.0,330
18,980-5763,5763,980,0.0,0.0,72.44,22.83,127
18,980-6162,6162,980,0.0,13.84,20.09,56.7,224
18,980-6686,6686,980,0.7,20.83,21.76,45.6,432
18,980-7882,7882,980,1.0,24.02,17.45,45.59,1066
18,990-4394,4394,990,0.5,10.66,45.85,30.29,591
18,990-5033,5033,990,0.0,0.0,40.0,40.0,10
18,990-5841,5841,990,2.3,12.59,46.8,28.66,1549
18,990-8178,8178,990,0.5,9.43,44.14,30.34,435
18,990-9294,9294,990,0.3,7.01,51.71,27.9,613
18,990-9560,9560,990,19.8,7.44,47.93,28.93,121
18,990-9566,9566,990,2.0,10.63,45.3,29.85,1618
18,1000-203,203,1000,3.6,7.66,47.3,31.98,222
18,1000-1332,1332,1000,0.0,18.64,45.06,22.53,617
18,1000-3106,3106,1000,0.3,7.93,48.75,28.4,757
18,1000-3110,3110,1000,0.6,14.22,46.65,24.87,2328
18,1010-269,269,1010,6.0,4.95,60.71,25.0,364
18,1010-517,517,1010,0.0,0.0,81.43,10.0,70
18,1010-871,871,1010,4.8,3.52,56.83,28.63,227
18,1010-1616,1616,1010,3.4,5.17,69.4,15.95,232
18,1010-1870,1870,1010,1.7,5.22,62.0,24.49,1821
18,1010-1885,1885,1010,12.0,6.78,45.93,38.18,516
18,1010-2202,2202,1010,1.6,7.37,56.07,25.55,2497
18,1010-2400,2400,1010,1.7,6.67,52.08,28.75,240
18,1010-2528,2528,1010,12.8,10.54,44.41,34.82,313
18,1010-3360,3360,1010,0.7,11.83,41.96,35.27,448
18,1010-4070,4070,1010,0.0,4.25,70.24,17.81,494
18,1010-4090,4090,1010,0.0,7.35,47.16,35.55,422
18,1010-4424,4424,1010,0.0,4.31,63.48,21.02,742
18,1010-5146,5146,1010,6.5,13.36,38.2,37.58,479
18,1010-5948,5948,1010,3.9,12.29,36.76,41.12,1994
18,1010-6306,6306,1010,0.0,12.03,43.64,36.08,582
18,1010-6680,6680,1010,2.6,9.43,46.96,34.32,2089
18,1010-7523,7523,1010,0.0,6.37,51.2,29.68,502
18,1010-7556,7556,1010,0.3,7.97,47.22,30.68,665
18,1010-8457,8457,1010,0.2,12.58,24.73,53.8,461
18,1010-9404,9404,1010,0.0,5.81,58.92,26.14,241
18,1020-1588,1588,1020,0.4,2.02,72.1,14.56,742
18,1020-1590,1590,1020,0.1,2.82,73.73,13.7,1416
18,1020-9051,9051,1020,0.0,4.07,59.76,22.76,246
18,1020-9057,9057,1020,0.0,4.57,60.75,22.04,372
18,1030-5464,5464,1030,0.0,0.69,80.21,8.33,288
18,1030-5468,5468,1030,0.7,0.92,85.5,8.07,545
18,1040-74,74,1040,0.0,2.29,73.39,10.4,654
18,1040-76,76,1040,0.6,3.19,72.56,13.26,1538
18,1040-110,110,1040,1.2,4.68,84.21,8.19,171
