Org. Code,Organization Name,School Code,School Name,Grade Level,American Indian or Alaskan Native Female,American Indian or Alaskan Native Male,Asian Female,Asian male,Black or African American Female,Black or African American Male,Hispanic or Latino Female,Hispanic or Latino Male,White Female,White Male,Native Hawaiian or Other Pacific Islander Female,Native Hawaiian or Other Pacific Islander Male,Two or More Races Female,Two or More Races Male,PK-12 Total
0010,MAPLETON 1,0309,ACADEMY HIGH SCHOOL,110 (11th),1,2,0,1,0,1,33,53,3,11,0,0,0,4,109
0010,MAPLETON 1,0309,ACADEMY HIGH SCHOOL,120 (12th),1,0,0,2,1,5,30,28,6,14,1,0,3,0,91
0010,MAPLETON 1,0309,ACADEMY HIGH SCHOOL,ALL GRADE LEVELS,3,3,3,4,4,10,163,193,14,37,1,0,6,7,448
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,004 (PK),0,0,0,1,1,0,23,21,7,8,0,0,0,0,61
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,007 (Full Day K),0,0,0,0,0,0,20,16,1,6,0,0,0,0,43
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,010 (1st),0,0,2,1,0,0,20,12,4,4,0,0,0,0,43
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,020 (2nd),0,0,1,1,2,0,21,12,3,2,0,0,0,0,42
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,030 (3rd),0,0,0,0,2,0,21,18,1,5,0,0,0,0,47
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,040 (4th),0,0,1,0,1,0,23,18,3,3,0,0,0,1,50
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,050 (5th),0,0,1,0,0,0,20,13,3,1,0,0,0,1,39
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,060 (6th),0,0,1,0,2,0,21,22,4,1,0,0,0,1,52
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,070 (7th),0,0,1,0,0,0,20,27,0,2,0,0,0,0,50
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,080 (8th),0,0,0,0,0,0,27,21,4,1,0,0,1,2,56
0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,ALL GRADE LEVELS,0,0,7,3,8,0,216,180,30,33,0,0,1,5,483
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,004 (PK),0,0,3,1,1,0,18,26,7,1,0,0,0,0,57
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,007 (Full Day K),0,0,1,0,1,0,11,21,4,8,0,0,1,1,48
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,010 (1st),1,0,2,1,0,0,17,20,7,4,0,0,0,0,52
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,020 (2nd),0,1,0,0,0,1,18,18,1,8,0,0,1,0,48
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,030 (3rd),0,0,1,0,0,1,16,22,6,3,0,0,0,1,50
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,040 (4th),0,0,1,1,2,0,26,16,1,5,0,0,3,0,55
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,050 (5th),0,0,0,1,0,0,21,18,1,4,0,0,0,0,45
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,060 (6th),1,0,0,0,0,1,24,23,2,5,0,0,0,0,56
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,070 (7th),0,0,0,0,0,0,20,14,4,6,0,0,2,0,46
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,080 (8th),1,2,2,0,0,0,18,16,3,4,0,0,0,0,46
0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,ALL GRADE LEVELS,3,3,10,4,4,3,189,194,36,48,0,0,7,2,503
0010,MAPLETON 1,0503,YORK INTERNATIONAL,007 (Full Day K),0,0,0,2,1,0,28,22,2,2,0,0,0,1,58
0010,MAPLETON 1,0503,YORK INTERNATIONAL,010 (1st),0,0,0,0,0,0,19,22,2,2,0,0,3,0,48
0010,MAPLETON 1,0503,YORK INTERNATIONAL,020 (2nd),0,0,1,0,0,0,24,20,3,3,0,0,2,0,53
0010,MAPLETON 1,0503,YORK INTERNATIONAL,030 (3rd),0,0,1,0,0,1,24,27,4,2,0,0,2,0,61
0010,MAPLETON 1,0503,YORK INTERNATIONAL,040 (4th),0,0,1,1,0,1,25,28,2,3,0,0,0,0,61
0010,MAPLETON 1,0503,YORK INTERNATIONAL,050 (5th),0,0,1,1,0,0,24,22,2,2,0,0,0,2,54
0010,MAPLETON 1,0503,YORK INTERNATIONAL,060 (6th),0,0,1,2,0,0,17,23,5,7,0,0,1,0,56
0010,MAPLETON 1,0503,YORK INTERNATIONAL,070 (7th),0,1,3,1,0,0,23,25,4,4,0,0,2,0,63
0010,MAPLETON 1,0503,YORK INTERNATIONAL,080 (8th),0,0,0,2,0,0,29,17,5,6,0,0,0,1,60
0010,MAPLETON 1,0503,YORK INTERNATIONAL,090 (9th),0,0,0,2,1,1,27,32,2,1,0,0,4,1,71
0010,MAPLETON 1,0503,YORK INTERNATIONAL,100 (10th),0,0,0,2,0,1,38,39,2,1,0,0,1,2,86
0010,MAPLETON 1,0503,YORK INTERNATIONAL,110 (11th),0,0,3,0,0,0,25,22,6,2,0,0,0,0,58
0010,MAPLETON 1,0503,YORK INTERNATIONAL,120 (12th),0,0,0,0,0,0,25,13,5,4,0,0,1,1,49
0010,MAPLETON 1,0503,YORK INTERNATIONAL,ALL GRADE LEVELS,0,1,11,13,2,4,328,312,44,39,0,0,16,8,778
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,004 (PK),0,0,2,1,0,1,20,21,4,3,0,0,0,0,52
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,007 (Full Day K),0,0,1,0,0,0,11,16,5,3,0,0,0,0,36
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,010 (1st),0,0,0,1,0,0,9,13,4,3,0,0,0,0,30
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,020 (2nd),0,0,1,0,0,0,10,11,1,5,0,0,0,0,28
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,030 (3rd),0,0,0,0,0,0,14,8,2,2,0,0,1,0,27
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,040 (4th),1,0,0,0,0,1,13,8,2,2,0,0,0,0,27
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,050 (5th),0,0,0,0,2,0,13,8,2,1,0,0,1,0,27
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,060 (6th),0,0,0,0,0,1,11,9,3,2,0,0,0,0,26
0010,MAPLETON 1,0504,WELBY COMMUNITY SCHOOL,ALL GRADE LEVELS,1,0,4,2,2,3,101,94,23,21,0,0,2,0,253
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,004 (PK),0,0,1,1,1,1,20,23,15,19,0,0,0,0,81
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,007 (Full Day K),0,0,0,0,1,0,20,16,0,5,0,0,0,0,42
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,010 (1st),0,0,0,2,0,0,20,15,3,9,0,0,0,0,49
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,020 (2nd),0,0,1,1,0,0,22,23,2,2,0,0,1,0,52
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,030 (3rd),0,0,0,1,1,0,22,19,6,6,0,0,0,1,56
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,040 (4th),0,0,0,2,0,2,27,19,1,2,0,0,0,0,53
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,050 (5th),0,0,0,2,1,0,23,22,4,3,0,0,4,0,59
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,060 (6th),0,0,3,0,2,2,21,20,5,4,0,0,0,1,58
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,070 (7th),0,0,1,4,1,0,27,18,0,3,0,0,0,1,55
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,080 (8th),0,0,0,1,0,0,19,20,3,5,0,0,0,1,49
0010,MAPLETON 1,0505,ACHIEVE ACADEMY,ALL GRADE LEVELS,0,0,6,14,7,5,221,195,39,58,0,0,5,4,554
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,004 (PK),0,0,0,0,2,1,28,19,4,7,0,0,0,0,61
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,007 (Full Day K),0,0,0,1,0,0,15,23,5,7,0,0,0,3,54
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,010 (1st),1,0,1,0,0,0,12,23,7,7,0,1,2,1,55
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,020 (2nd),0,1,0,0,1,0,10,17,6,8,0,0,0,1,44
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,030 (3rd),0,0,0,0,0,0,19,17,5,6,1,0,1,0,49
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,040 (4th),0,1,0,2,0,1,17,17,8,11,0,1,1,1,60
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,050 (5th),0,2,1,0,0,1,9,20,6,6,0,0,1,2,48
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,060 (6th),0,1,1,0,0,1,10,20,6,9,1,0,1,1,51
0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,ALL GRADE LEVELS,1,5,3,3,3,4,120,156,47,61,2,2,6,9,422
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,004 (PK),0,0,0,0,1,0,26,34,5,5,0,0,0,0,71
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,007 (Full Day K),0,0,0,0,0,1,16,13,4,2,0,0,0,0,36
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,010 (1st),0,0,0,0,0,0,19,26,4,3,0,0,0,1,53
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,020 (2nd),0,1,1,0,1,0,12,24,4,1,0,0,1,1,46
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,030 (3rd),0,0,0,0,0,0,19,16,3,1,0,0,0,1,40
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,040 (4th),0,0,1,0,0,0,19,22,1,2,0,0,0,0,45
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,050 (5th),0,1,0,0,0,0,17,13,4,2,0,0,1,1,39
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,060 (6th),0,0,0,0,1,0,17,23,3,0,0,0,0,0,44
0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,ALL GRADE LEVELS,0,2,2,0,3,1,145,171,28,16,0,0,2,4,374
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,007 (Full Day K),0,0,1,0,0,0,22,21,2,4,0,0,1,0,51
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,010 (1st),0,0,0,2,0,0,23,17,4,4,0,0,0,0,50
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,020 (2nd),0,0,0,2,0,0,22,15,2,2,0,0,1,1,45
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,030 (3rd),0,0,1,1,1,3,20,16,3,3,0,0,0,0,48
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,040 (4th),0,0,0,1,1,2,18,25,5,5,1,0,1,0,59
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,050 (5th),0,0,1,0,0,0,17,23,5,7,0,0,0,1,54
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,060 (6th),0,0,1,5,0,0,24,21,2,2,0,0,1,0,56
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,070 (7th),0,0,2,1,0,0,16,21,1,2,0,0,0,1,44
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,080 (8th),0,0,0,1,0,0,19,18,8,5,0,0,0,1,52
0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,ALL GRADE LEVELS,0,0,6,13,2,5,181,177,32,34,1,0,4,4,459
0010,MAPLETON 1,0695,BIG PICTURE COLLEGE AND CAREER ACADEMY,090 (9th),1,0,0,0,0,0,23,26,4,1,0,0,0,3,58
0010,MAPLETON 1,0695,BIG PICTURE COLLEGE AND CAREER ACADEMY,100 (10th),0,0,0,1,0,0,25,21,6,7,0,0,1,3,64
0010,MAPLETON 1,0695,BIG PICTURE COLLEGE AND CAREER ACADEMY,110 (11th),0,0,0,0,0,0,7,12,6,5,0,0,0,2,32
0010,MAPLETON 1,0695,BIG PICTURE COLLEGE AND CAREER ACADEMY,ALL GRADE LEVELS,1,0,0,1,0,0,55,59,16,13,0,0,1,8,154
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,007 (Full Day K),0,0,0,0,1,1,7,12,13,24,0,0,1,2,61
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,010 (1st),0,0,0,0,1,3,4,7,21,28,0,2,4,5,75
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,020 (2nd),1,1,0,0,0,2,4,7,23,17,0,0,3,2,60
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,030 (3rd),0,0,1,1,0,3,10,16,28,32,0,0,6,5,102
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,040 (4th),0,0,1,0,1,3,8,9,28,41,0,0,3,4,98
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,050 (5th),0,0,3,0,2,1,15,15,36,38,0,1,0,5,116
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,060 (6th),1,1,1,0,2,6,27,10,61,42,0,0,6,4,161
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,070 (7th),1,0,4,1,4,5,24,21,66,64,0,2,10,4,206
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,080 (8th),0,2,3,0,5,7,35,28,97,101,1,0,9,12,300
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,090 (9th),2,0,4,1,6,5,46,39,105,123,2,0,14,10,357
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,100 (10th),1,1,0,1,7,3,36,19,108,104,1,1,13,8,303
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,110 (11th),0,1,1,4,4,7,28,22,93,68,1,0,12,8,249
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,120 (12th),3,0,5,1,4,1,42,13,110,74,1,1,10,4,269
0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,ALL GRADE LEVELS,9,6,23,9,37,47,286,218,789,756,6,7,91,73,2357
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,040 (4th),0,0,0,0,2,2,25,26,1,1,0,0,0,0,57
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,050 (5th),0,0,1,0,1,0,23,23,2,2,0,0,0,0,52
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,060 (6th),0,0,0,0,1,0,13,14,0,1,0,0,0,0,29
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,070 (7th),0,1,0,0,0,1,25,24,3,1,0,0,0,0,55
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,080 (8th),0,0,0,0,1,0,28,25,1,1,0,0,0,0,56
0010,MAPLETON 1,3590,GLOBAL INTERMEDIATE ACADEMY,ALL GRADE LEVELS,0,1,1,0,5,3,114,112,7,6,0,0,0,0,249
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,004 (PK),0,0,3,1,0,0,24,28,4,1,0,0,0,0,61
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,007 (Full Day K),0,0,0,0,2,0,22,18,0,0,0,0,0,0,42
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,010 (1st),0,0,0,0,0,0,18,22,0,2,0,0,0,1,43
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,020 (2nd),0,0,0,0,0,0,21,20,2,0,0,0,0,0,43
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,030 (3rd),1,0,0,0,1,0,20,34,0,1,0,0,0,0,57
0010,MAPLETON 1,3623,GLOBAL PRIMARY ACADEMY,ALL GRADE LEVELS,1,0,3,1,3,0,105,122,6,4,0,0,0,1,246
0010,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,120 (12th),0,0,0,0,1,0,13,32,5,5,0,0,0,1,57
0010,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,ALL GRADE LEVELS,0,0,0,0,1,0,13,32,5,5,0,0,0,1,57
0010,MAPLETON 1,9036,VALLEY VIEW K-8,007 (Full Day K),0,0,0,0,0,0,14,8,1,6,0,0,0,0,29
0010,MAPLETON 1,9036,VALLEY VIEW K-8,010 (1st),0,0,1,0,1,0,23,11,4,3,0,0,1,0,44
0010,MAPLETON 1,9036,VALLEY VIEW K-8,020 (2nd),0,0,0,0,0,0,15,24,3,2,0,0,0,0,44
0010,MAPLETON 1,9036,VALLEY VIEW K-8,030 (3rd),0,0,0,0,0,0,25,18,4,5,0,0,0,0,52
0010,MAPLETON 1,9036,VALLEY VIEW K-8,040 (4th),0,0,0,0,0,0,16,23,4,3,0,0,0,1,47
0010,MAPLETON 1,9036,VALLEY VIEW K-8,050 (5th),0,0,0,0,0,0,18,19,5,5,0,0,3,0,50
0010,MAPLETON 1,9036,VALLEY VIEW K-8,060 (6th),0,0,0,0,0,0,18,19,3,7,0,0,1,0,48
0010,MAPLETON 1,9036,VALLEY VIEW K-8,070 (7th),0,0,0,0,0,0,23,28,3,3,0,0,1,0,58
0010,MAPLETON 1,9036,VALLEY VIEW K-8,080 (8th),0,0,0,0,0,0,30,20,2,2,0,0,0,2,56
0010,MAPLETON 1,9036,VALLEY VIEW K-8,ALL GRADE LEVELS,0,0,1,0,1,0,182,170,29,36,0,0,6,3,428
0010,MAPLETON 1 TOTAL,,,,27,29,87,76,98,91,2865,2822,1260,1263,10,11,157,142,8938
0020,ADAMS 12 FIVE STAR SCHOOLS,0000,Not a school,100 (10th),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0020,ADAMS 12 FIVE STAR SCHOOLS,0000,Not a school,110 (11th),0,0,1,1,0,0,5,0,3,1,0,0,0,0,11
0020,ADAMS 12 FIVE STAR SCHOOLS,0000,Not a school,120 (12th),0,0,0,0,2,0,9,9,9,8,0,0,0,1,38
0020,ADAMS 12 FIVE STAR SCHOOLS,0000,Not a school,ALL GRADE LEVELS,0,0,1,1,2,0,14,9,13,9,0,0,0,1,50
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,2,3,0,0,10,13,13,12,0,0,2,0,55
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,007 (Full Day K),0,0,0,0,0,0,4,3,8,6,0,0,1,1,23
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,010 (1st),0,0,2,0,0,1,17,17,16,19,0,0,1,2,75
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,020 (2nd),0,0,0,2,0,0,8,16,18,20,0,0,4,0,68
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,030 (3rd),0,1,3,4,0,1,11,19,15,16,1,0,2,4,77
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,040 (4th),0,1,3,0,2,0,13,18,22,19,0,0,2,2,82
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,050 (5th),0,0,0,2,0,1,9,14,23,37,0,0,2,3,91
0020,ADAMS 12 FIVE STAR SCHOOLS,0014,GLACIER PEAK ELEMENTARY SCHOOL,ALL GRADE LEVELS,0,2,10,11,2,3,72,100,115,129,1,0,14,12,471
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,060 (6th),1,1,12,8,1,4,34,40,152,155,0,0,9,7,424
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,070 (7th),0,1,9,12,3,5,44,40,161,153,0,0,11,4,443
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,080 (8th),1,0,16,8,4,3,42,52,154,186,0,0,3,14,483
0020,ADAMS 12 FIVE STAR SCHOOLS,0057,ROCKY TOP MIDDLE SCHOOL,ALL GRADE LEVELS,2,2,37,28,8,12,120,132,467,494,0,0,23,25,1350
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,006 (1/2 Day K),0,0,0,0,0,0,2,1,7,8,0,0,0,0,18
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,007 (Full Day K),0,0,1,3,0,0,5,2,32,40,0,0,1,3,87
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,010 (1st),0,0,3,4,0,0,9,8,48,52,0,0,3,3,130
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,020 (2nd),0,0,1,2,4,1,4,9,51,49,0,0,2,2,125
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,030 (3rd),0,1,4,4,1,1,4,13,38,60,0,0,5,2,133
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,040 (4th),0,0,7,3,2,0,5,10,59,51,1,0,3,5,146
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,050 (5th),0,1,5,10,2,1,5,11,59,43,0,1,3,3,144
0020,ADAMS 12 FIVE STAR SCHOOLS,0059,MERIDIAN ELEMENTARY SCHOOL,ALL GRADE LEVELS,0,2,21,26,9,3,34,54,294,303,1,1,17,18,783
0020,ADAMS 12 FIVE STAR SCHOOLS,0070,ADAMS12 FIVE STAR PRESCHOOL,004 (PK),3,0,3,9,3,5,83,85,31,36,0,0,3,8,269
0020,ADAMS 12 FIVE STAR SCHOOLS,0070,ADAMS12 FIVE STAR PRESCHOOL,ALL GRADE LEVELS,3,0,3,9,3,5,83,85,31,36,0,0,3,8,269
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,060 (6th),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,070 (7th),0,0,0,0,0,0,3,5,2,6,0,0,0,0,16
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,080 (8th),0,0,0,0,0,1,4,12,4,8,0,0,1,0,30
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,090 (9th),0,0,0,0,1,0,1,1,2,1,0,0,0,0,6
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,100 (10th),0,1,0,0,1,0,13,19,6,8,0,0,0,0,48
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,110 (11th),0,1,0,0,0,0,33,49,16,18,0,0,3,1,121
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,120 (12th),1,0,2,5,1,1,28,29,19,34,0,0,1,0,121
0020,ADAMS 12 FIVE STAR SCHOOLS,0210,VANTAGE POINT,ALL GRADE LEVELS,1,2,2,5,3,2,82,115,49,76,0,0,5,1,343
