,drop_ed_hybrid
1019,0.00023449826022788474
1020,-0.003965996364769222
1021,-0.0009232897524004507
1022,0.0032228551056721158
1023,-0.0048135778919355205
1024,-0.005390222959711119
1025,0.0023710047936806914
1026,0.0005184671180597379
1027,-0.009983949475401403
1028,0.00036708173853002067
1029,-1.0994481705334618e-07
1030,-0.00010194256820213096
1031,0.0003045725985728977
1032,0.0004936182737859937
1033,0.001408184323117507
1034,0.0009460614361112301
1035,0.007838500118797142
1036,0.0034765617341880567
1037,-0.00035622329017650416
1038,-0.0017630755092651036
1039,0.004287840012829256
1040,-0.003723004162983288
1041,-0.0026216467898029726
1042,0.0033621724200601616
1043,-0.014292831201984314
1044,0.0003460774454982338
1045,-5.270346986230394e-05
1046,-7.785537349842016e-05
1047,0.00034117689037716956
1048,-4.074243006565462e-05
1049,3.668954321583337e-05
1050,-2.4201907552974555e-05
1051,0.0002404765393344267
1052,-2.3549833477454654e-05
1053,-6.212791368503666e-06
1054,-2.36737636317683e-05
1055,-0.0002141731843298369
1056,-8.85605381340249e-05
1057,-0.0015499066398378732
1058,6.936194195938711e-05
1059,-0.004685526280224535
1060,3.356270455632037e-05
1061,-0.00025009378622839283
1062,-0.0009102927748394326
1063,-0.0022266294529770226
1064,0.003166915007296259
1065,-0.00162713564735126
1066,0.0011404356447308958
1067,0.0076774775793157675
1068,-0.0003789032882144314
1069,-9.02843589597254e-05
1070,-0.0005196343665823638
1071,-0.0024876135620373937
1072,0.00021865201037559348
1073,-2.4697571296189833e-05
1074,0.00021881777605358587
1075,0.0010826382126342222
1076,0.0006599279231010549
1077,-0.0005370866516841596
1078,0.00021999127393235244
1079,0.0009892152253985634
1080,-6.771153443624358e-05
1081,1.7057338945745263e-05
1082,0.0003330059316240919
1083,0.0006541717533336015
1084,-0.005370171685459856
1085,0.0017398128399844749
1086,-0.00035461491035188974
1087,-0.008296078859886343
1088,0.0009669859620499673
1089,-0.0009051795905712364
1090,0.003307072150670792
1091,0.009770886207008863
1092,-0.00017594019592682858
1093,-0.0002832992620932089
1094,0.002247035735964085
1095,0.005247168688173394
1096,-0.002553020429761828
1097,-0.0033444109599806617
1098,0.008310586847704231
1099,0.008704523069724844
1100,-0.003203461492555023
1101,0.0018181062712688083
1102,0.006927618886111027
1103,0.016391123025781513
1104,-0.005553723498108623
1105,0.003007149198266469
1106,0.005832613351029459
1107,0.011405290580290054
1108,-0.0020200944602983624
1109,-0.0004309982512626469
1110,0.0019998511316335534
1111,-0.001944196573306906
1112,-9.990994578592809e-05
1113,-2.6174050225971427e-05
1114,-0.0001482770886000318
