,drop_his_virtual
649,0.001092795380044595
650,-6.172960615354033e-05
651,0.0021476062833835296
652,-4.041529940857113e-05
653,-1.774443911285044e-05
654,-5.289498919610157e-05
655,-2.5084488548251556e-05
656,-0.0015938105810360025
657,0.0008630028052710012
658,0.0010047764213347442
659,0.0013750721225261754
660,-0.002517831368193547
661,-0.0008590902747722592
662,-0.000775657746933401
663,-0.012959638218697599
664,-0.004828782313137742
665,-0.0001707009469133617
666,0.004318072769945059
667,0.0050825503101651
668,-3.669412774062083e-06
669,2.790308743166747e-05
670,5.899376032681447e-06
671,3.771675236679456e-05
672,0.0002584315331106266
673,0.0007811603727125285
674,-0.0003988793069625425
675,0.002057615424189969
676,0.0019995332520774452
677,-0.004772230340078097
678,-0.008929482796636906
679,-0.03800221288716621
680,1.5403990512582862e-05
681,0.00012041360909180319
682,-3.374733718807044e-05
683,9.272823068935774e-05
684,-0.0012047820798462548
685,0.00033513574162408297
686,0.0005832838314637413
687,-0.0006734122413340408
688,-0.00020844908269342932
689,-0.0002261983430808192
690,-3.089742567373483e-06
691,-0.0014462380615897488
692,-0.0007403974329174296
693,-0.00020548531999360655
694,0.0014294686383832566
695,0.0011247555206425285
696,1.6255918548513963e-07
697,2.6676658408580972e-05
698,4.2797494039435545e-05
699,0.0006164619966923822
700,0.000787023070958619
701,-0.0012578801874126079
702,-0.00010350956890572048
703,-0.001987224119866512
704,-0.0002343628444133128
705,0.00033188831340370524
706,0.00024707003811597425
707,0.001565987810419801
708,3.297806346654517e-05
709,-4.641421764105896e-06
710,0.0001307268042217321
711,-0.00021206989621489974
712,-0.0006460486710239305
713,0.0014633262056608003
714,0.00018086571670324222
715,0.0032168652967325597
716,-0.005169766983412073
717,-0.005416173281209596
718,-0.0037711479665092935
719,-0.04401459193484717
720,0.000210376306543075
721,0.00012993153897616653
722,-6.766208809449278e-05
723,0.00048327506315389777
724,0.004063825937084691
725,-0.0011831559424115572
726,0.0032031541951872875
727,0.01784608103400815
728,-0.0015721839210152326
729,-0.00013336777413548105
730,0.001023966982016778
731,-0.0021504096461108183
732,0.002517728154533146
733,0.0008078103785738155
734,9.492711291696893e-05
735,-0.002788417083802355
736,0.001383630359908445
737,-0.0017939846579850724
738,0.0007154763601750689
739,0.0010856930382776206
740,-1.1980903203124913e-05
741,-0.0002462387224178221
742,0.00021484625653554499
743,-0.00017077413068671452
744,0.0007705481422617561
745,-0.0002986161101387984
746,-0.0018249220788858853
747,-0.0021782767749564404
748,0.007098941165059717
749,-0.002349560285538824
750,-0.009502417715594331
751,-0.012702895670632505
752,-0.0017493163307636254
753,-0.0028675328991414604
754,0.004063057964436505
755,-0.004341111490629726
756,0.0007411785093438086
757,0.00398028481106045
758,-0.01129113529779827
759,-0.014184634107022828
760,0.0011421822998787595
761,-0.0004845430429920937
762,0.0010948112074637437
763,0.00549299193065692
764,-0.00010061147978625032
765,5.301210635299544e-07
766,1.701916558301983e-05
767,-0.0001522833774248652
768,-0.0008134125822357489
769,0.00031565972906741455
770,0.0011804466082482076
771,0.003527875937761685
772,-0.00023112731618800508
773,0.0006015750591190403
774,0.0003737148745913599
775,0.0021420045842074657
776,0.0001640333891098739
777,0.00025446818720160246
778,-7.754754125661102e-06
779,0.0009152175037520552
780,1.736133244573333e-05
781,-0.0006884916188397188
782,-0.00028350210983847597
783,-0.0024379870294224874
784,-1.2042293173426387e-05
785,0.0002431247958689138
786,0.0012439165037587008
787,0.004553628953883063
788,3.0608702555088144e-05
789,1.1181821653058477e-06
790,8.588429370633073e-06
791,1.543820897352988e-05
792,-0.0003213235874616734
793,-6.0106474020533705e-05
794,0.0003720591119654016
795,0.0001134529185849862
796,-6.795470692484518e-05
797,0.00011157062826193997
798,9.006984881595856e-05
799,0.0003521479457624935
800,0.00018428339969774215
801,0.0005013481247357213
802,0.00015650012277962467
803,0.0023455649361241193
804,-0.00040010369174811096
805,2.202261477682206e-05
806,0.00019277035790214318
807,-0.0009170065005506704
808,-1.620445779210011e-05
809,0.00034533227610522566
810,6.262784661059974e-05
811,0.0011289026076031087
812,0.00020130134966992255
813,-0.0009965764024532395
814,0.0008951173073940809
815,0.0003256073850153924
816,0.00019931455257613616
817,0.00024297855157859324
818,8.399045480530831e-05
819,0.00158959576948193
820,-0.0030395920984406448
821,0.006365941204851065
822,-0.0052571223060836605
823,-0.0032026372716967896
824,0.0004740805331595151
825,0.0008123137578886598
826,-0.0022069795576261683
827,-6.556198845518277e-05
828,0.0018327341308847483
829,0.0021518219602019656
830,-0.0005363152778767918
831,0.010026254833667751
832,-0.0006096298965310587
833,0.00048055117992746254
834,-0.0006958903946271893
835,-0.0022089623314915795
836,-0.006089266883238698
837,0.007036117356591852
838,-0.002993973137398405
839,-0.0033632918753881973
840,-0.001185169591175734
841,-0.0006283954239505209
842,0.00023286575987286723
843,0.0011221162009533209
844,-0.0013773689230002445
845,-0.0035586618608636597
846,-0.010387470626703943
847,-0.04768247149495144
848,-0.005642920282046733
849,0.0033531468109827167
850,0.003412572251503577
851,0.010290273367878189
852,0.008497773886342413
853,0.008076210269245565
854,-0.0055263660997357045
855,0.030836464196494398
856,0.003143401480074119
857,0.007111861434091445
858,-0.004313037954458958
859,0.0167067740574374
860,0.010301351941922086
861,0.0013419189059500488
862,-0.003984930926405104
863,0.015012298201469923
864,0.0047336007131283594
865,0.011811945903318504
866,-0.0008081006913861871
867,0.05190239656538752
868,0.0007497976294704185
869,0.0017702326536079883
870,-0.0028276239884850564
871,-0.004983394984616066
872,-0.0028172599040683054
873,0.0035756685142484122
874,-0.0020814243063807364
875,-0.004220379644889811
876,-0.010071833210141896
877,-0.0026975790918426497
878,0.004827938571926938
879,-0.025137554791205982
880,-0.004480275090000571
881,0.021172157976570863
882,-0.005867295235710067
883,0.035355032321574935
884,0.0002862186516873652
885,0.0002309222077386138
886,-0.00031122058006441416
887,-0.0003878696884032003
888,-0.00016588637240402758
889,-0.0015864155377415504
890,0.0011708630231763192
891,-0.0024488854296081763
892,-0.00304037970456594
893,-0.002407233351164903
894,0.000517303974436568
895,-0.014826812447638366
896,0.000771261228024468
897,0.00013418365752155482
898,-0.0007397274495615534
899,0.0018899237090438498
900,-0.0011650572355433315
901,0.0016073195963089582
902,-0.0031587742096629698
903,-0.008397682497904083
904,-0.004732774632831504
905,0.00136687728569958
906,-0.003780188731667941
907,-0.02028837206638177
908,-0.0035287061097543813
909,-0.0006948817263916251
910,-0.0036662749650154883
911,-0.030146588945074448
912,0.0003037655272647066
913,-0.0008164976098160883
914,-0.0010228968497824644
915,-0.0051877318070189
916,8.45555113543748e-06
917,-2.5748297655289574e-05
918,-1.9996899160732334e-05
919,-0.0003539171091180797
920,-0.0006616095588278105
921,-0.0002927211738569792
922,-4.034965424873725e-05
923,-0.0028961273785307767
924,-0.0024319619950687456
925,-0.0004450707321597997
926,0.0011982745624565959
927,-0.010534855489090823
928,0.014531383185661481
929,-0.00032750784322825273
930,-0.021540817205233046
931,-0.022251493700673357
932,0.00022264865996174548
