,hispanic_elapass_hybridper_inf
362,1.0942957172342449e-05
363,0.0003781628291138674
364,-5.5871985312409355e-05
365,0.0006687189663792773
366,0.0002787119521011016
367,0.0010103440942172146
368,0.004473553025444355
369,0.003210215863643339
370,-0.00602189308118568
371,0.00331489126304727
372,-0.00036911222876984844
373,0.00015401795011393195
374,-7.804156843185637e-05
375,-0.0005234266135303864
376,0.007047895617569169
377,0.0011691892540192752
378,-0.005876558889970726
379,0.0012998448007069086
380,0.003837993935733448
381,-0.0005905417078906514
382,-0.0011333588586250405
383,-0.001482632345622827
384,0.0009302193716306193
385,1.4084850136768985e-05
386,-0.000509637480380775
387,0.0010945072951228695
388,7.310502859488807e-05
389,0.00015090056943215858
390,-3.857332302196144e-06
391,0.00028538022289022766
392,3.149155556563987e-05
393,0.0003166281059821102
394,-0.00013525024208099518
395,1.0105852064490881e-05
396,0.0001210495897083285
397,-0.00018546117762950794
398,4.544214776912683e-05
399,4.179495308913308e-05
400,-5.166710502884619e-05
401,9.587574987289955e-05
402,-6.289510519369762e-05
403,0.0002181950146589404
404,-0.000752570516959688
405,-0.00011461551155875425
406,1.9453678414760826e-05
407,-0.0011298721594042223
408,1.2084338638858068e-05
409,-1.5800885017278255e-05
410,-0.00011440466986558455
411,-7.44007625493827e-05
412,-5.683976066914358e-05
413,-6.341790024881293e-06
414,1.9746176171548507e-05
415,-4.4468906171500475e-05
416,0.001238862038856853
417,-0.00033261801266837104
418,4.729089725319362e-09
419,0.00037286927094351677
420,1.903737860187022e-05
421,0.0002018983770608852
422,0.0001235822186241316
423,0.001365569970598114
424,8.119025106701282e-05
425,-0.0003268581423933788
426,-6.978437476400209e-05
427,-0.0007549348293050273
428,-0.0005087938791972286
429,3.57345896931257e-05
430,9.06536085080071e-05
431,-7.761039714497931e-06
432,0.0005448864702835406
433,0.00015768679903254047
434,-0.00013725677788905714
435,0.0010354080320349843
436,4.320646416708291e-05
437,0.0002391158516018375
438,-0.0001236062227380867
439,0.0006258793429279412
440,-0.00013462114431810637
441,1.3545074868319594e-05
442,1.888269401943232e-05
443,-0.00014628122894959957
444,3.1738638562459664e-05
445,2.9520906811967e-06
446,7.493984391125274e-05
447,-0.00014709666287727246
448,0.00025844375823642137
449,3.458108251609253e-05
450,-1.6857329940606393e-05
451,2.116630440861511e-05
452,-0.0009347251700089002
453,0.0002860351565837435
454,-0.0005061261536141434
455,-0.0003565467264483484
456,-0.0001409015964181288
457,0.00015466477722345185
458,-6.750453384446093e-05
459,-0.000999123094948473
460,0.0001343577815486843
461,-7.502726311900495e-06
462,0.00019863432464687934
463,0.00024304590693462698
464,0.00033572044880281036
465,-0.00029050598856848655
466,0.00017655369149869674
467,0.0007530517481479298
468,-0.00011927984167162775
469,-0.00017249631169925846
470,0.0002477416180604292
471,-0.0007169541075871634
472,0.0001407718371057245
473,-0.000903251357200928
474,-0.00047574461065369266
475,0.0008215875810822534
476,1.6260005668634914e-05
477,-4.2800376863752475e-05
478,-0.0008748646534251242
479,-0.0006612656306950555
480,-0.006197716358036807
481,0.0010564729433126159
482,-0.0007414000639377319
483,-0.0031708309903451166
484,-0.0005618070570158211
485,0.00012402513452284959
486,7.02552456945922e-05
487,-0.0011422731515039908
488,1.934847618389362e-05
489,-1.8580358984108226e-05
490,0.00023214250007246734
491,0.0006127714081505962
492,0.0006421045721226687
493,-6.092991871301123e-05
494,8.49750511888247e-05
495,0.0004203374890898647
496,0.0003152170573834512
497,-0.00031228085081173824
498,1.4421884340182048e-05
499,-0.0010922151959282872
500,0.0013289927309802566
501,2.957988104843876e-05
502,0.0009162865058352713
503,0.00011482828619302111
504,0.0003893412238214496
505,-1.2629464990880643e-06
506,3.928782110939066e-05
507,0.0007994947013033254
508,0.00043625155420458145
509,4.118074847490167e-06
510,-0.00010948095107020031
511,-0.00018019741456312086
512,0.0004018593483596368
513,0.0007513372187016645
514,-0.0007179297705727775
515,0.0008852608430985456
516,0.001138348622672495
517,0.0001683205177813878
518,1.3141526530762318e-05
519,0.003793727870319517
520,0.0016551322124188526
521,2.2848182293730836e-05
522,-0.00014363258969052247
523,0.001428564655843753
524,9.368503978677005e-05
525,3.673658965808445e-05
526,-0.00030313651266975904
527,0.000200580139677106
528,-0.0023137832660929413
529,-0.0009463229432100546
530,-0.0006509989362677411
531,-0.013144379578125734
532,-4.0271183290314175e-05
533,-0.0001321478100170223
534,-0.00011334403289071743
535,-0.0024297389338517983
536,0.0002997564126921126
537,-0.0009103019225033647
538,0.00014043164272453107
539,0.001033688331427387
540,3.5099200393647997e-06
541,-0.000281939107903973
542,0.00022749766905125597
543,-0.0010651968354392497
544,0.0004242180312008651
545,-4.942193398826448e-06
546,-3.8742925046082055e-05
547,0.0006323343974864236
548,0.00014001787454884148
549,-1.4851139087018154e-05
550,-4.42506052392571e-05
551,0.00015569174116943308
552,0.001240304881411907
553,0.0005327849784374018
554,8.206323068528005e-05
555,0.0012687463615063937
556,-0.0008456915649207802
557,0.0003492668475059326
558,-9.08331490063277e-05
559,0.00032973045734265645
560,-0.0001495892196528009
561,-6.842941186625848e-05
562,-8.162651392108972e-05
563,-0.00012548342696721174
564,0.00025929022437471083
565,8.142839050099071e-05
566,0.00021591950995838375
567,4.681143522686688e-05
568,1.7138765217925372e-05
569,9.239553416307171e-05
570,0.00017549884628462607
571,-7.07612893752434e-05
572,-3.4487676685638225e-05
573,-5.581685769710226e-05
574,-0.0001707850194020812
575,-0.00020458516339853078
576,-2.3391632456892217e-05
577,-0.0002574320003216135
578,-9.193355822409502e-05
579,-0.00030884429927225743
580,0.0005011855086431478
581,-0.00017427415132894615
582,1.1093918044673348e-05
583,0.0004996542684926294
584,-0.00028450969320582186
585,-4.561471234222161e-05
586,-2.583829552502026e-06
587,-0.00010005070142442194
588,-0.002041020501503289
589,0.0013036935338824242
590,0.0003748557622549964
591,0.001014880132158414
592,-0.0026823701008410494
593,-0.0005888907831052751
594,0.0004879576359496474
595,-0.003281002866905748
596,0.000911299564136384
597,-0.00013057731572788852
598,-0.0006612820498441055
599,0.0009386413743619863
600,-0.006493823088186577
601,-0.004516544084539567
602,0.0015084005353150824
603,-0.011146681490895975
604,0.0006066275611441483
605,-0.00011444769546363568
606,-0.0010330389970025955
607,-4.50305928363046e-05
608,0.0019638647007170513
609,-0.0017439991296774465
610,0.00034403984361528844
611,0.0036013546754365246
612,0.0017649665029918708
613,-0.0004236780752444823
614,0.00019309517406367383
615,-0.002297441465922832
616,-0.003142430554891354
617,-0.0034308944222675012
618,0.006103548685775937
619,-0.0002507921774415251
620,-0.00012201779946614808
621,0.000828663361143476
622,0.0002705557573905687
623,0.0022603863219522926
624,-5.857968499099971e-05
625,0.0008057641556956064
626,-2.515458007918506e-05
627,-0.000731730223206711
628,-5.7446234052056055e-05
629,-0.0015406481568936445
630,-2.6741007680753484e-06
631,-0.002418089563411208
632,-0.0009355693395481494
633,-5.846417588646282e-05
634,-5.91690572397462e-05
635,1.5762153219555498e-05
636,-0.0006570132868686024
637,0.0002479250883117167
638,0.0006249207330790028
639,0.0007291213399103456
640,2.427006959749002e-05
641,0.0004983801102123375
642,-3.144893109090095e-05
643,0.00037456280709201073
644,0.0002209675496687737
645,-5.9786282873674705e-06
646,-9.633104470575583e-05
647,9.592589931503882e-05
648,0.00012408635465305595
649,7.212357506184892e-05
650,-0.00010911509216235296
651,0.00011640708211462974
652,3.182100243195853e-05
653,0.00019643465662081243
654,7.068055203629113e-05
655,0.0008153963381376238
656,-0.0004035643026733038
657,9.702532777960577e-05
658,-0.0005282283054818427
659,2.8001450223947115e-05
660,0.0011389963760900527
661,0.00019115831824478892
662,3.497315212886791e-06
663,0.002328534506213711
664,9.79204874543949e-05
665,0.00047275875156163296
666,-9.541832486329624e-05
667,-0.0012797169089633607
668,-0.00030219969920589887
669,0.0003416533387025267
670,0.00023093657635052384
671,0.0010971178369629656
672,-1.5103281315936996e-06
673,4.419417407082916e-05
674,2.2029706675270961e-07
675,0.00018653231700266448
676,-0.00016064187221925775
677,0.00011969101712107973
678,-0.00020495888937585536
679,0.001457828794194384
680,-4.755510059263905e-05
681,0.0013818149874054602
682,0.00018152137419300934
683,0.0016232370101793856
684,0.00012803391344286965
685,-0.003172110007315944
686,0.0007156033959177548
687,-0.004179386548340993
688,-0.0005162149765234122
689,-0.0002478345480368236
690,9.456465557541054e-06
691,-0.0019577397789269473
692,-0.0021265089255841883
693,0.0010012217598777112
694,4.72440410233767e-05
695,0.0006450163365830561
696,-1.6036148179854685e-05
697,-5.589387604831743e-06
698,0.0007036477688280452
699,0.003219289609921195
700,-0.002723947558367223
701,-0.000763905087764468
702,-0.0002619043288602025
703,-0.002617505841787945
704,0.00029408508478506246
705,0.0002981299614689884
706,-0.0027612402851075733
707,-0.001698637723101005
708,0.0004711038378523431
709,-0.007736481492311325
710,0.003335836717451198
711,-0.009788745223104352
712,0.0008651177874205245
713,-0.0001311658998539181
714,-0.0006353752817474435
715,-0.002423732321795747
716,0.00029124288589408583
717,0.0011738753757562425
718,-0.007160381782484469
719,-0.00922263012118053
720,0.0010390275154187007
721,-0.0016562280387960471
722,-2.8740172550562213e-05
723,-0.0006517545528763083
724,-0.0005576547284060542
725,0.00025012673731851655
726,-0.00043002423459675466
727,-0.003447242570367115
728,1.793407103967594e-05
729,0.010231443290170053
730,-0.008047889790245162
731,0.012926355097461055
732,-0.00012391566189787347
733,0.00010169379222004677
734,0.00032149757676431926
735,-0.0008069421662953502
736,-0.0004003025276143859
737,0.0003274705756406498
738,0.0007677139206197781
739,-4.701173912555295e-05
740,1.6198539745313795e-05
741,-0.00011885152221300315
742,-0.000566094128904506
743,-9.376715881365015e-07
744,1.3143116455763859e-06
745,7.593075138888987e-05
746,-1.7338936263039905e-05
747,6.163192956942807e-05
748,0.0003127792744133755
749,-0.00014822590557858468
750,4.932265738728783e-05
751,0.00010887201216959385
752,6.599331399308199e-05
753,-0.00033416143161384143
754,9.407098508868715e-05
755,-0.0006362663480523117
756,-0.001582685629084006
757,-0.0002171958869398408
758,-0.0009577612722230848
759,0.0001850819214278426
760,-0.0006309165805611597
761,7.262473823462973e-05
762,1.4501010824713209e-05
763,-0.00016348745227502676
764,2.6661521444125886e-05
765,0.00022379715471727084
766,9.229350870728375e-05
767,-0.00017838029860951443
768,-2.6943017732447613e-05
769,0.00023722596629307892
770,0.00011713460483258829
771,0.000538614587748155
772,1.8285829778588802e-05
773,-2.1590657549264317e-05
774,-5.505779314988431e-06
775,-0.00018169247698124005
776,0.00012910960680594753
777,2.1467262798027876e-06
778,-5.17021171150156e-05
779,-0.00020740208620985293
780,-3.1061172468792516e-05
781,-8.0508647747251e-05
782,-0.000207277300390759
783,-3.5282147544275726e-05
784,-0.00025858296404175293
785,-0.001227397128510749
786,0.0005245485134303788
787,-0.0031223790012630676
788,-0.0002564641405345964
789,-0.0003008135437297397
790,-0.00028957870487114065
791,-0.003028515462595443
792,0.001294554143602264
793,-0.0001835488166569895
794,-0.0006902090851178111
795,-0.001206875693255959
796,0.0006174359394801898
797,-0.0004406228535321114
798,-0.00013164146160712107
799,0.00011198591908977962
800,0.0006711715345860829
801,-2.761269146748541e-05
802,-2.8549504579663654e-06
803,0.0004564993430016683
804,0.0008690330898545217
805,-0.00016832520407412743
806,-0.0001274874041481544
807,0.0005316454614950139
808,-0.00039537130009294034
809,0.0002913948664879424
810,-1.305631722813466e-05
811,-0.000585129382580282
812,-0.00038595928501128157
813,-0.00018359714911564217
814,-7.25494081079276e-07
815,-0.0012248464718207781
816,-5.426174392832988e-05
817,5.059896580742743e-05
818,-8.952545481250783e-05
819,-1.540355312600612e-05
820,3.010728410088407e-05
821,0.0001526323184109931
822,-2.824751627524124e-05
823,-0.0001279492468934408
824,-0.0003995436021012977
825,-0.000336974354608274
826,0.0006020414530181302
827,-0.0009627953998594006
828,-3.6371967796841197e-05
829,0.0005960361264520274
830,0.00011971097702852925
831,0.0010462381123618008
832,-9.327427314832487e-05
833,1.2589153146113185e-06
834,-8.682889811743523e-06
835,0.00029513368117795404
836,0.00028828291618129186
837,1.958405505976209e-06
838,0.00020127758720949693
839,2.3083064436481608e-05
840,0.00013204293178692284
841,-5.4776437877263235e-06
842,5.9724986182526e-05
843,-0.0003059089081621164
844,0.0003270113571903556
845,-7.444034996628928e-05
846,-0.00020783355770332234
847,-0.0013254055964378325
848,0.0005994049633678021
849,-8.62064804445961e-05
850,0.0005799361646185006
851,-0.00020859289996580778
852,-0.00019077475586181024
853,6.944053169579529e-05
854,2.226977941490877e-05
855,0.00035053047708922966
856,-0.0005688645650116413
857,9.370688727212138e-05
858,0.00010344672741834986
859,-0.001978052503427717
860,-7.965152053894361e-05
861,0.0002674001214080528
862,2.4600704117785917e-06
863,0.0007687065183529482
864,2.2909645421603204e-05
865,0.00013415611778088083
866,-0.00016984025189493084
867,-8.670316588842599e-05
868,-2.3410327640615106e-05
869,-4.9685813376823295e-05
870,-0.0003242876466296091
871,0.0001420350100623812
872,-0.00048216089511947445
873,0.00016045184934526227
874,4.881716122955844e-05
875,-0.0010382473822064496
876,-4.14447672513623e-06
877,-8.81719871421807e-05
878,-0.0001040282274625139
879,-0.000563734074339618
880,0.00023960306207766456
881,-0.00019050588024098464
882,-7.535258643315286e-06
883,-0.00018111956615661937
884,-0.0006778479404339591
885,0.00017926006629095207
886,-0.0001563325907552212
887,0.00043692825077773197
888,-0.00015229114142345995
889,0.000437145457313581
890,0.00020094440065686933
891,0.0006461491703541839
892,0.00023897529010830727
893,4.4729278995626106e-05
894,-0.00012403073997261702
895,0.00019565072142074743
896,-0.00017582817993997283
897,-0.0002097319188183534
898,2.1746066809871754e-05
899,-0.000369718059027875
900,6.581298025262695e-05
901,0.00019563857350842148
902,0.00012032085671257228
903,9.700670105355895e-05
904,-2.56560975348697e-05
905,-2.599090848770514e-05
906,9.453593752327667e-05
907,0.00022292176649162107
908,1.1141849214134711e-05
909,5.816731407687869e-05
910,1.6062536837489918e-05
911,0.00010151969015282665
912,0.00010836026662927711
913,0.00030128344017027686
914,-0.0001212379179023553
915,3.612294466089881e-05
916,-0.00028235113483413975
917,0.00025301050214261294
918,7.463197977769313e-06
919,4.738952649301794e-05
920,0.0011231940267877238
921,-0.00018811270926125326
922,-0.0011389363920064756
923,-0.0007957243634123456
924,-0.0004386306929122909
925,-1.5746323184701502e-05
926,-4.177303047276778e-05
927,-0.0001105182759977732
928,-0.00012049838251607742
929,-0.00017008143880911422
930,0.00012957676089219336
931,6.623265929528446e-05
932,0.00023315332616750858
933,0.00014400789935934094
934,-2.3828531365536352e-05
935,0.00047581127075867896
936,2.6628258030595422e-05
937,3.698028936916021e-05
938,-0.00011636324092405356
939,-0.0001440393042178788
940,0.00039372995775258714
941,-0.000207125170896469
942,-0.00028621311870927733
943,-3.434953980353499e-05
944,0.0005416603352284138
945,-2.0594751372583536e-05
946,-0.0001614886988048244
947,0.0012667891449265041
948,-0.000570186055133105
949,6.0673256281910576e-05
950,-0.0001122844082493233
951,-7.085339308754528e-05
952,0.00017911403150491995
953,-0.00013807862313357295
954,0.00046981767774686013
955,0.00011445680527015574
956,0.0005472457967949895
957,0.00010661178985481316
958,-0.0005537929652618417
959,0.001641679716978093
960,0.00026486425218388176
961,0.0002176661584227713
962,0.00042846255968678293
963,0.00018860410661263876
964,9.531595664819125e-06
965,-0.00013050748968741445
966,-0.00011296906913234843
967,-0.0002001229322797423
968,4.4562018234538714e-05
969,1.4620726080578048e-05
970,-0.0002944979540966171
971,-0.0004315511065813634
972,0.0005422006484444759
973,0.0005368819541206115
974,-0.0003782228260520651
975,0.0008183407770984601
976,-6.15487910595211e-05
977,0.0012191907570740486
978,-0.00016022408944821426
979,0.0005548534366246081
980,0.0003456246398902908
981,1.1090041132779105e-05
982,-5.1814009308492935e-06
983,0.0008410164796358365
984,6.409928549432268e-05
985,1.640747993041542e-05
986,0.0001350624178677136
987,-7.639951363391669e-05
988,-2.866677644304394e-05
989,-7.68705823575876e-05
990,2.384940775525759e-05
991,0.000148505149018329
992,0.0004358907867243811
993,4.1074953043782246e-05
994,3.189367605398984e-05
995,0.00011570126365035763
996,0.000861292169669662
997,-0.00024577082510883973
998,-0.00010366058146326196
999,0.0005843811444993231
1000,-0.00015643423251993964
1001,-0.0003095029663178524
1002,-0.00010291766451654336
1003,-0.0002404056421682755
1004,-0.00017892444684399584
1005,0.00041841239664762106
1006,-0.0013331623097395308
1007,0.0005285316306040519
1008,-0.001670298028928499
1009,0.0012823893361954583
1010,-0.000700714844597549
1011,0.0015024672162579993
1012,-0.001311183055019939
1013,0.0009453389735373819
1014,0.00020928623405830324
1015,0.0014608899481981996
1016,0.005239813779434004
1017,-0.0001922477042383654
1018,-0.0011305238291344397
1019,0.0022452386708389834
1020,0.00013058325248903633
1021,0.0009375553192539709
1022,-0.0022665408532839115
1023,-0.000735232663265934
1024,-0.00048787408309819555
1025,-0.001152968563902689
1026,4.261147651345044e-05
1027,-3.0407112691529924e-05
1028,-0.0005382736834594075
1029,-0.0003476897368303891
1030,0.00011022682922759079
1031,-0.0007160615800814883
1032,2.6932100946465368e-05
1033,4.402919483865681e-07
1034,-0.00017071951159818336
1035,-0.00015689702846043288
1036,0.0001427021833644312
1037,0.00023338396298704128
1038,0.00015597780260734003
1039,0.00011660516194047863
1040,-0.00013483955738370916
1041,0.0001929500701148852
1042,2.579440646177785e-05
1043,0.0010094152811423148
1044,0.0008710614855931562
1045,-7.98806213767477e-05
1046,-7.397900281412342e-05
1047,0.0009290941216257963
1048,-0.0004212079229323223
1049,-4.450293879109507e-06
1050,-0.0001538002752414499
1051,0.00010094359216385907
1052,-5.4088489160767354e-05
1053,-6.616306375105599e-06
1054,-2.217735169469813e-05
1055,-6.647471894204556e-05
1056,2.0153584412561408e-06
1057,-0.0003117904154457342
1058,2.8663160252571622e-05
1059,9.94151460681136e-05
1060,0.00015848990231635948
1061,0.0001710424358353515
1062,0.00014680345869127155
1063,0.00015055094289748736
1064,0.00017920813461073197
1065,9.192385452683751e-05
1066,9.754649740084139e-06
1067,0.0005549836230119053
1068,0.0006385570004098928
1069,-0.0004404068309225221
1070,2.3841715859701016e-05
1071,0.00022395109059987608
1072,0.0004102623400887428
1073,1.1630105083901488e-05
1074,0.00011339468941724429
1075,-1.4851833045415552e-06
1076,0.0009207284798644043
1077,-0.0003144034441291863
1078,-1.0687942665557134e-05
1079,0.0007115671638005375
1080,1.794051632028102e-05
