,wi_elapass_hybridper_inf
858,-0.0005338937576138481
859,-0.0003690743295088444
860,5.9766124775529966e-05
861,0.00037533031487667286
862,2.3093947111940348e-06
863,0.00018055538154544167
864,9.833292619756607e-07
865,0.0001996545968188876
866,0.0002761198827388836
867,-7.569952663596578e-07
868,2.884559057597991e-05
869,1.307479121254951e-05
870,-0.000262576785115156
871,-0.0013801871570328081
872,-0.0005360536166658914
873,-4.543789216512732e-06
874,2.8846279893584324e-05
875,-0.0005413982532130748
876,-0.00011073053896334926
877,1.7909972443777146e-05
878,7.417034430261419e-05
879,-0.00030894495060675695
880,0.0003456234117347663
881,-9.933893602133239e-05
882,4.69169422649897e-05
883,-0.0001443775465274081
884,0.0012089694712300527
885,2.635648838702339e-05
886,0.0001279395935454082
887,-0.0005977917154793785
888,-0.00039919374926996936
889,0.00027242985146901577
890,0.00015063901496794815
891,0.0006372253097969202
892,-0.0002547762292778468
893,6.423851054636215e-06
894,0.00012812255549981736
895,-0.00012347633690839506
896,-9.549765759322653e-05
897,-1.5357814071654094e-05
898,1.6122795486700236e-05
899,-0.00013338242679907043
900,-8.497646703228618e-05
901,-9.11125457331614e-05
902,3.6116689429203605e-05
903,-0.00035621373128696666
904,2.6015711782918478e-05
905,4.220716994829592e-05
906,-0.000143179192614478
907,-0.0003676700817850454
908,-1.3347646376406148e-05
909,-5.311699131154767e-05
910,1.0772214884888837e-05
911,-0.00023591225666095075
912,4.267929474685025e-05
913,-0.00026684557359770735
914,0.00034001316413782075
915,-1.6169763886751214e-05
916,0.0003947375397512693
917,-0.0003063602625113858
918,-5.410978729337131e-06
919,-6.467855584689754e-05
920,-0.0017314949421939907
921,-0.00015039850982286317
922,0.0005821550565044217
923,0.0005016245850882489
924,-0.002067719325973081
925,0.0001773099071064488
926,0.00023911107776885675
927,-0.0017977698523203886
928,0.0002791467711228961
929,0.0002592061505168747
930,0.000178157316513136
931,-0.0002539242071363559
932,-3.9748162356582374e-05
933,0.00010553489167533205
934,4.536191832981473e-05
935,-1.0826220477069015e-05
936,-0.00010192807251054938
937,-5.7239994443845804e-05
938,0.00038586864330977864
939,0.0014516440180112806
940,-0.00037444063046333386
941,1.916356370559312e-05
942,1.0939533535089996e-05
943,3.418959712060777e-05
944,-0.00022716061603179175
945,-8.03101015804687e-05
946,9.834123416721756e-05
947,-0.0007526907351110723
948,0.0006145973356496547
949,2.2066335770807336e-05
950,-0.00010936682378466056
951,0.00015027656538903154
952,-0.0006325221335975564
953,0.00010254686826987442
954,-0.000301845790678416
955,0.0002749999900087246
956,-0.0005294916853818484
957,-0.00032308624641444667
958,0.0007783833236394214
959,-0.002372975995914077
960,-0.00010843473655798797
961,-3.5197360408747106e-05
962,-0.00012908158405161671
963,-6.942837072684556e-05
964,-0.0002183781941243507
965,4.950455518941215e-05
966,5.3274610933441076e-05
967,0.0002462415046190833
968,4.772552927221653e-05
969,-7.348075193893193e-05
970,0.00030175244356530663
971,0.0014108734311566952
972,0.00035638357575597853
973,0.0003107145615049558
974,-0.00023443222841693312
975,0.0005112572526194062
976,-2.7850558154184966e-05
977,1.7044422781452088e-05
978,-1.64842909692691e-05
979,0.00012511673138975905
980,-0.0007869230819124511
981,-7.670835695593397e-06
982,1.3336742317576011e-06
983,-0.0010391676337304736
984,-0.0001855680404839549
985,-1.939313918939539e-05
986,0.000348185879366132
987,0.0005017313616910377
988,2.37022420445478e-05
989,-1.530063566019837e-06
990,-0.00012347970151843337
991,-0.00012286447402172488
992,-0.0003611238098965996
993,7.031204397159545e-05
994,-3.701189589348299e-05
995,-0.00020934388016139772
996,-0.001835204879885642
997,0.00021093274832987652
998,0.00015829278651506085
999,-0.0009530494498222447
1000,-0.00022051481994723394
1001,8.026540295794229e-05
1002,-5.6869520099618586e-05
1003,6.755825924059751e-05
1004,-0.001762369989500872
1005,0.0005656896978450762
1006,-0.0016796681576032692
1007,0.00026069802892627524
1008,-0.0008433600827101672
1009,0.0021161791740078447
1010,-0.0005517067921938734
1011,0.0012085248662069706
1012,-0.001006427290650131
1013,-0.0009388377786501712
1014,-0.00010691055657066234
1015,-6.058335739182699e-05
1016,-0.00016397013554876613
1017,-0.0004173420134659591
1018,-9.23596955003813e-05
1019,0.0004392454153309175
1020,3.850743629151776e-06
1021,0.0010811204623594345
1022,-0.00036051969531111024
1023,-0.0015355055316087383
1024,0.0004501891121272282
1025,0.0005033975467234285
1026,-0.00017485619393853944
1027,-0.0010017610592933954
1028,-0.00013320967666559939
1029,-0.00010478543029124198
1030,0.0001510284306137523
1031,-0.00026017365935897485
1032,-5.222434276385644e-05
1033,0.00010640062271770104
1034,-0.0002791184529358673
1035,-0.0001859254083544506
1036,-0.0003835501861899354
1037,7.017132936017789e-05
1038,-7.604353299889711e-05
1039,-0.0001183075464790159
1040,0.00010297491405600605
1041,-7.884392199343717e-05
1042,-7.157609109261878e-05
1043,-0.0009108240153376275
1044,-0.001581443103177813
1045,8.97289676103321e-05
1046,0.00012850337349010785
1047,-0.0019187815429055927
1048,-0.0003203490463645711
1049,0.0001237071347871756
1050,0.00030599573652279516
1051,-0.0011135043093027299
1052,-0.00039736672770942404
1053,0.0001418816150100433
1054,-4.122749776763977e-05
1055,-0.0005621793087028516
1056,5.366876163980182e-05
1057,-0.0008254989337436848
1058,-0.00048678110582076365
1059,0.00037837403065147713
1060,-0.00025492348976421453
1061,-0.00016561744821264304
1062,-0.00014655759567909195
1063,-0.00022094466404765773
1064,-0.0004000762404199326
1065,0.0003827064978078595
1066,9.118299643207228e-06
1067,-0.0006184312227574993
1068,-0.0005031846993703699
1069,-2.755917478131618e-05
1070,8.612865708290976e-06
1071,-0.00015039039331270486
1072,-0.00011042729256670242
1073,7.427430304187622e-05
