,elapass_ed_virtualper_inf
445,5.473410383073131e-07
446,-0.0002692697236216706
447,-3.5775220630236434e-05
448,-0.00017639531947161882
449,-0.00011154725100814943
450,4.65203250224858e-05
451,3.3756446657514784e-06
452,-0.0013376072078056976
453,0.005681039179172822
454,-0.0035325500977117803
455,-0.001591013290101291
456,0.0001375714142612571
457,-6.948761010716866e-05
458,-9.086527061057218e-05
459,0.0003464333330622328
460,-0.00027275716417909566
461,3.5406923984902313e-06
462,4.28903166187896e-05
463,-0.00010806083656083175
464,-0.0008744960975233858
465,0.0002827346202828431
466,1.835198109114999e-05
467,-0.000727053514263364
468,8.168048931415876e-05
469,5.389844027427055e-05
470,4.151121963687092e-05
471,0.0002748872226243687
472,7.589083742487e-06
473,0.001706685557874919
474,0.0006308612108017976
475,0.000266573462906454
476,-0.000308993287375273
477,-0.00015083880776863912
478,-0.0001531691517095881
479,-4.6450680131349546e-05
480,0.003825113140967835
481,-0.0013158457775766593
482,-0.0003673244900348302
483,0.0035752584949328148
484,-0.00038025063252400317
485,9.01124807257226e-06
486,3.1258629391867906e-05
487,-0.00041899320994263814
488,-2.897430182723252e-05
489,0.00010146379063203335
490,-0.0001237256451592506
491,-0.00021257967013130655
492,-0.0013145598962856812
493,4.446801519736073e-06
494,-0.00024090176762743995
495,0.00010285955947549329
496,-0.0003097395939720774
497,0.0005595833116455683
498,0.0003071638172289123
499,0.0018277289962594617
500,-0.0018258719957669816
501,-0.00037971602430124363
502,-0.00044646791534841114
503,-0.00051966345234107
504,-2.4234223172324068e-05
505,-3.280493218912007e-05
506,-1.5515949105321915e-05
507,0.000116466447897762
508,0.0008156922848616608
509,0.00011632530794760406
510,-0.00090320057499072
511,-0.0007103559138798301
512,-0.00052228505088336
513,-0.0010819223104789246
514,0.0011083916690329825
515,-0.0012511263536203244
516,0.0005138273020883922
517,0.0007211189813668229
518,-1.804185660978523e-05
519,0.0011562395888110686
520,-0.00049940021346382
521,0.00025222279878828034
522,-5.9871187917814634e-05
523,0.0003395587133429407
524,-0.0004183312722743371
525,-4.954013157327129e-06
526,0.00010169115373826311
527,-0.00019123377923207033
528,-0.0013363157218243794
529,-0.0003181485547483216
530,-0.00025257309039487173
531,-0.005543041638348766
532,1.473521991184857e-05
533,0.0003675078885077309
534,7.975016158770485e-05
535,0.0018150271782220032
536,0.0011773090269673878
537,-4.093015642626059e-05
538,-2.3429578265862886e-05
539,0.0004322615101100167
540,0.0003427411811035272
541,0.0005993994886629124
542,-0.00047598194383194695
