,mathpass_ed_hybridper_inf
249,9.79029719352713e-05
250,-0.00010001016889896244
251,-0.0002147751020837392
252,-9.707482226442415e-05
253,0.0006907703912344245
254,-0.00022878631436233795
255,0.0006753742491256167
256,5.81823198038611e-06
257,-0.0006074562521470297
258,0.002762493624167453
259,-0.0023852091189294363
260,-7.162764810119349e-05
261,7.748025519025192e-05
262,9.528698824551001e-05
263,-0.0002702650416382481
264,-0.0005315263562450979
265,-0.0004212849106052582
266,7.144327087035829e-05
267,-0.0010992554492537795
268,-0.00026241003727833946
269,-4.220895998264672e-06
270,4.6838926920995506e-05
271,-0.000218524954197028
272,0.00022476481234440045
273,-6.0304648926385376e-05
274,5.822211604609374e-05
275,0.0005639846611752544
276,0.00017283633488893356
277,8.618933728727837e-05
278,-0.0007845225946578754
279,-0.0008297219698526712
280,-0.0007789654476334153
281,0.00104601269463159
282,-0.0003602002796092958
283,-0.0013296094158076956
284,-4.2972869598066964e-05
285,5.578082617167428e-05
286,-4.136424738683173e-06
287,8.131562023860596e-05
288,5.752854981568129e-05
289,3.093277191347992e-05
290,-2.8490085408064627e-05
291,9.914342580814456e-05
292,-0.0003226511205094
293,1.2936661799051193e-05
294,-0.0001094321050078762
295,4.9494226244480985e-05
296,-0.002878889116771938
297,0.00237967622837503
298,0.0008002192812368229
299,0.0010877626755158398
300,2.0585394444112684e-05
301,0.00015684759504729
302,-7.244269840667845e-05
303,-0.0001524286121532738
304,1.7367632358811213e-06
305,-6.725852714172663e-05
306,0.00010147751664965529
307,-0.00021439784780996618
308,-0.00013307248977637904
309,0.00012402191202868116
310,0.00020529919508620694
311,0.0002691176306563206
312,-0.000239765541027925
313,-0.00024648051485329236
314,0.00023577626532778138
315,0.0003921908807416161
316,0.000403572787127228
317,0.0002377931905401006
318,-0.00029158527752567754
319,0.00018850794264705167
320,8.65953015363735e-05
321,-4.042461900970337e-05
322,-0.00013026756103937955
323,-0.00046118873042012533
324,-0.00017302309795289974
325,-5.978295424129973e-05
326,4.8825016889143303e-05
327,-0.00036571222584218433
328,-0.0009628861733481515
329,0.00045796051614971573
330,-5.735687621451988e-06
331,-0.00015028434260985248
332,-2.7563306251356147e-05
333,0.00020699742415100042
334,0.0002928096165717771
335,0.0014357309451436438
336,-6.533416962899547e-05
337,5.748676261922228e-05
338,0.0015561658052389259
339,0.004490883702690713
340,0.0004202003287552326
341,7.624464803290306e-06
342,-7.622911499627074e-05
343,-0.000567545862789457
344,0.0005586559385506137
345,-0.002546725835375131
346,0.0002015527323242944
347,-0.005185000550323908
348,0.00011160878293870837
349,-0.0006454165482135521
350,0.00044208024187640993
351,-0.0005604618810342418
352,-0.0003316554311646987
353,-0.0004991702669082219
354,4.8226748531835306e-05
355,-0.0022743766840701233
356,-0.0015174381465027508
357,-0.003198519376130082
358,0.0033394317873563966
359,-0.006160478645221577
360,0.0008067579017730958
361,0.004196868131120088
362,-0.0017888764602836708
363,0.008499791571988775
364,0.00010973955620193587
365,0.00011166590274897828
366,-0.00037436362071024504
367,-0.00031374391293663466
368,-0.020231059838071205
369,-0.006982160109464798
370,0.013094067945898194
371,-0.04002617438894196
372,0.00019909638644171536
373,-8.062091984431042e-05
374,-0.0001589815732356967
375,-3.3851343431347886e-05
376,-0.035639553421596054
377,0.004269070820822285
378,-0.004671829545406316
379,-0.1472261491420617
380,-0.014016319946020787
381,-0.004586474269305906
382,0.01319021931079786
383,-0.012804127936242823
384,5.8514712958672984e-05
385,-0.000161537778026844
386,0.0003076033969821687
387,-4.46621960566486e-05
388,-6.131036352637076e-05
389,-0.0004304700125710891
390,0.000233245074214906
391,-0.001345798651000942
392,-0.002979245527592181
393,0.002734940625190769
394,0.0024198061333121617
395,0.004929072611956278
396,0.0005509012881960467
397,-0.0002285754481245336
398,-6.172413940945155e-05
399,0.0007557589163705923
400,-0.00023293355614324168
401,-0.0002253950736404354
402,1.3655365437672636e-07
403,-0.0008652220433860721
404,0.00032555944053682604
405,-2.103983792531514e-05
406,-1.8448790192647345e-05
407,0.000483984525778377
408,0.0001323770518846221
409,9.089105622258295e-05
410,-0.0001018133156734631
411,-0.00037821241591639204
412,2.12029148223888e-05
413,1.8851345253368965e-06
414,1.4945004441011742e-07
415,-5.856420764371979e-06
416,-0.0007949612987968058
417,0.0003317437458940254
418,0.00014052033307123847
419,0.001309710973710221
420,7.737607628971266e-05
421,0.00034607289746214985
422,-0.0006598276463877273
423,-0.0009585347856346735
424,-0.0007206519812466074
425,0.00048338056815251136
426,-0.000365820227203485
427,-0.0021473929249881756
428,-0.00033478314363273744
429,6.838619188345779e-05
430,-5.92910307329172e-05
431,-0.00044563106262080106
432,-0.0010194100539648592
433,-0.00047769633940039353
434,0.0009553308219509458
435,-0.0018845851352036489
436,-1.3381446472722999e-05
437,-0.0002936012896086487
438,0.00022683872876744747
439,-0.00040608356496300125
440,-2.643252227770322e-06
441,-6.965517897598002e-05
442,-0.00010782936361170138
443,2.2263746912650457e-06
444,-0.00010327696595015438
445,-9.79656661946509e-05
446,2.6649729194729106e-05
447,-0.00021530593411617308
448,0.00030614054044364746
449,1.5423953218234006e-06
450,-9.65351444746922e-05
451,-0.0004569037548005762
452,0.0007140549062145234
453,-0.00020105960621246327
454,0.00027721683390213116
455,0.001188446412691532
456,5.200442957052831e-05
457,-0.0003652089946630083
458,0.00016636851011972366
459,-6.966557893092163e-05
460,-0.00026904127806046796
461,0.0001675608929834644
462,-0.0005064309387613992
463,-0.0014105460688004377
464,-0.0002623642579891469
465,0.0004985320217084768
466,-6.22756791309028e-05
467,0.00043828609739615215
468,0.00012953171605504737
469,-5.728338766026435e-05
470,0.0001108781515386193
471,0.0001437351400023244
472,0.00020255995353641936
473,9.278109859092574e-06
474,-0.00021806695363349197
475,-0.0009909306567239932
476,-0.0001999776147135964
477,6.399222518039909e-05
478,-0.00018257154511305167
479,-0.0009402241298427366
480,0.0010951174015426052
481,0.0015359444839350177
482,-0.00010675324535184079
483,0.005125706204395786
484,-0.00016353166086489353
485,-0.00028520791766901575
486,0.00011053509576158156
487,-0.0009199000767414344
488,1.6493162187729175e-05
489,-2.5751002811076416e-05
490,-1.581308971270403e-05
491,0.0001030867004774688
492,-0.00012221812495897874
493,6.662847781360365e-05
494,9.526414368800547e-05
495,-0.00014299350884173538
496,3.3325742067417046e-05
497,-9.801071351490701e-05
498,-0.0001348005663009996
499,0.00013344840629370627
500,8.658341454160588e-05
501,4.618443827991959e-05
502,-0.0008853672164759827
503,-0.00056237978932202
504,-0.000447372409459435
505,5.617114643075705e-05
506,7.348641480361361e-05
507,-0.0005549334671781113
508,0.0005225952396233714
509,-3.298909472256232e-05
510,-4.055189813402381e-05
511,0.0003669250038568466
512,-0.0024022797802359624
513,0.000229940446386624
514,0.0013780347800077966
515,-0.0021450867213548015
516,-0.0006689498809461881
517,-0.0004753335335333101
518,9.953221589640643e-05
519,-0.003447502293612832
520,-0.0023406038785453486
521,0.0006035733448264863
522,0.0003828172826056637
523,0.0008483616605852248
524,-9.868862202560628e-05
525,-4.776584408126279e-06
526,0.000133384095050768
527,-6.419944154886899e-05
528,0.0012504433812096166
529,-0.003242237697847868
530,-0.001218414307441109
531,-0.009078179230648823
532,-0.00012397051907597444
533,-0.00017160607011316935
534,-0.0013482526085528126
535,-0.004347642855052455
536,0.00043764449014313355
537,0.0001831621533673933
538,-0.0007645086077258153
539,0.00045892699042531876
540,0.00014769230341045883
541,0.0004153997313691498
542,-8.14628836588961e-05
543,0.0017070491340595568
544,-0.00031102187474910776
545,3.8668573686526726e-05
546,-8.421302401776994e-06
547,-0.0003423056108060041
548,-3.4892836586469124e-05
549,2.9771225678923584e-05
550,0.000131002862214323
551,0.00031487667716005634
552,0.0002975322794651079
553,-9.256303296949581e-05
554,-3.609710722902915e-05
555,0.0001091768732768647
556,-0.00016216411318508532
557,-0.0001404914821889024
558,-5.930448443223635e-06
559,-0.0014350228335659034
560,-4.558402994077626e-05
561,0.0001765130178658988
562,2.814584595104096e-05
563,0.00015124816138299232
564,-0.00036329178502897473
565,4.242632818000334e-05
566,6.175954920028258e-06
567,-0.000553905772699434
568,0.00016607738519297362
569,-0.00021803332932982095
570,2.0055820653767842e-05
571,-0.00022336739691729415
572,2.1191563522185842e-05
573,1.558663850655023e-05
574,0.00023232107269679676
575,0.000805691023108509
576,2.593209681240266e-05
577,-3.2037129524759237e-05
578,-4.0431845618701716e-05
579,-0.0002324269733204519
580,-0.0005436042838862805
581,9.697194900197755e-05
582,-0.0001811379523164651
583,-0.002136150460559459
584,0.006154507795782904
585,-0.0018487248980173544
586,-0.00019023723984646398
587,0.008913943123519777
588,0.0018330223951134315
589,-0.0017798058712166264
590,5.887714841598649e-05
591,0.001546002741712464
592,-0.000997389474042447
593,0.0015113945845828408
594,0.00031677612102848655
595,0.004330560309483015
596,0.0001422629728487437
597,7.293365384335729e-07
598,0.00037777955741052314
599,-0.00011681212638676067
600,-0.000805281113124335
601,-0.0008389536967969179
602,0.00089721832614764
603,-0.005429582972263073
604,0.0009229106349107648
605,-0.0012033242633821973
606,0.0031803590497292552
607,0.008537390244302926
608,0.004171840673990954
609,0.0034749338193561866
610,-0.0008221009984354827
611,0.022075969819845984
612,-0.0012900932796500312
613,-0.0006576029718025501
614,-3.993573464742205e-05
615,7.346598531900979e-05
616,-0.0005416815277312991
617,-0.0019031149489390127
618,0.004781680950818192
619,0.006314188763339157
620,0.0008939978887415302
621,-0.0001758109222272846
622,0.0018613187933475648
623,0.007625537031847617
624,0.0010451413762485133
625,-0.0007446885787012604
626,0.0007544837746626706
627,0.0019995588016863027
628,-0.0015681203102386263
629,5.064907378083707e-06
630,0.0006215328315239429
631,-0.00471495774850005
632,0.0001301871016103865
633,0.0002763964697617383
634,0.0001141434223522674
635,0.00025800621753010176
636,0.004521884734386405
637,0.005859976945006017
638,0.0016152381691048984
639,0.03476753221748852
640,-0.0001781548098270427
641,-0.0002000157613190051
642,0.00015168792905638167
643,-0.0002488547014274482
644,-6.12310839009572e-05
645,6.721187870254806e-06
646,-2.5312155591878033e-05
647,-5.6178144509803175e-05
648,0.0001121290537578829
649,3.603127382451952e-06
650,-4.671281876515343e-05
651,0.00015188697286583558
652,-0.00023208394874832023
653,2.4261021499435244e-06
654,0.0003701862219775803
655,0.0005250736768056355
656,-0.0022315734333132452
657,-0.0007793393180816937
658,0.0006844027619410774
659,-0.0018832899332241588
660,0.00024164141012338676
661,-0.00021173288349419258
662,-0.00012555733964363068
663,-0.0011590052349710362
664,0.000530405010505228
665,-0.0003772511473944391
666,0.00023445747837672705
667,0.0016553555529050974
668,7.640533517290599e-05
669,-4.246756727407029e-05
670,-0.00026244941884767404
671,-0.0005647728350731538
672,8.57338372642598e-05
673,0.00012850682260213365
674,-0.00015359688174081403
675,-2.5380712825169562e-05
676,0.00038725593782601474
677,-0.00037650041220970993
678,6.37766063160873e-05
679,1.0713824809441476e-05
680,0.0009737020422111797
681,-0.0017404960059911032
682,0.00018461616238392716
683,-0.000554711032912928
684,1.530608555435165e-05
685,7.360165735214174e-06
686,-0.0007198059043239198
687,-0.0002892377633601832
688,0.0007326677100875784
689,-8.770134458097993e-05
690,-0.00019774812311519944
691,0.00024859010918239037
692,-0.00021274807607472068
693,-0.002198775137533495
694,0.001526007574369536
695,-0.001920188362242538
696,0.00016598151041101843
697,0.0019437083423855723
698,-0.0011850753782103032
699,-0.00040300385022682637
700,0.0002183006615032526
701,4.722709772508093e-05
702,-0.00039819701981428046
703,-5.091502572234594e-06
704,0.0011867591511846099
705,0.000159067763871216
706,-0.0013692532104883058
707,0.003929673631135685
708,0.004457888734360988
709,-0.004344928974409241
710,0.0051387149111899975
711,0.017757888223946253
712,-0.00712769536386218
713,-0.005521616497150932
714,0.010253459663156671
715,-0.003718920377835791
716,0.0036049873089415894
717,2.7068023731472695e-05
718,0.00039969371298325556
719,0.014946350079586265
720,-0.00017014216058829464
721,1.134791888921752e-05
722,-0.00022050884710106297
723,6.106737810504033e-06
724,0.0003912854647135442
725,0.0002516933015983194
726,0.0016494984528985133
727,0.008613678254957338
728,0.0011250189028840266
729,2.8749523346471508e-05
730,0.0015111007609967403
731,0.00012206603650030268
732,0.00015513925867121815
733,-0.0007027783380437459
734,3.6152935686248665e-05
735,0.001121634946787426
736,-1.566574532504317e-05
737,-7.225155273192666e-05
738,-0.00026294557348759535
739,-0.000151160808746729
740,-0.000629552111098605
741,2.0394323441016115e-05
742,0.0007829398267266484
743,-0.0001970142202166796
744,-0.00020075802654398879
745,-3.654244446932705e-05
746,1.0461365009029637e-06
747,6.212967518134637e-05
748,-0.000262295187213852
749,0.00015873509355441735
750,1.0335189936840241e-06
751,0.0001663149238440052
752,-0.00010659543253384117
753,9.403911954799922e-05
754,4.51851581289244e-05
755,-0.0001969745400131405
756,0.0009341607473256265
757,-0.00020329755118634045
758,0.00027727705846781645
759,-0.0005009405799962887
760,0.00014441558721190592
761,-0.00010837705319430318
762,-1.4767893126807902e-07
763,-0.00016819240591694123
764,0.00047231193800097073
765,-0.0004875351843132494
766,6.046986147560196e-05
767,0.0005104456378487643
768,5.504136630600214e-07
769,-0.0001861415849494738
770,-3.0030571510759767e-05
771,-0.0007833400528132881
772,0.00012023936018633696
773,0.0003675807597022255
774,-9.676921972427126e-05
775,0.0007143309483439146
776,-0.000217560378035279
777,1.9670656137853583e-05
778,-8.291520807502385e-05
779,-0.00045588841777931114
780,-7.97724305361779e-05
781,-8.812219335000813e-05
782,-7.366945105622833e-05
783,1.7279086612685087e-05
784,-0.0008062906441987747
785,0.0002441879322066329
786,-4.615399157789886e-05
787,-0.0025583142267282177
788,-1.2417791601518217e-05
789,0.00019998944836682224
790,-7.791573955440281e-05
791,0.0002802184363918854
792,0.00111535039291818
793,0.00039997247585535286
794,-0.0010194593326548695
795,0.0026993461088140715
796,-9.980419692046422e-05
797,6.395311754422888e-05
798,0.0003075510816024671
799,-5.5275482809374344e-05
800,-0.00017907445316410803
801,-6.885516933439091e-05
802,-2.9888184305246685e-05
803,-0.0005838085777680375
804,-0.0005904420409466527
805,0.00036024842016169767
806,-8.395116393784367e-05
807,-0.0005440337049056156
808,0.000568347829547774
809,-0.000742686408404133
810,0.0002484164581236161
811,0.00018036266104189426
812,0.0013770282569832125
813,-0.0012970061739590523
814,-0.00023967850445531878
815,-0.0009173485831585076
816,2.0608095791903655e-05
817,-9.869385742404729e-05
818,0.00017260177282575544
819,-0.0004276164915341149
820,-1.0133458702073273e-05
821,-5.86098709745977e-05
822,-4.291471668219198e-05
823,5.406362737308077e-05
824,0.0017013243866892856
825,-0.0005626946659562996
826,-0.0006879405433771012
827,0.0019631287905344623
828,-0.0008614210450209833
829,-0.0006819280758126594
830,0.00015471491960506307
831,-0.0031161625190127113
832,1.310851458765146e-06
833,-5.138037128913581e-05
834,-5.667852989205309e-05
835,-0.00016729836478808691
836,-0.0003524208753934092
837,8.75683602817223e-06
838,-0.00017373177201332395
839,-7.574368944239407e-05
840,-7.39980310422495e-05
841,-0.00010057113644293811
842,-3.594576669772159e-05
843,-6.707407790964659e-05
844,5.8735617647840406e-06
845,0.0004439419522009623
846,-0.00025614772892644435
847,0.001677825850076843
848,-0.0004624816665980852
849,2.2418037872099863e-05
850,-0.0005295472121149107
851,2.425724414490332e-05
852,0.0002012275714622954
853,-4.468711737158946e-05
854,-0.0001811593398409327
855,-0.00048494914164178785
856,0.0003016468940392959
857,4.2691718121379394e-05
858,0.0001247206431479526
859,0.002845858397293063
860,-5.240364597941179e-05
861,0.0002525806929816751
862,6.556911045295547e-05
863,0.0009662771966276149
864,2.7987264416298076e-05
865,1.3585573402796323e-05
866,9.688607800431768e-05
867,0.0006863716934587767
868,-0.0002469655455933664
869,-8.276775660383518e-06
870,3.851915863633775e-05
871,-0.0008341936948889525
872,0.0008625403559559424
873,-0.00045205513073027766
874,-0.0007346628867290963
875,-0.0007929251842564795
876,4.004201183167078e-05
877,2.4157097171305317e-05
878,6.918436734219542e-05
879,0.0004291983662749154
880,-0.0002464339427508296
881,0.0002575789907961839
882,7.366987813774889e-07
883,0.0002658043361630998
884,-2.048455725977732e-05
885,4.800208802058736e-05
886,3.213820617714563e-05
887,-2.546574296146862e-05
888,-3.8311355926930005e-05
889,0.00042174510945739747
890,0.0009606652720995329
891,0.004016502500655525
892,-2.2093757399703214e-05
893,-0.00012009674405230518
894,7.223182286657545e-05
895,-0.00015350182998842682
896,0.00016759993874263147
897,-5.765892479278679e-05
898,0.0003824862314940489
899,0.001840113286300163
900,-5.962686934476862e-05
901,-5.8170645635359805e-05
902,-6.756532467416412e-05
903,-4.184568606192311e-05
904,-1.0711914870977008e-05
905,0.00011660434740445035
906,-0.000200172329088109
907,-0.00011812366654038321
908,0.0003602752684380398
909,-9.669855149751689e-05
910,6.057202489919526e-05
911,5.1452592812483795e-05
912,4.451064375755401e-05
913,-0.00022035131416814078
914,9.470862035614105e-05
915,0.0001794819998056134
916,-0.000493566460347674
917,-0.00022934584715919245
918,4.595281821057202e-05
919,-0.0017378499216688305
920,0.0007338082329518667
921,0.0006932254145476179
922,-0.000963961526704939
923,0.0019477297743173247
924,-0.0001003943206367212
925,0.00011492687245683494
926,-9.430827946784075e-05
927,-0.0024649326496721455
928,0.0004967962853477624
929,-1.2596748111590455e-05
930,5.9179686931497514e-05
931,0.001105919612761245
932,0.0003090424664631786
933,0.00011904064768087688
934,-1.4724705449919282e-05
935,3.9823834913522766e-05
936,-1.207496842936581e-05
937,2.5880096467885773e-05
938,5.756597716255994e-05
939,1.4854375930687032e-06
940,-0.00029946502139261533
941,-2.7881428085161055e-05
942,-4.9323531214169524e-05
943,-9.30411921584291e-06
944,2.6735906489423246e-05
945,-1.458716792348203e-05
946,-0.00012829194056053822
947,-0.00011878007406518222
948,-1.7316365292448957e-05
949,0.00026306035967937864
950,-0.0005338028156078398
951,0.00042327482177226467
952,1.540895374728038e-05
953,7.864811141787208e-06
954,-3.852528642835184e-05
955,-2.9403463338282102e-05
956,-7.412327975316434e-05
957,-0.0002114275275512269
958,7.908633056960996e-05
959,-0.0013349442343449202
960,-0.0002169626362214704
961,6.098817149497076e-05
962,-0.0001332874374689285
963,-1.1451875489491481e-05
964,6.063063721337541e-06
965,0.00013957623240695857
966,-9.283059982043645e-06
967,8.908952674178993e-05
968,-1.2878105545782579e-06
969,0.00015936189331335654
970,-5.232503560411648e-05
971,0.0006246643820593146
972,-0.00186573360327351
973,-0.00123449701345648
974,0.0005259740471325012
975,-0.007373554640454969
976,0.0001056928977885916
977,-0.0002415229375277072
978,-6.4110237162848014e-06
979,-0.00015829182948276843
980,-0.00030008560487690715
981,0.0001982053712131603
982,0.00017478179971093947
983,8.457952671683737e-05
984,-0.0003048782011424992
985,0.0001009146874521176
986,5.5311939404569724e-05
987,-1.184246063253449e-05
988,-0.00041049250669002055
989,0.0002616324388306618
990,-3.8987936218483995e-05
991,-5.479897802829603e-05
992,-0.0005144239947549647
993,-0.00031560950037975245
994,-1.5588269121848234e-05
995,3.208044842515414e-05
996,-0.0005625820359430004
997,1.1546839581025597e-05
998,0.0005422093780077112
999,0.0004013489200613295
1000,0.00023807170902614521
1001,0.00015272194218354912
1002,1.5494271774918323e-05
1003,1.357071026171885e-05
1004,-0.0014571005091072776
1005,0.00029159996559185856
1006,-0.0003588288322483164
1007,-0.004504445725401576
1008,0.0035628569141802693
1009,-0.001068078612858365
1010,0.0003416313817987104
1011,0.006665432953385857
1012,0.00014636209164302228
1013,-0.00036948707577081307
1014,0.0005770718251666616
1015,-4.8167633825584955e-05
1016,-0.0010422675743570987
1017,0.00012380228277917532
1018,-0.002131494570431875
1019,0.00155508812917007
1020,3.7021705748713515e-05
1021,-3.851926179473459e-05
1022,0.0008334076438720346
1023,0.00293206815037051
1024,0.0015029329309462895
1025,-0.001372669518275923
1026,-0.0005174983204096517
1027,-0.0025289212535014303
1028,0.00033816895065360485
1029,0.00022377080894875632
1030,1.926045168882362e-05
1031,0.0015931306588353208
1032,-0.00011394641097568481
1033,-0.00011836127180035242
1034,0.0004581657191345933
1035,0.00013894086379512822
1036,-7.334155110430968e-06
1037,-8.618634001598766e-05
1038,-7.070896154652287e-05
1039,3.4003079287051174e-05
1040,-0.00036980947764838517
1041,-0.000134724035221535
1042,2.9194709307642463e-05
1043,-0.0008960729458630974
1044,-0.0002947213554974486
1045,0.00010876212850120501
1046,9.493539273461253e-05
1047,-0.0008466539511732359
1048,1.43008267792516e-05
1049,2.7465084170086776e-05
1050,-2.2912319058416176e-05
1051,-1.5410450836074998e-05
1052,-3.141361833288902e-05
1053,-0.00010959106915863768
1054,-1.818501347453921e-05
1055,-2.8065871887299676e-05
1056,0.00019325650770081354
1057,1.1322189355536696e-05
1058,0.00015565211253694945
1059,0.0006458462562993672
1060,0.00016809597832154435
1061,-0.00011931481958600878
1062,1.2130608625438045e-05
1063,0.0009296491851690111
1064,0.00010491820422403184
1065,-0.00018237275664863202
1066,-3.611775328150878e-05
1067,-0.0005580682902026658
1068,-0.0002923797969196799
1069,0.00035268192060490804
1070,9.901340709120495e-06
1071,4.062020648816082e-05
1072,-0.00022001409198009448
1073,-2.2654301725061345e-05
1074,1.2947046744420007e-06
1075,-0.00041252565519842694
1076,-0.0008177306722638546
1077,0.000312526392056039
1078,-0.0002678271945947659
1079,-0.001988904341319003
1080,-4.910078333222239e-06
