,drop_ga_virtual
281,3.555182479451391e-05
282,-1.2532184440608237e-06
283,-1.68646503723538e-05
284,6.184255364603036e-05
285,-0.0012546451043144696
286,0.00010079434808587463
287,0.0002212067259677246
288,-2.6492131920195626e-05
289,-0.0003712414560562419
290,-0.0006545914154075271
291,-0.0033187938309580303
292,0.0006808855705085484
293,-5.136002445185008e-05
294,8.474877212098685e-05
295,0.00175616088864727
296,0.000898319909875626
297,0.0003679314478179887
298,0.0010587891178978918
299,0.006996617078004061
300,5.100071671433983e-05
301,-6.267719089799321e-05
302,0.0001036816365997263
303,0.00034831301160025596
304,-2.3666350782488705e-05
305,-2.9357161832599703e-05
306,0.00024846103427617354
307,0.0002423154632487605
308,1.4286829396119423e-05
309,-0.00019025750188216182
310,-0.0002693804790230508
311,-0.0007804041825175775
312,0.0002746269831468908
313,0.0003430502399584146
314,-4.86502388747298e-05
315,0.001892573356209805
316,-1.3633400562484867e-05
317,0.00018445588887814715
318,0.00024318929682169867
319,0.0015632481069918303
320,0.0001239046682876832
321,-6.458462122361833e-05
322,-0.00014444345252447147
323,0.00011978010918443365
324,2.705393529888452e-05
325,0.0004109205696435466
326,-0.0003971807069418169
327,7.323614114789954e-05
328,3.3898564508415436e-05
329,1.7502919646482625e-06
330,-6.088933287059453e-06
331,1.9383856895433872e-05
332,8.713158555819978e-05
333,-9.831337510377613e-06
334,-0.00032184246622217916
335,-0.000865504064555153
336,-5.8537925035537575e-05
337,-4.7018553114440327e-05
338,-0.00021190747796528617
339,-0.001205023469316502
340,-6.897266184517114e-06
341,0.0004309026288420874
342,-0.00010284521989098179
343,0.0011094144417126727
344,-0.00010495155989432539
345,-0.000430070860767744
346,0.00010131674230171885
347,-0.0011716966710158627
348,0.00013808173799976673
349,0.00018944596244917933
350,-0.0006792991958743332
351,-0.0003907471245509978
352,-0.0004984588561741933
353,-0.0011995790669832838
354,0.000518055312759274
355,-0.0012086107768639162
356,-2.1699039883080332e-05
357,-0.0003082793207256669
358,-3.612700842819817e-05
359,-1.4911306445018112e-05
360,-2.816258202676943e-05
361,-0.00019336055152601795
362,-5.031476974347256e-05
363,-0.00035830433560714916
364,0.014400658372496659
365,-0.0013278119041141092
366,-0.00831735152566121
367,0.01914762878034556
368,0.003477610316837511
369,0.0051479228453332115
370,0.0010745820932369806
371,0.03020926067894404
372,0.008504359656181952
373,-0.0033671115285664383
374,-0.0009224091166259362
375,0.016322869629849638
376,0.004337747280722669
377,0.0010241591342306758
378,0.0035182062978382778
379,0.026324557782627253
380,0.00021950072951208558
381,-0.0002232961779018508
382,0.0003217321074593704
383,0.0011098019794347257
384,-2.5003365993457906e-05
385,-0.00022509443501698935
386,0.00017797878275380047
387,0.0005188680296108908
388,0.000312958313025459
389,0.0004854128672865284
390,-0.00026643540421625317
391,0.0018635393606737547
392,3.818109785120011e-05
393,-2.676606014158988e-06
394,8.458157478878918e-05
395,0.0007877993728439684
396,-8.723119148142381e-06
397,-4.484077132384657e-05
398,0.0007822757536806793
399,0.001842703433447906
400,-0.0009420130882741636
401,-9.770596163017112e-05
402,-0.0002629861654071765
403,0.0014539603396635254
404,-0.0005859546076606855
405,8.738330766925703e-05
406,1.1248847869521382e-05
407,-0.0010657233170678342
408,9.299766620473876e-05
409,-0.00012516490665976572
410,-0.0003805723072463113
411,-0.0012591617607279036
412,-0.00045558137985449463
413,6.930689097938392e-05
414,0.0011206512486461719
415,0.0021462394305755963
416,0.00033749046548136105
417,0.0001533764307701228
418,5.054314280816707e-06
419,0.0014365800844863173
420,-0.001894568597994247
421,0.0017613725323714613
422,-0.0012566772595002
423,-0.004439790722304579
424,-0.0028591615907822294
425,-0.0024415641506645197
426,-0.0016278668284018917
427,-0.021442774108709955
428,-0.00019878387949659457
429,0.00020436280029089796
430,0.00010527083301185225
431,0.00046006937068157177
432,0.000878754344991687
433,-0.0007120369860820655
434,-0.0026959577745264297
435,-0.008864014546261054
436,-0.00027696220472101397
437,-0.0004512488647337729
438,-0.0009732337627008948
439,-0.00573267868600425
440,0.0002203866312948482
441,-0.0012323163648800541
442,0.00032743999902294044
443,-0.00211162905825896
444,0.00029707211969870543
445,-0.0015952886883211176
446,-0.000116785656184157
447,-0.005311178380319951
448,0.0001729322572161861
449,-0.00040624296441981887
450,-0.00018273470765709898
451,-0.0006370298118495169
452,-0.0006982807138266428
453,-0.0019236264052390475
454,0.0018550390450667094
455,-0.003192846035723409
456,1.3598115231653198e-05
457,-0.00018904952099619733
458,4.514173048553077e-06
459,-0.00031279263156193827
460,0.0024127384234933534
461,-0.00048193970893264395
462,-0.0023081870079355404
463,-0.002440215552156959
464,-0.00048657862513548704
465,-0.001131854170833301
466,-0.001243404574731685
467,-0.008457095517459315
468,0.002249624790489584
469,-0.00014675798557631817
470,0.0009584301033918876
471,0.008749925119596116
472,-0.00027196778311290684
473,-5.5216114322644214e-05
474,0.0011551765294918561
475,0.0028320649213092906
476,-0.0007848353338553077
477,0.002262331563042027
478,0.0029924586365489905
479,0.013436295550150556
480,0.001340212351138559
481,-0.000267852815092651
482,0.0013430010059217836
483,0.0072583761269913285
484,0.0008304084393025425
485,-0.0003627188654297126
486,0.001560146934576121
487,0.005719393178019933
488,1.028508453679746e-05
489,-0.0003247395966558476
490,4.858560387272972e-05
491,-0.00033364260085511863
492,-0.00018092938635342378
493,4.991442201143789e-05
494,-0.00014736978609837585
495,4.6935638531796364e-05
496,-0.00048244312161050215
497,0.0007677994659951
498,0.0003922081561170324
499,0.0021586059103835234
500,-0.00010129426284380951
501,0.0004843155023824873
502,0.0010272054740509153
503,0.003710916134253217
504,-0.0010142408749658036
505,0.0004585777688965302
506,0.0003081257479501694
507,-0.000650384177652444
508,0.0006183912851427493
509,0.0002786795374642956
510,2.2252259231647538e-05
511,0.002502854163184173
512,5.803328955397081e-05
513,0.0006240430129463457
514,-0.000716384203345131
515,0.00046982523419426483
516,-0.0028749379202382707
517,-0.0012751599790882713
518,0.0018094941283022619
519,-0.006417604584255017
520,-0.0009362124051229754
521,0.0005807459631892599
522,2.9364814555388666e-06
523,-0.001623877752063286
524,2.359546768424586e-05
525,2.9001196723885414e-06
526,-1.7554455536858508e-05
527,9.608355346690843e-05
528,-0.0004287961652425323
529,7.162401096360875e-05
530,-0.0010506232565437928
531,-0.006205426477496117
532,-0.00020624407339324275
533,-0.0011262402469420945
534,-0.00048749813520194247
535,-0.005153336201545157
536,0.00018949946528151577
537,0.0005105384080978995
538,-0.000341635864717985
539,0.0007329298593179652
540,0.0014781614381146261
541,-0.0003885603812109863
542,0.00030097945485146047
543,0.0007170122728143331
544,0.002157633574724803
545,0.00044295850651717594
546,0.0006955280548893918
547,0.008786276663162697
548,0.00029087447323696144
549,0.00010844279607854277
550,0.0002537408879615056
551,0.00203983949549922
552,0.0006295496362314292
553,0.00013555132141898028
554,-0.00027193853857771123
555,0.0014075831377311227
556,-0.0003225302036002163
557,-0.00017539355314842144
558,-0.00013498886871750318
559,-0.0024819012533012
560,-0.0008051430258821927
561,0.00022613217664678193
562,-0.0008031177099621226
563,-0.004518538152376422
564,0.0013660106860599575
565,-9.208719448882023e-05
566,-0.00035346586579959973
567,0.001245882385853079
568,-5.93154775686786e-05
569,0.000915439065670905
570,-0.002368493142264708
571,-0.0007313392351992725
572,0.00027440037829542423
573,-0.0008067437615293809
574,0.0003498331331883646
575,-0.0002221485593158784
576,-3.3599921790809815e-05
577,0.0004585410409508345
578,-0.0007286705920697958
579,-0.0016789370289342612
580,-1.1917729089397511e-05
581,-0.00028051562193468513
582,4.69778655795916e-06
583,1.3724149117417513e-05
584,-0.0019946674955764036
585,0.000250601956548857
586,0.0013232160196200212
587,-0.0015024354725979357
588,-0.00200218576607413
589,-0.001367572375999017
590,2.5842170320923375e-05
591,-0.00993851901901903
592,-0.00020165789417003708
593,0.00017671878888289678
594,0.00042540272077148163
595,0.0020653959672572394
596,8.203072710312813e-05
597,-4.139831036026667e-05
598,2.399562783373341e-05
599,-2.649872198163924e-05
600,-0.0002557496049837296
601,0.00073756112334061
602,0.00016168239945793563
603,0.0034897692057610083
604,0.00028805840489856324
605,-0.001007795904460126
606,0.00046200030420791543
607,-0.0005546099426862175
608,0.00010568958855763871
609,0.0006132353919637919
610,0.00025992919984022856
611,0.0030176218800922567
612,0.00043836169455181365
613,1.3991107833082406e-05
614,0.0004322310027919117
615,-0.00023583703684707362
616,0.0021391260010161354
617,-0.00033546459144630924
618,-0.00038624744044020204
619,0.0038328038483770193
620,0.001104860781769401
621,0.0012069658969996319
622,-0.0010940885888641235
623,0.004260790864538261
624,0.00031330796482267046
625,-1.963386796250259e-05
626,-0.00031110347740658564
627,-0.00017592985253804265
628,-7.95815673054856e-05
629,0.0005474313623423759
630,-0.0005087182872121524
631,0.00034855991391509857
632,3.689099824050039e-05
633,6.8895896851121216e-06
634,0.000843563013006621
635,0.0023460450214548107
636,0.0001994771756215157
637,0.00010184989799292795
638,0.00014505065402071581
639,0.0013230420229598128
640,-0.0006505085605695574
641,-0.00018263275112940215
642,-0.0008588783567400588
643,-0.004623041656964821
644,0.0006870490818716164
645,0.00672017528654939
646,-0.0006791115364615624
647,0.003146939003208412
648,-0.00014872565083564931
649,0.0013759511664633494
650,-4.983379386254917e-05
651,0.002333405255265498
652,-0.00024101252320841743
653,-3.058122913251423e-05
654,0.0001798490474826244
655,0.0001531740395899001
656,0.00011666621591152638
657,-0.00014207167181063847
658,-0.00035294091401676255
659,-0.0002602623948330834
660,0.0005559296032235887
661,8.311785444778217e-05
662,0.0002422387549852541
663,0.0026063262275616878
664,0.00034257093299912153
665,6.810840312272897e-05
666,2.6687486364286217e-05
667,-0.000640038735555586
668,-0.0001528516059119422
669,0.00028254068265897185
670,2.9501591293775672e-05
671,0.00030565160791612954
672,-6.614847571306667e-06
673,-4.480237432883066e-06
674,-5.420643847016244e-05
675,7.579995780848554e-05
676,-6.733744524182584e-05
677,6.06227710786722e-05
678,0.0005446542776684196
679,0.0013315858666283615
680,0.00010968333650316913
681,0.0006878283815929438
682,-0.00038899973229098616
683,0.0006639117036764414
684,0.00021992832330350188
685,-0.00010127950149442695
686,-0.000224088068772213
687,0.00019352455232873834
688,-0.0003234992495048336
689,-0.00044020737697703804
690,-3.9507590525665325e-06
691,-0.0022541119368585994
692,0.00021957791889853361
693,0.00010205207896815587
694,-0.0002670106735206537
695,-0.0003550304220037483
696,0.00022963599504287715
697,5.280449699601652e-05
698,8.229819395400577e-05
699,0.001499459833109735
700,-0.0005882656518025212
701,0.0012570961937829453
702,0.00014112095694200484
703,0.0020016260593892334
704,0.00021603407517477936
705,-0.00031245249062354836
706,-0.00014722495013673394
707,-0.0012788038929391317
708,-0.0014878559980665705
709,-2.8873589169808724e-05
710,0.0007010847673171198
711,-0.0019861753507154126
712,4.6549061443100476e-05
713,-0.000305738431803188
714,-8.983032847800584e-07
715,-0.0003149319104917513
716,0.0007190856261691872
717,0.0006137682444947197
718,0.0003545760192525029
719,0.005055950855727299
720,0.0004033720853419789
721,0.00022294850502514675
722,-0.00015551575949189673
723,0.0009168704581831062
724,0.0017908208723350842
725,-0.000535783142536118
726,0.001835036244244871
727,0.008728176044050923
728,6.52258223066504e-05
729,6.986348671815932e-06
730,-5.5242010994645296e-05
731,0.00010620945571470035
732,0.008474137800743037
733,0.0007716191830488736
734,8.930215650577498e-05
735,0.0012776150217648232
736,0.00018715397948961001
737,-0.00031152092574175064
738,-4.6636107294830856e-05
739,8.075613281559919e-05
740,2.9033928929810733e-05
741,0.0007023877124686114
742,-0.00038284955155348896
743,0.00039774782443208586
744,0.00045177798122176914
745,-7.777873449198787e-05
746,-0.0004698245043190696
747,-0.0006806779029307576
748,0.003913599620365678
749,-0.0013394871964553998
750,-0.005204255061851804
751,-0.007062425012577765
752,-0.0008023864881270873
753,-0.0009456698906316344
754,0.0014048693268923498
755,-0.0015918644170995059
756,0.00011054047917947943
757,0.0005927636285943039
758,-0.001375994195504143
759,-0.0019712027437453687
760,0.0015082559339471022
761,-0.0006059403877672085
762,0.0014171449279478034
763,0.007077357521930007
764,-0.0006271172826112152
765,0.00023926957226747138
766,5.6748248281799525e-05
767,-0.0009402578124514993
768,-0.0011959545793927158
769,0.000623987991272381
770,0.0026422417461956383
771,0.006471049806004834
772,-0.00032930998236793636
773,0.0007666229010759332
774,0.00048812328952208125
775,0.00284814538056665
776,0.00012832058393437865
777,0.00045388833963226925
778,1.1246272145143074e-05
779,0.0017620357510567239
780,-3.902212947976937e-05
781,0.0003347848690405032
782,9.414275016700624e-05
783,0.002095022944012878
784,-1.3829850182830392e-05
785,0.00020669860513394006
786,0.001244910610527724
787,0.004435795567970503
788,-4.2949874743842605e-05
789,6.116852168410125e-05
790,-2.945350088501019e-05
791,-5.208914784302409e-05
792,0.00027177729462772674
793,6.213683743344009e-05
794,-0.00044109050459969086
795,-0.00011468917068939568
796,7.243880812558178e-05
797,-0.00012866505569232692
798,-7.398804495211066e-05
799,-0.0003553772028589355
800,0.00026128656867009984
801,0.0006364272634649541
802,0.0002022980298299868
803,0.0030992239031476746
804,-0.000230994268613539
805,8.805967246001496e-05
806,-2.837064198990288e-05
807,-0.00016536524625305598
808,5.674976950447943e-06
809,-9.46969870265293e-05
810,-1.0647291521657197e-05
811,-0.0002932809769152339
812,-3.725570557029862e-05
813,0.00013497957484292995
814,-0.0002650743247612175
815,-6.685337737633568e-05
816,0.00023207632035791745
817,0.00030454147230840346
818,9.50693315787761e-05
819,0.00187735929129507
820,0.0008186816827237847
821,-0.003032004884378352
822,0.0025007439527657853
823,0.0012258831959247537
824,-0.002053058075016709
825,-0.002941549830471595
826,0.004206978783911406
827,0.00019986319669321867
828,7.342972097093336e-05
829,0.0008019127132795748
830,0.00023418101592872874
831,0.0005644537311960341
832,0.0002468819112304418
833,-0.0002259055251069622
834,0.00032406237784630737
835,0.0009752412359309494
836,-0.0003148365309139569
837,0.0011939715722214194
838,-0.00018811017328895479
839,-0.0003113771666484006
840,0.0009681045794590601
841,-0.0025004073920987624
842,0.0007104256782856968
843,-0.004819216913840823
844,0.0007957577684950325
845,0.0025033126784153566
846,0.010022618694074408
847,0.03509699702759818
848,-0.000264167497093667
849,1.763252782284432e-05
850,-0.0008078833725840296
851,-0.00038813534666716455
852,-4.829813819348593e-05
853,0.000164662096745442
854,-4.0653031485831505e-05
855,0.00017217535001387067
856,-0.000576337730806423
857,-0.000698463427300792
858,0.0013394869893667567
859,-0.0032100773453334086
860,-0.0038030923458707436
861,-0.0005790039989505944
862,0.0027307639261344207
863,-0.00726421220011674
864,-0.0002601469984448214
865,0.00016477450375150301
866,2.1501040283021503e-05
867,-0.0013735351859450562
868,5.718491425963056e-05
869,0.00040369762935889
870,0.0005440343790446666
871,-0.00036115814116602764
872,6.645419494722013e-05
873,0.0003662341707333992
874,-0.0003038646539313349
875,-0.0003245089536618305
876,-0.0014686238897486886
877,-0.00039634120072299793
878,0.0007161171896465102
879,-0.003696868248664719
880,-0.0006513672234319443
881,0.003102356276147676
882,-0.0008736741711094604
883,0.0051934800024695605
884,-5.351140935296872e-05
885,-5.509446249332189e-05
886,0.0003556301705445389
887,0.0001495676395782315
888,-3.622864759607568e-05
889,-0.00034440081097555724
890,0.0002401153255238501
891,-0.0005252898000818836
892,-0.0005927073587447041
893,-0.0005871739203501747
894,0.00014386004569680772
895,-0.003577899523464942
896,0.0003224446190753131
897,-3.598950043471767e-05
898,-0.00028953402096847585
899,0.0004661113858204765
900,-0.0003147894177256567
901,0.0005282773485770152
902,-0.000873004700131093
903,-0.002442756652295294
904,-0.00012312541099723914
905,0.0002059990899670855
906,-0.0006621628038992229
907,-0.002413597876303667
908,0.0005415622984964713
909,-2.3561311666456166e-05
910,0.0005812738117108812
911,0.0030356303628218903
912,0.0004114573592276767
913,-0.0007561586932858695
914,-0.0013546317418418733
915,-0.00625528916940333
916,4.7227896879606797e-05
917,-3.9136772399109895e-05
918,-5.163840041376859e-05
919,-0.0006590600098103861
920,-0.001414822238702085
921,-0.0005756892834502624
922,-8.318545553127977e-05
923,-0.005950800371786684
924,-0.006672289336334112
925,-0.0008455287264901304
926,0.0013614409210792023
927,-0.01887055516648484
928,0.002680780553230108
929,-6.0127503243602764e-05
930,-0.0036720269357576668
931,-0.003990290414030456
932,-0.0006101797327730684
933,0.00019239308451384827
934,0.0005641221723782706
935,0.00035926429029839473
936,-0.002192638593109141
937,0.0015294706490028838
938,-0.0034230010520543155
939,-0.009829903230195822
940,2.634477606485373e-05
941,-0.00014284148180827752
942,-0.0001080477017533013
943,-0.0010009443319228576
944,4.8583734027636645e-05
945,-1.1033753120773809e-05
946,-0.00026680750811115394
947,-0.00038235233221937736
948,0.00011190992508237038
949,6.059844271017712e-05
950,-0.0002198726632656692
951,-9.235924096623438e-05
952,-4.905376741412232e-06
953,-0.00014034699598081194
954,0.00010469103087323304
955,-0.0002963322630329636
956,1.1001665795593493e-06
957,-0.0001516179123861942
958,0.00030936921285700853
959,-0.00031159668884239516
960,-0.000432962307892868
961,0.0033038286598770475
962,-0.0010420193783659928
963,0.004386547182116558
964,0.0018939189071388598
965,0.0010881913251466044
966,-0.0008376353063311913
967,0.004942510773444974
968,-0.002371027187501299
969,-0.0008672420343696156
970,0.0016357509160758407
971,-0.005995761400464113
972,-0.00044514283634851354
973,-0.000572457263797373
974,-0.001696181415739121
975,-0.00893043685499048
976,-0.001920420909005471
977,-0.0005641267883782588
978,-0.0009187045243597322
979,-0.010430292434962785
980,0.0004566258877217428
981,-8.747682390565847e-05
982,2.1314059792291415e-05
983,0.000515974148379528
984,0.0001943414466891297
985,3.827425483632589e-05
986,-1.76501271890624e-05
987,0.0005403775534067724
988,-0.001893229637694644
989,0.0015093180720041437
990,0.0021661632277547044
991,0.005302979187056823
992,-0.0005968200335528024
993,0.001931242146468277
994,-0.0003027868823624961
995,0.0034496387808894452
996,-0.0004716939656969904
997,6.734359564002378e-05
998,0.0007368244574303403
999,0.0014548315603475446
1000,-0.0005744736686771319
1001,0.0011821212806691084
1002,0.0007616648173194752
1003,0.004611057536633718
1004,0.00025772812683026145
1005,6.068445488756567e-05
1006,4.1741825936756595e-05
1007,0.0011885629623939484
1008,-0.00011938211302032566
1009,0.0007268034267582743
1010,0.0009455906620660947
1011,0.004835045551117771
1012,4.5192444694236144e-05
1013,-0.00027615523818267816
1014,0.00025437909738719585
1015,-0.00033109303777294365
1016,0.0007417167097208805
1017,-0.0008613259649278435
1018,3.795320421242097e-05
1019,-0.00023270698347414964
1020,-0.0020308133109920167
1021,-0.0005178811831021028
1022,0.001856312428039885
1023,-0.0026478619897558064
1024,0.0029123291671494327
1025,-0.0014051003816302997
1026,-0.0002873954365159723
1027,0.005632870585153882
1028,0.0005579521256683504
1029,-6.135047732259317e-07
1030,-0.0005089150819946119
1031,0.000991989944805046
1032,-0.000266757032345327
1033,-0.0007394568097954246
1034,-0.0005454562692429051
1035,-0.004302972344798142
1036,0.0014282335557919317
1037,-0.0001343007004383626
1038,-0.0006518065874391443
1039,0.0016528254790212807
1040,-0.00021122601429072975
1041,-0.0003124504011266137
1042,0.0005150936582866281
1043,-0.0016034676047279013
1044,-0.0004417584593079981
1045,3.6573569419755587e-05
1046,-7.822285888068299e-06
1047,-0.00026354526187406655
1048,2.544539901574375e-05
1049,-2.9770332017080087e-05
1050,6.082532249831311e-05
1051,-0.0001376455148340201
1052,0.00017904135519016077
1053,3.138045845226004e-05
1054,6.818393213042918e-05
1055,0.0010127036722448871
1056,-8.175550041911773e-05
1057,-0.0014009951001826987
1058,9.334982417526611e-05
1059,-0.004843523372725916
1060,8.883083163901633e-05
1061,-0.00041019687729654556
1062,0.00032204510856124764
1063,-0.0009621280825865744
1064,0.0004862806085012212
1065,-0.0004262499151717515
1066,0.00010135382098953187
1067,0.0012736190114059193
1068,-0.0001378343754389154
1069,-7.562868814051876e-05
1070,-0.0003993793652405396
1071,-0.001606371257511282
1072,-0.0005265731493689642
1073,9.366626764788234e-05
1074,-0.00046263171904358175
1075,-0.0026885344054923157
1076,-0.0002278891396309996
1077,0.00028706349254942323
1078,-0.00015268783223242667
1079,-0.0005162009834149005
1080,4.846085969436753e-05
1081,-1.818044979122911e-05
1082,-0.0004135282808447518
1083,-0.0006882043899096261
1084,-0.0016331570102836011
1085,0.0015504831593065888
1086,-0.00032123422963542645
1087,-0.004959757185029423
1088,0.0013037985319093407
1089,-0.0011531664075960612
1090,0.0031588811874569706
1091,0.011560042283289579
1092,-0.00026714866012865295
1093,-0.00039231765279050415
1094,0.0025065465048563678
1095,0.0069924216222746315
1096,-0.0015435973100643152
1097,-0.0021510470550893013
1098,0.004778142545957607
1099,0.0052903736250267015
