,drop_black_hybrid
560,-0.0002815784026818662
561,9.358607645114038e-05
562,-0.00045538139933752484
563,-0.0020107365234299335
564,0.004914751198702974
565,-0.0008276106417049372
566,-0.0017327027600038123
567,0.006190849266981746
568,-2.6288759292802016e-05
569,0.0006955561720463727
570,-0.0009133054960610668
571,-0.00035112038420007395
572,-0.00011870310313175413
573,0.00017658218236332417
574,-7.226658737283923e-05
575,5.974422530819725e-05
576,4.266418990695519e-06
577,-1.2503510111675935e-05
578,3.834417992215422e-05
579,0.0001153652787973614
580,-0.0001114785287692036
581,0.0001894263937163095
582,-0.00018308972545067446
583,-3.6403671016637366e-05
584,0.0005599732846938728
585,-6.787944474343574e-05
586,-0.0003474964093228655
587,0.00040760444341143815
588,0.0002642644338755462
589,0.00017121025106070533
590,-4.167980958996766e-06
591,0.001389540276000662
592,0.000787218063878867
593,-0.0009385646326206001
594,-0.0037720094024212935
595,-0.01108173473137148
596,-0.004021419097405945
597,0.0056048818442363145
598,-0.0011224461901558251
599,0.0015978082778067726
600,0.0005278005472350441
601,-0.0036886544055148205
602,-0.0006070771278280707
603,-0.01123455595851326
604,-0.000809457499112541
605,0.0028590153109288603
606,-0.001592033777463144
607,0.0016736594579618259
608,-0.0012374972300322022
609,-0.0035592367778564575
610,-0.0010245297904802589
611,-0.017956664948179813
612,-0.0016491058809243086
613,-0.0003151412290681992
614,0.0034014444523672188
615,0.003908865913904813
616,-4.853380998661397e-05
617,3.373978283844525e-05
618,3.202367023092415e-05
619,-0.00025560600985635046
620,-0.0002126560518027816
621,-0.00020196054131496068
622,0.00017647771193205476
623,-0.0007369142534679335
624,0.00044955644140670214
625,-3.235439146500007e-05
626,-0.00038380174944792393
627,-0.00024943253392183524
628,3.744032705448607e-05
629,-0.00030559935814900225
630,0.00011656391331464977
631,-0.00013888449330517054
632,9.737228411760285e-05
633,1.3940280621335599e-05
634,0.0015128417941588194
635,0.0048919922622586145
636,-0.00034764736197752497
637,-0.0001394730370985561
638,-0.00024916925852378765
639,-0.0021345781203781066
640,0.00029016335577139056
641,0.00010495174125185337
642,0.0008832393393177073
643,0.003087830087940412
644,0.003249107149263435
645,-0.0022567753260186235
646,0.00035557799616776057
647,-0.0031983559919092196
648,4.408313472065837e-05
649,-0.00023392063403549778
650,2.113108477053204e-05
651,-0.0006560802129710297
652,0.00012907222481846686
653,-0.00012056575497746644
654,-0.00016075064727773088
655,-0.00023828484091158435
656,-0.0014247431433154548
657,0.0007440655286073183
658,0.0009338841146640757
659,0.0012295003056237972
660,-8.974347647401967e-05
661,-6.377911576744159e-05
662,-1.1001108541228858e-05
663,-0.0005666938915499376
664,-0.0005755687876023012
665,1.7208201975516078e-06
666,0.0008118739343081282
667,0.0005594732940596647
668,0.00025526538599955953
669,-0.0003248944879125798
670,-2.5023167477221623e-05
671,-0.0003513190468165599
672,0.00012955007979685668
673,0.00042872339487881475
674,-0.00021759507377681748
675,0.0010940515631017126
676,0.00020892731478792492
677,-0.0004525743679623264
678,-0.0007563074443893863
679,-0.0036081169181964396
680,-8.625699799986699e-05
681,-0.000305779513970065
682,0.0003179240161718054
683,-0.00043392848484290637
684,-0.0004838090663179571
685,0.00011323547081987528
686,0.0001862585716912472
687,-0.00023835527286511786
688,0.00018056050253448502
689,0.00030683649173796654
690,3.327151770430756e-06
691,0.0015412618330428085
692,-0.0003325253014022822
693,-8.043661878822697e-05
694,0.0005464681475498966
695,0.0004581052241248358
696,-0.00025891319641541105
697,-1.9937028413207838e-05
698,-3.953563633012885e-05
699,-0.0008469042694144393
700,0.0008278717341360855
701,-0.0013113056869575978
702,-0.00010735559239201235
703,-0.0020756844759453764
704,-0.0005291342929739165
705,0.0011568086169147398
706,0.0006727751411230294
707,0.004291421316747058
708,0.0003544700530680753
709,3.0239228067943995e-06
710,-0.00016843618419039308
711,0.00037576053384031597
712,-0.00032960545359446105
713,0.0006227024039348503
714,7.818719087097423e-05
715,0.0014690509244994698
716,-0.001959627831052449
717,-0.0020747612229287315
718,-0.001285826480127053
719,-0.016148640245570185
720,0.00018945189493965644
721,8.281878922949917e-05
722,-5.166191639748348e-05
723,0.00036851180566037334
724,0.004217914983856994
725,-0.0013035226681193512
726,0.0036848372341978623
727,0.019567816405849682
728,-7.022553746318217e-05
729,-4.881421840395798e-06
730,3.435937231447272e-05
731,-8.210609989030796e-05
732,0.0029164854881872067
733,0.00024502106868382723
734,2.8298234091412706e-05
735,0.0005523676999880523
736,3.3770415450453686e-06
737,-7.367302235626019e-05
738,-5.730495757079743e-05
739,-1.6516452794162593e-05
740,2.558057385832736e-06
741,8.768439847872691e-05
742,-1.9087437118684973e-05
743,3.6479440376138246e-05
744,0.0011603166771352732
745,-0.00029846926711306327
746,-0.0018192747065935706
747,-0.0023550910418181515
748,0.005952247022541063
749,-0.001937575524055061
750,-0.007519768217339605
751,-0.010381230337361104
752,-0.0023480539808595187
753,-0.002733015132145518
754,0.003963965354415442
755,-0.004579794508560724
756,-1.8773593244760626e-05
757,-0.00011827369230194598
758,0.00048039724237474227
759,0.00046975396571320016
760,8.81622679091426e-05
761,-4.1745268312965515e-05
762,0.00010448673476243272
763,0.00047447887913535357
764,0.00011006861479448698
765,-7.168770726214816e-05
766,-1.2224179323898226e-05
767,0.0002146521512381242
768,5.1965335637663734e-05
769,-4.7037142447037954e-05
770,-0.00017373630161691533
771,-0.0003951206049668828
772,-3.2937779424398544e-05
773,6.196900348294252e-05
774,4.963799481478773e-05
775,0.0002691813859365408
776,4.600048809053439e-05
777,0.00012388590186929714
778,1.1888616528363794e-06
779,0.0004664632216554822
780,4.1289419903672316e-05
781,-0.0008936957987545935
782,-0.0007132157500629563
783,-0.004548271702979748
784,-2.0052651975365823e-05
785,0.00027646120850133765
786,0.0015422336898487036
787,0.00590685140427429
788,0.00010611984342644756
789,-0.00010724242450806976
790,3.30673140390407e-05
791,8.553636329527348e-05
792,0.0004468651413686372
793,9.421951608630634e-05
794,-0.0006384101693241611
795,-0.0001755952810580236
796,0.00010197392766985076
797,-0.0001520137195123902
798,-0.00011890866129657548
799,-0.0004890191748252699
800,0.00041048208919969076
801,0.0009309810335929895
802,0.000316479664420892
803,0.004744826477808894
804,-0.00044978304203807255
805,-0.00039002443437605557
806,0.0003566434796996909
807,-0.00176703037146056
808,9.401200686869138e-06
809,-0.00016325138060249757
810,-2.7967862645012167e-05
811,-0.0005597033578887555
812,-0.00010398012823681977
813,0.0005118033445630337
814,-0.0005239228862359041
815,-0.0001752765359931013
816,0.00020181610740702284
817,0.000247560594522052
818,7.637633269789005e-05
819,0.001553122507372007
820,-0.000183120536479727
821,-0.00043231333779389055
822,0.00038760979846142563
823,3.74294847946184e-05
824,0.00011141001859257359
825,0.00021599772810102392
826,-0.0005847751319453576
827,-1.6840031209796742e-05
828,-0.00035443487969746205
829,-0.00036593377005395504
830,0.0001959131771045532
831,-0.002284054387117332
832,-1.3413242325976124e-05
833,-3.9960027348431994e-05
834,5.1486832339592406e-05
835,8.034088675961572e-05
836,-0.00011989088234650544
837,-0.00019314107618682323
838,0.0002330481959967792
839,8.18029076875948e-05
840,-0.0001921387956422918
841,-0.000532189081503775
842,0.0001858974635403675
843,-0.00042586809701437926
844,-0.0002509327017036363
845,-0.0005022216673444417
846,-0.0008548392129272718
847,-0.006601656033815758
848,2.3779446246663784e-05
849,-0.0001674733048558107
850,-0.0005370150814168086
851,-0.000605482787018064
852,0.0003589292075700895
853,-0.00042327446771660786
854,0.00033775140191069853
855,-0.00045947691897976517
856,3.796744794251504e-05
857,-0.0001017336917251139
858,0.00039579934742055295
859,-0.0004303015277606244
860,0.0016644921108260316
861,0.0001768798909087354
862,-0.00025281783293670796
863,0.0018405930726983688
864,0.00020920623932943743
865,-0.00034444556695394806
866,3.9794430220490525e-05
867,-0.0002631329814084147
868,0.0006047828809099638
869,0.0012298395783436609
870,-0.0024252167314815316
871,-0.003851741951400863
872,-0.0023991494157112516
873,0.0028916869892726665
874,-0.0014624396489084424
875,-0.0033072847268356066
876,0.0008896702506074781
877,0.00023431140016664332
878,-0.0004141039918542785
879,0.0021855138681295145
880,0.00039415712909448165
881,-0.0018304679673096392
882,0.0005046604314878408
883,-0.0030706886837633144
884,-5.099333124013067e-05
885,4.2507909603795474e-05
886,-0.00013600064887484765
887,-3.752312344428013e-05
888,-1.2506748610706963e-05
889,0.00010676715469599464
890,-0.0001089967114888238
891,1.045223000287154e-05
892,-0.00011287664934854975
893,-0.00011704931195191918
894,2.962460598313487e-05
895,-0.0007151066908518712
896,0.001260896250587633
897,0.0002251536269793876
898,-0.0007958536648858918
899,0.002587645535178956
900,-4.899385991612226e-05
901,9.134581063360188e-05
902,-0.00010542608077224725
903,-0.00036399023982455547
904,0.0001450533816752135
905,-1.2078574035963901e-05
906,-1.6224573542997525e-05
907,0.0002277302461912013
908,-0.0008467965571741173
909,-0.000218539696302253
910,-0.0009335407025002896
911,-0.008054220439401318
912,0.0006368691394084119
913,-0.0016282578641082406
914,-0.0022603797551275567
915,-0.010883046239918587
916,-0.0007402924276061016
917,-0.00013407096374849607
918,-0.00013052325923985366
919,-0.0031687990403878622
920,-0.0007060694229957714
921,-0.0002966885969852789
922,-4.221247701608609e-05
923,-0.0030179403405331644
924,-0.0028483599212603713
925,-0.0003866630144115677
926,0.0006512968746037293
927,-0.008515515141749513
928,-0.001212101579784403
929,2.6308072482045257e-05
930,0.0014964938020596002
931,0.0017278065807857202
932,-0.0004031466758920354
933,0.00014114633314767493
934,0.0003966693768259248
935,0.0002508308621886776
936,0.0007029406550404933
937,-0.001429895045064505
938,0.0020415790325913137
939,0.005388241933562337
940,1.9848761999105748e-05
941,-0.0001275644380108518
942,-7.407655012997235e-05
943,-0.0007612496027154907
944,9.834877297451933e-05
945,-1.739825814345702e-05
946,-0.00034456583351146223
947,-0.0005886176260681128
948,6.249525786573952e-05
949,2.6592776083810673e-05
950,9.4741465778839e-05
951,5.87921240535335e-05
952,3.505516849884643e-05
953,5.034837685428513e-05
954,-7.709181533423864e-06
955,0.0001457187487740816
956,4.424744108223517e-05
957,-6.343040187234913e-05
958,0.00011658889997640295
959,-8.023787171639599e-05
960,0.00013384692374197128
961,-0.0010796097138737438
962,0.0004165574912115204
963,-0.001499763769534825
964,-0.0007731830837759739
965,-0.0006625936673693647
966,0.0005865126176361522
967,-0.002773233059302897
968,0.0005433202407126932
969,0.00017635622005361174
970,-0.0001871985080725953
971,0.0010581912237014695
972,0.0002699250349480556
973,0.0003380275517237518
974,0.000977738792036172
975,0.005281362712438564
976,0.0011627125521226802
977,0.0003332794497783203
978,0.0005308401374670192
979,0.006167554621453056
980,-0.0003298285658629437
981,0.0001511055054694791
982,-5.994845179691309e-06
983,-0.0004908949166559144
984,1.832829149398991e-05
985,3.659822966156507e-06
986,-4.491115836342867e-07
987,4.278479177378308e-05
988,0.0006522567894360998
989,-0.00042160422476932166
990,-0.0005657440547486007
991,-0.0015571405808784207
992,0.00010536829742245907
993,-0.0003115410340634581
994,3.600209581420685e-05
995,-0.0005204786798731127
996,-2.9701109578812782e-05
997,-7.656082001777336e-05
998,-2.1632723954466195e-05
999,-0.00016911351783007868
1000,7.671300069771972e-05
1001,-0.00012146665904747216
1002,-6.708152314548427e-05
1003,-0.0004973757280099417
1004,3.981459931646244e-05
1005,-4.811243137097946e-06
1006,-1.1881565392132072e-06
1007,5.050044229564399e-05
1008,3.282363723061984e-05
1009,-0.00017681811593906583
1010,-0.00029746179450587895
1011,-0.0013335033511084724
1012,4.0314517269631344e-05
1013,0.00018892790323322853
1014,-0.00017705344413835523
1015,0.0003272133225015273
1016,-0.00070739335258277
1017,0.0007330331394144543
1018,-1.9470050004684033e-05
1019,0.00019487329382886605
1020,0.002054120526269492
1021,0.0004822337803349064
1022,-0.0016926512012185927
1023,0.002512025185649021
1024,0.0029152742086140863
1025,-0.0012693864285510136
1026,-0.00027885074477393044
1027,0.005369544757995569
1028,-8.721603091155215e-05
1029,-1.0399592410460562e-08
1030,-4.450882075166517e-07
1031,-3.218888910203403e-05
1032,2.3300525148172575e-05
1033,7.832412565136959e-05
1034,-2.0028942563577256e-05
1035,0.0001917209087062228
1036,-0.0016719639656276716
1037,0.00017129892987039174
1038,0.0008475671970933323
1039,-0.002061766248007961
1040,0.0007943468653997713
1041,0.0005016561619319006
1042,-0.0008196850659994132
1043,0.003120173096112744
1044,-0.00015024640737119048
1045,2.1376234267986154e-05
1046,2.77069267149487e-05
1047,-0.00013888124897046603
1048,-9.380826542486405e-05
1049,6.52413549889491e-05
1050,0.0003866515141147548
1051,0.000870589524044943
1052,0.000142489714453703
1053,1.7482606943408096e-05
1054,7.842212390945387e-05
1055,0.0007669012573757665
1056,6.833567054223944e-06
1057,7.07892184590016e-05
1058,6.380888593062001e-06
1059,9.33206742114756e-05
1060,9.218895993810571e-05
1061,-0.00030062772468197077
1062,-0.0001816933494016044
1063,-0.0016259996259496807
1064,-0.000244045544622568
1065,8.878020891263483e-05
1066,-6.934558468718613e-05
1067,-0.0004947428873482684
1068,6.494587737353107e-05
1069,-1.9692301753640796e-05
1070,4.249476597306459e-05
1071,0.00012191767417676254
1072,0.0009408961420227993
1073,-0.00017386088252178226
1074,0.00041351851663123967
1075,0.003708032915932203
1076,1.7664053910313505e-06
1077,-1.4487057899500621e-06
1078,2.2184712610763666e-06
1079,5.019446279353419e-06
1080,-0.00018627212859296675
1081,2.3727794191191447e-05
1082,0.0004890808549111676
1083,0.0011317725989150528
1084,0.0028795176317457215
1085,-0.0010099717170123763
1086,0.00019008913053008734
