,drop_virtual
301,0.0003005282845468481
302,-0.00012089228500789828
303,-0.0007297217442322831
304,5.021481391108059e-05
305,6.662837015603209e-05
306,-0.0003565421415425676
307,-0.0004310578221275355
308,-1.3840029612662574e-05
309,0.00024919335772158893
310,0.0006161205312503298
311,0.0014064467153809275
312,-0.0006424319548915829
313,-0.0007277573183760394
314,0.00010275765455755404
315,-0.0041188408529003705
316,1.5728932392781814e-05
317,-0.00032967117277779096
318,-0.0007882421488255226
319,-0.002998937789326345
320,-0.0003090354685914588
321,0.00014242839928407973
322,0.0003069016790924091
323,-0.00026539490378234206
324,-0.00011890305934077136
325,-0.0019384581660107005
326,0.002189653270954479
327,-0.0003585170099426798
328,-0.00016898921792858566
329,-2.5298554867449924e-05
330,8.965522359469766e-05
331,-0.00016077243491182717
332,-0.00019204279150555656
333,2.5027124953726165e-05
334,0.0008817334178574921
335,0.0021426594922274254
336,-5.448612818437436e-05
337,-1.292937786222284e-05
338,6.002109155279205e-05
339,-0.00018586212290860692
340,5.667776295478339e-06
341,-0.0004300232140717219
342,0.00012293629790770561
343,-0.0011278481379150484
344,0.00010674452256687856
345,0.0002921551797681652
346,-8.992072052651618e-05
347,0.000996697941254264
348,-9.036631545238783e-05
349,-0.0002492613149311832
350,0.0007719284507915378
351,0.00043533305842641213
352,0.0003536417342534018
353,0.000365656518383465
354,8.440501828943575e-05
355,0.00024163652945094821
356,9.966488445110528e-05
357,-0.0006619728713971051
358,0.0007750478588394632
359,-0.0010842310281993998
360,0.00033032390122823574
361,0.00034606526974220985
362,0.00011303197086752529
363,0.0008214875931054813
364,-0.02239321010652392
365,0.0020597942393889997
366,0.013142390402526589
367,-0.029918469127428494
368,-0.005930622726070721
369,-0.008349583947957194
370,-0.0017522515150120031
371,-0.04989027137205156
372,-0.013534427682559167
373,0.005344089854323079
374,0.0016010320759197315
375,-0.026791249624616455
376,-0.006690416632758846
377,-0.0015867602436476717
378,-0.005775162932757536
379,-0.04149369769580109
380,-0.00039207455948146237
381,0.00034072766489918587
382,-0.0005502573691916315
383,-0.0018675321527803928
384,3.577230136704589e-05
385,0.0003987534406033739
386,-0.0006388096606249217
387,-0.0009561498929715814
388,-0.0025720619184928825
389,-0.0012718877158801377
390,0.00047063508707176674
391,-0.0054793688494488724
392,-7.680567148983002e-05
393,5.15600102965832e-06
394,-0.00030240503123737727
395,-0.001738518196704784
396,-0.0001886192427786024
397,9.235034477166106e-05
398,-0.0014468142882250925
399,-0.004098799205827277
400,0.00029050924719328634
401,-0.000165689867167219
402,-0.00038686082395832935
403,-0.0014220124076019507
404,0.0008643688885290656
405,-0.0001165012617479418
406,-1.91871515005505e-05
407,0.0015813816316481433
408,-0.00020002974358094688
409,0.00027277368918860085
410,0.0007883248814590518
411,0.0026795955696451482
412,0.0008991645081227827
413,-0.000132713607893965
414,-0.0021311322593130684
415,-0.004151253971905618
416,-0.0006140321697080819
417,-0.0002990344510282056
418,-1.0004594751338236e-05
419,-0.0027419409585829426
420,0.004300260493653146
421,-0.003860967958903928
422,0.002711510161253469
423,0.009791639752698285
424,0.007061827247896627
425,0.005793757819322269
426,0.00379928183240268
427,0.05132047310967736
428,0.0002814850747975388
429,-0.0003224313754082738
430,-0.00014718355903169401
431,-0.0006717227112251344
432,-0.0013477774561102818
433,0.0009675574246308149
434,0.0036848339272959334
435,0.012593356903005466
436,0.00039368982369047283
437,0.0005980870501364977
438,0.001166420389549779
439,0.007532780897507606
440,-0.00031565941883155145
441,0.0017622782813372514
442,-0.0004735915547506143
443,0.0030324073663809013
444,-0.0004620404934342696
445,0.0019246254842458584
446,0.00014142753113645032
447,0.0070160557256294526
448,-0.0002534371409690171
449,0.0005031232979133061
450,0.00022900124539833614
451,0.0008136355281321904
452,0.0003656123805785784
453,0.00026372210492298277
454,-0.00037579313374644374
455,0.0009280082871368579
456,9.381041170614007e-05
457,-0.0002504816330015588
458,1.3448651451754929e-05
459,-0.0008215115748923314
460,-0.002025580760505287
461,0.000309225263639208
462,0.0012956395426437764
463,0.001684780302004043
464,0.00021777848294388582
465,0.00036977933207683064
466,0.0004004763151046372
467,0.0031005366034593503
468,-0.0014136740281792675
469,7.617369736511677e-05
470,-0.00042336016587391715
471,-0.004691034391087373
472,0.00028811552585059606
473,6.389786813077502e-05
474,-0.0013396762080149908
475,-0.0031788966646633613
476,0.001031525536349707
477,-0.0028487549048624083
478,-0.0035051835826153516
479,-0.01678352547132877
480,-0.0016125272198782511
481,0.0003388937776667541
482,-0.0016732025196879825
483,-0.008987357371280428
484,-0.0006235233421359824
485,0.00021859259809262687
486,-0.0010837999253193362
487,-0.003936459151874174
488,9.67562622324659e-07
489,0.00016941503626295883
490,-8.361878739623706e-05
491,0.00020770127416700049
492,0.00030404697793142126
493,3.085455777488692e-05
494,0.00032603223997341654
495,5.7839972766414295e-05
496,0.0007990549236554971
497,-0.0011326779287426426
498,-0.0005071255429609069
499,-0.0031990329190112964
500,0.00012642769079166972
501,-0.0006875590362175291
502,-0.0015357461211632788
503,-0.005166877470106432
504,0.0013167904384775806
505,-0.0006518819589848554
506,-0.0004386252765417915
507,0.0008973552940576998
508,-0.0009017026435534202
509,-0.0006224504371745284
510,-6.751441185962609e-05
511,-0.004929218899887699
512,-0.00015232336712612784
513,-0.001030871887259432
514,0.0011701287832188306
515,-0.0008355596672865606
516,0.004331497813557403
517,0.0019330782715610544
518,-0.0027224560110293175
519,0.009683472743870866
520,0.0009865043292775662
521,-0.0006980342788040644
522,-4.2494061999576365e-06
523,0.0020472697883565536
524,-2.8879079283160826e-05
525,-3.384950763003409e-06
526,-1.2528883967522503e-05
527,-0.00018730712078599023
528,5.4046571545178146e-05
529,-8.875714454099714e-05
530,0.0016084108798149759
531,0.00795121951960557
532,0.00038757714483391765
533,0.002013385281217814
534,0.000686005221274571
535,0.00852406938117291
536,-0.0006646829793427773
537,-0.0023474114423613947
538,0.002327453283854842
539,-0.0033312747144984894
540,-0.005021549235907867
541,-0.003262856439720854
542,0.00390955207696179
543,-0.008404986934528244
544,-0.002631924863406954
545,-0.0005752481506488774
546,-0.0008732936306768216
547,-0.01100556276135163
548,-0.0003230084327623798
549,-0.00014226748366147164
550,-0.00032575637071472906
551,-0.0025239362113872194
552,0.00026881293293871397
553,0.00011963216198763157
554,-0.00020792506799112055
555,0.0010169197920486626
556,0.00030024961942621615
557,0.00020110465520079752
558,0.00014417715598931134
559,0.0026000581286835054
560,0.0006705356391520032
561,-9.806674858124875e-05
562,0.0003334925953852753
563,0.0025551773799121612
564,-0.0032836798650423783
565,0.0003609019806605698
566,0.0008451604015164928
567,-0.0033012263502390747
568,0.0002548670291681639
569,-0.0014754707708362984
570,0.00357174772834195
571,0.0012903273118537873
572,-0.0001862446923259897
573,0.0005720509453446458
574,-8.246360562866468e-05
575,0.00011586202097360752
576,1.1450026701996742e-05
577,-0.00012887957840022592
578,6.196155909659615e-06
579,0.0003715601461438252
580,1.6607701304144262e-05
581,0.00047999760051259957
582,-7.513515319711709e-05
583,-2.9317060736830286e-05
584,0.004257943472124022
585,-0.0005258934506898567
586,-0.0027359362932980764
587,0.00315492371067159
588,0.004003843473636822
589,0.002698662711330048
590,-5.1411399376438136e-05
591,0.01975386024038689
592,0.00038928684384537907
593,-0.0002596150074423208
594,-0.00032576040530921227
595,-0.0031890216890750928
596,2.4980451841707084e-05
597,-0.00011620235459762334
598,-2.3919296460376466e-05
599,-2.1366794354548853e-06
600,0.0003843713611216656
601,-0.0009123974640159595
602,-0.00028500143224258786
603,-0.005331263089278361
604,-0.00036168781222115125
605,0.0013617089257574578
606,-0.0007890693163203732
607,0.0007931187538208399
608,-0.00015456930467568173
609,-0.0005435899818744986
610,-0.00025739477583554146
611,-0.0031404803144347163
612,-0.0005559009530324702
613,2.302671591969195e-05
614,-0.0005917769139478868
615,0.0001162473943113732
616,-0.0031033714891383654
617,0.000489412509281123
618,0.0005439602766244705
619,-0.005515493314214519
620,-0.0011986776199072859
621,-0.0014088021920670023
622,0.00132021785740377
623,-0.004925417439332244
624,-0.0004632362871380951
625,5.01578511549472e-05
626,0.0004911475455169946
627,0.0003143189900049088
628,1.519550007696655e-05
629,-0.0004624254563625954
630,0.0002517507703450026
631,-0.00017918323993932126
632,-0.00010384332353900306
633,-1.391631062281807e-05
634,-0.002119636298296971
635,-0.00564670191988202
636,-0.00043502146261908237
637,-0.00018112899128628512
638,-0.00033692086477529396
639,-0.002777752703506689
640,0.0007928521779292951
641,0.00025422012963265047
642,0.0009691452842932941
643,0.005823641643831817
644,0.0007450632538717919
645,-0.00855892202320941
646,0.0006953134193187852
647,-0.004469760423623304
648,0.00016333877624948886
649,-0.0017376904468843607
650,7.683258592303862e-05
651,-0.003061626177379809
652,0.0006832587671322182
653,-0.00018402531062546013
654,-0.0006325414246625554
655,-0.0007409200217308698
656,0.0001840520421838379
657,-5.967479833426573e-05
658,5.533597615238478e-05
659,-6.540632533636598e-05
660,-0.0002528223094033685
661,4.652321543825548e-05
662,-0.00019665052280405616
663,-0.0011249923433870792
664,-7.568295428062507e-05
665,-3.517287946483008e-05
666,0.0002182746800501348
667,0.0003740201358373687
668,0.00019048555692803426
669,-0.0003857832746217441
670,-3.4926617943983226e-05
671,-0.00038483440077440864
672,-4.427103880602902e-05
673,-9.095386190044242e-05
674,0.0001522170949211944
675,-0.00046722404154740297
676,-0.00019359301198874017
677,0.0008526613451355623
678,0.0007458642453466521
679,0.0045916997940326785
680,-0.0001398892435250098
681,-0.0007912043116809912
682,0.00045152030623729655
683,-0.0007909517645968553
684,-0.00014650393808200233
685,4.6320439399371194e-05
686,0.00013832634755091597
687,-0.0001109161777158668
688,0.00042773657487743446
689,0.0004121863722763292
690,4.332598986855091e-06
691,0.0025556869095469995
692,-0.00018283838567770491
693,-6.273173219247097e-05
694,-0.00021454783161256697
695,0.00013256962059189292
696,-0.00027384587648590284
697,-7.964928738401941e-05
698,-0.00013729327919858526
699,-0.0022591372646949773
700,0.0007151297857688892
701,-0.0015694282923383817
702,-0.00012527566397819255
703,-0.0022058232801154603
704,-0.0002559392585255309
705,0.00027085467071020575
706,0.00011438793338657964
707,0.0012620867865885965
708,0.0017875037932298082
709,3.066968238219255e-05
710,-0.0006698974953922292
711,0.0021407706711457863
712,-9.23221051732553e-05
713,0.0001730880924698207
714,-8.138567189774382e-05
715,-0.0001670579231458528
716,-0.00026538345681962933
717,0.0001130519492722405
718,0.000536458673754343
719,0.0017743426768845156
720,-0.0003635286467021758
721,-0.00029532064427641934
722,0.00019833958400367516
723,-0.0010514005947982789
724,-0.0034173334968744125
725,0.0009850629175765884
726,-0.003530714813336391
727,-0.01652672645094752
728,7.316295403913132e-05
729,6.841169410025316e-06
730,-6.391143389536718e-05
731,0.00011505285413311574
732,-0.012678685397567961
733,-0.0012497435390778603
734,-0.00014571936564624746
735,-0.0013706519084179505
736,-0.00046901147173310974
737,0.0005699386515405746
738,-0.00014225343327489083
739,-0.0003048322985281929
740,-1.9227181235439024e-05
741,-0.0004883362580187083
742,7.498809588466126e-05
743,-0.00021798816576103404
744,-0.0011225216725788312
745,0.00016452640751747665
746,0.0009392247037716666
747,0.0014909428790031137
748,-0.007407278113383843
749,0.0023684756201980926
750,0.00960795653571593
751,0.012965098606510512
752,0.0018226115563412454
753,0.0018772895089849684
754,-0.0026027976622707777
755,0.003223348246015118
756,-0.0003060207578692073
757,-0.0017309833920815805
758,0.00467915691007176
759,0.005964966858559273
760,-0.00255533683712916
761,0.0009979382679687614
762,-0.002345194124707688
763,-0.011787637819542488
764,0.0006571020929693794
765,-0.00028871342085259015
766,-7.447348141534089e-05
767,0.0011212928193326686
768,0.001946141774494811
769,-0.00090973929110093
770,-0.003937655310189948
771,-0.009883708612451218
772,0.0004675240621087371
773,-0.0012219013051854447
774,-0.0007829870498095086
775,-0.00439755660612137
776,-0.00015956960479363784
777,-0.000671246250159952
778,-1.2990520620185676e-05
779,-0.0023955899486933895
780,6.50774046887412e-05
781,-0.0006019740220822797
782,-4.782034923760092e-05
783,-0.003329943089793403
784,2.5437453079571718e-05
785,-0.00033192427030033375
786,-0.002263503991943228
787,-0.0077577728788031375
788,2.8726617560475406e-05
789,-5.885811516242715e-05
790,2.7371732634237534e-05
791,4.568373760285606e-05
792,-0.0003114664164392968
793,-6.806796008630717e-05
794,0.000445999431014189
795,0.00012393275299813655
796,-8.609295583026258e-05
797,0.00013856082096348147
798,4.299297086997709e-05
799,0.00034419666625470566
800,-0.0003464429063199439
801,-0.0009336021049212298
802,-0.0002897660758912956
803,-0.004371752006740847
804,0.0004132095874542758
805,-0.00032102015431795407
806,-6.807575400920134e-05
807,0.00035641223589790604
808,-3.428252235342547e-06
809,5.560441157321677e-05
810,-1.107284567833247e-06
811,0.00012665279342474026
812,2.306183178254145e-05
813,-4.919539161455771e-05
814,0.0002002062679781205
815,4.19978122017472e-05
816,-0.00027632427821224533
817,-0.00039924316482053713
818,-0.00013301351537090572
819,-0.002448273203503542
820,-0.00033458551695506316
821,-1.3085529196969632e-05
822,0.00018632451458968063
823,-0.0001262846866938903
824,0.002142053003825288
825,0.002662083056552254
826,-0.0035124403798314765
827,-0.00018790365166568415
828,-0.00014503289994554388
829,-0.0024293489097572613
830,-0.0003489562449588201
831,-0.003302279346724962
832,-0.00016234946528789778
833,-4.445599317785234e-05
834,5.277071701868144e-05
835,-0.00013879474054511636
836,0.0010400764476029864
837,-0.0036479846995828443
838,0.0012394638782579435
839,0.001189995119711986
840,-0.0010997169989215186
841,0.00028048638305439326
842,-0.0003305314941467771
843,0.002905629058607273
844,-0.0005911015383695464
845,-0.001823399566820184
846,-0.008004902012924565
847,-0.026680860147883047
848,0.001224578802071552
849,-0.000741983713885677
850,0.0005532831520127117
851,-0.0013071399746551954
852,-0.0007055924606163846
853,-0.0029353439036869052
854,0.002047412203507838
855,-0.007612965720845389
856,8.193764868290723e-05
857,-0.0019076570880239793
858,0.00010916956491721226
859,-0.001379612757172577
860,0.0014914044831554941
861,-2.6080294844207925e-05
862,-0.0005372257446204723
863,0.0013337158535508663
864,-8.122328573961759e-05
865,-0.00419187480211731
866,0.0002713538898308139
867,-0.010929932791836556
868,-0.0002774369354144006
869,-0.0007339707911718159
870,-0.00026655907051248206
871,0.0013616041577065767
872,0.00018916052043593373
873,-0.0010659452537679797
874,0.001253768775844925
875,0.001410859517763299
876,0.003578572546120931
877,0.0009468090931506756
878,-0.001681082700680995
879,0.008832501135768516
880,0.0015857658624763933
881,-0.007399352290543465
882,0.0020491679343445836
883,-0.012409490343318083
884,-0.00024141658364563575
885,0.00015247230916635114
886,-0.0012011336528518512
887,-0.0002686252626189605
888,6.591894745074227e-05
889,0.0011554424496630204
890,-0.0009523318701349254
891,0.0014421810775849537
892,0.0011119087164422675
893,0.001125927746735299
894,-0.0002797486389832601
895,0.006864151361146245
896,-0.00039349842799649013
897,2.72569304074439e-05
898,0.0007116999109471316
899,-0.0010743989235295667
900,0.0006410586732272809
901,-0.0010743969583484896
902,0.001961671098815927
903,0.0051602166652131585
904,0.0007589557368091355
905,-0.0005447427070017955
906,0.0016714986409986925
907,0.006833121921126092
908,0.0006356401315806957
909,0.00047275176157127223
910,0.00044000044561620655
911,0.009155182836721806
912,-0.0005997547566719337
913,0.001625042860673504
914,0.0026928068623431264
915,0.011312991513980812
916,-9.932626863783838e-06
917,9.512719597133081e-05
918,0.00010496322746914908
919,0.0015865410418854462
920,0.0020176899540613855
921,0.000824343763233136
922,0.0001203046072585951
923,0.008538296490815594
924,0.008600744577101995
925,0.0011120349715717992
926,-0.0021590183791736074
927,0.025984170573637076
928,-0.006206743856534383
929,0.0001363607378843462
930,0.008029182458238422
931,0.009012016914207823
932,0.0009715645624483472
933,-0.00029417932281527716
934,-0.0008825790889413407
935,-0.0005615425614025322
936,0.0046423461667010335
937,-0.003998794848474976
938,0.007839364923944978
939,0.022468743215667535
940,-2.0163311180245217e-05
941,0.0002045501592303732
942,0.00014580017923931102
943,0.0011206661143385857
944,-8.553717546954752e-05
945,1.447866400060238e-05
946,0.0004117759874186269
947,0.000579272608348231
948,7.11982538782946e-05
949,-0.00011676186516077241
950,0.0005122695026970089
951,-7.808042585663263e-05
952,-7.271574694121097e-05
953,-0.00011906564744243288
954,8.013224379093962e-05
955,-0.00041920500108186905
956,-9.641323767672615e-05
957,-0.00021388471150379952
958,9.104089753885335e-05
959,-0.00030162233020891374
960,0.0007402112535202011
961,-0.0047968992885323355
962,0.0014162641058639096
963,-0.006655880735983787
964,-0.003130080659261859
965,-0.0017548364555887948
966,0.0011322679755466746
967,-0.007661427803960805
968,0.005102745205352394
969,0.0018124700230452262
970,-0.003139661614205176
971,0.012241556926296637
972,0.0010855342313632972
973,0.001366209703157792
974,0.003971755376632435
975,0.02134252613795736
976,0.0046773453969393905
977,0.0013468965184640967
978,0.0021553145493751575
979,0.024924373861513312
980,0.0005364737464246094
981,-0.0002893520964104823
982,-1.7746872851272602e-05
983,0.0007815061706947236
984,0.00011179135089721679
985,9.853911837939116e-05
986,-6.381955618498376e-05
987,0.0009568301756120156
988,0.0035300877607467125
989,-0.0024891222179099235
990,-0.003799151698334515
991,-0.009301465929170393
992,0.0010506545047696202
993,-0.0033792437261173005
994,0.0005234721310582095
995,-0.006021756153954605
996,0.0006486958211960529
997,-0.00017541188578275234
998,-0.0011855330388477994
999,-0.0023528846413965695
1000,0.001060833126478337
1001,-0.002082630581350801
1002,-0.0012798746876293177
1003,-0.008124422761655987
1004,-0.00033959062014685126
1005,-9.039919671228902e-05
1006,-5.4080369199130534e-05
1007,-0.001609646243047658
1008,0.0001827735180975397
1009,-0.0012345377423310696
1010,-0.0015661464273276082
1011,-0.007880455966711313
1012,-0.0003495247305848541
1013,0.0002925334080717006
1014,-0.00026869289826395666
1015,-6.658035527272101e-05
1016,-0.0010610341304835157
1017,0.001002600261426214
1018,-2.638771932345312e-05
1019,0.0002789699558726933
1020,0.002866840004597704
1021,0.0008684198049319938
1022,-0.0030787505373744053
1023,0.0042091034274674664
1024,-0.003666744389819863
1025,0.001822167589018976
1026,0.0003557481441251908
1027,-0.007133129068866642
1028,-0.0005555776508222726
1029,7.508876996467166e-07
1030,0.0006653419838797696
1031,-0.001188137717860549
1032,0.00037271549415112114
1033,0.0010683423524910096
1034,0.000704259368140713
1035,0.005896567360058421
1036,-0.002321874556262211
1037,0.0002170320760743784
1038,0.0010221644435561708
1039,-0.0026495103720031274
1040,-0.002651874060859054
1041,-0.001740933150360805
1042,0.0006119485596078941
1043,-0.007093019680265739
1044,0.0006173424494275852
1045,-3.098095678171264e-05
1046,9.227294109347821e-05
1047,0.00024487820074191584
1048,-0.00012111722415755433
1049,0.00012970708900539183
1050,0.0002067635566397632
1051,0.0010504600571820013
1052,5.56996931691275e-05
1053,-1.6578904708917363e-05
1054,9.321849445762269e-05
1055,0.00013540044016609664
1056,5.670068961040615e-05
1057,0.000372061833132415
1058,-1.5402509800807667e-05
1059,0.0018357910806300513
1060,-5.551162614509532e-05
1061,0.00034837420482522566
1062,-0.0010718490004353912
1063,-0.0006672161177206995
1064,0.000639329002877813
1065,-0.00013844945351206098
1066,0.0005115965572203024
1067,0.0019085810773067434
1068,0.00029420937426557765
1069,3.633201196094108e-05
1070,0.0005976417588546753
1071,0.0021536970591907283
1072,0.0006730946537016626
1073,-0.00011645094278423345
1074,0.0005940658904984347
1075,0.0034192346488387637
1076,0.0001338716669069654
1077,-0.0004131189569764188
1078,0.0002394970056997813
1079,0.000672882317682096
1080,-5.313061321114578e-05
1081,1.8310395669911524e-05
1082,0.0004580927139849255
1083,0.0007332907519822677
1084,0.0026164703755495178
1085,-0.0012026032742349566
1086,0.00039753002525723716
1087,0.005758951983694715
1088,-0.0019119042793658292
1089,0.001666142235939116
1090,-0.004592141617216653
1091,-0.01682344782903953
1092,0.00040616748620623974
1093,0.0005911673732444628
1094,-0.0037605618616046443
1095,-0.010557971988582505
1096,0.0017719534843534204
1097,0.002656723693550262
1098,-0.005272152386619698
1099,-0.006162870003573006
1100,0.0031658401587378736
1101,-0.001783417307994767
1102,-0.004420366201535359
1103,-0.014148917948699796
1104,0.0035839470922661484
1105,-0.002164842796679795
1106,-0.004033934506836895
1107,-0.007823534191329942
1108,0.0007090249363819997
1109,0.00010581552502150536
