,drop_wi_hybrid
535,-0.006945849779480705
536,-7.949990005667184e-05
537,-0.0013526855542147762
538,6.34504982108352e-05
539,-0.0007224462548785452
540,-0.0005941746094566381
541,-0.0002648821606686449
542,0.0022730571552978442
543,-0.0018737069088642457
544,-0.003929071386273103
545,-0.0014193087414449733
546,-0.0020722114371770246
547,-0.022506533651782772
548,-0.0011093698101995717
549,-0.00042664907657923143
550,-0.0011297559906827657
551,-0.00828496687993602
552,0.0003081871211399434
553,3.2362540628572446e-06
554,0.0001345127796705455
555,-9.955846047788884e-05
556,0.00024433541569745393
557,4.683514577111362e-05
558,4.1739400375467183e-05
559,0.001076987210314853
560,-0.0016341544577310324
561,0.0003970454436507377
562,-0.0006518418012695811
563,-0.006876118089403568
564,0.00782346539278993
565,-0.0008697246139310094
566,-0.0017856854542613134
567,0.007591650828788961
568,0.00024232207628831578
569,-0.0022512525218894813
570,-0.0004875374758700477
571,0.000577216202389234
572,0.00016962559907672054
573,-0.00032178271729145616
574,-4.655786003447312e-05
575,-5.620760086754468e-05
576,-2.385198345735051e-05
577,3.671748591901053e-05
578,0.0003191597464429714
579,-0.00023926480686343437
580,-0.00019121578537993297
581,6.357029392954599e-05
582,-0.0001739294849989758
583,-3.749239624791258e-05
584,0.0021438065851658245
585,-0.00027603826834538285
586,-0.0014789195317260046
587,0.0016500699652950627
588,0.0017100988987948347
589,0.0011964169762787495
590,-2.7828497540025657e-05
591,0.009314271098883355
592,0.0013195683646165118
593,-0.0016929737176167787
594,-0.00746578296231768
595,-0.020152258012091914
596,-0.006080995868392851
597,0.008471375505106066
598,-0.0016619979376076696
599,0.0023983937162086106
600,0.0011087985646564193
601,-0.008629699758723682
602,-0.001261465166738176
603,-0.024395179821916215
604,-0.0018831663734370965
605,0.006489439902191716
606,-0.003474471733114063
607,0.003776714026911069
608,-0.0026684940235326094
609,-0.007929848218143234
610,-0.0023562812178424234
611,-0.039972076604254905
612,-0.00246845396313502
613,-0.0006167483477767385
614,0.006478196080589676
615,0.006979894447008033
616,-0.0005750066219876858
617,0.00011701711041069034
618,0.00011167722820013807
619,-0.0011501466106150833
620,-0.0006437757266801981
621,-0.0006224335360732879
622,0.0004003260823760125
623,-0.0020539649339078735
624,-0.00024072845590145277
625,8.452890960465605e-07
626,-1.3618171784489218e-06
627,5.4828468998077005e-05
628,1.9409335005390026e-05
629,0.00024004019488297373
630,-9.291206166348756e-05
631,4.812730894077194e-05
632,0.0003064024523235754
633,3.7916202485329204e-05
634,0.005195456154472795
635,0.015124269423085101
636,0.00011040329182066031
637,3.1717226893898724e-05
638,0.00017524610936145
639,0.0009270072812655768
640,-0.0006369486395161173
641,-0.00022212019411263712
642,-0.0007965712045032023
643,-0.0048837051102454026
644,-0.0010745934363450547
645,0.005899608960654806
646,-0.0003235959139977127
647,0.0030142687343352004
648,-0.00020679960886000513
649,0.0015077427278385005
650,-6.737619953746298e-05
651,0.002912224786122108
652,-0.000929578430091399
653,0.0003435855165107418
654,0.000940381262419735
655,0.0011313433970723042
656,-0.0019360262567175261
657,0.0010313008638537112
658,0.00147808673779991
659,0.0017693321617487045
660,-0.0017204718069971485
661,-0.0005851053577697857
662,-0.0006151005859722807
663,-0.00924213048950946
664,0.00326751553413949
665,3.480445547125049e-05
666,-0.002869699510234026
667,-0.0028318997590246722
668,0.000829126996119237
669,-0.0010073517674336605
670,-9.390311706968034e-05
671,-0.001179566853635638
672,7.428443634668869e-07
673,-5.660522769441057e-05
674,-6.049076340428984e-05
675,6.331389087055838e-05
676,-0.00020931033717098873
677,0.00021098454720828427
678,0.0013781529523093135
679,0.003779824258505214
680,-0.0006788333047555529
681,-0.003067888514322027
682,0.0025678617220318816
683,-0.0037108506985929677
684,-0.0009179086155203546
685,0.0002879304832405153
686,0.00044632613352603553
687,-0.0005351808121925422
688,0.0016828135659231907
689,0.003046746176822504
690,3.0823763121260146e-05
691,0.014642559727953057
692,-0.0004312380919199172
693,-0.00018863455790084536
694,0.0013440793052094191
695,0.0009159457262009282
696,-0.0014728498112730713
697,-0.00013949961627208405
698,-0.00022220057833953583
699,-0.005112196977385687
700,0.0024742198522728323
701,-0.0038863178855128764
702,-0.0004471257432733007
703,-0.006867491347968405
704,-0.000942346262616598
705,0.0025629285005796423
706,0.0014525731727622723
707,0.008816866595047566
708,0.004323704513919973
709,8.02305510487753e-05
710,-0.002860561323382018
711,0.006358898260032438
712,-0.0002454220718801173
713,0.0007490322259065108
714,0.0002351567647299826
715,0.0022983456474309463
716,-0.003394701233186178
717,-0.004090485665817349
718,-0.0027909905757366417
719,-0.03159744267433793
720,-0.00030708027646910254
721,-2.0860168681518094e-05
722,0.00013979850221344586
723,-0.0004852171598499012
724,0.004043625504365228
725,-0.0012079048176342373
726,0.004263205211901952
727,0.019923069903363868
728,-0.00015194501369837383
729,-1.4495377455296295e-05
730,0.000124913939247559
731,-0.00023499008437261688
732,0.010289106257742335
733,0.0008847161073663012
734,0.00010316506083445411
735,0.0018164287296402776
736,-0.00021268194630590467
737,0.000347758652502676
738,-0.00016774187044510725
739,-0.0002131182411516247
740,1.0780276217271901e-05
741,0.00029801721994494656
742,0.00011209203143263945
743,8.392307480681095e-05
744,0.0022660156924450385
745,-0.00036118086730259737
746,-0.002098947326953587
747,-0.003199132097207601
748,0.0077448064162662575
749,-0.0023599451903905375
750,-0.009492817108619296
751,-0.013091667879301376
752,-0.00366859740768436
753,-0.0032645028184566877
754,0.00456499648225932
755,-0.005918360630422109
756,-0.00011580197330819008
757,-0.0005057759768652883
758,0.0015709110418631663
759,0.00199328145493902
760,0.0004697243162224224
761,-0.00011926493909384961
762,0.0003634309877047849
763,0.0018100649697168345
764,0.00037323406334109784
765,-0.00010228652913814463
766,-2.4421562621407398e-05
767,0.0004548575124731604
768,0.00017954212735895247
769,-0.0002452970715623109
770,-0.0006057280115715385
771,-0.0016345757477960945
772,-3.082435018411841e-05
773,0.00015161489206013954
774,0.0001628612553220654
775,0.0006159402518094351
776,-0.0003002489464087671
777,-0.00010665993106523612
778,-3.972355233599627e-06
779,-0.0014083583963368474
780,3.093332552976988e-05
781,-0.0009024224846227578
782,-0.0014063560756874668
783,-0.005761793584965741
784,-3.423955753606938e-05
785,0.00037512129024699095
786,0.002673603082960652
787,0.00940368461694922
788,0.0005593454686097992
789,-0.0006115418319127494
790,0.00018628055662402854
791,0.0004726209450903989
792,-0.0007498846298936416
793,-0.00015619811992504323
794,0.001049702427521951
795,0.00029147600915906135
796,-0.00026169420715916247
797,0.0003286421995538586
798,0.000329413204557029
799,0.00122161372825805
800,-0.000850789826284515
801,-0.0017895118030088239
802,-0.0006316397293835618
803,-0.00947206500548172
804,-0.0006184807246348409
805,-9.583817470929219e-05
806,0.0004325490456150505
807,-0.0018309799606956803
808,-4.770088408874844e-06
809,6.224122620711982e-05
810,2.000309007825159e-05
811,0.0002987223728914889
812,-1.4910264039718698e-05
813,-6.125019613207109e-05
814,-0.00011515947662519186
815,-1.532278996519679e-05
816,-0.0009211220704791872
817,-0.0010889580450513957
818,-0.0003374954216093937
819,-0.006926694389563181
820,0.0010936527021927795
821,0.0007572135430637963
822,-0.0009796188174342791
823,0.0002518932369023198
824,0.00038031887397542007
825,0.001025482515942781
826,-0.0011186925324517146
827,-5.208251742309147e-05
828,3.2957071535227765e-06
829,0.0017893829701951642
830,0.000785364363796778
831,-0.00028879476586211265
832,0.0002643516103277685
833,0.00010030225980745138
834,-0.00013400768532794541
835,0.00014432885813574103
836,0.0017450433178142274
837,0.0005766890771815266
838,-7.482162118042475e-05
839,0.0002575602215254182
840,0.0018738149287333555
841,0.0009726992678975973
842,-2.980055469198824e-05
843,-0.002660021094202189
844,-0.00029892536455355267
845,-0.0007403531294694394
846,-0.0023564836039057027
847,-0.01034590390763391
848,-0.00028411708803216594
849,0.00039170395693277556
850,0.0007236079210356181
851,0.0011836601400988828
852,-0.0023969497240681017
853,0.0009013707323014788
854,-0.000703268004150251
855,-0.0015531850533072869
856,-0.0007910106249435086
857,0.0010069560363612149
858,-3.1278183537666943e-06
859,-0.000909960147187029
860,-0.0027233339032264035
861,7.727852128945012e-05
862,-0.0008648897912241801
863,-0.0002469309026390016
864,-0.0015133807601610213
865,0.0014742359080322516
866,-8.0532524859147e-05
867,-0.0033801531877181677
868,0.00010199592332114335
869,-0.0003595667846619159
870,0.0008264400730485692
871,0.0005525718377391048
872,-0.0005726144703512903
873,0.0013457746994192184
874,-0.0008866397751042946
875,-0.0014243969693305174
876,0.002330126094538527
877,0.0006409987407397786
878,-0.0011700052339119048
879,0.005965173506705411
880,0.0010427570530472045
881,-0.005064668496558759
882,0.001416676016263606
883,-0.00840173488864991
884,0.00032260159775155235
885,-0.0001610032366923148
886,0.0011627873400270976
887,0.0002256121389997817
888,4.4751562616474234e-05
889,-0.00011596277984498699
890,0.0002244576519939921
891,0.00015461909847702899
892,0.0009418266079052097
893,0.00047519051352553536
894,-5.928604657692165e-05
895,0.0029926017807080704
896,0.0011532097770192366
897,0.00016998535639004217
898,-0.0011581125122566366
899,0.0027918644423514907
900,0.0001533959149724423
901,-1.3951187515060043e-06
902,0.00011524044644789914
903,0.000454264329087728
904,0.0004520542360270586
905,0.00019545540595884809
906,-0.0006701487172722486
907,-0.0015785665005453211
908,-8.18084167825813e-06
909,-0.0007602761994195882
910,0.0002029274337038501
911,-0.009025077853355332
912,0.0021678505254935387
913,-0.006260950660468445
914,-0.008944208281107546
915,-0.04046922109592089
916,-0.0014860439181329295
917,-0.0003342685692636653
918,-0.0003277583428698672
919,-0.007408012376399303
920,0.0016851436905310575
921,0.0007728967891611422
922,0.00010203970089675015
923,0.007449511751616662
924,0.006307744393146856
925,0.0013143079132637724
926,-0.003494635961488947
927,0.030002522051013936
928,-0.003096690471299836
929,7.396202062084751e-05
930,0.0058097661697162645
931,0.005263960728712742
932,0.0002526259911421277
933,-0.00013258220108958337
934,-0.0002948938494973413
935,-0.0001928893551401396
936,0.0013715284064825708
937,-0.0037208789129611723
938,0.0052484854326998905
939,0.013024558547325893
940,7.046442301698114e-07
941,-2.905317961559963e-05
942,-6.1656548226979e-05
943,-0.0002581445364973483
944,0.00010744966890365017
945,-1.682900027492713e-05
946,-0.000527123723414398
947,-0.0007190446090673786
948,8.602458447444583e-06
949,4.6673772445149394e-05
950,-0.0009317319678831429
951,-0.00044103031881795134
952,-1.2461424197549986e-05
953,-9.573016555212205e-05
954,2.8968940436854877e-05
955,-0.00015664290239883903
956,-0.0001613288666543374
957,-4.5987176683821645e-05
958,0.00018456529565263313
959,-0.00030852344509564345
960,0.00012462172144061303
961,-0.0018965867089081074
962,0.0016340642858522682
963,-0.003349200992507796
964,-0.00020872157957791456
965,-0.0012315411130379274
966,0.0013045411794363661
967,-0.004333410367711945
968,0.001018028547485712
969,0.0005426138619878744
970,-0.0023654108994792104
971,0.005302413905795033
972,0.0007057500381870307
973,0.0009267232573088403
974,0.0027763348658258334
975,0.014406643383045842
976,0.003048164068085225
977,0.0009127845162513516
978,0.0015017511755209872
979,0.016827488648366463
980,-0.0026087517055402363
981,0.001027070956645092
982,-3.261828348173939e-05
983,-0.00354834835169798
984,0.00011014521233813432
985,-2.9046982113811798e-05
986,3.1475126961445155e-06
987,3.222558925513233e-05
988,-0.00100231998751353
989,0.0005436164349381589
990,0.0012423081086570967
991,0.0025897958668371574
992,-0.0006006213486576105
993,0.001895351756627526
994,-0.0002777179858797901
995,0.0033330959620168827
996,3.814433466827335e-05
997,4.24616569543386e-05
998,0.000205917375814081
999,0.00022357766119493133
1000,-0.0006888815706135791
1001,0.0013072550225201366
1002,0.0008186125422402251
1003,0.005191633656596361
1004,-0.0009203329967189053
1005,-0.00035216634370528835
1006,-0.00019538112340678217
1007,-0.005294151192449832
1008,-0.00013216139254747055
1009,0.0008037348136311048
1010,0.0008736423137524239
1011,0.005077298923287742
1012,0.0007855475935244343
1013,-4.0729779532167125e-05
1014,-5.3452212521348795e-05
1015,0.0010962285741939574
1016,-0.0011137443272247036
1017,0.0013441368675104711
1018,-4.8958247485310804e-05
1019,0.0003464031329069009
1020,0.007404490510101639
1021,0.0015353631138183416
1022,-0.00557581551773345
1023,0.008435993165777486
1024,-0.0023589463379536935
1025,0.0007864677315602629
1026,0.0002263570348567042
1027,-0.003980209965204849
1028,-0.0017151475549751795
1029,9.497924969811928e-07
1030,0.0006413977140389478
1031,-0.0018090755582238873
1032,-0.00029320886973357893
1033,-0.0006470945326662628
1034,-0.00032478454697405573
1035,-0.003586525104577308
1036,-0.005211880460547647
1037,0.0005452807213590901
1038,0.002771934010325705
1039,-0.006582706101866021
1040,-0.0003567225661052689
1041,-1.4077299597122419e-05
1042,0.0020421022604907245
1043,-0.0037589479942701587
1044,-0.0010144295872843109
1045,8.502899062067006e-05
1046,5.771147513250268e-05
1047,-0.0006805794582976974
1048,6.242957903223138e-05
1049,-0.000169174292796892
1050,-0.0004974312935353376
1051,-0.0013165417513720371
1052,-0.00020354909214223175
1053,-1.4186637703345936e-05
1054,-0.00027140318599162843
1055,-0.0014468288176299401
1056,6.0960220548388044e-05
1057,0.0019705760963253066
1058,-0.00014601115590861757
1059,0.005968035190551337
1060,-7.951393264140648e-05
1061,-1.594024786106473e-05
1062,0.0013349393519231686
1063,0.0028538355156050325
1064,-0.0023162145039452692
1065,0.001114603103918291
1066,-0.001291647218399436
1067,-0.006546723223213417
1068,7.148921917882355e-05
1069,0.00032363209526951663
1070,5.102486902820519e-05
1071,0.002148004450165068
1072,-0.00030180967868473493
1073,8.118989728721335e-05
1074,-0.00028090516340302204
1075,-0.0017934579090217468
1076,9.839073624054823e-05
1077,0.00019695997647552636
1078,-0.00017291322587373786
1079,-0.00032356280136764
1080,-1.1634565418573977e-05
1081,-3.7067149603822436e-06
1082,-0.00016418006394203192
1083,-0.0001517733962652968
1084,0.002123600079745606
1085,-0.001953553453709214
1086,0.00023309975212556264
1087,0.00530888313734152
1088,-0.0001657150361168974
1089,0.00033489263772440865
1090,-0.0014897358580616459
1091,-0.0032752806807034166
1092,1.8535948249758044e-05
1093,6.78423463863299e-05
1094,-0.0006200079016419016
1095,-0.001095698478932807
1096,0.0013003958823728408
1097,0.0018720971860096253
1098,-0.006022284658457743
1099,-0.005193673341238283
1100,0.001334613830305044
1101,-0.0009482713283439655
1102,-0.0046496501599816355
1103,-0.008847660798248294
1104,0.002488078635241084
1105,-0.0011988142089856167
1106,-0.0028022165789245213
1107,-0.005044389062774497
