,drop_wi_virtual
351,-0.00030258190457185417
352,-0.0004514245665500228
353,-0.0013278283792869602
354,0.0007880078852667309
355,-0.0014808793865095278
356,4.348851550512506e-05
357,-0.0007173273523460134
358,-0.00025970879656609573
359,-0.00020415007148898972
360,0.00013638952020446923
361,-9.072126443750174e-05
362,5.201326596177305e-05
363,-0.0002440955825596741
364,0.014935061694941016
365,-0.001381004515984421
366,-0.009062131125741358
367,0.02022883078849244
368,0.0035716656898175216
369,0.005407637747940789
370,0.0011529432984954456
371,0.031759693979050006
372,0.012512390494569212
373,-0.004761790701491069
374,-0.0011721990131022498
375,0.022537867407207788
376,0.004382245056565285
377,0.0012325420885115994
378,0.00403475616613079
379,0.02940166886384956
380,0.0004236971199795588
381,-0.00034017714060728086
382,0.0005263608729974945
383,0.0019027503693880728
384,-2.135555793535982e-05
385,-0.0002515575296948429
386,0.00041533757852512694
387,0.0005941649727023873
388,0.0014803979134243226
389,0.0002655484191344138
390,0.00039607068522048695
391,0.001041677694853433
392,7.209738472949777e-05
393,-2.840457573083104e-06
394,7.005487008493825e-05
395,0.0010852185572894546
396,-0.0001391489077062098
397,-4.9338521075192964e-05
398,0.0006599347094360698
399,0.0013886541461468926
400,-0.0011320483974962144
401,-0.00013344265912684864
402,-0.00026502555145732214
403,0.0017687231866833175
404,-0.00046310221900324686
405,0.00011769511691410626
406,1.8160013567525164e-05
407,-0.0012546069410647764
408,5.3343000601646175e-05
409,-0.00015200946806760913
410,-0.000437595550388405
411,-0.0012063950703745617
412,-0.00046243167981120973
413,7.622805994175595e-05
414,0.001109888609076631
415,0.0022053180903843237
416,0.0010889200363682623
417,0.00034955163412468394
418,1.8779959954900764e-05
419,0.00431237380605511
420,-0.004250739135185956
421,0.003725378058024084
422,-0.0026607157922089683
423,-0.009577899888328063
424,-0.0077089734640551355
425,-0.006133375461157459
426,-0.004106148200069628
427,-0.055299005973638356
428,-0.00019146886531931065
429,0.000178131942785819
430,0.00010380293201601629
431,0.0004336018477661811
432,0.0008549052276182614
433,-0.0006980886249986817
434,-0.002570499783351339
435,-0.00858360638312753
436,-0.0002526949360712185
437,-0.00046856645259335967
438,-0.0011542929448048957
439,-0.006001017614716216
440,0.0002373153045782457
441,-0.0012194220194321134
442,0.0003424471099513534
443,-0.00219229057199362
444,0.00028846988179346796
445,-0.0014734383702642954
446,-0.0001244492753635225
447,-0.005254680087472706
448,0.00016019524332197544
449,-0.0005505447461534865
450,-0.00017972350322639143
451,-0.0007206241673401895
452,-0.0005138812858524577
453,-0.00193852393837929
454,0.0026198801600013336
455,-0.0033348942259121043
456,5.394896896101194e-05
457,-0.000388270061325639
458,1.2787407750900112e-05
459,-0.0008036017587165194
460,0.0018609303537262863
461,-0.0004050653008709232
462,-0.0024681705791706606
463,-0.0021663722000213456
464,-0.0005339670046965978
465,-0.0013249643377877
466,-0.0012894681755671509
467,-0.009319417394480436
468,0.001997694045282425
469,-0.00013904882581015324
470,0.0009461521139663314
471,0.008202469999127314
472,-0.00027508067102293327
473,-5.788434901152651e-05
474,0.0011250321639188442
475,0.002866971215539741
476,-0.0008110001251905725
477,0.0024868683538559486
478,0.0033314317460698866
479,0.014530017983224949
480,0.001430233369868446
481,-0.0002777352949609904
482,0.0014503673506386966
483,0.007702599094043433
484,0.0009509830574192856
485,-0.00040670741194871675
486,0.0017904082719768636
487,0.006513457741903565
488,7.000747661717534e-05
489,-0.00034171271979414983
490,0.00011422217055115744
491,-0.0009619522086675897
492,-0.000562835147565606
493,0.00026658238723541904
494,0.0003121493678779911
495,0.0006911035914145701
496,-0.00035444494346007855
497,0.0006323713217023639
498,0.00041984267122688687
499,0.0018792451896603557
500,-9.342762975843088e-05
501,0.0004315428423420783
502,0.0009643371702421158
503,0.0034070479249650298
504,-0.000907696644181915
505,0.00041616579798828675
506,0.0002684262013085442
507,-0.0005796314628404206
508,0.0024167698643311366
509,0.0018616589151670903
510,0.00018609989524218776
511,0.013778267101100396
512,0.00035073018085924056
513,0.0016462793078926446
514,-0.0016648287998231252
515,0.0013924022346422564
516,-0.002683639603924366
517,-0.0015094610439642443
518,0.00231384821170297
519,-0.007210482468551432
520,-0.0011171842809135353
521,0.0007887305898865457
522,3.4432538919832048e-06
523,-0.002009566286813867
524,-3.2884806586787336e-05
525,7.0192992733506285e-06
526,-7.522506395896963e-05
527,1.418419681552765e-05
528,-0.0016649417100542644
529,6.26482772403585e-05
530,-0.0008779949636743828
531,-0.0072809820221982164
532,-0.0002998604212794952
533,-0.001175573671942964
534,-0.0006619191253606723
535,-0.006516210993168715
536,-9.30979903536431e-05
537,-0.00046735216228749565
538,0.0003334235727447374
539,-0.0005252824010586514
540,0.00034815178074183863
541,-0.00251319649769899
542,0.0030948961155753555
543,-0.0032086104652536813
544,0.0023036388810645744
545,0.000584527379595163
546,0.0007603550262982895
547,0.010057517310588314
548,0.00042402923453172323
549,0.00016392389594870749
550,0.000309230580503622
551,0.002855735006034892
552,0.0016742891884574055
553,0.00018425084745130678
554,-0.0005726574182836473
555,0.0027896284692366016
556,-0.0002605283457359338
557,-0.0001353527156960989
558,-0.00010082592966396739
559,-0.0019162118857679268
560,-0.001053073077937914
561,0.00037331440201823855
562,-0.0008922601278136226
563,-0.006073108777874325
564,0.0021638317257327683
565,-0.00021260451637073946
566,-0.0005096616203756922
567,0.0020576564516204907
568,-0.0003426664357380605
569,0.001590558705169248
570,-0.004089941306770689
571,-0.0015105743075771985
572,0.0003401157057464143
573,-0.0008052669522289678
574,0.000428279858314134
575,-0.0002545424155961246
576,-1.6276753868260912e-05
577,0.00044488177329708386
578,-0.0009297129641868617
579,-0.0015017257427567612
580,-0.00014495671988824037
581,0.0001914241115624661
582,-0.0001911593542041671
583,-4.067950414115844e-05
584,-0.003861241890687563
585,0.0004860915171654243
586,0.0025707347507760605
587,-0.0029139234578034034
588,-0.0033006455133046796
589,-0.0022599233668156604
590,4.5225533668329324e-05
591,-0.01674255527303432
592,-0.00033217537286567576
593,0.0004639801491021097
594,0.0016340986223541886
595,0.004980319887232111
596,0.0010879658809994255
597,-0.0014565742054190069
598,0.0002833949875261531
599,-0.0004168656046239876
600,-0.0003483935706057505
601,0.002152540150229922
602,0.0002867270260440575
603,0.006360344953558574
604,0.0005787057476903599
605,-0.0019982302183625825
606,0.0008622282004124564
607,-0.00108444674766999
608,0.00030640819674923223
609,0.001348042949873733
610,0.0004047245212316974
611,0.00606441261348081
612,0.0006657842873926141
613,0.00010012406988613893
614,-0.00017096554759423455
615,-0.0010006198924131838
616,0.0020442111638461057
617,-0.00032425874223835217
618,-0.000366255467562003
619,0.0036660919498359285
620,0.0009625843274246545
621,0.0012426620551219444
622,-0.0011228085121777025
623,0.004171966222438231
624,5.249747246314559e-05
625,-2.5394927692470492e-05
626,-0.0005756842952033679
627,-0.00018423525938474086
628,-0.00021396142974231512
629,0.0013434479745124536
630,-0.0011737368230346806
631,0.0008579117014984554
632,1.6602641837353795e-05
633,3.4391888445008987e-06
634,0.0008918784079519209
635,0.0016522392576169922
636,0.000264906418970577
637,0.00015793923159977496
638,0.00023302956256545288
639,0.0019792595629389777
640,-0.0007274672706400475
641,-0.00016091371860101007
642,-0.0010855353352943334
643,-0.004940625953727544
644,0.0005941532391077179
645,0.006291115494500062
646,-0.00075274675820039
647,0.0032454769925049217
648,-0.00011467221361185336
649,0.0016542923428875752
650,-5.6485599145953606e-05
651,0.002512724179302385
652,5.716216214056322e-05
653,-0.00014101994041949812
654,-2.2371866992961236e-05
655,-0.00016303604704449433
656,0.0005766324953887301
657,-0.00031335456428813397
658,-0.0005452080685054584
659,-0.0005743700049927664
660,0.000608150023111376
661,9.943774503959527e-05
662,0.00021169505922851993
663,0.002649173167253609
664,-0.00017862087578309282
665,0.00015543842348056383
666,0.001496345252368001
667,-0.0004752184123069578
668,-0.00020464741025451983
669,0.00034035010631195046
670,3.984703208338272e-05
671,0.0003972222669592328
672,-4.2518139094254745e-05
673,-5.719984233442804e-05
674,-3.2592418738783986e-05
675,-0.000102929008953684
676,-0.0002810575059263955
677,0.00034803992119394834
678,-0.00013931293878933403
679,0.0025916872150170234
680,0.0001427198427219775
681,0.0008689608180554552
682,-0.00044041341057514855
683,0.0008219076157359828
684,0.00046462062258193523
685,-0.00017900587474021633
686,-0.0002748040662836373
687,0.0003111276485809225
688,-0.0003898381716997094
689,-0.0005389744426960196
690,-4.4434159010247305e-06
691,-0.0026787349611256516
692,0.0002555928817296987
693,0.00016020526840912456
694,-0.0004679161674128762
695,-0.0005263646013734834
696,0.0003150322314807678
697,6.411623947120135e-05
698,8.349201027763547e-05
699,0.0017537282420966665
700,-0.0008983950014182957
701,0.0016944262418845063
702,0.00018232540834976023
703,0.0027552654932319915
704,0.0003297587473193386
705,-0.0006414086560770901
706,-0.0003896846430889084
707,-0.0025115708668698726
708,-0.0018908120756720426
709,-3.6597235513800975e-05
710,0.0008765577358783098
711,-0.0025097155573451297
712,8.470128217847143e-05
713,-0.00036332241601474106
714,-4.089419270981426e-05
715,-0.0006470858449724057
716,0.0016511376653240179
717,0.0013468636597510318
718,0.00035627286123191996
719,0.00955799711995756
720,0.0004248747975044299
721,0.00021385121397326945
722,-0.00022525064381545706
723,0.0010091773684240883
724,0.00220953084314182
725,-0.0007467938831873613
726,0.0026541526958654624
727,0.011920054349612243
728,0.00010826891744115957
729,1.0980612583159434e-05
730,-9.120873057298682e-05
731,0.00017257439273255312
732,0.005380268411365672
733,0.00045429017949597395
734,5.1401305542000736e-05
735,0.0010308064948037834
736,-0.00021337934681188043
737,0.00027308973345742
738,-0.0003025293344712775
739,-0.0002734533586369386
740,3.632000195026012e-05
741,0.0008250273816682995
742,-0.0005420000305672755
743,0.0005037956559000958
744,0.0010088476177578787
745,-8.348106627059408e-05
746,-0.00047930149078323497
747,-0.0009606366973476348
748,0.005039651820206602
749,-0.0015675723530832858
750,-0.005835656072932126
751,-0.008410459571464881
752,-0.0017744164327798627
753,-0.0009767242388871687
754,0.0014937369521744839
755,-0.0022251134738903197
756,1.5355389936738004e-05
757,5.4115701427331216e-05
758,0.00013179193786695933
759,-9.12020489214109e-05
760,0.0015124684049163833
761,-0.0005995153352743173
762,0.0014130971826765415
763,0.007052946236961516
764,-0.0005935609152556076
765,0.0002552320411659834
766,6.129665977979118e-05
767,-0.0009703158098492435
768,-0.0011305128012527924
769,0.0006540933213598808
770,0.002870164700072697
771,0.006639925058485841
772,-0.00030857847902514583
773,0.0008421974571456585
774,0.0004803477338672157
775,0.002865732788059702
776,0.00022095986118866474
777,0.0007074528635896792
778,2.5652632868018175e-07
779,0.0023306715178008724
780,-4.648994746421292e-05
781,0.0007869490616058376
782,0.00013672794890285032
783,0.003247874889286374
784,-1.7639855331749233e-05
785,0.00015923425094802862
786,0.001187850980806453
787,0.004335156935876717
788,-7.448399640981632e-05
789,0.00010221566045368448
790,-3.469690826198321e-05
791,-7.629345995199103e-05
792,0.00020709213151076853
793,5.6834004179051716e-05
794,-0.00043640598166424854
795,-0.0001025686885877047
796,7.193841269620856e-05
797,-0.00012805463780580137
798,-7.829587656735735e-05
799,-0.000359927601484454
800,0.00025103036737424183
801,0.0005319211956421002
802,0.0001654681220549077
803,0.0026951501028618235
804,-9.279631321558035e-06
805,-6.445903804405705e-05
806,-6.162492108292665e-05
807,4.087222808533597e-05
808,4.399988509759018e-06
809,-9.654158569379641e-05
810,-8.29635884704912e-06
811,-0.0002533048573043622
812,-2.0109648562415338e-05
813,0.00014786932204086735
814,-0.00019182079767075778
815,-5.010306459142426e-05
816,0.00021487645390322143
817,0.0002888417294825362
818,9.270855111401474e-05
819,0.0017848249490922093
820,0.001586539308183274
821,-0.0036353162358530615
822,0.0032048035050029748
823,0.0017915880530194415
824,-0.0024713085576330025
825,-0.002714226700181965
826,0.003088506628043518
827,0.0001960964341214759
828,-0.0020250337914439758
829,-0.00046327555671683764
830,6.795414415745808e-06
831,-0.004547915843856005
832,0.00047522365673751657
833,-0.0002977495265953672
834,0.000424043828102371
835,0.001510130188553311
836,0.0016593718433440495
837,0.0005539211464428619
838,9.645868252185916e-05
839,0.0003000603931560874
840,0.0018263649782490157
841,-0.0025581495210559306
842,0.0006899579532517675
843,-0.00628272573278208
844,0.0007705088597841189
845,0.0019426222305971485
846,0.008861210889475238
847,0.03066401037106609
848,0.0008087059852137345
849,-0.00029317590024126994
850,-0.00209683596677287
851,-0.0024249058694865984
852,-0.0028893370427402892
853,-0.0002442775554486698
854,0.0002733996485653084
855,-0.005144734177022161
856,-0.001313101685341679
857,-0.0014921802077291777
858,0.0017719603483638809
859,-0.005835710009752479
860,-0.004502604832882407
861,-0.0003961992416657869
862,0.0028116051832598942
863,-0.00708144119811053
864,-0.0018029864479616694
865,-0.00016856883405762054
866,2.8361593228582324e-05
867,-0.008872437216357984
868,-0.00013635703407597792
869,0.0006038768047571636
870,0.0010575369898445334
871,6.375803028601573e-05
872,0.001129987530348892
873,-0.001095684460273828
874,-0.0005935814083624216
875,0.000501930454487164
876,-0.0037665592337490002
877,-0.001016874497793383
878,0.0018366715357360924
879,-0.009482622574079587
880,-0.0016670694189171646
881,0.00794319725952356
882,-0.0022455641943587403
883,0.01331226990637503
884,0.00028614634719309316
885,0.00020366584062493938
886,-0.0005901707803372652
887,-0.0004312412731878111
888,6.120333263815273e-05
889,0.00028941264467499623
890,-0.0002340773761816552
891,0.0006822122294974034
892,0.00018306671496624448
893,7.80841846065447e-05
894,-7.67948411968665e-06
895,0.0005122364763968243
896,0.0005604117026988447
897,3.679981861997119e-05
898,-0.0002524214469397484
899,0.0008169343058807304
900,8.926092653785539e-05
901,-6.449330917415914e-05
902,0.0002799107056507575
903,0.0005861673029915525
904,0.0005628706288693938
905,1.642890151128382e-05
906,3.2466564407452324e-06
907,0.0007122650341151264
908,-0.0017742212454648603
909,-8.1943583031418e-05
910,-0.001771367848603785
911,-0.011552369263307005
912,0.00017112014938050848
913,-0.0008873434543404283
914,-0.0015784581776720626
915,-0.005360191178934011
916,9.123245621149576e-05
917,-1.3889514439694064e-05
918,-3.3749201095871365e-05
919,-0.0002514541157816213
920,-0.0014630283960100027
921,-0.0005640274768006837
922,-7.684652456033056e-05
923,-0.0058265830558129564
924,-0.007282868699016956
925,-0.00095371356744294
926,0.0012645311962147193
927,-0.020025132117082647
928,0.006273446389036375
929,-0.0001396228344299624
930,-0.007986560961789657
931,-0.009097616399387972
932,-0.0007249241757580011
933,0.00017961671801715442
934,0.0004805232438084022
935,0.00035556296684222214
936,-0.004319522148701471
937,0.005010217241422575
938,-0.008902516081133797
939,-0.024255942745160738
940,2.5330636827977836e-05
941,-7.145026276245662e-05
942,-0.00010449703813516693
943,-0.0008617573691497285
944,3.658094332427254e-05
945,-1.3155668537135236e-05
946,-0.00026695216156978846
947,-0.0003860661042205006
948,2.2810570709951652e-05
949,5.2935716603415144e-05
950,-0.0004996761110551152
951,-0.00018294958989230456
952,-2.082510099386866e-05
953,-0.00017031606745107522
954,0.00014690934241040778
955,-0.0004317256751274946
956,-1.850015951108772e-05
957,-0.00015409349008030368
958,0.00039864557539942954
959,-0.00039159740415306685
960,-0.0005234211492142404
961,0.0037776986356448336
962,-0.0009217182891495062
963,0.004785031042235565
964,0.0024087845836890287
965,0.0010722286777827374
966,-0.0007357603269643189
967,0.005241733902003218
968,-0.004830205294386743
969,-0.0016891719472287836
970,0.0024743465499723317
971,-0.010832872610619633
972,-0.001141640597910524
973,-0.0014687623234190003
974,-0.004350275079011461
975,-0.022906927966710053
976,-0.004925295071268655
977,-0.0014473619672653332
978,-0.0023562691630036707
979,-0.026754100875826317
980,0.0008092777249613624
981,-0.0002334246566001752
982,2.045553062558997e-05
983,0.000990289147722759
984,0.00046298388628466256
985,0.00013309984794895969
986,-5.352883895026512e-05
987,0.001517986936493857
988,-0.001925003856991413
989,0.0018468136571369244
990,0.002035366649051512
991,0.0056148562934240824
992,-0.000590960565939752
993,0.0020217634613155715
994,-0.00031088599734189923
995,0.003524244387673077
996,-0.0004059047035302261
997,-1.6172691884892332e-05
998,0.0009436498035851215
999,0.0013210996340508752
1000,-0.0005316328859980267
1001,0.0011823711776985026
1002,0.0007895005007215086
1003,0.004555805559092555
1004,0.0002717681832235596
1005,5.4752140249669226e-05
1006,2.741922038022662e-05
1007,0.0010699393197090336
1008,-0.00010340740868557402
1009,0.0006717819850867772
1010,0.001075791908893966
1011,0.004694088784325957
1012,0.0002750908431550002
1013,-0.0005343659010000381
1014,0.000520325953777808
1015,-0.0004027788935525631
1016,0.000805946316460213
1017,-0.0010972109041201292
1018,6.267800791885349e-05
1019,-0.00029267433875193415
1020,-0.0032181257046305905
1021,-0.0007051353219381881
1022,0.0024022104069044616
1023,-0.0037211616693178717
1024,0.0025885984822277695
1025,-0.001197828915139572
1026,-0.0002515354208447397
1027,0.004902395036515483
1028,0.0006966875913612103
1029,-6.82604062428955e-07
1030,-0.0005328472336623764
1031,0.0011133645793698723
1032,-0.0002570610572097254
1033,-0.0008791577413780019
1034,-0.0006662363100398399
1035,-0.0048776442901456215
1036,0.0020186827080124477
1037,-0.00019180818028633538
1038,-0.0009359003592134315
1039,0.002356370726940769
1040,0.00028507538812396843
1041,-0.00015847794436755155
1042,0.001595853517890373
1043,-0.0024888846084881546
1044,-0.0007357444166818253
1045,6.471758042774292e-05
1046,7.640012678692512e-05
1047,-0.000533756752644977
1048,5.640170405344952e-08
1049,0.0001154906196045752
1050,0.00037537839071583826
1051,0.0008157170641384335
1052,0.000272980733050842
1053,6.235996998816923e-05
1054,0.00019114734369925858
1055,0.002058030119553615
1056,-0.00012936833940760493
1057,-0.0015277489768671284
1058,0.0001404991011685661
1059,-0.006838357050955717
1060,8.01687095019538e-05
1061,-0.000747360868766608
1062,-0.0004341497837708794
1063,-0.0027232735230631544
1064,0.0010622997214051186
1065,-0.0009457666856690282
1066,0.00033166806018032705
1067,0.0030556457045711593
1068,-0.00020822997313411971
1069,7.48347794190914e-05
1070,-0.0006085376011219283
1071,-0.0013402172056413415
1072,-0.00030165367198268194
1073,7.752988615155591e-05
1074,-0.0005158365340784229
1075,-0.0024167219385377195
1076,-0.00029098319597167853
1077,0.00030236426750151715
1078,-0.00018159921984377392
1079,-0.0005997582734038524
1080,-2.0834854661174374e-06
1081,-2.105037000863473e-05
1082,-0.0005519230900447431
1083,-0.0007225700015025529
1084,-0.0011628225041605195
1085,0.001061759786095836
1086,-0.00041777206515271494
1087,-0.00457394081528182
1088,0.0012588484669750313
1089,-0.0011748244241249607
1090,0.0032861259335903543
1091,0.011624208412204693
1092,-0.00027583552211470584
1093,-0.00037638025503578454
1094,0.002311569997886812
1095,0.006820555498282414
1096,-0.0013361540433144035
1097,-0.002115060307085447
1098,0.004128175403228717
1099,0.004796570064778452
1100,-0.0022403734418181215
1101,0.0012876261836516046
1102,0.0031633950865772036
1103,0.010116589471843958
1104,-0.0033180668758608315
1105,0.0017908912476420104
