,drop_his_hybrid
729,-1.2889256768535328e-05
730,9.012254464083053e-05
731,-0.00022069810812567738
732,0.011438583734219417
733,0.0009262096823435797
734,0.00010711965455657065
735,0.0023513014067741414
736,-0.0010364874824586943
737,0.0010581637385950378
738,-0.000703919436998606
739,-0.0008503840569761441
740,3.448952117065432e-05
741,0.0008759215036685677
742,-0.0004936404475707855
743,0.0004924301438519422
744,0.002552673502900584
745,-0.0006768983546542312
746,-0.004137875906249789
747,-0.005310398902811556
748,0.01293509312935831
749,-0.00432143060728284
750,-0.01673715187063848
751,-0.022939195892066326
752,-0.004955951522392378
753,-0.006071607714829907
754,0.008845148665563426
755,-0.010034458830682609
756,-0.00017949280760478137
757,-0.001010411185389696
758,0.0033885103014044964
759,0.003792797952405453
760,0.00030646513411531983
761,-0.0001372461114933495
762,0.00035423799369643463
763,0.001604468022943307
764,0.0007548472555736807
765,-0.00039294686512331
766,-7.713825816088416e-05
767,0.0013121229699237151
768,0.0008545555046417023
769,-0.0005588213843229099
770,-0.0021281599154275676
771,-0.005189786304008925
772,-6.363820631596303e-05
773,6.544561147486222e-05
774,0.00010526232921282076
775,0.0004759585580676792
776,-0.0002375799294211753
777,-0.00019160833311116123
778,-2.58302900972622e-05
779,-0.001991423797040641
780,-2.5731159967087545e-05
781,-0.00011637748519382248
782,5.84373973275669e-06
783,0.0006508155419959575
784,-3.358319940396779e-05
785,0.000526695613081911
786,0.0028289697895332523
787,0.010702135317458979
788,0.0003447907715195206
789,-0.00036026156094074927
790,0.00010404724315726185
791,0.00027834699632123673
792,0.0006846655750357661
793,0.00014670890776140303
794,-0.0010246004901870744
795,-0.00027483576398145104
796,9.524035424730115e-05
797,-0.0001766087728732669
798,-0.00012554793023265604
799,-0.0005146780879714804
800,-0.00016447235750599788
801,-0.00033598136239875495
802,-0.0001300755037507281
803,-0.0018546723601372403
804,-0.00039482154216847765
805,-1.923229457878021e-05
806,-2.6928140538374422e-05
807,-0.0005119303724968465
808,3.5388505897521825e-05
809,-0.0006220006202878453
810,-0.00010671744971021322
811,-0.0021244697346042185
812,-0.000450201236301249
813,0.00217071420454214
814,-0.0022174161156569114
815,-0.0007478378543756591
816,-0.00036365808776468055
817,-0.0004697496938486093
818,-0.00015213962008284027
819,-0.0029479670227888317
820,0.00038673859929577416
821,-0.004052709104465445
822,0.0033539259711590926
823,0.0013041668679985424
824,-0.00011727340822200934
825,-0.0003059570838290849
826,0.00016777004876327662
827,1.346964354746259e-05
828,-0.00040504755058060787
829,-0.00059876618287048
830,0.0007845433249358068
831,-0.0056524128638200674
832,0.0001518262400832373
833,-0.0003220423129089965
834,0.00044954474471305367
835,0.0010746525481398672
836,0.0002611603332938895
837,-0.0014928668760633987
838,0.0011607603512591906
839,0.0006703903041985365
840,0.00033326690817495226
841,-0.0038171007256708064
842,0.0010468442485922094
843,-0.005277308430915804
844,-0.00032406147266301333
845,-0.00012740611397361835
846,0.0018355777437606433
847,-0.0021372545189777383
848,-0.0001747684570903382
849,-0.00041093360860593045
850,-0.0010198005221834596
851,-0.0011099725495295116
852,0.00022098299141871198
853,-0.0025284949849341096
854,0.0018800693489439578
855,-0.005474041500609234
856,-0.000530573312202053
857,-0.0017883487728996375
858,0.0023432233218170216
859,-0.005032792406055208
860,-0.00016475283748239983
861,-0.00029890700110401527
862,0.001862966114653234
863,-0.0032698749248483974
864,4.675599449342854e-05
865,-0.0030799394971537
866,0.00027461857525414745
867,-0.008998124474804995
868,-0.0009936970040073552
869,-0.0014173327069292015
870,0.0051910944203614
871,0.006152480926296785
872,0.00257924149204688
873,-0.0024800660392686274
874,0.0020863361943988835
875,0.003718651620708566
876,0.002860517690519907
877,0.0007536100119952522
878,-0.0013332517145063798
879,0.0070310033182904045
880,0.001267597933481739
881,-0.005888690809445615
882,0.0016245208532962502
883,-0.009879321001757042
884,5.705785811380221e-06
885,0.00024272223471005102
886,-0.0006239546626744554
887,-0.0003279198638778174
888,6.200311737480892e-05
889,0.0017742265502918584
890,-0.0013746696508111153
891,0.001881382128006467
892,0.0019265581957227066
893,0.0013358986182300284
894,-0.00025454837583457614
895,0.008248607335646927
896,0.002213198575141579
897,0.000312117747100476
898,-0.0014081839890316738
899,0.004286246971436316
900,0.0006885296742591821
901,-0.0007917907748196255
902,0.0018585873417188228
903,0.004695795095589126
904,0.000610098885385109
905,-3.973794038588074e-05
906,-8.598231760938097e-05
907,0.0008716145705527117
908,-0.0005913650080486084
909,-0.0004739102078958643
910,-0.000795493152673621
911,-0.010130356821287193
912,0.002050052800790803
913,-0.004937272107483333
914,-0.00696447992985056
915,-0.033920073222679724
916,-0.0018610972416854632
917,-0.00035744034986684035
918,-0.0003529506725024938
919,-0.008327961415495903
920,-9.603159309873595e-05
921,-6.949038370996875e-06
922,-4.165080946236924e-06
923,-0.00026116779631512243
924,-0.0004847807692113601
925,0.0002216900232393368
926,-0.0014651181494259938
927,0.006604025003518896
928,-0.004350313630092633
929,9.488020999295357e-05
930,0.00551202974487695
931,0.006261132785466189
932,-0.0008839988880977706
933,0.0003173461398900978
934,0.0009200015320604574
935,0.0005659634286745548
936,0.001598145339220206
937,-0.004027942953562743
938,0.005435959938042343
939,0.014112318796457815
940,2.1873278084352338e-05
941,1.1312278873940731e-05
942,-1.7936227865409964e-05
943,-0.00039411341376117975
944,8.220386555252807e-05
945,-1.781696609008139e-05
946,-0.00038383083225061715
947,-0.0005924012658469201
948,0.00013314723280408088
949,0.00012417227832696903
950,0.0003546602089633879
951,0.00039314141487805835
952,0.00014381341245229653
953,0.0002365469716902701
954,-6.522245419113402e-05
955,0.0006767825929328038
956,0.00025319527713955816
957,-5.4173960000908986e-05
958,0.00023568328878172508
959,4.4832282446141556e-05
960,0.0011317931143482475
961,-0.009227028556210512
962,0.003775794103948487
963,-0.013040667481460507
964,-0.004057093481648358
965,-0.0035234119129839217
966,0.0030672581842093537
967,-0.014603573686984471
968,0.0027369613280855444
969,0.0009432814759828568
970,-0.0014472550081858781
971,0.0061659783988867265
972,0.0008678620844980338
973,0.0010872001586313398
974,0.003148261001048618
975,0.01699047572473244
976,0.0037384649717077784
977,0.0010719337229306654
978,0.001709129483853553
979,0.0198415009014186
980,-0.005580422292222048
981,0.002141544133747652
982,-0.00011489937664641245
983,-0.007645356201228491
984,0.0008179954973490006
985,0.0002587421038096784
986,-0.00014576957790648758
987,0.00311940222470587
988,0.001989969716996508
989,-0.0013246116572836776
990,-0.0015795460090556749
991,-0.004670259457929891
992,-0.00036658571535140946
993,0.0011856781873279688
994,-0.00020120179196904503
995,0.002181004341969701
996,0.0009593893596035793
997,-0.0007248258365425987
998,-0.0016462088771751044
999,-0.004567902165454444
1000,-0.0004678692052535856
1001,0.001003543933148676
1002,0.0006703616933736266
1003,0.003911167078012726
1004,-0.0005948780080829387
1005,-0.00029090716449148686
1006,-0.00016194651216792049
1007,-0.004029006262129561
1008,-8.301343087603793e-05
1009,0.00044877751524819256
1010,0.0004602118934834858
1011,0.0029154536789060413
1012,-0.0004954796442780187
1013,-0.0006172043274231669
1014,0.0005829507026527368
1015,-0.0015749583500739596
1016,0.003278178500947933
1017,-0.0037240545311008058
1018,0.0001410506972303053
1019,-0.0009915500772038706
1020,0.007119982090123042
1021,0.0016453763698685792
1022,-0.0057797569375210795
1023,0.008617444679942177
1024,0.003547393645354881
1025,-0.0017404759835271785
1026,-0.0003629342085647944
1027,0.0069909115428675485
1028,-0.00012967676534919467
1029,-1.618150237834184e-07
1030,-0.0001338931884974018
1031,0.00013803235812004852
1032,-0.0003381248751130561
1033,-0.0008559256011584253
1034,-0.0006812692261754565
1035,-0.005277660399376621
1036,-0.0057505345971321006
1037,0.0005915320358874954
1038,0.002934796259187429
1039,-0.007117304846201156
1040,-0.013699560319893814
1041,-0.01030196009902715
1042,0.008822509753913743
1043,-0.047934461125053195
1044,-0.001267751206330329
1045,0.00018405839029699556
1046,0.0003499104134944
1047,-0.0012921974536228458
1048,0.00035095412732908196
1049,-0.0002837697722422696
1050,-0.0010174436362610196
1051,-0.0030369279403873782
1052,-0.0007544892448461903
1053,-7.340275278465547e-05
1054,-0.00039752672655033366
1055,-0.0037006757393100833
1056,0.00023825910287930398
1057,0.004531864715448178
1058,-0.00023396131953355167
1059,0.01385380787385313
1060,-0.00025722568304573876
1061,0.0010738374012599782
1062,0.0026035467092310116
1063,0.008395613191065932
1064,-0.00635941338375134
1065,0.0032835855238653637
1066,-0.002394140911707444
1067,-0.015678533737399105
1068,0.0005870610718356856
1069,0.0001868450933144126
1070,0.0007719836785563696
1071,0.00405552221516812
1072,0.000893614953842648
1073,-0.00017167282513514277
1074,0.0002734286390349251
1075,0.0032406837033278502
1076,0.0005377065051423832
1077,-0.00039823173771151555
1078,0.000159817046532102
1079,0.0007532834856829204
1080,-0.000302482073050429
1081,3.308439043206714e-05
1082,0.0006893811498647781
1083,0.0016776863495577055
1084,0.006472707478146468
1085,-0.0017425624724933717
1086,0.00039840400479910815
1087,0.009413901572226716
1088,-0.0005867388115762781
1089,0.0006031556342353181
1090,-0.002614973502290614
1091,-0.006761280497863892
1092,8.5556048011702e-05
1093,0.000148136495677732
1094,-0.0013762082637423494
1095,-0.002848135254950339
1096,0.002730154171888406
1097,0.0036763623118576815
1098,-0.009278269345326254
1099,-0.009529345877535863
1100,0.003243398341989102
1101,-0.0018267228189598646
1102,-0.007506003972000403
1103,-0.01696227120197215
1104,0.004160890239501373
1105,-0.002324959526855874
1106,-0.004798337267882222
1107,-0.008918047070905256
1108,0.0026510129003612525
1109,0.0005711161069469791
1110,-0.00257799483115156
1111,0.0025444414057621454
1112,-0.00010937766367888936
1113,-4.965131506387857e-05
1114,-0.0002886850671311601
1115,-0.0011850791397551989
1116,0.0003469509721955794
