,drop_his_hybrid
1117,0.0025601414460284006
1118,0.0006852647580846159
1119,0.012047236203179693
1120,0.0008643627679188321
1121,-0.0020962017163894384
1122,-0.00187552524086666
1123,-0.010077846875913109
1124,-0.00011861052151948163
1125,0.0010536139408988683
1126,-0.00024098756244768577
1127,0.002307047912315658
1128,0.001962751529537874
1129,0.001752541053444868
1130,0.0005414719537583328
1131,0.01451162074524951
1132,0.00019607850507710308
1133,-0.001254299246896966
1134,0.00025397714618339326
1135,-0.002860742131908451
1136,-0.0013230441809239583
1137,-0.0009225531347690294
1138,0.0006495756711259915
1139,-0.004728304844280673
1140,0.006380237137833953
1141,0.008032007328199801
1142,0.0008031579504097287
1143,0.05372419117209569
1144,6.687613652441192e-05
1145,-0.0005257558269707589
1146,0.0013260346036004383
1147,0.003104816136870335
1148,-0.0027660738573017283
1149,-0.00022742287616981334
1150,0.0014350057554643975
1151,-0.004177016811689101
1152,-0.0005561362015436521
1153,-0.0008340173677276834
1154,0.0002047527889772117
1155,-0.003271641692917477
1156,-0.0016777281576092172
1157,0.0013425021509627102
1158,1.6346827350819788e-05
1159,-0.001049227997374368
1160,0.0008248257034015116
1161,-0.002515810079937974
1162,-0.00010656335107953615
1163,-0.005394765165970883
1164,-0.0008595516696575016
1165,0.0001367719550456602
1166,0.0005175167097505803
1167,0.002881331447582964
1168,0.0004850984766280434
1169,-0.001636045666002305
1170,0.0010576116131662046
1171,0.0017668261655152944
1172,-0.0020081158247203736
1173,-0.0015678102883285431
1174,0.00034743895069118836
1175,-0.00885141831072867
1176,-0.0008261257667409967
1177,-0.0008843750556114768
1178,0.00034995098289935313
1179,-0.006582630046588189
1180,-0.0005381345727795288
1181,0.00019864314769868055
1182,0.0017860447258081032
1183,0.004294067147868037
1184,0.0011712936843896258
1185,-0.00019489310650713546
1186,-0.0009276495944925514
1187,-0.002606280855596151
1188,0.000595396668758298
1189,0.00029473062489880663
1190,-0.0005777010011622806
1191,0.001058810451116773
1192,-0.0017664783128327082
1193,-0.0004547030407488721
1194,0.0004836480650094788
1195,-0.0026880902627447645
1196,0.0005051495522290215
1197,0.0006138659402644842
1198,-0.001158849078060968
1199,-0.0006035162685002306
1200,0.00021858770489531309
1201,4.543910190273931e-05
1202,2.5395043596309647e-05
1203,0.0008544583857208477
1204,-0.00011628585503986176
1205,0.0014014075845737155
1206,0.0006986431509363612
1207,0.006661983341220954
1208,-0.0004686841319710637
1209,-8.981995825502867e-05
1210,-0.0006365761540743356
1211,-0.0039643419790860255
1212,0.0012001677274467376
1213,0.00036457958729508563
1214,-0.0010414257723842918
1215,0.0015781791987719152
1216,0.000274287855010525
1217,-0.00039647827145788766
1218,0.0035880453314000214
1219,0.006672764280077576
1220,-0.0017481140565344779
1221,0.0003300199566981099
1222,0.00017570011376678106
1223,-0.004778321980651364
1224,0.00023079657711757375
1225,4.0454502734493394e-05
1226,-0.0008446761145112732
1227,-0.0011337928407033886
1228,-0.003821246812640268
1229,0.0020383302091447585
1230,-0.0025806021282110095
1231,-0.013183798977405499
1232,9.448543915078044e-05
1233,-0.00023792195138612867
1234,-7.95101869542071e-06
1235,-0.000566011703319375
1236,-0.0006128240348872429
1237,0.0007706822650959881
1238,0.0013774673073291969
1239,0.00405680283302539
1240,0.00013631288806747617
1241,-9.881667042905262e-05
1242,0.000711887974722011
1243,0.0017796991320996208
1244,-0.0059660408409741355
1245,0.001090976531177975
1246,0.0038613256640505386
1247,-0.0016181767114046095
1248,0.00041308627259544725
1249,0.00040697781594678945
1250,-0.00018453590280554844
1251,0.0028516466292533888
1252,0.005033939528502198
1253,-0.00037954208367007284
1254,-0.006146307241922959
1255,-0.0025514629226163965
1256,0.0023703083245225852
1257,0.00037515780255691387
1258,-0.003839612085450132
1259,-0.0018532245889124495
1260,-3.788314149282366e-05
1261,0.0001468401925007073
1262,-0.00013152990593055005
1263,-7.683686270201401e-05
1264,-0.002084773857207639
1265,0.0035181609425399916
1266,-0.0016414890404742337
1267,0.0014100030393263577
1268,-0.010311789356991263
1269,-0.004474713913523791
1270,0.0006029392682080684
1271,-0.04135798342379913
1272,0.008510939585303547
1273,-0.0014969271137647861
1274,0.0011475501261632279
1275,0.023975373254316038
1276,-0.001971198393043256
1277,0.0009140105025827716
1278,-0.0018817673287380569
1279,-0.008384941139862366
1280,0.0007285181559988265
1281,2.4756047615877412e-05
1282,-0.001828773604957691
1283,-0.0018061263682807756
1284,0.0007863520914032492
1285,0.0006911828169389872
1286,-0.001462534844297499
1287,0.0005319336362854467
1288,-0.0010604983808137113
1289,-5.001293848506741e-05
1290,0.00015195135575583473
1291,-0.0026594562752403753
1292,-7.017504260553119e-05
1293,-0.0008168688581302249
1294,-0.0008756224525211166
1295,-0.0051654937374061745
1296,8.295550809735718e-05
1297,0.0017841533406508148
1298,-0.0002022902795324578
1299,0.003959028521881612
1300,-0.0067173741533565895
1301,-0.008169294991616442
1302,-0.0016726743927010872
1303,-0.0523892596704058
1304,-0.007197552529267748
1305,0.006112246394409437
1306,-0.006273595488770042
1307,-0.021423458366777424
1308,-0.0029680984164492355
1309,-0.0002816073485456359
1310,0.00031665566146879174
1311,-0.007834407747925584
1312,-0.007915848581842628
1313,-0.0009185358490018456
1314,0.0017659588058623128
1315,-0.02087547043554934
1316,-0.020174393892688092
1317,0.0055102823603501196
1318,0.00337112184467705
1319,-0.03576286841447392
1320,0.0028488947105672333
1321,0.0009994741911728256
1322,0.000491717320556429
1323,0.009789886460587064
1324,-0.0026875866765905163
1325,-0.0033744209831190522
1326,0.0013601875448177767
1327,-0.013529286682378025
1328,0.0002542478526787741
1329,-0.00018943864386981285
1330,-0.00019810455674230569
1331,-0.0004520492813073352
1332,-3.289160573006899e-05
1333,-2.7628271078128332e-05
1334,-6.515843884624111e-05
1335,-0.00041430808342681955
1336,-0.00034865989134954324
1337,0.0002926246484199758
1338,0.00010660955136204015
1339,0.00022907912171448786
1340,-0.00040535976710591757
1341,-0.0004135839640429757
1342,-4.880213895809473e-05
1343,-0.0007657780236061173
1344,-9.498927775700385e-05
1345,0.00012121690326332916
1346,6.377891927084835e-06
1347,-0.00013616905615158938
1348,-0.0001405523007161118
1349,1.5276742207033637e-05
1350,5.3854360922369975e-06
1351,-0.00010292650492593624
1352,3.152768281839601e-05
1353,-0.0009333897296433252
1354,-6.354468478142532e-05
1355,-0.0023217647655927763
1356,1.663820562616963e-06
1357,-5.485063934769649e-05
1358,3.3462422527204136e-06
1359,3.920797132770848e-05
1360,-2.71379305984038e-07
1361,0.0002628109819037565
1362,0.0012174480540198453
1363,0.003323558208981847
1364,0.00033991756989121464
1365,0.000389104599073425
1366,0.0002442613609584387
1367,0.003087847934355486
1368,-3.763573221524532e-07
1369,4.4887245044658575e-05
1370,0.0003095893048716238
1371,0.0008854747134997286
1372,-0.0002336244632000664
1373,0.00036795718781210097
1374,-0.0002693198684092163
1375,-0.0012970161695322307
1376,5.158093483780512e-05
1377,-0.00019814119826290665
1378,0.0008128921738706144
1379,-0.00014093260415561356
1380,-0.0011019865973272856
1381,0.0007552195297104512
1382,0.0001706174943056911
1383,0.0022647684847303677
1384,6.0479874166792956e-05
1385,0.0010262644409507866
1386,0.001983165403508504
1387,0.005392763892358039
1388,4.291053994394059e-06
1389,3.327292859028164e-05
1390,7.780198333040817e-06
1391,0.0001490280564300508
1392,-0.0019575103615639706
1393,0.0008521785702500762
1394,0.0012415535162599574
1395,0.0031990005728687594
1396,-0.002612245208243434
1397,-0.0016536825708391987
1398,-0.0006351602249785961
1399,-0.016117594208210986
1400,-0.01363720364882525
1401,-0.005128420805599651
1402,0.007040438491297406
1403,-0.04020200024232229
1404,-0.002033731802648646
1405,0.005326736424771088
1406,-0.004566055800282112
1407,-0.0034241527319825264
1408,0.0007896831629725642
1409,0.0013552320672167429
1410,0.00026055713002349817
1411,0.007248583208755865
1412,-0.001891850883780093
1413,0.004267147307673106
1414,-0.006184471961733644
1415,-0.013445639867245656
1416,-4.040150327472868e-05
1417,-8.78772741344789e-07
1418,-2.9184182067429066e-05
1419,-2.743197071112088e-06
1420,4.343061404095917e-05
1421,2.8135552618738707e-05
1422,0.0001452177330353702
1423,0.00011839671393130155
1424,-0.00014542594018430516
1425,8.402721573214359e-05
1426,-0.0010121709062552674
1427,-0.0005896619282042101
1428,0.00018893610550654023
1429,0.0003307584219408732
1430,-0.00014228058252594583
1431,0.0015567224554347112
1432,0.0005309817822572829
1433,-0.0010946693695170482
1434,-9.206166945947602e-06
1435,-0.0006446313311179856
1436,-6.075098594031564e-05
1437,-4.403271312383531e-05
1438,9.958798820499972e-06
1439,1.2459063839706847e-05
1440,-0.0013508367165368288
1441,-4.278978027535871e-05
1442,0.00013855892233486042
1443,-0.0021729406503055437
1444,1.6688800478684894e-05
1445,-0.00016014549939779012
1446,0.0002702202419442043
1447,-0.00012816296737218002
1448,-0.0009699901486597997
1449,0.000637783399524188
1450,-6.409031341169433e-05
1451,-0.0011829612423846102
1452,-1.0337123177288901e-05
1453,-3.237648119080159e-05
1454,-1.9879479352697967e-05
1455,-0.000443004637324283
1456,-0.003055271485641152
1457,-0.0015073196027629442
1458,0.003235106341479542
1459,-0.00449554905167664
1460,-0.000728800452384242
1461,-0.00010008726980870701
1462,0.00018368085369387119
1463,-0.0017868130204974366
1464,0.0018739659108695118
1465,0.0009773466485345063
1466,-0.000912057409354858
1467,0.0026392235941530956
1468,-0.00043301923339439835
1469,-0.0012146843594440728
1470,-0.0007478910243421907
1471,-0.007144643819054633
1472,0.0011075846911571612
1473,-1.4542848356707838e-05
1474,-0.0011862737535757724
1475,-0.002109243517246062
1476,-0.0004857523321727287
1477,-0.0018684223653130337
1478,0.0011966561491483956
1479,-0.003252939225098976
1480,-0.0005996994943425131
1481,0.00015559170703556362
1482,-2.2019762747619976e-06
1483,-0.0016767772135150413
1484,0.00014529677447184722
1485,6.490062359184318e-05
1486,-5.685965595880237e-05
1487,0.00020062130725021803
1488,-8.999073652928001e-06
1489,-0.00032131423139838223
1490,0.00019512094326072272
1491,-0.00044678965676849604
1492,-0.0001403631262586615
1493,-0.0001410212999837408
1494,-6.962102753813734e-05
1495,-0.0009831716584983417
1496,0.00010137341567670208
1497,-0.0005905596617972215
1498,-0.0006068720619453816
1499,-0.002512193539397129
1500,-2.5288720110229646e-06
1501,3.619704573864827e-05
1502,-1.8775021492215422e-06
1503,0.00016148936398128713
1504,-1.7708275961676898e-05
1505,-3.2004827515168043e-05
1506,-0.00016323386967724787
1507,0.0006467820010090634
1508,-0.0003566045267742205
1509,-0.0007446110975066419
1510,0.00015231964926258864
1511,-0.003736617006164409
1512,-0.00020164432511434268
1513,9.939435519154216e-05
1514,-0.00018442909911835077
1515,-0.00081149165426177
1516,2.1981878339589143e-05
1517,-0.00011587323891540064
1518,0.00034357685437133443
1519,0.00040137100180022753
1520,-2.8250998208241762e-06
1521,8.165101724915898e-05
1522,0.00017747946609671268
1523,0.00021887830243279762
1524,0.0008364133890400985
1525,-0.00021665125867272167
1526,0.0011408290448380147
1527,0.004645569922969245
1528,-2.500125163860633e-05
1529,-2.1142027841856243e-05
1530,4.712655120727959e-05
1531,0.00011264047065048903
1532,8.952931161365706e-06
1533,-0.00022652458999481903
1534,5.2878058641692275e-06
1535,-0.0005393952475557316
1536,5.739388625025666e-06
1537,5.015612823275923e-06
1538,2.9071429147934404e-06
1539,2.762035610534134e-06
1540,0.0003898599997672271
1541,8.194834888286455e-06
1542,-4.719834693040722e-05
1543,0.0012959010605484186
1544,0.001177396177676385
1545,-8.067358575162693e-06
1546,-0.00013514151636249172
1547,0.0010887823891163237
1548,1.8919470060782202e-05
1549,8.159070260543368e-06
1550,2.4211427424582836e-06
1551,-9.177276261253249e-06
1552,4.26882164737428e-06
1553,9.479897693949944e-06
1554,8.631770314802438e-06
1555,9.713641689853972e-05
1556,-3.988825391835709e-05
1557,0.004176068517120826
1558,9.306337298799723e-05
1559,0.010382292378551792
1560,-0.00011277502355713225
1561,-8.343043909144807e-06
1562,-2.813351557851472e-05
1563,-4.109759995336299e-05
1564,0.00020726099825889549
1565,3.810936520598372e-05
1566,-3.38925595992329e-05
1567,-0.0005321861128924865
1568,0.0002669776665615685
1569,-6.087779837180517e-05
1570,-1.7528298072238874e-05
1571,9.26721812012371e-05
1572,3.103311572637198e-05
1573,-0.00011329149739908935
1574,1.9667730657770005e-05
1575,-9.870037998211182e-05
1576,0.00013643205544215
1577,-0.0003088360998260751
1578,8.564318759337274e-05
1579,9.647850378692504e-06
1580,-0.00012723087849684475
1581,-1.6043862934724164e-05
1582,-8.166045494954397e-05
1583,-0.0005920137220156036
1584,-7.487868677298456e-05
1585,-0.00017101815969749508
1586,0.00034365764950567297
1587,0.00023798197597829762
1588,-0.00020042661423686425
1589,0.0001474130076080856
1590,2.441106638171487e-06
1591,-7.683767510453962e-05
1592,-0.00010077804875092191
1593,-6.136331233542766e-05
1594,5.5573623395962135e-05
1595,-5.058238187027511e-06
1596,-3.203965932662737e-06
1597,0.00011849117016623749
1598,1.1028808688445893e-05
1599,0.00030927624712251536
1600,-2.1976047798388075e-05
1601,-0.000945246870945104
1602,0.002184197219676751
1603,-0.001256787476581336
1604,-0.00019655850302946208
1605,0.000436036425033622
1606,-2.2691329299205397e-05
1607,0.000689462443471241
1608,-0.0006365914594596059
1609,-0.005150671182354543
1610,0.0013284478247378225
1611,-0.012694594028626917
1612,-0.00013536262832289521
1613,4.869292177969689e-06
1614,-4.355367453109811e-05
1615,0.00018367270300814889
1616,0.0006622714186098806
1617,0.0002694798795078063
1618,-0.0004618921638858015
1619,0.003766308981143725
1620,1.5779529320609818e-06
1621,-1.0200790814513672e-05
1622,0.00013716091498607675
1623,0.00041888935772342687
1624,3.6453158468442044e-06
1625,-1.9317679410599823e-05
1626,0.0001017230744416662
1627,0.0001340363389423918
1628,0.00016217562292308583
1629,-0.00024906009890283444
1630,3.5621253250619053e-05
1631,0.00017484711461384565
1632,-0.00030676376210908086
1633,-1.744069259665661e-05
1634,-4.489326987106989e-07
1635,-0.0010500706610359933
1636,0.00013882195715907023
1637,-1.0120180417697756e-05
1638,-6.2817321171844e-06
1639,0.00044189708692299367
1640,8.824958682123725e-05
1641,-2.1386999954809414e-05
1642,0.00019623322968503114
1643,0.0007872361286792473
1644,-0.0006746949979460703
1645,0.001344408462431063
1646,0.00016812537334134927
1647,0.0031019188270060716
1648,-9.645396193633226e-05
1649,-1.833041043257174e-05
1650,8.498963442063496e-05
1651,-0.00022852867889320522
1652,0.00011029110777238462
1653,7.723821910533814e-05
1654,-1.3062447955804459e-05
1655,0.0004313124315431352
1656,8.459875365903892e-05
1657,7.309365202424928e-05
1658,3.975980424134536e-06
1659,0.0002000061103280797
1660,3.259670123724957e-05
1661,2.1978324269076692e-07
1662,3.898493438835557e-05
1663,-3.3011905542085875e-05
1664,-9.062579749684518e-05
1665,1.0570159598912391e-05
1666,3.725261049086584e-05
1667,0.00010937807144449192
1668,-0.00013003450958294565
1669,0.0005842778913589627
1670,-0.0003634971991676174
1671,0.00011897675511162756
1672,-3.480466958577713e-05
1673,-1.3938201772741482e-05
1674,6.113655901006391e-05
1675,-0.00013449990860990295
1676,-7.924691677529653e-05
1677,-4.3211997893306626e-05
1678,2.0114431250590735e-07
1679,7.488425927874638e-06
1680,-8.462359888379498e-05
1681,6.0142815290587714e-05
1682,-1.0407175282080536e-07
1683,9.246250557257402e-06
1684,-0.0019613717199206348
1685,0.0005101051607484899
1686,-0.0012380862606469535
1687,-0.0074092393105180425
1688,-0.0015181714287510768
1689,0.004018491851183559
1690,-0.006231292742328671
1691,-0.008417811122089976
1692,-0.0031874143383010824
1693,-0.0014388690801903313
1694,-0.0005360798470620934
1695,-0.014075219362561222
1696,-0.0007687470173366777
1697,0.0012638793339388213
1698,0.0010632695895091981
1699,0.005820448350657549
1700,-0.000403572430168749
1701,-0.0006690849670246788
1702,-0.0005425536722901282
1703,-0.004872726527301594
1704,-0.0008160236241119571
1705,-0.00043523663649106713
1706,-1.5814523336491324e-06
1707,-0.004026684659336308
1708,-0.000993344238328146
1709,-0.00060298924483761
1710,0.000611145922326963
1711,-0.003440358416922879
1712,-0.0018892786819701515
1713,-0.0006070523538369786
1714,-0.00010504767958577229
1715,-0.007392530233157903
1716,-1.1098043869772774e-05
1717,-0.00038763820922531794
1718,-2.37917033808818e-05
1719,-4.735293798167307e-05
1720,-0.00033337743604914166
1721,4.349976041158765e-05
1722,0.0005599014467531924
1723,0.00046028836096309497
1724,-0.0023240356349561783
1725,-0.00018672925838913784
1726,0.00027132980521716227
1727,-0.004725484395662147
1728,5.215697840824165e-05
1729,1.4087602144604662e-07
1730,2.1112865464408588e-06
1731,8.606748832183289e-06
1732,2.024816216950624e-05
1733,1.4869386050557708e-05
1734,0.00012255719503221615
1735,0.00043024386813469333
1736,-4.95681766731513e-07
1737,-2.1224464970643103e-05
1738,-0.00014291239662706206
1739,-0.0004949182044520899
1740,-2.0571148635907236e-05
1741,4.8867299634386454e-05
1742,0.00015246971648506046
1743,0.000551221045759738
1744,0.00022260082288174063
1745,1.6727551903340453e-05
1746,-0.0001480185682432998
1747,-5.440774728594461e-05
1748,-6.102020493062843e-05
1749,-0.00015538057895319083
1750,-2.427828895120541e-05
1751,-0.0008317416494783147
1752,-5.922828311026999e-05
1753,0.00043313253756574325
1754,0.0010334824485092862
1755,0.003494364760515098
1756,0.0003791357401200432
1757,0.00028261443386089246
1758,-5.4550256040974905e-05
1759,0.0020610606961075115
1760,-0.00014457243559166155
1761,-7.964014682187904e-05
1762,8.122889278749403e-06
1763,-0.00010218053840937262
1764,0.00022118007406259405
1765,-0.00015380915707094745
1766,7.254071497835676e-06
1767,9.203212607554642e-05
1768,-9.965265141236645e-05
1769,2.6514864816626935e-05
1770,-4.476432138188748e-09
1771,-0.00011876529466705845
1772,-5.065986746051363e-05
1773,-0.00031451902525501116
1774,-7.426203329728818e-07
1775,3.530103673008633e-05
1776,0.00017654286342550133
1777,0.00011724476925337156
1778,0.00011131610835235304
1779,0.0009986986090826779
1780,0.00011079223778364223
1781,-0.00013771157986155352
1782,-5.567162671513641e-05
1783,5.2817902182708646e-05
1784,-0.0012452429074623014
1785,-8.208570299455803e-05
1786,-0.002192878853008448
1787,-0.009747745304625287
1788,0.0011329004748966663
1789,-0.0008529389036094748
1790,0.00017649365951023113
1791,-0.0016701519961451422
1792,-0.000719676211907684
1793,0.00042894157224321837
1794,0.00037486632677724937
1795,-0.0023449317195426717
1796,8.268445274191526e-05
1797,1.9917914984875755e-05
1798,0.0002359269845840661
1799,7.802257007732383e-05
1800,-6.252041215243544e-05
1801,-4.592454709546349e-06
1802,1.3287628627594056e-05
1803,4.8515165447495655e-05
1804,-6.680932724272569e-05
1805,-0.0005649523119923823
1806,0.0005008851625571933
1807,-0.00022697487564272512
1808,0.00010548766653172752
1809,-0.00021857148560007106
1810,0.00012564459020987344
1811,0.00026012729587134156
1812,-0.0011951246741169735
1813,0.000551113960186995
1814,0.0004260725764659496
1815,-0.00022361462157177202
1816,0.0003749139414831175
1817,4.9379966418575485e-05
1818,-9.409037520872069e-05
1819,-3.2905608621435216e-05
1820,-2.1291095839261898e-05
1821,-2.4266063095328965e-06
1822,0.00039312927402063245
1823,0.00044830759287526527
1824,-0.0005935339531554263
1825,0.0007300614434787723
1826,0.0004359614475684697
1827,-0.0006894305857818798
1828,6.0892020939171755e-05
1829,0.00024221483460686816
1830,-0.0015393950341893762
1831,-0.001330340355680907
1832,-4.18960574404353e-05
1833,-0.00010707697666171833
1834,8.644134407162652e-05
1835,-0.00021206218499874864
1836,0.0006002928106393309
1837,0.0013178949648047977
1838,-0.0003798050332001356
1839,0.0022768173264529853
1840,-5.144744612774096e-05
1841,-0.0002982133119136847
1842,0.0001592353779537985
1843,-0.0005216042874197885
1844,0.0005076977456919501
1845,0.000560297580129046
1846,0.000343497430398644
1847,0.002743457092039898
1848,0.0010667167842958493
1849,-7.064916027869565e-05
1850,-0.001436960450095434
1851,-0.0057382770849504034
1852,-0.00013204201950532077
1853,-0.0019112287445982455
1854,0.00021191292030683936
1855,-0.0030933568017467343
1856,0.0001399526378204588
1857,0.00029365842321267245
1858,0.00011249347351958741
1859,0.001077875987978812
1860,-0.00013674770012128915
1861,0.000488852299102148
1862,-0.0004544756812815396
1863,-0.0005323332018179768
1864,-5.9253536114076415e-05
1865,-0.0006584903266140475
1866,0.0009021290494836045
1867,0.0001248149976119421
1868,-0.0007324236290912328
1869,-4.311885278942571e-05
1870,-9.428494284370181e-07
1871,-0.0011470241724132694
1872,0.000973975790279879
1873,0.000787759181692358
1874,-0.0016469593805791946
1875,0.001140611178308266
1876,-0.0002013498372149427
1877,0.0004931909709948178
1878,0.00015467598506294065
1879,0.0014285058000363933
1880,-0.00012141034908720988
1881,-8.966922598499456e-05
1882,0.00011127111841529432
1883,-0.00027365131888472513
1884,0.001012253586183298
1885,-0.0003845926249317223
1886,-2.5804360164863386e-05
1887,0.0002789889139275648
1888,1.9633167356122494e-05
1889,-8.352240774225538e-06
1890,-6.551762252141688e-06
1891,-6.78075959336782e-05
1892,5.699685896249521e-05
1893,-0.00017557455707763075
1894,9.70428937644418e-05
1895,-0.00014285568040431042
1896,2.5660765250336726e-05
1897,6.760074740792962e-06
1898,5.678202073920945e-05
1899,5.291014060919848e-07
1900,6.046809670995319e-05
1901,-3.851828159602176e-05
1902,-7.87749349300084e-06
1903,-3.3940459281405056e-06
1904,4.446118249699949e-05
1905,1.809994000242157e-07
1906,-5.104236274343093e-06
1907,5.1773186735916884e-05
1908,5.9391632331411124e-05
1909,-4.5361928692017786e-05
1910,2.1553535571267492e-05
1911,5.2209062442939526e-05
1912,0.00016217045210876294
1913,5.323679809110842e-07
1914,1.0608105556775976e-05
1915,5.3581088547340474e-05
1916,2.2062829223808687e-05
1917,-2.806551784465963e-06
1918,-6.737831735296199e-06
1919,7.016257318776583e-05
1920,3.074639575457117e-05
1921,-2.2748024914362673e-06
1922,5.722811113639381e-06
1923,0.00013971434677765286
1924,4.452839197089704e-06
1925,5.961959541258659e-07
1926,5.477109586808972e-06
1927,-3.848564227762344e-06
1928,-9.820139578854945e-06
1929,-1.0321021792729942e-05
1930,-9.926447060017121e-05
1931,-0.00012957448556439924
1932,1.4828576757408049e-05
1933,-8.159238586761234e-06
1934,-9.070060649071323e-07
1935,-2.267980772195803e-05
1936,0.00018254494581431427
1937,-1.5429954199525145e-06
1938,2.4686183437666275e-05
1939,3.292500909965272e-05
1940,-0.012125139501781157
1941,0.005981126221982927
1942,0.0024601410255689986
1943,-0.012345516343059113
1944,-0.0020936082948764282
1945,-0.0010370609359937547
1946,0.0023016676912819994
1947,-0.0023559897864607483
1948,-0.005616980568556882
1949,0.007812161356305678
1950,-0.002494890404400635
1951,-0.0005887523409031305
1952,8.007276485332116e-06
1953,-2.9127152672630378e-05
1954,1.9152536885429732e-05
1955,8.450811488396726e-05
1956,3.734521994469634e-06
1957,-7.190844700629143e-07
1958,-5.044319082202539e-06
1959,6.4005319132256555e-06
1960,-6.510694418451569e-07
1961,5.410566553796915e-06
1962,6.578911739044738e-06
1963,-8.460172470162137e-07
1964,-4.5192524360482876e-06
1965,7.237063319952951e-07
1966,-4.753740027633341e-06
1967,5.411574722900858e-06
1968,-4.177796031674331e-05
1969,-2.227233786971871e-05
1970,2.8430064141608377e-05
1971,2.202454058667585e-05
1972,-0.0007681066564951127
1973,-0.00043555528919521206
1974,-7.892978235191192e-05
1975,-0.004083630058353371
1976,-0.0018786181603089697
1977,-0.00039881546113747777
1978,-1.596062665008818e-05
1979,-0.006172200103857982
1980,-0.0006019746310726538
1981,-0.0021210373858659235
1982,0.0019559883084049982
1983,-0.0009687071479972353
1984,-6.711868306549158e-05
1985,1.4817090357566243e-05
1986,-2.804138766823613e-05
1987,-0.0002226901384804401
1988,-0.0007193520668605115
1989,-0.0016058778177355701
1990,0.0023443223465317146
1991,0.0009705840088574983
1992,0.00031274596950352
1993,4.1372305750641286e-05
1994,-0.0003125132273087164
1995,-0.0007307113600201191
1996,0.002731090180103531
1997,-0.0006233531906711341
1998,-0.0009349414942722931
1999,-0.0011716057017561402
2000,-0.003336109357277551
2001,-0.0013611943403148015
2002,0.0003992111042427804
2003,-0.015025174825429234
2004,0.0039870774261272016
2005,-0.0019948569416027937
2006,-0.0013330062740525507
2007,0.00021264332432407624
2008,-0.000544094677613314
2009,-0.00016985037878921818
2010,-0.0006228891882474466
2011,-0.004594066732886036
2012,0.00020030472305522493
2013,-0.0008854274075779515
2014,-0.00046662271109970856
2015,-0.0054777750473645175
2016,-0.0001775932037641477
2017,0.00027808580857515943
2018,-0.00015206904178383001
2019,-0.00030949487668450895
2020,0.002711090227240414
2021,-0.002577384639119243
2022,-0.0019624424504136218
2023,-0.005451765887833224
2024,0.00022883350761438226
2025,0.00010812497758875564
2026,0.0006781285780139326
2027,0.003253997072706714
2028,0.0005435605868822182
2029,-4.703489255987362e-05
2030,-0.0013398035535994385
2031,-0.00037365410383568594
2032,0.0025215066338084447
2033,0.0018923036069750409
2034,-0.00202748193019051
2035,0.005077746180568354
2036,-0.00010043613463235427
2037,-0.00266824410252928
2038,7.263226526919625e-05
2039,-0.006745291345791794
2040,0.0006523776440569121
2041,-0.0001100213780117076
2042,0.0009635981077885821
2043,0.006770210402660864
2044,-0.001425212383050125
2045,0.0011458722414339586
2046,0.0002540921140377692
2047,0.0008769541876765994
2048,0.00016783359302877582
2049,-0.0005025893926995345
2050,-0.00023005464293585
2051,-0.0018020740796159931
2052,-7.024667523042638e-06
2053,-1.8765247936529723e-05
2054,3.2031231498899867e-06
2055,-6.681718074507451e-05
2056,0.00016365781556549385
2057,-4.7364118638002236e-05
2058,-2.4448248179330345e-05
2059,0.00031839282189144186
2060,-0.0004703470810628214
2061,0.0003125106219838377
2062,0.0003619102923826998
2063,0.0004210947466053519
2064,0.0003223054489892841
2065,-5.017037093789083e-05
2066,-7.897831584083337e-05
2067,0.00024768694826761867
2068,-0.00014861371069769638
2069,-0.00013601895202085406
2070,4.655430398343989e-05
2071,-0.0008270227222816465
2072,-0.00016725025434471158
2073,-4.218988876975089e-05
2074,0.00011602638883017538
2075,-0.00023764141621407202
2076,-0.001036141368477515
2077,-0.0005393455519748914
2078,0.000315960020883612
2079,-0.0038081472874464065
2080,-1.3244893763056018e-06
2081,-1.9663287929876547e-05
2082,-9.928869741082497e-05
2083,-0.0004784608383430957
2084,-0.0006941034559837795
2085,-2.3525593944532884e-06
2086,0.0004159443401498291
2087,-0.000961902686864434
2088,0.0004574983144801067
2089,0.00014105042872952203
2090,1.8306852972351344e-05
2091,-0.00012557926712982286
2092,-1.0279839584625894e-05
2093,-3.064521292071381e-05
2094,-0.00017345733989082804
2095,-0.0006333698733232393
2096,0.00017549411569254124
2097,-5.3625394216185705e-05
2098,-0.00014930947030145368
2099,6.680173783446735e-05
2100,-6.259691551895624e-05
2101,-6.841173311080491e-05
2102,0.0001652628035694529
2103,0.00012739289980125357
2104,-0.00029521293937605415
2105,0.00011941676547207724
2106,-9.624652193418263e-05
2107,-0.0009220298567930963
2108,0.0001895727560116267
2109,-8.473782533897544e-05
2110,3.555243059150941e-05
2111,0.0003362857172825884
2112,0.00014049997117987834
2113,-0.0002570588471624063
2114,5.1506236016410427e-05
2115,-0.00017852246653691129
2116,0.003968447980817062
2117,0.010173835959510841
2118,-0.017627074794904624
2119,0.03573874361797053
2120,-3.9931980353662935e-05
2121,8.646637788064147e-05
2122,0.00012278098656764788
2123,0.0003601075140329154
2124,-3.049615567043432e-05
2125,0.0003726819411238448
2126,-7.137757347993492e-05
2127,0.0005798598111787104
2128,1.3549444981330826e-06
2129,-1.7084360322616358e-06
2130,-3.74884200296895e-06
2131,5.1258764443959684e-06
