,drop_co_virtual
654,5.055473822029215e-05
655,1.864740553685542e-05
656,0.0007365371370239304
657,-0.0004138584488609288
658,-0.0007300870508266698
659,-0.000755088536494608
660,0.0011527081264198166
661,0.00026014952141926924
662,0.0004879029514803993
663,0.005820285432013164
664,0.0003726866901537213
665,0.0001660557804328573
666,-0.0011424357271082955
667,-0.0018157684676451415
668,-0.00023870139190707005
669,0.00037769953134110827
670,3.929757400285836e-05
671,0.0004248447749759393
672,-6.801242564254757e-05
673,-0.00020580689401585882
674,4.441479067675633e-05
675,-0.00043307738509400034
676,-0.0006206800098265657
677,0.0011916843606740914
678,0.0025391542778822715
679,0.010690888414468714
680,0.00016415116426221114
681,0.0008816248698659111
682,-0.0005388045730268952
683,0.0009137405518051066
684,0.0006737072121089621
685,-0.00021682914455846725
686,-0.00038733559020105626
687,0.000418905365470343
688,-0.0003939618055397552
689,-0.000493349228640838
690,-4.9435562578685675e-06
691,-0.0026961702393077823
692,0.00044643171864087723
693,0.0001868474815247547
694,-0.0006539040042404752
695,-0.0007204126288603157
696,0.00030519663788343643
697,6.666461464374645e-05
698,0.00010091493007900312
699,0.0018921217719786887
700,-0.0011178312850976784
701,0.002041424826551137
702,0.00021286072844852767
703,0.003316361995062795
704,0.00035633347173917064
705,-0.0007784247320937113
706,-0.0004190815277274814
707,-0.0028162557558993584
708,-0.0016279665831621312
709,-3.193342982790433e-05
710,0.0008389703817274971
711,-0.0022413880281796426
712,0.0002469542315898619
713,-0.0006551293472552644
714,-7.066832241090988e-05
715,-0.0013104162520052294
716,0.0023313309224629827
717,0.0022785549369309867
718,0.0010718265686572108
719,0.01682710917680337
720,0.00040456002812921444
721,0.00023218760120268862
722,-0.000203405488902546
723,0.0009929926794280677
724,0.002154939023323636
725,-0.000653379536566123
726,0.0021361642129587607
727,0.010410461658185587
728,0.0006011724435669541
729,5.1975745372022096e-05
730,-0.0003956440809355822
731,0.0008305398340721538
732,0.007037289056733633
733,0.0003975407843604555
734,4.6110975780157336e-05
735,0.002376922762292983
736,-0.000925411934726701
737,0.00112411993440287
738,-0.0005241206926484077
739,-0.0007365647540724603
740,4.15397317020588e-05
741,0.000934434898721048
742,-0.0006739338469589939
743,0.000589481246446198
744,0.0004859665772099625
745,-8.527607532280358e-05
746,-0.000505506057776596
747,-0.0007374028608553702
748,0.003602783117106267
749,-0.001200113771997528
750,-0.004759079405458165
751,-0.0064296835498298755
752,-0.0008738900653305104
753,-0.0009839083723792831
754,0.0014155869679798433
755,-0.001661256311924202
756,-0.00026481372381075246
757,-0.0014047852808000243
758,0.004197311113361196
759,0.005124065542776197
760,0.001213451382257566
761,-0.0004896035814625975
762,0.0011504783910436431
763,0.005719567944735587
764,-0.0005961531296282405
765,0.00023822904242987042
766,6.379133962688724e-05
767,-0.0009658895302188952
768,-0.0011895592991975382
769,0.0005859310390780052
770,0.0024661233802095537
771,0.00618734073574284
772,-0.0002615934422441475
773,0.0007329153437760617
774,0.0004438793719571621
775,0.0025315514694356474
776,0.0002195256326541257
777,0.0005721916832928119
778,2.0612694426334827e-07
779,0.0020295635836578324
780,-5.067779982660419e-05
781,0.0006249496645496321
782,0.00036102096372703295
783,0.0035925349982778116
784,-1.1622465985785679e-05
785,0.00016652594377919078
786,0.0010534196479615862
787,0.003682860900429409
788,-8.2628247654077e-05
789,0.00011763170344118409
790,-3.612443950566584e-05
791,-8.387671581587463e-05
792,0.00037417775549833154
793,8.421826727656862e-05
794,-0.0005847120288872954
795,-0.00015497147878994064
796,0.00011877464965663239
797,-0.0001679728757727084
798,-0.00011087325212085666
799,-0.0005212528265436931
800,0.0002631867479328234
801,0.0006341146621223042
802,0.0001976078227317957
803,0.003078599077031148
804,-8.018489374672972e-05
805,0.00021282188046576543
806,-0.00010523924807089008
807,0.0003344171312218283
808,9.218860714725433e-06
809,-0.00015371234178901866
810,-2.1309407112558768e-05
811,-0.000502238570076894
812,-8.303471795401193e-05
813,0.00044087009081277104
814,-0.0004519343026496319
815,-0.0001475023742463765
816,0.0002244425756658794
817,0.00029120103733189717
818,9.724573722768505e-05
819,0.001845138706254675
820,0.0017939598249028332
821,-0.006930110335911743
822,0.005800811373002205
823,0.0027793222887810077
824,-0.002276205731829961
825,-0.00297208494580229
826,0.0036319715779597715
827,0.00020146946644052915
828,-0.0023687781068544244
829,-0.0008628108477014377
830,0.0004968326692440135
831,-0.008290112944764989
832,0.0004906931247293131
833,-0.0005360729127375153
834,0.0007802488495184129
835,0.0021801884170965613
836,0.0023316582647397127
837,-0.002552993069181607
838,0.0014448920488810337
839,0.0013660527983794146
840,0.0012357094820778264
841,-0.004009542029779611
842,0.0009758893771232011
843,-0.006757102893551747
844,0.0010150628085961845
845,0.0028765993605068428
846,0.011526295249111066
847,0.041615606564539664
848,0.0019011206132362743
849,-0.0013877969989327871
850,-0.003730680416329908
851,-0.005652785306155984
852,-0.0033621823578534244
853,-0.00417605151962249
854,0.0028569957164799463
855,-0.014360257506452373
856,-0.0018240324695142363
857,-0.004371349348285274
858,0.00369719050129119
859,-0.011187993380756475
860,-0.005465318683184292
861,-0.0008640549446959495
862,0.004132461512318606
863,-0.010789307784018003
864,-0.0020118836819462823
865,-0.0058923934875774985
866,0.0003980241640836822
867,-0.024221157528639566
868,-0.00021880289718078754
869,0.00027526862873442895
870,0.001570037953517989
871,0.0008562319251267033
872,0.0015435594515813443
873,-0.001405430342507562
874,4.514517296027311e-05
875,0.0012951934312110938
876,-0.0018973183228190697
877,-0.0005097111295785805
878,0.0009134106546818283
879,-0.004747383466496455
880,-0.0008417994064685943
881,0.003990535290585282
882,-0.0011133120810029895
883,0.00667088133156198
884,0.0003248196410630878
885,0.00019517498141638834
886,-0.0002765262311627101
887,-0.00037241360231370644
888,7.663567633569107e-05
889,0.0011026786623446994
890,-0.0007794332864736236
891,0.0014029404265986575
892,0.001571270062333745
893,0.0010943413861259313
894,-0.00020915202111485004
895,0.006753357429996078
896,0.000390260201582738
897,1.739150821814048e-05
898,-0.0003882646257384449
899,0.0008098150892075862
900,0.0005470102721465652
901,-0.0006327230341043536
902,0.001380005064783244
903,0.0036379054142429423
904,0.0020776384829112138
905,-0.0004594022859737108
906,0.0011083662181815865
907,0.007185519824798115
908,-0.0019234455338663652
909,-0.00027078703683910315
910,-0.00193748383278712
911,-0.014879294339649515
912,0.0001201023410780666
913,-0.000501809028751102
914,-0.0008896651385446646
915,-0.0031735835603464812
916,7.58203636723427e-05
917,-2.8461262796415086e-05
918,-3.633722496988119e-05
919,-0.00041061239390254457
920,-0.0013595575413692903
921,-0.0005509689460980739
922,-7.654257906300718e-05
923,-0.0056284137799809085
924,-0.005701439800973169
925,-0.0008027876199114898
926,0.0014574976085677898
927,-0.01783716400057802
928,0.0031844310670702293
929,-7.12261684202228e-05
930,-0.004351381391955092
931,-0.00473228015447834
932,-0.0006979637839038692
933,0.00021994850964887896
934,0.0006308820744436876
935,0.00040758481623070483
936,-0.002647790233711704
937,0.0025238285023302374
938,-0.004810704254107197
939,-0.01347913106655914
940,2.124822977124532e-05
941,-0.00016602512327798603
942,-0.0001092938476969616
943,-0.0009588548057142709
944,4.633348552256387e-05
945,-9.98610228731798e-06
946,-0.0002025826774453533
947,-0.0003241110820534721
948,9.750612977263526e-05
949,2.7247287838332103e-05
950,-0.00029234694741833917
951,-0.00020739208098418532
952,-2.7399431985076707e-05
953,-0.00016919230516659602
954,9.99985730896054e-05
955,-0.0003712597777282001
956,-6.840985371941503e-05
957,-0.00015434770005117192
958,0.0002543558128498544
959,-0.00034266852812231673
960,-0.00045066117600846777
961,0.002970259014525977
962,-0.00108168752296971
963,0.004346867703190485
964,0.0017985550999713165
965,0.0011634050889742782
966,-0.0007587555330745158
967,0.004823993500956215
968,-0.0024454861262106593
969,-0.0008927461542271362
970,0.0016801042015341906
971,-0.00616999930514232
972,-0.0005752069025515598
973,-0.0007360679404258337
974,-0.0021615218137653993
975,-0.011469215270088208
976,-0.0024806592951020514
977,-0.0007253780829461602
978,-0.0011715896659797145
979,-0.013394917042545407
980,0.002975647241022261
981,-0.0010411758290555864
982,7.73163307170764e-05
983,0.0039587167049794595
984,0.0009289739756007058
985,0.0002941825618919716
986,-0.00014127868825550063
987,0.0033769268302777586
988,-0.0016956260437313746
989,0.0013603189000632528
990,0.0018078516453515115
991,0.0046463336283422
992,-0.00046423893915070665
993,0.0015713262968573558
994,-0.00025508651571135943
995,0.002803369297093774
996,-0.0004300860510626059
997,2.5688199538334066e-05
998,0.0007723343771031197
999,0.0013194942217458676
1000,-0.0004634352086929555
1001,0.0009717298796103908
1002,0.0005980944925045546
1003,0.0037095619837650804
1004,0.0002492349888178669
1005,4.752828080788516e-05
1006,1.8004905693765793e-05
1007,0.0009086601514473049
1008,-7.763106166147306e-05
1009,0.0005948825513202083
1010,0.0008489844788730048
1011,0.0038056808616645055
1012,-9.86628168392724e-05
1013,-0.00041631686163779753
1014,0.00043885984433800597
1015,-0.0007715915784193422
1016,0.0017428093654027817
1017,-0.0018862614497872558
1018,6.551032521939995e-05
1019,-0.0005071619703007055
1020,-0.001995533848480345
1021,-0.0005210105064533019
1022,0.0018596569003183688
1023,-0.0026409857215590263
1024,0.0028559499534620406
1025,-0.0013648759662117243
1026,-0.0002862568240200553
1027,0.005533149464965649
1028,0.0007305753558897178
1029,-7.108131197859666e-07
1030,-0.0005581303005056943
1031,0.0011640087130811373
1032,-0.0001926748321368033
1033,-0.0006823667439389973
1034,-0.0005201619590052753
1035,-0.0037618842795768587
1036,0.0014055592111845477
1037,-0.00013319782066911507
1038,-0.000643472865198933
1039,0.0016322440333620058
1040,-0.002492893758017962
1041,-0.002225953402429788
1042,0.0022759004819067593
1043,-0.01038212058484496
1044,-0.0009936278358334634
1045,0.0001294414367825527
1046,0.00024291995682560618
1047,-0.0009494982545200803
1048,-0.0002858672029275924
1049,0.0002458716322104085
1050,0.0013015577673357345
1051,0.002958833571581737
1052,0.0008546389497655959
1053,0.0001104691622994365
1054,0.00047036902987561733
1055,0.004688227962585114
1056,-0.0002274588359473534
1057,-0.0041880731921909
1058,0.00025893602437160687
1059,-0.013752044650337207
1060,0.00036315964506006455
1061,-0.0014198262837981765
1062,-0.0013547374756629196
1063,-0.007869981380556905
1064,0.0038252820110784313
1065,-0.002251871908300562
1066,0.0014354384272016693
1067,0.00983289373257801
1068,-0.00032522295846600053
1069,-0.00017773862468934697
1070,-0.0006541069094575832
1071,-0.0031653393777113215
1072,-0.00040111017140119655
1073,6.270206049518495e-05
1074,-0.00042297187127988007
1075,-0.002177918669048165
1076,-0.00020980004615223972
1077,0.0002910199038099682
1078,-0.0001414782768611367
1079,-0.0004932031740179851
1080,4.4101879000782775e-05
1081,-1.707781612229078e-05
1082,-0.00039756565534793467
1083,-0.0006500549414217174
1084,-0.0016355943246540365
1085,0.001210430247509632
1086,-0.00035954997054168583
1087,-0.004782230108976805
1088,0.0010196030330651056
1089,-0.0009604812245504329
1090,0.0026003679053659186
1091,0.009380704435760109
1092,-0.00021970577770193784
1093,-0.0003153374374085558
1094,0.0018716967185895851
1095,0.005550036261271707
1096,-0.0012120257019062176
1097,-0.002008879228257077
1098,0.004336697403012667
1099,0.0046324188118055595
1100,-0.002067573938206935
1101,0.0012302638305279096
1102,0.003273997943740962
1103,0.009752702298469999
1104,-0.002449960913231005
1105,0.0014591000563018083
1106,0.0029493533060358855
1107,0.005447485580231342
1108,-0.0008083206729752114
1109,-0.0001485278115233715
