,ed_elapass_hybridper_inf
468,9.254329924396508e-05
469,0.00014758414527413804
470,-0.00025354167912056884
471,0.0006163203060883559
472,-0.00014293331260837894
473,2.3686874789490676e-05
474,0.00031465047564398804
475,-0.0012489690126918393
476,-0.00038802352387532646
477,0.00023504113010243527
478,0.0007800809868086491
479,0.0010531689651969874
480,0.00439656216011625
481,-0.0008683376304529152
482,-0.0002721457173869886
483,0.003074998009313215
484,0.0005916537665329336
485,-0.00012025523398647078
486,-7.848837853788513e-05
487,0.001181425866813288
488,-3.2042236827717905e-06
489,-1.9550667017572046e-05
490,-0.0002226970192515039
491,-0.0005517151411011198
492,-0.000174504450450742
493,2.7415179189068823e-05
494,-3.5215343702834295e-05
495,-0.00011939861226284268
496,-6.829527466423149e-05
497,8.153316841545222e-05
498,-9.13435946982606e-05
499,0.00016134558545031317
500,-0.000418005503719474
501,4.124809596398075e-05
502,-0.0007671479737353787
503,6.467444197154135e-05
504,-0.0003690637992709308
505,1.9409190098040228e-05
506,-4.669520504792738e-05
507,-0.0009723252209829597
508,-0.0002536643820420882
509,-8.817172171991137e-06
510,0.00010690731910087593
511,0.00012730457796529957
512,-0.0005952061434691173
513,-0.0012064868726504355
514,0.0012726658108579783
515,-0.0014179435092342935
516,-0.0008410404637416241
517,-0.0003138680473568686
518,-1.1764520162465773e-05
519,-0.0033056370120327023
520,-0.0012500208094212827
521,-0.0001370782578189096
522,0.00022516047557745645
523,-0.0015261258906539338
524,-9.850420373059353e-05
525,-2.6107064423954955e-06
526,0.00018388373877759056
527,-0.00015079525433678263
528,0.0030889034807543574
529,0.001069868213449077
530,0.0007725247723380495
531,0.01587006256498556
532,0.00013002936693745922
533,0.0015844472460698575
534,0.00016876054983575118
535,0.006290734284471962
536,-0.0004847639933707716
537,0.0006402517746315341
538,-9.356356749269736e-05
539,-0.0008235544234793013
540,0.00021271555215639768
541,0.00027981461160984955
542,-0.00020290615325003572
543,0.0013227204517948404
544,-0.0002318603488403822
545,1.1738747400334868e-05
546,-8.212212671495801e-06
547,-0.00044584357912586594
548,-0.00015220014587384958
549,4.394195405291197e-05
550,6.627273133582264e-05
551,-0.00022816793847510176
552,-0.0007874325103176063
553,-0.00042241967938069357
554,0.0002500580258086257
555,-0.0010443124696766296
556,-0.0001753000146277573
557,-0.00026892867573970257
558,-0.00010798209181208271
559,-0.002436640850756537
560,9.676757216500063e-05
561,3.5712160663409056e-05
562,2.648764773232313e-05
563,9.057360429192913e-05
564,-0.00017294345231457688
565,-8.766266871421663e-05
566,-2.731648941154422e-05
567,-4.9222395887627026e-05
568,-1.682181361037763e-05
569,-0.00010472245005385356
570,-1.6823146580999876e-05
571,-0.00011896016641961211
572,-2.127665009968484e-05
573,9.146624299000359e-05
574,0.0001721419114287214
575,0.0005401069833695542
576,0.00014613045033100514
577,-7.309173469262582e-05
578,-8.042215999598724e-05
579,-0.0003300397972839041
580,-0.0003023022341718265
581,4.76854380207647e-05
582,2.8729625012291124e-05
583,-0.0005710430373490119
584,0.0005209423134793486
585,0.0006686438597824345
586,-2.8154354518313376e-06
587,0.0033385602813272215
588,0.0025799328033864703
589,-0.0016286755983956124
590,-0.0013000384528211607
591,-0.0015592776491620184
592,0.0021091769921013043
593,0.0005473777295086043
594,-0.0005249344243291779
595,0.002860791975506908
596,-0.00025699923965600766
597,1.1671916015089217e-06
598,0.00042742650131989733
599,0.0002644274097714432
600,-0.001392368589068806
601,-0.001699994406306713
602,0.0034193918348908213
603,-0.0052024214512504585
604,0.0007326059997664338
605,-0.0009104469887701647
606,0.0021921025488073668
607,0.006076653386645347
608,-0.0021337048084417967
609,0.0018377185422598478
610,-0.0005173390438192911
611,-0.004258651140078843
612,-0.0007703607324404734
613,0.00015821038864900655
614,-2.2713243858563575e-05
615,0.00012704311684194104
616,-0.0013080499237890346
617,-0.0026065616798862535
618,0.004630885181624908
619,-0.0001571943001337671
620,-0.001144118906179537
621,0.001167991018687002
622,0.0023480531763331
623,0.008065910395347082
624,-0.0007366249352927758
625,0.00035397068386120253
626,-0.00018855012067689147
627,-0.0011684613430324217
628,-0.00010850257095053135
629,-0.001372642440147563
630,1.9925653611266486e-05
631,-0.005784908973142256
632,0.00010580587614334302
633,0.0002632546141438911
634,4.155526881653661e-05
635,0.00034169017313634957
636,0.0010216737050612245
637,-0.0003752435632750998
638,-0.000963323130261634
639,-0.0011201116453744074
640,-3.2381896071479936e-05
641,-0.00045516052133865776
642,0.0001468414189838665
643,-0.0004750150824681535
644,-6.110814875206344e-05
645,1.3452941389506117e-06
646,6.0843059531934836e-05
647,3.120103997708552e-05
648,-7.45216061734125e-05
649,-4.087016657436019e-05
650,8.063045495823011e-05
651,-7.085127560451145e-05
652,-5.361285765355964e-05
653,-0.000181948429808816
654,-0.00014085470941876255
655,-0.0010738480479975255
656,0.0008156469909963903
657,-0.00027831102242215365
658,-0.00020851827794133454
659,-0.00043365038818258194
660,-0.0006691779510239558
661,-0.00015291652908433153
662,3.0719999482301564e-06
663,-0.002027910782903973
664,0.0014464591850599931
665,-0.0009510410685208755
666,0.0001575535018427492
667,0.0034382663365083157
668,0.000259098598632738
669,-0.0003993290682860325
670,-0.0002644003013644658
671,-0.0011399074679361515
672,-9.764917659934982e-05
673,-4.588376962260784e-05
674,-1.2684683113622224e-05
675,-0.0004338582084641289
676,7.423695578318243e-05
677,-0.00036278139306194287
678,-0.00013706650096736623
679,-0.0016968242746661262
680,0.0007412259199658395
681,-0.0018661684151051348
682,-0.00034209189397547344
683,-0.0033519895099891344
684,-1.0926633464907066e-05
685,0.0011718160891070366
686,-0.0005015639644428109
687,-0.0008707966877962817
688,0.0004367476203246208
689,0.000584757555424789
690,-8.093055819494212e-05
691,0.0025774651656853362
692,0.005153911211844831
693,-0.004694834120600586
694,-0.00024199744702079953
695,-0.0022488306088939026
696,1.1281001855678713e-05
697,4.341999398305912e-06
698,-0.0005689529710795442
699,-0.0024380066421444786
700,0.0007402887705808009
701,-2.9853714777536876e-05
702,0.0007386970466646632
703,-1.9206817056877128e-05
704,0.00033628140060697735
705,-0.0007160402920492613
706,0.0016107115800018156
707,0.002050302321301497
708,-0.003688846823999221
709,0.017420317986662673
710,-0.005958678744160006
711,0.02480499708732306
712,-0.0020933816109883234
713,0.0003808462084882909
714,0.0036788230150918634
715,0.007670625776199341
716,-0.0005238899747963213
717,-0.0012364483143643143
718,0.005997912284496047
719,0.009831472342665275
720,-0.0004089134978420943
721,-9.333990973047926e-05
722,8.93791849687175e-05
723,-2.6155314676310057e-05
724,0.00044614968010118486
725,-0.00040105564539487235
726,0.001117508489564839
727,0.004289709969388653
728,3.617488183134264e-05
729,-0.0017661540541028707
730,0.0021514602176734504
731,-0.0012657103155255315
732,0.00025035503672399067
733,-0.0007430036134206934
734,6.919163003349753e-06
735,-0.001194805063234413
736,0.00027734748927980564
737,-0.0001298254228945222
738,-0.0008540677729386265
739,-6.573249261795424e-05
740,-0.00029026632064909095
741,3.1880703435912566e-05
742,0.0004636942903722399
743,-2.7278121895943272e-05
744,-3.938018267300751e-06
745,-1.0651952781932468e-05
746,1.1873018947304892e-06
747,4.9390790004448096e-05
748,-0.000187057327873955
749,0.00012929189437993602
750,-7.374416494444763e-05
751,-8.293168368671848e-05
752,-0.00015185237479192965
753,5.143820122345975e-05
754,8.123528658951081e-05
755,-0.00014218970510732054
756,0.0005344605341165979
757,0.00015677578297762013
758,0.000509583304852723
759,0.00010464627472717937
760,0.0003942449908567534
761,-8.020499328938472e-05
762,-5.546906380930766e-08
763,0.00014974774295552332
764,-1.74491965231087e-05
765,-0.00015559416200023102
766,4.5995415882583094e-05
767,0.0001522186923695251
768,6.476507285900276e-05
769,-0.00015446126077827354
770,-8.886641347186513e-05
771,-0.00045119594430193747
772,-1.3518621114470559e-05
773,2.066898259129086e-05
774,3.1878829429451135e-05
775,0.0001803704498699944
776,-7.088220607067447e-05
777,-3.228169816424622e-06
778,0.00010861624122035748
779,0.0001671341609463552
780,-9.255336648127041e-05
781,1.571627978688242e-05
782,0.0001727537853957919
783,-0.0002491183214557759
784,0.0004746537133659739
785,0.0013603801980715867
786,-0.0005234319804173082
787,0.0037149198074284515
788,-0.00017314663400129376
789,-0.00042002011522881895
790,-0.00024042619767132692
791,-0.002757879529723922
792,0.0010043530757861054
793,-7.77618789484879e-05
794,-0.001364132184856576
795,-0.000980132665786482
796,-0.00024119619246579783
797,0.00017718891257938386
798,9.912033778884813e-05
799,-1.3262576287726094e-05
800,-0.0007970901674217872
801,3.292257273505573e-05
802,3.760025925673685e-05
803,-0.0006228649677588318
804,-0.0006341009478466047
805,0.0002873566745188913
806,-5.811808094448645e-05
807,-0.0005536002393161643
808,0.0005188001992191174
809,-0.00040129262020071607
810,1.1749189262656014e-05
811,0.0006548910925904775
812,0.0009654971828783457
813,0.000829817858134563
814,1.1220869038344924e-05
815,0.005086117406723025
816,8.581893754086122e-06
817,-5.4916091980238626e-05
818,0.0001911986690428006
819,3.6540312819488994e-05
820,-6.150901317982627e-06
821,-9.645836467886274e-05
822,4.8407505381658444e-05
823,0.00013085784207212555
824,0.0009273140259869362
825,0.0005004382519031612
826,-0.0009145946569520278
827,0.0016293833957903246
828,2.341896882759042e-05
829,-0.0006711549540744139
830,0.00020355209179816701
831,-0.0010758008608726327
832,1.094291176170364e-05
833,-6.9347365564332945e-06
834,0.00013007782172934612
835,0.00012011101889851364
836,-0.00014792611768804162
837,4.700013294554162e-05
838,-5.852112953812907e-05
839,2.4358775643717575e-05
840,-8.022495196828364e-05
841,3.7756240585883103e-06
842,-3.8133418433834364e-05
843,0.00020547125100289592
844,-0.00021560114779197202
845,0.0002004573089976283
846,0.0001843510885347148
847,0.0011592470314708938
848,-0.00024708203094595346
849,4.055390434416078e-05
850,-0.00029417263840658957
851,-1.8574928733931325e-05
852,0.00011917348175147387
853,-7.503286120539725e-05
854,-4.489282757015054e-05
855,-0.0003092153280090387
856,0.00036853631589931163
857,-8.363606483012498e-05
858,8.099252589791654e-05
859,0.001729152770327977
860,5.249278536310701e-05
861,-0.00022812520213326838
862,-2.235237850714393e-06
863,-0.0005864104260086752
864,-1.610085703955752e-05
865,-0.00015645182716931148
866,0.00014711834510049024
867,6.962244290381598e-05
868,1.638363793388137e-05
869,-3.569407986309163e-06
870,6.372443232013134e-05
871,-0.0005667501282679235
872,0.0008004316589211603
873,-0.000239416364138004
874,-6.657845754484435e-05
875,0.001553764329160794
876,6.091630859120918e-05
877,0.00013867137407661445
878,0.00011793828648598116
879,0.0010302977361193268
880,-0.00025932299433401246
881,0.0001282835652961641
882,2.750455412951249e-05
883,0.00017577007598537842
884,0.00010501266017396908
885,0.00014667020451573194
886,2.6639818899481476e-05
887,-3.748400572065261e-05
888,0.0004993832211810881
889,-0.0006989101011431244
890,-0.00028339406085120804
891,-0.0011495056218083293
892,-0.00011312906891517193
893,-2.2158200932481937e-05
894,7.438635335993448e-05
895,-9.951174531613273e-05
896,0.00020210968995769247
897,0.0002878048164047387
898,-0.00017829286402224045
899,0.0005745157501764139
900,-2.511439469915986e-05
901,-5.664908835074352e-05
902,-3.7815227940756456e-05
903,-3.7289025647908535e-05
904,-1.4188723387710061e-05
905,2.2868712171543904e-05
906,-7.349726582684706e-05
907,-0.0002370357152984283
908,-5.8539883501008465e-06
909,-4.112071706109272e-05
910,-5.426683006771389e-06
911,-7.546489303968027e-05
912,-5.121862339005845e-05
913,-0.0002004874806594358
914,9.036039052935535e-05
915,-2.0824095824421876e-05
916,0.00013887711237421763
917,-0.00015265945748931821
918,1.543806962013114e-05
919,-3.223337747469456e-05
920,-0.0013265596106479536
921,0.0003768337882636544
922,0.0014390870759885118
923,0.001111072569774059
924,-4.3417787457626606e-05
925,0.0001420712561850271
926,0.00012398535119227672
927,-0.0004965671999528071
928,8.266439423023191e-05
929,-0.00015617670813648833
930,7.564587302025801e-05
931,-0.00011171883886464508
932,-0.00010691987892537856
933,-8.401989280884085e-05
934,3.2520620702064427e-06
935,-0.00022597198739161953
936,-7.326738334768316e-06
937,-1.6216934754457278e-05
938,5.4331790803787876e-05
939,3.262587491645778e-06
940,-0.00023125415202994204
941,2.2288528456848198e-05
942,0.00022317176504407015
943,2.837321508888587e-05
944,-0.0002392656580385837
945,3.918297499505068e-05
946,0.00011645870306072452
947,-0.0006188166395699945
948,2.6730312917541847e-05
949,7.026753553633714e-05
950,0.00012249273130212252
951,-7.247572331619893e-05
952,-7.118728912381686e-05
953,3.1650498997261314e-05
954,-0.0002537064396471697
955,-4.3805563936731505e-05
956,-0.0004817978902232934
957,-0.0001368639085137596
958,0.0004151033890359377
959,-0.0014099464781194314
960,-0.00013553213027203811
961,-0.0002939725237565097
962,-0.00018035128783077195
963,-0.0002010552251787581
964,1.2413664849127313e-05
965,6.913457424131405e-05
966,3.506341985336576e-05
967,7.83105214460532e-05
968,-1.3548630854513424e-05
969,8.669958504853992e-06
970,0.0001668514303093153
971,0.000556502748501251
972,-0.0007282329465073
973,-0.0009265851905195986
974,0.0009410454427917292
975,-0.0013704755157954041
976,1.9900295238316233e-05
977,-0.0003848462043634526
978,-3.119509049622019e-05
979,-0.00015345341736745102
980,-0.00025143393952741877
981,-9.095529833431479e-06
982,1.5462295628639172e-05
983,-0.0007958599598664149
984,-7.183026854690079e-05
985,-3.703556959899723e-05
986,8.473869705372092e-05
987,0.0002302996659328797
988,1.8287993313910897e-05
989,6.927135536125912e-05
990,-8.901641146116355e-05
991,-0.0001310844699302875
992,-0.0001907859016874344
993,-3.7878340828473116e-05
994,-1.7406741201084625e-05
995,-1.5654201969058038e-05
996,-0.000525959634215243
997,0.00021473023408522744
998,0.00010625765524596459
999,-0.0004554282046496912
1000,0.0001339701410676383
1001,8.935183435166426e-05
1002,2.892174258766971e-05
1003,1.5612125344473972e-05
1004,0.002270673561322527
1005,0.00030457352682225345
1006,-0.00040025253197264224
1007,0.0009189884807738483
1008,0.0013750731313281947
1009,-0.0018180735347480227
1010,0.0007337460304685062
1011,-0.0015092578721843497
1012,0.0013445568347783857
1013,-0.0005940284224908183
1014,-0.0003378867271333706
1015,-0.0015166475993816232
1016,-0.0009006479328686169
1017,-0.0005105608724854713
1018,0.0010812462929968773
1019,0.0028471546961358067
1020,1.3971199588079495e-05
1021,-0.0014763350285402956
1022,0.003118908045138757
1023,0.004193189644094506
1024,0.0015160547905957774
1025,-0.0021348908629107086
1026,-0.00030236080943214224
1027,-0.004857751407792635
1028,0.0004098233816725909
1029,0.0003147984753068155
1030,-0.00026992668790729393
1031,0.0006873480721505038
1032,-4.07629705335048e-05
1033,-3.218930152780803e-05
1034,0.00023184397265411347
1035,0.0002749867622423502
1036,-1.6041381464100295e-05
1037,-4.5375745505998065e-05
1038,-0.00011500462163262286
1039,8.948935504110265e-06
1040,7.41943706927511e-05
1041,-0.00020467938787360865
1042,-3.284613927156499e-05
1043,-0.0007151978858502147
1044,-0.0004700655222344552
1045,2.9231597335730977e-05
1046,7.255653245482867e-05
1047,-0.0007148446546352986
1048,7.863023146602332e-05
1049,2.4432439484550968e-05
1050,9.804329413479119e-05
1051,-0.0002212071421155442
1052,1.0651765536710395e-05
1053,-4.4300108634723314e-05
1054,3.1572253436830775e-05
1055,-0.00017021515097703034
1056,1.0429943400996008e-05
1057,4.147829982464636e-05
1058,0.00014590776535816348
1059,7.612390950844549e-05
1060,-8.922520263479362e-05
1061,-0.00011987505531284004
1062,4.1322348869907945e-06
1063,-0.00013274537641562356
1064,-9.949523585343281e-05
1065,-0.0001292542428035128
1066,1.1381718030034715e-05
1067,-0.0005433518130838559
1068,-0.000353600299986514
1069,0.00027473943805820063
1070,-7.04862511917799e-06
