,ed_elapass_hybridper_inf
1071,-0.0001553484378485226
1072,-0.00027552828067912635
1073,4.672633584988794e-05
1074,-1.7215952285701958e-05
1075,2.827138320923885e-06
1076,-0.000727453661312668
1077,0.00029313026219976896
1078,1.5577102723498422e-05
1079,-0.0006681961871978681
1080,-3.0391389591073295e-06
1081,-0.00010030656413356981
1082,5.9172238036593564e-05
1083,-0.00039196481206599313
1084,5.386764868361611e-05
1085,3.6897995017876045e-05
1086,-4.6579789546849e-05
1087,-0.0008878563307643574
1088,1.1471535064891746e-05
1089,-1.2087837312320532e-05
1090,-7.738274668763914e-05
1091,0.0001192127884185196
1092,0.0009836145915186523
1093,0.00011374947447571944
1094,-0.0005185284278580939
1095,0.000715427031436875
1096,2.9729696639232895e-05
1097,-0.00037799355698917996
1098,-0.00013827181082897442
1099,-0.0006679604795603493
1100,0.0008003267021255654
1101,-1.1866275489978323e-05
1102,-0.0001451977042485113
1103,0.0002482669232684947
1104,0.00019146082978544076
1105,0.00014088098342600428
1106,0.0003382212000498266
1107,5.872011062688629e-05
1108,0.0007809253596434607
1109,-0.0001934833205733584
1110,0.0004029275163241797
1111,-0.001850686618493962
1112,0.00016532077341594213
1113,4.803441546650844e-05
1114,7.318876457513155e-05
1115,8.829957311568913e-05
1116,0.0001589883920698898
1117,-8.446536340376198e-05
1118,-1.0133437289948922e-05
1119,0.00017884161962149238
1120,-0.00025936108746067027
1121,-0.0003643335518977425
1122,7.906446136603035e-05
1123,-0.0012788779053712056
1124,6.385511438876704e-05
1125,-0.0005020801896688613
1126,2.716596269619148e-05
1127,-0.0006422447865464428
1128,-0.0006015636708229505
1129,0.00044393807978125084
1130,-0.00037991316246301814
1131,-0.0014234394166055403
1132,-6.418141702657412e-05
1133,-0.00022976523878578427
1134,0.00012439684441146862
1135,7.873300589895525e-05
1136,-1.6861599205169515e-05
1137,1.745306483322548e-06
1138,5.882388842845235e-06
1139,-1.4112927048259201e-05
1140,0.00025087745308216894
1141,0.00041125257331121027
1142,1.5254289233263088e-05
1143,0.0011166879170424087
1144,-6.869795713626004e-05
1145,-1.0569123138722245e-05
1146,7.436266645059368e-05
1147,-7.784526613796592e-05
1148,-0.0005009133008372522
1149,-0.00014597827582749242
1150,-0.00010796838046722705
1151,-0.0006166424737229533
1152,-1.8000740427208346e-05
1153,-0.0002650197970250678
1154,0.00012477364213779184
1155,0.00017911515008449744
1156,-0.00013954834414435722
1157,-1.1990817020964876e-05
1158,-7.030273129665041e-06
1159,-0.00023723145047519658
1160,-0.0006113073377743528
1161,0.00015632785570430353
1162,-0.0006776380091529353
1163,-0.0036508327645430405
1164,-1.5718377787494022e-07
1165,-8.848411327149611e-05
1166,0.0002523370554719676
1167,0.0002081275903698118
1168,-0.0004918795760339554
1169,-0.0009466001289563396
1170,-0.0023186415373707193
1171,-0.012746294376940618
1172,0.0014330987038078215
1173,0.001356913072893283
1174,-0.0026766454618629577
1175,0.0006559631830076426
1176,0.004676025039502224
1177,-0.0037841545008140062
1178,0.00447554619657776
1179,0.01780624155285574
1180,-0.0002561852014246554
1181,-6.650403463535883e-05
1182,-0.00020073948298170676
1183,-0.00011442434384929851
1184,-0.000338713873817056
1185,3.92280193677361e-05
1186,7.257139947169732e-05
1187,-0.0005965745228813937
1188,-0.00012295068217514282
1189,2.7621522145407586e-06
1190,1.3420121599997231e-05
1191,-0.0001322338866781166
1192,-2.427657372001122e-05
1193,0.00011309449201482963
1194,-9.30114903431182e-07
1195,0.00011647682586996401
1196,-0.000263571082602434
1197,0.00012234501838526236
1198,8.642844937236024e-05
1199,0.0006038963322705608
1200,-0.00010642536318153552
1201,-0.00010879763352529891
1202,0.00025117865090897376
1203,-0.0002725695861156198
1204,0.00014658824647233816
1205,-0.00011857441724032033
1206,1.09722353212691e-05
1207,5.0858447595664715e-05
1208,-0.00030461351926200196
1209,0.0002798585283803793
1210,-0.00019532325466675276
1211,-0.0002724113063323554
1212,-5.960943621259844e-05
1213,-0.00022403804967185528
1214,3.728539283988792e-05
1215,0.0006903721229572508
1216,-8.818509417500172e-05
1217,-0.0007255381765289837
1218,0.00038581605174193147
1219,-0.0014255727472588726
1220,-5.554411045300056e-05
1221,9.694995640379204e-05
1222,3.735828119305314e-05
1223,-0.0004008350478622952
1224,1.667102740257896e-05
1225,-7.145219968765784e-05
1226,-2.0510234520882408e-05
1227,-1.5827238840843373e-05
1228,6.315136000444461e-05
1229,-3.909479360467166e-06
1230,4.477096755591873e-05
1231,0.00042881554128585954
1232,0.0002759068424198044
1233,-1.997910583827821e-05
1234,-7.955437255593607e-05
1235,0.00014489608996027113
1236,-6.82334206332709e-05
1237,-7.905041379674723e-05
1238,0.0001100578171096358
1239,-0.00042017471448484715
1240,-0.00018820884078144133
1241,-0.00028448028024119867
1242,-3.2590104093791907e-05
1243,-0.0015112240754177066
1244,-0.03928921995001784
1245,-0.0013877097393718534
1246,0.009401236264394012
1247,-0.09989562615603001
1248,0.00010493079241050528
1249,-9.880037459993904e-05
1250,2.2397650793707755e-05
1251,-1.5025520003883438e-05
1252,-1.5464863656705464e-05
1253,-0.0003783362356844875
1254,4.6710326385810785e-05
1255,-0.00013785998365479715
1256,0.0003794777718173439
1257,-0.00044801860964867145
1258,-2.5943124253625093e-06
1259,-0.00023370971194310516
1260,4.774649500711169e-05
1261,-7.81700402115464e-07
1262,5.958790319059569e-05
1263,4.41652533761178e-05
1264,-0.0003534612823672035
1265,3.619654329901627e-05
1266,0.00012697575816883285
1267,-5.250871634556278e-05
1268,1.743235473468929e-05
1269,7.998563125761327e-05
1270,-7.401623132291375e-05
1271,4.679921484093502e-05
1272,-0.0005053670935333353
1273,-0.00011579562668982273
1274,0.00011871187269310984
1275,-0.000537624437893463
1276,7.438755553282351e-05
1277,0.00011164565535929875
1278,-0.00015794397223289693
1279,0.00018845655954767942
1280,-0.00018721762336265972
1281,-3.350214232619634e-05
1282,9.980474866224175e-05
1283,-0.0012063335285841166
1284,-2.5556338232996844e-05
1285,-1.7732921599975393e-05
1286,9.146509337945932e-06
1287,-0.00011646834356989904
1288,3.4636024330596936e-05
1289,4.334591887613958e-05
1290,-4.0764174135918736e-05
1291,0.00038663256919703367
1292,-0.0006651081908789036
1293,0.00036522112787194675
1294,-0.000457408177927975
1295,-0.002177142748062155
1296,-2.282664369591793e-05
1297,0.00014828322143233986
1298,-0.00010164232799437081
1299,0.0003142136352352569
1300,0.0002862251707742799
1301,4.637440466116935e-05
1302,-0.00041970258796637615
1303,0.0004866554209605125
1304,3.709122067992427e-05
1305,1.4089012161267844e-05
1306,-7.974323846161778e-07
1307,0.0001960499518118214
1308,0.001653038983468671
1309,-0.0005209053580553776
1310,-0.0006746104990272571
1311,0.0002933800707210255
1312,0.00036759844619660485
1313,-0.000496864025748756
1314,0.0006781166298002907
1315,0.0009452749264799156
1316,-5.926644683700806e-05
1317,2.0818501334755742e-05
1318,-1.4557568263748198e-05
1319,6.507749558280301e-06
1320,2.810228166693878e-05
1321,7.69008016054637e-06
1322,1.5160546631582674e-05
1323,5.745979228243434e-06
1324,0.0007995351749703847
1325,2.9618967945451378e-05
1326,-0.0002512384351316766
1327,-0.00016925012097703673
1328,-0.00015481364498328793
1329,2.0487990245602655e-05
1330,-0.00039770395510091384
1331,-0.001127260586759932
1332,7.901420845181871e-05
1333,-7.91955397746629e-06
1334,-0.00011578196398819615
1335,-9.447602475248856e-05
1336,-0.0004764136066152707
1337,3.097787190900309e-05
1338,-2.9820537469434897e-05
1339,-0.0001799086702891906
1340,0.00010106701490940315
1341,-1.10896336479169e-05
1342,-3.0452103787189413e-05
1343,8.586252429160011e-07
1344,1.6728406349357106e-05
1345,0.00011364207024870293
1346,2.095862347314169e-05
1347,-8.190066325872205e-05
1348,0.00014883357322312035
1349,0.00018072025667338962
1350,-5.0774243706653e-05
1351,-6.129123250792884e-05
1352,-0.0020590976679916552
1353,-0.002083456316194265
1354,0.0024571525044992737
1355,-0.0032785423471367215
1356,-0.000127979200156622
1357,-0.00047507447594330053
1358,0.0006599150654251462
1359,0.00014995035906221688
1360,0.00028008256476219704
1361,-1.797405249449902e-05
1362,4.672401013691667e-05
1363,0.0004814129551676605
1364,0.0001196172111260971
1365,-5.301013913920196e-07
1366,9.02066611887261e-06
1367,0.00024020581963666833
1368,-1.073517877229168e-05
1369,8.10769941470377e-06
1370,-3.967283027126342e-05
1371,7.494698959419524e-05
1372,6.0024987507677166e-05
1373,-0.0007934514722891029
1374,0.00046903375466970064
1375,-0.000702092281166356
1376,0.0010656893878417434
1377,0.007164497484486162
1378,0.006639903941831283
1379,0.04419247356502888
1380,0.00025307716394495835
1381,-0.0018034018399609325
1382,0.0019457101660931015
1383,0.0019290338003294667
1384,-0.001710922350388425
1385,0.00019539995344740042
1386,0.00010949817229527897
1387,-0.0029071793293342367
1388,-0.0004187211277024576
1389,-0.0006379914443876991
1390,0.0011422131632386591
1391,0.0030711332512972154
1392,0.0004472994802626542
1393,-0.00031762176036583174
1394,-0.0005635885368767307
1395,-0.0010765549628398464
1396,0.002196263936379972
1397,-0.0005069298294175284
1398,-0.00028582819648536673
1399,0.0012890079923053898
1400,-0.0002402593271540956
1401,-0.0011530438899057356
1402,0.0010563346006717
1403,-0.0013864345513201451
1404,-0.0002906574297964211
1405,-0.00014710665352543075
1406,-6.481505073729975e-05
1407,-9.951121019953561e-05
1408,2.3524084369872363e-05
1409,0.00019321482747683272
1410,-1.0584856106837525e-05
1411,3.1605010867085836e-05
1412,0.00023483305045160767
1413,-0.0004154378472130877
1414,-0.001251335929499046
1415,-0.004597049502456512
1416,1.437885615084998e-05
1417,-0.0001505691284188924
1418,0.00014161090154659074
1419,-0.0002955452874726292
1420,0.0020865154230297503
1421,-0.003740891422107537
1422,-0.0006159363360066569
1423,-0.006409336796494261
1424,-0.0015737892666329496
1425,0.0005223156936761996
1426,-0.0004883969176747365
1427,-0.007790542782493656
1428,3.3752437455712745e-05
1429,-0.0030517944115954895
1430,-0.0010531619476825348
1431,-0.011022528408782633
1432,-0.0013337354605298705
1433,0.0009059100199968177
1434,-0.0005357689868846009
1435,-0.002495789072609077
1436,-0.0004952969232567665
1437,-0.0028306387221468184
1438,0.0006169356341147268
1439,-0.006181281814754713
1440,0.0036401077240856223
1441,-0.007071464259197645
1442,0.005796257153235254
1443,0.006937480910983226
1444,-1.2409216602130252e-05
1445,9.946989210291013e-06
1446,-8.09595186599336e-05
1447,8.508819860798985e-05
1448,-0.0006212139360062408
1449,-0.007087612985481222
1450,0.0017289073401716088
1451,-0.019708589669863465
1452,-0.00042489652121022463
1453,0.0005294804295771058
1454,-0.00010103631947578162
1455,-0.0006454861640357115
1456,-0.006502484252852175
1457,0.0036659150445239887
1458,0.0009061603683637372
1459,-0.007991855175399305
1460,0.0010776765786954215
1461,0.00021748380432850897
1462,-0.00015483710877246487
1463,0.002648943006340885
1464,-0.0001824547880684032
1465,-0.0002695685627456841
1466,6.629449666228846e-05
1467,-0.000882019743457492
1468,0.00015300556783790533
1469,-0.0009339608660527864
1470,6.48157169459771e-05
1471,-0.002628542861551196
1472,0.00013988557286332404
1473,1.0835588422163154e-07
1474,-0.00016213572232083077
1475,0.0003009478087571718
1476,0.0005119365253025962
1477,5.2070102878465574e-05
1478,-4.572373017582629e-05
1479,0.0009641777517346284
1480,-0.0010946586048981317
1481,0.0005248142098664425
1482,0.0005734131926310854
1483,-7.736345893128812e-05
1484,0.00043844253678464005
1485,2.6298890840031298e-05
1486,-0.00012628968456894954
1487,0.0014399929134534144
1488,0.0002857265502203806
1489,0.0006591079468186182
1490,-0.0024141269209092733
1491,-0.0054500917924732595
1492,-0.000665883240289478
1493,0.0002507934437780369
1494,0.0034743827149948305
1495,0.010998494382109425
1496,3.157869972583169e-08
1497,7.829421895962846e-05
1498,-5.1830719512289366e-05
1499,0.00016791129703023642
1500,-0.0010705358469923992
1501,0.0007081159273559917
1502,0.000722636146749807
1503,0.0006753614801242961
1504,0.00012304160041945878
1505,0.0001020652458721617
1506,0.0007090428217219499
1507,0.0008958319993077918
1508,0.0001101470659663259
1509,0.009926405766029356
1510,-0.0025306858330119927
1511,0.020705838321501916
1512,0.00015424972871285017
1513,1.391685473753382e-05
1514,-5.53676944958826e-05
1515,0.00028213944791286846
1516,-0.00011246904346018453
1517,0.0006206063156947767
1518,-0.00013738413860376998
1519,-0.00024028365069619613
1520,-0.00030357006270967894
1521,-0.00015975102553729065
1522,-0.00019990838295998417
1523,-0.0029912942440803764
1524,5.7713361389814614e-05
1525,-0.0001207395923133966
1526,6.890045309203121e-07
1527,0.0005954956655752704
1528,-0.007619970874882057
1529,6.935363793582932e-05
1530,0.006249498749843838
1531,-0.004274722170162696
1532,0.00014249581283891342
1533,1.90596528095504e-05
1534,0.0005645463619133524
1535,-7.189556162645445e-06
1536,-0.0003738099834778446
1537,-0.0016283002105955027
1538,0.0015393043982465176
1539,-0.002621479517571383
1540,0.00310352400544202
1541,-0.0021095069169164383
1542,0.00021489464465131793
1543,-0.004896416073082177
1544,1.8346094815413476e-06
1545,2.8713316240633575e-05
1546,-4.08189798125876e-05
1547,-4.929565141744167e-05
1548,-1.8269606761089015e-06
1549,0.0020597269076705815
1550,-0.003253040929419727
1551,-0.003714713256025691
1552,0.0001924063817069642
1553,-0.0007852702032947089
1554,-3.250726455984669e-05
1555,0.00027242730119527147
1556,3.3537773084341957e-06
1557,6.950647524967476e-05
1558,-9.569370508216132e-05
1559,0.0001930178141186513
1560,1.0047145781015276e-05
1561,0.00020666232531855647
1562,-0.0001225798562226156
1563,0.00027673346553929996
1564,-3.487090289591989e-05
1565,8.19249748505654e-05
1566,-0.00028156337320531905
1567,0.0002607702923543563
1568,-0.0012595833106138347
1569,-0.00011956107376226895
1570,0.0038348827770527936
1571,0.006964608213915984
1572,0.00803666177365095
1573,-0.015570142350295848
1574,-0.00789898055582532
1575,-0.05031700855116981
1576,0.0015051566746622363
1577,-0.0005421994358001073
1578,-0.00028688545508240407
1579,-0.0002895658663949366
1580,-0.0004849442267805655
1581,0.0028064350401163112
1582,-0.0011770480524400315
1583,0.0034702033071794206
1584,0.00893459652812736
1585,0.004975802731381065
1586,-0.004763928374842232
1587,0.030025570387863548
1588,0.001031814472830266
1589,-0.0009694684439668354
1590,-0.0016401382576058286
1591,-0.005646800341552679
1592,-0.0002804695785624267
1593,0.0034979357238910627
1594,-0.008768917447294593
1595,-0.020343311644249205
1596,-0.0016431893971265957
1597,-0.0008568377008092338
1598,-0.001332432629219553
1599,-0.01194966608845567
1600,0.0003069219718169616
1601,0.0006630748799827137
1602,-0.0007995788650901586
1603,0.0003332057821547147
1604,-0.00285583024039594
1605,0.0013239497910265835
1606,0.002186312657916484
1607,0.0032133620687067183
1608,-4.6618645326323615e-05
1609,0.0002556853444876768
1610,1.3130807399820079e-05
1611,-1.706071021035189e-05
1612,0.0015665574208621838
1613,0.0005461717076239506
1614,-0.0013135535287896803
1615,0.0019489311077801874
1616,-9.303080396583355e-05
1617,0.0017592791764774382
1618,-0.0006777853363062829
1619,0.0022720996357021976
1620,-0.002063333346623111
1621,-6.067721582632809e-05
1622,0.0007083256026063371
1623,0.0005169141203648383
1624,0.0012949457548523124
1625,0.001233478720926265
1626,-0.0013708344455840942
1627,0.003063482415539395
1628,0.001307781418714867
1629,0.00012805903733332946
1630,-0.0018103362228571972
1631,0.0024364673032169987
1632,-0.0019211664406948157
1633,0.001721355045636199
1634,0.0013244058995548324
1635,0.0022023453072272992
1636,-0.0015322014307455473
1637,0.0007243794569474849
1638,0.002740324684073794
1639,-0.0008327865854008168
1640,0.0015328204447098222
1641,0.003985845363518145
1642,-0.0029705101329810164
1643,-0.0005499246441773568
1644,-0.006283012548029474
1645,0.0011450849560026848
1646,7.478801760925565e-05
1647,-0.009653411261862407
1648,-0.006194903645458401
1649,-0.01564062788914712
1650,0.0034243875055448604
1651,-0.059022873684717
1652,0.02310754902458659
1653,-0.015771977849244598
1654,-0.008678148174821881
1655,-0.0069046872014237246
1656,0.0036515873090082153
1657,7.542368331657926e-05
1658,-0.0029513018875323128
1659,0.002677166369876149
1660,0.01375871187357823
1661,-0.00622433405966552
1662,-0.005388089667314576
1663,0.006925447310955667
1664,0.01950667342717468
1665,-0.009658667273238055
1666,0.00550605402839393
1667,0.048742157559570225
1668,0.000703171862113851
1669,-0.0026249678272774494
1670,-0.0013444233866567261
1671,-0.008166033256558965
1672,-2.287254145936325e-05
1673,-0.0008562136425554042
1674,-0.0022556935473297757
1675,-0.006142674620050247
1676,0.005981502091659331
1677,0.008443097268859792
1678,-0.001342869078553745
1679,0.038052579655480485
1680,-0.00010182884077981344
1681,-0.00010101513847052452
1682,-0.00010102794993602048
1683,2.424727769644712e-05
1684,-0.0009228107653157714
1685,0.0011500316043943073
1686,0.00024917765443687476
1687,0.002256263035608482
1688,0.0003214880335847704
1689,6.60572304767823e-05
1690,-0.0004939614271970021
1691,-0.0004569888370124108
1692,0.0007834188443241799
1693,-0.0015922522084629055
1694,-0.0007245684365710025
1695,-0.0021759407721468308
1696,-0.001451644856707233
1697,0.0004645847964647088
1698,-7.960011213664917e-05
1699,-0.0013706319968920361
1700,-0.0013915574347842467
1701,-2.2741673074599542e-05
1702,0.0003842625047023059
1703,-0.00014521189000275063
1704,-0.0016943976296969947
1705,0.0003672723847517714
1706,-0.0012672838997894718
1707,0.0006234030487681796
1708,0.00021316228563127216
1709,0.0002378387841674283
1710,0.0005793673751391801
1711,0.0038021327424611717
1712,8.55054371490086e-05
1713,-0.00011722965300187725
1714,-2.752970769988616e-05
1715,-0.0005725962549252631
1716,0.003080301257962528
1717,0.003684355768321883
1718,-0.0007483196780349011
1719,0.018452090756871233
1720,-0.0006819555162053605
1721,-0.00010872632879376172
1722,0.000179422524646178
1723,-0.00014760376499703938
1724,0.0010004243952483087
1725,-0.000340072519635416
1726,0.00039253039131820135
1727,0.004496629130282205
1728,0.0005921391268025072
1729,-1.1885710575983122e-05
1730,-0.0005139675820542854
1731,8.70282460204653e-05
1732,2.9247982777323697e-05
1733,-0.004464723847175596
1734,0.0033264316595292658
1735,-0.003460535975487069
1736,-0.008447979396508983
1737,-0.0057582176522788945
1738,0.011746593225456944
1739,-0.0008853704701845568
1740,0.0006301840473247091
1741,0.0005129041258113094
1742,-0.0005502127661032117
1743,0.0011200689896334669
1744,0.004392486021209915
1745,6.765204441098319e-05
1746,0.003894356170422907
1747,0.014472786825113724
1748,-0.0029937068902602913
1749,0.002504418210505834
1750,0.0024534344257065585
1751,0.003994357450643301
1752,0.0008330514546282427
1753,0.0015927245641648871
1754,-0.004490266137349533
1755,-0.005509082466586329
1756,0.0003028060034886582
1757,-4.2952368315613595e-05
1758,0.00019759142679062994
1759,0.001375720819609994
1760,0.006906157071339139
1761,0.0010312329695022569
1762,-0.0066031343127711225
1763,0.005554535526735576
1764,0.0017280742084038747
1765,-0.0025381731799559316
1766,0.0025562097470420743
1767,0.004842650523546565
1768,-0.00134063051276292
1769,-0.0005834763116118635
1770,0.0008012929255339839
1771,-0.005127214710890153
1772,-0.015296519731442314
1773,0.00896274453640097
1774,-0.0011146805274488494
1775,-0.02293187461120675
1776,0.0032998876086604567
1777,0.0012080588978141725
1778,-0.001101417671154762
1779,0.009858048747075177
1780,-0.0037180399200170263
1781,-0.001925318248426985
1782,0.004926761269296641
1783,-0.0016960755771042594
1784,0.004406735161194116
1785,0.0025362345163192418
1786,0.002413932438740125
1787,0.027547347424261716
1788,0.005963261628239756
1789,-0.0008082968470038107
1790,-0.0067284698632824125
1791,-0.008007698206199084
1792,-0.0004097765699890334
1793,0.0020315426968864772
1794,-0.0020111577564904497
1795,-0.0011486716509983297
1796,0.00017599873534606094
1797,-0.00022283501215585039
1798,-0.0001862632214858036
1799,6.404974649904435e-05
1800,-0.0007373313544918477
1801,-0.00017594811930851662
1802,0.0003177839492389814
1803,-0.001104360176044221
1804,7.924181825253354e-05
1805,0.0008210962010161289
1806,-0.0006687474272037249
1807,0.0012682613030157172
1808,0.00012987232686685545
1809,-0.0015779182206442973
1810,0.00030446625304072806
1811,-0.0015929688590247699
1812,1.7869744510770388e-05
1813,-1.5399507768384318e-06
1814,4.3665974747327493e-05
1815,0.00023091362127155605
1816,0.00024573621905053046
1817,4.52689495249981e-05
1818,-0.00022677984226606056
1819,-0.0009364701017077005
1820,-0.000708286061480826
1821,-0.00044118063786692877
1822,-0.0005238391839732643
1823,-0.004628137974690468
1824,0.0002586114087266672
1825,-0.0006501446173384109
1826,-8.942163190134699e-05
1827,-0.00034041806507681985
1828,-7.661455290756146e-05
1829,-1.2726975603113042e-05
1830,0.00020780904552415892
1831,1.7749204134118144e-05
1832,0.0038074266949915045
1833,-0.008451386601044417
1834,0.0019919889504564723
1835,-0.007750925334242168
1836,-0.00034607606936428
1837,-0.003702102527527675
1838,0.00021505626451042011
1839,-0.01019013925779997
1840,0.00016868226254064325
1841,-0.00010734839996030866
1842,-6.571320944739016e-05
1843,-0.0005917782908686396
1844,0.0001729738889436797
1845,-0.0002078584614376815
1846,7.573487671419686e-05
1847,0.0014229686356944618
1848,5.3048898885529125e-05
1849,1.5282017573302403e-06
1850,-0.00016888436401189027
1851,-0.00016601715129609815
1852,-0.0009202486865297419
1853,0.0003574935952993579
1854,0.0010501422151780408
1855,0.004471264514168182
1856,-0.0002071688795071211
1857,0.0025726954881397446
1858,-0.0009112181838584656
1859,0.0038510050543643305
1860,0.00021026347271592904
1861,-0.0015733397700429352
1862,0.0001455318359228638
1863,-0.0033263950757227148
1864,0.0004083351833624765
1865,-0.0008910885611033435
1866,0.00044450201275542675
1867,0.0011732001537766818
1868,0.00017543841376613126
1869,3.8230914777403334e-05
1870,-0.000305650355687163
1871,-0.00042247688885179243
1872,-0.0011967749527593441
1873,0.0022192295330309493
1874,0.001304011550268773
1875,0.0066904986129116195
1876,0.00011617326810553205
1877,-6.399556814237401e-05
1878,0.00043166607004528493
1879,0.0012481746882964321
1880,-0.0015293393037471253
1881,0.0017625192183824841
1882,0.002351504437436525
1883,0.008184522805914324
1884,0.00010745929290341194
1885,0.0016626984656596627
1886,0.0016812292664052126
1887,0.011256111238280856
1888,0.0005115735818516489
1889,-0.0019157952889551427
1890,-7.196194280385537e-05
1891,-0.0045811148676768885
1892,0.0013221088300991069
1893,-0.001769989163404677
1894,3.532474523425523e-05
1895,-0.00017599545231854628
1896,0.00023615538750821374
1897,3.923619989126898e-07
1898,-2.6331741163623912e-05
1899,0.00011814823387749735
1900,-0.00014515522447458977
1901,3.401085613606366e-05
1902,0.00011139333400144141
1903,0.00014503289428877562
1904,-0.0020414607780145544
1905,0.0025488580900651244
1906,-0.0007553105120156642
1907,-0.002594727704690056
1908,-0.001839676858888439
1909,-0.004826315805967323
1910,-6.477358541586193e-05
1911,-0.01990099030865443
1912,-0.000681011323374751
1913,-0.0012261654469184124
1914,-0.001454549619088748
1915,-0.012563432177391318
1916,-0.0005932802492104608
1917,-6.439631720730561e-06
1918,0.00015273216942424266
1919,-7.848627480155496e-05
1920,-7.432507405481038e-05
1921,-7.60588845942941e-05
1922,0.00030275944523383395
1923,4.0819512342260824e-05
1924,-0.0004129654448745132
1925,0.00015656392212157097
1926,0.0016724496840743186
1927,0.004143532654984257
1928,0.0006393971873314039
1929,-0.0003814476803524421
1930,-0.0002573278813618142
1931,0.0007019538441421807
1932,-0.00045387854043742816
1933,-0.0007315138921613481
1934,0.0004637771165629557
1935,-0.00217103191284348
1936,3.321084940668563e-05
1937,-7.981329031531838e-05
1938,-8.550682701669932e-05
1939,5.968352108585965e-05
1940,0.00010592235761012872
1941,1.4843809297372898e-05
1942,9.784235444483044e-06
1943,0.0005234270569971423
1944,-0.0006305520366616067
1945,0.000378509163186325
1946,0.0002593131727305434
1947,0.001763554255847183
1948,0.0003318618669121079
1949,-3.2285107519946356e-05
1950,-4.467281793935945e-05
1951,0.0005280588548154385
1952,6.2331048486293195e-06
1953,-1.4669172659471411e-05
1954,8.434149141938916e-05
1955,3.5196794674263446e-05
1956,-8.60851249835894e-05
1957,0.00013806555197957304
1958,-9.73038366122023e-06
1959,0.0007517751509048527
1960,-0.000635956496962552
1961,-0.00211119555680855
1962,0.003040932522930755
1963,0.0020412628622354517
1964,-0.001067224385220114
1965,-0.00018762395900590216
1966,0.0013825634220014402
1967,-5.682029303218239e-05
1968,-2.5567482427583417e-06
1969,1.2989499262965909e-05
1970,0.00016602178438331928
1971,4.164247399597242e-05
1972,-1.3225825045992552e-05
1973,4.9024937348578175e-05
1974,-3.287855570071921e-05
1975,0.00041295398929377963
1976,0.0001718218671251528
1977,-6.662184485728537e-06
1978,0.00020491075906376794
1979,0.0007975719547714321
1980,0.0001279436395390255
1981,-3.673957989764038e-06
1982,-3.293720970657017e-05
1983,-4.633291995750813e-05
1984,-0.0007451086034208915
1985,-0.0002505336144132481
1986,0.00011786017503875985
1987,-0.003297215101780135
1988,0.0001731349527157337
1989,5.459169101871564e-05
1990,7.33013542646894e-05
1991,0.0007990615304885556
1992,0.00045837722251534967
1993,-1.9001289614107154e-05
1994,0.00011390649393435028
1995,0.0011823515595123918
1996,-0.00023162601457749976
1997,-0.00039205383626122423
1998,0.00048239480693084634
1999,-0.0007869492807586914
2000,-5.8405339319607704e-05
2001,9.173821354705455e-05
2002,-0.00010494449378788907
2003,0.0003807093935851264
2004,-7.343839696829574e-06
2005,9.478502056714893e-05
2006,-0.000193136609429704
2007,-0.00024132195446776
2008,-0.0003248427862577045
2009,0.0003540253710010918
2010,4.457244192794727e-05
2011,-0.001367014057701908
2012,4.82019976353353e-05
2013,1.1114107081625861e-05
2014,0.00017963697829478502
2015,0.0009344916659733194
2016,-0.0005843112181316297
2017,6.376588993825876e-06
2018,6.976125162940434e-06
2019,-0.002405462972471168
2020,0.0006862221830033838
2021,-8.476654281789019e-05
2022,-0.0002132075562887336
2023,0.0014599318100039969
2024,-0.0015135789056955461
2025,-0.004229287529767383
2026,0.0027527504384501564
2027,-0.008653507595956764
2028,-4.7498572534131634e-05
2029,2.0383154157525867e-05
2030,-9.958860509779907e-05
2031,-0.00019692984294480224
2032,-0.00012853527943915415
2033,5.2141953363139695e-05
2034,7.754075204533481e-05
2035,0.0005629809804312022
2036,-0.0005809568721709882
2037,5.248489182509357e-05
2038,-0.000150157173356079
2039,0.000538067481548626
2040,0.0016654978913281124
2041,-0.0005551587121091085
2042,-0.0014442484915308063
2043,-0.0005163872923389635
2044,0.0018181660756630795
2045,0.0006120876232044381
2046,-0.002517179117276995
2047,-0.00014145231847581769
2048,0.002326751627491646
2049,0.0023812114004646973
2050,-0.004554565619224827
2051,-3.0230805086073434e-05
2052,-3.293018603729258e-05
2053,1.9304010009687063e-05
2054,0.0002627326061534556
2055,0.00015217178164585675
2056,-0.0010309518440657663
2057,0.0008249184869631007
2058,-0.00018007237437719367
2059,-0.0008252338606179367
2060,0.0010731462563631185
2061,-0.0011051309790856697
2062,-0.0031302472918170476
2063,-0.012570621869757524
2064,-0.00038376274697468887
2065,-0.00010130200740512985
2066,0.0005899095669304303
2067,0.00032190465103191753
2068,0.004499558272061898
2069,-0.005683506894305732
2070,0.000526535838996474
2071,-0.0005839908424923208
2072,-0.006765988921885582
2073,0.003799571378199588
2074,-0.003046700907772721
2075,-0.02110275536434208
2076,0.0038157924795372573
2077,-0.00299531360133456
2078,-0.0002838192863813018
2079,0.004725120631665348
2080,-5.839353741210255e-05
2081,8.081927259870671e-05
2082,-9.604530687912863e-06
2083,3.7198299237538616e-05
2084,-0.0028885437680830806
2085,0.001063132813909123
2086,0.003117424907897813
2087,0.0032756126256023445
2088,0.003907547705086553
2089,-0.0026462134470261185
2090,-6.242590027364217e-06
2091,0.001556134719941554
2092,-0.0007019296748175593
2093,-7.54651628685313e-05
