,mathpass_black_hybridper_inf
374,0.00017111703341310186
375,4.532911252714138e-05
376,0.00837552494247205
377,-0.000895166064645092
378,0.0008122830299590026
379,0.03037535883282552
380,-0.004813803333158567
381,-0.00242951656292734
382,0.007943465554141358
383,-0.006221740963746259
384,-6.809791954290866e-05
385,0.00013429174203865627
386,-0.0003722095868251117
387,5.022761653969951e-05
388,7.805215385739596e-05
389,0.00041606028144206865
390,-0.00018568882150755777
391,0.0014555370814135712
392,0.00125178373770058
393,-0.0014316199002659166
394,-0.0012838270433322217
395,-0.0024429984548663434
396,-0.0009544376341576349
397,0.0004269437739712751
398,0.00011076343201441413
399,-0.001362277636152409
400,0.0003677434190066364
401,0.00025679285516092703
402,2.9129454331733563e-05
403,0.0009836728236512283
404,-0.0005492535850197725
405,3.941870512111978e-05
406,-2.0585068263736905e-05
407,-0.0009431437112363549
408,-0.00011934921135974942
409,-7.3946285122389e-05
410,0.00019274202963361276
411,0.0005606287669562222
412,-2.7726152378488752e-05
413,1.1223169350837049e-05
414,2.4926496250937316e-07
415,6.979956472782872e-06
416,0.001085925420825967
417,-0.0004324939648911471
418,-7.163237288564656e-05
419,-0.0016703668058321377
420,-2.9819481146710954e-05
421,-0.0003138037937040819
422,0.0006222035730855564
423,0.0007157665451162412
424,0.0012305474558566925
425,-0.0007627764695849753
426,0.0006252211492936079
427,0.0035726787653667324
428,0.00041271609650198076
429,-3.2201741202474884e-05
430,5.523026545021736e-05
431,0.0004775861069139031
432,0.0008307363824038311
433,0.00018175394553395953
434,-0.001046856131490809
435,0.0015056201626567696
436,1.1196763790599934e-05
437,0.00036642318477484473
438,-0.00022611767574525496
439,0.00041999850003929224
440,2.374520098938275e-06
441,0.00012143757360146159
442,0.0001427133421751598
443,-3.009816998320846e-06
444,0.00012636160360295117
445,0.00010543963556529152
446,1.7950660929924453e-05
447,0.00020724500101881665
448,-0.0003578033513041475
449,-0.00013572576519591613
450,0.0001231792120474522
451,0.0004355972218864091
452,-0.0008787151613441093
453,0.0001241829758688652
454,-0.00026430547943149965
455,-0.0012315731010677628
456,-4.695736033106504e-05
457,0.0003665917852895045
458,-0.00015186287125004585
459,6.662133807253526e-05
460,0.0003046392546213876
461,-0.00023372618675581965
462,0.0005105161072692972
463,0.001619902749841676
464,0.0003719775635116768
465,-0.0006804098370768008
466,6.533949788191974e-05
467,-0.0005446677399276158
468,-0.00016441466094337703
469,4.176236824064668e-05
470,-0.0001278221990958911
471,-0.00016621343997790455
472,-0.0002342327467066281
473,-0.00013815794166753263
474,0.00024568039274779275
475,0.0009814151308975031
476,0.00020829356018669441
477,-7.039944573171162e-05
478,0.0001825104426436652
479,0.0009719383620220803
480,-0.0015407040561401324
481,-0.0022928202105803263
482,0.00020715728807096378
483,-0.007596525079008143
484,0.0002368105918249174
485,0.00043300176426980296
486,-0.00017125390138829352
487,0.001382325140438326
488,2.0170779291566517e-05
489,-6.1611980085304704e-06
490,2.201234895519994e-05
491,-0.00010703006308271387
492,0.00016083328051765878
493,-7.293831300236701e-05
494,-0.0002457131948060133
495,-8.036499600131009e-05
496,-5.1444734424266144e-05
497,0.0001728693735109421
498,0.00016787637615393002
499,-0.0002545785536637755
500,-0.00015327465941077204
501,-1.1789500069578664e-05
502,0.0012269851283977528
503,0.0002533612635440241
504,0.00046668858624877467
505,-5.211439866603835e-05
506,-8.241632111519664e-05
507,0.0005841307936912828
508,-0.0005172844453668138
509,4.209516856141648e-05
510,5.8436358348823475e-05
511,-0.00041089388859098065
512,0.002353122030631194
513,-0.00021910891444383638
514,-0.0013678159617874436
515,0.002089050402000093
516,0.000584746409372711
517,0.00025710135380435547
518,-0.0001270951360311395
519,0.0031718357444649615
520,0.002373777187328918
521,-0.0003573800234697057
522,-0.00020705613826134717
523,-0.0007028201048471491
524,0.0001466750368992911
525,1.0547183136667163e-05
526,-0.00016162283483417937
527,8.032779787022057e-05
528,-0.0019542637637755193
529,0.004922684920024026
530,0.001866490270703547
531,0.013951047983668119
532,0.00011894536115751383
533,0.00015925596263854794
534,0.001441569155532229
535,0.004320698822253287
536,-0.0009184512201122065
537,-0.00033326966657024943
538,0.0014180687020079272
539,-0.0008722321246874708
540,-7.292765879626368e-05
541,-0.0003785375051095066
542,8.751107149224731e-05
543,-0.0014891162622310702
544,0.00040812856682824976
545,-2.6671444590939912e-05
546,-2.8422804952319487e-05
547,0.00036904925653618534
548,4.187155244615024e-05
549,-6.431972176248283e-06
550,-0.00010555773318989407
551,-0.00025695410466480264
552,-0.00037364687918148564
553,9.714024758779713e-05
554,3.984469863557681e-05
555,-0.0001271690435592799
556,-6.442747309502136e-06
557,0.00014863387553677317
558,1.1873536085444505e-06
559,0.001130488186462029
560,5.414277892342496e-05
561,-0.00020683311109420717
562,-5.5939963207255e-05
563,-0.00015261757671660158
564,0.0004994331751677276
565,-4.545096029091003e-05
566,-3.66663569431026e-05
567,0.0005925097942843407
568,-0.00022806372441612046
569,0.0002385611268338776
570,-0.00010662865491607769
571,0.0001255596961863991
572,-1.797356155192511e-05
573,-1.8588991263969978e-05
574,-0.00018056121323784994
575,-0.0007810671855642836
576,-2.2274149397939875e-05
577,3.0210257009094688e-05
578,8.270754333397424e-06
579,0.00015839962267410177
580,0.0006128372649163347
581,-0.00032852181888754883
582,0.0001274422147409039
583,0.0015531369428603058
584,-0.004835079316793203
585,0.0015492186720867799
586,0.00010216996735991934
587,-0.0066088408791303834
588,-0.006991551609267656
589,0.006616118237720902
590,-0.00024657225366390913
591,-0.0060277187931600945
592,0.00031589764928301693
593,-3.6236431153909175e-05
594,0.00047322881036528927
595,0.00041097396902854764
596,-0.0005344214884176483
597,-0.00042125425568689383
598,-0.0001745472832821162
599,-0.0008749357753812502
600,-0.001561939202490807
601,-0.001112829728572546
602,0.0003976076911060061
603,-0.00586856194092121
604,1.6117417183860653e-05
605,0.0006725168841032252
606,-0.0024681031021417652
607,-0.004649355945069705
608,0.003932424519922732
609,0.002279291174294046
610,-0.001157915086739449
611,0.021943489743767815
612,0.001527405685941444
613,0.0010817315938418117
614,5.36438259817329e-05
615,-0.0003338055286115942
616,0.0005754861676035294
617,0.0023170831310144256
618,-0.006183361296132112
619,-0.00761533472206386
620,0.0005140735839207881
621,-0.0001529703834597662
622,0.0002822389152525647
623,0.003944352528632206
624,0.0011506961924192905
625,-0.0015628209633258238
626,0.0007043581181074702
627,0.0025517967229722206
628,-0.0017051008562730962
629,4.232818898234451e-06
630,0.00011342670423150687
631,-0.0029586997880755657
632,-0.00016558226473382715
633,-0.0001982818207955047
634,-0.00013374913561008348
635,-0.0002644560672540333
636,-0.0001394820775883371
637,-0.0001240439548189408
638,0.00019123906308159008
639,0.0006746477613889458
640,0.00016202337816202108
641,0.00019591396781736288
642,-0.00016000581111093955
643,0.0002411684403731905
644,9.85923210451081e-05
645,-7.827343897746605e-05
646,2.7038717584834385e-05
647,-5.877471383544111e-05
648,-0.0001254884152008724
649,-5.190766607806695e-06
650,5.614575647514334e-05
651,-0.00019178927148493205
652,0.00025292153720146514
653,-3.0424798859669367e-06
654,-0.00038313520755832957
655,-0.0005979243383029876
656,0.0024403088956782425
657,0.0008272819799270121
658,-0.00029015997823368965
659,0.0018772166448788232
660,-0.00034582369400104623
661,0.00026151863828158386
662,3.971956776376473e-05
663,0.0013842050177844058
664,-0.0004028886963566087
665,0.0003769179228974127
666,-0.00023369729347436603
667,-0.0015347922299472439
668,-9.685298597500254e-05
669,4.335251634190729e-05
670,0.0002584754186720384
671,0.0006136280154150968
672,-6.364777956330578e-05
673,-0.00011409045780315732
674,0.0001762657616168863
675,2.3105911331104446e-05
676,-0.0005001011571990927
677,0.00042487683988161074
678,-1.5216032678268194e-05
679,-1.1054079717590305e-05
680,-0.0007915599119235914
681,0.0016774167788831075
682,-0.00017116469849172167
683,0.0005047560043387508
684,-4.100353333475817e-05
685,-1.3443831096330536e-05
686,0.0010415620040886261
687,7.191886968308599e-05
688,-0.0007834901874260525
689,4.366781367138769e-05
690,5.413486804255321e-05
691,-0.00018690703215646577
692,5.467879681338798e-05
693,-0.00015907888894502065
694,0.0004397995321096322
695,-4.174386835243683e-06
696,-0.0001310058396612114
697,-0.001817002898250942
698,0.0012351458100855466
699,0.0003669428762531181
700,-0.0011389920304135776
701,0.002984427590504606
702,-0.0009429795904684682
703,0.0025120319491494696
704,-0.01217561905369388
705,-0.0012282173840503679
706,0.006043952974967882
707,-0.025640703545563404
708,-0.002544547924763007
709,0.0028824504230240376
710,-0.0036847560632347785
711,-0.011647362843973032
712,0.004951057390694354
713,0.0038066700736398428
714,-0.006138817882186818
715,0.002465104325946565
716,-0.01680815697334102
717,-0.00011765442720240433
718,-0.0014350319982308127
719,-0.06162197046990547
720,0.0015116764559294697
721,0.0006045614967923209
722,-0.0011715229086334221
723,0.0010923703744834367
724,-0.0005680004377095628
725,-0.0004101130358165273
726,-0.0029427005450149927
727,-0.013805522427005416
728,0.007541711514756861
729,-0.00039549078113704916
730,-0.011736801914815883
731,-0.0033672332668263864
732,0.00016298835958030014
733,-0.0019436522860444441
734,0.0038050813220559874
735,0.00375104389649091
736,-1.795634246522643e-06
737,0.0001444256382349223
738,0.00039542912919575103
739,-5.113742141410268e-05
740,0.0005733245264460516
741,-5.189823432661058e-05
742,-0.0009150399972626159
743,0.0001353937884955329
744,0.00020640216760937536
745,5.579311481253086e-05
746,-8.597319072488236e-06
747,-4.170895191769399e-05
748,0.00037245251988649416
749,-0.0002191737323596112
750,-9.679211747336582e-07
751,-0.00021543328409840117
752,0.000162071803954949
753,-0.00017502274328615893
754,-1.8057062733080222e-05
755,9.23951800727883e-05
756,-0.0013655358537291275
757,0.00023965707701160396
758,-0.00044459830245778786
759,0.0007526481427275482
760,-0.00019598509833697596
761,0.00014520944294769503
762,2.121845869458035e-05
763,0.0002115139969489625
764,-0.0005949727536069928
765,0.000578106401077066
766,-2.062281824929467e-06
767,-0.000560687454210285
768,-5.718584268384632e-07
769,0.00016352097918033158
770,2.9160505917926356e-05
771,0.000750954109658692
772,-0.00016066426602307787
773,-0.0003887902980984737
774,8.913979164403551e-05
775,-0.0008140368081767354
776,0.00029451775389202265
777,-2.3592549673898253e-05
778,0.00013960278915703227
779,0.0006607687361882222
780,3.428377226540183e-05
781,0.00024116945810355426
782,7.217263792014955e-05
783,-7.654212260304619e-06
784,0.0012532726584575658
785,-0.00036365943947806745
786,6.814933554765855e-05
787,0.0038287159884157064
788,-2.5492631097143317e-05
789,0.0002470249690971364
790,-0.00013029123764031695
791,0.00045295391304531917
792,0.0011941529872478427
793,0.0010119786894801786
794,-0.0007582491389121643
795,0.0034638002677575466
796,0.00020275148788250508
797,-0.0001425301805764513
798,-0.0002692720581921435
799,0.00044837565665630424
800,0.00015410243176077292
801,-4.2578877820324884e-05
802,-3.3628854303915754e-05
803,0.00013301826728600403
804,0.0007202335945711807
805,-0.00031921099603293164
806,-8.587433192230453e-07
807,0.0005787819894674045
808,-0.0008050964659864485
809,0.0011139663480649086
810,-0.00033941282752711317
811,-0.00025649487865095133
812,-0.0012595287497104088
813,0.0011008998232110902
814,0.00020633625063568693
815,0.0008045129981672416
816,-3.668494971284065e-05
817,8.410706264305382e-05
818,-0.0001302690728691368
819,0.00032599648798614693
820,4.6575531333647247e-05
821,7.205728540081454e-05
822,4.387062235166749e-05
823,-5.327028247274231e-05
824,-0.001640017626767579
825,0.0005989581111684904
826,0.0006934494728444985
827,-0.001993669568178874
828,0.0010654406232316626
829,0.0006965917835615746
830,-8.96488149827294e-05
831,0.0032851819112696247
832,-3.334348622219555e-06
833,4.267061827251217e-05
834,3.7849206605704736e-05
835,3.433076696988857e-05
836,0.0004306129479460974
837,-1.0479515961820585e-05
838,0.00027702083996988813
839,6.075150987140211e-05
840,0.00011671267518100529
841,7.427812812251234e-05
842,4.378135632275316e-05
843,5.9248420387101506e-05
844,-7.689343607009548e-06
845,-0.0004927671754298588
846,0.0003044559442519814
847,-0.002055817408072068
848,0.0006568230926383742
849,-3.164965503147813e-05
850,0.0007415803016002975
851,-2.5268163761648125e-05
852,-0.0003086628020818001
853,3.693551878763179e-05
854,0.00016124747082950147
855,0.0005829070872172159
856,-0.00036318000418369273
857,-4.019117703800942e-05
858,9.761124649703609e-05
859,-0.002650000298946879
860,6.275396279401442e-05
861,-0.00019502679919252487
862,-4.043153386583893e-05
863,-0.0008992115349633605
864,-3.415654115924816e-05
865,-1.0839473061911994e-05
866,-0.00010081526390360396
867,-0.0007462759980917625
868,0.00031446149534888445
869,-4.1653092334090293e-05
870,-7.91940781636052e-05
871,0.0007342723350939243
872,-0.000776770902743582
873,0.0004586210925162358
874,0.0007240839796560587
875,0.0007677822813201945
876,-3.6446675231298104e-05
877,-2.8181434210377618e-05
878,-9.377427424147001e-05
879,-0.0004953444468340903
880,0.0001958434388308716
881,-0.00017628915987064742
882,1.1185009384499481e-06
883,-0.0001341609522060991
884,6.850810017962295e-05
885,-4.354103640243419e-05
886,-8.252737138632007e-05
887,0.00011862613868979672
888,3.44940463826554e-05
889,-0.0004044968393805325
890,-0.0009356766877981992
891,-0.003804655343208016
892,3.810140460656244e-05
893,0.00019415420610936315
894,-9.362843242289376e-05
895,0.00024216093497404182
896,6.612429918231734e-05
897,-2.996343033834173e-05
898,0.0005106879562511763
899,0.0012180314602021085
900,0.000201230219212032
901,0.00022502196186532263
902,1.0709704641183683e-05
903,0.000440784421997975
904,-1.744012986101735e-05
905,-0.0001238894212278683
906,0.0002527625731229778
907,0.00011082341983863615
908,-0.00039164470715882907
909,7.35083020131527e-05
910,-0.0001481441569196113
911,-2.661219890219494e-05
912,-6.615637134052594e-05
913,0.00042835595099640424
914,-0.00019537101001094494
915,-0.0003181855525297174
916,0.0006563465420384886
917,0.0003330423832549343
918,-3.071970192490752e-05
919,0.0021905253929485127
920,-0.0004363146534305071
921,-0.0005064999884163903
922,0.0009284163485128634
923,-0.001487893838686477
924,-0.0004312700473883012
925,-8.570505063704925e-05
926,9.530727961973153e-05
927,0.0016403729021395876
928,-0.0007238306727364789
929,3.768465384235025e-06
930,5.029930126943555e-05
931,-0.0010571362644094281
932,-0.0005132884299174841
933,-0.00023805628742463257
934,0.00014613170608311675
935,-7.54087584145316e-05
936,2.6541767464726822e-05
937,-5.740507392523336e-05
938,-0.00010928118277822117
939,1.2179952155632115e-05
940,0.00041087473753225064
941,0.00012288891609829936
942,5.2700942816585884e-05
943,1.0752294232577003e-05
944,-4.158492444708889e-05
945,1.3631766203440712e-06
946,0.00016308534419999502
947,0.00018790725000276197
948,0.00017257485783121924
949,-0.00014971985330530004
950,0.0005316147917580171
951,-0.00016336085409113075
952,-4.388016743282327e-05
953,-1.6630700632700005e-05
954,7.474226833916737e-05
955,3.104309163349594e-05
956,8.162037323466608e-05
957,0.00025592672394365444
958,-0.00010865554817088163
959,0.001664036174894554
960,0.00020761129883513962
961,-0.00011439876381818298
962,0.0002690652094945172
963,1.396745466725923e-05
964,-4.838626560800366e-06
965,-0.00018802039869195332
966,1.2898538906283611e-05
967,-0.00012708720884847582
968,5.237592766172216e-07
969,-7.81613487862804e-05
970,6.278247089052691e-05
971,-0.0006221503236719557
972,0.0018234957883769096
973,0.0010635298693964135
974,-0.00045449612019045696
975,0.006695612754377316
976,-0.00016650544778803593
977,0.00039842116189331244
978,-6.0070528788620254e-06
979,0.000282750036968804
980,0.00038227618591685924
981,-0.00023788475756977574
982,-0.00014002547742684402
983,-9.529315693697443e-05
984,0.0002013411178714862
985,-2.114901689646896e-05
986,3.339344434777432e-05
987,3.5905754763604442e-06
988,0.0005249191211441555
989,-0.0002680933914228081
990,3.1246456034892634e-05
991,5.999948663514741e-05
992,0.0008124147363861059
993,0.0003308396580911469
994,2.8040971425479234e-05
995,-8.537783025874909e-05
996,0.0008339453147624384
997,-1.3212691247100534e-05
998,-0.0005961290289842112
999,-0.0005055968789034399
1000,-0.00013942698267134892
1001,-0.0004633247929614215
1002,-4.0374733756931385e-05
1003,-0.00020506436396051234
1004,0.0001920088612801256
1005,0.0009245063944719769
1006,-0.0031224816441302035
1007,-0.006504142481778378
1008,-0.001971725674676974
1009,0.0002992272415908715
1010,-0.00021721662591759984
1011,-0.0034120817955909785
1012,0.00012424485690849926
1013,-0.0014706418816818026
1014,0.0005857682492417341
1015,-7.107957389418974e-05
1016,0.0027680814002573897
1017,-3.791893859748483e-05
1018,0.001865891495129916
1019,-0.00024262963813382279
1020,0.00041245255846849557
1021,1.3974925806301812e-05
1022,-0.00034565013634581357
1023,0.0006203041346766579
1024,0.0010751798454196235
1025,-0.0013315175350081924
1026,-0.00046255946949852505
1027,-0.00214934253583888
1028,-0.0003500975003885553
1029,-0.00023375432364291195
1030,-1.466755237756258e-05
1031,-0.001560876614938433
1032,0.00010505742712256898
1033,1.399731096720465e-05
1034,-0.00030036352758016624
1035,-9.079030626397373e-05
1036,2.5031397075670878e-05
1037,0.00015959465763039178
1038,0.00011460748911207386
1039,2.7896448704468428e-06
1040,0.000475815334949263
1041,0.00014482091219774048
1042,-3.389999316765883e-05
1043,0.0010842158709317103
1044,0.0004590638493188859
1045,-0.0002211165996930042
1046,-0.00012289248737693275
1047,0.0011382547679991322
1048,-3.196901279014986e-05
1049,-2.759932005667549e-05
1050,2.673984060757654e-05
1051,1.4277824345553005e-05
1052,-1.969348660536709e-05
1053,8.457583257449192e-05
1054,1.3716139910458777e-05
1055,2.718069927773326e-05
1056,-0.00021059565765634166
1057,-3.128149434083227e-05
1058,4.34020502610797e-07
1059,-0.00024313438771068338
1060,-0.00028861647271850475
1061,0.00021959071089519756
1062,-5.739301034734831e-05
1063,-0.001690387130105055
1064,-0.00015484776314410374
1065,7.90031679443445e-05
1066,-2.5549048189711616e-06
1067,0.0004904392995720205
1068,0.00040061768637901594
1069,-0.0004594170813187303
1070,-2.0489010786838524e-05
1071,-4.964153631795953e-05
1072,0.00025591186576960374
1073,1.7748404318532065e-05
1074,-3.885668705259246e-06
1075,0.00036527325079098325
1076,0.0008926248002693563
1077,-0.00031289766104076414
1078,0.0002433074570082862
1079,0.0020278706331864934
1080,5.176628072705112e-06
