,drop_hybrid
354,0.0010598853954498523
355,-0.0012713610362004495
356,-5.094609687055146e-05
357,0.004215175849339482
358,-0.003432959126964461
359,0.0040356299469364865
360,-0.0010872951510680308
361,-3.671215939459585e-05
362,0.0007129683627702475
363,-0.002971771070248136
364,0.00789665413692503
365,-0.0005749456410448079
366,-0.003956729137867048
367,0.009257082670640668
368,0.0015454888328192782
369,0.002692420938630634
370,0.0005325886718020369
371,0.01474547643928486
372,0.006985834319204862
373,-0.002339132862115931
374,-0.00037398247705722144
375,0.010296351675888419
376,0.0010019515973623324
377,0.0006110719156414664
378,0.0018970474407090515
379,0.011810711040740246
380,-6.976296712509911e-05
381,0.00010093070514137348
382,-0.00014586917976509216
383,-0.0004448713952490068
384,4.464944831677456e-05
385,0.0005238212782817928
386,-0.0005045091925216356
387,-0.0010864166914908795
388,0.0006062174187047878
389,-0.001084841103853623
390,0.0015511285108767297
391,-0.004615658745838063
392,-0.00010521108294831023
393,8.429470145935905e-06
394,-0.0007803990507515891
395,-0.003058764158670144
396,-0.0005376482734025643
397,9.254568092066216e-05
398,-0.0016900793665034363
399,-0.0053837239324449684
400,-0.0003444254592047338
401,0.00021714940645001357
402,0.0004924179923377362
403,0.001771078829530299
404,-0.0007018328602626906
405,0.00022015329954790303
406,3.9308472940700054e-05
407,-0.002343868557620706
408,-0.00016253792885651723
409,0.000160727686333955
410,0.0004789820720575219
411,0.001815903600372315
412,-0.0009093820253799235
413,0.00018161932619152436
414,0.0023139306857563155
415,0.004667117017133908
416,0.0021289249800837476
417,0.0007076646939884404
418,3.965882341763475e-05
419,0.008729825103798189
420,-0.0017064477457127954
421,0.0015909630388346778
422,-0.0011552258016539756
423,-0.0040307921223659655
424,-0.0027330327066728923
425,-0.0023338669165451037
426,-0.001588010827708302
427,-0.020636639730936678
428,-0.0006134021737305379
429,0.0006431278613935709
430,0.0003489198099262738
431,0.0014629975314439615
432,0.002591416365594582
433,-0.002122669972459393
434,-0.007417711121369449
435,-0.025611004175401048
436,-0.0007951823025677273
437,-0.0012628589320862348
438,-0.00280117949399439
439,-0.016342664685003422
440,0.0007228742483938305
441,-0.004050705713604958
442,0.0012341166866517046
443,-0.007261194586046826
444,0.000922142335607149
445,-0.004118371255221008
446,-0.00026912663047043157
447,-0.014087317885206571
448,0.0006104515141244885
449,-0.0008053951841921081
450,-0.0002593807430208063
451,-0.0012459162983712475
452,0.0006109099249651367
453,0.0002653227117578904
454,0.0008576184324144053
455,0.0006315838185600154
456,-0.00011448157236680878
457,0.00024117040492077982
458,-8.564903828549372e-06
459,0.0007685196891602761
460,-0.00028020327059772383
461,-6.740573619446709e-05
462,-0.0012516789661033308
463,-0.00042080153536684314
464,9.704320142614811e-06
465,-0.00010555855411465379
466,2.3444546658454985e-05
467,-0.00015141449157409073
468,-0.0004645205219976002
469,2.2330152087150885e-05
470,2.1298475510617713e-06
471,-0.0010769486661641073
472,-0.00012192188575100874
473,-2.4353691748087697e-05
474,0.00043280372890974403
475,0.0011994144910788046
476,-0.0003151198204987023
477,0.0012295802860272423
478,0.0018718587375242495
479,0.007014698365448452
480,0.0007027246813039862
481,-0.00011527704407255562
482,0.0008172158193371705
483,0.0037783104541179928
484,0.00017633919010396457
485,-0.00010806541479653743
486,0.00036641372500392734
487,0.001402693102827612
488,0.00015155046832986607
489,-0.0015707836147509353
490,0.0006758386725876094
491,-0.003170555383614532
492,-0.0009937889260459663
493,0.0007246391189390314
494,0.001341797501999488
495,0.0018893644391222333
496,-0.0010121786558899362
497,0.0017440150594871312
498,0.0010800123502068637
499,0.005101456189260688
500,-0.0003035928941004767
501,0.001357257583650587
502,0.0029594185647775226
503,0.010733460575630885
504,-0.002490435631120767
505,0.0011091336229082263
506,0.0007604429208278628
507,-0.0015918605573430676
508,0.005080044491019983
509,0.004523248245936215
510,0.00047073076646238606
511,0.03214586622102724
512,0.0007527294076907963
513,0.0025399321756268845
514,-0.0023311837510749463
515,0.0023131372081824546
516,0.0006182223898473334
517,-0.00024510221635397935
518,0.00042913447882994977
519,-0.00037811801678718247
520,-0.0010901482865762666
521,0.0005436980258064743
522,1.3659486200750464e-06
523,-0.0013116441025117062
524,-0.0003064882977301573
525,-5.246295998423117e-06
526,-0.00028848787027921174
527,-0.0013097214081157014
528,-0.0020957867127569542
529,9.601358112679459e-07
530,0.000375448638006979
531,-0.0020352799426372006
532,-8.237500595493436e-06
533,0.00043474944209497636
534,8.839489908307419e-05
535,0.0010621362197059787
536,8.637111602931947e-05
537,0.0013840475276514711
538,-0.0007879843363687071
539,0.0010940422505185752
540,0.0014326011690492637
541,0.000729330535563241
542,-0.0019072395666454873
543,0.002674367288958552
544,0.004405666951617636
545,0.0016006321171133557
546,0.002156846410327663
547,0.024629141025322328
548,0.0008199989674666641
549,0.0003209941468030901
550,0.0007539989156700021
551,0.005951945186879104
552,0.0013487511884969065
553,0.00012998227657134995
554,-0.0005312055038987832
555,0.002326559164607401
556,-0.00020790135799072571
557,-5.3118710048401866e-05
558,-3.4917528374253385e-05
559,-0.0009623229083353343
560,-0.0005592652607842218
561,0.00032729159420329064
562,-0.0009435980672622196
563,-0.004933154650083539
564,-0.0004203131920405049
565,-0.00017497504372358553
566,-0.00020789386837938883
567,0.00048227561409640367
568,-0.0004463862654451277
569,0.0019377995664987325
570,-0.0013124096701694074
571,-0.001102380956949078
572,0.00011794682243778609
573,-0.00014293401710960548
574,0.0002456467513416576
575,-9.802362059673849e-05
576,3.3886035817279874e-05
577,-0.00010262375967082148
578,-0.0002501548595537541
579,0.000545046764595213
580,0.00010261243342425205
581,0.00012100590101150912
582,0.00010519307639990609
583,1.300884964437378e-05
584,-0.001554871265788729
585,0.00019936410068342977
586,0.0010729474549489224
587,-0.0011951692439115852
588,-0.0014324720324203873
589,-0.0009950849904619848
590,2.3461986733969568e-05
591,-0.007805279682025703
592,-0.0005157265326814588
593,0.0008069740065323686
594,0.0036491698502762533
595,0.00915074236182517
596,0.0018717953371984299
597,-0.0026532338162939422
598,0.0004869908511713041
599,-0.0007303111933097217
600,-0.0006834280685148215
601,0.006078205623882582
602,0.0008125125406916007
603,0.016038139583461723
604,0.0013203796259901239
605,-0.0045575376152643485
606,0.0023379749649557716
607,-0.0026127358540682342
608,0.0017756271490579768
609,0.0053509652051466315
610,0.0015032239653085823
611,0.026350497771974013
612,0.0012109082004798102
613,0.000358196502933109
614,-0.0036053110077956616
615,-0.003816498990277857
616,0.00038246625446485417
617,-8.834551246090486e-05
618,-7.895392995417476e-05
619,0.0008172754866862435
620,0.00034889744147779093
621,0.000503948363203365
622,-0.0003626462715825215
623,0.0015109695285776554
624,8.398156193007813e-05
625,-3.0711542600275526e-05
626,-0.00048648693504492116
627,-0.0001854484711826367
628,0.00010260693561688433
629,-0.000922638661008954
630,0.0004890547242804833
631,-0.00044463304971316923
632,-0.00025800189103100907
633,-3.3782328642770295e-05
634,-0.0038928375711939035
635,-0.012444496598057147
636,-0.0009216423724074747
637,-0.00036622680960439675
638,-0.0006223254431478246
639,-0.005523969648962467
640,0.00024135003709421814
641,0.00012557692494157306
642,6.098643419652008e-05
643,0.0018771771249880013
644,0.0003338707619182304
645,-0.0047457164646657925
646,0.00024210800102054567
647,-0.0021011186454687318
648,9.468452997701987e-05
649,-0.00022042925362106776
650,8.641533004593653e-06
651,-0.0006505574459330553
652,0.0014026639551222096
653,-0.0005322328493863458
654,-0.0012704324407447286
655,-0.0016497248039806748
656,-0.0004790925380812311
657,0.0003826253077505656
658,0.0005785684728942387
659,0.0005955150874317504
660,0.00035802232677218846
661,0.00015208876868948772
662,7.405413840930749e-05
663,0.0018383235736373243
664,-0.003361264126640678
665,-1.303457671117468e-05
666,0.0043668813739411085
667,0.0032913315900406524
668,-0.0005265049443938135
669,0.0006334354587499606
670,6.208769299707443e-05
671,0.0007576263959469763
672,0.00020072655072370668
673,0.0007181182502362962
674,-0.0002991674491231315
675,0.0016718943407581786
676,0.0006381327221761478
677,-0.0015578429385580657
678,-0.004947464706428593
679,-0.01502906482106527
680,0.0006989939575955503
681,0.003181831576360799
682,-0.0025595749107643847
683,0.0037895866122453475
684,0.0002471581312164966
685,-8.219081018508442e-05
686,-1.349458207204005e-05
687,0.00010699814192174962
688,-0.0017086956604041405
689,-0.002978864403707935
690,-2.968512734613225e-05
691,-0.01441654503652271
692,-0.0004618428879099724
693,-7.754344392629091e-05
694,0.00040582749294540475
695,0.00047805800482635753
696,0.001264528529197157
697,0.000127047689467298
698,0.00019277229338115554
699,0.004490346295218794
700,-0.001431504302594583
701,0.0021513731064958038
702,0.00023500506598222505
703,0.003792683447971407
704,0.00029384383462996964
705,-0.0010099922349381463
706,-0.0006259371920676467
707,-0.0033840085934420828
708,-0.0034422053624329784
709,-6.211790606315453e-05
710,0.002105855758772098
711,-0.004875673333382072
712,-0.00026185056671511477
713,0.0006053402297966898
714,-2.5581361635989283e-05
715,0.0007601112044178907
716,-0.0006179939343699869
717,-0.0006636634556444088
718,-0.0009002480021725318
719,-0.0071569178847078595
720,0.0002765350766666044
721,4.767718359533136e-05
722,-0.0002176320395070652
723,0.0005987516623357431
724,-9.17511515475474e-05
725,-6.995844563490189e-05
726,-3.0463757315123724e-05
727,0.00014957971100257582
728,-3.949476174073322e-05
729,-2.7731883605893288e-06
730,7.764314310544851e-06
731,-3.8153486482933004e-05
732,-0.009833267437238044
733,-0.0007792519523856801
734,-9.171070668543531e-05
735,-0.002077289773414471
736,0.0005468002024496451
737,-0.0006180240142071194
738,0.0002645999500828902
739,0.0004010965754630178
740,-8.759444880413913e-06
741,-0.00027229118787451995
742,-4.31068306428722e-05
743,-8.824637065992632e-05
744,-0.0001669479109906952
745,7.070454736061576e-05
746,0.00040818825813337587
747,0.0004972405867600788
748,-0.0013734114015667056
749,0.0005479693660373107
750,0.0024533507966776925
751,0.0029118955918981154
752,4.816692560936324e-05
753,0.000707713360036699
754,-0.0009225250562415885
755,0.0008108107515477944
756,0.00015102250780620584
757,0.000729526580461302
758,-0.002210880953266507
759,-0.002755107096978205
760,-0.0005474201987455944
761,0.00019657244230572764
762,-0.00048063885658467594
763,-0.0024233583490883685
764,-0.00023819378949291547
765,0.00010623146724127884
766,2.519086353565749e-05
767,-0.0003975592562854059
768,7.180808144251656e-05
769,9.338643650660261e-05
770,0.000284197921173413
771,0.00040739477657798074
772,5.521910864545861e-05
773,-4.435207515701043e-05
774,-0.00011706752768987408
775,-0.00045412306470486843
776,0.00023557480885994956
777,0.00025174059985209885
778,-9.568458707629005e-06
779,0.001111205973010487
780,3.811019955458947e-06
781,0.00046625122235512497
782,0.0004089860148884394
783,0.0016202951353956913
784,1.2674380434477335e-05
785,-0.00023146514248103986
786,-0.001361655665321634
787,-0.004676867426851865
788,-0.0004467296311807205
789,0.000492903727242594
790,-0.0001448290417801211
791,-0.00037551643187583376
792,0.0012103305046518276
793,0.0002533853650902461
794,-0.0016745413294444163
795,-0.00046936253895712787
796,0.00029142459671410026
797,-0.00037938734590875516
798,-0.0003398743591283648
799,-0.001337536746488084
800,0.001572032826049133
801,0.0034023762253207936
802,0.001178824458514244
803,0.017724746270530084
804,0.00032881019532635613
805,-0.0003367897074487089
806,2.0795501513441906e-06
807,8.116959922446891e-05
808,-8.911460624946812e-08
809,-1.181815979162931e-05
810,-4.489151158293876e-06
811,-4.025781477793413e-05
812,-7.826468032459977e-06
813,0.00021987460260721278
814,1.3108497969903406e-06
815,-2.799341723106433e-05
816,0.001330912359551399
817,0.0016421710200358254
818,0.0005132911455133918
819,0.0103285363181675
820,-4.8289028471442805e-05
821,-0.00010125013842724845
822,0.0004885950514495734
823,7.220541771122857e-05
824,-0.0010679819635090475
825,-0.0011051140682035731
826,0.0008370699502448686
827,7.661329758106325e-05
828,-0.0012560416920690432
829,-0.001465238855181326
830,-0.000896765138852343
831,-0.0007834699952296403
832,2.836824013615679e-05
833,-5.6547091245954795e-05
834,7.868745042372933e-05
835,0.00019106253763129304
836,-0.0001493477068886101
837,0.0007122134780851532
838,-0.0004665924961665549
839,-0.0002959590706445787
840,-8.543117000576945e-05
841,-0.0006757421871573748
842,-6.836629786968774e-06
843,-0.0001872078493666902
844,0.0003403689274639381
845,0.0003569797942185261
846,0.001554424064367328
847,0.008046134026682573
848,0.0003341322441039486
849,0.0001025478469946901
850,-0.0007000106538838714
851,-0.0006162882920931941
852,-0.00021264620296919357
853,0.0009397961094625479
854,-0.0005599159274598297
855,0.0016096903235735395
856,0.00012335446194181314
857,-0.00019980719514899465
858,-0.00041987050511490545
859,0.0005707381326878612
860,0.0003265566652271453
861,7.721477780222394e-05
862,0.0006355016958326827
863,-0.0002580745439302644
864,-3.3176484318098825e-05
865,0.0012457796867814748
866,-0.000113672157813205
867,0.003625258182841507
868,0.0006737890482021268
869,0.0019065716861908911
870,-0.00399984314654247
871,-0.0054850506883265555
872,-0.0017381443984846982
873,0.0013830439645195322
874,-0.0017695329772502081
875,-0.002676623357439628
876,-0.0013826705644588307
877,-0.0003808015696547064
878,0.0007010383670922658
879,-0.0035533141247132364
880,-0.000613082913131457
881,0.0029820186925324814
882,-0.0008570545722687085
883,0.004989297834268828
884,-0.00010032640823750539
885,9.199909131678779e-05
886,-0.0008558287754745843
887,-0.0002147921215656338
888,-1.637622799404516e-05
889,-0.0005901066311405512
890,0.0003455449386528158
891,-0.0005322459817551028
892,-0.0014178500217538487
893,-0.000875642009407337
894,0.0001456253024275309
895,-0.0054184858785943715
896,0.00013254851407491273
897,0.0001072945279327807
898,0.0002856227951054423
899,7.849567451292715e-05
900,-0.0003578235218629791
901,0.00030063350636796765
902,-0.0007096617278502957
903,-0.0019969948619075824
904,-0.0005631330545472467
905,-1.8246910746067013e-05
906,0.00030912834998661525
907,-0.00010455051388483519
908,-0.0018271828430105911
909,0.0004604338039088284
910,-0.001942506478276956
911,-0.005363474370635464
912,-0.0026601889584472226
913,0.00699911634338566
914,0.009651039612757243
915,0.046192442674746516
916,0.0011122722232376433
917,0.0002525762866967803
918,0.00024058078458389655
919,0.005525882068298319
920,-0.0028951065621770572
921,-0.0012556544469528134
922,-0.0001689730731832122
923,-0.01240454844424722
924,-0.010579820531923979
925,-0.0019039466308015953
926,0.004544550124253364
927,-0.043119354452320915
928,0.0024476668308932447
929,-5.580853536479999e-05
930,-0.00341544885606315
931,-0.0036838172311649377
932,-0.001414911709262161
933,0.00044155167208725986
934,0.0011057786816026428
935,0.0007841673402323347
936,-0.0003479000310827232
937,0.002176828585819876
938,-0.0027451252280177732
939,-0.006395657790468466
940,6.4800560339392715e-06
941,-2.6108404598784345e-05
942,-1.8694726495468982e-05
943,-0.00020638209256355712
944,-8.523388136670746e-07
945,-3.155493974426541e-06
946,7.537754052271627e-05
947,1.634046079677143e-05
948,0.00012274761120464116
949,-0.00012058803929032275
950,-0.00014096883643107227
951,-0.0005321015553423503
952,-0.0001564283839964326
953,-0.0004129327298181271
954,0.00025030274631947415
955,-0.0011542030964509873
956,-0.00027862580424551384
957,-0.00041055432243489615
958,0.00042424562014297063
959,-0.0008345014134456642
960,-7.198439466978403e-05
961,0.0007081967220242926
962,-0.0004929350081487454
963,0.001198194348086964
964,-5.640761906964432e-05
965,0.00013748634459404658
966,-0.00015417421925513104
967,0.0004210718052877065
968,-0.0020634018323718835
969,-0.0007584634643801856
970,0.001379514508652268
971,-0.005166377463895782
972,-0.00041873669130155496
973,-0.0005505384724008184
974,-0.0016647096685734695
975,-0.008581120130123838
976,-0.0018088999228388601
977,-0.0005423100321993631
978,-0.0008999170037380522
979,-0.01002341752112767
980,0.001265601965710775
981,-0.0005275508600996236
982,6.480313922263846e-06
983,0.0017402522073527765
984,-0.00022619196206005019
985,-3.6203780774284356e-05
986,4.092787605059328e-05
987,-0.0007389546698032627
988,0.0019575215127117605
989,-0.0011031808982438084
990,-0.0023012610058650807
991,-0.0049995590401811
992,0.0009923216729393579
993,-0.00301961585314471
994,0.000446611124612588
995,-0.005392268135008983
996,-0.0002307827284940689
997,6.073852051257871e-05
998,0.0005115432430160484
999,0.000907270651836351
1000,0.0009949619076212266
1001,-0.0018692988192937098
1002,-0.0011505411454259715
1003,-0.007408597367392691
1004,0.0012677251028443298
1005,0.0004886524298235986
1006,0.00027437304733928696
1007,0.007353554639353532
1008,0.00017576380364249723
1009,-0.000977969746355365
1010,-0.001060953495166591
1011,-0.006375821518633071
1012,0.00012306601606880302
1013,0.00034039123070645844
1014,-0.0002663619488447822
1015,0.0006192520864622683
1016,0.0008658438417752197
1017,-0.001149456400927064
1018,5.323346043177257e-05
1019,-0.0002964463862275383
1020,-0.006758617561849682
1021,-0.0013947021746125512
1022,0.004901592256577124
1023,-0.007592777252315715
1024,0.005077844739039252
1025,-0.0018628086071087874
1026,-0.0004548942212564764
1027,0.008614118765563776
1028,0.0014369351163726677
1029,-8.223190998086625e-07
1030,-0.00056384773386686
1031,0.001551055869992488
1032,-3.424359359995641e-05
1033,-0.0003825373218901648
1034,-0.00026553477354579854
1035,-0.0016689349611116594
1036,0.004332386437247616
1037,-0.0004472229025069369
1038,-0.0022497011491297955
1039,0.00540162932009979
1040,0.007493736369703297
1041,0.005245108584021036
1042,-0.004855699690351142
1043,0.02562838126111171
1044,0.0008647945455438642
1045,-0.00011112833077811198
1046,-0.00016757312455180367
1047,0.0007806393581254691
1048,-3.948059146760186e-05
1049,0.0002152284228714784
1050,0.0004947577119154832
1051,0.0014433250090304783
1052,0.0002525335501473136
1053,4.117256487411406e-05
1054,0.00029066234157501715
1055,0.00201590080894361
1056,-8.378580340003814e-05
1057,-0.001266731053783554
1058,0.00012567436479268075
1059,-0.005355083523150636
1060,4.0690918090552765e-06
1061,-0.0001907255996372464
1062,-0.001361539375578365
1063,-0.002608207372461938
1064,0.001560022472825036
1065,-0.0009375537613133801
1066,0.0008256935941020117
1067,0.0045869914100216385
1068,-0.00010698810824922351
1069,-1.672518556401011e-05
1070,-0.0001968723526582908
1071,-0.0007595166757995324
1072,0.00013664401709210445
1073,-1.7187382600518297e-05
1074,2.832233181539827e-06
1075,0.0003186609756364729
1076,-0.0004822163137845358
1077,0.00020735062623672743
1078,-6.0628174124834495e-05
1079,-0.0004622593902376001
1080,8.207759454886548e-05
1081,-1.720368845873907e-05
1082,-0.00038386463333260666
1083,-0.0007254930444531257
1084,-0.0003765960610863145
1085,0.00019914339666658796
1086,-0.000159508930821641
1087,-0.00145061997369585
1088,-0.0003040532486389748
1089,0.00012176626581980126
1090,-2.39258828045628e-05
1091,-0.0014309667389694042
1092,5.2749666764019816e-05
1093,8.899676845565492e-05
1094,-0.0005962589514439033
1095,-0.00153302034831971
1096,-0.00013799504578731464
1097,-0.0004883446718360895
1098,0.0014599141066326377
1099,0.0010842392871961886
1100,-4.8097559025300033e-05
1101,6.674846365188925e-05
1102,0.0009721495798415532
1103,0.001080864031567873
1104,4.682323408316365e-05
1105,-7.314320893373194e-05
1106,0.00033342241232362066
1107,9.397713709649888e-05
