,drop_ga_hybrid
1084,-0.0009326670412214941
1085,0.000678762053143758
1086,-4.2423273266853715e-05
1087,-0.0017739835661870706
1088,0.00014437731252616898
1089,-8.668860011688604e-05
1090,6.940018365293428e-05
1091,0.0008406733329443592
1092,-2.4161046034285648e-05
1093,-4.8365358143441656e-05
1094,0.0002736394750466425
1095,0.0007476489296483784
1096,-0.00045895058111350016
1097,-0.0005649871366072514
1098,0.0014997828087959088
1099,0.0015353115154584445
1100,-0.000625321173145068
1101,0.00038875981067745683
1102,0.0010816298492163211
1103,0.0030741055863796793
1104,-0.0022966744341660094
1105,0.0012859042509983233
1106,0.0023765905136503584
1107,0.004747301143241169
1108,-0.000332406651332554
1109,-6.391477003570677e-05
1110,0.00017773007976122195
1111,-0.0002583617595054948
1112,-0.00015900124333320304
1113,-5.7101798593594906e-05
1114,-0.0003210096563981317
1115,-0.0014453961621815456
1116,-1.655896297781477e-05
1117,-0.00012586706446363584
1118,-9.452849664985372e-05
1119,-0.0009489803921042058
1120,-0.00011225599345831219
1121,0.000403801002962771
1122,0.000374748984489282
1123,0.0017652209591722443
1124,1.3975284243842421e-05
1125,-0.00015190471680435195
1126,2.6403908671382226e-05
1127,-0.0002842851552793651
1128,-0.0002684648097198952
1129,-0.0002579798549528701
1130,-0.00012461888467132345
1131,-0.002496853504571495
1132,-0.0001372344957467557
1133,0.0007855799240912222
1134,-0.00014508409064746352
1135,0.001800643697320224
1136,-0.000344308119718334
1137,-0.00020758058249811955
1138,0.000168177798759445
1139,-0.0011688184482277156
1140,0.0019944534332410756
1141,0.0026219500003356964
1142,0.00026025960143202624
1143,0.017232587093689484
1144,-2.7375734069921424e-05
1145,0.0003454185962132144
1146,-0.0012503740904098984
1147,-0.002000915560612191
1148,0.0005386137813798988
1149,7.139679096288465e-05
1150,-0.0008764675780093266
1151,0.0013846883764808636
1152,0.00013548046299499022
1153,8.511679620989357e-05
1154,-7.504688175244444e-05
1155,0.000683909407305905
1156,0.0002438353038638275
1157,-0.00017696498148538049
1158,-6.067393983959349e-06
1159,0.00021491673155709967
1160,-0.0003269788483857725
1161,0.0004916772618654182
1162,2.7744895127764304e-05
1163,0.0015211638160436915
1164,0.000710605255161596
1165,-8.225112890434494e-05
1166,-0.0012738068702122208
1167,-0.0026873023032138593
1168,-9.604039427529656e-05
1169,0.0003299580549473814
1170,-0.0008301606109355882
1171,-0.0006607672109084254
1172,0.0003570535125816068
1173,7.775241333867971e-05
1174,-0.0001321337899234087
1175,0.0015748545087078205
1176,0.0005684796733242259
1177,0.0006929558696280667
1178,-0.00037018706222202165
1179,0.0055395714951920645
1180,-2.077652419845938e-05
1181,-2.2690040259585648e-05
1182,-0.0003388055554453433
1183,-0.0003577042460079186
1184,0.0006985530930077702
1185,0.000272795169684466
1186,-0.0002846383495638435
1187,0.0020830537533134868
1188,-3.169730084737129e-05
1189,-4.181144266825496e-05
1190,9.062186157707256e-05
1191,-0.0001242693252603211
1192,0.0011763237354306265
1193,0.0006567983417564556
1194,-0.001024033127371393
1195,0.0032365399030301577
1196,-0.00011537169146747515
1197,-1.8081256166419967e-05
1198,5.618577205247236e-05
1199,6.448611727755262e-05
1200,-0.0011090722220464407
1201,-0.00017201354527456248
1202,-0.00018946066389133228
1203,-0.004275200164640101
1204,0.00012405332359010957
1205,-0.0014216660380765248
1206,-0.0008981515995629741
1207,-0.00742574030335574
1208,0.00018725089642553935
1209,8.167863751102043e-05
1210,0.00045053228471162
1211,0.002281285426387177
1212,-0.0002525911707414567
1213,-0.00019325881113695085
1214,0.0005241711063701032
1215,-0.0006170336345319095
1216,-0.00029109147382123203
1217,0.0003601691993412157
1218,-0.0017389649408882095
1219,-0.004696639877688634
1220,0.0001985031780410808
1221,-6.867025577529506e-06
1222,-2.348777595154585e-05
1223,0.00040971438457138823
1224,-0.00026453099361209556
1225,-0.00010070221618417753
1226,0.0008654183015140388
1227,0.0014969740404641178
1228,0.0014545499827400253
1229,-0.0007288326476984756
1230,0.0008774755895689127
1231,0.00473399580540376
1232,-1.34316972180445e-05
1233,0.00014957070338855367
1234,-8.230173485626583e-05
1235,0.0002454622001372648
1236,0.00011667683355979877
1237,-0.0002002200146285893
1238,-0.00013848745922294094
1239,-0.0006999933686340527
1240,-8.766485981571767e-05
1241,6.506164031271086e-05
1242,-0.00013511033011109118
1243,-0.0008177977867256482
1244,-0.0007743140081715026
1245,5.223221190872998e-05
1246,-0.00013235597902315458
1247,-8.438003847469481e-05
1248,-4.496919721225688e-05
1249,-1.4535936813332655e-05
1250,2.1346059248936386e-06
1251,-0.00011148535406126748
1252,-0.0024315656179973743
1253,0.00017950418375786456
1254,0.002922898067396216
1255,0.0012171062796209593
1256,-0.0011186632558104219
1257,-0.00017401101655564575
1258,0.0018567069773236186
1259,0.0008777196028543268
1260,-2.9304333319832858e-05
1261,-4.194075574843909e-05
1262,9.998986527377091e-06
1263,4.3107893142744854e-05
1264,7.612154674589774e-05
1265,-0.00021616298630546817
1266,4.2450623840474736e-05
1267,-5.6235617599566275e-05
1268,-0.0031613560332642474
1269,-0.0013253285086445694
1270,0.00018568171859920186
1271,-0.012554733885096763
1272,0.00028874291917493916
1273,-1.612091167477556e-05
1274,1.1357377292125998e-05
1275,0.0004582061646450876
1276,6.786796569042731e-05
1277,-1.3820844712164162e-05
1278,-5.733906950054675e-05
1279,4.170759714695846e-05
1280,9.133245491299016e-05
1281,3.369657820557478e-06
1282,-0.0001738026196241108
1283,-0.00020923558684024006
1284,0.0001381864466873678
1285,0.00014460394644947108
1286,-0.0003906832293029999
1287,0.00011739387758866221
1288,-0.00021571068134247225
1289,-1.544851096121081e-05
1290,4.8195712279225424e-05
1291,-0.0007300178894152083
1292,-4.508047297550161e-06
1293,-0.00012296696286026744
1294,-0.00021376963441426704
1295,-0.000833465937572758
1296,9.039698689419182e-05
1297,0.00039345381892761207
1298,-0.00010467800271765057
1299,0.0015687199377370173
1300,-0.0007351615974397577
1301,-0.0011092083515462123
1302,-0.00017312586289792948
1303,-0.006024473398191448
1304,-0.0003897042803410183
1305,0.00032383333250202444
1306,-0.00034759745875421804
1307,-0.0011613587277697522
1308,-0.0003737922714694574
1309,-2.8385322991209127e-05
1310,3.607388494019279e-05
1311,-0.0008957275997574534
1312,-0.0007024014417117407
1313,-8.71620868742859e-05
1314,0.0001641837335713041
1315,-0.0019246550375231018
1316,-0.0032799676464662334
1317,0.0009697692224368976
1318,0.0006533846199727788
1319,-0.006330910509065252
1320,0.0007598609222563283
1321,0.0003084630722975325
1322,0.0001272978068420184
1323,0.0026803067111154702
1324,-0.000418343509650509
1325,-0.0006293550552210214
1326,0.0002546128919038141
1327,-0.0023808546348713265
1328,0.0001662387582642374
1329,-0.00011483564432098455
1330,-0.0002459403243618026
1331,-0.0003375937712839932
1332,-9.514517570805271e-06
1333,-1.996864525329733e-05
1334,-4.413124241684638e-05
1335,-0.0002517880738400792
1336,-0.00023536222444002592
1337,0.00033921398202868
1338,0.00011138976228898145
1339,0.0002189978126582867
1340,-0.000119880373979073
1341,-0.00024135998490494763
1342,0.00017939846187833028
1343,-0.0005398655137371224
1344,-5.2622498308083116e-05
1345,9.502064175898708e-05
1346,-2.9072122292522177e-05
1347,-0.00014732479949085953
1348,-0.0001681086055856741
1349,7.961097418803705e-05
1350,1.881806012364262e-05
1351,-0.0002775158042450513
1352,-4.318717260988564e-05
1353,0.00015631463080759651
1354,7.879621489915581e-05
1355,0.0016160200235848334
1356,2.1489820562315354e-06
1357,-6.103883997523754e-05
1358,4.2190511420463013e-05
1359,5.861568026583939e-05
1360,3.2626643852071913e-07
1361,1.2115406451055362e-05
1362,0.0003178638106962233
1363,0.0013613883709723408
1364,0.00022789120686721244
1365,0.0003139268450784441
1366,0.00019505388227223218
1367,0.0023561977802165316
1368,0.0002515379654066656
1369,0.00015064019594598273
1370,0.00042194953459313053
1371,0.0025063766352328163
1372,-0.0001263546315834589
1373,0.00011339214710676323
1374,-0.0001077218739818771
1375,-0.0005016484580450698
1376,0.00023628377679926386
1377,-0.0009114023702499892
1378,0.0007428375990271077
1379,-0.0002422707884089542
1380,-0.0007775931308985584
1381,1.2708887135142957e-05
1382,-1.5136112036472851e-05
1383,0.0008230050861278643
1384,1.1721647292139109e-05
1385,0.00027271683203987607
1386,0.0006865838690843478
1387,0.001747996639954483
1388,7.799239067178056e-05
1389,4.200565213440903e-05
1390,8.130341287437598e-06
1391,0.000328462889447496
1392,-7.796392744231458e-05
1393,-5.117598273428108e-05
1394,5.5708157211300784e-05
1395,5.0244878522987615e-05
1396,-0.00021654234184494887
1397,7.89356407115668e-06
1398,-4.558113101749442e-05
1399,-0.0007934705680933529
1400,-0.001208932342844222
1401,-0.00037460326208453495
1402,0.0008542745422524758
1403,-0.0038346369863216075
1404,-0.00015742057061641438
1405,0.0004997721875663083
1406,-0.0004895565032940658
1407,-0.0003170730247941122
1408,-1.3148967231713412e-05
1409,7.327453051442805e-06
1410,-9.265707788352337e-08
1411,-2.4351286441687428e-05
1412,2.5374250214726327e-05
1413,-0.00010537056002477471
1414,-7.54158278210443e-05
1415,0.00012399803472090145
1416,2.524356576488378e-06
1417,3.836652054124449e-06
1418,1.223516113334257e-06
1419,6.5334373799367525e-06
1420,-2.660858826230279e-06
1421,4.235423118003765e-06
1422,-3.402590069700966e-05
1423,-1.3995049205730487e-05
1424,0.0002235145346778474
1425,9.73136944630209e-05
1426,-0.0005598761408168342
1427,-0.0010802967081617034
1428,0.00017971993292047528
1429,0.0003285993665194453
1430,-0.00010187527491166954
1431,0.0013505424849943517
1432,0.0002055288499649104
1433,-0.000689244992910904
1434,-1.3812116381578694e-06
1435,-0.0002998320053180802
1436,-9.694657497217508e-06
1437,-6.8588360421517e-06
1438,-2.015681158447935e-06
1439,-4.47235441662804e-06
1440,0.0007371078577822471
1441,4.7065257122196667e-05
1442,0.00018801143229602648
1443,0.0005313891040287917
1444,5.612741990967254e-05
1445,9.822107101116865e-05
1446,-0.00032540766356186653
1447,0.00023847136882269412
1448,-0.0002271497799035401
1449,0.00014723152764461515
1450,-1.360791285429098e-05
1451,-0.00026775280188733063
1452,-0.0007193203783905968
1453,-0.00024294629895123244
1454,-7.93794419040914e-05
1455,-0.0033479322512789075
1456,-0.001661821033577447
1457,-0.00075734118033358
1458,0.0016391696629955526
1459,-0.002323929839627061
1460,-0.0013773030390907169
1461,-0.00021686987341834374
1462,0.0003987226628896571
1463,-0.0037085038399933164
1464,0.0014728076217950528
1465,0.0010290879840258178
1466,-0.0012211446798837502
1467,0.002550446901055798
1468,-0.0003855663465654738
1469,-0.000988047993484127
1470,-0.0005636512933077151
1471,-0.005793105602495145
1472,0.00261607750693329
1473,-4.8912585170503e-05
1474,-0.004918084024416908
1475,-0.006650358520178426
1476,-0.0004910143813641368
1477,-0.0017748393279604438
1478,0.0011799768477337856
1479,-0.003191548026326584
1480,-0.0001665427809202559
1481,3.632604366501075e-05
1482,-4.818885318401276e-07
1483,-0.0004047389358597019
1484,-0.00012284170700425484
1485,-6.282336849726808e-05
1486,0.0003008307878005381
1487,-0.00032364937787170074
1488,8.734749310562686e-06
1489,-0.00016150029198130745
1490,0.00013684909006967888
1491,-0.0001994187210318317
1492,-6.073545852470037e-05
1493,-3.9796715163025754e-05
1494,-3.2245779251390486e-05
1495,-0.00039225824727472927
1496,-0.0004219808598615728
1497,0.0008847752798959694
1498,0.00035275167497652085
1499,0.003601866386511975
1500,-3.300101903083067e-05
1501,-2.41744294818482e-05
1502,1.0148467646929668e-06
1503,-0.00016180609810325424
1504,8.803520343354676e-06
1505,0.0003293338510004719
1506,-0.0014606461041064443
1507,-0.0025644242523995163
1508,0.00010383329715668772
1509,0.0004605766240493051
1510,-3.671805038152922e-05
1511,0.0013805106370825854
1512,0.00021832810207276317
1513,-0.00014335476232579735
1514,0.00026097600619256437
1515,0.0010368221615686165
1516,-7.380341308759965e-05
1517,0.00026086467004114103
1518,-0.00027819095888409413
1519,-0.0006322559456479128
1520,1.5399574654403645e-05
1521,-7.903321005015013e-06
1522,1.4036519663709216e-05
1523,-9.12449366607448e-06
1524,-0.0001740705138959798
1525,0.00011665928520140154
1526,-0.00025804849292086686
1527,-0.0014521654040494196
1528,-0.00012486584660460287
1529,8.707328809123781e-05
1530,-1.8990514039808674e-05
1531,-0.00024882872033670227
1532,4.349690070066639e-06
1533,-0.0001252695264582668
1534,2.3906017955790854e-06
1535,-0.00026993873777022106
1536,8.769193386107246e-06
1537,9.442738539743701e-06
1538,-2.1797228099059177e-05
1539,9.260516907365835e-06
1540,-0.00033155335607526514
1541,-2.4288962909473907e-06
1542,-1.7829090422249076e-05
1543,-0.0004502572363252209
1544,-0.000138205893588399
1545,5.1806947498167766e-05
1546,8.49391250450668e-05
1547,-0.0005755724535583766
1548,1.3197242692144162e-05
1549,-7.077064573591964e-06
1550,-9.379311655231213e-06
1551,-6.479779480099169e-07
1552,-1.591873346386753e-05
1553,-8.594964739515189e-06
1554,2.3233131073459283e-06
1555,-3.476908428109657e-05
1556,-0.0003020103890480764
1557,-0.0019089508186185059
1558,-0.0033135478866995623
1559,-0.011238369674373852
1560,-0.0001713714745679802
1561,-5.10716633035025e-05
1562,6.797506538007767e-05
1563,-0.0001777965490379445
1564,-6.2658476630994e-05
1565,3.16329178480285e-05
1566,-3.0177059376805023e-05
1567,0.0003144268453871577
1568,0.00013817344417754523
1569,2.0372619631215804e-05
1570,7.15592588398446e-06
1571,1.1415651249401361e-05
1572,5.768290577868239e-07
1573,-9.58529927616556e-07
1574,-2.1387193522478218e-06
1575,1.8252855789023303e-06
1576,6.7138367247306004e-06
1577,-1.1891105726428455e-05
1578,-5.670404774492634e-06
1579,-6.412963960676176e-08
1580,-5.6274253927598366e-05
1581,-8.86966169185907e-06
1582,-5.486387999042446e-05
1583,-0.00032709307017372337
1584,3.34984577063984e-05
1585,0.00014489969469197914
1586,-0.0003043875345816313
1587,-0.00016463994493102157
1588,-2.9013710829150808e-05
1589,-4.082178917198623e-06
1590,-1.752925997618886e-07
1591,-1.7370997287951066e-06
1592,2.7093036341696555e-05
1593,6.439706698539987e-05
1594,-0.00010173173760136438
1595,3.6733304620932234e-06
1596,4.912323968271952e-07
1597,8.707679700242925e-07
1598,4.108146821160762e-05
1599,-0.00024000615592452735
1600,-7.827691722698719e-05
1601,-0.0011984299563557006
1602,0.0014856104976112697
1603,-0.0013018018144095274
1604,2.900103303442916e-05
1605,-2.7947259708723167e-05
1606,2.1010446039303967e-06
1607,-6.695560178544823e-05
1608,-0.00022263211134030889
1609,-0.0017823601195373457
1610,0.0005553650835881999
1611,-0.004727756787420169
1612,1.7325450496796244e-05
1613,-2.840914897821285e-07
1614,-2.490565945612225e-06
1615,-2.0900865105605756e-05
1616,0.00017934589692977343
1617,0.00022675496357663113
1618,-0.00012184764391040937
1619,0.0012284418994461344
1620,-1.4285943022196728e-06
1621,6.013374734257436e-06
1622,-0.0001339751474733404
1623,-0.00033807954286141974
1624,-2.5895211322902128e-05
1625,6.769462936163115e-05
1626,-0.00011598744711463739
1627,-0.00033080211296833986
1628,0.00012902546467943797
1629,-0.0002433923183966056
1630,0.00011429403103839747
1631,0.00021593591865928428
1632,0.00011594339476681974
1633,1.5082590229332595e-05
1634,1.4638823471325516e-07
1635,0.0005046055295447388
1636,-7.913009801148526e-05
1637,3.9327809137666186e-06
1638,2.8440701307026743e-06
1639,-0.00020558605655954452
1640,-1.610253074463391e-05
1641,3.863816925760218e-06
1642,-8.37891651873685e-05
1643,-0.00021661438206542052
1644,4.923396440398427e-05
1645,-0.00021414013071793927
1646,-1.9155170558988e-05
1647,-0.0003533568788710124
1648,9.859845168029037e-05
1649,1.8290703240089018e-05
1650,-4.013974041184628e-05
1651,0.00017533453862138106
1652,-8.087345263665171e-05
1653,-6.93310990629368e-05
1654,2.296784802006922e-06
1655,-0.00027566948303820165
1656,-2.5354857460050257e-05
1657,-6.23159319075424e-05
1658,2.9356759933316048e-05
1659,-0.0001807843198724229
1660,-1.0390587858014562e-06
1661,-2.6616271422589147e-05
1662,4.7096892703418075e-05
1663,4.342593419218454e-05
1664,-4.165984963147305e-05
1665,8.326605505465436e-07
1666,1.0528698182257993e-05
1667,4.0553436698455835e-05
1668,-3.647885434911918e-05
1669,0.00013499594169683962
1670,-0.00015185550257882096
1671,3.711296644466767e-05
1672,-0.00010247016724504858
1673,-6.711153009662973e-05
1674,3.719142108551221e-05
1675,-0.0002378962663770447
1676,-6.893801117089565e-05
1677,-3.830558118503674e-05
1678,-4.389777329301725e-06
1679,8.450376586618528e-06
1680,3.216612383978193e-05
1681,-6.706946371217805e-06
1682,-1.3062967601162133e-06
1683,-3.3085087982508917e-06
1684,8.228257962782917e-05
1685,4.047770860374827e-06
1686,3.2340790570433396e-05
1687,0.00015479845699162506
1688,0.0009310368057626142
1689,-0.0010128596397541562
1690,-0.0002907470468950054
1691,0.0014854040793880786
1692,0.0007340395982353474
1693,0.0003727048396143992
1694,0.0001291437097213772
1695,0.0034147497995079316
1696,2.080252774373987e-05
1697,-0.0002108379149324748
1698,-0.00011339345138125554
1699,-0.0005380725926155548
1700,-4.789696058784162e-05
1701,1.0612463735557796e-05
1702,6.511636512586255e-05
1703,2.1405280764886935e-05
1704,7.238636701718435e-05
1705,3.957671955045669e-05
1706,8.387411106961043e-08
1707,0.00030986533135747335
1708,0.00011069087613739268
1709,6.631973532929286e-05
1710,1.4054043574021434e-05
1711,0.00023477491386900883
1712,4.109911126935763e-05
1713,-7.419547330288427e-05
1714,-9.878104114665051e-05
1715,-0.0009304155720315172
1716,3.874770115212983e-05
1717,-0.0007766389737699697
1718,0.0006495071600521168
1719,-0.00047747590967040854
1720,4.956699582514644e-06
1721,3.1128100549634758e-06
1722,7.767603818313938e-05
1723,3.3026816907945456e-05
1724,0.00035944581097893766
1725,-1.2348994131508294e-05
1726,0.00022720651861882075
1727,-9.998088719372708e-05
1728,3.4120859532359586e-05
1729,5.270514801341903e-06
1730,-3.2899104881412974e-06
1731,4.873409602827769e-05
1732,-4.26383138519988e-05
1733,-0.00012501224042137316
1734,-0.00013101300802306114
1735,-0.0009411640265728171
1736,1.7943411937012625e-05
1737,7.535736513039188e-05
1738,6.631954754883792e-05
1739,0.0005200521454859523
1740,1.1299571124660585e-05
1741,-2.3366530973351985e-06
1742,3.4555124823021884e-05
1743,3.162820383315875e-05
1744,0.00016009744553225112
1745,2.2274961180836807e-05
1746,-0.00019109590570958837
1747,-5.593468916976094e-05
1748,-0.00020154960259121012
1749,-0.00021614227140262605
1750,-3.347537090766565e-05
1751,-0.0013899670004248231
1752,-9.847195951394294e-05
1753,0.0004828162282959244
1754,0.0005725208119445064
1755,0.00318038862597787
1756,-0.00013198722362334474
1757,-0.00010626697702456051
1758,1.2085275140781984e-05
1759,-0.0006470409363012039
1760,-0.0001274614059475622
1761,-8.800938637546412e-05
1762,-1.2352662465091126e-06
1763,-0.0005075820193094575
1764,0.00013767437721918073
1765,-0.0001341336674738359
1766,3.587832642951261e-05
1767,9.92822289762263e-05
1768,-3.295980699366894e-05
1769,2.2261420459068186e-05
1770,-4.7651009404545056e-05
1771,-0.00013365634241683228
1772,3.743469376593437e-05
1773,-0.000234003717872589
1774,2.5632329280003857e-06
1775,-0.0005913974733259093
1776,3.845128061994266e-05
1777,2.2572446745541067e-05
1778,3.089438117500653e-05
1779,0.0002272701047534952
1780,-0.00012263367429168442
1781,0.00019924165277526045
1782,-0.00011357866671682731
1783,-0.00011989323568164718
1784,-0.00022025480064234945
1785,-1.540146773112271e-05
1786,-0.0002880551221983851
1787,-0.0015616854589426937
1788,-0.00013760007566650164
1789,0.0013849296598074901
1790,-0.00020459138434869985
1791,0.0012330892697399625
1792,0.000797456817728433
1793,-0.0001746062656604099
1794,-6.660652391740537e-05
1795,0.0009710895907537959
1796,-0.0005175682456539284
1797,0.0001329090100022233
1798,0.000369021824655812
1799,0.0005204829383219677
1800,-3.1765025549480444e-05
1801,1.2352351179135129e-05
1802,2.7528369702337317e-06
1803,8.297722527187552e-05
1804,-5.206466435036358e-08
1805,-5.051544005176861e-05
1806,9.219729003402909e-05
1807,-2.0269756074912736e-05
1808,-7.184855903399025e-05
1809,8.717177398266821e-05
1810,-8.274643224445428e-05
1811,-0.00014378334354876244
1812,-5.811157750074428e-05
1813,-5.389392366048883e-06
1814,4.152850471558428e-05
1815,-9.999621214642139e-06
1816,9.811998498038531e-05
1817,1.0738717497637109e-05
1818,-5.83027479671272e-06
1819,-7.487514556781253e-06
1820,-0.0003013235272800296
1821,0.0001332254307168376
1822,-0.0009748756184196228
1823,-0.004474002866696352
1824,0.0005025805256037887
1825,-0.0014572633608451247
1826,0.0014796415260941412
1827,0.001789663283868865
1828,0.0005289594387181348
1829,0.0001952320916827766
1830,-0.0009707428273360336
1831,-0.0014792524620381635
1832,0.0003333069465397796
1833,-0.00048348379086976133
1834,8.429114111658757e-05
1835,-0.0007215293622635686
1836,-6.500619894411405e-05
1837,-0.0001728241501391799
1838,-2.058468513254103e-05
1839,-0.00019671844700241674
1840,9.379174528362805e-06
1841,5.860548883774442e-05
1842,-3.7486835962953612e-06
1843,7.056898479120692e-05
1844,-0.00012238990546578366
1845,-0.00018185931463285634
1846,-0.00015050574134767595
1847,-0.0009270253875480987
1848,-0.0002839994506356355
1849,2.2151368512906207e-05
1850,0.0014789137175148528
1851,0.0024661096371544153
1852,0.0005943301432338858
1853,0.0008967130919159312
1854,-0.0002677148324479657
1855,0.00401237448511366
1856,-0.00024919542999148417
1857,-0.0002631084653404049
1858,-0.00013050889684840957
1859,-0.0012501243105203618
1860,-0.00016051648354710736
1861,0.0003778030063770538
1862,4.3034718350066695e-05
1863,-0.0002836981976215169
1864,6.244090143865403e-06
1865,-9.344883490073496e-06
1866,3.9333336282646746e-05
1867,-3.1856541407919643e-07
1868,-0.0006656095672580458
1869,-5.641830712813595e-05
1870,-9.165511628023184e-06
1871,-0.0015707523268800928
1872,-0.000413846215839142
1873,-0.00035784984955168777
1874,0.0008177880198704891
1875,-0.000525183915718214
1876,-2.4292142742902724e-05
1877,4.6321164057968246e-05
1878,2.6048784550939838e-05
1879,0.0001814576374673187
1880,6.156172210600035e-05
1881,7.154822070771113e-05
1882,-6.166934997068025e-05
1883,0.0001625026497114205
1884,-0.00011203185016021267
1885,0.00019932121165072835
1886,9.82926084909948e-06
1887,-7.651998644512428e-05
1888,-4.9703623816954136e-05
1889,4.44845576089282e-06
1890,6.0438090632885006e-05
1891,0.00014864951220703025
1892,0.00033425354094370705
1893,0.00017671865442761038
1894,-0.0003505491864024537
1895,0.0004179795616591897
1896,8.947237593924253e-05
1897,0.00018881152426145038
1898,-0.00011828704214152416
1899,0.00031112680216159507
1900,0.00036743829691624554
1901,-0.0003696045228592788
1902,2.496500951467592e-05
1903,0.00012419674811292713
1904,0.00010098124563481762
1905,5.937076704960631e-06
1906,-2.9856008776308683e-05
1907,0.0002287643350739399
1908,9.595719370751775e-05
1909,0.0002262068428419902
1910,-0.0001111722309275864
1911,0.000580837270154051
1912,0.00021718075728749148
1913,-2.991089619309399e-05
1914,-1.672846519399266e-05
1915,0.0001658536362299218
1916,4.799184408182111e-05
1917,-9.747270936382374e-06
1918,7.290506721682748e-05
1919,0.00035511985466341967
1920,3.9437864381350955e-05
1921,1.384695673836026e-05
1922,1.0321764595366353e-05
1923,0.00023517230272885857
1924,3.5790797863071277e-06
1925,-3.0964030624361944e-07
1926,-3.5990878133117995e-07
1927,1.777040213050064e-06
1928,9.391964984655826e-05
1929,-6.896836928717782e-05
1930,8.628025159604622e-05
1931,0.0003488425938647772
1932,9.781307306802797e-05
1933,2.985265336571077e-05
1934,1.712867468243042e-05
1935,0.00042107530942081317
1936,0.00018101731229432688
1937,5.057854494988985e-05
1938,-0.00016169615202441367
1939,0.00010128581501747585
1940,-0.0009621778002943944
1941,0.0007229198200969279
1942,0.0003213924442147322
1943,-0.0013560059113062214
1944,-0.00024598167389075395
1945,-0.00014293750796933502
1946,0.0003066128563906684
1947,-0.0003050055736458663
1948,-0.0002823701234645616
1949,0.0004779133505317169
1950,-0.000156773922961477
1951,-3.426663684191543e-05
1952,-7.488002423446913e-05
1953,2.6672091219206964e-05
1954,-1.5027872005650574e-05
1955,-0.00013626437949626716
1956,2.013391871057146e-06
1957,5.2401608403540554e-08
1958,7.189314393394819e-07
1959,1.3777022831008373e-07
1960,2.169716635566446e-06
1961,1.0233157568227114e-05
1962,-3.382461276697182e-05
1963,-2.8635527344141837e-05
1964,-1.0856780730981533e-05
1965,-1.6198178653796483e-07
1966,-9.816346215136115e-07
1967,-5.257994679746966e-06
1968,1.7115562965919804e-05
1969,-3.438731621225725e-05
1970,-4.131915279027525e-05
1971,-6.819156353049393e-05
1972,-0.0003567980507830181
1973,-0.0001932781899341787
1974,-4.019297651822785e-05
1975,-0.0019207211220075198
1976,-0.0006489641728935648
1977,-0.00017890482209191485
1978,-9.892449022742534e-06
1979,-0.002811426613467716
1980,-0.00010454096925820455
1981,-0.00048809363285044966
1982,0.0003560772033510994
1983,-0.0001909141452250398
1984,3.71993185794746e-05
1985,5.357911069563848e-07
1986,-1.2289230513927425e-05
1987,1.1610462885999374e-05
1988,-0.00026045474042299995
1989,-0.0008931779421370797
1990,0.0010297326553896785
1991,0.00044721503941390876
1992,8.713225707561808e-05
1993,9.813737362707126e-06
1994,-0.00017188568030761405
1995,-0.00023188836170703168
1996,-0.0001516140713831563
1997,-3.321669137313829e-05
1998,0.0001750474224231229
1999,3.3903089063762235e-05
2000,-0.0001676253785819296
2001,-9.856973401130154e-05
2002,5.693800153220462e-05
2003,-0.0013980017753094085
2004,0.00021034310184402452
2005,-0.000110214073675512
2006,0.00019742233711804954
2007,-6.477644310821141e-07
2008,-0.000503896837984501
2009,-0.00011242858702817466
2010,-0.0003939063200606384
2011,-0.0032962622366419377
2012,3.4629302173947075e-05
2013,-5.9383315271869846e-05
2014,5.079813437384831e-05
2015,-0.00044223911971498264
2016,2.8814593863107794e-05
2017,1.672449640018413e-05
2018,-7.470193947220191e-06
2019,2.352696948031556e-06
2020,0.00021784421023214075
2021,-3.3960935995187166e-05
2022,6.308034459534358e-05
2023,-0.00012474310427818328
2024,2.54709915961532e-05
2025,9.357456465082357e-06
2026,8.508184153241258e-05
2027,0.0003500234237416418
2028,-9.145359059862114e-05
2029,1.683734965945941e-06
2030,-6.802802554096414e-05
2031,6.8409690092744666e-06
2032,0.0002890957049259547
2033,0.00019409779463242858
2034,-6.810432134850387e-05
2035,0.00043796056493060006
2036,0.00013241233641673572
2037,-0.0006525331278108425
2038,0.00022599596739643983
2039,-0.0019040276997933914
2040,2.363872873401058e-05
2041,-1.8061569994734238e-06
2042,-3.369408144478945e-05
2043,0.00010089356053593258
2044,-0.0002745137470619927
2045,0.00011223452970223978
2046,-6.025704045831165e-06
2047,8.877975008475232e-05
2048,0.0001512816120579589
2049,-0.0005071469032997323
2050,-0.00019386638204403034
2051,-0.0016426100456283727
2052,5.477124799014944e-06
2053,-3.3587602779575463e-06
2054,1.0585872104327018e-06
2055,-2.606985694528514e-06
2056,-3.123284125897003e-05
2057,6.100602018870572e-06
2058,3.350000391883914e-06
2059,-4.8218654396825185e-05
2060,-0.0001547863515656623
2061,0.00010360281461453741
2062,0.00012005349634915966
2063,0.00013931873382920027
2064,0.00019187638166455107
2065,-3.515460253885371e-05
2066,-6.23393459106651e-05
2067,0.00016647436312139884
2068,-3.261715044148875e-05
2069,-3.426141146751931e-05
2070,1.1003424559180777e-05
2071,-0.0001951112629050037
2072,-0.00011409482930672724
2073,-3.1061730527154475e-05
2074,0.00011611391395238256
2075,-0.0001900084286200301
2076,-0.0002608461910765549
2077,-0.00012664189476669017
2078,8.41452765496459e-05
2079,-0.0009583193004169983
