,drop_ga_hybrid
813,-0.0006755517087543202
814,0.0005313907817911443
815,0.00020207359687542635
816,-0.0005996622295679601
817,-0.0007494425615205362
818,-0.00023241656177537748
819,-0.00468150895877281
820,-0.0003167717686603359
821,-0.0003594463050152358
822,0.00012633697671045102
823,-7.95810485008839e-05
824,0.0003971060946998189
825,0.00024955861169170584
826,-0.00018900872524794043
827,-2.332023555010146e-05
828,0.000798688543651157
829,0.0007884848985617509
830,0.00033666454083757376
831,0.0013412618091918668
832,-9.021638237017356e-05
833,1.9140528188236724e-06
834,-1.2157793470697604e-06
835,-0.00014071006493607908
836,-0.0005997559309578053
837,-0.0002834199211021211
838,0.0002140680176365515
839,-1.2632210169254982e-05
840,-0.00035742814908279675
841,-0.00039467038011880597
842,0.00015480302033119096
843,1.2584457103104755e-05
844,-0.00014395056979933592
845,-3.744908108912395e-05
846,-5.1924502798375654e-05
847,-0.002059388450487613
848,-0.000772269379431826
849,0.00020687229359934282
850,0.00037998583456956255
851,0.0010469563508740613
852,0.0011141499481202007
853,-0.000572693274583171
854,0.00034428369056705777
855,0.0005252679246616415
856,0.00021723011892670605
857,7.055549482575584e-05
858,0.00025810044076892796
859,0.00022850760296748426
860,0.0002323236114631336
861,-0.00013322419223608448
862,0.00022575099917820733
863,-0.0006071288904178785
864,0.0005895697967312939
865,-0.0008024833826997986
866,6.252338800144124e-05
867,0.0004269213672452954
868,-0.0002826521028537516
869,-0.000702973956376902
870,0.0017221697223412772
871,0.002207343085314633
872,0.0006623280363488402
873,-0.00044632834889176033
874,0.0007720980934967314
875,0.0010647377001009263
876,0.0005394055685341471
877,0.00014848975294929414
878,-0.00027597498459541747
879,0.0013904995083157752
880,0.00023669262641301322
881,-0.001151044456707928
882,0.0003409223229477642
883,-0.001945766104411859
884,-4.345634638720794e-05
885,-7.673762437835847e-05
886,0.0005155594919500373
887,0.0001973986779929313
888,-2.2088726720166262e-05
889,0.00016182643296649312
890,-8.430874247118309e-05
891,-5.23006814387221e-05
892,0.00042212590625039724
893,0.0002263737287085482
894,-2.8929566233811717e-05
895,0.0013937868785519054
896,-0.00028607503427702447
897,-9.738081364314978e-05
898,-2.1337738737862047e-05
899,-0.00048315441001524025
900,6.309207227337388e-05
901,-3.707036959458652e-06
902,5.7453843652808895e-05
903,0.00020224765774878398
904,-4.18555170245039e-05
905,6.383093616249479e-05
906,-0.0003320859261313218
907,-0.0009965942909179475
908,0.0010694845186537537
909,-7.601335926200703e-05
910,0.0011170679268680342
911,0.005527279704725757
912,0.0008418908679856007
913,-0.0020173952503692973
914,-0.0027409738112096774
915,-0.013724173809857233
916,-0.00021542145397666505
917,-6.636760608240351e-05
918,-6.074737361483961e-05
919,-0.0013230329764619278
920,0.0015316123790413071
921,0.0006571175881138199
922,8.962037123552682e-05
923,0.006544165324127207
924,0.006107270673660688
925,0.0010300863860025185
926,-0.00235829640200597
927,0.023374329309567017
928,-0.0011727193700164442
929,2.5851681877447485e-05
930,0.0012470179026442165
931,0.0016069812474110835
932,0.0007486717307158046
933,-0.0002148946433161513
934,-0.0005288517642111328
935,-0.00039139029195143734
936,6.756015321213456e-05
937,-0.0009135903316533521
938,0.0010999187765793983
939,0.0024764603087317895
940,-1.865922203395283e-06
941,-2.171301378428525e-05
942,6.154995886940661e-06
943,1.641537656486131e-05
944,8.530529395276792e-06
945,9.38260564672779e-07
946,-2.0805097787850603e-05
947,-1.7650841948299452e-05
948,9.352599809117622e-05
949,1.2497599201890658e-05
950,4.5337708712746295e-05
951,-4.09438002400193e-05
952,-2.6678677362239667e-06
953,-4.742115716833498e-05
954,3.8460746034300435e-06
955,-5.103709811301652e-05
956,-2.6656227622034204e-05
957,-5.137227507750439e-05
958,1.8200526075929867e-05
959,-7.331427381077247e-05
960,-3.3903121037925814e-06
961,-8.845922614272273e-05
962,-0.00010138787037550361
963,9.72467147382549e-05
964,4.092479011756022e-05
965,0.00020365452892152057
966,-0.00013394057781033938
967,0.0005795257737070004
968,0.0013355947523118283
969,0.00044618343624853
970,-0.00044248110806973246
971,0.002608599684607456
972,0.00016334600243588264
973,0.00021465433057798054
974,0.0006557995836064753
975,0.0033577994907461072
976,0.0007057317472662646
977,0.00021148147443638147
978,0.00035429994542229387
979,0.003922313292727604
980,-0.0005940900935195182
981,0.00024156392198505737
982,-1.9742754532001743e-06
983,-0.0008030503689808405
984,4.640082367479826e-06
985,-1.0490202074510702e-05
986,4.695824634079415e-07
987,-3.4489393405956765e-05
988,-0.0010775618347789845
989,0.0005932320346171574
990,0.0012304843010801302
991,0.002704599865119019
992,-0.0003248971309031287
993,0.0009786693617593342
994,-0.00015274650577362114
995,0.0017864912630814913
996,-0.00027286291196550395
997,0.00012377538048241653
998,0.00024337516860884918
999,0.0009045003174327195
1000,-0.0003528118712043831
1001,0.0006485993342655316
1002,0.0003777605043897757
1003,0.002546431649264166
1004,-0.0004390607299182896
1005,-0.0001782664637345365
1006,-0.00010303122439090231
1007,-0.0026576898735541778
1008,-8.863768976487983e-05
1009,0.0005279851567977545
1010,0.0006013427430481467
1011,0.0034031077450991315
1012,1.1042784698632558e-05
1013,0.00033767338471932007
1014,-0.00032860069447599187
1015,0.0005097707495912309
1016,-0.00045476703135956953
1017,0.0006456439933534751
1018,-3.397213741827168e-05
1019,0.00016651376954008058
1020,0.0025172753040630376
1021,0.0004899010515131243
1022,-0.001664136538390937
1023,0.0026945222453017698
1024,-0.0040507131815537434
1025,0.001511386105598377
1026,0.0003535623457770181
1027,-0.00684891433926308
1028,-0.0009596014257271665
1029,5.795666361414465e-07
1030,0.0004369394688350752
1031,-0.0010981247156377353
1032,-6.625892696592844e-05
1033,-0.00010421236841354807
1034,-6.174632482367936e-05
1035,-0.0006995146872863386
1036,-0.001443976445350872
1037,0.00014845165133680916
1038,0.0007446835043367527
1039,-0.001793586201436547
1040,-0.0004905793843653048
1041,-0.0003082608275756676
1042,-0.0003981158930559669
1043,-0.0004635000450191043
1044,-0.0002525815084262477
1045,4.057232580669596e-05
1046,5.827084589631932e-05
1047,-0.00025510214867128394
1048,4.351219916270927e-05
1049,-0.00011043016685234292
1050,-0.0002094110373146066
1051,-0.0007634420993201938
1052,-0.00010151044251339298
1053,-1.8073142477122187e-05
1054,-0.00010055740815518972
1055,-0.0007810828854864748
1056,3.2736096494646996e-05
1057,0.00025676120843503685
1058,-3.9306013785159516e-05
1059,0.0016703735372160112
1060,4.184353673248053e-06
1061,0.00020750705559803651
1062,0.0007808835276854639
1063,0.0016122039078753198
1064,-0.0006889080615078086
1065,0.0004505215451496557
1066,-0.00030370916152722165
1067,-0.001941037328731848
1068,9.836591935877219e-05
1069,-4.867518067869438e-05
1070,0.00021010760485624973
1071,0.00038913591948788897
1072,-0.0011354342039078475
1073,0.0001843987612973855
1074,-0.0005221303492891625
1075,-0.004345824058731321
1076,-0.0001888232975147407
1077,0.00023415982625862275
1078,-9.173277274221041e-05
1079,-0.0003749411042096793
1080,0.00020312178469485077
1081,-2.5993816155964023e-05
1082,-0.0004910372699971731
1083,-0.001204826160118505
