,black_elapass_hybridper_inf
172,0.0001425382051289288
173,-3.6372184475445855e-05
174,-1.1511638304981725e-05
175,-0.0002778085363895522
176,0.0005187817080563176
177,0.00018238932700044688
178,-6.563782321667007e-05
179,0.0012113630731240606
180,0.00025829499527822513
181,0.0003772574533759264
182,-0.00022234272306534923
183,0.0007396039247041608
184,0.0004269666666884075
185,-0.00020504439396660655
186,-6.307473182156922e-05
187,5.357768957456987e-05
188,0.0006486623694539926
189,-0.00025745434080328935
190,0.00017689443346424847
191,0.0016937699594603043
192,8.958637506807804e-05
193,0.00012436758670263947
194,3.126741365378154e-05
195,0.00015239500856069723
196,-4.5349794227183236e-05
197,-0.00016108360502008057
198,-0.00015738227205509947
199,-2.7706509734725084e-05
200,0.000585126689690886
201,5.1042491118863515e-06
202,-0.00022073504589460887
203,0.001312849834699037
204,5.904306901647441e-06
205,0.00016580048927066445
206,1.4854775456067872e-05
207,0.0008877263809446507
208,-3.708192406991633e-05
209,-0.0001407515833885582
210,-4.7480447064020385e-06
211,-0.0001887096344331739
212,5.5846120905620585e-05
213,2.3129150499988226e-05
214,-0.0001885481843204986
215,-0.00030278238671815335
216,3.01450317025531e-05
217,8.152364944924301e-05
218,-4.53077949831537e-06
219,3.845380284237768e-05
220,-3.7110413899113756e-05
221,-2.2158612941092745e-05
222,8.17777766445095e-05
223,-0.00023980715084476398
224,8.704371326802867e-06
225,-0.00014600824581862288
226,-0.00022377158592977003
227,2.2408970288531395e-05
228,8.639678783836141e-05
229,-5.2013318910011854e-05
230,-0.0011024019726837337
231,-0.00017710811123276149
232,-8.857565128272156e-06
233,-2.8269831798545962e-05
234,9.10595952308436e-07
235,-8.562670999631452e-05
236,-0.00010504605770300666
237,0.00020055860824407117
238,-3.806527897166543e-05
239,-0.0009978396560002053
240,0.00016718167981658654
241,-6.996257541095078e-06
242,-6.508458003813533e-06
243,0.00015619630732210637
244,-0.0005690298832518542
245,0.0004919628500979757
246,-0.0002915392319768433
247,0.0012831148972547017
248,0.00027813477211064926
249,1.8272570750894094e-05
250,1.7480330032417623e-05
251,0.0007514656758466894
252,0.00014413468667868023
253,-0.0005382480369833567
254,0.0006476292311430402
255,0.0009678039114508825
256,-0.0006055571467460014
257,-2.1762978427487315e-05
258,0.0007598039446329772
259,0.0006052825056210816
260,0.0007865161348968075
261,0.0003346756246578937
262,-0.000627028717636874
263,0.003234373881003975
264,0.00035511519498293266
265,-5.3951906630047335e-05
266,2.980765157931848e-05
267,0.0007058213073026817
268,-0.0020124554536473612
269,5.6070932025599754e-05
270,-0.0004102495961842684
271,0.0004370228885653706
272,-4.380266793112112e-05
273,0.0001851827717725572
274,0.00022096721291873448
275,0.0016662810550643148
276,0.00014680561296261284
277,-0.00010517280680668514
278,0.00046726198896040273
279,-0.0004972236120253902
280,0.00026615018750686257
281,-5.3384834895902104e-05
282,7.53748345103171e-05
283,-4.6949540488226895e-05
284,-8.518495202003936e-05
285,-1.121556138236055e-05
286,1.5491706406695754e-05
287,-0.00016339998991813596
288,-0.00015848705734619988
289,-6.78550124862264e-05
290,-2.9577332242005404e-05
291,-0.00023256231752736398
292,0.00018714279131210396
293,7.208180964697342e-06
294,4.3828646241251824e-05
295,-0.00018618411936610705
296,0.0021225936114860644
297,-0.003133747481511605
298,0.002012767444971937
299,0.0026621614293758336
300,-2.6658982156114184e-05
301,0.00020353655581282647
302,8.356869443190979e-05
303,0.00021690653821559514
304,-2.4814642424365515e-05
305,-2.129967468835191e-05
306,-3.062309963533996e-05
307,0.00014629380838942013
308,0.00023333500091107936
309,0.000248953151658391
310,-0.0006688107591658529
311,0.0006674972147991088
312,0.0008519672893919837
313,0.0001392475908325772
314,-0.00022206602148695692
315,0.00048799749235803195
316,-0.00014138823149018734
317,-2.4730414772319442e-05
318,-4.274040962191525e-05
319,6.031306322068211e-05
320,-5.546479792506138e-05
321,4.887215975996426e-05
322,5.232948091047369e-06
323,0.0004449202279860926
324,-4.144798620656634e-05
325,-1.332958858294873e-05
326,-1.7742111997791497e-05
327,0.00017510337617763355
328,0.0003002538996166429
329,-2.664050193237766e-05
330,7.099750743282869e-05
331,0.0009565863492082604
332,0.00010922996223736377
333,9.671266849465437e-05
334,-0.00034922144015433923
335,0.0002416812537643047
336,-0.0004075741381115197
337,-0.0005078372641175519
338,-0.0007609733853691045
339,-0.005245843943918565
340,4.9375415625060655e-05
341,-1.1894756735354868e-05
342,4.130964910488716e-05
343,0.0009610205501572799
344,0.0002059205535569788
345,0.0012693866929657422
346,0.0004163004124000832
347,0.00556496941716842
348,-0.0001233718938049936
349,0.0004382834326805663
350,8.581406140157643e-05
351,0.000548338664334732
352,-0.0012097330814953807
353,0.0015745465166421143
354,0.0006856943938673314
355,0.004404083861133219
356,-8.182857678327336e-08
357,0.0009226119501826571
358,-0.000861545057533149
359,0.001167252558606462
360,0.0006019920647902327
361,0.0008075902638322948
362,-0.0011942047258003382
363,0.001465268496318377
364,-0.0006728923848876696
365,0.0011020494174922995
366,0.0006348369954030732
367,0.00252390076529303
368,0.0016480044071347242
369,0.0011534478208186547
370,-0.0019415361603554054
371,0.0011618364924197947
372,-0.00042618903804955515
373,0.00019887664051938947
374,-6.706041949470701e-05
375,-0.0005585711580612876
376,0.00485371318445001
377,0.0008458735846752384
378,-0.003938524541835618
379,0.0009025994273710398
380,-0.004404281191364987
381,0.002419288875231115
382,0.005574850943651909
383,0.0038514222849223945
384,0.0008178066309640389
385,4.2614519311831834e-05
386,-0.0005457063312283945
387,0.0011628992124660489
388,6.273990497741261e-05
389,0.00025883382586901774
390,-0.00022297779589255636
391,0.0003424200657589637
392,-0.00019291449757754614
393,0.0007512159648828972
394,-0.00048260162949805637
395,4.600325358646985e-05
396,0.0002657863255241394
397,-0.00036904265764690523
398,9.509948143490035e-05
399,8.695859347169238e-05
400,-4.587896103876385e-05
401,9.976759616199065e-05
402,-2.458951777546044e-05
403,0.0002902424147670343
404,-0.0004909000288788826
405,-4.483982728415551e-05
406,9.255971218353926e-06
407,-0.0006478042598406656
408,5.650208804738204e-06
409,-5.959248959839995e-06
410,-8.001979436989474e-05
411,-4.744988603219029e-05
412,-2.0629409938611487e-05
413,2.766239598706521e-06
414,8.480724918445754e-06
415,-3.878840996370753e-05
416,0.0011563892339290782
417,-0.0003400972223111817
418,-1.3480356244312683e-05
419,0.00037002811783043313
420,6.250146380261755e-06
421,0.0002469819449004404
422,0.00027182584660407
423,0.001267939919306978
424,0.00012037388796752684
425,-0.00035947655743253325
426,-0.00015242099036597356
427,-0.0011208207710653461
428,-0.00036604448091003336
429,5.693115569377795e-05
430,-4.94990695340197e-05
431,-8.16642947505541e-06
432,0.0005700888911893234
433,5.774786585022178e-05
434,-0.0003770662757787978
435,0.0011531703949856464
436,4.674829027388821e-05
437,0.00031138353605737924
438,-0.00012018970604246117
439,0.0006891980676941134
440,-7.996332869960555e-05
441,8.777640459892281e-06
442,1.3465993852161796e-05
443,-6.831446559779117e-05
444,3.286847942132892e-05
445,3.400092191870776e-06
446,2.1189553228991718e-05
447,-0.0002021292354088007
448,0.0001932247121240337
449,2.148130518616938e-05
450,-4.6873638905783785e-05
451,2.315826337425137e-05
452,-0.0006689447275038823
453,0.0002472807874609843
454,-0.0005126523723249683
455,-0.00028515706778488173
456,-8.364308973337106e-05
457,7.117917935935589e-05
458,-8.703543310251862e-05
459,-0.0005956129366604931
460,0.00023875795167104422
461,-0.000278803935043912
462,0.00019017349466473677
463,0.00042385475162680906
464,0.00034333775595713986
465,-0.0003436489784296959
466,0.00015592793092225615
467,0.0007654260510301688
468,-0.0001173113937901871
469,-0.00010587908280450869
470,0.00029083226264896766
471,-0.0007105860690955493
472,0.0001650399795530806
473,-0.0002669882256825747
474,-0.0003538203751542958
475,0.001231410050953226
476,0.0004046561482200176
477,-0.00025660221717690025
478,-0.0007764554103289323
479,-0.0010845083322500216
480,-0.006149766847510948
481,0.0012891992148629217
482,0.0005312337178535842
483,-0.0045307392692900805
484,-0.0008523321408505528
485,0.00018156940691209933
486,0.0001208714221733731
487,-0.0017656512315820853
488,-3.399910776014783e-06
489,-4.761448507022807e-06
490,0.0003082990194754712
491,0.0005711731661738249
492,0.00023298268693638116
493,-3.0057015031481987e-05
494,8.9614086604363e-05
495,-6.841907576534171e-05
496,0.00010467163307198965
497,-0.0001431780196722063
498,0.00011306786353222125
499,-0.00030582166204542685
500,0.0007371424418422818
501,-1.0979617265681857e-05
502,0.0010600482517010394
503,-2.9177598877392476e-05
504,0.00038527601545503806
505,-1.7755590967222717e-05
506,5.20612261389545e-05
507,0.0010193707900785882
508,0.0002520449944230804
509,1.1350848478808053e-05
510,-0.00015615662924802287
511,-0.00014302715684527036
512,0.0005805810044523566
513,0.0011462041660166588
514,-0.0012589944338899826
515,0.0013761489295789505
516,0.0007391768557003534
517,0.0001692023391333505
518,1.4941022524952384e-05
519,0.0030439418018877555
520,0.0012716801786236752
521,8.059884828180258e-05
522,-0.00011955198502626866
523,0.001264117281915039
524,0.00014565908635359333
525,6.048563579412138e-06
526,-0.00022219529095760565
527,0.00018790329588297378
528,-0.004791248160582428
529,-0.0016134897775179878
530,-0.0011757040269756262
531,-0.024220207707976154
532,-0.00012365561077289861
533,-0.0014586226593560933
534,-0.00017925548758005128
535,-0.006201495080338345
536,0.0010079369633702647
537,-0.001156948493793694
538,0.00017239384927308845
539,0.0015532668328998328
540,-0.00010334859716370691
541,-0.0002551291828665114
542,0.0002179518716110121
543,-0.0011516584416971266
544,0.0003041048451053872
545,-8.174920799344794e-06
546,-2.7045207214456632e-05
547,0.00048038247194938773
548,0.0001837296745058828
549,-8.785204951532962e-06
550,-5.318031653042127e-05
551,0.00018595861573851067
552,0.000988582005908022
553,0.0004412369465254889
554,-0.00027144577604600495
555,0.0012126460700367994
556,-3.133795109548867e-06
557,0.0002838797425035884
558,1.9615486877269395e-05
559,0.001915015533615277
560,-0.00011456919185833783
561,-4.1854754659496755e-05
562,-5.195715990704554e-05
563,-9.135017624733954e-05
564,0.000237548857272342
565,9.348113291356058e-05
566,0.00013737613825077444
567,5.250562231115781e-05
568,2.292229039461183e-05
569,0.0001137251725863177
570,8.95615430948837e-05
571,6.57921020873465e-05
572,1.802574581904727e-05
573,-0.00010850372330921329
574,-0.00013297615720189802
575,-0.0005213350518568854
576,-0.00012603293880459484
577,6.774109825240415e-05
578,1.4903250893996308e-05
579,0.00022312144266179349
580,0.00034177358873240324
581,-0.00015642403007361851
582,-1.9875044743731464e-05
583,0.0004156325473980909
584,-0.0004125207292430039
585,-0.0005635224936496875
586,1.5362643870085905e-06
587,-0.0024921568219294574
588,-0.00989179972575986
589,0.00605746379958907
590,0.005542655103874809
591,0.006104480230761264
592,-0.0006385680325215753
593,-6.961307250700196e-06
594,-0.0007913864059128058
595,0.0003012611852756267
596,0.0009559619417164485
597,-0.00020493861412644663
598,-0.00019301991605421708
599,0.0020620436330174084
600,-0.0026194304714826115
601,-0.0021925433963434758
602,0.0014348615866380044
603,-0.005417375146265828
604,-8.954094324224281e-06
605,0.0005150402841746838
606,-0.0017065373871516804
607,-0.0033522742818436553
608,-0.0019921210223631733
609,0.0011742089198673714
610,-0.0007372355940255893
611,-0.004195885689967929
612,0.0009137662844111839
613,-0.0002590731392631314
614,3.1033023305390135e-05
615,-0.0005962401040823678
616,0.0013934080240331629
617,0.0031823778297852645
618,-0.006010629575736344
619,0.00019039665031560558
620,-0.0006335167396550275
621,0.0009969778371425925
622,0.000314321099380335
623,0.004034042583725179
624,-0.0007842818509191828
625,0.0007258549469253474
626,-0.00017035717367322955
627,-0.0014526773579363386
628,-0.00011360649852833421
629,-0.001110686220981743
630,3.3610032052491524e-06
631,-0.0034949801961592563
632,-0.00013216467484016415
633,-0.00018669837506507392
634,-4.8583527616561354e-05
635,-0.0003502126672417497
636,-2.2897270357068043e-05
637,5.309258836544661e-06
638,-0.00012078939189414844
639,-3.008211907451463e-05
640,2.9565497313281866e-05
641,0.00044458800182180865
642,-0.00015301753919994893
643,0.0004591051548637974
644,9.91438824915356e-05
645,-1.69675420336338e-05
646,-6.493725794881874e-05
647,3.307917788214746e-05
648,8.287027494268903e-05
649,5.899169034291465e-05
650,-9.624003032932095e-05
651,8.909701991213272e-05
652,5.7338504639733245e-05
653,0.00022578971588261445
654,0.00014363763478489862
655,0.0012057280374410005
656,-0.0008857758379563818
657,0.0002937277114521436
658,8.334058625723694e-05
659,0.00042912084529635896
660,0.0009589711195395075
661,0.0001879217369744919
662,-6.064847161852998e-07
663,0.002412859287845812
664,-0.0010818818966774838
665,0.0009435974223433038
666,-0.0001561905991893452
667,-0.0031663057173489757
668,-0.00032748324396668994
669,0.0004060998837998316
670,0.0002594312737844769
671,0.0012344246198874496
672,7.301441106903931e-05
673,4.0661523027203134e-05
674,1.43777382828019e-05
675,0.00039341691346791416
676,-9.576013338154484e-05
677,0.000406728590040847
678,3.1160235238493e-05
679,0.0017434337912767479
680,-0.0005979130715210503
681,0.001797193255093804
682,0.00031682909983481145
683,0.0030432674627736867
684,2.965887691423579e-05
685,-0.002137630985239603
686,0.0007219443962270489
687,0.0002033457344979104
688,-0.0004677099001233593
689,-0.00029100574955328576
690,2.1769868444176846e-05
691,-0.001938759078669412
692,-0.001300671285087424
693,-0.00035890227610303386
694,-7.067175664645055e-05
695,-1.314922042224065e-05
696,-9.017507825404891e-06
697,-4.06066561353129e-06
698,0.0005876819388310327
699,0.0022244765534236493
700,-0.003897309864459603
701,-0.00146536033895812
702,0.0016934213532694962
703,-0.005557091644241318
704,-0.0034654552832891323
705,0.00556840484519677
706,-0.007142681419717405
707,-0.01343876824522689
708,0.002095183951018224
709,-0.011519357834199415
710,0.004259685652756768
711,-0.016219052686958283
712,0.0014454931345664695
713,-0.0002611997227143824
714,-0.002190802716696958
715,-0.0050607943315279175
716,0.002456695422600317
717,0.005399374325535986
718,-0.021531998375175648
719,-0.04070027411096006
720,0.0037175705210669716
721,-0.004332726049789967
722,0.0004652139496561963
723,-0.0028578251362512503
724,-0.0006462015590281209
725,0.0006510695499288753
726,-0.0019838398901542704
727,-0.0068530565907226546
728,0.00023239600008938033
729,0.024606503479728772
730,-0.016665862523299872
731,0.036596167358723064
732,0.00026731060424960715
733,-0.002046144677546291
734,0.0004994814019536225
735,-0.00397023216130645
736,1.9980226021920752e-05
737,0.00026068095751483636
738,0.0012652075532009997
739,-2.2471475604352124e-05
740,0.0002660909608201366
741,-8.055848393326961e-05
742,-0.0005405492125737857
743,1.9043710839931517e-05
744,4.041682842008438e-06
745,1.650843689264023e-05
746,-9.359666203643902e-06
747,-3.2870402952304745e-05
748,0.0002648862616407342
749,-0.00017720510848709246
750,6.863223254026726e-05
751,0.00010698373851021757
752,0.00022862107312853036
753,-9.627956399373701e-05
754,-3.1432237828279206e-05
755,6.461158100295557e-05
756,-0.0007749584894838959
757,-0.00019144092129671098
758,-0.0008123575707903878
759,-0.00016221288893257472
760,-0.0005336635367221132
761,0.00010697751175715094
762,3.552295370229483e-06
763,-0.00018780731639875335
764,2.2045078636069075e-05
765,0.00018439949642666984
766,1.0079556554045327e-05
767,-0.00016675126325233083
768,-6.795851954327528e-05
769,0.00013642775816853503
770,8.658380450199189e-05
771,0.0004349102541464681
772,1.8016710681297413e-05
773,-2.1794625164899508e-05
774,-2.915185909917073e-05
775,-0.00020488912372379356
776,9.645816033871293e-05
777,3.943210791870897e-06
778,-0.0001822946149888759
779,-0.00024302396619606454
780,4.1901800853673814e-05
781,-4.2019779397313634e-05
782,-0.0001695426579977069
783,0.00010990000810963201
784,-0.0007301559790981098
785,-0.002004214440805882
786,0.0007641682344986715
787,-0.005520811927897722
788,-0.0003663527652965479
789,-0.0005323922925566923
790,-0.00041113419853533196
791,-0.004574864448723203
792,0.0011189415727891256
793,-0.00020312659848358976
794,-0.001046800103279833
795,-0.0013052943313939394
796,0.000486196536622138
797,-0.00039152270191639393
798,-8.737978286890567e-05
799,0.00010534251576635962
800,0.0006931929753549886
801,2.1421261663721283e-05
802,4.57054380419644e-05
803,0.00014489144278930722
804,0.0007720238944618642
805,-0.00025385516754887504
806,-4.939606481386545e-07
807,0.0005877563161852715
808,-0.0007297858615213502
809,0.0005987589572126272
810,-1.5992229588452527e-05
811,-0.0009263611278519832
812,-0.0008798343356145995
813,-0.0007026988273568997
814,-9.635497881337978e-06
815,-0.004447694519564816
816,-1.3797724128628132e-05
817,4.66934233595896e-05
818,-0.00014338651989339286
819,-2.7790866199378663e-05
820,2.947909674025047e-05
821,0.00011833494092742732
822,-4.919968740798726e-05
823,-0.00012869167205528344
824,-0.0008872726480180826
825,-0.000531758803446991
826,0.0009194644061544137
827,-0.0016467463772189602
828,-2.8908193793586537e-05
829,0.0006816466576418951
830,-0.00011606022509866869
831,0.0011299923661443189
832,-2.694916384749211e-05
833,5.745267192882709e-06
834,-8.601809971092681e-05
835,-2.434180110027743e-05
836,0.0001806661750472963
837,-5.579349459171791e-05
838,9.325121942161351e-05
839,-1.937435427486509e-05
840,0.00012656536141597934
841,-2.762489267806556e-06
842,4.6214532579538476e-05
843,-0.0001804163024417217
844,0.0002820349832302249
845,-0.00022048039118506378
846,-0.0002180180808780949
847,-0.001415124467187572
848,0.00034858658420497114
849,-5.680012511408421e-05
850,0.0004112831386255831
851,1.9431770843841128e-05
852,-0.00018190511585259377
853,6.180253007130676e-05
854,3.9714267128095366e-05
855,0.0003704397637000041
856,-0.00044343943770515403
857,7.868393667175775e-05
858,6.358944256707304e-05
859,-0.0016107826379141198
860,-6.301891113698738e-05
861,0.00017694240111384738
862,1.3816193391980105e-06
863,0.0005474580270923045
864,1.9670669712389057e-05
865,0.00012195328891663088
866,-0.00015189672437577857
867,-7.563801061098676e-05
868,-2.085555708977836e-05
869,-2.0037727867381715e-05
870,-0.0001308346032191176
871,0.0004961125469073648
872,-0.0007175652148522204
873,0.00024207808562446773
874,6.540364612235047e-05
875,-0.0014989900291768373
876,-5.465093677212719e-05
877,-0.00016062243963109574
878,-0.00015888718036567544
879,-0.0011796414369623805
880,0.00020649833940613273
881,-8.794872343089125e-05
882,4.165583957016596e-05
883,-8.911196318356797e-05
884,-0.0003463430775872441
885,-0.00012708243599124713
886,-6.885894999368461e-05
887,0.00017440928488651308
888,-0.00044751114755343973
889,0.0006677440916679693
890,0.00027507458290444123
891,0.0010846890542058438
892,0.0001950381882501183
893,3.578606823693516e-05
894,-9.672317059821008e-05
895,0.0001570227675228556
896,8.316013014540931e-05
897,0.00015348325722240296
898,-0.00024226505813882443
899,0.0003893751403269478
900,8.345725616760296e-05
901,0.00021632247718465696
902,5.74175124516009e-06
903,0.000378395904856835
904,-1.9827023212625834e-05
905,-2.4146147830920928e-05
906,9.220548012742713e-05
907,0.00022182120814460157
908,6.381470390486131e-06
909,3.1317863857953966e-05
910,1.3173640693791819e-05
911,3.9360045438607205e-05
912,7.586251203836153e-05
913,0.00038844284466227547
914,-0.00018703356077654306
915,3.678747384299914e-05
916,-0.0001840940420419544
917,0.00021930804056596222
918,-1.0882148369788603e-05
919,4.047794204641059e-05
920,0.0008172590884676192
921,-0.0002802841371446173
922,-0.001398481719849741
923,-0.0008642304341344945
924,-0.0001743609891165457
925,-0.00010537109057623356
926,-0.0001243842783944756
927,0.0003301883655750124
928,-0.00012002703804792926
929,4.422144093395042e-05
930,6.775877629380385e-05
931,0.00010635054877902924
932,0.0001777244549467241
933,0.00016832504086626343
934,-3.3974036210523665e-05
935,0.00042829835129104185
936,1.6067947376567038e-05
937,3.5530390179144006e-05
938,-0.00010262631732007479
939,1.8213596604246905e-05
940,0.0003170870147474476
941,-8.923835046555273e-05
942,-0.00023671335914281585
943,-3.271920289423976e-05
944,0.0003718127031753296
945,-3.2836055453058004e-06
946,-0.00014828649872800247
947,0.0009780600655084778
948,-0.0002232393429204139
949,-3.960027031545936e-05
950,-0.00012212689599214576
951,2.754228505244913e-05
952,0.00019899140404875838
953,-6.636016805259821e-05
954,0.0004896961397653875
955,4.60881992754762e-05
956,0.0005302826743786892
957,0.00016439645844124666
958,-0.000567311783449399
959,0.0017509353131287047
960,0.0001302816233719975
961,0.0005443666721773415
962,0.00036438887700017603
963,0.000244617348126834
964,-9.383978422678321e-06
965,-9.307354782912547e-05
966,-4.855239720628655e-05
967,-0.0001118129942516755
968,1.5025472900702277e-05
969,1.1497912252071386e-05
970,-0.00020904674224523246
971,-0.000551482488138857
972,0.0007082582380605446
973,0.0007972951492904336
974,-0.0008117207753816835
975,0.0012406028905001445
976,-3.129549859847331e-05
977,0.0006333927632525901
978,-4.180638707150627e-05
979,0.00027340923924691634
980,0.00032058083193845
981,1.0895747753054369e-05
982,-1.2151996451339956e-05
983,0.0008941449920340812
984,4.791294936181506e-05
985,7.683607998190952e-06
986,5.341923289834552e-05
987,-6.962056981552854e-05
988,-2.3379636572794844e-05
989,-7.078132444070556e-05
990,7.06951626631841e-05
991,0.00014310132385043223
992,0.0003008206962174521
993,3.948218325953046e-05
994,3.116891797240608e-05
995,4.2626672604186426e-05
996,0.0007752066300319865
997,-0.0002451995056931168
998,-0.00011642933060115057
999,0.0005716967073819095
1000,-7.56241940258635e-05
1001,-0.0002711555817180077
1002,-7.54384589480366e-05
1003,-0.00022062842214956333
1004,-0.00023466685642095352
1005,0.0009745051318088801
1006,-0.003454663231046247
1007,0.0013653069662549117
1008,-0.0007718952261311656
1009,0.0005184195853229953
1010,-0.00046971141116398333
1011,0.0007833453964639457
1012,0.0010929256848131734
1013,-0.002369207967115034
1014,-0.0003326465937708738
1015,-0.002191498219653782
1016,0.0023799520512017766
1017,0.0001703022619245686
1018,-0.0009544741439305129
1019,-0.000563091991378027
1020,0.00015135197690348924
1021,0.0005250250578435377
1022,-0.0012687586558447867
1023,0.0007800208271201693
1024,0.0010608911134245068
1025,-0.002040934489664254
1026,-0.0002656440050233809
1027,-0.004046183505262817
1028,-0.0004250658694539159
1029,-0.00032875554089515356
1030,0.00020697303164737745
1031,-0.0006745765166743843
1032,3.7825388424360036e-05
1033,3.6644462464951207e-06
1034,-0.00015220331627441424
1035,-0.00017999193702816424
1036,5.3081893320820314e-05
1037,8.345104101811741e-05
1038,0.00018586991823603947
1039,2.1188528384700046e-06
1040,-9.534900263196001e-05
1041,0.00021858119448009712
1042,3.7856732631746595e-05
1043,0.000862743637815279
1044,0.0007295921735788969
1045,-5.9471959190384875e-05
1046,-9.331697326100151e-05
1047,0.000955728398360236
1048,-0.00017283942290979252
1049,-2.4348017263713257e-05
1050,-0.00011415226075876704
1051,0.00020388366340363487
1052,6.41406643149821e-06
1053,3.361718837947098e-05
1054,-2.3566178067616358e-05
1055,0.00016343467373245647
1056,-1.1462607366158486e-05
1057,-0.0001107250506126162
1058,2.256957500815243e-06
1059,-2.856739515810849e-05
1060,0.00015306529852185933
1061,0.000219883675789325
1062,-2.076579035477793e-05
1063,0.0002408489384110392
1064,0.00014691269101286042
1065,5.576609574001142e-05
1066,1.1364379809101182e-06
1067,0.0004768658248598945
1068,0.0004832548766776218
1069,-0.00035658755145395515
1070,1.4496736952022339e-05
1071,0.0001893237418291416
1072,0.00032037006793154765
1073,-3.6011141470391125e-05
1074,5.036493583090818e-05
1075,-2.4970137977953973e-06
1076,0.0007943440576994144
1077,-0.0002927316320317146
1078,-1.4084042298713966e-05
1079,0.0006800935913606187
1080,3.0742104236262923e-06
