,mathpass_wi_virtualper_inf
505,-9.660700900955194e-05
506,3.1082221496422296e-05
507,0.0002850758635915852
508,0.0006944270597376285
509,-0.000262107347740012
510,-0.00035040379461230667
511,0.0013637567321011916
512,0.0014222638216451417
513,-0.00015599413159164745
514,-0.000799556948013276
515,0.0013282858956427683
516,0.00020925068708620387
517,0.00038458165232618677
518,2.8177351130258758e-05
519,0.000846232110567163
520,0.0008578622601374221
521,-0.0005221193551324719
522,-0.000663862813344715
523,-0.0006316829300593002
524,-6.793429386973504e-05
525,-3.680371571100393e-05
526,-5.325966522141957e-05
527,1.94829286453061e-05
528,0.00037300028059564856
529,-0.0003927091221929109
530,-0.0003335542078505622
531,-0.0020790640360265436
532,4.8797008584348504e-05
533,7.722455375844808e-05
534,0.0006585338275538989
535,0.001944620734130919
536,0.0002977423589877958
537,3.15664155868791e-05
538,-0.00020921290353072302
539,0.00015293424947171685
540,-0.0002759267984654349
541,-0.0005107966866890218
542,9.161546667085708e-05
543,-0.0022927021588553167
544,2.5437574926339593e-06
545,-6.253529157995339e-07
546,-3.177464607008533e-05
547,-3.656221871243219e-05
548,-7.187447307707447e-07
549,-9.470361437053584e-05
550,-2.039754435835715e-05
551,-0.00017921867256668052
552,-5.2223126640257123e-05
553,7.533733001652745e-05
554,-3.7813656362303625e-05
555,-2.485536127317482e-05
556,-0.0008653102693990229
557,9.991308160495308e-05
558,6.263950519902408e-06
559,-0.00014405853591733093
560,2.9631145538931036e-05
561,-0.00029889988993144525
562,8.270770837879466e-05
563,-0.00028880312032237497
564,9.186843514532783e-05
565,7.395746729611959e-06
566,3.2579072901200445e-05
567,0.00019971878405800655
568,-0.0002588819451587874
569,0.00033104688631552384
570,7.797762569592384e-06
571,0.00041382831002405817
572,-1.609966927205748e-05
573,5.086779248464312e-06
574,-9.675351729871795e-05
575,-0.0001242648328273629
576,-4.7120208273642515e-06
577,-0.0001511972424264844
578,9.022541477706018e-05
579,-3.8116568381461226e-05
580,0.0002717617882402311
581,0.0005021836873830984
582,-6.577748159578393e-05
583,0.002175297344306459
584,-0.000565556372247073
585,-0.0014398378253294992
586,-0.0002598045409215408
587,0.004877057302725093
588,0.006509940446447945
589,-0.006611437106364981
590,0.00027297243930786804
591,0.006156644563985214
592,0.00021609772292136947
593,0.00026824330982265336
594,-4.9218542245032874e-05
595,-0.000312727827748219
596,0.0003819860224241719
597,0.0003523984571398061
598,-0.0006757458186354065
599,0.0013078190026425687
600,0.0037334495826379906
601,0.0037857238299605143
602,-0.0030739040803066057
603,0.022041873545615927
604,0.0003850069244316215
605,-0.000470346977034476
606,0.0011554364497664926
607,0.003272107248058935
608,0.0013955849556357976
609,0.0014703484963810203
610,-6.390257605269831e-05
611,0.006183677450199711
612,0.001487768965544224
613,6.049513028101417e-05
614,0.000165465629496642
615,-6.127963239518381e-06
616,0.0015915087739153534
617,0.003241270716428975
618,-0.0050795236565302215
619,-0.01123460078784518
620,-0.0012372479805434046
621,0.00020571732709659879
622,-0.0006599808246334727
623,-0.007485615930980882
624,-0.0034843245077890725
625,0.0023398736895653043
626,-0.0018329051907004343
627,-0.005928034815117105
628,0.00374016612124445
629,-6.845186628397301e-06
630,-0.0007577603023321595
631,0.007484835745197893
632,-0.0012310759995066446
633,-0.0003333478456155579
634,-9.668117799185456e-05
635,7.722950179028115e-05
636,0.003567000242735363
637,0.00486593015892884
638,0.0012114125048937215
639,0.02749908043688788
640,4.532631440121463e-05
641,0.00016641947932667076
642,3.671942467005212e-05
643,9.944432423648436e-05
644,-0.0001525845208130354
645,0.00043516615483650843
646,3.3924299168207625e-05
647,0.0008724215759011087
648,-0.00015883894490614168
649,-2.9369488091945814e-06
650,-9.84866316172114e-06
651,-0.0001307168209476557
652,0.0006210301569444923
653,-3.6487610206215928e-06
654,-0.0011594162858131636
655,-0.0012317816818932417
656,0.0005398298476454913
657,0.0001431779812839137
658,-0.000946052465140449
659,0.0006752772587283151
660,-4.1381082759925854e-05
661,0.00011951137557431819
662,-2.539178228518917e-05
663,0.00026979023405352407
664,-0.0014976194388962038
665,0.0006980496761362548
666,-0.0003975416775811333
667,-0.003449518275484051
668,-5.2185344389565825e-05
669,1.9586755773212705e-05
670,-5.034290357322954e-05
671,0.00016084548531374122
672,-4.3003593599762526e-05
673,-0.00010482483730772004
674,-0.00011439406343301492
675,8.249075998365126e-06
676,-0.0005371238891817026
677,-5.7406999832961526e-05
678,4.269533086368345e-05
679,-5.237488525043466e-06
680,0.0005551647456581248
681,7.467464517561128e-05
682,3.1359659312248774e-05
683,-0.0001100232195059104
684,-7.039071819727171e-05
685,6.826094827477118e-06
686,-0.0005660369569860615
687,-0.0007399761180260788
688,0.0008673587394052348
689,-0.00010724875636712066
690,-0.00032394271075869563
691,0.0003193594335398213
692,-2.732418093682993e-05
693,0.00024769597963677576
694,-0.00034980669951996754
695,9.580072285827856e-05
696,-4.502739714530533e-05
697,-0.0004843092724186702
698,0.00032087561547213027
699,0.00010539462349529721
700,0.0007830845794476191
701,-0.0031153250952103257
702,0.0018241690259297545
703,-0.002640711467509448
704,-0.004269917057354693
705,-0.0006312112929687714
706,0.0040068220787859545
707,-0.013189819991785616
708,-0.0008787705677689465
709,0.0007760833172618474
710,-0.0008407579455932611
711,-0.0031705595124836405
712,0.004590513670713484
713,0.0023278800533898447
714,-0.004335438083619102
715,0.0018588964543397454
716,-0.0038090342521660673
717,-3.883726300505897e-05
718,-0.0004769252983522717
719,-0.01834596958633677
720,-0.0008947530267777177
721,-0.00027732656951226503
722,0.001038067036707726
723,-0.0006800359621024877
724,0.00022221205582221112
725,0.00044127230040622386
726,0.003482851441373491
727,0.011909567374142508
728,0.000973612164175581
729,-0.00010097811712632671
730,-0.002918594280598414
731,-0.0007401072892353649
732,1.3668640434150274e-05
733,0.0004569064457696089
734,0.0013385778604543194
735,0.0003742474562160103
736,1.9169659614437525e-05
737,-8.457133791880405e-05
738,-0.00020335922635129832
739,0.0001852287641140312
740,-0.00045946592390368397
741,-1.855896944046035e-05
742,0.00038379586752058215
743,-0.00019058543168081233
744,1.7088777119926066e-06
745,0.00016497444948868214
746,-2.585725906701427e-06
747,4.556777632962647e-05
748,-9.863350838978133e-05
749,-5.142116867035969e-05
750,-2.759994256279775e-07
751,1.0310533232905029e-05
752,-6.984667998687737e-05
753,-0.00022825850689589606
754,4.4515086906368695e-05
755,-0.0005520976661394887
756,-0.001064555104737878
757,0.00016954444627405372
758,0.00016896737164010347
759,-0.0014702047386189027
760,-3.8770925765176605e-05
761,-0.00012051901974415275
762,0.0001151085620883732
763,-8.04981625612028e-05
764,-0.0001592426981177675
765,0.00026698640653362527
766,-6.702948145597667e-05
767,-0.000261127686282232
768,3.7166847944788494e-06
769,-0.0007389923955113093
770,-9.354696262678e-05
771,-0.003217503297752244
772,3.3111271291527344e-05
773,-0.00022162204403420642
774,-7.776831168950957e-05
775,-1.5974604218503416e-05
776,-0.0003463090442388646
777,0.00011932818552376243
778,-0.0002905850540613316
779,-0.00124065941731568
780,0.0001269896554841033
781,-0.00028562472586709283
782,1.5806787544070963e-05
783,-2.33939209274228e-05
784,0.0006784388795531253
785,-0.00011119125224015677
786,3.735951934139581e-05
787,0.001688389018180638
788,5.639609604939008e-05
789,-0.0007204836088554457
790,0.00029736996121401416
791,-0.0011058312298182216
792,-0.004415317182149148
793,-0.002855484425107656
794,0.003974209679458931
795,-0.012636195509894145
796,-0.00014655488300059185
797,0.00014905782653082384
798,-0.00033136544252032526
799,-0.0008677911291485028
800,-0.00041075394767081354
801,-0.00023007252616124248
802,-0.00017745005356026002
803,-0.0018089336724002067
804,2.9752206668650762e-05
805,-0.00014511900111445917
806,-0.00012171082144473629
807,1.8697358802337194e-05
808,-0.0001422833411373084
809,-0.00029788800738076766
810,-2.5869970019487097e-05
811,2.13003042234436e-06
812,-0.00010497409365902006
813,-0.000220147507700043
814,-6.806217425823717e-05
815,-0.000103489752095665
816,1.2614617516073635e-05
817,0.0001424870510559464
818,-3.7893938822497067e-06
819,0.00032888292224761737
820,-0.0001685085794242661
821,-1.2191209091702202e-06
822,-3.5671419481051475e-05
823,-1.7078260624610257e-05
824,-0.0008536179672223958
825,5.681213825343378e-05
826,0.0005678552815426998
827,-0.0008975059469272005
828,0.0005683578047209675
829,0.0007442497628272118
830,2.70572088439656e-05
831,0.0020258125282819114
832,-6.913654019757321e-06
833,8.357697203967973e-05
834,3.308696241172012e-05
835,-3.798238819774609e-05
836,0.0003529781486783814
837,6.425585715575388e-06
838,0.0002960834144825147
839,-6.643293519291881e-05
840,-0.00022053811054883899
841,0.0003456619032656669
842,-9.869113976681696e-06
843,0.00015355715660722932
844,-7.931093470268208e-07
845,1.8642584910057406e-05
846,-0.00010764406548529981
847,0.0001655647361609593
848,-4.8915416958250535e-05
849,2.2348813688473032e-05
850,-4.0203547469486975e-05
851,-0.0001286539614531448
852,0.00011428438331753523
853,7.310056762199448e-05
854,6.349337196233555e-06
855,1.4667864421294968e-05
856,0.0003849027904719298
857,7.744477761223639e-05
858,0.0004628574435565581
859,0.004754795309857538
860,-0.00017804610845396164
861,0.0008548355003318259
862,0.0003186937986743972
863,0.00354188301179247
864,2.5354636401563383e-05
865,2.083216094030968e-05
866,0.0002463081043288107
867,0.0009228860529170445
868,8.385527681949272e-06
869,9.039405510457925e-05
870,3.6373498774525505e-05
871,0.0005480310939689927
872,-0.0008055090019236318
873,0.00018475327299048846
874,0.0007604917998254319
875,0.0006172344519853428
876,-6.639772440982708e-05
877,-2.8323566884271685e-05
878,-5.775451647198197e-05
879,-0.0005164712508848927
880,-0.0005015577957373887
881,0.00043334098651144523
882,7.188560100281934e-06
883,0.0007375322433026385
884,-0.00014389935684967442
885,-0.000299230768831831
886,0.00033791304266121713
887,-0.0004689614298676229
888,1.695418749558759e-05
889,-0.0002383836257003007
890,-0.0005949424706304983
891,-0.0022018551178396677
892,-8.74251427354392e-06
893,3.649523792694267e-05
894,0.00010005531873110171
895,-6.245639869818944e-05
896,-0.0001800625742014591
897,6.989336295805386e-05
898,-0.0005907009648351847
899,-0.002272004843478395
900,5.744834664769145e-05
901,0.00017694374810503337
902,0.0001539959191705705
903,4.329710726212775e-05
904,0.00011091443113673353
905,-9.378467772078042e-05
906,-8.916244305816523e-05
907,0.00010949142312160629
908,-1.8667842773856117e-05
909,2.504668024095598e-06
910,-6.05174865327097e-06
911,-1.2772470302121273e-06
912,-8.830715552336158e-05
913,-0.00015292360018320114
914,8.449456850777323e-05
915,-6.815458225175819e-05
916,0.000345999349029462
917,7.9853009250129e-05
918,4.241285876713787e-05
919,0.0005349787572887894
920,0.001137284566618886
921,0.0010884803698562508
922,-0.0014747531906423104
923,0.003018289035019636
924,-7.498341339987825e-06
925,1.236125718629696e-05
926,-8.099645402025529e-05
927,-0.0011978910743293948
928,9.876225078931855e-05
929,3.064276108315266e-05
930,-0.00011119684167816434
931,-0.0006262584623393406
932,0.00026477442830861173
933,0.0003390810582166761
934,-0.0006447174370541005
935,8.516654036839852e-05
936,-2.865541015783223e-05
937,3.348389459806051e-05
938,0.0001654016885124591
939,0.00013488307105826783
940,-6.720798381214602e-05
941,0.00010857182528461583
942,4.120157416996457e-05
943,-8.668352984103089e-07
944,3.615240445934885e-05
945,0.00014473928493650924
946,-0.0005100509508030407
947,-0.00044722882721280263
948,-0.0005133553808343099
949,-0.0008540920121557037
950,0.0012023700494782651
951,-0.0018024899471993578
952,6.467087994922547e-05
953,-4.558563869018224e-05
954,2.391418621831291e-06
955,0.00023718349456173756
956,2.5372392640671455e-05
957,2.5642057592291128e-05
958,4.178163354694354e-05
959,-0.00013240194507473918
960,0.0002257301412085172
961,9.62779699849473e-05
962,-0.00010918688383993294
963,-1.460611578044841e-06
964,-4.513668067236488e-05
965,0.00016535125264916022
966,2.562163830184392e-06
967,0.00016751953593935527
968,1.3850794293738708e-05
969,-0.0004440723548146177
970,-1.3572122572134688e-06
971,-0.0006448779863615945
972,0.0007009438440494379
973,0.0005803771928263321
974,-0.00030231197241514096
975,0.003398263679878917
976,-0.00013134402104616582
977,0.00023526758364732204
978,8.405145161149637e-07
979,0.00018672296387658904
980,7.2178349712263e-05
981,2.474832923492468e-05
982,-6.364843758607537e-06
983,-1.2714718708506672e-06
984,5.456761932489195e-05
985,-0.0001386285425913757
986,2.5993352376608686e-05
987,5.32508828164954e-06
988,7.399802358108166e-05
989,-0.00026841961195548096
990,-1.3963951379747538e-05
991,1.61175725445365e-05
992,-0.00045786213828930797
993,0.00028714755044661225
994,4.512062740379329e-06
995,0.0003117931944856346
996,-0.00012158234901631448
997,-1.4532543319929815e-06
998,0.00013293450574246573
999,4.597479799401234e-05
1000,-0.0012620990778357086
1001,0.0014522572754382193
1002,0.00010581969450323281
1003,0.001116164407913635
1004,-0.0009738699689070234
1005,-0.00019896707469962063
1006,0.0016951939471848867
1007,0.0007075595735154454
1008,0.006334601376318201
1009,-0.0030838742758168233
1010,0.0007850285513360944
1011,0.014944908705365908
1012,8.17271734689643e-05
1013,9.717885143599606e-05
1014,0.001021389861741395
1015,-3.967160298979888e-05
1016,0.0025104027174806393
1017,0.00010592504853621172
1018,-0.0002120725383450307
1019,0.0017060692388821156
1020,8.971664920852676e-05
1021,-1.5929029470065263e-05
1022,0.0004702196469326778
1023,0.001740815331326113
1024,-0.001153156517685235
1025,-3.1906679010928114e-05
1026,0.0003146034189466047
1027,0.0011670855218015607
1028,0.0005217874170930553
1029,0.0004982791120579999
1030,7.400712295016125e-05
1031,0.003644421092484731
1032,-0.0002313083301198739
1033,-6.633644251394234e-05
1034,0.00045831205919241497
1035,0.0001813697643584338
1036,-0.00030940696952036414
1037,-0.0009291043767094209
1038,0.0006850145165551877
1039,-0.002960671860333448
1040,0.00015192241716958905
1041,8.42681279508268e-05
1042,8.731421345328527e-06
1043,0.00030327349022298006
1044,-0.00018282986941151193
1045,0.0004728008332151073
1046,4.485742886201889e-05
1047,0.00013756317195430374
1048,4.1557979735566454e-05
1049,-8.903351083510004e-06
1050,2.973538347871686e-06
1051,1.133050150732485e-05
1052,0.00029382743800219786
1053,0.00017717165917405074
1054,1.4343139324206121e-05
1055,-2.2267173023545753e-06
1056,0.0006110243076072193
1057,-7.29797763539822e-05
1058,-0.00047638283474609833
1059,0.001089101664166945
1060,0.00021192944885060571
1061,-0.0001731965224282427
1062,0.00047881236648517647
1063,0.0017578389794089574
1064,-6.049776844370486e-06
1065,0.00036702732736611476
1066,1.7724303861327134e-05
1067,0.00044537659594525277
1068,8.589087233409232e-05
1069,-0.00015925478282396112
1070,-1.0506636327993416e-05
1071,-1.0722876947088773e-05
1072,0.00015283422712609443
1073,5.686732430125058e-06
