,mathpass_ed_virtualper_inf
335,-1.976100981592756e-06
336,4.6793748441371315e-05
337,7.912876048783402e-06
338,-0.0005506403952153563
339,-0.0011700585163940305
340,0.0008062347805724441
341,9.363328551558214e-05
342,3.916325212265576e-05
343,-0.0007927662942389468
344,-0.00014317563787179772
345,-0.00022397784277143173
346,-4.237268055331366e-05
347,0.0007165261551010091
348,4.76444747960649e-05
349,-0.0008870894025317108
350,0.0005670084816523305
351,-0.0006369896402325982
352,-0.00012835148481569287
353,-8.770633596232463e-05
354,-6.161612359140483e-06
355,-0.0004005521876922368
356,-0.0008649840070589624
357,-0.000631282744834857
358,0.0012461445715645583
359,-0.0023602998351603907
360,-0.00405370290728351
361,-0.013982496580667926
362,0.006402268539575536
363,-0.03291939472632635
364,-9.429821493247294e-06
365,0.00015588037901264717
366,-0.0001402390220927729
367,-0.00021583267134787828
368,0.00018792270420370293
369,0.0007554766510373162
370,-0.0012062936637807096
371,0.0028108109772629337
372,0.00023681414368472922
373,0.00021052955295041721
374,0.0003619922791947856
375,4.130193664317524e-05
376,0.004782105256794876
377,-0.0007625403242803006
378,0.0006702164630611653
379,0.0223556327813879
380,-0.0020255455229681966
381,0.00027201996998342493
382,-0.00137239640357861
383,8.027321186611503e-06
384,5.5845299745930366e-05
385,0.00023487002620202355
386,0.0002153390816103406
387,-1.882476965239313e-05
388,-0.00011472126556761312
389,8.547274393672738e-05
390,-0.00037757440915762877
391,-0.0006813761284901637
392,-5.745883884410013e-05
393,0.0005128681980503332
394,0.0003335981807018021
395,0.0005900491838857852
396,-0.000400885593173795
397,-0.00018218307057992947
398,1.8411044085787545e-05
399,-1.3484468522242497e-05
400,-0.0008722992152723906
401,-4.1808989658554336e-05
402,-0.00013962830687670096
403,-0.0008016925941528169
404,-0.00141781675534414
405,0.0005168162546064502
406,-0.001107595951243499
407,-0.006477484507074136
408,-0.00020200781926693625
409,-0.0005976004810965527
410,-0.0006172348144738395
411,-0.0015211212128395212
412,6.089910286699261e-05
413,7.412193187489225e-05
414,-5.056546992465809e-06
415,4.442533132085088e-05
416,-0.000830782630606954
417,0.00015554718103332347
418,-0.00032023052405811175
419,0.0007770323403284008
420,5.140720100051974e-06
421,-0.00025201960560882744
422,0.00010135327167911921
423,0.0002814210479654167
424,-0.0013460611768973231
425,0.0005234192599711697
426,-0.00015823858400324897
427,-0.0023518364351774526
428,-0.0005693869090558593
429,-0.00013023151247369515
430,0.00012657248160789135
431,-0.0002736398995884179
432,-1.767393834113094e-05
433,0.000732920124597095
434,-0.00016148698573462524
435,0.0008652890806588193
436,-8.82492456594596e-06
437,-0.0003126905364832687
438,2.6478576256531072e-05
439,-0.00022505517551928638
440,2.3544427237170755e-05
441,0.0002101480531512417
442,-0.0006920387473541956
443,-9.965733593834597e-05
444,-0.00017116961702937257
445,1.9059984990717525e-05
446,-0.00023223241749456184
447,3.721599269443069e-05
448,0.00033271997706744056
449,0.0007025011064155929
450,-0.00012172793974624565
451,6.723979116692379e-05
452,-0.0017673290062598468
453,0.0028627516854815432
454,-0.001821571980310521
455,-0.006893174738653934
456,7.932439702005496e-05
457,-0.00036546635248374136
458,-0.00013877611455108806
459,-3.756662306864463e-05
460,-0.0003547528560888049
461,1.0836879409320244e-06
462,0.0001195943074073937
463,-0.0004086276923477991
464,-0.0009656710691046904
465,0.0005525921419931005
466,8.733530166611258e-06
467,0.0005162110115441973
468,0.00011541335960276941
469,-1.9608127050558705e-05
470,-1.8301812158708683e-05
471,6.384016588628958e-05
472,-9.105348477836619e-06
473,0.0009177676565790772
474,-0.00043166178172410457
475,0.0002178570916852976
476,-0.00016144166783580455
477,-4.1871180439533154e-05
478,3.777634455080975e-05
479,4.550656456996045e-05
480,0.000955887068651801
481,0.0023340867197700313
482,-0.00014564499477127534
483,0.005981789641798954
484,0.000105544911683189
485,2.0137766462917904e-05
486,-4.3730869661316515e-05
487,0.0003249236827680564
488,0.0001589369984281559
489,0.00013390389415900709
490,-8.750908972928926e-06
491,3.933724254128616e-05
492,-0.000944992765523034
493,8.384128977484625e-06
494,0.0006691503509223611
495,0.0001231826277899513
496,0.00014956808224391105
497,-0.0006755381182620459
498,0.0004550282172801518
499,0.0015165030377098604
500,0.00037668064681208605
501,-0.00043026204182020967
502,-0.0005086770881111867
503,0.0045191641468178044
504,-3.298295444117084e-05
505,-9.611250953842468e-05
506,2.3318501424824103e-05
507,6.906726452189314e-05
508,-0.0017072555112632925
509,0.00041627610374710497
510,0.0003339708312524675
511,-0.0020473525673623616
512,-0.0021013603521314803
513,0.00020691526324504502
514,0.0012047172475390829
515,-0.0018951700815397238
516,0.00040861272173474324
517,0.0010961541271093417
518,0.00015128769751435162
519,0.0012271418753599837
520,-0.0009473595764349891
521,-0.0011219320825763518
522,-0.0001128698267968289
523,-0.0001954976389303243
524,-0.00042772857952499645
525,-1.0175763730315497e-05
526,7.319493398672553e-05
527,-8.160900429715968e-05
528,-0.000540128773451963
529,0.000951952554050897
530,0.00039400316704995815
531,0.003146404426715247
532,-1.3110579270866327e-05
533,-4.021440499695659e-05
534,-0.0006433075110746404
535,-0.001258377754369918
536,-0.0010643220756756454
537,-1.0337525695609258e-05
538,-0.0001982367262537229
539,-0.00024027032672383335
540,0.00023341774373789793
541,0.0008946203262197889
542,-0.00019232163826612394
543,0.0035745664088610166
544,-0.0004457685988189839
545,-0.0001356472257713904
546,0.0001496529102479431
547,-4.383131916435035e-05
548,-0.00013322443656963695
549,-7.427666996548804e-05
550,-0.00020269086631689176
551,-0.00010574111928657724
552,0.0004976659151655117
553,3.4020214639396354e-05
554,-1.5204946484855469e-05
555,8.808918485723053e-05
556,0.0007880818706448084
557,5.0482915714667724e-05
558,6.1336698834621805e-06
559,0.0015608516078438816
560,-6.511295525752515e-05
561,0.0005620940651146154
562,-1.4388952463031516e-06
563,0.0003890208673268469
564,-0.0005879359161248755
565,3.521270126407275e-06
566,0.00011336023010063927
567,-0.00019949483782006372
568,0.0005888269894150211
569,-0.00022764352630999475
570,0.00036556459271621104
571,7.811657397600679e-05
572,-8.993967904468766e-06
573,-4.6171079211529145e-06
574,-0.00010331152624069
575,-0.0003036397522765927
576,-1.6039204709090638e-05
577,8.638768208527297e-05
578,0.0002443522461636576
579,0.0006110224592508057
580,-0.0005451105406514286
581,0.0007967574817616174
582,0.00022782394936752393
583,0.0010769008036920435
584,-0.011260618309454405
585,0.003672720900034171
586,0.000730249123469646
587,-0.02116258196572041
588,-0.013150712689987677
589,0.01094271949867909
590,-0.00045741634321571815
591,-0.010738947704190238
592,0.002055718133052249
593,-0.002303797770934088
594,-0.001234443424173487
595,-0.00950680583185347
596,0.0006421263758145621
597,-0.0002634540171496755
598,0.000682756523065212
599,9.65132664598035e-05
600,-0.002618422214983882
601,-0.001853120317861127
602,0.0027649718317564933
603,-0.015451849876590384
604,-0.004148402591784723
605,0.003622924345017094
606,-0.005050357663536905
607,-0.022571568176052634
608,-0.005578699695504798
609,-0.004297634020572713
610,0.002130258922784517
611,-0.03814317622560154
612,-0.0030202070996101825
613,-0.0017998415421052575
614,-0.000439168398506273
615,0.0016264522991572725
616,5.308208404040639e-05
617,-3.949297745762528e-05
618,0.003083661364469025
619,0.0014628103691601032
620,-0.00047576688035341964
621,0.00020445954387827216
622,-0.000448440703278932
623,-0.004672396274521837
624,0.0018373336772812094
625,-0.0005702894436343551
626,0.0019287890553411258
627,0.003619395116109663
628,-0.0006572380797033922
629,-2.679637146431612e-06
630,0.0004761992135379486
631,-0.0013833094543076912
632,0.0001123798827711374
633,-0.0004458121076578397
634,5.35225526072734e-05
635,-5.009837500079249e-05
636,-0.013447020653043243
637,-0.016723967524767652
638,-0.005146277760261688
639,-0.1042744497113263
640,2.594476537540954e-05
641,0.00012780789710989813
642,8.793373621976327e-05
643,5.1765064415120146e-05
644,-6.67295070586435e-05
645,-0.0006809560145366861
646,-7.807331618669276e-05
647,-0.0009322150934333953
648,0.00011091081811420128
649,9.772144027401817e-06
650,-6.366042448053218e-05
651,0.0002650295077683101
652,-0.00023343569571133855
653,5.108108016706751e-06
654,0.00041796396045693966
655,0.0007764908793426725
656,-0.0013824652328700727
657,-0.00045965686076037765
658,-0.00020351751049613504
659,-0.0009285482394149513
660,0.0006083212554181222
661,-0.00023166799948537428
662,0.0004827087182152603
663,-0.0012427998456526856
664,0.0015341828950842424
665,-0.0012563748703466088
666,0.0005961156539356398
667,0.004830994700002745
668,0.00010903647786725899
669,3.283337048285403e-05
670,0.00012820462657029373
671,-2.3696266216572768e-05
672,-9.728195776509372e-05
673,-0.0001006258449366585
674,-0.00016772943311899133
675,1.0443258458968015e-05
676,0.0014049305185647725
677,0.00017507979519135829
678,-0.0002616186642524685
679,8.508328319073543e-06
680,-0.0009691742336447879
681,0.00032387471243543723
682,-8.195200579414067e-05
683,0.00027537369619460515
684,0.00021877260882616597
685,2.575070564117858e-05
686,-0.0011682232277713841
687,0.0019659242801498655
688,-0.000976729237739366
689,0.0004990700349859154
690,0.0013789972365230703
691,-0.0009122615229257427
692,-9.413928679467758e-05
693,-0.00042298447843272963
694,0.0007407987949982867
695,-0.0007130898993592659
696,4.2266061597924974e-05
697,-0.0013161200829997655
698,-0.0012823672591969761
699,-1.5120854939250319e-05
700,-0.000993935029842761
701,0.0034568681702223346
702,-0.0024461600868427138
703,0.003282533488676923
704,0.012714283722354208
705,0.0011982643404046258
706,-0.006572292354319164
707,0.026571037679672272
708,-0.0007372965389732896
709,-0.00087475703429662
710,0.0011254695615691849
711,0.0017753371990146686
712,-0.005801219118426424
713,-0.005909523688748375
714,0.009684624911944412
715,-0.0035001484101638207
716,0.008078243046010758
717,5.90096744776142e-05
718,0.0007210788001547505
719,0.03051347025268861
720,0.0006339936982334537
721,3.1615523962863577e-05
722,-0.0006822982440952876
723,0.0003726819040530547
724,-0.0013345581179040487
725,-0.0009942455112954792
726,-0.007413404028685051
727,-0.03351405232521958
728,-0.0010399878995773458
729,4.699772193068347e-05
730,0.002393311622363242
731,0.0005268648740318643
732,6.68772640552102e-05
733,-0.0002501097050782962
734,-0.00038816763988901756
735,0.0002591428106346366
736,5.683689006575192e-06
737,-0.00026104012706405804
738,-0.0003060388844826838
739,0.00047116392035663045
740,0.0017338843248330532
741,0.00014636757514662271
742,-8.389189105850578e-05
743,0.0006639562120576294
744,0.0003286290016169816
745,4.511460962900552e-05
746,1.344975429834313e-05
747,-0.00014103284589858078
748,-0.0006784437560309096
749,0.0002645598246013048
750,-8.110248252559577e-07
751,0.0002610259171057373
752,-0.0005849477514206932
753,0.0005849861952257771
754,-0.00011141281915637854
755,0.00018407260342771206
756,0.004058699324447693
757,0.001228662133642144
758,0.00014361162259521904
759,0.006868209982891865
760,2.4847077414950086e-05
761,0.00020940485932599142
762,-0.00022524569272713992
763,0.0002011882877330372
764,0.0006495838568847817
765,-0.0001705165399341156
766,-0.00028897205649964635
767,0.0001401094177867923
768,-5.899169961690425e-06
769,0.0014014528223258835
770,0.00013616969666239049
771,0.005217182942776303
772,0.0002319804184198781
773,-0.00034098678328643337
774,6.240708964029137e-05
775,0.0001483349972969625
776,-6.186794655475662e-06
777,-0.00025820557789668234
778,0.0002688555058847263
779,0.0011363223665434858
780,2.647142738922385e-05
781,-0.0008330851816132198
782,1.7869180192345763e-05
783,-4.09596622264129e-05
784,-0.00045942139217565426
785,0.00018292717316935426
786,-2.9521271596116152e-05
787,-0.0017261658008640398
788,-1.6274904968016224e-06
789,0.00024023763227948582
790,-8.767739627394943e-05
791,0.00024220741994843053
792,0.0022152781743400877
793,0.0011828409154889773
794,-0.0023453820005506216
795,0.00631426086925652
796,8.78615733789405e-05
797,-0.00010756313881902869
798,0.000415742521097692
799,0.0007432849206112602
800,0.0005746581774493222
801,0.0007151704755201485
802,0.00042094792094170063
803,0.0037813463398220916
804,-0.0003548159266196095
805,-0.0005268317180224672
806,0.0002696633750149678
807,6.443596615156147e-05
808,-0.00044372471410179305
809,-0.00016482086092043443
810,-2.8345315797773704e-05
811,-3.5705084626050746e-05
812,-0.00047468258118207207
813,0.00042733230224028564
814,8.066501218167242e-05
815,0.00030942101307851314
816,-0.0007207629207798249
817,7.938485365706176e-05
818,-0.00025249809259609044
819,-0.00010183533855823688
820,-3.2494950881133266e-06
821,-7.010256930678142e-05
822,1.5580991533186377e-05
823,2.6809691462271064e-05
824,0.00076470044469237
825,-0.0006798175515386457
826,-0.0004829712363845498
827,0.0015964157034230864
828,-0.0013282986331220896
829,0.0002865092360874672
830,-0.0003194058754398563
831,-0.0009167950206070357
832,5.252695313207904e-07
833,8.13224850335961e-05
834,0.00010093263248076544
835,0.0003871181656281703
836,-0.0006867212466399054
837,-8.559367505309915e-06
838,-0.00041532926773312563
839,3.1406237408465774e-05
840,0.00022754691169561594
841,0.000143526649460794
842,-5.910315486457674e-05
843,-0.00013420731227187398
844,1.0902466414040568e-05
845,-0.0003822196209759538
846,-0.00019117814960959172
847,0.0015135473571264797
848,-0.0007994870996690317
849,7.437542770114045e-05
850,-0.0008139808416513387
851,-0.0002638031005566045
852,0.0005407192528684462
853,6.693539268421961e-05
854,0.00026626136808976093
855,-0.0002984282420131538
856,-0.00010380486666708038
857,-0.00013225506240040043
858,-0.0021020655924862994
859,-0.007885872438662168
860,0.0001793782989706282
861,-0.0019385204986484671
862,-0.0006429530215011392
863,-0.005989470958539491
864,-1.947882218650327e-05
865,-6.295476311002731e-05
866,-0.0002421881402154624
867,-0.0013448101518133608
868,-0.00038258788422565075
869,0.0002765324681640146
870,0.0001318674370770041
871,0.00021875950020959348
872,0.0010270397849153354
873,-0.0007395079544478936
874,-0.0012077160165519507
875,-0.0011844104408194633
876,1.70056323347816e-05
877,5.614597800048349e-05
878,0.00018913632296944813
879,0.0008049352296300923
880,0.0010607855862242623
881,-0.0012499147808943394
882,-1.668253494032523e-05
883,-0.0017278022165415738
884,-2.857499495238716e-05
885,0.0007662314573541965
886,-0.000413464079398501
887,0.00042924537911874234
888,-1.758669383365385e-06
889,0.0002456774930465299
890,0.00045847079773177115
891,0.0015796821403136724
892,-3.698822929997569e-05
893,7.761517127726559e-05
894,-9.132750263903714e-05
895,-1.8282760285110658e-05
896,-0.00016741971438683572
897,2.1504168223798457e-05
898,-0.000514597235935617
899,-0.0015802401270641725
900,-0.0003505331396654524
901,-0.0002554115277492097
902,-0.00016755330617440438
903,-0.0004519436076503822
904,8.849143363757763e-05
905,3.265937757771795e-05
906,-0.00024408948975633435
907,-7.67793316837264e-06
908,0.0007992741432286635
909,-3.0295923511539665e-05
910,0.00014777955880736934
911,6.406194994325634e-05
912,2.3056609295573844e-05
913,-0.00033157024137528423
914,0.00012096199104724776
915,0.000191241055293402
916,-0.0014048432970623099
917,-0.0004513623517178336
918,-0.0001509897754100087
919,-0.002635686896998992
920,-0.002498110783400288
921,-0.003020850022106502
922,0.002540222449546741
923,-0.006723147830629656
924,-0.0003674983231429219
925,-0.00021803175785148045
926,2.955341518432978e-05
927,0.002120811996289209
928,0.0014138911672277308
929,6.74708714246785e-05
930,-0.0003828312569400258
931,0.00013937096822985885
932,6.616264196080788e-06
933,-0.00047230093439703196
934,0.0007596236410463254
935,-8.061633266625675e-05
936,-0.0001055075039154258
937,0.0002158786488539522
938,0.0001185040292402965
939,-0.0002461381654703638
940,-0.000549183905052285
941,-0.0005361098720464201
942,2.1600582176319033e-06
943,-5.15507027280757e-06
944,-1.4950843211518998e-05
945,-0.00025468125174181526
946,0.0005037144504459078
947,0.00047950505154003816
948,0.00013397525127055272
949,0.0016823107761464746
950,-0.0015602510087097227
951,0.0019350935563320233
952,7.367586002173955e-05
953,0.00014796898912218856
954,-0.0002575970632765863
955,-0.0004672845828852112
956,-4.368097124157607e-05
957,-0.00010706152687329621
958,0.0001202935034006302
959,-0.0013421981655445303
960,-0.00014457464905081306
961,8.198377917141949e-05
962,-0.0004745221186869542
963,-1.172937204443574e-06
964,2.5713209089697036e-05
965,-0.00015537570583541957
966,1.4197026954493306e-05
967,-0.00016824778465925546
968,-1.3814856593778345e-05
969,-0.0004571065000893752
970,-6.996203578450435e-05
971,0.0003683779688418132
972,-0.0011058600485229283
973,-0.0007884169523523432
974,0.00045177356275178775
975,-0.0050115451766475205
976,0.00021419045914430318
977,-0.0007815295992646576
978,6.325921837104776e-05
979,-0.0005492607688564508
980,-0.0006680770031757638
981,6.898965146889052e-05
982,-0.0002813291282694677
983,3.469810779093528e-05
984,-0.00040029999128441936
985,-0.00012118876047624695
986,-8.571301156076871e-05
987,-3.407811423303248e-07
988,-0.0005747922394247903
989,-0.00014833245873573366
990,4.4005553988755636e-05
991,-1.369545053636243e-05
992,-0.0009212282354466108
993,-0.00045805220646757397
994,-9.062105839058921e-05
995,-0.00025449984164612995
996,-0.0017732057575520026
997,1.277294411887039e-06
998,0.00017553440183939079
999,0.0005347421141624443
1000,0.0013931750940155338
1001,-0.0014497087800190234
1002,-0.00015389495442781175
1003,-0.001307995028628406
1004,0.004570984041392286
1005,-0.002618732202919477
1006,0.0072682899936820115
1007,0.02737151205091446
1008,-0.013974256484376958
1009,0.00682545236895636
1010,-0.0014204397224304149
1011,-0.0309024046286091
1012,-0.00044683625211084407
1013,0.0023697205016703264
1014,-0.0017501497249383284
1015,0.00017618177802385817
1016,-0.006363760623050814
1017,-0.00023712110063114236
1018,0.0007353019531311113
1019,-0.004324996997174447
1020,-0.0008870135159013971
1021,5.9295137624876665e-05
1022,-0.0008235998932611177
1023,-0.0071364498062403674
1024,-0.0011100469376969244
1025,0.0024635760865094687
1026,0.0004276136729318284
1027,0.002811258605953385
1028,-0.0008608906459827164
1029,-0.0007893201517897833
1030,-0.0001222323375455152
1031,-0.005929982747822497
1032,0.000277300744209839
1033,0.0010525392203291264
1034,-0.0017911188500760317
1035,-0.0005981786925567354
1036,0.0003042425180014216
1037,0.0019507542626260967
1038,-0.0013009168690487974
1039,0.004869108718118017
1040,-0.0006162994080504404
1041,5.029227626595927e-05
1042,1.99531722371027e-05
1043,-0.0008675467176891435
1044,-0.0009735386624988067
1045,0.0005412861769209596
1046,9.650659107754128e-05
1047,-0.001626849500379619
1048,3.985090455477072e-05
1049,1.6437340743679856e-05
1050,-4.2390333389356384e-05
1051,-2.0254096972410648e-05
1052,0.0006519627387059586
1053,0.000439840150276793
1054,3.703901826826555e-05
1055,6.229526507816526e-06
1056,0.0001990623341364661
1057,3.0436521957308085e-05
1058,-0.0008478562550118797
1059,-0.0013445910663469152
1060,0.00021010103140729162
1061,8.266669718591243e-06
1062,-0.0013191092420592678
1063,-0.0008650718199342385
1064,0.0003706756397108089
1065,0.0007037404670774052
1066,0.00016598065817586034
1067,0.00014734591946114983
1068,-0.0005617829005051172
1069,0.0002150344633556999
1070,3.825246420835838e-05
1071,3.519902629213386e-05
1072,-0.00015296499428927974
1073,4.4922923440051e-05
1074,1.1370935203749924e-05
1075,0.0003252378511647827
1076,0.00033554310811749564
1077,-0.000477956364862707
1078,0.0004096033741865103
1079,0.00202567469222475
1080,-0.0004991749118962158
1081,3.241779010798799e-06
1082,0.0002507191525552221
1083,0.0002020152201746872
1084,-0.00022429466855056112
1085,0.00015269156107216718
1086,0.00020428109632993102
1087,1.8046438059140716e-05
1088,0.0001465028409541929
