year,mergecode,lowincome
18,4242-5121,54.0
18,4242-5123,59.0
18,4242-90027,47.0
18,4242-5115,5.0
18,4242-79636,20.0
18,4242-89613,11.0
18,4242-89589,11.0
18,4242-6014,12.0
18,4242-6013,66.0
18,4242-5111,91.0
18,4242-5118,57.0
18,4242-87679,11.0
18,4242-79634,12.0
18,4242-5124,58.0
18,4242-79635,31.0
18,4242-5120,14.0
18,4242-87519,11.0
18,4242-5110,64.0
18,80242-80378,98.0
18,80235-84333,90.0
18,80235-84334,80.0
18,80077-87926,94.0
18,4158-4733,99.0
18,4158-4732,86.0
18,4158-4737,92.0
18,4158-4731,94.0
18,4158-4734,99.0
18,4158-4736,93.0
18,4158-4735,99.0
18,4474-6110,48.0
18,4474-6108,59.0
18,4474-6109,56.0
18,4474-78928,58.0
18,90138-90139,8.0
18,90138-92636,21.0
18,5186-10801,98.0
18,5186-92637,76.0
18,80415-80416,99.0
18,85448-85451,42.0
18,85448-92561,47.0
18,4486-6122,50.0
18,81027-81028,62.0
18,79462-79466,80.0
18,4177-4785,37.0
18,79464-79526,95.0
18,91773-10733,72.0
18,4370-92635,90.0
18,4370-5567,89.0
18,4381-90858,72.0
18,4381-5592,53.0
18,4381-5593,56.0
18,4160-4742,96.0
18,89556-89557,96.0
18,4479-6114,62.0
18,4416-5855,34.0
18,4442-92608,67.0
18,4442-5916,71.0
18,4442-5914,81.0
18,4442-89577,85.0
18,4442-5911,78.0
18,79077-79099,81.0
18,79988-79989,92.0
18,6570-6571,95.0
18,4487-6123,77.0
18,4487-6124,75.0
18,4487-6126,71.0
18,4487-90934,37.0
18,4487-6125,64.0
18,92612-92614,90.0
18,90331-87412,80.0
18,80032-80033,92.0
18,4501-78935,76.0
18,4501-6172,66.0
18,4501-85833,75.0
18,4501-91908,26.0
18,4501-6174,69.0
18,4501-89582,56.0
18,4501-6168,78.0
18,4501-6169,89.0
18,4501-6173,75.0
18,4501-85834,81.0
18,4501-6175,75.0
18,92369-92906,98.0
18,4263-5289,42.0
18,4263-5283,98.0
18,4263-79285,96.0
18,4263-6023,94.0
18,4263-5284,95.0
18,4263-5285,97.0
18,4263-5287,96.0
18,4263-5288,93.0
18,4263-5286,94.0
18,89917-89918,36.0
18,79049-79127,35.0
18,89914-80974,99.0
18,90284-90285,27.0
18,90541-90639,55.0
18,4246-78922,21.0
18,4246-5154,33.0
18,4246-5162,50.0
18,4246-5151,45.0
18,4246-85850,14.0
18,4246-88399,20.0
18,4246-5146,84.0
18,4246-5160,14.0
18,4246-5161,37.0
18,4246-5142,69.0
18,4246-5159,27.0
18,4246-5156,26.0
18,4246-5150,54.0
18,4246-85851,14.0
18,4246-5157,58.0
18,4246-80318,13.0
18,4246-5152,37.0
18,4246-78921,20.0
18,4246-5155,16.0
18,4246-5158,14.0
18,4246-79290,16.0
18,4246-5149,53.0
18,4246-5163,13.0
18,4246-5153,47.0
18,4246-5144,31.0
18,4246-89953,17.0
18,4246-5145,57.0
18,4246-6016,56.0
18,4246-80317,12.0
18,4246-79574,19.0
18,4246-92907,13.0
18,4246-79573,16.0
18,4246-5147,73.0
18,4246-81017,17.0
18,4246-81016,13.0
18,4246-5143,75.0
18,4246-92525,47.0
18,4246-87528,11.0
18,9693-80377,98.0
18,81099-78950,30.0
18,81099-92249,20.0
18,6258-10807,64.0
18,7295-7296,95.0
18,80274-80275,98.0
18,6357-4898,42.0
18,4174-4765,86.0
18,4174-4773,83.0
18,4174-4767,92.0
18,4174-4766,90.0
18,4174-4771,81.0
18,4174-4770,94.0
18,4174-4768,96.0
18,4174-4769,78.0
18,4228-4902,56.0
18,4228-4903,52.0
18,4243-81111,51.0
18,4243-89600,28.0
18,4243-81112,40.0
18,4243-80052,49.0
18,4243-5128,74.0
18,4243-5133,65.0
18,4243-5129,88.0
18,4243-5132,62.0
18,4243-5130,69.0
18,4243-84683,29.0
18,4243-89604,31.0
18,4243-88416,58.0
18,4243-87621,40.0
18,4243-89821,82.0
18,4243-90134,25.0
18,4243-88414,28.0
18,4243-87620,34.0
18,4243-5131,81.0
18,4243-84684,83.0
18,4243-88417,49.0
18,4243-79632,54.0
18,4243-88415,38.0
18,4243-81113,34.0
18,91170-91171,81.0
18,91938-92563,94.0
18,91939-92601,96.0
18,89850-89851,43.0
18,87401-87402,56.0
18,90506-90507,95.0
18,4421-5860,72.0
18,6446-88201,72.0
18,6446-6366,48.0
18,6446-79982,42.0
18,6446-79263,76.0
18,6446-90349,62.0
18,6446-89920,98.0
18,6446-92492,19.0
18,6446-92290,62.0
18,6446-90322,87.0
18,6446-79219,62.0
18,6446-92912,57.0
18,6446-920316,95.0
18,6446-10753,22.0
18,6446-79697,76.0
18,6446-90377,45.0
18,6446-10849,57.0
18,6446-90324,47.0
18,6446-10848,68.0
18,81123-81124,87.0
18,81123-87415,77.0
18,4341-10752,95.0
18,4185-4795,62.0
18,4448-5940,98.0
18,4448-5941,98.0
18,4448-5942,89.0
18,6375-5495,76.0
18,91277-91783,94.0
18,91277-92975,92.0
18,4335-5507,93.0
18,92250-85886,96.0
18,92902-92903,82.0
18,92379-92893,93.0
18,79214-81173,85.0
18,88452-80145,98.0
18,78783-92501,74.0
18,78783-460111,65.0
18,78783-78820,93.0
18,4192-4811,15.0
18,4192-4820,35.0
18,4192-4807,56.0
18,4192-4819,26.0
18,4192-4812,72.0
18,4192-4814,92.0
18,4192-4806,79.0
18,4192-4804,22.0
18,4192-4817,49.0
18,4192-90191,40.0
18,4192-4805,37.0
18,4192-4803,87.0
18,4192-4815,31.0
18,4192-4808,87.0
18,4192-79665,44.0
18,91865-91866,80.0
18,4300-5466,92.0
18,4437-88400,58.0
18,4437-89587,57.0
18,4437-85853,55.0
18,4437-5897,48.0
18,4437-5895,65.0
18,4437-89858,71.0
18,4437-92280,61.0
18,4437-90309,50.0
18,4437-89907,54.0
18,4437-80440,62.0
18,4437-87537,58.0
18,4437-79415,62.0
18,4405-5784,81.0
18,4405-5791,68.0
18,4405-5790,76.0
18,4405-5785,83.0
18,4405-5787,61.0
18,4405-5788,89.0
18,4405-5789,51.0
18,4405-6054,77.0
18,4405-5786,90.0
18,4167-4747,34.0
18,4167-4748,22.0
18,4167-5982,29.0
18,4221-4892,94.0
18,4221-4893,95.0
18,4221-90064,74.5
18,4221-92618,95.0
18,4247-5167,15.0
18,4247-5166,26.0
18,4247-5165,34.0
18,4273-5351,92.0
18,4273-5353,71.0
18,4273-80315,78.0
18,4273-5352,92.0
18,4273-87521,75.0
18,4273-80915,80.0
18,4273-80916,78.0
18,4495-6140,49.0
18,4495-92597,72.0
18,4195-4826,77.0
18,4195-4828,57.0
18,4303-6036,99.0
18,4505-6187,96.0
18,4505-79724,91.0
18,4505-81096,90.0
18,4505-81106,85.0
18,4505-6183,97.0
18,4505-6184,97.0
18,4505-6185,95.0
18,4505-81105,92.0
18,4157-4728,88.0
18,4157-4726,94.0
18,4157-4727,99.0
18,4157-4725,98.0
18,85892-91247,80.0
18,85892-91853,80.0
18,85892-92025,80.0
18,85892-92766,80.0
18,85892-85902,80.0
18,85892-85895,80.0
18,85892-85896,80.0
18,85892-85897,80.0
18,85892-85898,80.0
18,85892-85899,80.0
18,85892-85900,80.0
18,85892-85901,80.0
18,90884-91712,89.0
18,4238-5018,75.0
18,80406-80407,99.0
18,4239-127500,47.0
18,4239-79181,19.0
18,4239-79630,23.0
18,4239-79145,39.0
18,4239-5030,53.0
18,4239-90124,13.0
18,4239-79829,33.0
18,4239-79144,21.0
18,4239-79823,24.0
18,4239-79629,28.0
18,4239-5038,20.0
18,4239-89605,13.0
18,4239-5023,43.0
18,4239-5039,27.0
18,4239-5024,7.0
18,4239-5022,22.0
18,4239-5033,75.0
18,4239-5040,14.0
18,4239-6006,21.0
18,4239-88401,15.0
18,4239-5029,46.0
18,4239-5028,36.0
18,4239-87533,28.0
18,4239-5032,34.0
18,4239-6007,29.0
18,4239-5021,51.0
18,4239-5026,15.0
18,4239-78918,53.0
18,4239-5025,35.0
18,4239-5027,37.0
18,4239-5034,44.0
18,4239-89594,11.0
18,4239-78919,27.0
18,4239-5036,31.0
18,4239-85847,19.0
18,4239-81145,21.0
18,4239-5037,34.0
18,4239-5035,24.0
18,4239-5031,24.0
18,4271-5340,92.0
18,4271-5343,93.0
18,4271-5342,99.0
18,4271-79782,81.0
18,4271-5345,99.0
18,4271-79815,96.0
18,4271-5344,86.0
18,4271-5337,97.0
18,4271-5339,83.0
18,4271-5332,99.0
18,4271-5338,99.0
18,4271-5334,99.0
18,4271-5341,67.0
18,4271-5333,99.0
18,4271-5335,95.0
18,4271-79816,94.0
18,4271-7364,44.5
18,4271-5336,99.0
18,4285-5431,56.0
18,4285-5429,75.0
18,4285-5426,76.0
18,4285-5433,38.0
18,4285-5434,64.0
18,4285-5430,53.0
18,4285-5427,47.0
18,4285-5432,46.0
18,4285-5428,72.0
18,4208-4854,60.0
18,4208-4855,43.0
18,4208-85831,61.0
18,79539-79588,90.0
18,4194-4824,62.0
18,4194-4825,52.0
18,9691-80421,87.0
18,79793-4840,92.0
18,79500-79512,82.0
18,79500-90470,92.0
18,6369-5872,98.0
18,4371-5570,84.5
18,90906-91818,51.0
18,79081-79095,14.0
18,79501-79513,78.0
18,79501-92523,65.0
18,79501-90277,86.0
18,4212-4870,80.0
18,4392-5623,52.0
18,4392-5625,44.0
18,4392-6053,52.0
18,81076-89624,72.0
18,81076-81077,55.0
18,81076-78811,55.0
18,81076-91204,81.0
18,92982-703390,32.0
18,4248-87058,62.0
18,4248-93009,7.0
18,4248-90315,19.0
18,4248-89580,22.0
18,4248-92259,22.0
18,4248-79227,17.0
18,4248-88422,12.0
18,4248-92252,13.0
18,4248-87487,38.0
18,4248-79374,14.0
18,4248-5168,19.0
18,4248-80316,31.0
18,4248-79375,23.0
18,4248-92260,16.0
18,4248-92264,5.0
18,4248-89581,18.0
18,91275-92223,96.0
18,4389-5610,68.0
18,4389-5609,72.0
18,4389-5607,84.0
18,4389-79377,99.0
18,4389-5608,81.0
18,88447-80287,98.0
18,88449-87950,88.0
18,88453-79662,98.0
18,4469-6097,50.0
18,4469-6091,60.0
18,4469-6095,52.0
18,4469-6092,52.0
18,4469-87535,47.0
18,4469-6093,58.0
18,4469-6090,74.0
18,4469-6096,49.0
18,4469-6094,78.0
18,80370-80444,42.0
18,4502-6180,87.0
18,89784-89785,68.0
18,90162-90163,74.0
18,89561-89562,87.0
18,88365-88366,85.0
18,88367-88368,92.0
18,89786-89787,74.0
18,89563-89564,92.0
18,88374-88375,72.0
18,88369-88370,42.0
18,88372-88373,32.0
18,90034-90035,73.0
18,89788-89789,56.0
18,89790-89791,30.0
18,90160-90161,62.0
18,80085-80086,59.0
18,91326-92230,50.0
18,92499-92500,67.0
18,90876-91782,87.0
18,5174-10811,82.0
18,91899-91900,47.0
18,4259-5236,95.0
18,4259-5240,90.0
18,4259-5234,93.0
18,4259-5235,95.0
18,4259-5238,98.0
18,4259-5239,99.0
18,4259-78934,89.0
18,4259-79821,97.0
18,4259-5237,97.0
18,4259-5243,99.0
18,4445-89859,39.0
18,4445-90807,35.0
18,4445-89569,51.0
18,4445-5928,49.0
18,4445-87489,52.0
18,4445-79831,47.0
18,4445-89860,39.0
18,79475-79476,95.0
18,91248-91249,98.0
18,80089-80090,98.0
18,4388-5605,52.0
18,4388-5606,42.0
18,79064-79112,49.0
18,80092-80093,98.0
18,91329-92225,82.0
18,92989-766437,96.0
18,91328-92224,62.0
18,4342-92246,92.0
18,4342-78899,57.0
18,90333-89866,52.0
18,90535-91157,52.0
18,90334-89868,73.0
18,79882-10748,86.0
18,90548-91158,56.0
18,79880-6350,72.0
18,79233-78851,99.0
18,78965-79178,98.0
18,79876-10749,83.0
18,79878-6349,95.0
18,90330-89867,99.0
18,79871-79177,95.0
18,80072-80074,99.0
18,4396-5642,99.0
18,4396-5641,87.0
18,4396-5644,80.0
18,80382-80383,98.0
18,80354-87941,96.0
18,91262-91263,84.5
18,79598-5577,85.0
18,79598-5576,85.0
18,79598-90667,80.0
18,79598-5571,55.0
18,79598-5595,68.0
18,79598-5575,77.0
18,79598-5572,71.0
18,79598-91772,47.0
18,79598-5573,63.0
18,79598-5580,92.0
18,79598-88409,53.0
18,4480-6115,77.0
18,4267-5302,26.0
18,4267-5298,26.0
18,4267-5297,8.0
18,4267-5296,22.0
18,4267-5299,41.0
18,4267-5308,39.0
18,4267-5315,26.0
18,4267-78923,20.0
18,4267-5310,37.0
18,4267-5314,23.0
18,4267-5307,76.0
18,4267-5313,12.0
18,4267-5316,30.0
18,4267-5304,49.0
18,4267-5318,33.0
18,4267-5317,8.0
18,4267-5311,23.0
18,4267-5305,72.0
18,4267-5306,14.0
18,4267-79143,34.0
18,4267-5303,32.0
18,4267-5300,30.0
18,4267-5301,52.0
18,4267-5312,12.0
18,4267-5309,39.0
18,7909-80449,80.0
18,7909-80450,80.0
18,7909-80448,80.0
18,4368-5561,71.0
18,4368-78979,35.0
18,4368-5565,43.0
18,4368-5563,62.0
18,4368-5564,52.0
18,4368-5559,61.0
18,4368-5562,36.0
18,4368-5560,52.0
18,4276-84305,80.0
18,4276-89266,76.0
18,4276-5356,68.0
18,4276-5357,91.0
18,4276-756942,65.0
18,4276-91310,77.0
18,4276-88421,74.0
18,4276-5358,44.0
18,79967-89616,52.0
18,79967-87416,19.0
18,79967-79968,32.0
18,91174-91175,44.0
18,90637-90638,43.0
18,9689-80374,87.0
18,4266-5295,26.0
18,4266-87475,71.0
18,4266-92706,42.0
18,4266-5294,58.0
18,4266-79652,67.0
18,4266-79846,17.0
18,79926-90755,74.5
18,79926-79927,80.0
18,4281-87522,53.0
18,4281-80054,45.0
18,4281-85843,44.0
18,4281-90385,43.0
18,4281-5393,21.0
18,4281-90550,22.0
18,4281-5396,33.0
18,4281-78925,48.0
18,4281-5394,26.0
18,4281-89586,17.0
18,4281-92878,22.0
18,4281-85844,23.0
18,4281-5395,25.0
18,4281-79221,43.0
18,92648-88064,98.0
18,4374-5579,77.0
18,4374-85821,61.0
18,4278-7408,68.0
18,4278-90771,67.0
18,4278-79618,74.0
18,4278-87476,82.0
18,4278-89608,78.0
18,4278-530879,75.0
18,4278-5360,78.0
18,4278-85852,86.0
18,4278-89924,85.0
18,10126-80261,77.0
18,4270-5324,43.0
18,4270-5325,71.0
18,4270-5330,24.0
18,4270-92605,43.0
18,4270-5329,23.0
18,4270-5328,69.0
18,4270-5326,18.0
18,4270-5327,50.0
18,4270-89622,11.0
18,4199-4839,62.0
18,4439-5902,82.0
18,4439-5901,87.0
18,4439-5904,73.0
18,90995-90996,98.0
18,78992-78993,78.0
18,4404-5772,50.0
18,4404-5777,31.0
18,4404-5769,48.0
18,4404-713837,27.0
18,4404-5775,39.0
18,4404-5781,42.0
18,4404-5779,46.0
18,4404-5770,56.0
18,4404-5782,32.0
18,4404-5774,71.0
18,4404-5776,45.0
18,4404-89585,24.0
18,4404-5773,76.0
18,4404-5771,52.0
18,4404-5780,40.0
18,4404-79445,27.0
18,4314-5480,95.0
18,4234-549878,67.0
18,4234-969999,72.0
18,7291-89614,98.0
18,7291-7292,95.0
18,4441-89910,55.0
18,4441-89911,54.0
18,4441-5908,63.0
18,4441-5910,44.0
18,4441-5909,56.0
18,4441-87479,42.0
18,4441-89909,60.0
18,4441-88405,56.0
18,4441-81058,49.0
18,4435-5893,62.0
18,4435-6067,72.0
18,90861-91781,69.0
18,89852-89853,49.0
18,4473-6107,90.0
18,4473-6106,77.0
18,81174-81175,82.0
18,4163-4745,96.0
18,4181-4790,67.0
18,4235-4913,86.0
18,4235-79490,54.0
18,4235-4961,39.0
18,4235-4969,80.0
18,4235-4945,57.0
18,4235-88420,67.0
18,4235-4983,59.0
18,4235-4967,16.0
18,4235-78932,68.0
18,4235-4915,80.0
18,4235-4932,88.0
18,4235-4916,77.0
18,4235-4959,49.0
18,4235-4956,35.0
18,4235-4937,71.0
18,4235-90752,50.0
18,4235-91812,21.0
18,4235-4917,47.0
18,4235-90303,32.0
18,4235-4926,50.0
18,4235-4971,45.0
18,4235-79225,96.0
18,4235-4931,23.0
18,4235-4918,86.0
18,4235-4955,24.0
18,4235-4944,44.0
18,4235-4919,93.0
18,4235-4920,66.0
18,4235-4952,33.0
18,4235-4921,86.0
18,4235-4948,41.0
18,4235-4940,76.0
18,4235-4958,87.0
18,4235-4970,86.0
18,4235-4962,12.0
18,4235-4922,85.0
18,4235-4923,93.0
18,4235-4934,91.0
18,4235-4924,95.0
18,4235-4925,97.0
18,4235-4941,36.0
18,4235-4953,61.0
18,4235-4951,45.0
18,4235-89593,10.0
18,4235-4980,65.0
18,4235-4982,34.0
18,4235-4949,53.0
18,4235-78938,50.0
18,4235-4943,48.0
18,4235-4957,65.0
18,4235-4973,67.0
18,4235-4984,30.0
18,4235-4960,29.0
18,4235-4935,83.0
18,4235-4974,76.0
18,4235-4966,87.0
18,4235-4946,79.0
18,4235-4933,84.0
18,4235-4965,72.0
18,4235-4936,78.0
18,4235-4977,41.0
18,4235-4947,59.0
18,4235-78917,55.0
18,4235-79489,58.0
18,4235-4954,53.0
18,4235-4979,26.0
18,4235-4939,86.0
18,4235-90753,51.0
18,4235-78933,62.0
18,4235-4930,73.0
18,4235-4975,68.0
18,4235-4938,61.0
18,4235-4927,89.0
18,4235-4981,70.0
18,4235-4929,85.0
18,4235-4928,76.0
18,4235-6229,67.0
18,4235-79807,20.0
18,4463-92176,82.0
18,4463-5972,92.0
18,4211-81122,71.0
18,4211-4868,69.0
18,4211-4869,57.0
18,79994-5526,98.0
18,79207-5503,69.0
18,79207-80430,72.0
18,79207-79129,72.0
18,79207-80050,95.0
18,79207-78843,9.0
18,79207-92531,57.0
18,79207-91788,92.0
18,79207-92619,81.0
18,90048-90049,98.0
18,4493-6133,57.0
18,4488-6127,70.0
18,4253-5191,80.0
18,88455-80099,98.0
18,79498-85517,76.0
18,79498-90194,42.0
18,79498-79510,65.0
18,79589-79429,90.0
18,4379-6049,74.0
18,4379-5590,94.0
18,4379-5589,60.0
18,4503-6181,82.0
18,4230-92081,43.0
18,4230-4907,41.0
18,4230-4906,31.0
18,90192-90193,69.0
18,4251-5189,72.0
18,81228-81229,70.0
18,4265-5293,90.0
18,4265-5290,95.0
18,4265-5291,94.0
18,4265-88189,74.5
18,4265-80183,76.0
18,4265-5292,90.0
18,4176-4784,90.0
18,4252-89748,56.0
18,4252-5190,69.0
18,80278-80279,77.0
18,80103-80104,90.0
18,87884-87885,98.0
18,4366-5554,98.0
18,78882-78883,80.0
18,78882-91213,84.5
18,10760-10800,43.0
18,92374-92345,55.0
18,4457-5958,92.0
18,4457-5960,85.0
18,4457-5954,75.0
18,4457-5955,63.0
18,4457-5957,94.0
18,4457-5959,94.0
18,4457-5962,69.0
18,4457-5961,87.0
18,4457-6071,78.0
18,4457-5956,94.0
18,79881-79899,93.0
18,80105-80109,80.0
18,79503-79505,91.0
18,4444-5927,59.0
18,4262-5278,82.0
18,4262-5279,85.0
18,4262-5282,94.0
18,4262-6021,62.0
18,4262-5280,86.0
18,4262-5281,96.0
18,80120-80121,83.0
18,92564-90000,43.0
18,4373-5578,80.0
18,6235-87413,83.0
18,4196-4829,82.0
18,4196-4830,85.0
18,4196-92913,95.0
18,4196-4832,51.0
18,4196-4831,83.0
18,4196-81127,82.0
18,79086-79090,67.0
18,4275-5355,78.0
18,4255-5193,82.0
18,4180-4789,42.0
18,4180-4788,56.0
18,4180-78914,54.5
18,79578-79579,97.0
18,4241-5096,72.0
18,4241-5073,80.0
18,4241-5091,12.0
18,4241-5082,63.0
18,4241-5074,80.0
18,4241-5083,3.0
18,4241-5080,40.0
18,4241-5085,13.0
18,4241-5099,9.0
18,4241-5098,16.0
18,4241-5087,7.0
18,4241-5078,60.0
18,4241-80055,82.0
18,4241-5093,80.0
18,4241-5102,5.0
18,4241-91754,4.0
18,4241-6011,8.0
18,4241-5101,87.0
18,4241-5079,45.0
18,4241-5106,11.0
18,4241-5086,72.0
18,4241-5089,71.0
18,4241-5090,20.0
18,4241-5092,18.0
18,4241-79729,26.0
18,4241-5107,56.0
18,4241-5077,10.0
18,4241-81026,89.0
18,4241-5094,94.0
18,4241-5105,41.0
18,4241-79268,7.0
18,4241-79781,6.0
18,4241-5081,20.0
18,4241-5071,37.0
18,4241-5095,10.0
18,4241-5108,37.0
18,4241-5104,48.0
18,4241-5084,5.0
18,4241-5103,32.0
18,4241-78920,56.0
18,4241-92611,39.0
18,4241-5100,70.0
18,4241-5088,41.0
18,4241-88406,5.0
18,5180-10820,15.0
18,5180-89828,18.0
18,79205-78977,59.0
18,10970-92234,57.0
18,10970-78816,47.0
18,4510-6194,77.0
18,4510-6196,94.0
18,4510-6197,69.0
18,4510-6195,79.0
18,4462-5968,87.0
18,4462-5971,72.0
18,79024-79509,93.0
18,4209-4857,55.0
18,4209-4858,59.0
18,4209-4860,44.0
18,4209-4856,47.0
18,4369-5566,98.0
18,79866-79884,72.0
18,4186-4796,62.0
18,4283-80419,75.0
18,4283-79265,49.0
18,4283-5423,73.0
18,4283-5418,87.0
18,4283-5422,55.0
18,4283-5421,47.0
18,4283-5417,85.0
18,4283-79800,62.0
18,4283-79642,51.0
18,4283-80418,66.0
18,4283-5420,76.0
18,4283-80417,80.0
18,92972-126443,98.0
18,4237-4994,73.0
18,4237-5006,34.0
18,4237-90400,32.0
18,4237-5014,40.0
18,4237-5007,43.0
18,4237-5016,34.0
18,4237-5012,73.0
18,4237-4997,39.0
18,4237-4999,60.0
18,4237-79223,71.0
18,4237-79222,16.0
