year,mergecode,districtcode,schoolcode,black,hispanic,white,totalenroll
15,4406-5792,4406,5792,3.38,37.85,50.46,325
15,4406-5800,4406,5800,0.0,34.47,58.97,351
15,4406-79282,4406,79282,0.0,14.07,78.61,533
15,4406-5807,4406,5807,3.21,18.22,72.47,1246
15,4406-5803,4406,5803,0.0,45.68,37.04,81
15,4406-5801,4406,5801,4.05,73.75,16.02,518
15,4406-5793,4406,5793,2.9,22.05,69.63,517
15,4506-6188,4506,6188,0.0,77.25,20.78,255
15,90532-90635,90532,90635,1.64,7.12,80.96,730
15,4443-5925,4443,5925,0.0,29.98,63.62,1314
15,4443-5923,4443,5923,0.0,29.23,64.74,780
15,4443-5922,4443,5922,0.0,27.26,66.86,697
15,4443-5920,4443,5920,0.0,31.77,63.97,705
15,4443-79631,4443,79631,0.0,23.02,72.91,443
15,4443-5919,4443,5919,0.0,38.57,54.59,687
15,4443-91810,4443,91810,0.0,0.0,68.42,19
15,79426-79432,79426,79432,0.0,97.25,0.0,218
15,92312-92313,92312,92313,5.52,13.33,65.9,525
15,90917-90999,90917,90999,6.03,13.23,54.47,514
15,92314-92315,92314,92315,2.32,10.62,75.48,518
15,91878-91879,91878,91879,0.0,11.44,69.42,533
15,91758-91785,91758,91785,0.0,13.24,72.51,491
15,90857-90994,90857,90994,0.0,6.4,70.69,406
15,90915-91001,90915,91001,3.53,25.28,54.65,538
15,90916-91000,90916,91000,0.0,8.09,81.5,519
15,89486-89487,89486,89487,3.41,16.47,72.89,498
15,6378-10755,6378,10755,0.0,66.67,18.89,90
15,4331-6344,4331,6344,3.11,10.1,82.64,386
15,85816-5503,85816,5503,9.74,77.89,9.21,380
15,87403-87404,87403,87404,0.0,11.05,83.14,172
15,90779-90780,90779,90780,5.17,36.18,53.26,445
15,91131-91132,91131,91132,0.0,11.92,83.42,193
15,91958-92598,91958,92598,12.64,33.33,36.78,87
15,4346-5520,4346,5520,0.0,94.87,0.0,78
15,79947-79950,79947,79950,9.66,53.66,28.55,725
15,79947-81187,79947,81187,11.27,40.05,39.69,834
15,79947-91805,79947,91805,0.0,91.07,4.59,392
15,87407-81179,87407,81179,3.91,23.03,63.31,1919
15,8336-8344,8336,8344,17.41,56.68,20.65,247
15,92566-92567,92566,92567,0.0,0.0,42.86,28
15,85749-85750,85749,85750,0.0,10.11,72.34,188
15,4345-5519,4345,5519,4.67,20.93,64.47,836
15,4274-5354,4274,5354,0.0,70.38,24.23,260
15,4187-4797,4187,4797,0.0,0.0,89.29,28
15,4471-6101,4471,6101,0.0,46.15,51.92,104
15,4471-6103,4471,6103,0.0,41.56,55.84,77
15,4471-6102,4471,6102,0.0,56.6,0.0,53
15,91133-91134,91133,91134,5.68,15.33,61.33,1161
15,4272-91985,4272,91985,17.82,74.54,6.25,432
15,4272-87619,4272,87619,12.83,48.15,31.11,569
15,4272-90028,4272,90028,9.08,48.22,34.16,925
15,4272-79670,4272,79670,15.05,45.01,34.18,711
15,4272-79792,4272,79792,17.37,47.42,29.58,639
15,4272-5348,4272,5348,9.78,82.24,6.99,501
15,4272-5349,4272,5349,15.96,73.85,7.12,520
15,4272-5347,4272,5347,5.2,87.46,5.76,885
15,4272-78924,4272,78924,13.0,47.83,36.46,554
15,79929-80006,79929,80006,0.0,95.56,0.0,90
15,4508-6192,4508,6192,0.0,86.15,0.0,130
15,91280-91343,91280,91343,1.66,9.67,58.29,724
15,91339-92030,91339,92030,0.0,7.44,40.49,699
15,6361-6065,6361,6065,3.29,14.55,61.62,852
15,81078-81079,81078,81079,0.0,2.25,71.13,755
15,90508-90509,90508,90509,0.0,8.0,74.36,550
15,90841-91055,90841,91055,2.68,4.96,47.32,746
15,90842-91056,90842,91056,0.0,3.28,27.22,731
15,90862-90863,90862,90863,0.0,10.51,79.74,533
15,91309-91766,91309,91766,2.73,14.71,66.18,952
15,91949-91997,91949,91997,6.41,15.08,59.27,577
15,92318-92319,92318,92319,0.0,17.76,62.17,653
15,92320-92321,92320,92321,0.0,13.01,76.15,369
15,92349-92350,92349,92350,6.64,13.29,50.26,587
15,4412-90822,4412,90822,0.0,0.0,0.0,46
15,4412-5847,4412,5847,0.0,0.0,0.0,198
15,4412-5846,4412,5846,0.0,0.0,0.0,207
15,4412-5844,4412,5844,0.0,2.56,0.0,547
15,4468-6088,4468,6088,0.0,20.31,73.44,256
15,4468-6089,4468,6089,0.0,29.15,63.68,223
15,79204-10729,79204,10729,9.04,23.51,54.97,553
15,4294-10730,4294,10730,6.57,27.42,60.1,609
15,90885-91791,90885,91791,0.0,15.46,63.29,414
15,4268-5319,4268,5319,16.83,68.9,7.25,897
15,4268-81141,4268,81141,11.82,77.27,0.0,440
15,4268-5320,4268,5320,27.9,61.51,5.3,491
15,4268-5321,4268,5321,6.4,75.07,8.58,734
15,4268-92301,4268,92301,0.0,0.0,0.0,17
15,4481-6116,4481,6116,0.0,38.36,51.26,318
15,4481-6100,4481,6100,0.0,29.63,62.96,54
15,4481-6127,4481,6127,0.0,39.62,56.6,53
15,79983-79507,79983,79507,9.41,35.15,47.77,404
15,10972-78803,10972,78803,0.0,6.0,82.97,417
15,4355-5537,4355,5537,1.29,11.11,82.34,855
15,4355-5538,4355,5538,0.0,12.57,75.05,549
15,4355-88341,4355,88341,1.74,10.72,81.77,746
15,4355-92270,4355,92270,2.14,12.43,79.57,700
15,79226-4799,79226,4799,0.0,21.15,73.08,364
15,79226-4794,79226,4794,0.0,28.34,64.31,367
15,79226-4793,79226,4793,0.0,27.87,67.87,470
15,79226-85879,79226,85879,0.0,0.0,67.57,37
15,4515-6203,4515,6203,0.0,55.67,34.02,97
15,4169-4754,4169,4754,0.0,68.98,29.41,187
15,4169-4752,4169,4752,0.0,69.64,27.86,280
15,4169-4753,4169,4753,0.0,61.54,34.36,195
15,89871-89872,89871,89872,0.0,22.0,66.0,50
15,4231-4908,4231,4908,0.0,0.0,0.0,19
15,4397-5645,4397,5645,0.0,26.46,52.56,567
15,4397-5648,4397,5648,0.0,20.61,57.27,660
15,4397-5647,4397,5647,0.0,24.05,53.67,341
15,4397-5646,4397,5646,0.0,25.71,56.04,455
15,81041-90158,81041,90158,0.0,75.41,0.0,61
15,81041-81042,81041,81042,22.79,72.79,0.0,136
15,81041-81182,81041,81182,0.0,27.43,52.57,175
15,4224-4896,4224,4896,0.0,41.57,55.06,89
15,4513-6201,4513,6201,0.0,0.0,73.33,30
15,4171-4758,4171,4758,0.0,90.0,0.0,20
15,4171-4759,4171,4759,0.0,61.11,0.0,18
15,4305-5470,4305,5470,7.14,63.87,22.69,238
15,81097-81098,81097,81098,38.29,39.86,17.79,444
15,4362-5550,4362,5550,0.0,7.11,53.05,394
15,4269-81110,4269,81110,7.9,55.54,32.55,848
15,4269-87473,4269,87473,6.02,66.45,23.12,930
15,4269-90341,4269,90341,10.27,52.43,32.7,740
15,4269-89572,4269,89572,10.37,58.1,29.37,926
15,4269-87471,4269,87471,10.46,52.4,30.26,813
15,4269-88398,4269,88398,8.23,47.5,37.65,741
15,4284-5424,4284,5424,7.28,56.19,33.26,1374
15,4284-79376,4284,79376,5.29,38.21,52.65,1039
15,4284-89573,4284,89573,10.91,52.09,33.19,1576
15,4378-5587,4378,5587,0.0,59.01,36.49,444
15,4378-5583,4378,5583,0.0,53.33,40.2,510
15,4378-5584,4378,5584,0.0,61.08,34.78,483
15,4378-5585,4378,5585,3.0,28.75,61.38,567
15,4378-6048,4378,6048,2.38,25.54,66.34,505
15,4378-79655,4378,79655,0.0,29.85,64.8,392
15,79971-81102,79971,81102,5.61,45.79,35.05,214
15,90328-88290,90328,88290,9.13,30.56,49.6,252
15,90327-88289,90327,88289,7.94,18.53,59.41,340
15,90327-92235,90327,92235,7.31,21.92,60.13,479
15,91934-92498,91934,92498,10.95,76.64,0.0,137
15,90331-87412,90331,87412,0.0,26.03,0.0,73
15,80032-80033,80032,80033,0.0,95.41,0.0,109
15,79055-80463,79055,80463,4.09,21.11,67.55,758
15,78888-78889,78888,78889,0.0,11.33,79.8,203
15,78888-90325,78888,90325,7.22,21.29,64.26,263
15,79905-79906,79905,79906,6.04,74.15,12.26,530
15,91330-91926,91330,91926,0.0,0.0,60.38,53
15,4470-84659,4470,84659,0.0,0.0,39.29,28
15,4470-6098,4470,6098,0.0,30.69,54.64,743
15,4470-6100,4470,6100,0.0,25.56,61.67,360
15,4470-6099,4470,6099,0.0,30.67,54.29,326
15,90136-90137,90136,90137,0.0,0.0,54.55,99
15,89758-89759,89758,89759,0.0,7.58,74.78,567
15,4484-85850,4484,85850,0.0,0.0,84.09,44
15,4484-6119,4484,6119,0.0,0.0,81.25,112
15,4484-6106,4484,6106,0.0,0.0,82.76,29
15,81029-81030,81029,81030,8.47,50.17,33.56,295
15,78858-78859,78858,78859,0.0,24.81,68.99,129
15,4400-5652,4400,5652,0.0,17.91,71.64,67
15,4400-5650,4400,5650,0.0,0.0,0.0,43
15,79047-80430,79047,80430,0.0,78.69,0.0,61
15,79047-79129,79047,79129,13.33,78.22,0.0,225
15,79047-81126,79047,81126,19.77,74.42,0.0,86
15,79047-80025,79047,80025,0.0,47.79,38.05,113
15,79047-80050,79047,80050,0.0,87.5,0.0,144
15,80001-80002,80001,80002,0.0,50.85,40.68,177
15,80001-89656,80001,89656,0.0,0.0,0.0,11
15,4282-79283,4282,79283,5.48,88.59,3.58,894
15,4282-5398,4282,5398,3.08,92.06,2.61,844
15,4282-5405,4282,5405,3.07,94.68,1.33,1204
15,4282-5406,4282,5406,5.25,87.06,5.16,1105
15,4282-5411,4282,5411,3.51,89.99,3.74,1338
15,4282-5407,4282,5407,4.22,89.12,3.25,1232
15,4282-6032,4282,6032,2.32,93.66,2.32,820
15,4282-5399,4282,5399,3.92,92.42,1.7,765
15,4282-5409,4282,5409,6.77,86.22,5.26,798
15,4282-5402,4282,5402,5.15,85.64,6.26,815
15,4282-5400,4282,5400,5.54,87.88,3.23,866
15,4282-5401,4282,5401,4.76,89.37,4.92,630
15,4282-81109,4282,81109,10.09,79.18,5.53,922
15,4282-78980,4282,78980,4.22,90.62,3.42,1375
15,4282-5412,4282,5412,3.37,91.89,3.37,950
15,4282-5413,4282,5413,2.48,92.66,3.02,927
15,4282-89955,4282,89955,4.53,86.04,5.01,838
15,4282-5404,4282,5404,3.02,90.84,4.58,895
15,4282-5403,4282,5403,5.86,86.29,6.57,700
15,4282-5415,4282,5415,4.17,88.2,5.29,983
15,4446-79692,4446,79692,2.72,60.72,25.57,919
15,4446-5934,4446,5934,4.61,64.09,17.3,607
15,4446-5935,4446,5935,0.0,57.01,26.6,421
15,4446-5929,4446,5929,3.99,65.76,15.97,476
15,4446-87948,4446,87948,0.0,51.02,38.81,590
15,4446-90899,4446,90899,0.0,54.24,37.29,59
15,4446-5930,4446,5930,0.0,70.77,18.46,455
15,4446-5936,4446,5936,3.04,62.83,23.7,460
15,4446-89578,4446,89578,0.0,60.78,28.99,714
15,4446-5937,4446,5937,0.0,65.2,15.42,454
15,4446-5932,4446,5932,5.34,69.87,11.54,468
15,4446-5933,4446,5933,0.0,70.16,13.76,516
15,4446-89579,4446,89579,3.31,59.89,26.29,875
15,4453-5948,4453,5948,4.32,52.53,30.82,1736
15,4453-79658,4453,79658,0.0,39.62,42.45,106
15,4453-90084,4453,90084,3.68,59.77,27.69,1954
15,4410-5835,4410,5835,0.0,21.12,59.95,412
15,4410-5839,4410,5839,2.38,24.36,61.72,1638
15,4410-5836,4410,5836,0.0,15.28,62.5,144
15,4410-5837,4410,5837,2.15,21.85,66.39,604
15,4410-5833,4410,5833,0.0,20.61,66.02,621
15,4410-5834,4410,5834,2.09,24.28,61.25,622
15,4410-5832,4410,5832,0.0,18.93,63.93,560
15,4410-5838,4410,5838,0.0,28.39,59.5,479
15,4244-5134,4244,5134,0.0,10.8,83.37,463
15,4244-5137,4244,5137,1.06,6.63,88.68,1705
15,4244-5136,4244,5136,0.0,14.42,79.81,416
15,4244-78912,4244,78912,0.0,12.74,81.48,675
15,4244-87477,4244,87477,0.0,7.77,85.04,695
15,4244-80056,4244,80056,0.0,7.3,87.95,589
15,4244-78911,4244,78911,1.66,7.97,87.87,841
15,4244-91771,4244,91771,0.0,0.0,85.71,35
15,4395-5638,4395,5638,0.0,0.0,0.0,148
15,4191-85876,4191,85876,0.0,98.53,0.0,272
15,4191-85877,4191,85877,16.53,31.98,46.07,369
15,4191-4801,4191,4801,0.0,31.31,60.61,99
15,4191-4802,4191,4802,0.0,0.0,0.0,112
15,4191-79039,4191,79039,0.0,99.03,0.0,310
15,90140-90141,90140,90141,0.0,96.5,0.0,628
15,6362-5555,6362,5555,3.65,13.39,68.0,575
15,79886-79910,79886,79910,3.12,4.82,87.25,353
15,88299-88300,88299,88300,3.02,11.65,65.32,695
15,4242-5117,4242,5117,3.82,14.06,63.67,889
15,4242-89591,4242,89591,5.56,13.58,59.05,486
15,4242-90302,4242,90302,3.06,17.83,57.05,589
15,4242-85838,4242,85838,0.0,11.41,72.41,859
15,4242-79247,4242,79247,4.94,15.44,62.03,790
15,4242-79633,4242,79633,6.3,15.89,69.89,2650
15,4242-5125,4242,5125,7.1,27.1,52.49,1225
15,4242-5127,4242,5127,10.03,44.07,36.08,3179
15,4242-91282,4242,91282,0.0,16.81,75.22,113
15,4242-5119,4242,5119,6.46,20.08,54.07,712
15,4242-88404,4242,88404,3.68,10.47,49.14,869
15,4242-80102,4242,80102,4.94,15.94,57.12,709
15,4242-85837,4242,85837,2.98,9.89,75.45,839
15,4242-5122,4242,5122,7.16,40.87,42.0,531
15,4242-89926,4242,89926,3.23,17.0,73.2,959
15,4242-5126,4242,5126,9.29,38.35,39.27,764
15,4242-5116,4242,5116,7.41,77.76,7.72,661
15,4242-5113,4242,5113,3.0,91.41,4.09,733
15,4242-89925,4242,89925,4.35,12.47,72.47,850
15,4242-6015,4242,6015,8.68,21.97,51.53,3755
15,4242-5114,4242,5114,1.51,86.56,6.66,796
15,4242-89590,4242,89590,3.12,11.76,73.97,995
15,4242-79653,4242,79653,4.8,15.76,72.17,812
15,4242-91794,4242,91794,0.0,12.79,74.7,743
15,4242-5121,4242,5121,5.67,46.17,36.2,652
15,4242-5123,4242,5123,8.23,50.97,32.36,924
15,4242-5115,4242,5115,3.44,13.6,45.27,581
15,4242-79636,4242,79636,5.92,15.5,69.82,845
15,4242-89613,4242,89613,4.54,15.3,71.57,3197
15,4242-89589,4242,89589,2.89,14.43,74.86,1074
15,4242-6014,4242,6014,4.43,17.74,62.54,857
15,4242-6013,4242,6013,9.99,55.72,26.05,691
15,4242-5111,4242,5111,5.27,83.48,6.15,569
15,4242-5118,4242,5118,9.76,46.48,33.74,738
15,4242-87679,4242,87679,3.47,11.45,69.22,952
15,4242-79634,4242,79634,5.5,12.7,70.72,1291
15,4242-5124,4242,5124,7.26,43.19,36.46,565
15,4242-79635,4242,79635,3.19,33.74,50.77,910
15,4242-5120,4242,5120,2.72,13.0,77.19,846
15,4242-87519,4242,87519,4.94,13.7,73.72,1518
15,4242-5110,4242,5110,7.4,54.12,30.55,946
15,79056-79120,79056,79120,0.0,95.24,0.0,84
15,4158-4733,4158,4733,0.0,0.0,0.0,356
15,4158-4732,4158,4732,0.0,0.0,0.0,422
15,4158-4737,4158,4737,0.0,0.0,0.0,895
15,4158-4731,4158,4731,0.0,0.0,0.0,401
15,4158-4734,4158,4734,0.0,0.0,0.0,408
15,4158-4736,4158,4736,0.0,0.0,0.0,428
15,4158-4735,4158,4735,0.0,0.0,0.0,413
15,4474-91815,4474,91815,0.0,0.0,59.09,22
15,4474-6110,4474,6110,0.0,27.75,68.13,728
15,4474-90280,4474,90280,0.0,39.39,60.61,33
15,4474-6108,4474,6108,0.0,27.1,67.68,690
15,4474-6109,4474,6109,0.0,28.67,66.24,708
15,4474-78928,4474,78928,0.0,27.44,70.12,164
15,90138-90139,90138,90139,0.0,8.43,67.21,854
15,90138-92636,90138,92636,0.0,22.03,69.49,59
15,5186-10801,5186,10801,11.28,51.88,31.95,266
15,5186-92637,5186,92637,13.46,66.67,17.95,156
15,92316-92317,92316,92317,0.0,9.92,75.57,131
15,4486-6122,4486,6122,0.0,20.04,68.44,469
15,81027-81028,81027,81028,10.68,34.38,44.53,384
15,4177-4785,4177,4785,0.0,0.0,62.5,88
15,10386-78915,10386,78915,0.0,0.0,0.0,18
15,10386-85842,10386,85842,0.0,26.87,32.84,67
15,10386-81127,10386,81127,0.0,0.0,0.0,49
15,91773-10733,91773,10733,0.0,46.28,44.63,121
15,4370-92635,4370,92635,0.0,0.0,98.5,267
15,4370-5567,4370,5567,0.0,0.0,95.99,324
15,4381-90858,4381,90858,0.0,0.0,64.81,54
15,4381-5592,4381,5592,1.92,45.37,47.68,1252
15,4381-5593,4381,5593,0.0,27.01,63.07,696
15,79467-79468,79467,79468,10.02,44.17,41.31,489
15,90533-88388,90533,88388,0.0,17.06,77.65,170
15,4160-5648,4160,5648,0.0,0.0,57.14,21
15,4160-4742,4160,4742,0.0,22.52,65.56,151
15,4160-4711,4160,4711,0.0,0.0,90.91,22
15,89556-89557,89556,89557,0.0,93.81,0.0,113
15,89556-90776,89556,90776,0.0,0.0,0.0,33
15,4479-6114,4479,6114,0.0,37.72,57.02,114
15,4479-4987,4479,4987,0.0,36.59,63.41,41
15,4416-5855,4416,5855,0.0,50.69,42.04,578
15,4416-5843,4416,5843,0.0,65.52,0.0,29
15,4416-90824,4416,90824,0.0,48.19,45.6,193
15,4442-92608,4442,92608,0.0,38.6,10.53,114
15,4442-5916,4442,5916,9.17,46.48,23.9,611
15,4442-89577,4442,89577,9.22,49.18,20.49,488
15,4442-5914,4442,5914,0.0,46.45,22.34,282
15,4442-88427,4442,88427,11.48,36.86,40.48,331
15,4442-89907,4442,89907,9.92,28.24,50.19,524
15,4442-80440,4442,80440,7.73,40.0,43.03,595
15,4442-5911,4442,5911,8.35,55.7,22.79,623
15,79077-79099,79077,79099,13.33,59.11,18.67,225
15,79988-79989,79988,79989,7.5,57.5,12.92,240
15,4487-6123,4487,6123,0.0,43.02,52.7,444
15,4487-6124,4487,6124,0.0,43.95,52.21,521
15,4487-6126,4487,6126,0.0,46.49,49.17,484
15,4487-90934,4487,90934,0.0,22.67,73.73,472
15,4487-6125,4487,6125,0.0,30.21,66.38,235
15,79074-79102,79074,79102,11.62,60.61,20.96,396
15,4501-78935,4501,78935,0.0,79.86,14.75,705
15,4501-6172,4501,6172,2.33,80.55,13.29,730
15,4501-85833,4501,85833,3.75,84.37,7.88,774
15,4501-91908,4501,91908,0.0,47.04,43.21,287
15,4501-87486,4501,87486,0.0,0.0,0.0,19
15,4501-6174,4501,6174,0.0,77.67,18.05,421
15,4501-89582,4501,89582,1.68,68.96,24.16,654
15,4501-6168,4501,6168,2.69,81.04,11.22,633
15,4501-6169,4501,6169,0.0,89.83,7.94,403
15,4501-6173,4501,6173,1.69,81.11,14.9,651
15,4501-85834,4501,85834,0.0,89.09,6.94,504
15,4501-6175,4501,6175,0.0,88.14,7.63,590
15,4263-5289,4263,5289,4.2,48.95,41.81,476
15,4263-5283,4263,5283,1.9,92.91,3.54,790
15,4263-79285,4263,79285,3.78,91.49,2.48,846
15,4263-6023,4263,6023,5.65,87.08,2.89,797
15,4263-5284,4263,5284,11.18,70.49,7.3,671
15,4263-5285,4263,5285,0.0,89.11,4.05,716
15,4263-5287,4263,5287,3.33,86.55,4.72,721
15,4263-5288,4263,5288,5.45,86.26,4.14,990
15,4263-5286,4263,5286,0.0,91.05,2.98,503
15,79443-79444,79443,79444,17.59,40.07,31.6,307
15,89917-89918,89917,89918,16.49,11.06,32.54,461
15,79049-79127,79049,79127,5.03,27.73,50.57,696
15,90332-89856,90332,89856,43.53,0.0,22.35,85
15,89914-80974,89914,80974,47.19,16.5,30.03,303
15,90284-90285,90284,90285,9.84,34.72,40.93,193
15,90541-90639,90541,90639,0.0,22.49,55.02,209
15,79496-79506,79496,79506,0.0,0.0,82.76,29
15,4246-78922,4246,78922,2.24,10.45,83.21,804
15,4246-5154,4246,5154,3.11,13.26,72.34,611
15,4246-5162,4246,5162,5.01,34.34,53.42,1855
15,4246-5151,4246,5151,3.31,22.11,66.53,484
15,4246-85850,4246,85850,2.16,10.93,81.72,2598
15,4246-88399,4246,88399,3.16,12.52,77.62,791
15,4246-5146,4246,5146,6.38,60.47,28.57,721
15,4246-5160,4246,5160,2.44,10.4,80.49,779
15,4246-5161,4246,5161,4.04,21.83,66.74,1855
15,4246-5142,4246,5142,6.98,43.51,44.48,616
15,4246-5159,4246,5159,2.09,15.48,76.85,717
15,4246-5156,4246,5156,3.28,13.79,78.0,609
15,4246-5150,4246,5150,3.74,28.35,62.62,642
15,4246-85851,4246,85851,1.03,10.35,83.4,1072
15,4246-5157,4246,5157,4.94,36.97,53.32,587
15,4246-80318,4246,80318,0.0,9.82,80.6,794
15,4246-5152,4246,5152,0.0,18.31,72.54,426
15,4246-78921,4246,78921,4.34,12.47,73.41,1083
15,4246-5155,4246,5155,3.03,14.03,75.68,991
15,4246-5158,4246,5158,3.12,10.31,79.02,834
15,4246-79290,4246,79290,0.0,11.01,75.15,672
15,4246-5149,4246,5149,3.74,30.35,60.71,481
15,4246-5163,4246,5163,2.27,11.88,75.07,2206
15,4246-5153,4246,5153,4.23,24.1,65.33,473
15,4246-5144,4246,5144,0.0,12.0,84.73,275
15,4246-89953,4246,89953,2.06,12.34,75.58,1167
15,4246-5145,4246,5145,4.44,21.88,58.88,608
15,4246-6016,4246,6016,5.49,31.43,54.22,983
15,4246-80317,4246,80317,2.94,13.38,74.41,2481
15,4246-79574,4246,79574,0.0,10.65,74.35,967
15,4246-79573,4246,79573,2.22,13.06,77.0,1126
15,4246-5147,4246,5147,6.99,43.57,38.97,544
15,4246-81017,4246,81017,2.01,12.35,79.72,996
15,4246-81016,4246,81016,2.32,13.21,78.45,863
15,4246-5143,4246,5143,5.29,47.45,40.2,510
15,4246-92525,4246,92525,0.0,0.0,68.09,47
15,4246-87528,4246,87528,1.82,12.52,78.59,1046
15,4246-79414,4246,79414,0.0,0.0,76.47,51
15,81099-78950,81099,78950,5.05,21.72,64.65,396
15,81099-92249,81099,92249,7.9,21.73,59.75,405
15,79441-79442,79441,79442,0.0,65.89,23.36,214
15,88308-88309,88308,88309,0.0,31.67,55.0,60
15,10969-79259,10969,79259,0.0,43.85,44.62,130
15,92302-92303,92302,92303,0.0,0.0,73.26,86
15,88321-88322,88321,88322,0.0,10.23,76.7,176
15,6258-10807,6258,10807,0.0,26.56,31.8,305
15,79269-79270,79269,79270,0.0,0.0,0.0,12
