year,mergecode,districtcode,schoolcode,black,hispanic,white,totalenroll
17,4406-6055,4406,6055,10.69,62.36,17.54,1254
17,4406-5805,4406,5805,13.18,61.71,15.01,713
17,4406-5808,4406,5808,2.99,33.33,57.23,1473
17,4406-5802,4406,5802,2.33,28.35,58.25,515
17,4406-5799,4406,5799,1.56,41.68,53.52,895
17,4406-5796,4406,5796,4.48,76.42,9.2,424
17,4406-5794,4406,5794,6.53,59.05,23.37,398
17,4406-5795,4406,5795,10.79,70.5,11.27,417
17,4406-79378,4406,79378,2.26,25.14,66.78,1770
17,4406-5797,4406,5797,17.39,54.42,15.44,667
17,4406-5804,4406,5804,4.9,67.71,19.82,449
17,4406-5806,4406,5806,2.34,32.55,57.63,642
17,4406-5798,4406,5798,3.49,53.39,32.24,487
17,4406-5792,4406,5792,0.0,41.99,46.15,312
17,4406-5800,4406,5800,0.0,34.69,59.18,392
17,4406-79282,4406,79282,0.0,17.31,71.73,520
17,4406-5807,4406,5807,2.37,22.8,67.14,1351
17,4406-5803,4406,5803,0.0,50.0,36.84,76
17,4406-5801,4406,5801,4.37,71.52,17.05,481
17,4406-5793,4406,5793,2.34,22.61,67.64,513
17,4506-92739,4506,92739,0.0,87.5,0.0,16
17,4506-6188,4506,6188,0.0,79.57,19.13,230
17,90532-90635,90532,90635,0.0,9.67,78.39,796
17,4443-5925,4443,5925,0.0,29.46,65.86,1110
17,4443-5923,4443,5923,0.0,30.99,63.1,626
17,4443-5922,4443,5922,0.0,29.34,64.48,777
17,4443-5920,4443,5920,1.82,38.27,57.54,716
17,4443-79631,4443,79631,0.0,29.87,65.22,529
17,79426-79432,79426,79432,0.0,96.98,0.0,232
17,92312-92313,92312,92313,3.0,18.2,62.48,533
17,90917-90999,90917,90999,3.2,15.79,54.51,532
17,92314-92315,92314,92315,2.33,11.63,75.78,516
17,91878-91879,91878,91879,0.0,11.55,68.16,537
17,92656-92708,92656,92708,0.0,14.87,51.08,511
17,91758-91785,91758,91785,2.94,12.92,71.23,511
17,90857-90994,90857,90994,0.0,8.4,72.59,405
17,92704-92707,92704,92707,0.0,35.28,38.1,462
17,90915-91001,90915,91001,4.99,27.54,52.87,541
17,90916-91000,90916,91000,0.0,11.17,75.42,537
17,89486-89487,89486,89487,4.14,18.08,68.55,531
17,6378-10755,6378,10755,0.0,63.27,0.0,49
17,4331-6344,4331,6344,3.66,12.79,77.55,383
17,85816-5503,85816,5503,7.64,81.38,9.55,419
17,87403-87404,87403,87404,0.0,13.53,80.59,170
17,90779-90780,90779,90780,7.29,38.12,46.04,480
17,91131-91132,91131,91132,0.0,6.67,90.48,210
17,91958-92598,91958,92598,0.0,55.1,24.49,98
17,91958-92984,91958,92984,0.0,39.62,41.51,53
17,4346-5520,4346,5520,0.0,77.14,0.0,105
17,79947-79950,79947,79950,6.96,56.77,28.25,761
17,79947-81187,79947,81187,13.94,45.82,32.0,825
17,79947-91805,79947,91805,0.0,92.01,0.0,413
17,87407-81179,87407,81179,5.11,23.24,61.29,2134
17,8336-8348,8336,8348,0.0,0.0,0.0,23
17,8336-8337,8336,8337,0.0,0.0,0.0,12
17,8336-92289,8336,92289,19.48,76.62,0.0,77
17,8336-10229,8336,10229,0.0,58.33,0.0,24
17,8336-8343,8336,8343,0.0,0.0,0.0,16
17,8336-8341,8336,8341,27.78,50.0,0.0,54
17,8336-8340,8336,8340,0.0,68.75,0.0,16
17,92566-92567,92566,92567,0.0,36.23,40.58,69
17,85749-85750,85749,85750,0.0,11.82,77.96,313
17,4345-5519,4345,5519,3.29,22.77,61.03,852
17,4274-5354,4274,5354,0.0,67.18,31.66,259
17,4187-4797,4187,4797,0.0,0.0,0.0,15
17,4471-6101,4471,6101,0.0,46.85,52.25,111
17,4471-6103,4471,6103,0.0,47.3,51.35,74
17,4471-6102,4471,6102,0.0,53.7,44.44,54
17,91133-91134,91133,91134,0.0,18.41,58.83,1195
17,4272-91985,4272,91985,15.67,76.5,6.22,434
17,4272-87619,4272,87619,12.62,50.09,31.64,531
17,4272-90028,4272,90028,9.44,49.09,33.46,1049
17,4272-79670,4272,79670,11.94,53.75,29.03,720
17,4272-79792,4272,79792,16.31,51.06,28.23,705
17,4272-5348,4272,5348,14.63,74.77,7.5,547
17,4272-5349,4272,5349,12.27,75.46,10.04,269
17,4272-5347,4272,5347,4.89,90.22,3.84,859
17,4272-78924,4272,78924,11.57,54.8,28.6,458
17,79929-80006,79929,80006,0.0,92.86,0.0,98
17,4508-6192,4508,6192,0.0,85.42,0.0,96
17,6361-6065,6361,6065,3.98,32.96,37.56,804
17,81078-81079,81078,81079,0.0,6.2,39.04,1081
17,90508-90509,90508,90509,0.0,13.84,62.17,571
17,90841-91055,90841,91055,3.63,5.44,36.01,772
17,90842-91056,90842,91056,1.67,3.57,18.84,897
17,90862-90863,90862,90863,0.0,10.16,74.53,640
17,91280-91343,91280,91343,2.05,6.27,51.22,781
17,91309-91766,91309,91766,3.29,16.37,59.92,1063
17,91339-92030,91339,92030,4.23,6.88,36.77,756
17,91949-91997,91949,91997,6.79,16.05,52.93,648
17,92318-92319,92318,92319,2.49,17.19,57.09,762
17,92320-92321,92320,92321,1.78,9.03,78.12,786
17,92349-92350,92349,92350,7.95,19.32,38.3,880
17,92734-92735,92734,92735,10.75,15.05,38.17,186
17,92736-92737,92736,92737,13.41,27.16,33.11,589
17,92863-92864,92863,92864,2.45,5.09,24.72,530
17,92865-92866,92865,92866,4.31,3.17,9.75,441
17,92997-93010,92997,93010,6.32,7.09,18.58,522
17,4412-90822,4412,90822,0.0,0.0,0.0,34
17,4412-5847,4412,5847,0.0,0.0,0.0,193
17,4412-5846,4412,5846,0.0,0.0,0.0,130
17,4412-948673,4412,948673,0.0,0.0,0.0,231
17,4412-5844,4412,5844,0.0,4.53,0.0,353
17,4468-6088,4468,6088,0.0,22.83,67.58,219
17,4468-6089,4468,6089,0.0,27.03,67.57,185
17,79204-10729,79204,10729,10.88,23.85,48.74,478
17,4294-10730,4294,10730,6.55,28.12,59.74,626
17,90885-91791,90885,91791,3.57,17.56,66.07,336
17,4268-5319,4268,5319,13.32,75.47,4.67,856
17,4268-81141,4268,81141,12.44,72.58,3.92,434
17,4268-5320,4268,5320,24.41,57.82,8.99,467
17,4268-5321,4268,5321,7.7,76.45,6.25,688
17,4268-92301,4268,92301,0.0,69.57,0.0,23
17,4481-6116,4481,6116,0.0,37.33,55.48,292
17,4481-6100,4481,6100,0.0,40.28,50.0,72
17,4481-6127,4481,6127,0.0,19.64,73.21,56
17,79983-79507,79983,79507,13.41,36.89,40.24,328
17,10972-78803,10972,78803,0.0,7.51,82.39,426
17,4355-5537,4355,5537,0.0,14.82,78.27,796
17,4355-5538,4355,5538,0.0,17.53,72.22,576
17,4355-88341,4355,88341,2.01,9.37,82.06,747
17,4355-92270,4355,92270,1.87,11.61,80.73,965
17,79226-4799,79226,4799,0.0,25.79,68.68,380
17,79226-4794,79226,4794,2.99,30.43,63.59,368
17,79226-4793,79226,4793,0.0,25.27,69.72,459
17,79226-85879,79226,85879,0.0,0.0,88.0,25
17,4515-6203,4515,6203,0.0,66.67,0.0,123
17,4169-4754,4169,4754,0.0,69.23,28.02,182
17,4169-4752,4169,4752,0.0,67.36,30.58,242
17,4169-4753,4169,4753,0.0,65.45,31.52,165
17,89871-89872,89871,89872,0.0,18.84,65.22,69
17,4231-4908,4231,4908,0.0,0.0,0.0,12
17,4397-5645,4397,5645,0.0,25.9,47.86,583
17,4397-5648,4397,5648,0.0,24.23,50.37,681
17,4397-5647,4397,5647,0.0,22.49,50.15,329
17,4397-5646,4397,5646,0.0,25.7,47.19,498
17,81041-90158,81041,90158,0.0,79.25,0.0,53
17,81041-81042,81041,81042,11.11,80.42,0.0,189
17,81041-81182,81041,81182,0.0,28.18,59.09,110
17,4224-4896,4224,4896,0.0,0.0,57.94,107
17,4513-6201,4513,6201,0.0,0.0,81.48,27
17,4171-4758,4171,4758,0.0,88.89,0.0,45
17,4171-4759,4171,4759,0.0,0.0,0.0,16
17,4305-5470,4305,5470,6.69,63.18,20.08,239
17,81097-81098,81097,81098,29.29,39.72,26.99,652
17,4362-5550,4362,5550,0.0,14.12,57.63,262
17,4269-81110,4269,81110,6.92,61.41,27.18,824
17,4269-87473,4269,87473,6.38,69.04,20.21,940
17,4269-91214,4269,91214,0.0,0.0,0.0,12
17,4269-90341,4269,90341,8.82,56.82,30.35,748
17,4269-89572,4269,89572,8.63,61.12,25.99,962
17,4269-87471,4269,87471,8.62,57.43,27.85,754
17,4269-88398,4269,88398,7.8,49.93,35.16,731
17,4284-5424,4284,5424,7.51,59.29,29.97,1518
17,4284-91214,4284,91214,0.0,28.21,53.85,39
17,4284-79376,4284,79376,4.7,39.98,50.61,1063
17,4284-89573,4284,89573,8.69,55.54,31.05,1462
17,4378-5587,4378,5587,0.0,61.82,34.09,440
17,4378-5583,4378,5583,0.0,50.48,44.1,517
17,4378-5584,4378,5584,0.0,63.21,30.62,405
17,4378-5585,4378,5585,4.44,30.37,57.9,563
17,4378-6048,4378,6048,0.0,24.07,67.08,486
17,4378-79655,4378,79655,0.0,32.25,61.79,369
17,79971-81102,79971,81102,0.0,54.79,26.6,188
17,90328-88290,90328,88290,13.39,33.47,43.1,239
17,90327-88289,90327,88289,7.57,24.35,56.5,423
17,90327-92235,90327,92235,10.13,25.77,52.2,454
17,91934-92498,91934,92498,8.89,23.33,58.33,180
17,85448-85451,85448,85451,0.0,43.48,49.46,184
17,85448-92561,85448,92561,0.0,30.99,52.11,71
17,85448-87441,85448,87441,0.0,26.76,64.79,71
17,90331-87412,90331,87412,0.0,33.33,0.0,72
17,80032-80033,80032,80033,0.0,96.88,0.0,96
17,79055-80463,79055,80463,3.97,25.52,62.24,580
17,78888-78889,78888,78889,0.0,20.66,71.83,213
17,78888-90325,78888,90325,12.93,32.76,46.55,116
17,79905-79906,79905,79906,6.9,74.23,11.25,551
17,91330-91926,91330,91926,0.0,0.0,74.7,83
17,4470-84659,4470,84659,0.0,55.17,0.0,29
17,4470-6098,4470,6098,0.0,29.61,55.3,689
17,4470-6100,4470,6100,0.0,27.09,60.76,395
17,4470-6099,4470,6099,0.0,32.55,52.76,381
17,4470-90137,4470,90137,0.0,0.0,48.28,29
17,89758-89759,89758,89759,0.0,9.27,75.33,604
17,4484-85850,4484,85850,0.0,0.0,79.17,48
17,4484-6119,4484,6119,0.0,17.56,72.52,131
17,81029-81030,81029,81030,7.79,53.25,29.55,308
17,78858-78859,78858,78859,0.0,23.68,69.3,114
17,4400-5652,4400,5652,0.0,25.49,60.78,51
17,79047-80430,79047,80430,0.0,74.51,0.0,51
17,79047-79129,79047,79129,11.81,75.69,6.71,432
17,79047-80025,79047,80025,11.93,52.29,30.28,109
17,79047-80050,79047,80050,8.29,77.56,0.0,205
17,80001-80002,80001,80002,0.0,57.29,33.33,192
17,4282-79283,4282,79283,3.92,91.76,2.61,765
17,4282-5414,4282,5414,0.0,89.47,0.0,190
17,4282-5398,4282,5398,3.14,91.71,2.76,796
17,4282-5405,4282,5405,2.42,94.57,1.67,1197
17,4282-5406,4282,5406,5.72,87.65,3.91,1101
17,4282-5411,4282,5411,3.46,91.72,2.56,1329
17,4282-5407,4282,5407,3.11,91.56,2.22,1126
17,4282-6032,4282,6032,3.49,92.38,2.33,774
17,4282-5399,4282,5399,3.89,91.47,1.8,668
17,4282-5409,4282,5409,8.73,84.34,4.49,779
17,4282-5402,4282,5402,4.25,87.25,4.96,706
17,4282-5400,4282,5400,5.43,88.64,2.96,810
17,4282-5401,4282,5401,4.99,89.02,4.49,601
17,4282-81109,4282,81109,10.55,81.32,3.43,787
17,4282-78980,4282,78980,3.31,92.1,2.82,1240
17,4282-5412,4282,5412,4.21,91.35,3.66,902
17,4282-5413,4282,5413,3.08,91.59,3.38,975
17,4282-89955,4282,89955,5.18,87.61,4.17,888
17,4282-5404,4282,5404,2.7,92.76,2.58,815
17,4282-5403,4282,5403,6.3,84.67,5.3,698
17,4282-5415,4282,5415,3.74,91.31,3.14,829
17,4446-79692,4446,79692,2.17,64.64,22.23,922
17,4446-5934,4446,5934,4.83,65.17,16.03,580
17,4446-5935,4446,5935,3.45,66.38,20.26,464
17,4446-5929,4446,5929,0.0,59.91,17.46,464
17,4446-87948,4446,87948,0.0,50.87,40.39,515
17,4446-90899,4446,90899,0.0,45.05,47.52,202
17,4446-5930,4446,5930,0.0,73.17,17.2,436
17,4446-5936,4446,5936,2.46,64.48,23.0,487
17,4446-89578,4446,89578,0.0,64.83,26.34,691
17,4446-5937,4446,5937,0.0,64.13,19.13,460
17,4446-5932,4446,5932,6.02,62.15,13.55,465
17,4446-5933,4446,5933,3.7,68.38,14.37,487
17,4446-7349,4446,7349,0.0,0.0,0.0,12
17,4446-89579,4446,89579,2.34,58.67,29.04,854
17,4453-5948,4453,5948,3.57,54.35,28.84,1737
17,4453-79658,4453,79658,0.0,36.47,45.88,85
17,4453-7349,4453,7349,0.0,0.0,0.0,12
17,4453-90084,4453,90084,3.73,66.83,21.76,1797
17,4410-5835,4410,5835,0.0,22.02,61.14,386
17,4410-5839,4410,5839,1.95,27.21,59.27,1694
17,4410-5836,4410,5836,0.0,18.18,60.1,198
17,4410-5837,4410,5837,0.0,21.54,65.78,599
17,4410-5833,4410,5833,0.0,22.06,65.84,603
17,4410-5834,4410,5834,0.0,24.27,62.29,655
17,4410-5832,4410,5832,0.0,21.7,60.07,576
17,4410-5838,4410,5838,0.0,32.48,54.53,508
17,4244-5134,4244,5134,0.0,13.26,82.33,430
17,4244-5137,4244,5137,1.41,6.76,88.39,1775
17,4244-5136,4244,5136,0.0,15.52,78.12,393
17,4244-78912,4244,78912,0.0,12.09,80.3,604
17,4244-87477,4244,87477,0.0,7.85,83.99,662
17,4244-80056,4244,80056,0.0,7.8,86.57,551
17,4244-78911,4244,78911,1.24,8.44,86.41,971
17,4244-91771,4244,91771,0.0,0.0,93.22,59
17,4395-5638,4395,5638,0.0,0.0,0.0,125
17,4191-85876,4191,85876,0.0,99.64,0.0,276
17,4191-85877,4191,85877,11.39,40.0,42.78,395
17,4191-4801,4191,4801,10.28,33.64,48.6,107
17,4191-4802,4191,4802,0.0,0.0,0.0,154
17,4191-79039,4191,79039,0.0,0.0,0.0,248
17,6362-5555,6362,5555,5.27,16.36,61.64,550
17,79886-79910,79886,79910,0.0,8.21,82.98,329
17,88299-88300,88299,88300,4.58,15.14,58.33,720
17,4242-87058,4242,87058,0.0,0.0,55.56,45
17,4242-5117,4242,5117,3.76,17.21,61.58,825
17,4242-89591,4242,89591,5.49,15.77,52.96,710
17,4242-90302,4242,90302,2.93,17.21,46.82,581
17,4242-85838,4242,85838,0.0,12.73,71.55,833
17,4242-79247,4242,79247,4.68,17.14,61.56,770
17,4242-79633,4242,79633,5.83,15.29,68.93,2642
17,4242-5125,4242,5125,6.78,25.36,53.83,1254
17,4242-5127,4242,5127,10.27,47.76,32.3,3241
17,4242-91282,4242,91282,0.0,12.95,74.82,139
17,4242-5119,4242,5119,6.0,20.36,50.35,717
17,4242-88404,4242,88404,0.0,10.54,44.49,816
17,4242-80102,4242,80102,4.35,19.94,50.97,667
17,4242-85837,4242,85837,3.07,12.01,69.99,683
17,4242-5122,4242,5122,6.16,41.68,43.53,487
17,4242-89926,4242,89926,2.6,15.8,73.3,1000
17,4242-5126,4242,5126,11.59,42.6,31.28,716
17,4242-92892,4242,92892,3.0,15.69,76.54,1765
17,4242-92891,4242,92891,2.82,17.95,70.54,886
17,4242-5116,4242,5116,10.84,77.27,5.07,572
17,4242-5113,4242,5113,2.36,91.74,4.42,678
17,4242-89925,4242,89925,0.0,13.17,72.41,957
17,4242-6015,4242,6015,8.38,22.33,48.38,3900
17,4242-5114,4242,5114,3.26,87.09,7.23,705
17,4242-89590,4242,89590,3.36,12.62,71.92,951
17,4242-79653,4242,79653,4.57,16.19,71.02,766
17,4242-91794,4242,91794,0.0,11.7,75.06,778
17,4242-5121,4242,5121,7.94,48.46,26.74,617
17,4242-5123,4242,5123,8.09,50.48,31.2,939
17,4242-5115,4242,5115,0.0,12.47,50.12,810
17,4242-78996,4242,78996,0.0,32.35,35.29,34
17,4242-79636,4242,79636,4.44,18.06,69.03,720
17,4242-89613,4242,89613,4.91,15.08,69.65,3542
17,4242-89589,4242,89589,2.41,14.49,75.55,994
17,4242-6014,4242,6014,4.93,20.41,57.0,872
17,4242-6013,4242,6013,9.0,61.14,23.22,633
17,4242-5111,4242,5111,6.68,81.68,4.97,584
17,4242-5118,4242,5118,5.38,50.32,31.33,632
17,4242-87679,4242,87679,2.87,14.57,68.09,940
17,4242-79634,4242,79634,3.77,15.0,69.78,1327
17,4242-5124,4242,5124,8.1,48.38,29.76,494
17,4242-79635,4242,79635,3.86,33.66,49.46,829
17,4242-5120,4242,5120,3.09,13.99,76.49,808
17,4242-87519,4242,87519,4.3,13.2,75.07,1023
17,4242-5110,4242,5110,7.13,56.86,27.09,897
17,4158-4733,4158,4733,0.0,0.0,0.0,344
17,4158-4732,4158,4732,0.0,0.0,0.0,452
17,4158-4737,4158,4737,0.0,0.0,0.0,1042
17,4158-4731,4158,4731,0.0,0.0,0.0,402
17,4158-4734,4158,4734,0.0,0.0,0.0,476
17,4158-4736,4158,4736,0.0,0.0,0.0,427
17,4158-4735,4158,4735,0.0,0.0,0.0,371
17,4474-91815,4474,91815,0.0,0.0,80.0,20
17,4474-6110,4474,6110,0.0,30.27,65.14,697
17,4474-6108,4474,6108,0.0,30.42,64.99,697
17,4474-6109,4474,6109,0.0,30.3,65.06,561
17,4474-78928,4474,78928,0.0,25.93,69.14,405
17,90138-90139,90138,90139,1.5,6.88,60.5,800
17,90138-92636,90138,92636,0.0,20.6,71.86,199
17,5186-10801,5186,10801,15.51,56.73,20.82,245
17,5186-92637,5186,92637,15.83,57.5,20.42,240
17,92316-92317,92316,92317,0.0,14.73,72.92,421
17,4486-6122,4486,6122,0.0,18.76,67.11,453
17,81027-81028,81027,81028,11.58,36.16,38.98,354
17,4177-4785,4177,4785,0.0,41.38,54.02,87
17,10386-78915,10386,78915,0.0,0.0,0.0,14
17,10386-85842,10386,85842,0.0,0.0,30.77,65
17,10386-81127,10386,81127,0.0,0.0,0.0,49
17,92989-766437,92989,766437,0.0,98.67,0.0,75
17,91773-10733,91773,10733,0.0,54.29,32.38,105
17,4370-92635,4370,92635,0.0,0.0,98.71,311
17,4370-5567,4370,5567,0.0,0.0,96.6,235
17,4381-90858,4381,90858,0.0,45.45,47.47,198
17,4381-5592,4381,5592,1.44,44.97,48.35,1183
17,4381-5593,4381,5593,0.0,24.39,66.79,533
17,79467-79468,79467,79468,7.82,39.1,48.58,422
17,90533-88388,90533,88388,0.0,15.0,78.33,180
17,4160-4742,4160,4742,0.0,29.55,59.66,176
17,4160-5632,4160,5632,0.0,0.0,85.71,21
17,4160-4711,4160,4711,0.0,0.0,77.14,35
17,89556-89557,89556,89557,0.0,94.92,0.0,118
17,4479-6114,4479,6114,0.0,39.58,55.21,96
17,4479-4987,4479,4987,0.0,0.0,57.14,28
17,4416-5855,4416,5855,0.0,50.89,43.06,562
17,4416-5843,4416,5843,0.0,48.15,51.85,27
17,4416-90824,4416,90824,0.0,55.61,38.05,205
17,4442-92608,4442,92608,9.3,46.51,13.95,172
17,4442-5916,4442,5916,8.26,49.91,23.12,545
17,4442-89577,4442,89577,9.44,37.29,29.3,413
17,4442-5914,4442,5914,11.56,50.0,16.76,346
17,4442-5911,4442,5911,8.26,56.88,24.16,654
17,79077-79099,79077,79099,18.39,54.71,17.94,223
17,79988-79989,79988,79989,5.38,54.71,8.07,223
17,4487-6123,4487,6123,0.0,47.39,49.05,422
17,4487-6124,4487,6124,0.0,46.43,48.21,504
17,4487-6126,4487,6126,0.0,51.7,42.18,441
17,4487-90934,4487,90934,0.0,22.2,73.93,491
17,4487-6125,4487,6125,0.0,29.52,67.4,227
17,79074-79102,79074,79102,13.96,19.37,61.04,444
17,4501-78935,4501,78935,3.23,80.79,12.61,682
17,4501-6172,4501,6172,2.04,82.7,11.45,786
17,4501-85833,4501,85833,2.23,85.5,8.79,717
17,4501-91908,4501,91908,0.0,45.24,47.86,420
17,4501-87486,4501,87486,0.0,97.44,0.0,78
17,4501-6174,4501,6174,0.0,82.56,12.09,430
17,4501-89582,4501,89582,0.0,73.05,22.12,642
17,4501-6168,4501,6168,3.14,81.53,12.2,574
17,4501-6169,4501,6169,0.0,91.37,5.93,371
17,4501-6173,4501,6173,0.0,84.0,13.0,600
17,4501-85834,4501,85834,0.0,94.35,2.83,460
17,4501-6175,4501,6175,0.0,89.78,6.45,558
17,92369-92906,92369,92906,15.45,65.45,10.91,110
17,4263-5289,4263,5289,2.57,50.34,41.44,584
17,4263-5283,4263,5283,2.25,93.7,2.25,667
17,4263-79285,4263,79285,6.6,88.3,1.74,863
17,4263-6023,4263,6023,6.03,88.34,2.01,746
17,4263-5284,4263,5284,6.43,74.96,6.1,607
17,4263-5285,4263,5285,3.21,90.08,3.36,655
17,4263-5287,4263,5287,4.56,85.13,4.92,834
17,4263-5288,4263,5288,5.04,86.75,3.82,1072
17,4263-5286,4263,5286,0.0,93.13,2.66,451
17,79443-79444,79443,79444,14.94,39.63,33.23,328
17,89917-89918,89917,89918,20.59,9.87,36.34,476
17,79049-79127,79049,79127,6.03,31.9,45.26,696
17,89914-80974,89914,80974,53.64,19.39,21.52,330
17,90284-90285,90284,90285,8.22,33.33,41.1,219
17,90541-90639,90541,90639,12.01,22.52,51.05,333
17,79496-79506,79496,79506,0.0,0.0,77.78,18
17,4246-7356,4246,7356,0.0,0.0,82.35,17
17,4246-7408,4246,7408,0.0,0.0,73.33,30
17,4246-78922,4246,78922,1.87,9.09,83.29,748
17,4246-5154,4246,5154,6.64,15.32,66.67,633
17,4246-5162,4246,5162,6.48,37.02,48.77,1745
17,4246-5151,4246,5151,4.67,24.39,63.62,492
17,4246-85850,4246,85850,2.24,11.66,80.62,2539
17,4246-88399,4246,88399,3.32,10.33,79.58,813
17,4246-5146,4246,5146,7.38,59.38,27.85,650
17,4246-5160,4246,5160,2.51,13.53,78.7,798
17,4246-5161,4246,5161,4.48,24.79,63.9,1698
17,4246-5142,4246,5142,7.58,42.42,43.1,594
17,4246-79414,4246,79414,0.0,0.0,75.56,45
17,4246-5159,4246,5159,3.15,16.19,76.91,667
17,4246-5156,4246,5156,3.02,15.71,76.28,662
17,4246-5150,4246,5150,4.12,31.37,57.44,679
17,4246-85851,4246,85851,0.0,11.09,82.22,1046
17,4246-5157,4246,5157,7.36,34.28,50.67,598
17,4246-80318,4246,80318,1.93,9.09,80.58,726
17,4246-5152,4246,5152,0.0,20.37,70.49,427
17,4246-78921,4246,78921,3.67,12.33,75.35,1144
17,4246-5155,4246,5155,0.0,11.76,78.36,1003
17,4246-5158,4246,5158,3.38,12.2,77.9,828
17,4246-79290,4246,79290,0.0,10.36,76.48,676
