Fiscal Year,LEA ID,LEA Name,School Entity ID,School Name,County,Charter,Subgroup,Dropout Rate
2021,4454,Santa Cruz Valley Union High School District,5951,Santa Cruz Valley Union High School,Pinal,N,All,5
2021,79951,"SC Jensen Corporation, Inc. dba Intelli-School",79952,Intelli-School,Maricopa,Y,All,26.92
2021,4240,Scottsdale Unified District,5066,Arcadia High School,Maricopa,N,All,2.42
2021,4240,Scottsdale Unified District,5069,Chaparral High School,Maricopa,N,All,2
2021,4240,Scottsdale Unified District,5067,Coronado High School,Maricopa,N,All,3.81
2021,4240,Scottsdale Unified District,5070,Desert Mountain High School,Maricopa,N,All,2
2021,4240,Scottsdale Unified District,5063,Mountainside Middle School,Maricopa,N,All,2.49
2021,4240,Scottsdale Unified District,5068,Saguaro High School,Maricopa,N,All,2
2021,4240,Scottsdale Unified District,91286,Scottsdale Online Learning,Maricopa,N,All,2
2021,4240,Scottsdale Unified District,5047,Tonalea K-8,Maricopa,N,All,3.55
2021,4467,Sedona-Oak Creek JUSD #9,6085,Sedona Red Rock Junior/Senior High School,Yavapai,N,All,3.62
2021,4393,Show Low Unified District,5632,Show Low High School,Navajo,N,All,3.15
2021,4393,Show Low Unified District,91203,WMI ON LINE,Navajo,N,All,29.66
2021,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,N,All,3.16
2021,4175,Sierra Vista Unified District,4781,Joyce Clark Middle School,Cochise,N,All,2
2021,79084,"Skyline Schools, Inc.",79092,Skyline Prep High School,Maricopa,Y,All,9.13
2021,4391,Snowflake Unified District,5618,Snowflake High School,Navajo,N,All,3.03
2021,79000,"Southern Arizona Community Academy, Inc.",79028,Southern Arizona Community Academy,Pima,Y,All,10.37
2021,92043,Southwest Leadership Academy,92044,Southwest Leadership Academy,Maricopa,Y,All,14.5
2021,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,N,All,39.29
2021,91992,StrengthBuilding Partners,92497,Las Puertas Community School,Pima,Y,All,13.58
2021,4407,Sunnyside Unified District,5809,Apollo Middle School,Pima,N,All,2.8
2021,4407,Sunnyside Unified District,5824,Challenger Middle School,Pima,N,All,2
2021,4407,Sunnyside Unified District,5826,Desert View High School,Pima,N,All,7.67
2021,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,N,All,28.13
2021,4407,Sunnyside Unified District,5827,Sunnyside High School,Pima,N,All,5.56
2021,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,N,All,2
2021,4440,Superior Unified School District,5907,Superior Junior/Senior High School,Pinal,N,All,10.05
2021,4258,Tempe School District,5231,Connolly Middle School,Maricopa,N,All,4.07
2021,4258,Tempe School District,5232,Fees College Preparatory Middle School,Maricopa,N,All,3.04
2021,4258,Tempe School District,5230,Gililland Middle School,Maricopa,N,All,3.29
2021,4287,Tempe Union High School District,5450,Compadre High School,Maricopa,N,All,26.55
2021,4287,Tempe Union High School District,5447,Corona Del Sol High School,Maricopa,N,All,2
2021,4287,Tempe Union High School District,5449,Desert Vista High School,Maricopa,N,All,2
2021,4287,Tempe Union High School District,5446,Marcos De Niza High School,Maricopa,N,All,3.14
2021,4287,Tempe Union High School District,5445,Mcclintock High School,Maricopa,N,All,2.02
2021,4287,Tempe Union High School District,5448,Mountain Pointe High School,Maricopa,N,All,2.07
2021,4287,Tempe Union High School District,87990,TAPBI,Maricopa,N,All,2.43
2021,4287,Tempe Union High School District,5444,Tempe High School,Maricopa,N,All,3.42
2021,4219,Thatcher Unified District,4889,Thatcher High School,Graham,N,All,2.52
2021,92976,Think Through Academy,1000047,Think Through Academy,Maricopa,Y,All,29.63
2021,4288,Tolleson Union High School District,85810,Copper Canyon High School,Maricopa,N,All,3.15
2021,4288,Tolleson Union High School District,80051,La Joya Community High School,Maricopa,N,All,4.74
2021,4288,Tolleson Union High School District,89908,Sierra Linda High School,Maricopa,N,All,4.23
2021,4288,Tolleson Union High School District,5452,Tolleson Union High School,Maricopa,N,All,2.43
2021,4288,Tolleson Union High School District,1000260,Tolleson Virtual High School,Maricopa,N,All,9.7
2021,4288,Tolleson Union High School District,90085,West Point High School,Maricopa,N,All,2
2021,4288,Tolleson Union High School District,5453,Westview High School,Maricopa,N,All,4.58
2021,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,N,All,4.63
2021,4197,Tuba City Unified School District #15,4838,Tuba City High School,Coconino,N,All,16.04
2021,6374,Tucson Preparatory School,5892,Tucson Preparatory School,Pima,Y,All,32.3
2021,4403,Tucson Unified District,5750,Alice Vail Middle School,Pima,N,All,3.11
2021,4403,Tucson Unified District,5738,Booth-Fickett Math/Science Magnet School,Pima,N,All,6.9
2021,4403,Tucson Unified District,5756,Catalina High School,Pima,N,All,8.43
2021,4403,Tucson Unified District,85924,Catalina Online Learning Experience,Pima,N,All,6.6
2021,4403,Tucson Unified District,5757,Cholla High School,Pima,N,All,5.15
2021,4403,Tucson Unified District,5737,Doolen Middle School,Pima,N,All,6.85
2021,4403,Tucson Unified District,1001156,Innovation Tech High School,Pima,N,All,8.21
2021,4403,Tucson Unified District,5741,Magee Middle School,Pima,N,All,3.57
2021,4403,Tucson Unified District,5742,Mansfeld Middle Magnet School,Pima,N,All,3.01
2021,4403,Tucson Unified District,92239,Morgan Maxwell School,Pima,N,All,8.84
2021,4403,Tucson Unified District,5758,Palo Verde High Magnet School,Pima,N,All,8.85
2021,4403,Tucson Unified District,5745,Pistor Middle School,Pima,N,All,2
2021,4403,Tucson Unified District,6264,Project More High School,Pima,N,All,31.91
2021,4403,Tucson Unified District,5759,Pueblo High School,Pima,N,All,4.25
2021,4403,Tucson Unified District,5760,Rincon High School,Pima,N,All,7.56
2021,4403,Tucson Unified District,5744,Roberts Naylor,Pima,N,All,7.66
2021,4403,Tucson Unified District,5761,Sabino High School,Pima,N,All,2.45
2021,4403,Tucson Unified District,5762,Sahuaro High School,Pima,N,All,2.6
2021,4403,Tucson Unified District,5763,Santa Rita High School,Pima,N,All,8.38
2021,4403,Tucson Unified District,5747,Secrist Middle School,Pima,N,All,5.84
2021,4403,Tucson Unified District,6272,Teenage Parent Program - TAPP,Pima,N,All,21.43
2021,4403,Tucson Unified District,5764,Tucson Magnet High School,Pima,N,All,4.37
2021,4403,Tucson Unified District,5766,University High School,Pima,N,All,2
2021,4403,Tucson Unified District,5751,Valencia Middle School,Pima,N,All,6.91
2021,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Pima,Y,All,41.22
2021,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,N,All,2
2021,4413,Vail Unified District,79721,Cienega High School,Pima,N,All,2
2021,4413,Vail Unified District,84665,Pantano High School,Pima,N,All,17.92
2021,4413,Vail Unified District,90845,Vail Innovation Center,Pima,N,All,2
2021,4260,Washington Elementary School District,5249,Cholla Middle School,Maricopa,N,All,2
2021,4260,Washington Elementary School District,5259,Mountain Sky Middle School,Maricopa,N,All,2.55
2021,4260,Washington Elementary School District,5260,Mountain View Elementary School,Maricopa,N,All,4.88
2021,4260,Washington Elementary School District,5263,Palo Verde Middle School,Maricopa,N,All,2.06
2021,4394,Whiteriver Unified District,5637,Alchesay High School,Navajo,N,All,21.25
2021,4394,Whiteriver Unified District,5635,Canyon Day Junior High School,Navajo,N,All,12.34
2021,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,N,All,6.7
2021,4170,Willcox Unified District,4757,Willcox High School,Cochise,N,All,4.23
2021,4154,Window Rock Unified District,4717,Window Rock High School,Apache,N,All,4.61
2021,4387,Winslow Unified District,5604,Winslow High School,Navajo,N,All,6.07
2021,4387,Winslow Unified District,5603,Winslow Junior High School,Navajo,N,All,7.94
2021,79379,Yavapai Accommodation School District,91815,Aspire  High School,Yavapai,N,All,23.36
2021,79379,Yavapai Accommodation School District,79380,Yavapai County High School,Yavapai,N,All,21.82
2021,4499,Yuma Elementary District,6163,Castle Dome Middle School,Yuma,N,All,2.31
2021,4499,Yuma Elementary District,6160,Fourth Avenue Junior High School,Yuma,N,All,4.78
2021,4499,Yuma Elementary District,6161,Gila Vista Jr High School,Yuma,N,All,3.42
2021,4499,Yuma Elementary District,6162,R Pete Woodard Jr High School,Yuma,N,All,2.64
2021,4499,Yuma Elementary District,85840,Ron Watson Middle School,Yuma,N,All,7.86
2021,4509,"Yuma Private Industry Council, Inc.",6193,Educational Opportunity Center,Yuma,Y,All,18.75
2021,4507,Yuma Union High School District,6191,Cibola High School,Yuma,N,All,2.94
2021,4507,Yuma Union High School District,89576,Gila Ridge High School,Yuma,N,All,2.4
2021,4507,Yuma Union High School District,6190,Kofa High School,Yuma,N,All,2.57
2021,4507,Yuma Union High School District,80409,San Luis High School,Yuma,N,All,2
2021,4507,Yuma Union High School District,6302,Vista High School,Yuma,N,All,21.69
2021,4507,Yuma Union High School District,6189,Yuma High School,Yuma,N,All,2.45
