LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total
Humboldt Unified District,4469,Lake Valley Elementary School,6090,130222710,Sped Students,*,*,*,28,50,*,*,85
Humboldt Unified District,4469,Liberty Traditional School,6096,130222134,All Students,*,*,*,247,495,*,14,769
Humboldt Unified District,4469,Liberty Traditional School,6096,130222134,ELL Students,*,*,*,46,*,*,*,47
Humboldt Unified District,4469,Liberty Traditional School,6096,130222134,Free Lunch Students,*,*,*,214,187,*,*,415
Humboldt Unified District,4469,Liberty Traditional School,6096,130222134,Sped Students,*,*,*,17,28,*,*,47
Humboldt Unified District,4469,Mayer Elementary School,6107,130243101,All Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Mayer Elementary School,6107,130243101,ELL Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Mayer Elementary School,6107,130243101,Free Lunch Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Mayer Elementary School,6107,130243101,Sped Students,*,*,*,*,*,*,*,*
Humboldt Unified District,4469,Mountain View Elementary School,6094,130222732,All Students,*,11,*,252,293,*,23,588
Humboldt Unified District,4469,Mountain View Elementary School,6094,130222732,ELL Students,*,*,*,65,*,*,*,66
Humboldt Unified District,4469,Mountain View Elementary School,6094,130222732,Free Lunch Students,*,*,*,229,227,*,21,495
Humboldt Unified District,4469,Mountain View Elementary School,6094,130222732,Sped Students,*,*,*,43,59,*,*,111
Hyder Elementary District,4502,,,           _,All Students,*,*,*,82,16,*,*,98
Hyder Elementary District,4502,,,           _,ELL Students,*,*,*,*,*,*,*,17
Hyder Elementary District,4502,,,           _,Free Lunch Students,*,*,*,82,16,*,*,98
Hyder Elementary District,4502,,,           _,Sped Students,*,*,*,*,*,*,*,12
Hyder Elementary District,4502,Dateland Elementary School,6180,140416101,All Students,*,*,*,82,16,*,*,98
Hyder Elementary District,4502,Dateland Elementary School,6180,140416101,ELL Students,*,*,*,*,*,*,*,17
Hyder Elementary District,4502,Dateland Elementary School,6180,140416101,Free Lunch Students,*,*,*,82,16,*,*,98
Hyder Elementary District,4502,Dateland Elementary School,6180,140416101,Sped Students,*,*,*,*,*,*,*,12
"Imagine Avondale Elementary, Inc.",89784,,,           _,All Students,*,*,102,308,110,*,22,553
"Imagine Avondale Elementary, Inc.",89784,,,           _,ELL Students,*,*,*,58,*,*,*,61
"Imagine Avondale Elementary, Inc.",89784,,,           _,Free Lunch Students,*,*,57,200,42,*,12,317
"Imagine Avondale Elementary, Inc.",89784,,,           _,Sped Students,*,*,*,17,*,*,*,37
"Imagine Avondale Elementary, Inc.",89784,Imagine Avondale Elementary,89785,078535101,All Students,*,*,102,308,110,*,22,553
"Imagine Avondale Elementary, Inc.",89784,Imagine Avondale Elementary,89785,078535101,ELL Students,*,*,*,58,*,*,*,61
"Imagine Avondale Elementary, Inc.",89784,Imagine Avondale Elementary,89785,078535101,Free Lunch Students,*,*,57,200,42,*,12,317
"Imagine Avondale Elementary, Inc.",89784,Imagine Avondale Elementary,89785,078535101,Sped Students,*,*,*,17,*,*,*,37
"Imagine Avondale Middle, Inc.",90162,,,           _,All Students,*,*,30,121,33,*,*,196
"Imagine Avondale Middle, Inc.",90162,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Avondale Middle, Inc.",90162,,,           _,Free Lunch Students,*,*,15,78,*,*,*,109
"Imagine Avondale Middle, Inc.",90162,,,           _,Sped Students,*,*,*,13,*,*,*,20
"Imagine Avondale Middle, Inc.",90162,Imagine Avondale Middle,90163,078553001,All Students,*,*,30,121,33,*,*,196
"Imagine Avondale Middle, Inc.",90162,Imagine Avondale Middle,90163,078553001,ELL Students,*,*,*,*,*,*,*,*
"Imagine Avondale Middle, Inc.",90162,Imagine Avondale Middle,90163,078553001,Free Lunch Students,*,*,15,78,*,*,*,109
"Imagine Avondale Middle, Inc.",90162,Imagine Avondale Middle,90163,078553001,Sped Students,*,*,*,13,*,*,*,20
"Imagine Camelback Middle, Inc.",89561,,,           _,All Students,*,*,21,133,*,*,*,168
"Imagine Camelback Middle, Inc.",89561,,,           _,ELL Students,*,*,*,17,*,*,*,21
"Imagine Camelback Middle, Inc.",89561,,,           _,Free Lunch Students,*,*,21,133,*,*,*,168
"Imagine Camelback Middle, Inc.",89561,,,           _,Sped Students,*,*,*,*,*,*,*,*
"Imagine Camelback Middle, Inc.",89561,Imagine Camelback Middle,89562,078531101,All Students,*,*,21,133,*,*,*,168
"Imagine Camelback Middle, Inc.",89561,Imagine Camelback Middle,89562,078531101,ELL Students,*,*,*,17,*,*,*,21
"Imagine Camelback Middle, Inc.",89561,Imagine Camelback Middle,89562,078531101,Free Lunch Students,*,*,21,133,*,*,*,168
"Imagine Camelback Middle, Inc.",89561,Imagine Camelback Middle,89562,078531101,Sped Students,*,*,*,*,*,*,*,*
"Imagine Charter Elementary at Camelback, Inc.",88365,,,           _,All Students,16,*,59,381,16,*,*,487
"Imagine Charter Elementary at Camelback, Inc.",88365,,,           _,ELL Students,*,*,*,159,*,*,*,176
"Imagine Charter Elementary at Camelback, Inc.",88365,,,           _,Free Lunch Students,16,*,59,381,16,*,*,487
"Imagine Charter Elementary at Camelback, Inc.",88365,,,           _,Sped Students,*,*,*,15,*,*,*,20
"Imagine Charter Elementary at Camelback, Inc.",88365,Imagine Camelback Elementary,88366,078519101,All Students,16,*,59,381,16,*,*,487
"Imagine Charter Elementary at Camelback, Inc.",88365,Imagine Camelback Elementary,88366,078519101,ELL Students,*,*,*,159,*,*,*,176
"Imagine Charter Elementary at Camelback, Inc.",88365,Imagine Camelback Elementary,88366,078519101,Free Lunch Students,16,*,59,381,16,*,*,487
"Imagine Charter Elementary at Camelback, Inc.",88365,Imagine Camelback Elementary,88366,078519101,Sped Students,*,*,*,15,*,*,*,20
"Imagine Charter Elementary at Desert West, Inc.",88367,,,           _,All Students,*,*,24,776,14,*,*,819
"Imagine Charter Elementary at Desert West, Inc.",88367,,,           _,ELL Students,*,*,*,*,*,*,*,299
"Imagine Charter Elementary at Desert West, Inc.",88367,,,           _,Free Lunch Students,*,*,24,776,14,*,*,819
"Imagine Charter Elementary at Desert West, Inc.",88367,,,           _,Sped Students,*,*,*,41,*,*,*,46
"Imagine Charter Elementary at Desert West, Inc.",88367,Imagine Desert West Elementary,88368,078520101,All Students,*,*,24,776,14,*,*,819
"Imagine Charter Elementary at Desert West, Inc.",88367,Imagine Desert West Elementary,88368,078520101,ELL Students,*,*,*,*,*,*,*,299
"Imagine Charter Elementary at Desert West, Inc.",88367,Imagine Desert West Elementary,88368,078520101,Free Lunch Students,*,*,24,776,14,*,*,819
"Imagine Charter Elementary at Desert West, Inc.",88367,Imagine Desert West Elementary,88368,078520101,Sped Students,*,*,*,41,*,*,*,46
"Imagine Coolidge Elementary, Inc.",89786,,,           _,All Students,*,46,52,362,206,*,11,685
"Imagine Coolidge Elementary, Inc.",89786,,,           _,ELL Students,*,*,*,83,*,*,*,86
"Imagine Coolidge Elementary, Inc.",89786,,,           _,Free Lunch Students,*,22,23,246,82,*,*,375
"Imagine Coolidge Elementary, Inc.",89786,,,           _,Sped Students,*,*,*,28,21,*,*,65
"Imagine Coolidge Elementary, Inc.",89786,Imagine Coolidge Elementary,89787,078536101,All Students,*,46,52,362,206,*,11,685
"Imagine Coolidge Elementary, Inc.",89786,Imagine Coolidge Elementary,89787,078536101,ELL Students,*,*,*,83,*,*,*,86
"Imagine Coolidge Elementary, Inc.",89786,Imagine Coolidge Elementary,89787,078536101,Free Lunch Students,*,22,23,246,82,*,*,375
"Imagine Coolidge Elementary, Inc.",89786,Imagine Coolidge Elementary,89787,078536101,Sped Students,*,*,*,28,21,*,*,65
"Imagine Desert West Middle, Inc.",89563,,,           _,All Students,*,*,14,298,*,*,*,316
"Imagine Desert West Middle, Inc.",89563,,,           _,ELL Students,*,*,*,*,*,*,*,44
"Imagine Desert West Middle, Inc.",89563,,,           _,Free Lunch Students,*,*,14,298,*,*,*,316
"Imagine Desert West Middle, Inc.",89563,,,           _,Sped Students,*,*,*,23,*,*,*,25
"Imagine Desert West Middle, Inc.",89563,Imagine Desert West Middle,89564,078532101,All Students,*,*,14,298,*,*,*,316
"Imagine Desert West Middle, Inc.",89563,Imagine Desert West Middle,89564,078532101,ELL Students,*,*,*,*,*,*,*,44
"Imagine Desert West Middle, Inc.",89563,Imagine Desert West Middle,89564,078532101,Free Lunch Students,*,*,14,298,*,*,*,316
"Imagine Desert West Middle, Inc.",89563,Imagine Desert West Middle,89564,078532101,Sped Students,*,*,*,23,*,*,*,25
"Imagine Elementary at Tempe, Inc.",88374,,,           _,All Students,*,14,71,103,72,*,15,280
"Imagine Elementary at Tempe, Inc.",88374,,,           _,ELL Students,*,*,*,12,*,*,*,17
"Imagine Elementary at Tempe, Inc.",88374,,,           _,Free Lunch Students,*,14,71,103,71,*,15,279
"Imagine Elementary at Tempe, Inc.",88374,,,           _,Sped Students,*,*,*,*,*,*,*,28
"Imagine Elementary at Tempe, Inc.",88374,Imagine Tempe,88375,078523101,All Students,*,14,71,103,72,*,15,280
"Imagine Elementary at Tempe, Inc.",88374,Imagine Tempe,88375,078523101,ELL Students,*,*,*,12,*,*,*,17
"Imagine Elementary at Tempe, Inc.",88374,Imagine Tempe,88375,078523101,Free Lunch Students,*,14,71,103,71,*,15,279
"Imagine Elementary at Tempe, Inc.",88374,Imagine Tempe,88375,078523101,Sped Students,*,*,*,*,*,*,*,28
"Imagine Middle at East Mesa, Inc.",88369,,,           _,All Students,*,*,*,37,78,*,*,131
"Imagine Middle at East Mesa, Inc.",88369,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Middle at East Mesa, Inc.",88369,,,           _,Free Lunch Students,*,*,*,28,35,*,*,72
"Imagine Middle at East Mesa, Inc.",88369,,,           _,Sped Students,*,*,*,*,15,*,*,24
"Imagine Middle at East Mesa, Inc.",88369,Imagine East Mesa Middle,88370,078521001,All Students,*,*,*,37,78,*,*,131
"Imagine Middle at East Mesa, Inc.",88369,Imagine East Mesa Middle,88370,078521001,ELL Students,*,*,*,*,*,*,*,*
"Imagine Middle at East Mesa, Inc.",88369,Imagine East Mesa Middle,88370,078521001,Free Lunch Students,*,*,*,28,35,*,*,72
"Imagine Middle at East Mesa, Inc.",88369,Imagine East Mesa Middle,88370,078521001,Sped Students,*,*,*,*,15,*,*,24
"Imagine Middle at Surprise, Inc.",88372,,,           _,All Students,*,*,30,64,190,*,17,308
"Imagine Middle at Surprise, Inc.",88372,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Middle at Surprise, Inc.",88372,,,           _,Free Lunch Students,*,*,16,26,52,*,*,103
"Imagine Middle at Surprise, Inc.",88372,,,           _,Sped Students,*,*,*,*,12,*,*,21
"Imagine Middle at Surprise, Inc.",88372,Imagine Surprise Middle,88373,078522101,All Students,*,*,30,64,190,*,17,308
"Imagine Middle at Surprise, Inc.",88372,Imagine Surprise Middle,88373,078522101,ELL Students,*,*,*,*,*,*,*,*
"Imagine Middle at Surprise, Inc.",88372,Imagine Surprise Middle,88373,078522101,Free Lunch Students,*,*,16,26,52,*,*,103
"Imagine Middle at Surprise, Inc.",88372,Imagine Surprise Middle,88373,078522101,Sped Students,*,*,*,*,12,*,*,21
"Imagine Prep Coolidge, Inc.",90034,,,           _,All Students,*,32,25,251,182,*,*,508
"Imagine Prep Coolidge, Inc.",90034,,,           _,ELL Students,*,*,*,16,*,*,*,17
"Imagine Prep Coolidge, Inc.",90034,,,           _,Free Lunch Students,*,11,14,125,57,*,*,215
"Imagine Prep Coolidge, Inc.",90034,,,           _,Sped Students,*,*,*,22,16,*,*,43
"Imagine Prep Coolidge, Inc.",90034,Imagine Prep Coolidge,90035,078547101,All Students,*,32,25,251,182,*,*,508
"Imagine Prep Coolidge, Inc.",90034,Imagine Prep Coolidge,90035,078547101,ELL Students,*,*,*,16,*,*,*,17
"Imagine Prep Coolidge, Inc.",90034,Imagine Prep Coolidge,90035,078547101,Free Lunch Students,*,11,14,125,57,*,*,215
"Imagine Prep Coolidge, Inc.",90034,Imagine Prep Coolidge,90035,078547101,Sped Students,*,*,*,22,16,*,*,43
"Imagine Prep Superstition, Inc.",89788,,,           _,All Students,*,*,20,48,97,*,*,179
"Imagine Prep Superstition, Inc.",89788,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Prep Superstition, Inc.",89788,,,           _,Free Lunch Students,*,*,11,19,29,*,*,63
"Imagine Prep Superstition, Inc.",89788,,,           _,Sped Students,*,*,*,11,14,*,*,32
"Imagine Prep Superstition, Inc.",89788,Imagine Prep Superstition,89789,078537101,All Students,*,*,20,48,97,*,*,179
"Imagine Prep Superstition, Inc.",89788,Imagine Prep Superstition,89789,078537101,ELL Students,*,*,*,*,*,*,*,*
"Imagine Prep Superstition, Inc.",89788,Imagine Prep Superstition,89789,078537101,Free Lunch Students,*,*,11,19,29,*,*,63
"Imagine Prep Superstition, Inc.",89788,Imagine Prep Superstition,89789,078537101,Sped Students,*,*,*,11,14,*,*,32
"Imagine Prep Surprise, Inc.",89790,,,           _,All Students,12,*,12,51,164,*,*,248
"Imagine Prep Surprise, Inc.",89790,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Prep Surprise, Inc.",89790,,,           _,Free Lunch Students,*,*,*,21,45,*,*,79
"Imagine Prep Surprise, Inc.",89790,,,           _,Sped Students,*,*,*,*,20,*,*,38
"Imagine Prep Surprise, Inc.",89790,Imagine Prep Surprise,89791,078538101,All Students,12,*,12,51,164,*,*,248
"Imagine Prep Surprise, Inc.",89790,Imagine Prep Surprise,89791,078538101,ELL Students,*,*,*,*,*,*,*,*
"Imagine Prep Surprise, Inc.",89790,Imagine Prep Surprise,89791,078538101,Free Lunch Students,*,*,*,21,45,*,*,79
"Imagine Prep Surprise, Inc.",89790,Imagine Prep Surprise,89791,078538101,Sped Students,*,*,*,*,20,*,*,38
"Imagine Superstition Middle, Inc.",90160,,,           _,All Students,*,*,*,24,55,*,*,93
"Imagine Superstition Middle, Inc.",90160,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Imagine Superstition Middle, Inc.",90160,,,           _,Free Lunch Students,*,*,*,16,23,*,*,47
"Imagine Superstition Middle, Inc.",90160,,,           _,Sped Students,*,*,*,*,12,*,*,17
"Imagine Superstition Middle, Inc.",90160,Imagine Superstition Middle,90161,078552001,All Students,*,*,*,24,55,*,*,93
"Imagine Superstition Middle, Inc.",90160,Imagine Superstition Middle,90161,078552001,ELL Students,*,*,*,*,*,*,*,*
"Imagine Superstition Middle, Inc.",90160,Imagine Superstition Middle,90161,078552001,Free Lunch Students,*,*,*,16,23,*,*,47
"Imagine Superstition Middle, Inc.",90160,Imagine Superstition Middle,90161,078552001,Sped Students,*,*,*,*,12,*,*,17
Incito Schools,91326,,,           _,All Students,*,*,23,92,121,*,*,254
Incito Schools,91326,,,           _,ELL Students,*,*,*,*,*,*,*,*
Incito Schools,91326,,,           _,Free Lunch Students,*,*,16,55,51,*,*,126
Incito Schools,91326,,,           _,Sped Students,*,*,*,*,*,*,*,15
Incito Schools,91326,Incito Schools,92230,078210001,All Students,*,*,23,92,121,*,*,254
Incito Schools,91326,Incito Schools,92230,078210001,ELL Students,*,*,*,*,*,*,*,*
Incito Schools,91326,Incito Schools,92230,078210001,Free Lunch Students,*,*,16,55,51,*,*,126
Incito Schools,91326,Incito Schools,92230,078210001,Sped Students,*,*,*,*,*,*,*,15
Innovative Humanities Education Corporation,92499,,,           _,All Students,*,*,*,80,28,*,*,119
Innovative Humanities Education Corporation,92499,,,           _,ELL Students,*,*,*,*,*,*,*,*
Innovative Humanities Education Corporation,92499,,,           _,Free Lunch Students,*,*,*,72,23,*,*,106
Innovative Humanities Education Corporation,92499,,,           _,Sped Students,*,*,*,*,*,*,*,15
Innovative Humanities Education Corporation,92499,Copper Point High School,92500,108513001,All Students,*,*,*,80,28,*,*,119
Innovative Humanities Education Corporation,92499,Copper Point High School,92500,108513001,ELL Students,*,*,*,*,*,*,*,*
Innovative Humanities Education Corporation,92499,Copper Point High School,92500,108513001,Free Lunch Students,*,*,*,72,23,*,*,106
Innovative Humanities Education Corporation,92499,Copper Point High School,92500,108513001,Sped Students,*,*,*,*,*,*,*,15
"Institute for Transformative Education, Inc.",90876,,,           _,All Students,*,*,*,45,12,*,*,62
"Institute for Transformative Education, Inc.",90876,,,           _,ELL Students,*,*,*,*,*,*,*,*
"Institute for Transformative Education, Inc.",90876,,,           _,Free Lunch Students,*,*,*,18,*,*,*,27
"Institute for Transformative Education, Inc.",90876,,,           _,Sped Students,*,*,*,*,*,*,*,*
"Institute for Transformative Education, Inc.",90876,Western Institute for Leadership Development,91782,108735001,All Students,*,*,*,45,12,*,*,62
"Institute for Transformative Education, Inc.",90876,Western Institute for Leadership Development,91782,108735001,ELL Students,*,*,*,*,*,*,*,*
"Institute for Transformative Education, Inc.",90876,Western Institute for Leadership Development,91782,108735001,Free Lunch Students,*,*,*,18,*,*,*,27
"Institute for Transformative Education, Inc.",90876,Western Institute for Leadership Development,91782,108735001,Sped Students,*,*,*,*,*,*,*,*
Integrity Education Incorporated,5174,,,           _,All Students,*,*,*,11,25,*,*,53
Integrity Education Incorporated,5174,,,           _,ELL Students,*,*,*,*,*,*,*,*
