year,mergecode,districtcode,schoolcode,black,hispanic,white,totalenroll
19,79457-79458,79457,79458,0.0,33.85,56.92,65
19,90199-90200,90199,90200,8.82,58.09,27.94,136
19,90199-90770,90199,90770,0.0,83.54,11.59,656
19,85540-85541,85540,85541,0.0,21.85,72.27,119
19,90878-911531,90878,911531,4.3,91.08,2.62,953
19,90878-92197,90878,92197,4.54,91.12,2.65,529
19,79961-79094,79961,79094,3.62,71.01,16.49,552
19,92768-92769,92768,92769,5.73,89.43,3.0,1135
19,78897-81130,78897,81130,0.0,23.36,59.81,214
19,78897-78898,78897,78898,0.0,20.89,60.76,158
19,78897-79986,78897,79986,4.23,27.31,56.54,260
19,79213-10795,79213,10795,0.0,61.48,26.67,135
19,7355-91260,7355,91260,0.0,0.0,0.0,12
19,7355-7360,7355,7360,0.0,19.7,53.03,66
19,7355-7356,7355,7356,15.2,38.4,36.0,125
19,6364-5891,6364,5891,0.0,60.48,32.93,167
19,4297-5462,4297,5462,0.0,17.88,75.42,179
19,4325-5496,4325,5496,2.97,77.3,19.73,370
19,79437-79438,79437,79438,0.0,38.35,54.55,352
19,79437-88180,79437,88180,0.0,33.09,61.76,136
19,4289-5454,4289,5454,11.09,64.81,17.98,1830
19,4289-932049,4289,932049,4.45,43.21,46.33,449
19,4289-79799,4289,79799,11.41,57.07,24.1,1647
19,4289-78926,4289,78926,11.28,36.61,40.73,2136
19,4289-87903,4289,87903,6.41,38.28,47.9,1902
19,4249-5187,4249,5187,0.0,90.18,0.0,163
19,79053-79123,79053,79123,11.88,77.23,0.0,101
19,449790-742847,449790,742847,0.0,0.0,0.0,14
19,4409-5831,4409,5831,0.0,71.92,14.83,317
19,4409-6292,4409,6292,0.0,71.85,19.26,135
19,5978-10797,5978,10797,0.0,0.0,0.0,16
19,78966-78967,78966,78967,0.0,0.0,0.0,12
19,4280-5381,4280,5381,7.64,75.78,11.01,772
19,4280-5384,4280,5384,12.46,71.58,8.51,1316
19,4280-6030,4280,6030,18.97,65.88,9.12,680
19,4280-5385,4280,5385,5.31,78.58,8.01,1111
19,4280-5386,4280,5386,6.91,82.68,3.61,941
19,4280-5387,4280,5387,6.05,86.85,2.18,1057
19,4280-5388,4280,5388,7.69,84.17,3.18,1131
19,4280-5383,4280,5383,3.82,89.05,2.58,968
19,4280-1000041,4280,1000041,3.11,93.59,0.0,546
19,4280-5391,4280,5391,13.76,70.12,5.62,676
19,4280-5390,4280,5390,6.97,82.02,2.53,990
19,4280-79203,4280,79203,7.13,79.6,6.02,897
19,4280-1000042,4280,1000042,47.62,49.52,0.0,105
19,4280-5392,4280,5392,18.35,68.08,3.47,921
19,79969-79970,79969,79970,12.69,67.91,17.91,134
19,4347-5521,4347,5521,7.72,21.66,59.05,337
19,4161-4743,4161,4743,0.0,0.0,77.78,54
