year,mergecode,districtcode,schoolcode,black,hispanic,white,totalenroll
18,85448-87441,85448,87441,0.0,30.56,54.17,72
18,80032-80033,80032,80033,0.0,94.4,0.0,125
18,79055-80463,79055,80463,2.41,29.78,59.96,497
18,78888-78889,78888,78889,0.0,17.1,76.68,193
18,78888-90325,78888,90325,11.72,32.41,45.52,145
18,79905-79906,79905,79906,8.1,77.16,7.18,543
18,91330-91926,91330,91926,0.0,18.07,59.04,83
18,4470-84659,4470,84659,0.0,0.0,0.0,17
18,4470-6098,4470,6098,0.0,27.87,56.37,628
18,4470-6100,4470,6100,0.0,32.07,57.38,474
18,4470-6099,4470,6099,0.0,32.31,53.76,359
18,4470-90137,4470,90137,0.0,0.0,47.83,23
18,89758-89759,89758,89759,0.0,10.63,77.05,536
18,4484-6119,4484,6119,0.0,15.27,74.81,131
18,81029-81030,81029,81030,10.27,51.34,31.7,224
18,81029-605648,81029,605648,0.0,38.46,38.46,39
18,79302-79303,79302,79303,0.0,45.16,29.03,62
18,79302-90438,79302,90438,0.0,0.0,68.75,32
18,78858-78859,78858,78859,0.0,30.53,60.0,95
18,4400-5652,4400,5652,0.0,0.0,71.11,45
18,79047-80430,79047,80430,0.0,66.04,0.0,53
18,79047-79129,79047,79129,11.17,75.98,7.82,358
18,79047-80025,79047,80025,0.0,50.0,27.78,72
18,79047-80050,79047,80050,8.59,73.62,0.0,163
18,80001-80002,80001,80002,0.0,67.0,29.0,200
18,4282-79283,4282,79283,4.64,89.87,3.09,711
18,4282-5414,4282,5414,0.0,87.27,0.0,165
18,4282-5398,4282,5398,3.46,91.22,2.93,752
18,4282-5405,4282,5405,1.92,94.73,1.92,1195
18,4282-5406,4282,5406,5.85,86.79,4.25,1060
18,4282-5411,4282,5411,3.53,90.95,3.53,1248
18,4282-5407,4282,5407,3.39,90.12,3.39,1093
18,4282-6032,4282,6032,2.91,91.41,3.49,687
18,4282-5399,4282,5399,3.16,92.72,1.92,728
18,4282-5409,4282,5409,7.42,84.89,5.08,728
18,4282-5402,4282,5402,3.07,88.8,5.98,652
18,4282-5400,4282,5400,5.28,89.84,2.64,758
18,4282-5401,4282,5401,4.88,90.94,3.31,574
18,4282-81109,4282,81109,13.51,78.85,4.09,733
18,4282-78980,4282,78980,3.09,91.84,3.25,1263
18,4282-5412,4282,5412,4.16,89.89,3.69,841
18,4282-5413,4282,5413,3.28,91.73,2.6,883
18,4282-89955,4282,89955,5.03,88.54,4.33,855
18,4282-5404,4282,5404,4.36,90.8,2.91,826
18,4282-5403,4282,5403,5.71,85.05,5.43,736
18,4282-5415,4282,5415,4.98,87.06,5.97,804
18,4446-79692,4446,79692,2.68,65.7,21.9,895
18,4446-5934,4446,5934,4.55,66.88,15.1,616
18,4446-5935,4446,5935,0.0,68.18,20.45,484
18,4446-5929,4446,5929,6.78,61.21,15.89,428
18,4446-87948,4446,87948,2.25,53.18,36.52,534
18,4446-90899,4446,90899,0.0,52.94,36.97,119
18,4446-5930,4446,5930,2.96,70.69,19.95,406
18,4446-5936,4446,5936,2.47,66.39,19.79,485
18,4446-89578,4446,89578,0.0,64.25,27.78,702
18,4446-5937,4446,5937,3.14,63.45,17.71,446
18,4446-5932,4446,5932,8.94,63.76,11.93,436
18,4446-5933,4446,5933,3.81,63.35,16.74,472
18,4446-89579,4446,89579,2.61,60.54,26.08,882
18,4453-5948,4453,5948,3.77,55.01,26.3,1776
18,4453-90084,4453,90084,3.34,66.58,22.01,1586
18,4410-5835,4410,5835,2.58,23.0,61.97,426
18,4410-5839,4410,5839,1.7,26.78,59.07,1703
18,4410-5836,4410,5836,0.0,19.53,60.94,128
18,4410-5837,4410,5837,2.77,27.89,58.71,649
18,4410-5833,4410,5833,0.0,23.48,62.67,592
18,4410-5834,4410,5834,1.92,23.82,60.8,676
18,4410-5832,4410,5832,0.0,20.28,58.39,572
18,4410-5838,4410,5838,0.0,34.12,55.84,548
18,4244-5134,4244,5134,0.0,12.74,81.95,471
18,4244-5137,4244,5137,1.48,7.59,87.8,1819
18,4244-5136,4244,5136,0.0,14.49,77.39,345
18,4244-78912,4244,78912,0.0,12.94,79.55,626
18,4244-87477,4244,87477,0.0,8.45,82.33,651
18,4244-80056,4244,80056,0.0,10.31,84.35,524
18,4244-78911,4244,78911,0.0,9.85,83.83,934
18,4244-91771,4244,91771,0.0,0.0,88.1,42
18,4395-5638,4395,5638,0.0,0.0,0.0,118
18,4191-85876,4191,85876,0.0,99.22,0.0,255
18,4191-85877,4191,85877,10.13,39.24,42.03,395
18,4191-4801,4191,4801,9.76,34.96,47.15,123
18,4191-4802,4191,4802,0.0,100.0,0.0,160
18,4191-79039,4191,79039,0.0,100.0,0.0,229
18,79385-79386,79385,79386,0.0,0.0,0.0,16
18,6362-5555,6362,5555,5.18,17.13,63.55,502
18,79886-79910,79886,79910,0.0,7.78,84.07,270
18,88299-88300,88299,88300,3.98,14.97,55.91,728
18,4242-5117,4242,5117,4.66,18.52,58.64,880
18,4242-89591,4242,89591,5.58,13.64,51.56,770
18,4242-90302,4242,90302,0.0,17.41,46.33,626
18,4242-85838,4242,85838,2.36,13.15,71.22,806
18,4242-79247,4242,79247,2.77,18.05,63.61,687
18,4242-79633,4242,79633,5.86,15.62,67.64,2593
18,4242-5125,4242,5125,6.94,26.68,50.91,1312
18,4242-5127,4242,5127,9.78,49.41,31.38,3222
18,4242-91282,4242,91282,0.0,16.0,71.33,150
18,4242-5119,4242,5119,5.96,20.08,46.12,722
18,4242-88404,4242,88404,4.35,10.76,40.02,827
18,4242-80102,4242,80102,4.43,24.31,49.08,654
18,4242-85837,4242,85837,2.21,12.96,68.48,679
18,4242-5122,4242,5122,5.81,37.09,47.01,585
18,4242-89926,4242,89926,2.35,15.97,73.49,977
18,4242-5126,4242,5126,11.11,41.14,31.08,666
18,4242-92892,4242,92892,3.27,14.78,76.59,2294
18,4242-92891,4242,92891,2.19,20.77,68.37,958
18,4242-5116,4242,5116,8.39,78.36,7.05,596
18,4242-5113,4242,5113,2.69,91.92,3.8,631
18,4242-89925,4242,89925,3.81,12.93,71.04,998
18,4242-6015,4242,6015,8.1,22.22,48.03,3789
18,4242-5114,4242,5114,3.58,86.93,6.6,727
18,4242-89590,4242,89590,3.54,13.95,70.21,903
18,4242-79653,4242,79653,3.35,17.01,71.26,776
18,4242-91794,4242,91794,3.01,12.67,73.9,797
18,4242-5121,4242,5121,8.61,45.17,30.93,569
18,4242-5123,4242,5123,6.64,55.06,27.71,859
18,4242-5115,4242,5115,0.0,8.51,46.87,670
18,4242-79636,4242,79636,3.88,18.71,66.19,695
18,4242-89613,4242,89613,4.66,15.09,69.11,3393
18,4242-89589,4242,89589,2.53,14.26,76.24,947
18,4242-6014,4242,6014,4.37,23.71,53.62,869
18,4242-6013,4242,6013,5.78,61.47,24.69,571
18,4242-5111,4242,5111,4.82,81.12,7.71,519
18,4242-5118,4242,5118,5.61,52.24,28.69,624
18,4242-87679,4242,87679,3.98,15.66,67.39,779
18,4242-79634,4242,79634,3.77,16.14,69.95,1301
18,4242-5124,4242,5124,9.45,46.41,29.77,487
18,4242-79635,4242,79635,4.79,36.78,46.22,794
18,4242-5120,4242,5120,2.77,13.71,76.86,795
18,4242-87519,4242,87519,4.06,15.66,73.4,1060
18,4242-5110,4242,5110,6.77,55.68,30.2,871
18,4158-4733,4158,4733,0.0,0.0,0.0,307
18,4158-4732,4158,4732,0.0,0.0,0.0,475
18,4158-4737,4158,4737,0.0,0.0,0.0,1073
18,4158-4731,4158,4731,0.0,0.0,0.0,388
18,4158-4734,4158,4734,0.0,0.0,0.0,482
18,4158-4736,4158,4736,0.0,0.0,0.0,415
18,4158-4735,4158,4735,0.0,0.0,0.0,403
18,4474-6110,4474,6110,0.0,30.28,65.56,601
18,4474-6108,4474,6108,0.0,32.83,62.48,533
18,4474-6109,4474,6109,0.0,28.92,65.78,567
18,4474-78928,4474,78928,0.0,26.77,69.14,538
18,90138-90139,90138,90139,0.0,7.13,61.55,645
18,90138-92636,90138,92636,0.0,23.98,62.76,196
18,5186-10801,5186,10801,16.67,51.19,23.02,252
18,5186-92637,5186,92637,20.85,49.42,22.01,259
18,81205-81206,81205,81206,0.0,0.0,76.47,34
18,92316-92317,92316,92317,0.0,14.64,72.3,444
18,8823-8824,8823,8824,6.36,83.39,0.0,283
18,89418-89420,89418,89420,0.0,70.0,0.0,30
18,89418-89423,89418,89423,0.0,85.19,0.0,27
18,89418-92482,89418,92482,0.0,92.31,0.0,26
18,89418-89427,89418,89427,17.12,76.58,0.0,111
18,89418-89422,89418,89422,0.0,80.0,0.0,30
18,89418-475946,89418,475946,0.0,72.73,0.0,22
18,89418-89419,89418,89419,0.0,89.66,0.0,29
18,4486-6122,4486,6122,0.0,20.65,67.61,460
18,81027-81028,81027,81028,14.69,35.31,40.94,320
18,4177-4785,4177,4785,0.0,36.76,61.76,68
18,10386-78915,10386,78915,0.0,0.0,0.0,14
18,10386-85842,10386,85842,0.0,0.0,35.42,48
18,10386-81127,10386,81127,0.0,0.0,0.0,56
18,91773-10733,91773,10733,0.0,57.8,28.44,109
18,4370-92635,4370,92635,0.0,0.0,97.76,313
18,4370-5567,4370,5567,0.0,0.0,96.09,230
18,4381-90858,4381,90858,0.0,53.66,41.46,164
18,4381-5592,4381,5592,2.08,45.05,48.0,1152
18,4381-5593,4381,5593,0.0,25.48,64.26,526
18,79467-79468,79467,79468,5.47,35.82,53.23,402
18,90533-88388,90533,88388,0.0,15.53,77.64,161
18,4160-4742,4160,4742,0.0,31.17,55.84,154
18,89556-89557,89556,89557,0.0,90.0,0.0,110
18,4479-6114,4479,6114,0.0,40.4,53.54,99
18,4416-5855,4416,5855,0.0,51.47,42.81,577
18,4442-92608,4442,92608,10.64,35.46,13.48,141
18,4442-5916,4442,5916,9.45,51.54,21.97,487
18,4442-5914,4442,5914,9.88,52.1,17.96,334
18,4442-89577,4442,89577,10.92,34.99,29.28,403
18,4442-5911,4442,5911,7.42,56.48,25.76,687
18,79077-79099,79077,79099,16.67,54.84,16.67,186
18,79988-79989,79988,79989,7.35,59.18,6.94,245
18,4487-6124,4487,6124,0.0,49.66,45.64,447
18,4487-6123,4487,6123,0.0,50.93,43.46,428
18,4487-6126,4487,6126,0.0,52.7,39.95,408
18,4487-90934,4487,90934,0.0,25.6,70.44,504
18,4487-6125,4487,6125,0.0,34.04,63.4,235
18,79074-79102,79074,79102,13.64,32.25,48.48,462
18,4501-78935,4501,78935,2.39,85.5,8.52,669
18,4501-6172,4501,6172,0.0,83.8,11.51,747
18,4501-85833,4501,85833,0.0,86.89,9.76,656
18,4501-91908,4501,91908,0.0,46.93,45.45,407
18,4501-87486,4501,87486,0.0,87.88,0.0,99
18,4501-6174,4501,6174,0.0,83.09,12.8,414
18,4501-89582,4501,89582,0.0,76.86,17.91,592
18,4501-6168,4501,6168,3.63,81.26,12.24,523
18,4501-6169,4501,6169,0.0,93.93,3.76,346
18,4501-6173,4501,6173,0.0,81.16,14.67,552
18,4501-85834,4501,85834,0.0,95.22,2.96,439
18,4501-6175,4501,6175,0.0,91.23,5.04,536
18,92369-92906,92369,92906,17.39,66.09,11.3,115
18,4263-5289,4263,5289,2.21,55.2,37.31,587
18,4263-5283,4263,5283,2.64,91.15,3.26,644
18,4263-79285,4263,79285,6.14,89.41,1.7,765
18,4263-6023,4263,6023,6.48,87.17,1.52,725
18,4263-5284,4263,5284,7.99,74.07,5.51,563
18,4263-5285,4263,5285,2.55,89.29,4.25,588
18,4263-5287,4263,5287,4.05,86.58,4.43,790
18,4263-5288,4263,5288,5.91,86.86,2.41,913
18,4263-5286,4263,5286,2.5,91.88,2.5,480
18,79443-79444,79443,79444,15.95,43.56,28.53,326
18,89917-89918,89917,89918,19.76,8.89,37.15,506
18,79049-79127,79049,79127,7.23,33.28,40.06,664
18,89914-80974,89914,80974,52.42,20.23,14.53,351
18,89915-89916,89915,89916,6.23,31.49,40.83,289
18,90284-90285,90284,90285,10.69,31.45,41.51,159
18,90541-90639,90541,90639,13.67,22.3,55.76,278
18,79496-79506,79496,79506,0.0,0.0,78.57,28
18,4246-80318,4246,80318,1.66,11.63,78.25,722
18,4246-89953,4246,89953,2.22,12.32,75.47,901
18,4246-78922,4246,78922,2.41,10.91,81.06,623
18,4246-5154,4246,5154,5.69,17.41,66.38,580
18,4246-5162,4246,5162,7.52,36.25,47.92,1636
18,4246-5151,4246,5151,3.88,26.29,61.85,464
