year,districtcode,schoolcode,black,lowincome,hispanic,white,mergecode
19,308,100,16.67,61.67,10.0,70.0,308-100
19,308,120,0.0,53.03,1.52,98.48,308-120
19,308,140,12.68,56.2,6.34,76.08,308-140
19,308,160,18.86,63.35,11.03,62.63,308-160
19,308,810,4.26,53.19,12.77,74.47,308-810
19,308,9410,7.14,50.0,0.0,78.57,308-9410
19,315,20,0.0,77.38,4.17,10.71,315-20
19,315,30,1.39,70.83,6.94,15.28,315-30
19,315,40,0.93,60.19,3.7,23.15,315-40
19,315,60,0.0,0.0,5.88,70.59,315-60
19,336,20,2.31,49.04,18.23,73.94,336-20
19,336,40,2.04,38.16,18.11,76.32,336-40
19,336,80,3.87,64.08,23.94,60.21,336-80
19,336,100,3.45,61.08,19.21,67.98,336-100
19,336,110,1.93,38.89,15.94,77.54,336-110
19,336,120,0.0,62.81,38.84,55.37,336-120
19,336,150,1.01,48.74,17.59,76.38,336-150
19,336,160,0.0,40.0,10.43,83.91,336-160
19,336,180,1.47,53.68,19.12,74.26,336-180
19,336,850,4.62,60.0,18.46,70.77,336-850
19,350,40,0.0,14.75,6.83,87.05,350-40
19,350,60,0.67,20.81,8.72,83.89,350-60
19,350,100,1.52,19.13,6.52,86.52,350-100
19,364,20,0.0,21.11,8.33,90.56,364-20
19,364,40,0.0,37.75,4.41,92.65,364-40
19,413,20,26.38,73.82,39.26,26.79,413-20
19,413,60,16.11,75.96,22.25,52.69,413-60
19,413,80,24.45,79.43,31.87,34.06,413-80
19,413,110,18.75,76.56,21.88,43.44,413-110
19,413,120,24.32,83.06,41.8,25.14,413-120
19,413,150,22.0,72.0,40.0,32.0,413-150
19,413,170,24.96,68.28,34.3,32.53,413-170
19,413,180,20.32,75.56,33.81,34.44,413-180
19,413,200,22.12,64.95,36.77,34.82,413-200
19,413,210,40.67,89.47,30.14,22.01,413-210
19,413,260,22.09,67.22,34.44,32.3,413-260
19,413,320,18.03,60.52,32.83,40.13,413-320
19,413,410,13.16,68.42,7.89,78.95,413-410
19,413,421,33.91,71.26,24.71,35.06,413-421
19,413,850,10.0,45.0,10.0,75.0,413-850
19,422,20,4.51,38.84,14.81,73.82,422-20
19,422,60,1.84,45.93,13.12,78.74,422-60
19,422,100,2.57,49.71,8.86,79.14,422-100
19,422,120,4.61,46.34,11.92,73.71,422-120
19,427,20,0.0,41.75,1.94,94.17,427-20
19,427,40,0.0,24.29,2.86,87.14,427-40
19,434,40,0.54,40.71,12.14,83.39,434-40
19,434,60,0.81,49.25,17.91,75.03,434-60
19,434,80,1.44,48.41,20.75,74.93,434-80
19,441,20,0.0,56.84,4.21,89.47,441-20
19,441,40,1.33,48.0,1.33,92.0,441-40
19,441,130,0.0,42.86,5.71,94.29,441-130
19,441,210,0.0,53.85,7.69,83.08,441-210
19,441,450,9.09,0.0,0.0,72.73,441-450
19,441,800,0.0,0.0,0.0,100.0,441-800
19,469,20,2.98,28.09,1.7,87.66,469-20
19,469,40,3.55,26.04,1.18,89.35,469-40
19,469,60,1.79,13.84,2.68,93.3,469-60
19,469,80,6.76,27.03,1.35,86.49,469-80
19,476,40,1.2,46.61,4.78,70.12,476-40
19,476,60,1.63,57.88,4.08,64.95,476-60
19,476,80,0.82,62.36,3.57,62.91,476-80
19,476,130,1.77,65.16,2.95,67.52,476-130
19,485,11,1.53,35.63,5.36,90.04,485-11
19,485,34,1.7,45.61,2.83,93.77,485-34
19,490,20,0.0,40.51,1.03,98.46,490-20
19,490,40,0.0,37.56,0.49,99.02,490-40
19,497,20,1.93,37.19,0.96,95.57,497-20
19,497,40,1.06,34.3,0.53,97.1,497-40
19,497,60,1.84,40.16,2.1,94.49,497-60
19,602,20,1.71,41.71,6.0,87.14,602-20
19,602,21,2.73,41.82,6.36,85.45,602-21
19,602,40,0.0,35.02,5.78,89.17,602-40
19,609,20,0.88,62.25,2.43,96.03,609-20
19,609,40,0.43,52.79,3.86,94.42,609-40
19,609,60,0.0,61.82,1.82,97.27,609-60
19,616,50,0.0,42.11,2.63,94.74,616-50
19,623,20,0.0,64.74,7.51,42.2,623-20
19,623,40,0.0,50.35,3.55,48.94,623-40
19,623,9100,0.0,58.82,0.0,23.53,623-9100
19,637,20,0.5,44.06,3.47,93.56,637-20
19,637,40,1.01,39.9,1.52,93.94,637-40
19,637,200,0.91,49.09,2.73,94.55,637-200
19,657,20,1.33,16.81,6.19,90.71,657-20
19,658,20,0.23,36.51,10.93,87.21,658-20
19,658,21,0.46,31.65,7.8,88.53,658-21
19,658,40,0.3,25.45,7.27,89.39,658-40
19,665,20,0.47,21.03,8.93,86.25,665-20
19,700,20,2.12,50.32,6.37,89.17,700-20
19,700,40,1.52,42.55,6.08,91.79,700-40
19,700,60,1.83,41.28,6.88,89.45,700-60
19,714,20,2.81,7.8,6.67,69.69,714-20
19,714,40,1.72,6.03,7.41,77.41,714-40
19,714,60,3.54,7.63,5.62,73.81,714-60
19,714,80,2.71,8.12,5.53,63.65,714-80
19,714,100,1.42,6.9,6.19,73.45,714-100
19,714,150,3.02,7.66,6.66,71.98,714-150
19,714,190,2.93,11.07,8.4,56.67,714-190
19,714,250,0.5,3.76,6.02,86.22,714-250
19,714,270,2.63,10.54,5.87,63.47,714-270
19,721,40,55.52,49.45,6.77,19.48,721-40
19,721,80,44.29,49.56,9.41,22.58,721-80
19,735,20,0.0,60.0,4.0,91.5,735-20
19,735,40,0.0,46.27,5.22,89.55,735-40
19,735,210,0.93,57.94,7.48,87.85,735-210
19,777,20,1.36,28.16,11.63,83.2,777-20
19,777,40,1.64,34.19,11.24,83.14,777-40
19,777,60,2.05,30.0,9.77,82.95,777-60
19,777,110,1.14,35.68,18.18,75.91,777-110
19,777,120,0.0,21.21,9.09,84.85,777-120
19,777,140,1.03,53.93,22.52,69.83,777-140
19,777,150,2.17,39.13,15.22,76.09,777-150
19,777,160,0.76,29.01,5.34,88.55,777-160
19,840,20,0.0,45.19,0.0,98.08,840-20
19,840,40,0.0,40.0,0.0,96.0,840-40
19,840,450,0.0,0.0,0.0,50.0,840-450
19,870,20,0.21,51.16,1.68,95.79,870-20
19,870,40,1.79,42.6,3.59,93.27,870-40
19,870,60,0.0,39.39,2.27,96.97,870-60
19,882,40,0.99,47.78,16.26,79.8,882-40
19,882,60,0.6,54.17,14.88,82.14,882-60
19,896,20,0.23,25.06,3.39,92.33,896-20
19,896,40,1.84,25.0,3.31,89.71,896-40
19,896,60,0.55,27.07,5.52,90.06,896-60
19,903,20,1.3,45.14,2.59,92.44,903-20
19,903,40,1.89,38.26,4.17,90.91,903-40
19,903,200,1.25,47.96,1.57,94.98,903-200
19,903,800,0.0,34.78,1.09,90.22,903-800
19,903,9410,0.0,0.0,0.0,100.0,903-9410
19,910,20,0.28,24.79,3.9,93.59,910-20
19,910,40,0.66,17.92,3.76,93.14,910-40
19,910,80,0.44,24.78,12.83,83.19,910-80
19,910,300,0.67,21.48,4.03,91.61,910-300
19,980,20,0.35,39.65,11.58,87.02,980-20
19,980,40,0.92,34.15,11.08,85.85,980-40
19,994,20,0.0,60.0,0.0,100.0,994-20
19,994,40,1.0,57.0,0.0,98.0,994-40
19,1015,20,0.99,6.96,3.25,90.33,1015-20
19,1015,70,0.6,7.03,3.01,90.96,1015-70
19,1015,75,2.85,15.51,3.8,87.97,1015-75
19,1015,90,1.34,4.61,2.5,92.51,1015-90
19,1015,100,0.89,8.33,3.87,89.43,1015-100
19,1015,110,0.0,0.0,0.0,100.0,1015-110
19,1029,20,2.14,16.09,9.65,85.52,1029-20
19,1029,40,1.29,11.0,7.77,88.67,1029-40
19,1029,200,0.99,20.72,8.88,86.51,1029-200
19,1071,100,6.06,72.73,3.03,90.91,1071-100
19,1071,110,2.61,62.09,2.94,84.31,1071-110
19,1071,200,0.56,63.13,1.68,90.5,1071-200
19,1071,400,0.45,42.27,1.82,90.0,1071-400
19,1071,450,0.0,76.67,3.33,86.67,1071-450
19,1080,100,0.41,53.56,1.83,91.65,1080-100
19,1080,200,3.74,50.47,2.34,89.25,1080-200
19,1080,400,0.87,38.86,1.75,92.14,1080-400
19,1080,800,0.0,56.25,4.17,83.33,1080-800
19,1080,9410,0.0,0.0,0.0,100.0,1080-9410
19,1085,20,1.01,42.78,18.48,78.48,1085-20
19,1085,30,1.73,37.86,13.01,82.37,1085-30
19,1085,40,0.27,24.66,9.12,89.54,1085-40
19,1092,40,1.93,35.45,1.84,90.98,1092-40
19,1092,60,1.41,32.28,2.35,90.99,1092-60
19,1092,100,0.55,17.21,2.46,90.44,1092-100
19,1092,110,1.06,44.3,4.77,84.35,1092-110
19,1092,120,1.21,34.78,1.93,92.27,1092-120
19,1092,140,0.71,27.86,0.71,95.0,1092-140
19,1092,160,0.29,50.0,1.45,90.75,1092-160
19,1092,200,0.55,25.34,2.75,93.11,1092-200
19,1092,220,1.06,58.35,2.54,88.37,1092-220
19,1120,20,1.35,58.78,0.0,95.95,1120-20
19,1120,40,0.0,51.3,0.0,97.39,1120-40
19,1120,60,0.0,61.73,0.0,98.77,1120-60
19,1127,20,0.29,40.58,3.48,92.17,1127-20
19,1127,40,0.0,33.52,2.84,94.32,1127-40
19,1127,60,0.0,47.37,5.26,92.11,1127-60
19,1134,40,2.8,41.03,15.15,79.49,1134-40
19,1134,60,1.9,32.07,16.3,78.8,1134-60
19,1134,80,2.62,42.27,15.45,79.59,1134-80
19,1141,20,0.64,55.41,15.61,78.98,1141-20
19,1141,40,0.21,33.33,10.19,85.99,1141-40
19,1141,60,4.48,47.76,2.99,91.04,1141-60
19,1141,100,2.0,62.34,10.97,80.05,1141-100
19,1155,20,0.62,35.6,4.02,91.95,1155-20
19,1155,40,1.35,31.65,2.02,94.61,1155-40
19,1162,20,0.52,66.32,33.42,62.69,1162-20
19,1162,40,0.37,40.44,19.85,77.21,1162-40
19,1162,120,0.0,52.17,19.57,80.43,1162-120
19,1162,210,0.51,51.01,23.74,73.23,1162-210
19,1162,9100,0.0,0.0,10.0,90.0,1162-9100
19,1169,40,0.0,48.01,9.66,86.93,1169-40
19,1169,60,0.0,36.36,2.73,93.64,1169-60
19,1169,200,0.0,43.95,7.01,89.81,1169-200
19,1176,20,1.39,49.42,1.85,94.23,1176-20
19,1176,40,1.63,43.87,1.91,94.01,1176-40
19,1183,20,2.17,29.6,7.94,83.75,1183-20
19,1183,40,2.0,25.94,4.24,87.28,1183-40
19,1183,80,1.76,29.58,7.04,83.8,1183-80
19,1183,110,1.89,18.87,9.43,85.85,1183-110
19,1183,150,2.93,30.13,6.69,88.28,1183-150
19,1204,20,0.94,64.15,2.83,91.04,1204-20
19,1204,40,0.96,44.23,3.85,92.31,1204-40
19,1204,300,0.0,58.89,2.22,94.44,1204-300
19,1218,22,0.0,25.28,3.37,62.92,1218-22
19,1218,40,0.0,4.99,3.25,52.06,1218-40
19,1218,60,0.46,18.35,2.29,65.14,1218-60
19,1232,20,0.0,48.16,3.25,93.93,1232-20
19,1232,40,0.0,51.46,4.85,89.32,1232-40
19,1232,80,0.0,43.55,4.03,91.94,1232-80
19,1246,20,0.34,35.62,4.45,92.81,1246-20
19,1246,30,0.0,28.68,3.68,94.12,1246-30
19,1246,40,0.0,23.9,2.39,97.21,1246-40
19,1253,22,9.94,63.55,24.95,57.7,1253-22
19,1253,40,8.81,59.21,22.36,62.2,1253-40
19,1253,50,5.33,54.1,13.52,70.08,1253-50
19,1253,60,6.78,40.68,13.56,74.58,1253-60
19,1253,80,9.8,57.14,19.59,59.18,1253-80
19,1253,120,21.65,76.19,19.48,53.68,1253-120
19,1253,140,3.8,78.9,14.77,67.93,1253-140
19,1260,40,0.0,47.01,8.83,83.12,1260-40
19,1260,50,0.38,48.86,8.71,82.58,1260-50
19,1260,60,0.7,35.31,7.34,87.06,1260-60
19,1260,420,0.0,30.56,0.0,97.22,1260-420
19,1260,800,0.0,37.04,7.41,92.59,1260-800
19,1295,40,1.69,35.17,14.41,81.36,1295-40
19,1295,160,0.33,41.46,25.7,72.47,1295-160
19,1309,20,2.46,27.23,7.14,86.38,1309-20
19,1309,40,3.66,23.04,9.42,83.77,1309-40
19,1309,60,3.39,20.34,5.08,81.36,1309-60
19,1316,20,2.43,19.44,5.61,82.24,1316-20
19,1316,40,4.72,18.8,4.82,82.38,1316-40
19,1316,50,3.02,19.74,5.38,82.25,1316-50
19,1316,100,0.65,7.79,3.57,86.04,1316-100
19,1316,140,1.12,15.46,3.54,84.36,1316-140
19,1316,160,1.88,18.23,8.04,80.16,1316-160
19,1376,40,0.69,12.5,6.71,87.96,1376-40
19,1376,60,1.19,18.33,6.19,88.33,1376-60
19,1376,100,0.0,7.23,7.23,90.36,1376-100
19,1376,120,0.41,11.16,5.06,90.5,1376-120
19,1376,140,1.07,13.95,5.48,88.56,1376-140
19,1376,160,0.0,14.64,8.79,89.12,1376-160
19,1376,180,0.0,7.41,2.22,93.33,1376-180
19,1376,240,0.58,13.62,4.06,88.12,1376-240
19,1376,450,2.2,9.89,3.3,92.31,1376-450
19,1376,460,0.7,16.78,8.39,88.11,1376-460
19,1376,470,1.16,9.83,5.78,84.97,1376-470
19,1380,20,1.38,56.49,48.76,48.07,1380-20
19,1380,45,1.22,70.73,56.91,38.62,1380-45
19,1380,60,2.19,67.88,54.56,41.24,1380-60
19,1380,150,1.18,72.44,40.94,51.97,1380-150
19,1380,9401,0.0,0.0,100.0,0.0,1380-9401
19,1407,40,0.0,22.63,5.26,91.05,1407-40
19,1407,60,0.19,22.07,2.69,92.51,1407-60
19,1407,80,0.44,18.56,4.15,93.45,1407-80
19,1407,100,0.85,20.56,4.23,90.7,1407-100
19,1407,450,0.0,19.44,0.0,100.0,1407-450
19,1414,20,1.88,19.26,4.26,86.15,1414-20
19,1414,30,0.78,20.34,4.5,86.49,1414-30
19,1414,40,1.06,27.51,6.0,84.66,1414-40
19,1414,50,1.07,18.18,3.57,88.41,1414-50
19,1414,100,1.59,16.02,5.19,87.59,1414-100
19,1414,200,1.2,22.34,4.95,85.91,1414-200
19,1421,40,0.64,44.87,2.56,93.59,1421-40
19,1421,50,1.77,46.9,2.65,92.92,1421-50
19,1421,80,0.91,57.27,0.0,99.09,1421-80
19,1421,100,1.8,33.33,4.5,89.19,1421-100
19,1421,810,0.0,0.0,0.0,100.0,1421-810
19,1428,20,1.57,43.42,3.73,89.0,1428-20
19,1428,40,0.94,32.0,3.76,90.82,1428-40
19,1428,50,2.08,45.0,2.92,88.33,1428-50
19,1428,60,5.66,58.49,7.55,81.13,1428-60
19,1449,20,0.0,23.91,7.61,80.43,1449-20
19,1491,20,0.0,55.31,3.35,84.92,1491-20
19,1491,40,1.72,59.48,2.59,87.07,1491-40
19,1491,50,1.72,46.55,1.72,86.21,1491-50
19,1499,20,0.0,41.77,5.7,90.72,1499-20
19,1499,40,1.65,32.78,3.09,93.2,1499-40
19,1526,40,0.42,52.87,5.73,87.26,1526-40
19,1526,80,0.0,67.35,6.12,89.8,1526-80
19,1526,90,0.52,37.01,3.94,89.5,1526-90
19,1526,95,0.6,51.2,2.41,89.76,1526-95
19,1526,100,0.0,54.12,5.88,87.06,1526-100
19,1526,110,0.0,26.39,4.17,91.67,1526-110
19,1526,250,0.0,51.79,8.93,87.5,1526-250
19,1526,410,0.0,53.85,3.85,84.62,1526-410
19,1540,20,1.3,27.27,6.75,87.79,1540-20
19,1540,40,1.17,19.97,4.36,91.61,1540-40
19,1540,60,0.55,20.72,5.25,90.88,1540-60
19,1540,100,0.99,20.46,8.25,86.47,1540-100
19,1554,100,2.13,52.13,6.38,75.53,1554-100
19,1554,111,1.4,31.23,2.81,88.42,1554-111
19,1554,120,2.62,2.43,3.74,82.24,1554-120
19,1554,170,2.52,42.3,6.1,74.54,1554-170
19,1554,200,4.55,70.61,9.7,60.3,1554-200
19,1554,220,0.0,56.05,3.23,69.76,1554-220
19,1554,240,4.2,72.14,7.25,65.65,1554-240
19,1554,280,2.3,44.7,11.06,70.51,1554-280
19,1554,340,1.62,24.48,4.8,82.78,1554-340
19,1554,350,3.59,33.63,5.83,78.25,1554-350
19,1554,400,3.69,38.78,2.63,75.78,1554-400
19,1554,420,1.87,36.77,5.39,76.11,1554-420
19,1554,422,2.86,48.7,5.99,76.82,1554-422
19,1554,460,1.75,27.24,7.98,74.71,1554-460
19,1554,480,1.75,36.36,8.04,72.73,1554-480
19,1554,500,0.85,40.23,5.67,81.02,1554-500
19,1554,520,1.31,38.34,5.01,68.41,1554-520
19,1554,540,3.15,32.0,7.15,78.42,1554-540
19,1554,560,2.39,40.88,3.31,77.53,1554-560
19,1554,580,8.99,56.61,5.29,69.31,1554-580
19,1554,590,2.58,57.38,5.15,71.19,1554-590
19,1561,20,0.37,36.63,2.56,96.34,1561-20
19,1561,23,0.0,23.7,0.74,95.56,1561-23
19,1561,40,1.59,21.16,0.0,95.77,1561-40
19,1568,40,2.1,32.98,8.62,85.66,1568-40
19,1568,60,1.47,32.84,8.33,86.52,1568-60
19,1568,80,1.36,27.52,8.14,88.18,1568-80
19,1568,160,0.0,34.02,9.28,78.35,1568-160
19,1582,20,0.0,61.98,1.65,95.87,1582-20
19,1582,40,0.0,46.34,1.22,86.59,1582-40
19,1582,250,0.0,54.29,4.29,88.57,1582-250
19,1600,60,1.69,32.58,9.55,87.08,1600-60
19,1600,80,0.61,44.17,9.51,88.34,1600-80
19,1600,200,0.0,39.84,7.03,92.19,1600-200
19,1631,20,0.67,23.57,7.74,87.54,1631-20
19,1631,40,0.0,23.94,2.82,90.14,1631-40
19,1638,40,1.33,27.04,13.67,80.71,1638-40
19,1638,60,1.04,32.07,15.51,80.05,1638-60
19,1638,80,0.0,20.86,6.24,91.13,1638-80
19,1638,100,1.55,33.53,13.57,83.14,1638-100
19,1638,120,1.79,48.04,21.61,70.36,1638-120
19,1638,800,0.52,33.51,12.04,86.39,1638-800
19,1638,9401,2.63,50.0,23.68,73.68,1638-9401
19,1645,20,2.01,34.67,3.15,88.83,1645-20
19,1645,40,0.58,27.54,1.16,91.88,1645-40
19,1645,60,1.57,36.61,5.31,86.81,1645-60
19,1659,20,0.49,30.15,3.68,92.65,1659-20
19,1659,40,0.61,23.16,2.87,94.26,1659-40
19,1659,60,0.39,30.03,3.26,92.82,1659-60
19,1666,20,0.0,37.01,1.57,96.06,1666-20
19,1666,30,1.02,40.82,6.12,88.78,1666-30
19,1666,40,1.15,39.08,5.75,93.1,1666-40
19,1673,20,0.0,65.45,3.03,93.94,1673-20
19,1673,40,0.91,58.18,2.73,90.91,1673-40
19,1673,60,0.43,56.65,3.0,89.7,1673-60
19,1687,20,0.48,13.54,5.7,91.45,1687-20
19,1694,20,1.45,21.16,6.02,87.76,1694-20
19,1694,40,1.63,23.69,4.52,92.95,1694-40
19,1694,60,1.91,27.51,6.22,88.76,1694-60
19,1694,100,2.05,25.73,6.73,89.18,1694-100
19,1694,9803,0.0,0.0,0.0,100.0,1694-9803
19,1729,20,0.75,22.31,1.5,94.49,1729-20
19,1729,40,0.38,26.32,3.01,93.98,1729-40
19,1729,50,0.0,27.27,3.74,93.05,1729-50
19,1736,20,1.44,36.84,6.22,86.12,1736-20
19,1736,40,0.82,28.69,6.56,89.34,1736-40
19,1813,20,0.52,45.05,3.39,93.23,1813-20
19,1813,40,0.0,36.44,5.51,91.95,1813-40
19,1813,250,0.0,35.39,2.25,96.63,1813-250
19,1848,20,0.0,92.35,5.1,1.18,1848-20
19,1855,40,0.0,59.62,0.47,95.77,1855-40
19,1855,60,2.63,48.25,1.75,94.74,1855-60
19,1855,80,1.61,58.06,1.61,95.16,1855-80
19,1862,30,17.86,75.3,22.92,44.05,1862-30
19,1862,80,5.54,52.25,13.15,65.74,1862-80
19,1862,120,10.49,75.0,29.32,50.62,1862-120
19,1862,130,11.18,9.58,10.54,73.16,1862-130
19,1862,140,5.7,38.62,11.41,76.38,1862-140
19,1862,150,3.08,41.54,4.62,76.92,1862-150
19,1862,200,1.25,15.29,6.27,89.22,1862-200
19,1862,210,5.76,42.45,7.19,82.73,1862-210
19,1862,230,18.85,89.62,33.08,36.15,1862-230
19,1862,240,13.98,52.77,13.46,64.64,1862-240
19,1862,260,4.37,33.53,7.29,81.05,1862-260
19,1862,280,6.68,45.79,7.43,74.01,1862-280
19,1862,300,9.13,55.48,18.49,62.56,1862-300
19,1862,335,6.25,36.52,11.52,76.37,1862-335
19,1862,360,3.36,42.93,9.11,80.34,1862-360
19,1862,365,7.78,50.3,13.37,73.05,1862-365
19,1870,20,0.0,27.1,7.94,89.25,1870-20
19,1883,20,3.26,36.23,9.78,81.52,1883-20
19,1883,80,1.05,35.41,15.6,80.19,1883-80
19,1883,100,1.9,50.57,32.7,61.98,1883-100
19,1883,120,1.89,41.26,17.32,77.32,1883-120
19,1883,130,0.74,19.85,13.97,79.41,1883-130
19,1883,160,1.49,48.36,16.72,77.31,1883-160
19,1883,180,1.2,44.18,14.46,83.13,1883-180
19,1890,20,10.4,11.56,6.65,69.08,1890-20
19,1890,40,8.05,10.96,4.03,75.62,1890-40
19,1897,20,7.3,11.24,6.74,68.54,1897-20
