year,districtcode,schoolcode,black,lowincome,hispanic,white,mergecode
21,2436,20,1.19,27.31,8.43,86.04,2436-20
21,2443,20,1.41,38.73,12.85,82.39,2443-20
21,2443,40,3.69,47.96,13.98,79.22,2443-40
21,2443,50,0.59,29.67,11.0,83.3,2443-50
21,2450,20,0.77,8.4,4.75,88.53,2450-20
21,2460,20,0.68,18.33,5.2,86.88,2460-20
21,2460,40,0.0,23.13,6.51,87.95,2460-40
21,2460,100,0.28,22.66,5.38,88.95,2460-100
21,2478,20,0.72,61.63,6.47,61.15,2478-20
21,2478,40,1.33,58.14,4.36,64.39,2478-40
21,2478,60,0.98,63.57,4.16,60.15,2478-60
21,2478,110,0.82,60.6,4.89,63.04,2478-110
21,2478,250,0.0,53.33,3.33,73.33,2478-250
21,2478,800,0.41,10.98,0.41,95.53,2478-800
21,2485,40,1.63,43.9,2.03,94.31,2485-40
21,2485,60,2.38,33.33,0.6,97.02,2485-60
21,2485,200,1.87,51.4,7.48,89.72,2485-200
21,2525,100,0.0,29.01,6.17,93.21,2525-100
21,2525,150,0.0,29.2,4.38,91.97,2525-150
21,2527,20,0.0,34.09,5.3,91.67,2527-20
21,2527,40,1.09,16.3,1.09,91.3,2527-40
21,2527,250,1.18,34.12,4.71,90.59,2527-250
21,2534,20,0.0,29.41,17.65,80.21,2534-20
21,2534,40,0.0,26.58,9.49,86.71,2534-40
21,2534,200,1.95,35.71,24.03,72.73,2534-200
21,2541,20,0.0,47.58,4.03,92.74,2541-20
21,2541,60,0.35,51.23,8.07,87.72,2541-60
21,2562,10,0.85,26.63,2.83,82.44,2562-10
21,2562,40,1.11,24.94,2.05,86.34,2562-40
21,2562,45,0.66,26.21,1.86,84.1,2562-45
21,2562,100,0.25,27.05,0.99,85.36,2562-100
21,2562,130,1.08,16.23,1.73,90.04,2562-130
21,2562,160,0.53,22.99,1.07,87.43,2562-160
21,2570,100,1.36,14.24,1.69,92.2,2570-100
21,2570,290,0.46,12.04,1.39,94.44,2570-290
21,2576,40,1.47,40.81,11.76,78.31,2576-40
21,2576,60,1.88,33.33,4.23,88.26,2576-60
21,2576,80,0.78,36.43,6.2,86.05,2576-80
21,2576,405,2.86,60.0,8.57,80.0,2576-405
21,2576,800,7.41,72.22,7.41,79.63,2576-800
21,2583,10,0.8,17.34,8.83,87.48,2583-10
21,2583,20,1.43,20.49,1.64,93.24,2583-20
21,2583,30,0.98,20.7,3.32,88.67,2583-30
21,2583,40,0.16,17.46,5.52,90.94,2583-40
21,2583,150,0.63,10.13,5.7,89.24,2583-150
21,2583,160,0.69,11.95,2.53,91.72,2583-160
21,2583,210,0.6,14.56,6.61,88.74,2583-210
21,2583,220,1.67,15.0,1.67,91.67,2583-220
21,2604,20,1.57,20.48,2.51,89.39,2604-20
21,2604,30,2.42,21.43,3.41,88.13,2604-30
21,2604,40,0.21,18.86,3.18,90.04,2604-40
21,2604,50,1.27,20.17,4.25,84.08,2604-50
21,2604,60,3.27,50.91,6.91,72.73,2604-60
21,2604,100,0.32,13.61,0.95,93.04,2604-100
21,2604,110,1.25,23.07,3.75,87.61,2604-110
21,2604,120,0.0,22.06,2.01,90.98,2604-120
21,2604,130,1.45,17.39,4.35,88.04,2604-130
21,2605,60,0.36,13.72,3.97,93.5,2605-60
21,2605,110,0.55,18.31,2.46,89.89,2605-110
21,2605,125,0.36,18.28,1.43,90.32,2605-125
21,2611,10,3.0,17.67,4.0,88.0,2611-10
21,2611,20,0.44,8.44,4.0,92.0,2611-20
21,2611,70,1.02,20.34,4.85,87.23,2611-70
21,2611,80,1.09,18.34,4.31,88.92,2611-80
21,2611,100,1.05,21.05,2.81,89.47,2611-100
21,2611,120,2.09,30.23,8.84,80.47,2611-120
21,2611,140,1.04,11.06,3.34,90.61,2611-140
21,2611,150,1.35,18.65,6.22,84.05,2611-150
21,2611,400,0.0,0.0,0.0,100.0,2611-400
21,2618,60,0.0,44.12,2.61,94.12,2618-60
21,2618,80,0.0,52.4,3.37,92.31,2618-80
21,2625,20,0.0,36.64,6.11,85.5,2625-20
21,2625,40,0.0,34.83,5.47,89.55,2625-40
21,2625,405,0.0,0.0,0.0,100.0,2625-405
21,2625,800,0.0,57.14,0.0,100.0,2625-800
21,2632,20,0.53,78.19,56.91,40.43,2632-20
21,2632,40,1.71,60.68,33.33,60.68,2632-40
21,2632,250,1.23,67.9,44.44,50.62,2632-250
21,2639,20,0.0,36.51,2.63,96.05,2639-20
21,2639,40,0.0,37.42,0.33,97.35,2639-40
21,2646,20,0.19,49.71,6.29,92.57,2646-20
21,2646,40,0.54,40.32,4.3,93.55,2646-40
21,2660,40,0.0,46.99,1.81,95.18,2660-40
21,2660,60,2.9,50.0,2.9,93.48,2660-60
21,2660,80,0.0,50.52,7.22,89.69,2660-80
21,2695,20,5.8,71.74,15.94,67.03,2695-20
21,2695,60,3.78,37.51,13.4,75.89,2695-60
21,2695,70,4.09,62.42,18.55,69.65,2695-70
21,2695,80,8.68,69.3,13.18,65.58,2695-80
21,2695,100,3.54,9.85,12.63,75.0,2695-100
21,2695,110,2.53,35.74,9.75,76.9,2695-110
21,2695,140,0.61,84.36,35.58,55.21,2695-140
21,2695,160,2.93,67.1,15.64,71.66,2695-160
21,2695,180,6.65,45.32,10.57,71.6,2695-180
21,2695,200,4.52,68.71,23.55,62.58,2695-200
21,2695,220,6.8,76.63,16.27,66.27,2695-220
21,2695,240,5.53,47.36,12.87,74.77,2695-240
21,2695,260,6.23,55.01,13.01,70.73,2695-260
21,2695,280,5.3,47.35,12.71,71.82,2695-280
21,2695,320,3.66,55.18,12.5,76.83,2695-320
21,2695,330,1.0,51.0,7.96,81.84,2695-330
21,2695,340,3.41,61.08,13.07,73.58,2695-340
21,2695,360,25.52,96.23,14.64,35.98,2695-360
21,2695,400,11.39,81.19,18.81,58.42,2695-400
21,2695,430,0.0,67.5,15.0,82.5,2695-430
21,2695,450,7.94,47.62,11.11,74.6,2695-450
21,2695,850,23.08,0.0,7.69,53.85,2695-850
21,2695,860,6.27,54.09,14.03,63.76,2695-860
21,2702,40,0.96,35.99,18.79,78.03,2702-40
21,2702,60,0.25,43.0,21.0,75.0,2702-60
21,2702,80,1.34,37.12,21.57,74.41,2702-80
21,2702,85,1.05,45.1,28.67,65.38,2702-85
21,2702,100,0.0,26.26,6.06,89.9,2702-100
21,2730,20,0.9,27.93,16.67,78.83,2730-20
21,2730,40,0.0,26.96,17.68,78.55,2730-40
21,2737,20,0.0,68.98,2.67,95.19,2737-20
21,2737,40,0.0,64.56,5.06,93.67,2737-40
21,2737,405,0.0,0.0,0.0,100.0,2737-405
21,2737,800,0.0,0.0,0.0,100.0,2737-800
21,2744,22,0.4,40.49,11.34,85.02,2744-22
21,2744,25,0.53,53.19,15.96,77.66,2744-25
21,2744,40,1.06,55.67,10.64,85.11,2744-40
21,2744,800,0.0,0.0,22.22,70.37,2744-800
21,2758,40,1.16,22.37,5.97,87.57,2758-40
21,2758,50,1.95,25.49,6.81,82.68,2758-50
21,2758,80,1.19,29.64,1.98,87.75,2758-80
21,2758,100,0.29,24.78,8.85,82.89,2758-100
21,2758,110,1.29,15.88,6.87,88.84,2758-110
21,2758,120,3.9,47.87,3.55,84.75,2758-120
21,2758,200,1.63,26.88,6.15,85.7,2758-200
21,2793,50,19.48,77.06,24.68,42.86,2793-50
21,2793,60,17.77,66.72,38.01,38.71,2793-60
21,2793,65,5.26,31.1,17.7,62.68,2793-65
21,2793,70,20.18,77.21,40.63,31.64,2793-70
21,2793,105,13.16,9.21,19.74,48.68,2793-105
21,2793,125,3.39,82.37,86.44,7.8,2793-125
21,2793,130,3.76,36.15,23.47,61.5,2793-130
21,2793,140,4.68,57.19,29.77,55.85,2793-140
21,2793,150,33.43,94.05,37.68,19.83,2793-150
21,2793,160,38.02,95.21,46.33,7.99,2793-160
21,2793,170,8.68,34.15,20.38,59.43,2793-170
21,2793,180,15.53,81.07,30.58,43.2,2793-180
21,2793,190,5.4,40.9,24.69,60.76,2793-190
21,2793,215,9.04,44.29,26.81,52.93,2793-215
21,2793,220,11.35,70.55,29.75,48.16,2793-220
21,2793,240,4.76,55.56,22.22,61.9,2793-240
21,2793,250,31.82,0.0,39.39,13.64,2793-250
21,2793,280,61.82,0.0,23.64,12.73,2793-280
21,2793,300,20.54,91.07,38.84,28.57,2793-300
21,2793,310,8.85,47.31,21.92,59.62,2793-310
21,2793,320,7.26,46.15,23.58,59.86,2793-320
21,2793,340,29.5,91.91,36.81,19.84,2793-340
21,2793,360,22.65,86.19,41.8,25.05,2793-360
21,2793,380,20.9,89.55,39.18,30.6,2793-380
21,2793,410,12.21,45.07,28.74,51.15,2793-410
21,2793,420,6.02,28.54,16.5,64.27,2793-420
21,2793,440,2.84,28.61,15.46,74.74,2793-440
21,2793,450,27.52,83.49,30.28,34.86,2793-450
21,2793,460,9.05,63.34,24.83,55.92,2793-460
21,2793,480,2.93,23.4,13.83,70.21,2793-480
21,2793,490,8.98,44.24,26.78,56.27,2793-490
21,2793,500,15.09,43.22,15.6,59.85,2793-500
21,2793,520,11.65,72.49,30.1,47.25,2793-520
21,2793,530,13.8,51.27,25.35,49.86,2793-530
21,2793,540,20.37,79.1,42.06,29.63,2793-540
21,2793,580,10.21,46.28,26.86,57.06,2793-580
21,2793,600,16.04,75.75,26.49,44.78,2793-600
21,2793,640,21.15,83.98,38.19,33.47,2793-640
21,2793,680,6.2,41.41,21.41,61.97,2793-680
21,2793,700,47.76,94.03,36.57,5.97,2793-700
21,2800,40,0.49,26.6,3.45,92.61,2800-40
21,2800,60,2.47,28.4,2.88,91.56,2800-60
21,2800,80,0.88,19.16,2.64,93.15,2800-80
21,2800,90,1.6,26.47,4.28,92.25,2800-90
21,2800,100,0.0,21.31,2.46,96.72,2800-100
21,2814,100,0.31,32.1,9.26,87.65,2814-100
21,2814,160,0.49,40.69,10.78,85.78,2814-160
21,2814,170,1.53,37.66,9.67,85.75,2814-170
21,2828,40,1.5,18.86,4.19,89.52,2828-40
21,2828,60,0.33,18.81,5.94,90.76,2828-60
21,2828,100,1.04,24.61,5.18,90.93,2828-100
21,2828,405,2.04,26.53,2.04,87.76,2828-405
21,2828,800,0.0,33.88,10.74,84.3,2828-800
21,2835,20,0.72,25.84,4.31,89.47,2835-20
21,2835,40,1.44,17.89,3.13,90.21,2835-40
21,2835,60,0.44,16.19,4.66,90.02,2835-60
21,2835,80,1.89,14.31,3.78,88.27,2835-80
21,2835,100,0.0,7.91,0.95,92.72,2835-100
21,2835,110,3.02,34.34,5.62,80.78,2835-110
21,2835,130,0.21,7.52,2.92,91.65,2835-130
21,2835,140,2.22,25.62,3.2,85.71,2835-140
21,2835,150,0.96,20.58,8.04,83.6,2835-150
21,2842,40,0.0,3.54,4.04,86.87,2842-40
21,2842,250,0.0,3.72,5.85,82.98,2842-250
21,2849,20,4.52,45.87,5.48,76.44,2849-20
21,2849,60,4.25,32.68,2.61,78.43,2849-60
21,2849,80,8.01,85.26,9.29,44.87,2849-80
21,2849,100,15.91,83.52,10.23,41.48,2849-100
21,2849,110,1.58,37.22,3.79,84.23,2849-110
21,2849,111,3.36,57.8,9.17,55.66,2849-111
21,2849,114,0.0,17.65,0.98,87.25,2849-114
21,2849,120,4.96,68.44,5.32,53.55,2849-120
21,2849,140,5.19,54.55,5.84,75.32,2849-140
21,2849,180,8.13,40.63,5.0,65.63,2849-180
21,2849,200,6.51,67.71,4.34,60.96,2849-200
21,2849,204,3.33,40.0,10.0,83.33,2849-204
21,2849,220,6.1,50.65,4.68,64.68,2849-220
21,2849,240,4.17,50.28,4.17,72.87,2849-240
21,2849,250,4.85,45.63,0.97,85.44,2849-250
21,2849,290,5.59,56.98,1.68,69.27,2849-290
21,2849,320,2.62,42.62,5.25,74.75,2849-320
21,2849,340,2.95,54.75,2.62,73.11,2849-340
21,2849,360,1.74,32.17,6.09,84.35,2849-360
21,2849,440,0.0,0.0,0.0,100.0,2849-440
21,2856,60,0.57,71.31,3.13,90.34,2856-60
21,2856,80,2.87,60.66,3.69,88.11,2856-80
21,2856,100,1.12,63.48,2.81,91.57,2856-100
21,2863,20,3.57,74.11,4.46,90.18,2863-20
21,2863,40,0.0,46.15,3.08,93.85,2863-40
21,2863,210,0.0,62.75,3.92,96.08,2863-210
21,2863,9407,0.0,0.0,0.0,100.0,2863-9407
21,2884,20,1.18,36.47,21.91,72.65,2884-20
21,2884,410,0.0,0.0,0.0,100.0,2884-410
21,2884,9401,7.69,0.0,7.69,76.92,2884-9401
21,2885,20,0.56,43.12,28.25,66.91,2885-20
21,2885,60,1.62,45.31,28.8,64.89,2885-60
21,2885,80,1.52,43.94,34.47,61.36,2885-80
21,2885,120,0.0,52.14,22.22,75.21,2885-120
21,2885,150,0.0,43.55,9.68,88.71,2885-150
21,2891,20,1.13,64.97,1.69,94.35,2891-20
21,2891,40,0.0,51.46,2.91,92.23,2891-40
21,2898,40,0.61,25.51,8.98,84.49,2898-40
21,2898,60,0.65,32.39,13.48,83.7,2898-60
21,2898,100,0.96,28.91,9.27,84.82,2898-100
21,2898,9803,0.0,0.0,0.0,100.0,2898-9803
21,2912,20,1.38,38.28,1.72,93.79,2912-20
21,2912,40,1.84,43.32,4.15,91.71,2912-40
21,2912,60,1.33,46.78,3.77,94.01,2912-60
21,2940,20,0.0,35.51,2.8,77.57,2940-20
21,2940,40,1.14,33.71,0.57,78.86,2940-40
21,2961,20,0.0,40.1,7.61,90.86,2961-20
21,2961,40,0.76,36.64,7.63,90.84,2961-40
21,2961,60,0.0,38.37,5.81,91.86,2961-60
21,3087,20,1.87,45.79,28.04,67.29,3087-20
21,3094,20,1.15,20.69,9.2,86.21,3094-20
21,3122,20,0.23,2.58,4.22,89.93,3122-20
21,3129,20,2.3,40.0,10.09,80.71,3129-20
21,3129,40,1.94,34.35,9.14,84.76,3129-40
21,3129,60,1.83,35.78,10.55,83.49,3129-60
21,3129,100,1.01,44.44,12.12,79.8,3129-100
21,3129,130,1.03,14.43,4.12,91.75,3129-130
21,3129,410,3.45,15.86,5.52,89.66,3129-410
21,3150,20,0.76,16.75,3.3,89.09,3150-20
21,3150,40,0.42,25.42,5.0,91.25,3150-40
21,3150,80,0.22,18.0,3.78,91.33,3150-80
21,3150,100,0.31,18.04,4.89,90.83,3150-100
21,3150,110,0.0,12.5,5.0,92.5,3150-110
21,3171,40,1.32,37.72,9.21,87.28,3171-40
21,3171,60,3.23,27.86,6.16,85.92,3171-60
21,3171,70,2.99,30.34,8.12,86.32,3171-70
21,3171,80,0.4,35.6,12.8,83.2,3171-80
21,3206,20,0.39,48.84,9.3,87.98,3206-20
21,3206,40,0.0,47.56,4.88,91.46,3206-40
21,3206,60,0.0,37.5,7.89,91.45,3206-60
21,3213,40,0.0,58.08,3.54,87.88,3213-40
21,3213,60,0.0,60.28,3.55,92.91,3213-60
21,3213,200,0.0,55.68,4.55,89.77,3213-200
21,3220,100,0.75,19.55,5.08,91.73,3220-100
21,3220,110,0.46,19.17,6.93,90.99,3220-110
21,3220,120,0.0,21.23,6.85,91.78,3220-120
21,3220,140,0.33,19.13,7.99,91.01,3220-140
21,3220,9803,0.0,0.0,0.0,100.0,3220-9803
21,3269,15,13.29,58.21,38.16,34.06,3269-15
21,3269,40,16.14,70.49,45.01,20.38,3269-40
21,3269,48,29.85,70.45,22.69,23.88,3269-48
21,3269,53,20.29,36.23,6.76,59.9,3269-53
21,3269,65,33.33,75.44,18.71,22.22,3269-65
21,3269,90,16.59,56.68,28.99,40.74,3269-90
21,3269,105,12.37,34.28,17.31,57.6,3269-105
21,3269,110,11.46,39.04,21.26,50.5,3269-110
21,3269,125,4.58,54.25,61.76,27.12,3269-125
21,3269,140,18.25,33.65,7.11,49.53,3269-140
21,3269,150,21.69,61.93,23.75,36.3,3269-150
21,3269,165,10.05,32.71,13.08,57.48,3269-165
21,3269,180,21.84,50.57,14.66,44.54,3269-180
21,3269,190,15.18,41.05,19.17,52.72,3269-190
21,3269,200,28.71,64.36,26.73,26.73,3269-200
21,3269,210,21.08,60.41,31.11,30.08,3269-210
21,3269,225,33.83,80.6,27.36,13.93,3269-225
21,3269,240,5.56,22.51,9.06,70.47,3269-240
21,3269,255,18.05,64.32,39.21,25.1,3269-255
21,3269,270,11.11,43.1,30.46,38.7,3269-270
21,3269,300,23.72,67.35,26.53,32.65,3269-300
21,3269,315,22.81,62.69,23.45,34.12,3269-315
21,3269,360,15.35,40.1,21.11,46.2,3269-360
21,3269,370,16.84,55.03,30.6,32.65,3269-370
21,3269,375,26.86,50.59,11.18,43.92,3269-375
21,3269,390,27.13,48.36,10.28,31.95,3269-390
21,3269,400,14.74,54.74,7.37,61.05,3269-400
21,3269,410,44.44,85.19,30.25,12.96,3269-410
21,3269,420,22.1,60.19,29.59,32.19,3269-420
21,3269,435,20.08,80.72,20.88,23.29,3269-435
21,3269,440,25.0,76.95,49.22,14.45,3269-440
21,3269,460,37.68,75.36,28.99,20.29,3269-460
21,3269,475,27.55,69.35,37.77,23.37,3269-475
21,3269,495,20.06,42.9,8.08,57.94,3269-495
21,3269,525,16.07,44.05,11.31,53.57,3269-525
21,3269,540,23.62,51.43,15.01,50.11,3269-540
21,3269,555,47.81,75.22,14.87,18.08,3269-555
21,3269,570,9.02,44.88,30.73,44.39,3269-570
21,3269,615,22.6,59.13,24.04,37.02,3269-615
21,3269,620,20.0,51.29,17.58,43.23,3269-620
21,3269,645,7.51,27.93,11.41,67.57,3269-645
21,3269,660,18.3,52.07,18.95,45.75,3269-660
21,3269,665,16.82,65.12,41.2,27.93,3269-665
21,3269,675,19.92,53.39,14.41,51.27,3269-675
21,3269,690,29.8,76.6,19.21,27.59,3269-690
21,3269,710,19.59,68.66,31.57,30.88,3269-710
21,3269,735,6.91,21.48,10.86,41.73,3269-735
21,3269,780,13.73,46.51,24.34,52.77,3269-780
21,3269,795,3.32,14.22,6.16,65.4,3269-795
21,3269,810,6.21,20.55,7.17,62.07,3269-810
21,3269,820,76.47,0.0,11.76,5.88,3269-820
21,3269,840,10.63,34.47,19.73,52.77,3269-840
21,3269,850,10.16,30.86,16.41,55.86,3269-850
21,3276,40,0.0,32.2,1.69,94.07,3276-40
21,3276,60,0.86,51.07,5.58,86.27,3276-60
21,3276,80,0.78,44.96,3.1,93.02,3276-80
21,3290,60,4.79,62.72,17.38,52.64,3290-60
21,3290,100,1.36,36.41,10.87,75.0,3290-100
21,3290,120,6.49,71.08,22.97,42.7,3290-120
21,3290,140,4.06,40.77,13.79,68.83,3290-140
21,3290,160,6.76,60.36,12.16,62.61,3290-160
21,3290,220,4.71,57.97,8.7,71.74,3290-220
21,3290,260,3.04,41.83,17.87,70.34,3290-260
21,3290,280,4.75,58.47,17.12,55.93,3290-280
21,3290,300,3.77,38.1,11.11,77.38,3290-300
21,3290,400,6.25,78.13,15.63,71.88,3290-400
21,3297,80,0.0,40.54,1.35,94.59,3297-80
21,3297,130,0.99,37.5,1.59,92.46,3297-130
21,3297,160,0.24,30.02,2.6,90.54,3297-160
21,3297,170,0.34,31.63,1.36,93.54,3297-170
21,3304,20,0.3,27.19,4.83,87.92,3304-20
21,3304,40,0.0,18.6,4.65,91.86,3304-40
21,3304,210,0.0,24.18,2.61,94.77,3304-210
21,3311,40,3.66,63.41,4.27,84.76,3311-40
21,3311,60,2.45,48.69,4.41,89.38,3311-60
21,3311,70,1.84,57.53,6.02,87.29,3311-70
21,3311,100,1.77,30.53,7.96,84.07,3311-100
21,3311,120,0.0,54.43,6.33,89.24,3311-120
21,3311,140,2.87,55.5,6.22,86.12,3311-140
21,3318,80,0.42,57.5,3.33,92.08,3318-80
21,3318,100,1.06,48.68,3.17,88.89,3318-100
21,3318,9100,0.0,0.0,0.0,87.5,3318-9100
21,3325,25,0.61,42.42,9.09,86.06,3325-25
21,3325,100,1.04,47.67,9.33,85.49,3325-100
21,3325,110,0.0,48.48,10.91,86.67,3325-110
21,3325,120,1.12,38.43,10.82,84.33,3325-120
21,3332,20,3.2,44.8,26.8,63.2,3332-20
21,3332,40,2.65,37.42,19.87,69.87,3332-40
21,3332,60,1.4,46.15,22.38,65.03,3332-60
21,3332,80,4.6,39.33,17.57,68.2,3332-80
21,3332,9803,3.57,25.0,3.57,89.29,3332-9803
21,3339,40,1.62,33.98,3.4,87.86,3339-40
21,3339,80,0.34,59.31,8.28,86.9,3339-80
21,3339,100,0.98,50.65,8.17,86.93,3339-100
21,3339,110,1.32,35.64,5.12,88.61,3339-110
21,3339,120,1.31,31.48,5.16,88.44,3339-120
21,3339,130,1.55,24.87,4.15,89.12,3339-130
21,3339,140,0.66,29.28,4.61,93.75,3339-140
21,3339,180,3.01,33.73,5.12,81.93,3339-180
21,3339,9100,0.0,38.33,0.0,98.33,3339-9100
21,3360,20,1.76,61.62,8.45,83.8,3360-20
21,3360,40,0.0,67.27,10.91,81.82,3360-40
21,3360,60,0.46,48.62,6.68,85.02,3360-60
21,3360,80,0.74,68.63,6.64,88.56,3360-80
21,3360,100,0.45,66.96,10.27,83.04,3360-100
21,3360,110,1.41,46.48,1.41,91.55,3360-110
21,3360,410,1.15,62.07,18.39,73.56,3360-410
21,3360,9803,0.0,0.0,0.0,100.0,3360-9803
21,3367,60,0.96,44.26,7.89,83.25,3367-60
21,3367,80,0.81,28.73,5.69,90.24,3367-80
21,3367,90,0.41,36.18,5.28,89.84,3367-90
21,3381,20,1.05,14.95,4.42,83.16,3381-20
21,3381,40,0.96,15.68,5.35,83.56,3381-40
21,3381,60,2.21,17.31,3.68,82.69,3381-60
21,3381,80,1.61,17.83,4.16,84.58,3381-80
21,3381,150,2.88,11.54,4.81,80.77,3381-150
21,3381,160,12.21,58.19,13.63,63.38,3381-160
21,3381,430,11.35,53.8,12.68,65.0,3381-430
21,3381,450,11.76,49.67,12.42,62.75,3381-450
21,3381,470,15.33,62.0,11.33,58.67,3381-470
21,3409,180,0.86,45.27,7.75,89.5,3409-180
21,3409,220,0.6,39.88,7.5,90.55,3409-220
21,3409,240,0.78,45.77,5.33,92.48,3409-240
21,3409,320,1.06,50.26,6.35,89.42,3409-320
21,3409,9100,0.98,41.16,5.57,87.55,3409-9100
21,3427,800,2.67,59.16,1.53,90.84,3427-800
21,3428,20,0.5,40.55,3.02,90.93,3428-20
21,3428,40,0.57,37.89,3.13,89.46,3428-40
21,3430,20,6.22,62.69,22.67,58.42,3430-20
21,3430,40,3.86,70.92,15.43,72.11,3430-40
21,3430,60,9.83,55.44,11.3,59.62,3430-60
21,3430,80,8.39,68.53,10.49,72.03,3430-80
21,3430,100,3.3,53.63,20.99,64.84,3430-100
21,3430,120,10.31,74.05,21.37,48.85,3430-120
21,3430,140,9.65,66.67,14.04,59.65,3430-140
21,3430,160,1.07,69.52,71.12,23.53,3430-160
21,3434,20,0.23,95.16,6.68,0.0,3434-20
21,3434,40,0.0,88.62,10.15,0.0,3434-40
21,3434,60,0.0,95.43,5.08,0.0,3434-60
21,3437,40,4.72,17.68,6.09,72.3,3437-40
21,3437,65,6.83,18.54,3.9,73.41,3437-65
21,3437,85,3.69,19.38,3.69,78.15,3437-85
21,3437,110,11.18,20.14,4.98,70.52,3437-110
21,3437,200,2.46,20.9,4.51,79.3,3437-200
21,3437,220,7.22,23.28,4.77,69.62,3437-220
21,3444,20,0.79,42.52,2.89,85.04,3444-20
21,3444,60,0.0,50.54,9.68,81.72,3444-60
21,3444,110,1.15,36.78,0.0,94.25,3444-110
21,3444,150,0.61,36.97,1.21,86.67,3444-150
21,3444,160,2.25,41.14,3.3,81.08,3444-160
21,3444,180,0.98,39.67,2.94,83.55,3444-180
21,3444,210,2.96,36.39,2.96,84.64,3444-210
21,3444,220,2.12,67.53,2.82,64.0,3444-220
21,3479,20,4.7,6.79,2.87,84.07,3479-20
21,3479,60,8.84,13.54,5.95,73.71,3479-60
21,3479,80,6.43,9.38,8.04,72.12,3479-80
21,3479,100,1.11,10.89,4.44,81.33,3479-100
21,3479,140,6.4,13.98,5.45,73.22,3479-140
21,3479,160,5.04,10.57,7.48,74.15,3479-160
21,3484,40,0.0,59.69,5.43,86.05,3484-40
21,3500,60,0.57,53.14,5.71,86.86,3500-60
21,3500,110,0.0,34.67,5.33,93.33,3500-110
21,3500,140,0.74,37.22,2.7,90.66,3500-140
21,3500,190,1.24,56.52,4.04,88.82,3500-190
21,3500,220,0.46,46.54,2.76,90.32,3500-220
21,3500,240,0.0,53.15,0.7,95.8,3500-240
21,3500,260,0.78,44.05,3.9,90.64,3500-260
21,3500,400,0.0,0.0,0.0,94.44,3500-400
21,3500,800,4.13,36.98,1.15,90.97,3500-800
21,3510,20,0.67,2.66,2.66,87.36,3510-20
21,3514,20,0.97,2.92,4.22,86.36,3514-20
21,3528,20,0.0,8.24,3.19,94.15,3528-20
21,3528,40,1.13,7.94,2.27,93.2,3528-40
21,3542,20,0.32,12.3,1.26,96.53,3542-20
21,3549,30,5.24,23.65,10.56,62.52,3549-30
21,3549,40,4.28,19.79,7.75,71.12,3549-40
21,3549,50,6.06,19.42,8.43,70.81,3549-50
21,3549,60,4.78,19.34,9.08,71.71,3549-60
21,3549,90,1.94,12.86,4.37,74.51,3549-90
21,3549,100,0.79,15.42,5.93,88.54,3549-100
21,3549,120,10.12,40.49,22.72,46.91,3549-120
21,3549,150,0.6,9.94,7.53,70.18,3549-150
21,3549,160,12.81,26.16,11.44,63.22,3549-160
21,3549,170,0.55,5.46,2.73,49.45,3549-170
21,3549,400,3.0,33.0,5.0,79.0,3549-400
21,3612,40,0.0,10.0,2.22,95.56,3612-40
21,3612,80,0.24,26.97,5.97,91.41,3612-80
21,3612,100,1.1,21.89,4.85,89.19,3612-100
21,3612,120,1.4,25.05,4.81,87.78,3612-120
21,3612,130,0.86,23.74,3.45,89.93,3612-130
21,3612,140,0.56,32.68,8.1,84.92,3612-140
21,3612,160,0.95,17.78,2.86,91.75,3612-160
21,3619,6,68.67,98.84,23.79,2.13,3619-6
21,3619,8,90.19,90.69,3.99,0.91,3619-8
21,3619,12,46.78,90.29,31.19,12.54,3619-12
21,3619,14,76.37,89.83,14.36,3.49,3619-14
21,3619,18,35.69,87.2,38.56,12.44,3619-18
21,3619,20,55.16,75.05,14.76,14.97,3619-20
21,3619,26,32.75,88.39,51.19,5.18,3619-26
21,3619,29,61.2,87.88,23.49,2.86,3619-29
21,3619,32,23.69,97.38,54.76,2.74,3619-32
21,3619,33,89.52,91.53,2.82,1.08,3619-33
21,3619,38,55.08,87.8,20.63,10.47,3619-38
21,3619,41,21.86,0.0,64.94,4.98,3619-41
21,3619,52,80.28,95.27,4.54,4.14,3619-52
21,3619,59,91.57,95.93,3.49,1.74,3619-59
21,3619,71,49.41,62.38,18.68,23.3,3619-71
21,3619,73,7.16,94.58,87.62,2.9,3619-73
21,3619,75,16.36,79.64,37.82,30.55,3619-75
21,3619,77,92.81,0.0,2.4,0.6,3619-77
21,3619,81,82.0,94.0,4.0,2.4,3619-81
21,3619,89,94.44,0.0,1.59,0.4,3619-89
21,3619,92,88.57,96.79,3.21,2.14,3619-92
21,3619,93,79.93,97.08,4.01,2.55,3619-93
21,3619,94,86.6,0.0,1.91,0.0,3619-94
21,3619,95,33.96,90.91,22.13,12.35,3619-95
21,3619,98,7.72,60.35,36.14,45.09,3619-98
21,3619,103,66.45,98.25,3.51,0.66,3619-103
21,3619,104,84.81,95.25,6.33,3.16,3619-104
21,3619,107,92.58,0.0,3.18,0.35,3619-107
21,3619,108,94.67,95.64,1.45,0.48,3619-108
21,3619,110,93.96,0.0,2.64,0.38,3619-110
21,3619,111,89.24,84.34,4.11,1.57,3619-111
21,3619,112,5.21,34.6,20.62,63.51,3619-112
21,3619,113,7.97,74.45,42.03,34.07,3619-113
21,3619,114,93.2,0.0,3.24,0.32,3619-114
