year,mergecode,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,totaltest,mathpass,elapass,totalenroll,droprate,districtcode,black,lowincome,hispanic,white,year_21,state
17,2436-20wisconsin,550612000677,0.0,0.0,1.0,0.0,334,35.03,44.31,1372,1.24,2436wisconsin,1.76,20.35,6.22,89.31,0,wisconsin
18,2436-20wisconsin,550612000677,0.0,0.0,1.0,0.0,334,39.22,51.2,1334,1.72,2436wisconsin,1.1,20.6,7.51,87.79,0,wisconsin
19,2436-20wisconsin,550612000677,0.0,0.0,1.0,0.0,298,32.55,46.98,1353,1.11,2436wisconsin,1.26,20.76,6.62,88.54,0,wisconsin
21,2436-20wisconsin,550612000677,0.0,0.0,1.0,0.0,324,25.31,31.48,1340,0.52,2436wisconsin,1.19,27.31,8.43,86.04,1,wisconsin
17,245-40wisconsin,550078000101,0.0,0.0,1.0,0.0,58,48.28,37.93,267,0.37,245wisconsin,0.32,28.25,1.62,95.13,0,wisconsin
18,245-40wisconsin,550078000101,0.0,0.0,1.0,0.0,43,48.84,37.21,264,0.0,245wisconsin,0.66,26.91,2.66,93.69,0,wisconsin
19,245-40wisconsin,550078000101,0.0,0.0,1.0,0.0,35,17.14,20.0,247,0.0,245wisconsin,0.98,29.74,3.27,93.79,0,wisconsin
21,245-40wisconsin,550078000101,0.0,0.3,0.7,0.3,51,11.76,27.45,291,0.34,245wisconsin,0.29,31.47,2.65,94.71,1,wisconsin
17,2450-20wisconsin,550618000678,0.0,0.0,1.0,0.0,543,67.22,60.22,2176,0.14,2450wisconsin,0.55,5.62,3.33,92.1,0,wisconsin
18,2450-20wisconsin,550618000678,0.0,0.0,1.0,0.0,509,66.01,57.96,2158,0.09,2450wisconsin,0.51,5.7,3.13,92.04,0,wisconsin
19,2450-20wisconsin,550618000678,0.0,0.0,1.0,0.0,541,61.0,58.41,2127,0.05,2450wisconsin,0.42,6.45,3.6,91.44,0,wisconsin
21,2450-20wisconsin,550618000678,0.0,0.0,1.0,0.0,518,62.16,52.7,2076,0.0,2450wisconsin,0.77,8.4,4.75,88.53,1,wisconsin
17,2478-40wisconsin,550627000690,0.0,0.0,1.0,0.0,130,32.31,30.0,527,5.88,2478wisconsin,0.39,49.81,2.91,63.95,0,wisconsin
18,2478-40wisconsin,550627000690,0.0,0.0,1.0,0.0,111,42.34,25.23,512,3.32,2478wisconsin,1.36,57.12,2.34,63.74,0,wisconsin
19,2478-40wisconsin,550627000690,0.0,0.0,1.0,0.0,124,27.42,27.42,516,2.13,2478wisconsin,0.58,58.38,2.5,65.9,0,wisconsin
21,2478-40wisconsin,550627000690,0.7,0.0,0.3,0.35,132,34.09,40.15,520,3.46,2478wisconsin,1.33,58.14,4.36,64.39,1,wisconsin
17,2485-60wisconsin,550630000696,0.0,0.0,1.0,0.0,37,37.84,21.62,172,1.16,2485wisconsin,1.18,31.18,0.59,98.24,0,wisconsin
18,2485-60wisconsin,550630000696,0.0,0.0,1.0,0.0,43,41.86,41.86,168,0.0,2485wisconsin,0.6,33.33,0.6,98.21,0,wisconsin
19,2485-60wisconsin,550630000696,0.0,0.0,1.0,0.0,42,42.86,42.86,167,0.0,2485wisconsin,0.58,30.81,0.58,98.84,0,wisconsin
21,2485-60wisconsin,550630000696,0.27,0.0,0.73,0.14,43,37.21,27.91,171,0.58,2485wisconsin,2.38,33.33,0.6,97.02,1,wisconsin
17,2527-40wisconsin,550642000699,0.0,0.0,1.0,0.0,19,42.11,15.79,81,0.0,2527wisconsin,0.0,12.35,0.0,96.3,0,wisconsin
18,2527-40wisconsin,550642000699,0.0,0.0,1.0,0.0,18,38.89,38.89,78,2.56,2527wisconsin,0.0,14.63,0.0,96.34,0,wisconsin
19,2527-40wisconsin,550642000699,0.0,0.0,1.0,0.0,19,47.37,31.58,88,1.14,2527wisconsin,1.15,18.39,0.0,95.4,0,wisconsin
21,2527-40wisconsin,550642000699,0.0,0.0,1.0,0.0,29,41.38,41.38,94,3.19,2527wisconsin,1.09,16.3,1.09,91.3,1,wisconsin
17,2534-40wisconsin,550645000701,0.0,0.0,1.0,0.0,26,50.0,38.46,128,0.0,2534wisconsin,0.0,16.54,7.87,90.55,0,wisconsin
18,2534-40wisconsin,550645000701,0.0,0.0,1.0,0.0,34,55.88,50.0,142,0.7,2534wisconsin,0.0,17.11,6.58,91.45,0,wisconsin
19,2534-40wisconsin,550645000701,0.0,0.0,1.0,0.0,43,37.21,37.21,150,0.0,2534wisconsin,0.0,16.0,9.33,87.33,0,wisconsin
21,2534-40wisconsin,550645000701,0.0,0.09,0.91,0.09,36,36.11,27.78,152,0.0,2534wisconsin,0.0,26.58,9.49,86.71,1,wisconsin
17,2541-60wisconsin,550648000703,0.0,0.0,1.0,0.0,46,32.61,34.78,234,0.85,2541wisconsin,1.91,41.6,4.96,89.69,0,wisconsin
18,2541-60wisconsin,550648000703,0.0,0.0,1.0,0.0,39,28.21,35.9,233,0.43,2541wisconsin,0.73,43.22,5.49,90.48,0,wisconsin
19,2541-60wisconsin,550648000703,0.0,0.0,1.0,0.0,31,25.81,48.39,241,0.83,2541wisconsin,0.0,44.89,4.74,91.61,0,wisconsin
21,2541-60wisconsin,550648000703,0.2,0.1,0.7,0.2,48,4.17,18.75,117,1.71,2541wisconsin,0.35,51.23,8.07,87.72,1,wisconsin
17,2562-40wisconsin,550654000706,0.0,0.0,1.0,0.0,274,41.61,53.65,1106,0.27,2562wisconsin,1.17,24.48,1.44,87.4,0,wisconsin
18,2562-40wisconsin,550654000706,0.0,0.0,1.0,0.0,282,43.26,40.78,1020,1.27,2562wisconsin,1.4,22.65,0.97,88.24,0,wisconsin
19,2562-40wisconsin,550654000706,0.0,0.0,1.0,0.0,256,30.47,50.39,1145,0.09,2562wisconsin,1.3,25.54,1.04,87.97,0,wisconsin
21,2562-40wisconsin,550654000706,0.1,0.6,0.3,0.65,288,23.26,32.64,1174,0.43,2562wisconsin,1.11,24.94,2.05,86.34,1,wisconsin
17,2576-60wisconsin,550657000712,0.0,0.0,1.0,0.0,51,27.45,25.49,228,1.75,2576wisconsin,0.0,22.32,10.71,86.16,0,wisconsin
18,2576-60wisconsin,550657000712,0.0,0.0,1.0,0.0,48,16.67,35.42,214,1.4,2576wisconsin,0.45,22.17,9.5,86.43,0,wisconsin
19,2576-60wisconsin,550657000712,0.0,0.0,1.0,0.0,61,9.84,31.15,232,0.86,2576wisconsin,0.44,27.07,9.17,87.34,0,wisconsin
21,2576-60wisconsin,550657000712,0.0,0.0,1.0,0.0,64,15.62,25.0,252,1.98,2576wisconsin,1.88,33.33,4.23,88.26,1,wisconsin
17,2583-40wisconsin,550660000715,0.0,0.0,1.0,0.0,260,42.69,55.77,1066,0.28,2583wisconsin,0.37,10.16,4.57,91.8,0,wisconsin
18,2583-40wisconsin,550660000715,0.0,0.0,1.0,0.0,258,39.92,48.84,1113,0.36,2583wisconsin,0.18,11.42,4.53,91.84,0,wisconsin
19,2583-40wisconsin,550660000715,0.0,0.0,1.0,0.0,253,32.02,47.04,1149,0.17,2583wisconsin,0.26,15.64,4.6,92.27,0,wisconsin
21,2583-40wisconsin,550660000715,0.0,0.0,1.0,0.0,309,28.16,46.28,1195,0.33,2583wisconsin,0.16,17.46,5.52,90.94,1,wisconsin
17,2604-20wisconsin,550663000716,0.0,0.0,1.0,0.0,453,53.42,49.01,1887,0.53,2604wisconsin,2.7,15.69,2.91,89.45,0,wisconsin
18,2604-20wisconsin,550663000716,0.0,0.0,1.0,0.0,432,47.22,47.69,1921,1.25,2604wisconsin,2.88,13.97,2.46,89.9,0,wisconsin
19,2604-20wisconsin,550663000716,0.0,0.0,1.0,0.0,462,50.87,45.89,1928,1.76,2604wisconsin,2.09,18.95,2.67,90.16,0,wisconsin
21,2604-20wisconsin,550663000716,0.2,0.3,0.5,0.4,444,34.68,39.19,1916,0.63,2604wisconsin,1.57,20.48,2.51,89.39,1,wisconsin
17,2605-60wisconsin,550666000721,0.0,0.0,1.0,0.0,66,30.3,43.94,272,0.37,2605wisconsin,1.84,11.4,1.84,94.85,0,wisconsin
18,2605-60wisconsin,550666000721,0.0,0.0,1.0,0.0,63,39.68,47.62,291,0.69,2605wisconsin,1.39,14.29,1.74,95.12,0,wisconsin
19,2605-60wisconsin,550666000721,0.0,0.0,1.0,0.0,73,24.66,42.47,281,0.71,2605wisconsin,2.14,15.66,2.49,93.95,0,wisconsin
21,2605-60wisconsin,550666000721,0.4,0.0,0.6,0.2,62,37.1,37.1,278,1.08,2605wisconsin,0.36,13.72,3.97,93.5,1,wisconsin
17,2611-80wisconsin,550669000729,0.0,0.0,1.0,0.0,411,51.58,51.09,1801,0.5,2611wisconsin,1.22,10.09,2.72,90.69,0,wisconsin
18,2611-80wisconsin,550669000729,0.0,0.0,1.0,0.0,421,54.16,46.56,1773,0.79,2611wisconsin,1.24,11.83,3.04,90.93,0,wisconsin
19,2611-80wisconsin,550669000729,0.0,0.0,1.0,0.0,438,44.52,44.52,1774,0.23,2611wisconsin,1.18,13.66,3.02,90.48,0,wisconsin
21,2611-80wisconsin,550669000729,0.09,0.18,0.73,0.23,434,42.17,46.54,1802,0.11,2611wisconsin,1.09,18.34,4.31,88.92,1,wisconsin
17,2618-60wisconsin,550675000733,0.0,0.0,1.0,0.0,38,21.05,23.68,248,0.0,2618wisconsin,0.68,42.03,2.03,95.93,0,wisconsin
18,2618-60wisconsin,550675000733,0.0,0.0,1.0,0.0,43,27.91,32.56,260,0.38,2618wisconsin,0.66,39.2,2.33,94.35,0,wisconsin
19,2618-60wisconsin,550675000733,0.0,0.0,1.0,0.0,42,21.43,23.81,263,0.0,2618wisconsin,0.33,46.08,2.94,93.46,0,wisconsin
21,2618-60wisconsin,550675000733,0.0,0.0,1.0,0.0,46,21.74,32.61,269,0.0,2618wisconsin,0.0,44.12,2.61,94.12,1,wisconsin
17,2625-40wisconsin,550678000738,0.0,0.0,1.0,0.0,34,26.47,20.59,204,0.98,2625wisconsin,0.0,28.15,5.46,90.76,0,wisconsin
18,2625-40wisconsin,550678000738,0.0,0.0,1.0,0.0,41,26.83,29.27,230,0.87,2625wisconsin,0.4,25.5,3.98,92.03,0,wisconsin
19,2625-40wisconsin,550678000738,0.0,0.0,1.0,0.0,38,23.68,42.11,211,0.95,2625wisconsin,0.78,32.3,6.23,88.72,0,wisconsin
21,2625-40wisconsin,550678000738,0.0,0.0,1.0,0.0,28,32.14,42.86,177,0.0,2625wisconsin,0.0,34.83,5.47,89.55,1,wisconsin
17,2632-40wisconsin,550681000740,0.0,0.0,1.0,0.0,25,16.0,36.0,120,2.5,2632wisconsin,0.82,36.89,13.93,82.79,0,wisconsin
18,2632-40wisconsin,550681000740,0.0,0.0,1.0,0.0,34,26.47,20.59,116,0.86,2632wisconsin,0.91,41.82,18.18,76.36,0,wisconsin
19,2632-40wisconsin,550681000740,0.0,0.0,1.0,0.0,23,13.04,30.43,114,0.0,2632wisconsin,0.88,47.79,24.78,69.91,0,wisconsin
21,2632-40wisconsin,550681000740,0.0,0.0,1.0,0.0,18,0.0,22.22,125,0.8,2632wisconsin,1.71,60.68,33.33,60.68,1,wisconsin
17,2639-40wisconsin,550684000742,0.0,0.0,1.0,0.0,50,40.0,44.0,328,0.3,2639wisconsin,0.31,0.0,0.62,96.3,0,wisconsin
18,2639-40wisconsin,550684000742,0.0,0.0,1.0,0.0,49,38.78,42.86,312,0.0,2639wisconsin,0.0,27.87,0.66,96.72,0,wisconsin
19,2639-40wisconsin,550684000742,0.0,0.0,1.0,0.0,46,32.61,32.61,294,0.34,2639wisconsin,0.0,34.43,0.66,97.38,0,wisconsin
21,2639-40wisconsin,550684000742,0.3,0.0,0.7,0.15,50,36.0,44.0,300,0.33,2639wisconsin,0.0,37.42,0.33,97.35,1,wisconsin
17,2646-40wisconsin,550687000745,0.0,0.0,1.0,0.0,40,32.5,35.0,180,0.0,2646wisconsin,0.54,33.15,1.09,97.28,0,wisconsin
18,2646-40wisconsin,550687000745,0.0,0.0,1.0,0.0,38,39.47,42.11,173,0.0,2646wisconsin,0.0,27.33,0.0,97.09,0,wisconsin
19,2646-40wisconsin,550687000745,0.0,0.0,1.0,0.0,44,34.09,20.45,171,0.0,2646wisconsin,0.0,32.95,0.58,98.84,0,wisconsin
21,2646-40wisconsin,550687000745,0.0,0.0,1.0,0.0,39,7.69,23.08,183,0.55,2646wisconsin,0.54,40.32,4.3,93.55,1,wisconsin
17,2660-60wisconsin,550696000752,0.0,0.0,1.0,0.0,35,20.0,34.29,137,0.0,2660wisconsin,0.0,30.6,1.49,94.03,0,wisconsin
18,2660-60wisconsin,550696000752,0.0,0.0,1.0,0.0,34,23.53,23.53,124,0.81,2660wisconsin,1.54,30.77,2.31,93.08,0,wisconsin
19,2660-60wisconsin,550696000752,0.0,0.0,1.0,0.0,33,15.15,21.21,132,0.0,2660wisconsin,1.48,45.19,1.48,94.81,0,wisconsin
21,2660-60wisconsin,550696000752,0.6,0.1,0.3,0.4,38,34.21,21.05,138,3.62,2660wisconsin,2.9,50.0,2.9,93.48,1,wisconsin
17,2695-280wisconsin,550702000770,0.0,0.0,1.0,0.0,303,29.37,34.32,1354,0.52,2695wisconsin,4.87,45.17,11.79,76.96,0,wisconsin
18,2695-280wisconsin,550702000770,0.0,0.0,1.0,0.0,296,28.38,28.72,1330,1.28,2695wisconsin,4.96,43.1,12.13,75.9,0,wisconsin
19,2695-280wisconsin,550702000770,0.0,0.0,1.0,0.0,292,17.47,28.77,1280,0.94,2695wisconsin,6.11,48.61,12.69,73.51,0,wisconsin
21,2695-280wisconsin,550702000770,0.0,0.0,1.0,0.0,205,18.05,25.85,1076,1.39,2695wisconsin,5.3,47.35,12.71,71.82,1,wisconsin
17,2695-430wisconsin,550702002691,0.0,0.0,1.0,0.0,16,12.5,18.75,64,0.0,2695wisconsin,3.17,47.62,7.94,84.13,0,wisconsin
18,2695-430wisconsin,550702002691,0.0,0.0,1.0,0.0,10,0.0,30.0,62,1.61,2695wisconsin,3.64,49.09,14.55,76.36,0,wisconsin
19,2695-430wisconsin,550702002691,0.0,0.0,1.0,0.0,10,0.0,20.0,71,0.0,2695wisconsin,0.0,45.61,14.04,84.21,0,wisconsin
21,2695-430wisconsin,550702002691,0.2,0.2,0.6,0.3,11,9.09,9.09,37,0.0,2695wisconsin,0.0,67.5,15.0,82.5,1,wisconsin
17,2695-450wisconsin,550702002952,0.0,0.0,1.0,0.0,16,56.25,56.25,42,0.0,2695wisconsin,0.0,20.51,17.95,76.92,0,wisconsin
18,2695-450wisconsin,550702002952,0.0,0.0,1.0,0.0,10,30.0,40.0,47,0.0,2695wisconsin,2.08,25.0,2.08,89.58,0,wisconsin
19,2695-450wisconsin,550702002952,0.0,0.0,1.0,0.0,8,12.5,37.5,29,0.0,2695wisconsin,0.0,37.5,4.17,91.67,0,wisconsin
21,2695-450wisconsin,550702002952,0.0,0.3,0.7,0.3,12,8.33,16.67,63,0.0,2695wisconsin,7.94,47.62,11.11,74.6,1,wisconsin
17,2695-60wisconsin,550702000757,0.0,0.0,1.0,0.0,372,33.6,42.2,1699,0.82,2695wisconsin,5.78,31.82,9.36,76.46,0,wisconsin
18,2695-60wisconsin,550702000757,0.0,0.0,1.0,0.0,395,35.19,33.92,1700,1.0,2695wisconsin,5.04,31.16,10.37,76.42,0,wisconsin
19,2695-60wisconsin,550702000757,0.0,0.0,1.0,0.0,349,24.64,36.96,1633,0.43,2695wisconsin,4.98,37.45,11.93,74.48,0,wisconsin
21,2695-60wisconsin,550702000757,0.5,0.3,0.2,0.55,269,21.56,30.86,1409,0.5,2695wisconsin,3.78,37.51,13.4,75.89,1,wisconsin
17,2702-80wisconsin,550705000778,0.0,0.0,1.0,0.0,165,44.24,41.21,651,0.77,2702wisconsin,2.59,36.89,12.65,82.47,0,wisconsin
18,2702-80wisconsin,550705000778,0.0,0.0,1.0,0.0,152,34.21,30.92,661,0.91,2702wisconsin,1.81,30.27,14.91,81.02,0,wisconsin
19,2702-80wisconsin,550705000778,0.0,0.0,1.0,0.0,172,22.09,25.58,629,2.54,2702wisconsin,2.71,35.73,15.63,78.31,0,wisconsin
21,2702-80wisconsin,550705000778,0.0,0.0,1.0,0.0,136,20.59,24.26,605,1.49,2702wisconsin,1.34,37.12,21.57,74.41,1,wisconsin
17,2737-40wisconsin,550723000785,0.0,0.0,1.0,0.0,31,38.71,58.06,102,0.98,2737wisconsin,0.0,28.43,5.88,91.18,0,wisconsin
18,2737-40wisconsin,550723000785,0.0,0.0,1.0,0.0,15,66.67,60.0,107,0.0,2737wisconsin,0.0,40.37,7.34,90.83,0,wisconsin
19,2737-40wisconsin,550723000785,0.0,0.0,1.0,0.0,37,32.43,40.54,99,0.0,2737wisconsin,0.0,49.0,9.0,88.0,0,wisconsin
21,2737-40wisconsin,550723000785,0.0,0.0,1.0,0.0,15,6.67,26.67,81,1.23,2737wisconsin,0.0,64.56,5.06,93.67,1,wisconsin
17,2744-22wisconsin,550726000787,0.0,0.0,1.0,0.0,46,19.57,41.3,242,0.0,2744wisconsin,0.0,31.95,6.22,89.63,0,wisconsin
18,2744-22wisconsin,550726000787,0.0,0.0,1.0,0.0,58,29.31,34.48,235,0.0,2744wisconsin,0.43,30.47,8.58,85.84,0,wisconsin
19,2744-22wisconsin,550726000787,0.0,0.0,1.0,0.0,61,16.39,27.87,237,0.0,2744wisconsin,0.41,29.22,7.82,86.83,0,wisconsin
21,2744-22wisconsin,550726000787,0.0,0.0,1.0,0.0,55,9.09,7.27,245,0.0,2744wisconsin,0.4,40.49,11.34,85.02,1,wisconsin
17,2758-40wisconsin,550729000793,0.0,0.0,1.0,0.0,282,30.85,45.74,1174,0.94,2758wisconsin,0.76,22.24,5.6,88.62,0,wisconsin
18,2758-40wisconsin,550729000793,0.0,0.0,1.0,0.0,290,37.59,45.52,1180,1.02,2758wisconsin,0.52,16.75,5.76,87.37,0,wisconsin
19,2758-40wisconsin,550729000793,0.0,0.0,1.0,0.0,281,31.67,37.01,1162,0.69,2758wisconsin,0.61,19.81,5.8,87.11,0,wisconsin
21,2758-40wisconsin,550729000793,1.0,0.0,0.0,0.5,265,21.51,32.45,1208,0.33,2758wisconsin,1.16,22.37,5.97,87.57,1,wisconsin
17,2793-410wisconsin,550732001461,0.0,0.0,1.0,0.0,543,19.89,32.23,2313,0.86,2793wisconsin,13.08,39.86,27.47,52.81,0,wisconsin
18,2793-410wisconsin,550732001461,0.0,0.0,1.0,0.0,535,21.5,31.78,2237,1.83,2793wisconsin,12.24,34.34,27.72,52.81,0,wisconsin
19,2793-410wisconsin,550732001461,0.0,0.0,1.0,0.0,495,28.69,33.94,2221,0.68,2793wisconsin,11.66,38.78,27.9,52.82,0,wisconsin
21,2793-410wisconsin,550732001461,0.6,0.1,0.3,0.4,464,17.89,29.09,2035,0.29,2793wisconsin,12.21,45.07,28.74,51.15,1,wisconsin
17,2793-480wisconsin,550732001462,0.0,0.0,1.0,0.0,109,70.64,72.48,433,0.0,2793wisconsin,3.7,19.44,10.42,78.47,0,wisconsin
18,2793-480wisconsin,550732001462,0.0,0.0,1.0,0.0,105,70.48,71.43,408,0.25,2793wisconsin,2.68,13.41,10.98,79.27,0,wisconsin
19,2793-480wisconsin,550732001462,0.0,0.0,1.0,0.0,102,67.65,76.47,389,0.0,2793wisconsin,3.32,16.84,11.22,76.79,0,wisconsin
21,2793-480wisconsin,550732001462,0.55,0.09,0.36,0.36,82,57.32,62.2,372,0.0,2793wisconsin,2.93,23.4,13.83,70.21,1,wisconsin
17,2793-490wisconsin,550732002754,0.0,0.0,1.0,0.0,101,19.8,33.66,523,0.19,2793wisconsin,8.18,30.32,21.81,64.4,0,wisconsin
18,2793-490wisconsin,550732002754,0.0,0.0,1.0,0.0,104,20.19,27.88,534,0.19,2793wisconsin,8.32,26.29,24.29,60.9,0,wisconsin
19,2793-490wisconsin,550732002754,0.0,0.0,1.0,0.0,104,21.15,38.46,532,0.0,2793wisconsin,8.05,34.23,24.5,60.91,0,wisconsin
21,2793-490wisconsin,550732002754,0.0,0.1,0.9,0.1,104,14.42,28.85,535,0.0,2793wisconsin,8.98,44.24,26.78,56.27,1,wisconsin
17,2793-580wisconsin,550732000828,0.0,0.0,1.0,0.0,415,22.17,31.57,1670,1.44,2793wisconsin,11.58,39.04,22.39,60.6,0,wisconsin
18,2793-580wisconsin,550732000828,0.0,0.0,1.0,0.0,409,22.0,35.45,1661,1.26,2793wisconsin,11.63,34.12,23.51,59.37,0,wisconsin
19,2793-580wisconsin,550732000828,0.0,0.0,1.0,0.0,344,15.41,26.74,1661,0.78,2793wisconsin,11.69,41.08,25.24,57.65,0,wisconsin
21,2793-580wisconsin,550732000828,0.3,0.1,0.6,0.25,394,11.68,21.83,1634,0.61,2793wisconsin,10.21,46.28,26.86,57.06,1,wisconsin
17,2793-60wisconsin,550732000801,0.0,0.0,1.0,0.0,360,15.0,22.5,1617,1.67,2793wisconsin,20.63,53.88,29.56,46.64,0,wisconsin
18,2793-60wisconsin,550732000801,0.0,0.0,1.0,0.0,365,19.45,23.56,1553,4.25,2793wisconsin,20.55,46.46,32.28,43.75,0,wisconsin
19,2793-60wisconsin,550732000801,0.0,0.0,1.0,0.0,311,14.15,24.12,1494,1.47,2793wisconsin,18.34,53.17,35.31,42.14,0,wisconsin
21,2793-60wisconsin,550732000801,0.6,0.1,0.3,0.4,324,7.1,14.81,1372,1.17,2793wisconsin,17.77,66.72,38.01,38.71,1,wisconsin
17,280-40wisconsin,550081000103,0.0,0.0,1.0,0.0,251,41.43,41.04,956,2.2,280wisconsin,0.31,31.64,7.57,86.51,0,wisconsin
18,280-40wisconsin,550081000103,0.0,0.0,1.0,0.0,230,38.26,35.65,918,2.72,280wisconsin,0.42,31.81,7.42,86.0,0,wisconsin
19,280-40wisconsin,550081000103,0.0,0.0,1.0,0.0,222,36.49,39.64,928,0.97,280wisconsin,0.75,39.81,8.48,85.09,0,wisconsin
21,280-40wisconsin,550081000103,0.0,0.2,0.8,0.2,226,27.88,27.43,897,0.56,280wisconsin,1.32,42.29,9.8,81.83,1,wisconsin
17,2800-80wisconsin,550738000837,0.0,0.0,1.0,0.0,155,38.71,43.23,627,0.48,2800wisconsin,1.28,13.78,3.21,92.15,0,wisconsin
18,2800-80wisconsin,550738000837,0.0,0.0,1.0,0.0,135,34.81,33.33,638,1.25,2800wisconsin,1.59,13.72,3.83,90.59,0,wisconsin
19,2800-80wisconsin,550738000837,0.0,0.0,1.0,0.0,161,35.4,42.86,603,1.0,2800wisconsin,2.35,16.28,3.69,89.93,0,wisconsin
21,2800-80wisconsin,550738000837,0.0,0.0,1.0,0.0,128,33.59,40.62,564,0.35,2800wisconsin,0.88,19.16,2.64,93.15,1,wisconsin
17,2814-100wisconsin,550741000841,0.0,0.0,1.0,0.0,77,50.65,36.36,314,1.59,2814wisconsin,0.65,27.18,5.5,92.56,0,wisconsin
18,2814-100wisconsin,550741000841,0.0,0.0,1.0,0.0,75,34.67,20.0,315,0.63,2814wisconsin,0.93,26.32,6.5,91.02,0,wisconsin
19,2814-100wisconsin,550741000841,0.0,0.0,1.0,0.0,80,30.0,32.5,341,0.88,2814wisconsin,0.0,27.01,8.91,88.22,0,wisconsin
21,2814-100wisconsin,550741000841,0.6,0.1,0.3,0.4,90,36.67,31.11,318,0.63,2814wisconsin,0.31,32.1,9.26,87.65,1,wisconsin
17,2828-40wisconsin,550744000844,0.0,0.0,1.0,0.0,116,32.76,40.52,443,1.13,2828wisconsin,0.23,12.61,3.83,93.24,0,wisconsin
18,2828-40wisconsin,550744000844,0.0,0.0,1.0,0.0,99,27.27,37.37,438,0.68,2828wisconsin,0.23,14.55,3.41,92.5,0,wisconsin
19,2828-40wisconsin,550744000844,0.0,0.0,1.0,0.0,107,17.76,31.78,417,0.0,2828wisconsin,1.2,19.47,4.33,90.87,0,wisconsin
21,2828-40wisconsin,550744000844,0.2,0.0,0.8,0.1,76,17.11,26.32,341,0.29,2828wisconsin,1.5,18.86,4.19,89.52,1,wisconsin
17,2835-80wisconsin,550747000850,0.0,0.0,1.0,0.0,392,42.09,53.32,1542,0.32,2835wisconsin,2.16,11.3,3.07,92.03,0,wisconsin
18,2835-80wisconsin,550747000850,0.0,0.0,1.0,0.0,374,40.64,42.78,1576,0.13,2835wisconsin,1.95,10.59,3.09,91.24,0,wisconsin
19,2835-80wisconsin,550747000850,0.0,0.0,1.0,0.0,384,41.15,46.88,1564,0.26,2835wisconsin,1.73,13.76,3.26,90.72,0,wisconsin
21,2835-80wisconsin,550747000850,0.0,0.0,1.0,0.0,380,36.58,37.11,1599,0.25,2835wisconsin,1.89,14.31,3.78,88.27,1,wisconsin
17,2849-20wisconsin,550753000854,0.0,0.0,1.0,0.0,220,38.18,40.45,1087,1.47,2849wisconsin,5.35,38.47,2.95,75.83,0,wisconsin
18,2849-20wisconsin,550753000854,0.0,0.0,1.0,0.0,275,34.91,41.45,1069,3.46,2849wisconsin,6.12,34.09,4.33,73.16,0,wisconsin
19,2849-20wisconsin,550753000854,0.0,0.0,1.0,0.0,231,19.48,34.2,1064,1.32,2849wisconsin,5.57,39.37,4.74,75.49,0,wisconsin
21,2849-20wisconsin,550753000854,0.2,0.5,0.3,0.6,254,22.44,30.71,1021,0.39,2849wisconsin,4.52,45.87,5.48,76.44,1,wisconsin
17,2849-220wisconsin,550753000865,0.0,0.0,1.0,0.0,167,40.12,48.5,743,2.29,2849wisconsin,4.99,45.21,4.02,70.18,0,wisconsin
18,2849-220wisconsin,550753000865,0.0,0.0,1.0,0.0,178,33.71,37.08,773,2.98,2849wisconsin,4.98,44.82,4.98,68.81,0,wisconsin
19,2849-220wisconsin,550753000865,0.0,0.0,1.0,0.0,147,31.29,43.54,753,1.2,2849wisconsin,4.19,50.79,4.71,68.72,0,wisconsin
21,2849-220wisconsin,550753000865,0.3,0.4,0.3,0.55,166,13.86,24.1,749,0.27,2849wisconsin,6.1,50.65,4.68,64.68,1,wisconsin
17,2856-80wisconsin,550759000877,0.0,0.0,1.0,0.0,71,26.76,32.39,286,1.75,2856wisconsin,1.02,50.51,2.37,87.46,0,wisconsin
18,2856-80wisconsin,550759000877,0.0,0.0,1.0,0.0,65,33.85,29.23,282,2.48,2856wisconsin,1.08,41.22,2.87,87.46,0,wisconsin
19,2856-80wisconsin,550759000877,0.0,0.0,1.0,0.0,62,16.13,22.58,266,2.63,2856wisconsin,1.5,51.88,1.88,89.85,0,wisconsin
21,2856-80wisconsin,550759000877,0.0,0.0,1.0,0.0,61,19.67,13.11,235,2.13,2856wisconsin,2.87,60.66,3.69,88.11,1,wisconsin
17,2863-40wisconsin,550756000873,0.0,0.0,1.0,0.0,13,38.46,46.15,60,0.0,2863wisconsin,0.0,48.33,3.33,95.0,0,wisconsin
18,2863-40wisconsin,550756000873,0.0,0.0,1.0,0.0,16,12.5,31.25,66,0.0,2863wisconsin,0.0,50.0,3.13,93.75,0,wisconsin
19,2863-40wisconsin,550756000873,0.0,0.0,1.0,0.0,15,13.33,13.33,66,0.0,2863wisconsin,0.0,47.69,1.54,93.85,0,wisconsin
21,2863-40wisconsin,550756000873,0.1,0.3,0.6,0.35,15,6.67,20.0,63,0.0,2863wisconsin,0.0,46.15,3.08,93.85,1,wisconsin
17,287-40wisconsin,550084000112,0.0,0.0,1.0,0.0,39,33.33,71.79,181,0.0,287wisconsin,0.45,11.61,1.34,95.09,0,wisconsin
18,287-40wisconsin,550084000112,0.0,0.0,1.0,0.0,18,44.44,55.56,190,0.0,287wisconsin,0.88,12.39,0.0,97.35,0,wisconsin
19,287-40wisconsin,550084000112,0.0,0.0,1.0,0.0,33,30.3,48.48,116,0.0,287wisconsin,0.95,18.01,0.0,97.16,0,wisconsin
