year,mergecode,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,totaltest,mathpass,elapass,totalenroll,droprate,districtcode,black,lowincome,hispanic,white,year_21,state
17,1015-20wisconsin,550246000270,0.0,0.0,1.0,0.0,276,72.1,85.51,1121,0.0,1015wisconsin,0.89,5.68,2.22,92.18,0,wisconsin
18,1015-20wisconsin,550246000270,0.0,0.0,1.0,0.0,264,61.36,72.35,1101,0.0,1015wisconsin,1.19,5.78,2.57,91.1,0,wisconsin
19,1015-20wisconsin,550246000270,0.0,0.0,1.0,0.0,280,58.21,68.93,1107,0.0,1015wisconsin,0.99,6.96,3.25,90.33,0,wisconsin
21,1015-20wisconsin,550246000270,0.0,0.0,1.0,0.0,279,54.48,65.59,1077,0.0,1015wisconsin,1.02,11.06,5.02,88.38,1,wisconsin
17,1029-40wisconsin,550243000267,0.0,0.0,1.0,0.0,85,52.94,51.76,340,0.29,1029wisconsin,0.28,11.65,4.83,92.9,0,wisconsin
18,1029-40wisconsin,550243000267,0.0,0.0,1.0,0.0,83,54.22,50.6,323,1.55,1029wisconsin,0.62,8.7,5.28,91.61,0,wisconsin
19,1029-40wisconsin,550243000267,0.0,0.0,1.0,0.0,71,45.07,43.66,304,1.32,1029wisconsin,1.29,11.0,7.77,88.67,0,wisconsin
21,1029-40wisconsin,550243000267,0.0,0.0,1.0,0.0,69,28.99,37.68,298,0.34,1029wisconsin,0.67,18.52,10.1,86.53,1,wisconsin
17,105-40wisconsin,550024000024,0.0,0.0,1.0,0.0,26,15.38,26.92,179,0.0,105wisconsin,0.48,42.38,21.9,77.14,0,wisconsin
18,105-40wisconsin,550024000024,0.0,0.0,1.0,0.0,30,60.0,60.0,117,2.56,105wisconsin,0.0,53.1,22.12,76.99,0,wisconsin
19,105-40wisconsin,550024000024,0.0,0.0,1.0,0.0,31,16.13,35.48,119,0.0,105wisconsin,0.0,47.62,22.22,77.78,0,wisconsin
21,105-40wisconsin,550024000024,0.9,0.0,0.1,0.45,36,22.22,25.0,111,0.0,105wisconsin,0.0,49.55,22.52,77.48,1,wisconsin
17,1071-400wisconsin,550005802763,0.0,0.0,1.0,0.0,59,22.03,37.29,233,1.29,1071wisconsin,0.0,35.96,3.07,90.79,0,wisconsin
18,1071-400wisconsin,550005802763,0.0,0.0,1.0,0.0,39,38.46,48.72,237,0.0,1071wisconsin,0.42,39.83,2.12,91.53,0,wisconsin
19,1071-400wisconsin,550005802763,0.0,0.0,1.0,0.0,74,20.27,39.19,228,0.44,1071wisconsin,0.45,42.27,1.82,90.0,0,wisconsin
21,1071-400wisconsin,550005802763,0.78,0.0,0.22,0.39,48,18.75,25.0,222,1.35,1071wisconsin,0.48,51.43,1.43,91.43,1,wisconsin
17,1080-400wisconsin,550006102807,0.0,0.0,1.0,0.0,69,40.58,39.13,245,0.0,1080wisconsin,1.62,35.22,0.81,92.71,0,wisconsin
18,1080-400wisconsin,550006102807,0.0,0.0,1.0,0.0,52,30.77,38.46,238,0.0,1080wisconsin,0.82,36.63,0.82,93.0,0,wisconsin
19,1080-400wisconsin,550006102807,0.0,0.0,1.0,0.0,48,35.42,41.67,227,0.88,1080wisconsin,0.87,38.86,1.75,92.14,0,wisconsin
21,1080-400wisconsin,550006102807,0.0,0.0,1.0,0.0,58,24.14,32.76,250,0.0,1080wisconsin,1.18,45.28,1.18,91.34,1,wisconsin
17,1085-40wisconsin,550252000279,0.0,0.0,1.0,0.0,95,27.37,33.68,383,1.31,1085wisconsin,0.26,20.93,8.27,89.92,0,wisconsin
18,1085-40wisconsin,550252000279,0.0,0.0,1.0,0.0,97,28.87,43.3,390,0.77,1085wisconsin,0.26,20.1,7.47,90.98,0,wisconsin
19,1085-40wisconsin,550252000279,0.0,0.0,1.0,0.0,87,27.59,36.78,385,2.08,1085wisconsin,0.27,24.66,9.12,89.54,0,wisconsin
21,1085-40wisconsin,550252000279,0.0,0.0,1.0,0.0,88,19.32,29.55,387,1.03,1085wisconsin,1.05,30.63,10.47,86.13,1,wisconsin
17,1092-60wisconsin,550255000282,0.0,0.0,1.0,0.0,339,35.4,37.76,1527,2.16,1092wisconsin,1.63,33.2,2.48,92.63,0,wisconsin
18,1092-60wisconsin,550255000282,0.0,0.0,1.0,0.0,384,29.43,34.11,1506,1.99,1092wisconsin,1.81,30.17,2.74,91.37,0,wisconsin
19,1092-60wisconsin,550255000282,0.0,0.0,1.0,0.0,344,27.03,37.5,1517,2.7,1092wisconsin,1.41,32.28,2.35,90.99,0,wisconsin
21,1092-60wisconsin,550255000282,0.3,0.2,0.5,0.35,365,25.48,39.73,1454,0.55,1092wisconsin,1.73,34.72,2.63,89.6,1,wisconsin
17,112-40wisconsin,550027000026,0.0,0.0,1.0,0.0,98,53.06,43.88,419,0.0,112wisconsin,2.15,24.58,3.1,86.87,0,wisconsin
18,112-40wisconsin,550027000026,0.0,0.0,1.0,0.0,98,39.8,38.78,419,0.72,112wisconsin,2.42,32.69,5.08,85.96,0,wisconsin
19,112-40wisconsin,550027000026,0.0,0.0,1.0,0.0,100,25.0,22.0,435,1.84,112wisconsin,2.06,31.19,3.9,85.32,0,wisconsin
21,112-40wisconsin,550027000026,0.7,0.0,0.3,0.35,124,41.13,48.39,496,0.6,112wisconsin,2.45,37.35,3.47,84.49,1,wisconsin
17,1120-40wisconsin,550258000290,0.0,0.0,1.0,0.0,31,35.48,19.35,121,0.83,1120wisconsin,0.0,43.64,0.0,99.09,0,wisconsin
18,1120-40wisconsin,550258000290,0.0,0.0,1.0,0.0,31,29.03,38.71,117,0.0,1120wisconsin,0.0,46.9,0.88,97.35,0,wisconsin
19,1120-40wisconsin,550258000290,0.0,0.0,1.0,0.0,25,20.0,28.0,110,0.91,1120wisconsin,0.0,51.3,0.0,97.39,0,wisconsin
21,1120-40wisconsin,550258000290,1.0,0.0,0.0,0.5,28,17.86,14.29,102,0.0,1120wisconsin,0.0,58.42,1.98,94.06,1,wisconsin
17,1127-40wisconsin,550261000292,0.0,0.0,1.0,0.0,56,33.93,32.14,185,0.54,1127wisconsin,0.53,37.57,4.23,88.36,0,wisconsin
18,1127-40wisconsin,550261000292,0.0,0.0,1.0,0.0,37,45.95,48.65,186,1.08,1127wisconsin,0.0,32.45,4.26,91.49,0,wisconsin
19,1127-40wisconsin,550261000292,0.0,0.0,1.0,0.0,48,22.92,45.83,180,0.56,1127wisconsin,0.0,33.52,2.84,94.32,0,wisconsin
21,1127-40wisconsin,550261000292,0.1,0.0,0.9,0.05,47,12.77,40.43,173,0.0,1127wisconsin,0.0,40.83,2.37,96.45,1,wisconsin
17,1134-60wisconsin,550264000296,0.0,0.0,1.0,0.0,89,35.96,37.08,361,0.28,1134wisconsin,2.47,24.11,14.52,80.55,0,wisconsin
18,1134-60wisconsin,550264000296,0.0,0.0,1.0,0.0,88,23.86,29.55,346,0.58,1134wisconsin,2.03,30.23,14.83,81.1,0,wisconsin
19,1134-60wisconsin,550264000296,0.0,0.0,1.0,0.0,81,12.35,32.1,364,0.27,1134wisconsin,1.9,32.07,16.3,78.8,0,wisconsin
21,1134-60wisconsin,550264000296,0.4,0.2,0.4,0.4,104,12.5,23.08,379,0.0,1134wisconsin,2.63,44.21,17.37,76.84,1,wisconsin
17,1141-40wisconsin,550267000302,0.0,0.0,1.0,0.0,113,30.09,38.94,510,6.47,1141wisconsin,0.99,40.63,7.69,86.98,0,wisconsin
18,1141-40wisconsin,550267000302,0.0,0.0,1.0,0.0,112,21.43,33.04,502,2.99,1141wisconsin,1.01,34.55,10.3,86.26,0,wisconsin
19,1141-40wisconsin,550267000302,0.0,0.0,1.0,0.0,116,21.55,25.86,478,3.77,1141wisconsin,0.21,33.33,10.19,85.99,0,wisconsin
21,1141-40wisconsin,550267000302,0.6,0.1,0.3,0.4,91,25.27,36.26,405,3.46,1141wisconsin,0.75,38.85,11.53,83.46,1,wisconsin
17,1155-40wisconsin,550270000307,0.0,0.0,1.0,0.0,57,35.09,49.12,332,0.0,1155wisconsin,0.91,30.51,3.32,93.66,0,wisconsin
18,1155-40wisconsin,550270000307,0.0,0.0,1.0,0.0,57,28.07,33.33,311,0.0,1155wisconsin,1.59,26.67,3.17,92.38,0,wisconsin
19,1155-40wisconsin,550270000307,0.0,0.0,1.0,0.0,47,40.43,40.43,279,0.72,1155wisconsin,1.35,31.65,2.02,94.61,0,wisconsin
21,1155-40wisconsin,550270000307,0.0,0.0,1.0,0.0,45,17.78,20.0,292,0.0,1155wisconsin,0.73,28.94,5.86,91.21,1,wisconsin
17,1162-40wisconsin,550273000309,0.0,0.0,1.0,0.0,75,34.67,45.33,285,1.75,1162wisconsin,0.35,41.87,17.3,80.28,0,wisconsin
18,1162-40wisconsin,550273000309,0.0,0.0,1.0,0.0,63,26.98,31.75,278,0.72,1162wisconsin,0.36,42.35,19.22,77.58,0,wisconsin
19,1162-40wisconsin,550273000309,0.0,0.0,1.0,0.0,61,11.48,31.15,278,1.08,1162wisconsin,0.37,40.44,19.85,77.21,0,wisconsin
21,1162-40wisconsin,550273000309,0.0,0.0,1.0,0.0,73,15.07,21.92,315,0.32,1162wisconsin,0.33,50.49,20.98,76.72,1,wisconsin
17,1176-40wisconsin,550279000316,0.0,0.0,1.0,0.0,67,32.84,35.82,380,1.05,1176wisconsin,1.06,39.31,1.32,96.04,0,wisconsin
18,1176-40wisconsin,550279000316,0.0,0.0,1.0,0.0,65,40.0,35.38,370,0.81,1176wisconsin,1.6,43.88,1.6,94.41,0,wisconsin
19,1176-40wisconsin,550279000316,0.0,0.0,1.0,0.0,73,46.58,31.51,373,0.27,1176wisconsin,1.63,43.87,1.91,94.01,0,wisconsin
21,1176-40wisconsin,550279000316,0.0,0.0,1.0,0.0,42,28.57,38.1,336,0.0,1176wisconsin,1.79,45.97,1.79,93.43,1,wisconsin
17,1183-40wisconsin,550282000318,0.0,0.0,1.0,0.0,105,36.19,40.95,380,0.0,1183wisconsin,1.31,16.27,2.36,90.03,0,wisconsin
18,1183-40wisconsin,550282000318,0.0,0.0,1.0,0.0,80,41.25,45.0,403,0.25,1183wisconsin,1.48,19.75,4.44,87.65,0,wisconsin
19,1183-40wisconsin,550282000318,0.0,0.0,1.0,0.0,96,19.79,39.58,401,1.0,1183wisconsin,2.0,25.94,4.24,87.28,0,wisconsin
21,1183-40wisconsin,550282000318,0.6,0.1,0.3,0.4,102,23.53,30.39,427,0.7,1183wisconsin,0.93,29.07,5.12,88.14,1,wisconsin
17,119-40wisconsin,550030000030,0.0,0.0,1.0,0.0,94,50.0,55.32,458,1.75,119wisconsin,0.87,29.28,4.34,90.24,0,wisconsin
18,119-40wisconsin,550030000030,0.0,0.0,1.0,0.0,120,41.67,40.83,470,0.21,119wisconsin,0.65,25.54,4.33,91.34,0,wisconsin
19,119-40wisconsin,550030000030,0.0,0.0,1.0,0.0,114,42.98,36.84,480,0.63,119wisconsin,0.62,30.15,3.74,91.68,0,wisconsin
21,119-40wisconsin,550030000030,0.0,0.09,0.91,0.09,112,22.32,28.57,478,1.26,119wisconsin,0.85,37.23,2.55,92.77,1,wisconsin
17,1204-40wisconsin,550288000324,0.0,0.0,1.0,0.0,22,18.18,18.18,103,0.0,1204wisconsin,0.91,51.82,3.64,94.55,0,wisconsin
18,1204-40wisconsin,550288000324,0.0,0.0,1.0,0.0,23,30.43,30.43,106,0.94,1204wisconsin,2.8,51.4,1.87,93.46,0,wisconsin
19,1204-40wisconsin,550288000324,0.0,0.0,1.0,0.0,26,26.92,30.77,101,0.0,1204wisconsin,0.96,44.23,3.85,92.31,0,wisconsin
21,1204-40wisconsin,550288000324,0.0,0.0,1.0,0.0,12,16.67,41.67,107,2.8,1204wisconsin,0.0,50.0,4.0,92.0,1,wisconsin
17,1218-60wisconsin,550291000327,0.0,0.0,1.0,0.0,62,27.42,27.42,231,1.73,1218wisconsin,0.42,44.35,1.26,65.27,0,wisconsin
18,1218-60wisconsin,550291000327,0.0,0.0,1.0,0.0,47,27.66,17.02,249,4.82,1218wisconsin,0.39,42.75,1.96,62.75,0,wisconsin
19,1218-60wisconsin,550291000327,0.0,0.0,1.0,0.0,55,16.36,20.0,213,2.82,1218wisconsin,0.46,18.35,2.29,65.14,0,wisconsin
21,1218-60wisconsin,550291000327,0.0,0.0,1.0,0.0,50,14.0,16.0,238,0.84,1218wisconsin,0.42,11.44,3.39,58.9,1,wisconsin
17,1232-40wisconsin,550297000330,0.0,0.0,1.0,0.0,50,46.0,36.0,204,0.49,1232wisconsin,0.49,39.51,0.98,91.22,0,wisconsin
18,1232-40wisconsin,550297000330,0.0,0.0,1.0,0.0,36,47.22,27.78,202,4.46,1232wisconsin,0.0,39.41,1.48,92.12,0,wisconsin
19,1232-40wisconsin,550297000330,0.0,0.0,1.0,0.0,56,48.21,41.07,205,1.95,1232wisconsin,0.0,51.46,4.85,89.32,0,wisconsin
21,1232-40wisconsin,550297000330,0.0,0.0,1.0,0.0,53,45.28,35.85,207,3.86,1232wisconsin,0.47,50.7,5.16,92.02,1,wisconsin
17,1246-40wisconsin,550303000333,0.0,0.0,1.0,0.0,55,43.64,38.18,243,0.41,1246wisconsin,0.41,26.56,1.66,96.68,0,wisconsin
18,1246-40wisconsin,550303000333,0.0,0.0,1.0,0.0,62,37.1,32.26,238,0.84,1246wisconsin,0.0,28.69,2.95,96.2,0,wisconsin
19,1246-40wisconsin,550303000333,0.0,0.0,1.0,0.0,57,38.6,42.11,249,0.0,1246wisconsin,0.0,23.9,2.39,97.21,0,wisconsin
21,1246-40wisconsin,550303000333,0.0,0.0,1.0,0.0,71,33.8,33.8,243,0.41,1246wisconsin,0.42,30.54,4.6,93.72,1,wisconsin
17,1253-40wisconsin,550306000336,0.0,0.0,1.0,0.0,169,16.57,21.89,727,1.24,1253wisconsin,7.01,50.21,22.44,66.2,0,wisconsin
18,1253-40wisconsin,550306000336,0.0,0.0,1.0,0.0,157,15.92,21.02,723,1.52,1253wisconsin,7.76,54.99,24.1,62.6,0,wisconsin
19,1253-40wisconsin,550306000336,0.0,0.0,1.0,0.0,190,14.74,21.05,739,0.41,1253wisconsin,8.81,59.21,22.36,62.2,0,wisconsin
21,1253-40wisconsin,550306000336,0.3,0.1,0.6,0.25,155,8.39,20.0,698,3.15,1253wisconsin,8.59,64.63,25.76,57.21,1,wisconsin
17,126-60wisconsin,550033000033,0.0,0.0,1.0,0.0,92,30.43,30.43,324,0.31,126wisconsin,0.92,21.78,2.15,95.4,0,wisconsin
18,126-60wisconsin,550033000033,0.0,0.0,1.0,0.0,87,42.53,41.38,339,0.59,126wisconsin,0.0,21.83,2.95,94.99,0,wisconsin
19,126-60wisconsin,550033000033,0.0,0.0,1.0,0.0,73,32.88,42.47,327,0.31,126wisconsin,0.0,26.14,2.13,93.92,0,wisconsin
21,126-60wisconsin,550033000033,1.0,0.0,0.0,0.5,74,21.62,35.14,336,0.89,126wisconsin,1.17,28.95,3.8,92.69,1,wisconsin
17,1260-60wisconsin,550309000344,0.0,0.0,1.0,0.0,80,41.25,35.0,272,0.37,1260wisconsin,0.37,38.01,8.49,85.61,0,wisconsin
18,1260-60wisconsin,550309000344,0.0,0.0,1.0,0.0,57,36.84,29.82,289,0.0,1260wisconsin,1.05,27.97,6.64,87.76,0,wisconsin
19,1260-60wisconsin,550309000344,0.0,0.0,1.0,0.0,55,25.45,21.82,287,0.0,1260wisconsin,0.7,35.31,7.34,87.06,0,wisconsin
21,1260-60wisconsin,550309000344,0.0,0.0,1.0,0.0,59,32.2,32.2,295,0.68,1260wisconsin,0.69,46.21,8.62,87.24,1,wisconsin
17,1295-40wisconsin,550315000348,0.0,0.0,1.0,0.0,45,60.0,42.22,221,2.26,1295wisconsin,0.46,26.94,9.13,89.95,0,wisconsin
18,1295-40wisconsin,550315000348,0.0,0.0,1.0,0.0,59,45.76,62.71,210,0.95,1295wisconsin,0.48,25.6,9.66,86.96,0,wisconsin
19,1295-40wisconsin,550315000348,0.0,0.0,1.0,0.0,53,52.83,54.72,240,0.83,1295wisconsin,1.69,35.17,14.41,81.36,0,wisconsin
21,1295-40wisconsin,550315000348,0.4,0.0,0.6,0.2,63,33.33,39.68,260,1.15,1295wisconsin,1.22,35.51,13.88,82.45,1,wisconsin
17,1309-40wisconsin,550327000371,0.0,0.0,1.0,0.0,38,39.47,57.89,190,1.05,1309wisconsin,3.23,19.35,5.91,87.63,0,wisconsin
18,1309-40wisconsin,550327000371,0.0,0.0,1.0,0.0,50,26.0,38.0,198,0.51,1309wisconsin,3.09,12.37,8.76,85.05,0,wisconsin
19,1309-40wisconsin,550327000371,0.0,0.0,1.0,0.0,35,40.0,60.0,189,0.53,1309wisconsin,3.66,23.04,9.42,83.77,0,wisconsin
21,1309-40wisconsin,550327000371,0.0,0.55,0.45,0.55,33,30.3,45.45,208,0.0,1309wisconsin,3.37,21.63,6.25,83.65,1,wisconsin
17,1316-40wisconsin,550318000355,0.0,0.0,1.0,0.0,259,42.86,52.51,1035,0.0,1316wisconsin,4.26,16.07,5.32,83.54,0,wisconsin
18,1316-40wisconsin,550318000355,0.0,0.0,1.0,0.0,255,43.92,50.98,1055,0.85,1316wisconsin,3.9,16.18,4.57,84.59,0,wisconsin
19,1316-40wisconsin,550318000355,0.0,0.0,1.0,0.0,251,31.87,43.03,1022,0.88,1316wisconsin,4.72,18.8,4.82,82.38,0,wisconsin
21,1316-40wisconsin,550318000355,0.3,0.5,0.2,0.65,232,30.17,36.64,1020,0.98,1316wisconsin,4.14,20.39,5.91,81.48,1,wisconsin
17,1376-120wisconsin,550351000376,0.0,0.0,1.0,0.0,225,58.67,56.44,1026,0.49,1376wisconsin,0.49,8.52,4.51,91.38,0,wisconsin
18,1376-120wisconsin,550351000376,0.0,0.0,1.0,0.0,264,53.03,57.95,966,0.1,1376wisconsin,0.21,8.44,5.15,91.14,0,wisconsin
19,1376-120wisconsin,550351000376,0.0,0.0,1.0,0.0,230,42.61,49.57,982,0.2,1376wisconsin,0.41,11.16,5.06,90.5,0,wisconsin
21,1376-120wisconsin,550351000376,0.0,0.0,1.0,0.0,251,54.98,66.14,925,0.54,1376wisconsin,0.44,14.71,6.15,89.13,1,wisconsin
17,1376-450wisconsin,550351002876,0.0,0.0,1.0,0.0,21,57.14,66.67,85,0.0,1376wisconsin,1.14,9.09,4.55,89.77,0,wisconsin
18,1376-450wisconsin,550351002876,0.0,0.0,1.0,0.0,14,21.43,28.57,89,0.0,1376wisconsin,1.11,7.78,4.44,91.11,0,wisconsin
19,1376-450wisconsin,550351002876,0.0,0.0,1.0,0.0,22,45.45,72.73,87,0.0,1376wisconsin,2.2,9.89,3.3,92.31,0,wisconsin
21,1376-450wisconsin,550351002876,0.3,0.1,0.6,0.25,15,46.67,73.33,82,0.0,1376wisconsin,2.3,13.79,5.75,87.36,1,wisconsin
17,1376-460wisconsin,550351002861,0.0,0.0,1.0,0.0,42,35.71,64.29,165,0.0,1376wisconsin,0.0,10.0,5.29,91.18,0,wisconsin
18,1376-460wisconsin,550351002861,0.0,0.0,1.0,0.0,36,38.89,66.67,151,0.0,1376wisconsin,0.0,10.67,7.33,88.67,0,wisconsin
19,1376-460wisconsin,550351002861,0.0,0.0,1.0,0.0,36,13.89,69.44,138,0.0,1376wisconsin,0.7,16.78,8.39,88.11,0,wisconsin
21,1376-460wisconsin,550351002861,0.0,0.0,1.0,0.0,27,33.33,55.56,103,0.97,1376wisconsin,0.93,13.89,5.56,89.81,1,wisconsin
17,1376-470wisconsin,550351002988,0.0,0.0,1.0,0.0,36,69.44,83.33,147,0.0,1376wisconsin,0.0,9.8,3.92,88.89,0,wisconsin
18,1376-470wisconsin,550351002988,0.0,0.0,1.0,0.0,35,60.0,77.14,162,0.0,1376wisconsin,0.0,7.23,4.82,87.95,0,wisconsin
19,1376-470wisconsin,550351002988,0.0,0.0,1.0,0.0,44,54.55,79.55,169,0.0,1376wisconsin,1.16,9.83,5.78,84.97,0,wisconsin
21,1376-470wisconsin,550351002988,0.0,0.1,0.9,0.1,38,55.26,86.84,200,0.0,1376wisconsin,0.5,9.5,4.5,88.0,1,wisconsin
17,1380-20wisconsin,550364000386,0.0,0.0,1.0,0.0,161,23.6,29.81,749,1.2,1380wisconsin,2.57,59.46,48.38,47.3,0,wisconsin
18,1380-20wisconsin,550364000386,0.0,0.0,1.0,0.0,191,23.56,25.65,731,0.41,1380wisconsin,1.93,56.35,49.72,46.96,0,wisconsin
19,1380-20wisconsin,550364000386,0.0,0.0,1.0,0.0,153,11.76,17.65,735,1.77,1380wisconsin,1.38,56.49,48.76,48.07,0,wisconsin
21,1380-20wisconsin,550364000386,0.0,0.0,1.0,0.0,166,14.46,22.89,703,0.14,1380wisconsin,1.11,58.37,48.27,47.72,1,wisconsin
17,14-40wisconsin,550006000005,0.0,0.0,1.0,0.0,98,15.31,21.43,489,3.27,14wisconsin,1.02,64.62,5.93,91.0,0,wisconsin
18,14-40wisconsin,550006000005,0.0,0.0,1.0,0.0,128,15.62,22.66,464,1.94,14wisconsin,1.72,69.89,5.16,90.75,0,wisconsin
19,14-40wisconsin,550006000005,0.0,0.0,1.0,0.0,99,13.13,30.3,479,1.67,14wisconsin,1.03,63.58,4.73,90.53,0,wisconsin
21,14-40wisconsin,550006000005,0.0,0.0,1.0,0.0,108,10.19,15.74,447,0.67,14wisconsin,1.15,70.05,6.91,87.56,1,wisconsin
17,140-70wisconsin,550036000037,0.0,0.0,1.0,0.0,192,35.42,32.81,788,1.78,140wisconsin,0.49,38.44,4.2,90.23,0,wisconsin
18,140-70wisconsin,550036000037,0.0,0.0,1.0,0.0,160,29.38,32.5,784,1.66,140wisconsin,0.9,35.74,4.13,90.32,0,wisconsin
19,140-70wisconsin,550036000037,0.0,0.0,1.0,0.0,196,19.9,27.04,766,1.57,140wisconsin,0.91,48.57,4.68,88.7,0,wisconsin
21,140-70wisconsin,550036000037,0.3,0.0,0.7,0.15,159,22.64,27.67,862,0.7,140wisconsin,1.3,53.67,6.87,86.02,1,wisconsin
17,1407-80wisconsin,550366000388,0.0,0.0,1.0,0.0,106,40.57,48.11,461,0.65,1407wisconsin,0.0,15.47,3.7,93.46,0,wisconsin
18,1407-80wisconsin,550366000388,0.0,0.0,1.0,0.0,120,35.83,40.0,447,0.45,1407wisconsin,0.45,14.73,4.02,92.63,0,wisconsin
19,1407-80wisconsin,550366000388,0.0,0.0,1.0,0.0,108,27.78,39.81,460,0.87,1407wisconsin,0.44,18.56,4.15,93.45,0,wisconsin
21,1407-80wisconsin,550366000388,0.0,0.09,0.91,0.09,120,17.5,30.0,469,0.21,1407wisconsin,0.64,19.15,4.89,91.7,1,wisconsin
17,1414-20wisconsin,550321000361,0.0,0.0,1.0,0.0,331,54.98,64.35,1422,0.35,1414wisconsin,2.17,16.67,4.13,88.24,0,wisconsin
18,1414-20wisconsin,550321000361,0.0,0.0,1.0,0.0,321,46.11,57.63,1368,0.37,1414wisconsin,2.3,15.54,4.68,86.91,0,wisconsin
19,1414-20wisconsin,550321000361,0.0,0.0,1.0,0.0,326,43.56,60.12,1375,0.29,1414wisconsin,1.88,19.26,4.26,86.15,0,wisconsin
21,1414-20wisconsin,550321000361,0.2,0.3,0.5,0.4,341,35.19,45.16,1401,0.21,1414wisconsin,1.27,20.45,4.03,86.62,1,wisconsin
17,1421-40wisconsin,550324000365,0.0,0.0,1.0,0.0,37,43.24,35.14,153,0.0,1421wisconsin,0.0,36.84,1.32,96.05,0,wisconsin
18,1421-40wisconsin,550324000365,0.0,0.0,1.0,0.0,43,30.23,25.58,148,0.68,1421wisconsin,0.0,36.84,1.32,96.71,0,wisconsin
19,1421-40wisconsin,550324000365,0.0,0.0,1.0,0.0,30,26.67,43.33,151,0.0,1421wisconsin,0.64,44.87,2.56,93.59,0,wisconsin
21,1421-40wisconsin,550324000365,0.1,0.0,0.9,0.05,33,15.15,18.18,127,0.79,1421wisconsin,2.36,41.73,3.15,92.91,1,wisconsin
17,1428-40wisconsin,550369000392,0.0,0.0,1.0,0.0,99,47.47,45.45,417,0.72,1428wisconsin,1.91,25.36,3.59,92.11,0,wisconsin
18,1428-40wisconsin,550369000392,0.0,0.0,1.0,0.0,106,43.4,48.11,421,0.24,1428wisconsin,1.19,25.65,3.56,91.21,0,wisconsin
19,1428-40wisconsin,550369000392,0.0,0.0,1.0,0.0,116,37.07,39.66,427,0.23,1428wisconsin,0.94,32.0,3.76,90.82,0,wisconsin
21,1428-40wisconsin,550369000392,0.0,0.09,0.91,0.09,95,29.47,30.53,381,0.52,1428wisconsin,2.36,36.91,3.93,88.48,1,wisconsin
17,147-20wisconsin,550039000047,0.0,0.0,1.0,0.0,345,31.3,36.52,1404,1.78,147wisconsin,3.94,37.3,11.75,70.58,0,wisconsin
18,147-20wisconsin,550039000047,0.0,0.0,1.0,0.0,315,30.16,34.29,1408,2.63,147wisconsin,3.73,36.06,12.47,68.82,0,wisconsin
19,147-20wisconsin,550039000047,0.0,0.0,1.0,0.0,322,21.74,30.12,1366,1.83,147wisconsin,3.51,37.69,13.0,67.93,0,wisconsin
21,147-20wisconsin,550039000047,0.55,0.45,0.0,0.73,333,19.52,21.92,1395,2.65,147wisconsin,4.38,41.82,13.85,65.28,1,wisconsin
17,147-30wisconsin,550039000597,0.0,0.0,1.0,0.0,391,45.52,52.17,1652,1.76,147wisconsin,4.77,26.34,7.4,76.34,0,wisconsin
18,147-30wisconsin,550039000597,0.0,0.0,1.0,0.0,405,47.65,51.85,1661,1.14,147wisconsin,4.36,23.52,7.82,75.21,0,wisconsin
19,147-30wisconsin,550039000597,0.0,0.0,1.0,0.0,406,34.24,49.01,1674,1.31,147wisconsin,4.78,26.09,7.64,75.16,0,wisconsin
21,147-30wisconsin,550039000597,0.27,0.45,0.27,0.59,395,30.63,39.49,1613,1.12,147wisconsin,5.9,29.55,9.25,72.44,1,wisconsin
17,147-40wisconsin,550039000048,0.0,0.0,1.0,0.0,302,43.71,47.68,1160,2.93,147wisconsin,7.02,43.62,9.61,68.02,0,wisconsin
18,147-40wisconsin,550039000048,0.0,0.0,1.0,0.0,249,24.9,32.53,1155,2.94,147wisconsin,7.91,42.14,10.34,65.68,0,wisconsin
19,147-40wisconsin,550039000048,0.0,0.0,1.0,0.0,258,19.77,32.56,1104,3.44,147wisconsin,7.18,44.87,11.63,63.58,0,wisconsin
21,147-40wisconsin,550039000048,0.6,0.4,0.0,0.7,264,15.91,22.73,1150,1.83,147wisconsin,7.8,52.48,12.23,59.04,1,wisconsin
17,147-420wisconsin,550039002282,0.0,0.0,1.0,0.0,33,54.55,63.64,171,0.58,147wisconsin,2.29,25.71,2.86,85.71,0,wisconsin
18,147-420wisconsin,550039002282,0.0,0.0,1.0,0.0,42,38.1,47.62,161,0.0,147wisconsin,3.14,27.67,4.4,80.5,0,wisconsin
19,147-420wisconsin,550039002282,0.0,0.0,1.0,0.0,43,37.21,55.81,167,0.0,147wisconsin,4.14,30.18,8.28,75.74,0,wisconsin
21,147-420wisconsin,550039002282,0.6,0.4,0.0,0.7,31,45.16,67.74,134,0.0,147wisconsin,3.6,25.18,4.32,84.89,1,wisconsin
17,147-430wisconsin,550039002547,0.0,0.0,1.0,0.0,39,74.36,69.23,137,0.0,147wisconsin,0.0,16.8,4.0,91.2,0,wisconsin
18,147-430wisconsin,550039002547,0.0,0.0,1.0,0.0,24,79.17,79.17,129,0.0,147wisconsin,0.0,11.54,3.08,92.31,0,wisconsin
19,147-430wisconsin,550039002547,0.0,0.0,1.0,0.0,30,73.33,63.33,127,0.0,147wisconsin,0.79,14.96,3.94,91.34,0,wisconsin
21,147-430wisconsin,550039002547,0.27,0.45,0.27,0.59,29,58.62,72.41,136,0.0,147wisconsin,1.4,16.08,6.99,83.22,1,wisconsin
