year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,36.73801495315878,30.368251913338156,30.43347740723477,39.05020170883588
18,35.53028942705257,29.85880654268043,29.41672161262281,37.98199556937949
19,34.55010700598902,29.52638576658745,28.669454108007933,37.34534638223004
21,29.507853586092427,24.07871977895464,23.533553658151725,31.913851196479325
