year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,44.3750910959544,37.98315273843248,43.54028867194075,38.309908131084605
18,42.35972119394592,36.1378410311493,41.46719729329668,36.60612079701121
19,41.69108587310715,35.83259160720765,41.15135636926251,35.72635592021502
21,38.008064362563076,30.074814836690095,36.55967140319716,31.005814848506052
