year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,1.8624313748565713,1.8594686538150007,2.1768541065614992,1.4942009466271597
18,1.7539368729267004,1.8463321927472838,2.1845947179654384,1.3335383707469868
19,1.5108930447936995,1.7052376149042172,1.9239605697502145,1.2002565448953566
21,1.48126850415903,1.4675352701572657,1.6899852802365725,1.2261873980361375
