year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,47.897432100077424,42.02637214987632,42.30609745125225,49.378478423846225
18,46.9432533307369,40.33592935577577,41.00848211789329,48.01001387385304
19,46.49014164928972,40.55953660167704,41.17140430614339,47.404930522733714
21,44.13268939776901,38.53334267513177,38.89019127200512,45.25036651588595
