year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,37.741679107885716,32.55335942717628,33.75606283411729,38.00146820663394
18,37.03136682700873,31.938910146021563,33.23649026561101,37.03842256605226
19,34.92811713720329,30.119787001768064,31.284270868342386,35.00994703696554
21,32.00201146073449,26.461030730152405,27.90279373125737,31.95879105477277
