year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,2.539260272827926,3.573517125229098,2.8657290578499666,3.26519584139265
18,2.280562831306517,3.5403080503074964,2.7419731974257195,3.076521612891518
19,1.9813894193494674,3.357779000672592,2.4744153427932445,2.864232428163538
21,2.116092202524348,2.5959460393132274,2.134410032757279,2.6139153187440534
