year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,61.57330272791686,62.28888931948535,60.69213617305706,63.34700097152679
18,60.19757501734069,60.358607270249685,58.93608627891029,61.90684954664208
19,63.781223087062955,62.832227461182015,62.43035198352691,64.51554268604971
21,65.68908437885977,66.2837337800017,64.56429151973131,67.62265901599316
