year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,1.8253521733511395,3.076154858901152,2.8605401485778557,1.7571853380456526
18,1.923968223333188,2.9436985515230814,2.8334078630553794,1.774628554426145
19,1.8242899244574893,3.4158849810888596,3.1332980207771497,1.7305796695167344
21,3.2370153550260525,5.09393068108457,4.821065243606798,3.034607644886899
