year,il,indiana,wisconsin
17,39.16850251796731,61.88272354045177,41.55097105606258
18,37.78434355235064,60.26671829289279,39.62300191606079
19,36.55302911343215,63.36773501700198,39.10091910388708
21,32.90286541366001,65.94710716125708,34.46751430002372
