year,Low Black,High Black,Low Hispanic,High Hispanic,Low ED,High ED
17,48.78640760372592,41.09868511656269,48.45793268287322,41.60213137472284,56.58221278762297,33.251956913132446
18,47.451664706174725,39.887451458747464,47.928650697753575,39.5774923154741,54.7865883653566,31.923345684015516
19,47.24448599066879,39.83207458811782,47.71003253619652,39.52203198604246,54.6110980560812,31.827426496822657
21,44.53396011762386,38.16072493725085,45.25720116773295,37.59011187834116,52.12258196079795,29.22398212934457
