year,Low Virtual,High Virtual,Low Hybrid,High Hybrid
17,1.8514084474244312,2.7121924319214306,2.3813479631583343,2.070566440798657
18,1.774298952739032,2.662021314460801,2.3319286667482952,1.9847677403172483
19,1.5837706050492926,2.6429973953831003,2.2519849764911046,1.8268311709210117
21,1.947394652456484,2.6732396279022708,2.468517009238365,2.0269257632648334
