year,Low Black,High Black,Low Hispanic,High Hispanic,Low ED,High ED
17,1.927219722177678,2.5660801345253503,1.7513460277267423,2.7760961004715825,1.3801590689314982,3.1806373652137307
18,1.8236930545493908,2.5425392405635683,1.6903733387110413,2.7072695161980875,1.3710947809028897,3.0648772206444908
19,1.6702608643990315,2.4688767371360605,1.5770788572387302,2.5910680825925207,1.2716166971699847,2.9440305591153093
21,2.031410921410571,2.528204137389852,1.7613958143046977,2.8335824347394687,1.5846560348798733,3.055873191030857
