year,mergecode,white,black,hispanic,lowincome,elapass,totalenroll,totaltest,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
21,170640020260003,96.1,0.0,0.0,19.0,34.7,232,49,172262002514,0.0,0.0,1.0,0.0,0,17064002026il,il,1
17,170640030260002,95.3,0.9,0.9,8.5,57.3,342,77,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
18,170640030260002,93.1,0.0,0.0,9.8,61.2,346,90,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
19,170640030260002,91.2,1.1,2.5,10.2,55.2,354,76,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
21,170640030260002,92.1,0.0,3.2,8.2,50.0,340,70,171392001736,0.6,0.0,0.4,0.3,0,17064003026il,il,1
17,170640040260001,95.2,1.3,2.0,27.8,44.2,396,174,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
18,170640040260001,92.1,0.0,4.5,25.0,29.7,380,64,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
19,170640040260001,92.0,1.0,3.8,25.9,34.6,398,76,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
21,170640040260001,89.9,0.0,4.5,26.0,18.7,396,59,171887002174,0.3,0.0,0.7,0.15,0,17064004026il,il,1
17,170640050260001,65.4,12.0,7.5,25.1,51.0,2121,475,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
18,170640050260001,64.9,10.7,8.6,25.3,47.3,2091,501,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
19,170640050260001,65.7,11.0,8.6,25.0,47.6,2114,521,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
21,170640050260001,62.9,11.9,9.5,27.6,43.5,2094,488,172862003002,0.7,0.3,0.0,0.65,0,17064005026il,il,1
17,170640050260002,73.7,12.2,6.9,30.3,43.0,1618,388,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
18,170640050260002,70.2,13.7,8.1,33.1,43.5,1673,393,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
19,170640050260002,72.1,11.8,8.4,32.0,39.9,1614,371,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
21,170640050260002,70.9,12.5,7.9,30.8,33.5,1643,362,172862001386,0.7,0.3,0.0,0.65,0,17064005026il,il,1
17,170640070260002,93.4,0.7,0.0,19.7,55.8,137,43,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
18,170640070260002,92.6,0.0,0.0,23.5,35.7,136,28,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
19,170640070260002,95.3,2.3,0.0,30.2,41.4,129,29,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
21,170640070260002,92.4,0.0,0.0,31.0,28.2,145,32,172271002519,0.3,0.0,0.7,0.15,0,17064007026il,il,1
17,170640160260009,93.0,0.8,2.8,31.9,38.5,530,132,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
18,170640160260009,92.6,0.0,3.0,32.5,44.3,541,115,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
19,170640160260009,92.8,0.8,2.9,35.4,35.9,517,136,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
21,170640160260009,91.7,0.0,3.0,34.1,33.6,507,104,172989003096,0.8,0.0,0.2,0.4,0,17064016026il,il,1
17,170640190260001,91.9,0.7,5.4,35.6,40.0,149,36,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
18,170640190260001,92.2,0.0,6.0,38.3,38.4,167,39,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
19,170640190260001,88.4,1.1,8.3,42.5,39.8,181,35,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
21,170640190260001,87.9,0.0,8.0,35.6,16.7,174,42,170010905366,0.1,0.1,0.8,0.15,0,17064019026il,il,1
17,170640870250001,53.7,23.6,12.6,52.8,45.9,1371,261,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
18,170640870250001,51.9,23.7,12.6,51.1,35.6,1390,306,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
19,170640870250001,50.3,23.9,13.9,55.2,33.0,1491,339,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
21,170640870250001,50.1,22.4,15.1,44.5,34.4,1472,211,170648000318,0.5,0.5,0.0,0.75,0,17064087025il,il,1
17,190220860170001,71.4,2.1,6.0,7.8,78.7,2765,707,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
18,190220860170001,69.2,2.2,7.0,6.1,78.7,2786,704,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
19,190220860170001,69.2,1.9,7.0,6.0,75.3,2728,659,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
21,190220860170001,66.7,2.6,8.1,5.8,72.6,2566,647,171932002222,0.7,0.2,0.1,0.55,0,19022086017il,il,1
17,190220860170002,55.9,20.2,11.5,30.8,54.5,1507,393,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
18,190220860170002,55.6,19.7,13.2,28.1,46.5,1483,344,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
19,190220860170002,56.0,18.6,13.9,26.8,44.3,1420,326,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
21,190220860170002,56.6,16.2,15.0,24.0,48.0,1331,300,171932002223,0.7,0.2,0.1,0.55,0,19022086017il,il,1
17,190220870170001,44.3,10.0,30.6,44.1,39.0,2244,550,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
18,190220870170001,43.4,9.7,31.3,41.8,34.4,2263,532,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
19,190220870170001,43.9,9.1,31.3,41.7,35.4,2244,534,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
21,190220870170001,41.8,8.5,33.3,41.6,30.9,2288,538,171683001988,0.5,0.5,0.0,0.75,0,19022087017il,il,1
17,190220870170002,40.6,8.7,24.5,36.5,42.2,2229,529,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
18,190220870170002,38.9,7.6,26.2,33.9,45.1,2203,512,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
19,190220870170002,38.0,7.8,26.7,33.4,39.9,2236,544,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
21,190220870170002,35.9,6.7,31.0,36.4,33.2,2184,556,171683001989,0.5,0.5,0.0,0.75,0,19022087017il,il,1
17,190220870170003,59.9,4.8,18.0,25.8,57.9,2322,590,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
18,190220870170003,60.4,4.5,17.1,24.4,56.5,2373,581,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
19,190220870170003,60.7,4.3,17.2,22.9,55.7,2344,551,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
21,190220870170003,58.6,3.5,19.3,24.0,56.4,2347,548,171683001991,0.5,0.5,0.0,0.75,0,19022087017il,il,1
17,190220870170004,62.1,10.0,12.6,26.8,58.7,1171,269,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
18,190220870170004,63.4,9.2,11.9,23.9,52.5,1158,272,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
19,190220870170004,61.3,9.7,14.0,25.6,47.3,1164,280,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
21,190220870170004,61.3,7.5,13.4,25.6,45.9,1099,244,171683001990,0.5,0.5,0.0,0.75,0,19022087017il,il,1
17,190220880160001,30.4,2.2,61.7,52.6,29.8,2005,457,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
18,190220880160001,27.8,1.8,63.8,55.3,26.5,1958,441,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
19,190220880160001,26.3,2.3,63.6,53.8,21.2,1999,438,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
21,190220880160001,25.4,2.3,64.7,55.3,28.8,1898,317,171394001737,0.3,0.7,0.0,0.85,0,19022088016il,il,1
17,190220880160002,49.8,9.2,28.8,46.2,45.5,1887,457,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
18,190220880160002,49.4,9.6,28.3,43.7,39.7,1914,476,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
19,190220880160002,48.3,9.1,30.5,44.2,41.9,1929,422,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
21,190220880160002,46.2,8.9,30.9,43.8,41.6,1866,351,171394001738,0.4,0.6,0.0,0.8,0,19022088016il,il,1
17,190220940160001,30.0,1.6,59.6,47.5,35.3,2035,475,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
18,190220940160001,27.5,2.0,62.3,30.1,26.8,2051,492,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
19,190220940160001,25.6,1.9,65.0,36.0,27.5,2005,457,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
21,190220940160001,22.8,2.3,67.5,39.6,20.7,1990,435,174044004071,0.6,0.1,0.3,0.4,0,19022094016il,il,1
17,190220990160001,72.5,6.3,11.6,16.9,59.3,2207,575,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
18,190220990160001,73.3,5.0,12.0,15.1,62.5,2186,506,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
19,190220990160001,73.8,4.5,12.2,14.3,55.8,2147,505,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
21,190220990160001,73.4,3.8,12.5,16.3,52.3,2186,529,171257001518,0.7,0.3,0.0,0.65,0,19022099016il,il,1
17,190220990160002,59.3,11.3,18.6,28.4,49.9,2653,604,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
18,190220990160002,58.2,12.1,18.9,27.9,42.4,2696,609,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
19,190220990160002,57.1,11.7,20.5,27.9,42.3,2765,652,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
21,190220990160002,58.5,11.1,20.4,31.2,42.3,2742,654,171257001519,0.7,0.3,0.0,0.65,0,19022099016il,il,1
17,190221000160001,30.8,2.8,58.8,54.1,32.5,1485,372,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
18,190221000160001,28.9,2.8,61.8,51.2,32.0,1473,363,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
19,190221000160001,28.2,2.2,63.8,52.7,27.9,1432,350,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
21,190221000160001,27.6,3.0,64.3,44.0,27.2,1388,328,171503001832,0.3,0.7,0.0,0.85,0,19022100016il,il,1
17,190221080160001,63.6,5.8,18.2,18.5,54.6,2599,664,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
18,190221080160001,63.1,6.1,19.1,17.4,48.3,2586,638,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
19,190221080160001,63.6,5.5,19.5,15.3,49.3,2524,572,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
21,190221080160001,61.7,5.6,21.1,18.1,43.5,2587,597,172184002454,0.5,0.4,0.1,0.65,0,19022108016il,il,1
17,190222000260020,65.1,5.7,18.5,24.2,55.8,2009,490,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
18,190222000260020,64.4,5.1,19.7,22.6,54.7,1982,470,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
19,190222000260020,64.7,4.7,20.4,23.6,49.5,1934,471,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
21,190222000260020,64.6,4.6,20.4,25.4,49.7,1842,435,174218004222,0.8,0.2,0.0,0.6,0,19022200026il,il,1
17,190222000260021,67.7,7.4,14.1,25.5,59.6,2100,531,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
18,190222000260021,67.0,7.4,13.9,24.0,58.6,2096,511,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
19,190222000260021,66.4,7.3,14.1,23.6,56.4,2055,501,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
21,190222000260021,64.5,7.1,15.3,26.1,52.5,1930,482,174218004223,0.8,0.2,0.0,0.6,0,19022200026il,il,1
17,190222010260001,64.4,7.6,20.5,35.2,52.9,449,143,174198004202,0.0,0.0,1.0,0.0,0,19022201026il,il,0
18,190222010260001,65.7,6.9,20.4,30.9,55.8,437,95,174198004202,0.0,0.0,1.0,0.0,0,19022201026il,il,0
19,190222010260001,64.7,7.7,20.0,31.0,57.0,365,110,174198004202,0.0,0.0,1.0,0.0,0,19022201026il,il,0
21,190222010260001,58.8,9.9,21.1,34.2,55.8,374,95,174198004202,0.6,0.0,0.4,0.3,0,19022201026il,il,1
17,190222020260001,67.6,9.3,10.1,27.5,47.5,484,118,172320002553,0.0,0.0,1.0,0.0,0,19022202026il,il,0
18,190222020260001,64.6,9.8,10.4,27.5,56.9,480,123,172320002553,0.0,0.0,1.0,0.0,0,19022202026il,il,0
19,190222020260001,65.8,6.7,10.2,26.8,49.5,462,105,172320002553,0.0,0.0,1.0,0.0,0,19022202026il,il,0
21,190222020260001,62.8,8.0,17.1,23.4,39.3,427,108,172320002553,0.36,0.18,0.45,0.36,0,19022202026il,il,1
17,190222030260001,68.8,4.2,7.6,13.9,70.4,2842,737,172771002939,0.0,0.0,1.0,0.0,0,19022203026il,il,0
18,190222030260001,67.1,4.9,7.9,13.5,69.7,2815,665,172771002939,0.0,0.0,1.0,0.0,0,19022203026il,il,0
19,190222030260001,67.3,4.0,8.3,13.4,67.2,2717,702,172771002939,0.0,0.0,1.0,0.0,0,19022203026il,il,0
21,190222030260001,66.1,4.1,9.2,14.9,61.5,2606,655,172771002939,0.4,0.5,0.1,0.7,0,19022203026il,il,1
17,190222030260013,61.1,5.7,10.9,16.8,70.6,2738,692,172771002940,0.0,0.0,1.0,0.0,0,19022203026il,il,0
18,190222030260013,61.0,5.1,11.1,16.1,66.5,2676,660,172771002940,0.0,0.0,1.0,0.0,0,19022203026il,il,0
19,190222030260013,60.1,4.7,11.4,15.3,64.9,2674,642,172771002940,0.0,0.0,1.0,0.0,0,19022203026il,il,0
21,190222030260013,59.3,4.5,12.0,17.1,63.1,2676,689,172771002940,0.5,0.5,0.0,0.75,0,19022203026il,il,1
17,190222040260001,47.3,13.4,16.0,21.9,60.8,2572,671,174169004173,0.0,0.0,1.0,0.0,0,19022204026il,il,0
18,190222040260001,46.4,13.4,15.7,21.9,57.4,2642,629,174169004173,0.0,0.0,1.0,0.0,0,19022204026il,il,0
19,190222040260001,45.9,12.5,16.5,21.4,55.2,2594,631,174169004173,0.0,0.0,1.0,0.0,0,19022204026il,il,0
21,190222040260001,41.9,10.7,18.3,22.6,52.8,2478,620,174169004173,0.6,0.4,0.0,0.7,0,19022204026il,il,1
17,190222040260002,58.2,5.5,6.8,7.4,80.0,3698,969,174169002092,0.0,0.0,1.0,0.0,0,19022204026il,il,0
18,190222040260002,56.7,5.7,6.6,7.9,73.9,3662,912,174169002092,0.0,0.0,1.0,0.0,0,19022204026il,il,0
19,190222040260002,55.2,5.5,6.7,8.8,72.7,3565,859,174169002092,0.0,0.0,1.0,0.0,0,19022204026il,il,0
21,190222040260002,49.6,5.6,7.9,9.9,68.9,3438,825,174169002092,0.6,0.4,0.0,0.7,0,19022204026il,il,1
17,190222040260005,46.0,13.0,13.5,20.3,66.5,2853,722,174169006090,0.0,0.0,1.0,0.0,0,19022204026il,il,0
18,190222040260005,43.0,13.2,13.6,20.0,60.8,2887,689,174169006090,0.0,0.0,1.0,0.0,0,19022204026il,il,0
19,190222040260005,40.7,12.9,13.7,19.8,59.1,2925,714,174169006090,0.0,0.0,1.0,0.0,0,19022204026il,il,0
21,190222040260005,35.8,13.4,13.6,20.9,56.7,2947,720,174169006090,0.6,0.4,0.0,0.7,0,19022204026il,il,1
17,190222050260003,75.2,3.3,13.7,15.2,69.8,2732,697,171397001755,0.0,0.0,1.0,0.0,0,19022205026il,il,0
18,190222050260003,74.3,3.0,14.3,15.4,64.4,2806,616,171397001755,0.0,0.0,1.0,0.0,0,19022205026il,il,0
19,190222050260003,72.3,2.5,16.5,15.7,65.0,2829,697,171397001755,0.0,0.0,1.0,0.0,0,19022205026il,il,0
21,190222050260003,70.4,1.8,17.9,18.0,56.6,2836,694,171397001755,0.6,0.0,0.4,0.3,0,19022205026il,il,1
17,200240010260005,95.0,1.4,1.8,27.9,25.0,280,68,171350001636,0.0,0.0,1.0,0.0,0,20024001026il,il,0
18,200240010260005,95.2,0.0,0.0,31.1,34.2,289,73,171350001636,0.0,0.0,1.0,0.0,0,20024001026il,il,0
19,200240010260005,95.6,0.3,1.3,31.9,33.9,298,65,171350001636,0.0,0.0,1.0,0.0,0,20024001026il,il,0
21,200240010260005,94.2,0.0,0.0,33.9,32.8,257,64,171350001636,0.2,0.0,0.8,0.1,0,20024001026il,il,1
17,200300070260001,95.0,0.0,1.0,55.3,25.6,199,39,170004505236,0.0,0.0,1.0,0.0,0,20030007026il,il,0
18,200300070260001,97.1,0.0,0.0,52.2,18.2,205,55,170004505236,0.0,0.0,1.0,0.0,0,20030007026il,il,0
19,200300070260001,95.7,0.5,1.0,51.2,23.9,207,46,170004505236,0.0,0.0,1.0,0.0,0,20030007026il,il,0
21,200300070260001,94.7,0.0,0.0,51.4,19.5,208,41,170004505236,0.3,0.0,0.7,0.15,0,20030007026il,il,1
17,200330100260002,96.7,0.2,0.7,47.5,37.0,577,284,171079004391,0.0,0.0,1.0,0.0,0,20033010026il,il,0
18,200330100260002,96.5,0.0,0.0,46.6,30.0,564,90,171079004391,0.0,0.0,1.0,0.0,0,20033010026il,il,0
19,200330100260002,96.0,0.7,0.5,48.9,27.7,554,95,171079004391,0.0,0.0,1.0,0.0,0,20033010026il,il,0
21,200330100260002,96.1,0.0,0.0,48.1,18.2,484,88,171079004391,0.0,0.0,1.0,0.0,0,20033010026il,il,1
17,200350010260003,95.7,1.2,0.0,50.3,21.3,161,48,171820004400,0.0,0.0,1.0,0.0,0,20035001026il,il,0
18,200350010260003,95.9,0.0,0.0,48.8,22.5,172,40,171820004400,0.0,0.0,1.0,0.0,0,20035001026il,il,0
19,200350010260003,95.1,0.0,0.0,63.2,23.1,163,40,171820004400,0.0,0.0,1.0,0.0,0,20035001026il,il,0
21,200350010260003,93.3,0.0,0.0,60.0,22.6,135,31,171820004400,0.7,0.1,0.2,0.45,0,20035001026il,il,1
17,200760010260001,98.0,0.0,0.7,49.7,21.2,153,34,173228003372,0.0,0.0,1.0,0.0,0,20076001026il,il,0
18,200760010260001,97.1,0.0,0.0,46.8,16.1,139,31,173228003372,0.0,0.0,1.0,0.0,0,20076001026il,il,0
19,200760010260001,93.5,0.7,2.0,59.5,35.0,153,40,173228003372,0.0,0.0,1.0,0.0,0,20076001026il,il,0
21,200760010260001,95.0,0.0,0.0,47.8,10.0,161,40,173228003372,0.0,0.0,1.0,0.0,0,20076001026il,il,1
17,200830010260001,97.5,0.0,0.0,50.4,23.1,119,26,171602001911,0.0,0.0,1.0,0.0,0,20083001026il,il,0
18,200830010260001,94.7,0.0,0.0,48.7,33.4,113,21,171602001911,0.0,0.0,1.0,0.0,0,20083001026il,il,0
19,200830010260001,93.5,0.0,1.6,41.5,16.6,123,30,171602001911,0.0,0.0,1.0,0.0,0,20083001026il,il,0
21,200830010260001,94.2,0.0,0.0,50.8,20.0,120,25,171602001911,0.9,0.0,0.1,0.45,0,20083001026il,il,1
17,200830020260001,78.4,9.7,0.7,54.5,12.0,134,26,170858000498,0.0,0.0,1.0,0.0,0,20083002026il,il,0
18,200830020260001,76.5,9.2,0.0,56.3,13.3,119,30,170858000498,0.0,0.0,1.0,0.0,0,20083002026il,il,0
19,200830020260001,78.0,9.4,0.8,48.0,10.0,127,31,170858000498,0.0,0.0,1.0,0.0,0,20083002026il,il,0
21,200830020260001,77.3,9.4,0.0,50.0,8.4,128,36,170858000498,0.8,0.0,0.2,0.4,0,20083002026il,il,1
17,200830030260001,84.9,4.1,2.4,57.7,27.4,542,136,171827002113,0.0,0.0,1.0,0.0,0,20083003026il,il,0
18,200830030260001,85.7,5.0,2.0,55.0,24.5,545,100,171827002113,0.0,0.0,1.0,0.0,0,20083003026il,il,0
19,200830030260001,85.1,3.5,2.8,55.4,22.8,543,136,171827002113,0.0,0.0,1.0,0.0,0,20083003026il,il,0
21,200830030260001,84.5,4.9,2.0,99.1,20.2,547,129,171827002113,0.1,0.0,0.9,0.05,0,20083003026il,il,1
17,200830040260001,91.4,1.7,1.7,62.4,22.4,359,80,171366001662,0.0,0.0,1.0,0.0,0,20083004026il,il,0
18,200830040260001,91.5,0.0,2.8,63.0,17.1,351,70,171366001662,0.0,0.0,1.0,0.0,0,20083004026il,il,0
19,200830040260001,93.2,1.1,1.4,60.6,26.7,353,86,171366001662,0.0,0.0,1.0,0.0,0,20083004026il,il,0
21,200830040260001,93.9,0.0,0.0,61.9,18.3,328,82,171366001662,0.0,0.0,1.0,0.0,0,20083004026il,il,1
17,200933480260001,97.0,0.0,0.6,38.5,32.6,504,95,174047004073,0.0,0.0,1.0,0.0,0,20093348026il,il,0
18,200933480260001,97.7,0.0,0.0,40.0,30.5,473,95,174047004073,0.0,0.0,1.0,0.0,0,20093348026il,il,0
19,200933480260001,96.9,0.2,1.0,43.6,37.3,482,118,174047004073,0.0,0.0,1.0,0.0,0,20093348026il,il,0
21,200933480260001,94.4,0.0,0.0,44.2,17.5,504,114,174047004073,0.9,0.1,0.0,0.55,0,20093348026il,il,1
17,200961000260001,97.4,1.3,1.3,33.8,21.1,154,39,174136004151,0.0,0.0,1.0,0.0,0,20096100026il,il,0
18,200961000260001,97.4,0.0,0.0,29.9,38.3,154,34,174136004151,0.0,0.0,1.0,0.0,0,20096100026il,il,0
19,200961000260001,97.9,0.7,0.7,39.6,12.9,144,31,174136004151,0.0,0.0,1.0,0.0,0,20096100026il,il,0
21,200961000260001,97.2,0.0,0.0,42.0,3.4,143,29,174136004151,0.8,0.0,0.2,0.4,0,20096100026il,il,1
17,200962000260001,99.2,0.0,0.0,40.2,37.9,127,29,171024001246,0.0,0.0,1.0,0.0,0,20096200026il,il,0
18,200962000260001,100.0,0.0,0.0,39.8,30.8,123,26,171024001246,0.0,0.0,1.0,0.0,0,20096200026il,il,0
19,200962000260001,96.6,0.0,1.7,53.0,22.6,117,32,171024001246,0.0,0.0,1.0,0.0,0,20096200026il,il,0
21,200962000260001,100.0,0.0,0.0,56.4,23.5,94,17,171024001246,0.2,0.0,0.8,0.1,0,20096200026il,il,1
17,200962250160001,95.0,0.7,0.9,42.1,20.4,423,103,172618001816,0.0,0.0,1.0,0.0,0,20096225016il,il,0
18,200962250160001,94.1,0.0,0.0,33.3,30.4,426,102,172618001816,0.0,0.0,1.0,0.0,0,20096225016il,il,0
19,200962250160001,94.8,1.6,0.9,46.6,25.0,427,92,172618001816,0.0,0.0,1.0,0.0,0,20096225016il,il,0
21,200962250160001,94.2,2.9,0.0,37.7,20.2,414,94,172618001816,0.5,0.0,0.5,0.25,0,20096225016il,il,1
17,200970010260003,95.3,0.0,0.0,53.7,11.1,149,79,171758002058,0.0,0.0,1.0,0.0,0,20097001026il,il,0
18,200970010260003,94.5,0.0,0.0,57.9,23.0,145,26,171758002058,0.0,0.0,1.0,0.0,0,20097001026il,il,0
19,200970010260003,94.1,0.0,0.0,48.4,17.6,153,17,171758002058,0.0,0.0,1.0,0.0,0,20097001026il,il,0
21,200970010260003,89.0,0.0,0.0,48.3,30.8,118,13,171758002058,0.4,0.0,0.6,0.2,0,20097001026il,il,1
17,200970030260001,95.9,1.0,2.6,40.9,32.7,193,49,170000403010,0.0,0.0,1.0,0.0,0,20097003026il,il,0
18,200970030260001,97.6,0.0,0.0,45.2,44.7,208,47,170000403010,0.0,0.0,1.0,0.0,0,20097003026il,il,0
19,200970030260001,98.9,0.0,1.1,42.1,34.2,190,41,170000403010,0.0,0.0,1.0,0.0,0,20097003026il,il,0
21,200970030260001,99.0,0.0,0.0,45.0,9.8,191,41,170000403010,0.2,0.0,0.8,0.1,0,20097003026il,il,1
17,200970050260001,95.4,0.5,1.4,50.5,23.6,368,89,170850000472,0.0,0.0,1.0,0.0,0,20097005026il,il,0
18,200970050260001,96.5,0.0,0.0,47.9,20.9,340,91,170850000472,0.0,0.0,1.0,0.0,0,20097005026il,il,0
19,200970050260001,93.7,1.4,1.7,47.7,25.4,350,80,170850000472,0.0,0.0,1.0,0.0,0,20097005026il,il,0
21,200970050260001,95.6,0.0,0.0,52.1,28.4,365,81,170850000472,0.1,0.0,0.9,0.05,0,20097005026il,il,1
17,210280990260001,97.0,0.9,0.0,7.7,26.2,233,42,170021703614,0.0,0.0,1.0,0.0,0,21028099026il,il,0
18,210280990260001,96.8,0.0,0.0,5.4,24.0,221,50,170021703614,0.0,0.0,1.0,0.0,0,21028099026il,il,0
19,210280990260001,96.8,0.4,0.0,60.7,22.2,252,55,170021703614,0.0,0.0,1.0,0.0,0,21028099026il,il,0
21,210280990260001,97.1,0.0,0.0,60.9,5.3,238,57,170021703614,1.0,0.0,0.0,0.5,0,21028099026il,il,1
17,210281030130001,95.6,0.5,1.1,51.2,23.7,565,120,170597000278,0.0,0.0,1.0,0.0,0,21028103013il,il,0
18,210281030130001,95.4,0.0,1.8,53.9,24.3,547,132,170597000278,0.0,0.0,1.0,0.0,0,21028103013il,il,0
19,210281030130001,96.1,0.4,1.8,56.3,21.9,561,139,170597000278,0.0,0.0,1.0,0.0,0,21028103013il,il,0
21,210281030130001,93.3,0.0,2.9,51.1,27.3,519,132,170597000278,1.0,0.0,0.0,0.5,0,21028103013il,il,1
17,210281680260001,96.1,0.4,1.7,47.6,36.4,519,109,174158004168,0.0,0.0,1.0,0.0,0,21028168026il,il,0
18,210281680260001,95.5,0.0,0.0,45.6,29.4,491,112,174158004168,0.0,0.0,1.0,0.0,0,21028168026il,il,0
19,210281680260001,95.3,0.6,1.9,43.4,30.0,465,83,174158004168,0.0,0.0,1.0,0.0,0,21028168026il,il,0
21,210281680260001,93.6,0.0,2.6,51.5,11.4,456,88,174158004168,0.36,0.27,0.36,0.45,0,21028168026il,il,1
17,210281740260001,96.4,0.0,0.0,43.2,34.5,111,30,170138205940,0.0,0.0,1.0,0.0,0,21028174026il,il,0
18,210281740260001,98.0,0.0,0.0,44.6,31.0,101,29,170138205940,0.0,0.0,1.0,0.0,0,21028174026il,il,0
19,210281740260001,99.1,0.0,0.0,41.1,34.7,107,23,170138205940,0.0,0.0,1.0,0.0,0,21028174026il,il,0
21,210281740260001,100.0,0.0,0.0,41.1,14.3,90,28,170138205940,0.6,0.1,0.3,0.4,0,21028174026il,il,1
17,210281880260001,96.1,0.0,1.7,59.8,31.8,179,44,174380004349,0.0,0.0,1.0,0.0,0,21028188026il,il,0
18,210281880260001,94.9,0.0,0.0,50.6,14.3,178,35,174380004349,0.0,0.0,1.0,0.0,0,21028188026il,il,0
19,210281880260001,92.7,0.6,2.2,54.7,23.8,179,42,174380004349,0.0,0.0,1.0,0.0,0,21028188026il,il,0
21,210281880260001,91.6,0.0,0.0,57.8,25.6,154,39,174380004349,0.0,1.0,0.0,1.0,0,21028188026il,il,1
17,210281960260001,96.1,0.5,1.5,43.7,28.8,206,52,173594003730,0.0,0.0,1.0,0.0,0,21028196026il,il,0
18,210281960260001,97.4,0.0,0.0,46.3,26.8,190,41,173594003730,0.0,0.0,1.0,0.0,0,21028196026il,il,0
19,210281960260001,96.5,0.0,2.9,41.6,38.1,173,43,173594003730,0.0,0.0,1.0,0.0,0,21028196026il,il,0
