,schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout,year
1164,150162990250053,711,22.8,17.9,52.0,47.8,2.2,2019
1166,15016299025010C,258,0.0,99.2,0.4,85.7,2.0,2019
1167,15016299025012C,741,0.3,2.2,97.3,94.7,3.6,2019
1168,15016299025013C,331,0.0,97.9,1.2,80.4,2.5,2019
1169,15016299025015C,545,0.7,62.9,35.6,96.3,4.2,2019
1171,15016299025019C,346,0.0,99.4,0.0,95.1,2.3,2019
1172,15016299025020C,89,1.1,0.0,97.8,96.6,34.9,2019
1173,15016299025022C,1008,3.5,4.1,91.5,84.3,19.4,2019
1174,15016299025027C,235,1.3,90.2,7.2,91.9,8.1,2019
1175,15016299025028C,974,0.8,3.8,94.7,95.7,1.7,2019
1176,15016299025029C,615,1.5,19.8,77.6,83.6,4.7,2019
1177,15016299025030C,405,0.2,79.0,19.0,95.3,7.2,2019
1178,15016299025031C,665,2.3,16.2,79.1,89.6,3.3,2019
1179,15016299025032C,1180,0.0,96.7,2.4,84.1,3.0,2019
1180,15016299025033C,934,1.2,30.0,64.9,85.1,4.6,2019
1181,15016299025034C,1137,0.6,31.3,67.1,90.1,1.8,2019
1182,15016299025035C,973,0.4,28.8,66.3,85.2,2.1,2019
1183,15016299025036C,765,0.0,95.7,3.5,91.8,6.1,2019
1184,15016299025037C,554,0.0,99.1,0.7,80.1,5.2,2019
1185,15016299025038C,355,0.0,95.5,3.7,94.4,7.9,2019
1186,15016299025039C,676,0.3,94.7,4.0,89.3,2.1,2019
1187,15016299025040C,230,1.7,79.1,17.4,95.7,9.7,2019
1188,15016299025041C,668,1.2,11.4,85.6,83.4,1.6,2019
1189,15016299025042C,1067,1.5,12.9,84.8,88.7,2.9,2019
1190,15016299025043C,444,1.6,41.9,51.4,82.2,3.9,2019
1191,15016299025044C,798,1.1,1.3,95.7,91.1,0.5,2019
1192,15016299025046C,359,0.0,98.6,0.6,94.4,1.1,2019
1193,15016299025049C,657,2.6,38.7,55.7,92.7,1.2,2019
1194,15016299025050C,382,0.3,91.4,6.0,85.3,2.4,2019
1195,15016299025051C,406,0.0,97.5,1.5,92.4,1.5,2019
1196,150162990250526,875,0.1,97.0,2.3,92.6,9.2,2019
1197,15016299025052C,317,0.0,98.1,0.9,91.8,1.4,2019
1198,150162990250531,312,0.6,95.2,4.2,95.8,6.0,2019
1199,150162990250533,1908,37.9,11.9,29.5,37.5,0.9,2019
1200,150162990250534,1327,1.9,19.2,77.8,89.1,1.8,2019
1201,150162990250536,217,0.9,41.0,57.6,99.1,18.6,2019
1202,150162990250537,1338,0.0,98.7,1.0,88.6,2.4,2019
1203,15016299025053C,488,0.2,98.0,1.8,91.2,3.1,2019
1204,150162990250543,272,0.0,97.4,1.5,91.2,13.5,2019
1205,150162990250545,697,1.7,29.7,67.3,87.7,6.8,2019
1206,15016299025054C,170,0.0,95.9,3.5,88.2,33.3,2019
1207,15016299025055C,150,0.7,97.3,2.0,96.0,28.6,2019
1208,15016299025056C,173,2.9,2.9,93.1,83.2,53.6,2019
1209,15016299025057C,129,3.1,25.6,70.5,93.0,49.8,2019
1210,15016299025058C,106,0.0,99.1,0.9,91.5,33.1,2019
1211,15016299025059C,158,0.0,97.5,1.9,96.2,30.9,2019
1212,15016299025060C,185,0.0,98.4,1.6,80.0,34.7,2019
1213,150162990250616,80,1.3,97.5,1.3,85.0,23.8,2019
1214,150162990250617,2895,2.1,12.8,82.7,88.5,8.8,2019
1215,15016299025061C,137,0.0,98.5,0.0,98.5,45.7,2019
1216,15016299025062C,185,0.5,24.3,73.0,92.4,34.3,2019
1217,15016299025063C,403,0.2,91.8,7.4,88.3,39.0,2019
1218,15016299025064C,209,3.3,25.4,71.3,72.2,42.6,2019
1219,15016299025065C,219,0.0,10.5,88.6,84.9,45.3,2019
1220,15016299025066C,101,0.0,84.2,13.9,89.1,41.4,2019
1221,15016299025067C,304,0.0,95.7,3.6,98.4,15.9,2019
1222,15016299025068C,218,8.7,31.7,45.0,78.4,37.0,2019
1223,15016299025070C,172,0.6,61.0,37.2,83.7,39.9,2019
1224,15016299025071C,155,1.3,67.1,31.6,92.3,30.1,2019
1225,15016299025072C,219,0.5,95.9,3.2,83.1,47.2,2019
1226,15016299025073C,174,0.0,98.9,1.1,93.7,42.1,2019
1227,15016299025074C,328,1.5,2.1,94.8,94.5,10.1,2019
1228,150162990250763,449,0.0,98.0,1.8,85.7,7.6,2019
1229,150162990250764,2208,28.3,20.6,29.4,37.8,1.1,2019
1230,150162990250767,1702,0.6,3.1,94.2,71.9,5.9,2019
1231,150162990250772,761,35.5,43.8,17.6,39.8,1.2,2019
1232,150162990250779,1008,2.9,1.8,93.9,81.7,3.5,2019
1233,150162990250788,986,0.8,80.1,18.2,67.6,2.8,2019
1234,150162990250794,1090,26.9,7.5,29.8,44.0,0.2,2019
1235,150162990250795,299,1.3,62.9,34.8,73.9,0.7,2019
1236,150162990250796,1153,43.6,10.8,22.3,31.0,0.4,2019
1237,15016299025079C,640,1.6,2.7,94.4,66.3,2.6,2019
1238,150162990250803,545,0.9,15.6,80.6,88.6,0.6,2019
1239,150162990250818,127,2.4,0.0,96.1,92.9,12.2,2019
1241,150162990250820,559,19.7,10.2,63.9,80.0,3.3,2019
1242,150162990250824,250,0.4,80.0,18.4,86.0,11.2,2019
1243,150162990250825,991,1.0,17.1,80.9,88.6,6.6,2019
1244,150162990250826,343,1.2,92.1,6.1,93.9,4.3,2019
1245,150162990250827,516,0.0,96.7,3.1,76.4,1.7,2019
1246,150162990250828,458,8.3,7.6,76.9,86.5,3.4,2019
1247,150162990250829,160,2.5,74.4,15.6,90.6,4.0,2019
1248,15016299025082C,920,16.6,6.5,56.2,77.2,1.9,2019
1249,150162990250830,353,0.8,4.8,92.9,96.6,7.1,2019
1250,150162990250831,61,0.0,95.1,4.9,85.2,9.9,2019
1251,150162990250832,171,5.8,28.7,58.5,72.5,0.6,2019
1252,150162990250833,1361,2.8,71.0,24.4,63.9,0.4,2019
1253,150162990250834,216,0.0,97.2,2.3,71.8,3.5,2019
1254,150162990250835,300,0.7,11.7,87.3,95.3,8.1,2019
1255,150162990250836,220,0.9,15.5,83.6,95.5,10.8,2019
1256,150162990250837,407,0.2,0.7,98.8,95.8,1.4,2019
1257,15016299025083C,346,0.0,99.7,0.3,92.5,4.0,2019
1258,150162990250841,218,0.0,97.2,2.3,96.8,5.5,2019
1259,150162990250844,195,0.5,97.4,1.0,93.8,15.9,2019
1260,150162990250847,223,1.8,83.9,13.9,92.8,16.8,2019
1261,150162990250848,195,8.2,41.5,46.7,87.2,4.9,2019
1262,150162990250849,318,10.4,19.2,67.3,74.5,2.5,2019
1263,15016299025084C,372,0.3,98.7,1.1,96.8,1.1,2019
1264,150162990250850,272,2.2,80.1,16.5,89.3,1.9,2019
1265,150162990250851,611,19.8,33.7,35.2,37.0,1.3,2019
1266,150162990250855,594,12.6,43.8,37.2,63.6,2.8,2019
1267,150162990250856,177,0.0,97.2,2.3,94.4,2.3,2019
1268,150162990250857,1203,2.0,52.8,39.4,76.6,0.9,2019
1269,150162990250859,1195,0.8,4.2,94.3,93.2,5.1,2019
1270,15016299025085C,618,1.8,1.0,96.6,93.4,1.1,2019
1271,150162990250860,654,0.2,96.5,2.6,82.1,2.4,2019
1272,150162990250861,917,0.8,45.5,52.5,85.8,0.6,2019
1273,150162990250862,294,0.0,97.3,2.0,85.0,37.9,2019
1274,150162990250863,477,0.2,96.9,2.5,85.3,4.2,2019
1275,15016299025086C,541,0.2,1.5,98.3,89.6,4.0,2019
1278,15016299025107C,620,0.0,97.6,1.1,78.5,17.4,2019
1368,15016299025217C,604,5.0,30.8,51.8,91.1,6.8,2019
1473,15016299025232C,1095,1.6,44.0,53.6,92.8,1.1,2019
1534,15016299025240C,734,0.4,29.7,68.4,95.4,1.6,2019
1583,15016299025247C,1283,0.0,99.4,0.6,88.1,3.0,2019
1713,150162990252912,846,0.9,2.0,96.5,97.5,1.3,2019
1759,15016900025201C,788,7.0,3.8,84.8,75.5,1.5,2019
1761,15016902025201C,272,0.7,89.3,9.9,85.7,7.1,2019
1765,160194240260001,562,80.8,1.4,16.7,31.0,4.2,2019
1769,160194250260001,198,97.0,1.0,2.0,21.2,2.4,2019
1772,160194260260003,263,82.1,0.4,13.3,43.3,3.5,2019
1774,160194270260001,1214,83.4,3.1,9.7,18.2,2.7,2019
1781,160194280260011,1774,49.8,15.8,29.1,51.2,3.9,2019
1793,160194290260003,211,88.6,0.0,8.5,5.7,1.8,2019
1796,160194300260001,643,80.6,0.2,16.3,34.4,4.1,2019
1802,160194320260003,278,92.4,0.0,5.8,25.9,2.1,2019
1805,170200150260001,565,91.2,0.2,5.3,43.0,5.6,2019
1810,170200180260001,232,93.1,0.4,2.2,40.5,2.9,2019
1813,170530050260001,160,95.6,1.9,2.5,35.6,3.9,2019
1815,17053006J260001,97,90.7,1.0,5.2,55.7,1.9,2019
1818,170530080260001,530,90.9,0.8,2.5,29.6,5.1,2019
1824,170530740270001,147,89.8,2.0,4.1,42.2,3.9,2019
1826,170530900170001,651,83.6,3.4,8.1,37.2,3.1,2019
1827,170532300170001,221,91.4,0.9,6.3,30.8,2.5,2019
1837,170540210260001,122,96.7,0.0,3.3,46.7,1.4,2019
1839,170540230260001,157,96.8,0.6,1.9,40.1,3.6,2019
1849,170544040160001,811,90.1,3.1,2.0,42.8,6.5,2019
1850,170640020260003,233,96.1,0.9,1.7,21.5,2.2,2019
1853,170640030260002,354,91.2,1.1,2.5,10.2,1.1,2019
1856,170640040260001,398,92.0,1.0,3.8,25.9,1.8,2019
1858,170640050260001,2114,65.7,11.0,8.6,25.0,1.9,2019
1859,170640050260002,1614,72.1,11.8,8.4,32.0,0.9,2019
1860,170640050260003,56,62.5,19.6,8.9,58.9,6.3,2019
1861,17064005026001C,42,42.9,35.7,14.3,61.9,35.5,2019
1883,170640070260002,129,95.3,2.3,0.0,30.2,2.9,2019
1886,170640160260009,517,92.8,0.8,2.9,35.4,2.0,2019
1891,170640190260001,181,88.4,1.1,8.3,42.5,4.8,2019
1894,170640870250001,1491,50.3,23.9,13.9,55.2,5.4,2019
2016,190220860170001,2728,69.2,1.9,7.0,6.0,1.0,2019
2017,190220860170002,1420,56.0,18.6,13.9,26.8,3.4,2019
2018,190220870170001,2244,43.9,9.1,31.3,41.7,3.0,2019
2019,190220870170002,2236,38.0,7.8,26.7,33.4,2.2,2019
2020,190220870170003,2344,60.7,4.3,17.2,22.9,0.9,2019
2021,190220870170004,1164,61.3,9.7,14.0,25.6,2.0,2019
2022,190220880160001,1999,26.3,2.3,63.6,53.8,2.7,2019
2023,190220880160002,1929,48.3,9.1,30.5,44.2,2.9,2019
2038,190220940160001,2005,25.6,1.9,65.0,36.0,3.1,2019
2039,190220990160001,2147,73.8,4.5,12.2,14.3,1.2,2019
2040,190220990160002,2765,57.1,11.7,20.5,27.9,2.1,2019
2041,190221000160001,1432,28.2,2.2,63.8,52.7,1.9,2019
2042,190221080160001,2524,63.6,5.5,19.5,15.3,1.9,2019
2054,190222000260020,1934,64.7,4.7,20.4,23.6,1.2,2019
2055,190222000260021,2055,66.4,7.3,14.1,23.6,2.5,2019
2074,190222010260001,365,64.7,7.7,20.0,31.0,0.7,2019
2079,190222020260001,462,65.8,6.7,10.2,26.8,2.8,2019
2083,190222030260001,2717,67.3,4.0,8.3,13.4,1.8,2019
2084,190222030260013,2674,60.1,4.7,11.4,15.3,1.6,2019
2105,190222040260001,2594,45.9,12.5,16.5,21.4,2.2,2019
2106,190222040260002,3565,55.2,5.5,6.7,8.8,1.4,2019
2107,190222040260005,2925,40.7,12.9,13.7,19.8,1.7,2019
2137,190222050260003,2829,72.3,2.5,16.5,15.7,2.2,2019
2150,200240010260005,298,95.6,0.3,1.3,31.9,3.2,2019
2153,200300070260001,207,95.7,0.5,1.0,51.2,4.3,2019
2156,200330100260002,554,96.0,0.7,0.5,48.9,3.3,2019
2160,200350010260003,163,95.1,0.0,0.0,63.2,1.2,2019
2163,200760010260001,153,93.5,0.7,2.0,59.5,2.6,2019
2165,200830010260001,123,93.5,0.0,1.6,41.5,2.3,2019
2169,200830020260001,127,78.0,9.4,0.8,48.0,2.9,2019
2171,200830030260001,543,85.1,3.5,2.8,55.4,4.6,2019
2175,200830040260001,353,93.2,1.1,1.4,60.6,5.0,2019
2179,200933480260001,482,96.9,0.2,1.0,43.6,5.2,2019
2186,200961000260001,144,97.9,0.7,0.7,39.6,5.8,2019
2190,200962000260001,117,96.6,0.0,1.7,53.0,5.0,2019
2194,200962250160001,427,94.8,1.6,0.9,46.6,4.2,2019
2195,200970010260003,153,94.1,0.0,0.0,48.4,4.7,2019
2197,200970030260001,190,98.9,0.0,1.1,42.1,4.0,2019
2200,200970050260001,350,93.7,1.4,1.7,47.7,3.1,2019
2209,210280990260001,252,96.8,0.4,0.0,60.7,4.6,2019
2211,210281030130001,561,96.1,0.4,1.8,56.3,3.7,2019
2213,210281680260001,465,95.3,0.6,1.9,43.4,8.1,2019
2217,210281740260001,107,99.1,0.0,0.0,41.1,5.4,2019
2219,210281880260001,179,92.7,0.6,2.2,54.7,6.8,2019
2222,210281960260001,173,96.5,0.0,2.9,41.6,4.9,2019
2225,210440010260001,173,97.1,0.0,2.3,37.6,4.8,2019
2231,210441330170001,386,94.0,0.8,2.1,49.2,4.4,2019
2232,210610010260001,551,85.1,4.9,1.5,49.4,6.3,2019
2239,210610380260001,104,89.4,1.9,1.0,54.8,4.1,2019
2241,211000010260001,358,94.4,0.6,2.8,60.9,5.1,2019
2245,211000020260001,1106,79.7,8.1,3.9,48.4,6.5,2019
2252,211000030260001,134,100.0,0.0,0.0,43.3,3.5,2019
2254,211000040260001,766,89.4,3.7,2.0,52.3,4.5,2019
2258,211000050260001,618,86.6,1.9,3.2,31.2,3.4,2019
2262,240320010260001,685,90.2,0.7,7.9,23.9,1.3,2019
2274,240320730170001,224,94.6,0.9,4.0,20.5,2.7,2019
2277,240321010160001,867,76.9,1.2,17.4,17.6,2.7,2019
2278,240321110160001,2708,73.0,4.2,19.0,15.8,1.9,2019
2286,240470180160001,161,93.2,0.6,5.6,19.3,2.9,2019
2289,240470880260001,720,35.3,11.1,48.2,52.9,3.8,2019
2295,240471150260001,1861,67.7,6.9,19.1,19.5,2.7,2019
2304,240473080260001,2802,60.9,8.5,21.3,25.3,1.9,2019
2305,240473080260002,2717,55.2,10.9,16.2,22.3,1.5,2019
2325,260290010260001,110,98.2,0.0,0.9,53.6,5.3,2019
2328,260290020260001,95,95.8,0.0,4.2,36.8,9.9,2019
2331,260290030260001,132,98.5,0.0,0.0,47.0,6.1,2019
2334,260290040260001,95,94.7,2.1,2.1,38.9,2.0,2019
2337,260290660250001,679,94.4,1.3,1.6,40.8,4.5,2019
2342,260290970260001,279,97.8,0.0,1.4,43.4,3.5,2019
2344,260343070160001,331,99.1,0.0,0.3,12.7,5.7,2019
2345,260343160260001,192,92.7,0.0,1.6,17.7,7.9,2019
2351,260343280240001,242,93.0,0.4,0.4,41.7,3.6,2019
2353,260343370260001,217,94.5,0.0,0.9,60.4,3.8,2019
2357,260621030260001,158,98.7,0.0,0.6,50.6,3.1,2019
2361,260621700260001,203,97.0,0.0,1.0,43.3,9.8,2019
2364,260621850260001,610,78.7,7.4,5.7,33.9,5.3,2019
2369,260850050260001,329,93.0,3.3,0.3,41.6,4.0,2019
2378,280061030220001,116,13.8,0.0,83.6,80.2,6.1,2019
2384,280063030260001,74,86.5,1.4,9.5,35.1,1.3,2019
2387,280063400260001,341,93.5,0.0,3.2,42.5,1.4,2019
2391,280065000150001,556,90.8,0.9,4.1,34.5,2.4,2019
2392,280065020170001,455,68.1,1.1,25.1,49.2,3.9,2019
2393,280065050160001,29,100.0,0.0,0.0,31.0,10.8,2019
2395,280372230260001,353,93.5,0.6,4.0,19.5,2.4,2019
2398,280372240260001,212,96.2,0.0,1.9,45.3,4.2,2019
2400,280372250260001,167,94.6,0.6,1.2,40.7,2.7,2019
2402,280372260260001,102,88.2,0.0,3.9,32.4,2.7,2019
2404,280372270260002,224,96.4,0.0,0.9,45.5,4.8,2019
2406,280372280260001,828,92.4,0.0,5.0,20.0,1.7,2019
2411,280372290260001,552,70.5,10.1,16.5,72.8,7.7,2019
2418,280372300260002,247,76.1,2.4,14.2,38.5,2.3,2019
2422,280881000260001,214,93.0,0.5,2.8,36.4,5.8,2019
2425,300020010220001,127,6.3,83.5,0.8,99.2,8.9,2019
2427,300020050260001,96,76.0,21.9,1.0,97.9,8.5,2019
2437,300391650160001,991,53.1,28.6,10.9,60.6,5.6,2019
2438,300391760260001,308,92.9,0.6,5.2,53.2,5.4,2019
2441,300391860260001,599,70.1,14.2,8.2,99.0,2.9,2019
2446,300391960260001,116,95.7,3.4,0.9,51.7,6.1,2019
2453,300731010160001,454,98.2,0.7,0.0,34.8,3.1,2019
2455,300733000260001,530,83.2,4.2,4.0,51.7,4.3,2019
2458,300771000260001,221,82.8,12.2,0.5,51.6,0.8,2019
2460,300771010260001,111,26.1,64.0,0.0,100.0,7.0,2019
2463,300910170220001,181,68.5,0.0,31.5,59.1,3.1,2019
2470,300910660220001,75,94.7,0.0,5.3,80.0,3.3,2019
2473,300910810160001,519,90.0,1.3,5.0,40.5,2.3,2019
2474,300910840260001,88,94.3,3.4,0.0,96.6,6.0,2019
2477,310450460220001,2592,9.6,6.3,75.0,74.9,5.6,2019
2478,310450460220002,2045,14.7,9.4,70.4,74.8,6.5,2019
2479,310450460220003,1936,20.8,8.5,59.7,67.8,3.7,2019
2480,310450460220004,2417,41.9,3.2,33.5,38.4,2.5,2019
2481,310450460220005,2666,49.7,4.9,29.7,32.7,3.3,2019
2530,310451010220001,1942,80.0,3.3,10.7,17.2,1.3,2019
2538,310451290220001,3680,25.8,10.9,57.9,47.6,3.5,2019
2554,310451310220001,3972,2.3,7.9,87.4,64.4,4.5,2019
2572,310453000260002,2533,28.9,6.1,59.2,62.5,2.7,2019
2573,310453000260003,1738,63.6,3.3,20.9,24.3,1.6,2019
2574,310453000260004,2089,66.3,3.2,18.8,22.5,2.4,2019
2590,31045300026201C,860,41.2,6.4,29.0,23.0,8.7,2019
2598,310453010260001,1178,62.6,3.2,18.3,13.7,1.0,2019
2605,310453020260001,1288,80.0,2.6,11.0,14.7,2.1,2019
2611,310453030260011,2442,76.1,1.4,14.3,17.9,1.2,2019
2612,310453030260012,1999,82.9,1.2,6.4,7.1,0.5,2019
2626,310453040260001,1888,85.5,0.8,8.2,4.9,2.1,2019
2637,320380030260001,89,85.4,4.5,6.7,53.9,4.0,2019
2640,320380040260001,352,86.6,0.6,8.0,34.9,1.7,2019
2644,320380060260001,88,90.9,0.0,9.1,30.7,1.2,2019
2647,320380090260001,338,87.0,0.9,9.8,53.6,3.7,2019
2651,320380100260001,306,64.1,0.3,35.6,52.0,1.1,2019
2656,320381240260001,164,90.9,1.8,1.2,44.5,4.1,2019
2659,320460010260003,338,46.7,21.3,26.9,66.0,7.6,2019
2662,320460020260001,515,95.3,0.6,2.3,23.3,1.3,2019
2666,320460050260005,660,83.0,1.4,10.6,30.6,3.0,2019
2669,320460060260001,161,85.7,0.0,5.6,35.4,6.1,2019
2679,320461110250014,1256,21.5,46.6,30.7,77.9,8.8,2019
2692,320463020160001,197,37.1,31.0,24.9,81.2,5.8,2019
2693,320463070160001,1959,68.8,10.7,12.9,41.9,2.1,2019
2694,330362350260001,232,93.5,0.4,1.7,50.4,6.5,2019
2698,330482020260001,369,93.5,0.3,2.4,40.1,5.5,2019
2701,330482050260023,1254,65.6,11.9,12.5,53.3,6.2,2019
2710,330482080260001,269,96.7,0.0,2.6,40.5,1.5,2019
2712,330482100260001,73,94.5,1.4,2.7,34.2,2.5,2019
2715,330482760260001,263,93.2,0.4,3.8,44.9,5.6,2019
2719,330664040260001,368,92.9,0.3,2.4,34.8,3.9,2019
2724,330942380260001,509,59.5,3.9,27.5,45.2,3.9,2019
2729,330943040260001,249,92.0,0.4,5.6,32.9,3.0,2019
2782,340490600260022,4606,3.4,12.2,80.2,58.6,7.8,2019
2836,340490950260001,1819,80.6,1.4,7.3,10.7,0.9,2019
2874,340491130170001,1634,87.1,0.7,5.0,3.9,0.5,2019
2875,340491130170002,1978,69.0,2.4,22.9,13.9,0.9,2019
2878,340491150160001,1585,84.8,1.1,6.5,1.2,0.9,2019
2879,340491160260006,2219,13.2,6.9,76.0,71.2,4.3,2019
2888,340491170160001,1339,77.1,2.4,13.0,17.1,1.6,2019
2889,340491170160002,1338,79.2,1.7,11.5,12.0,0.7,2019
2890,340491180260005,1369,60.0,2.0,30.6,37.8,2.8,2019
2896,340491200130001,2026,41.3,1.7,45.4,29.4,3.6,2019
2897,340491210170001,3911,39.2,9.5,32.2,16.5,2.0,2019
2898,340491240160001,1808,61.9,4.4,25.2,32.7,3.4,2019
2899,340491250130001,4261,54.7,2.0,8.1,5.3,1.6,2019
2900,340491260170001,2207,18.0,26.4,47.3,57.0,7.1,2019
2901,340491260170002,350,26.3,24.9,43.4,46.6,5.4,2019
2902,340491270160001,1335,59.3,4.1,21.5,10.7,1.6,2019
2903,340491270160002,1457,60.8,3.4,25.9,12.6,1.3,2019
2904,340491280160002,1857,80.7,1.5,7.4,4.7,0.3,2019
2905,340491280160004,1459,59.4,2.5,14.1,10.5,1.1,2019
2906,340491870260001,757,1.5,32.2,62.5,98.9,13.3,2019
2914,340492200260004,2920,64.5,1.0,17.1,18.3,0.9,2019
2928,350500010260001,71,80.3,0.0,19.7,45.1,2.4,2019
2930,350500020260001,210,88.1,0.5,9.5,29.0,2.7,2019
2934,350500090260001,133,86.5,0.8,10.5,33.8,1.4,2019
2937,350500400170001,844,70.1,4.0,18.1,47.7,6.0,2019
2945,350501200170001,1238,74.1,3.4,18.6,41.4,4.6,2019
2952,350501400170001,1301,82.5,2.1,11.3,35.4,5.3,2019
2959,350501600170001,428,88.6,0.9,7.9,29.2,0.5,2019
2966,350502800170001,556,56.8,0.9,38.1,48.0,3.7,2019
2971,350590050260001,154,98.7,0.0,0.0,49.4,5.9,2019
2973,350590070260001,195,96.4,0.0,3.1,31.3,1.4,2019
2976,350785350260002,265,87.2,0.8,9.8,38.5,6.2,2019
2980,390550010260001,280,86.8,4.3,1.8,37.1,3.6,2019
2983,390550020260001,379,87.6,4.0,0.5,18.5,3.2,2019
2986,390550030260001,757,93.3,1.1,2.1,16.0,2.4,2019
2991,390550090260001,217,94.0,0.5,2.3,35.0,5.1,2019
2995,390550110260001,309,90.3,1.9,1.3,28.2,3.3,2019
2998,390550150260001,259,95.4,0.8,2.7,26.6,4.9,2019
3001,390550610250036,989,36.4,48.4,3.7,68.1,5.9,2019
3002,390550610250038,1120,37.1,46.4,5.5,58.9,5.5,2019
3022,390740050260001,97,95.9,0.0,0.0,38.1,3.8,2019
3025,390740250260001,534,95.9,1.7,1.5,23.2,1.1,2019
3030,390740570260001,67,98.5,0.0,1.5,55.2,1.5,2019
3033,390741000260001,222,94.1,0.5,0.5,38.7,4.2,2019
3035,400070400260001,128,99.2,0.0,0.0,31.3,4.5,2019
3037,400070420260001,74,95.9,1.4,1.4,39.2,1.7,2019
3039,400310010260003,201,96.0,0.0,1.5,49.3,1.9,2019
3041,400310030260001,372,96.5,0.3,0.0,64.2,2.9,2019
3043,400310100260001,130,98.5,0.0,0.0,39.2,1.5,2019
3045,400421000260001,992,96.6,0.3,1.7,36.7,3.1,2019
3050,400560010260002,467,91.0,1.1,1.5,43.7,3.5,2019
3054,400560020260004,95,98.9,0.0,0.0,57.9,3.9,2019
3057,400560050260001,126,100.0,0.0,0.0,45.2,1.5,2019
3059,400560060260001,375,95.7,0.0,1.9,31.2,3.3,2019
3062,400560070260003,376,96.3,0.0,0.5,53.7,4.5,2019
3065,400560080260001,220,94.1,1.8,1.4,42.7,3.7,2019
3067,400560090260001,471,94.5,1.9,0.8,36.3,2.3,2019
3072,400560340260001,402,92.5,2.5,0.7,54.5,7.3,2019
3076,410570010260001,536,90.9,2.4,3.5,51.1,4.6,2019
3080,410570020260001,1136,91.1,1.7,2.3,18.1,1.7,2019
3087,410570050260001,899,96.9,0.6,0.2,27.5,3.2,2019
3093,410570070260001,2359,80.9,7.8,3.7,16.2,3.4,2019
3106,410570080260001,754,91.9,1.5,2.1,37.3,3.3,2019
3111,410570090260001,1821,70.5,14.2,9.7,47.4,6.1,2019
3119,410570100260001,1896,62.1,13.1,20.9,54.2,5.3,2019
3130,410570110260001,1969,63.4,25.3,2.2,44.4,6.0,2019
3140,410570120260001,181,3.3,92.3,3.3,100.0,8.7,2019
3146,410570140160001,597,86.1,5.2,3.7,62.0,3.9,2019
3155,440630120260002,593,90.2,0.7,7.1,22.3,3.5,2019
3168,440630190240002,110,75.5,0.0,20.0,29.1,0.9,2019
3191,440630500260001,740,32.4,0.4,65.1,43.2,5.7,2019
3196,440631540160001,665,77.7,1.1,19.8,28.0,1.7,2019
3197,440631550160001,1477,71.1,2.2,21.4,28.1,2.0,2019
3198,440631550160002,1644,81.9,0.7,13.2,17.0,1.3,2019
3199,440631550160003,1480,77.5,2.0,15.3,23.0,1.3,2019
3200,440631550160004,1371,85.5,1.1,6.7,11.2,0.9,2019
3201,440631560160001,1443,69.6,0.9,25.9,33.5,3.0,2019
3202,440631560160002,700,81.4,1.0,16.3,29.3,4.5,2019
3203,440631570160001,636,88.2,0.8,7.7,11.5,3.0,2019
3204,440631580220002,3082,74.5,2.1,11.8,10.9,1.1,2019
3215,440632000260008,1008,55.1,2.7,38.1,39.3,1.8,2019
3216,440632000260009,949,62.6,2.0,31.8,33.3,2.5,2019
3226,450670030260001,115,95.7,1.7,0.9,16.5,2.4,2019
3229,450670040260001,629,93.5,0.5,2.9,9.9,1.2,2019
3233,450670050260001,802,95.5,0.2,1.2,16.8,2.5,2019
3238,450790010220001,53,92.5,7.5,0.0,62.3,0.0,2019
3241,450791320260001,391,95.7,0.3,2.3,34.5,1.7,2019
3244,450791380260001,148,97.3,0.0,0.7,27.7,1.3,2019
3246,450791390260001,332,88.9,3.0,4.2,38.6,4.3,2019
3248,450791400260001,332,79.5,13.3,0.9,49.4,6.6,2019
3251,470521700220001,754,84.4,2.5,4.1,36.2,3.5,2019
3259,470522720260001,207,94.2,0.0,5.3,40.1,3.1,2019
3262,470522750260001,229,90.0,0.9,6.6,44.5,1.9,2019
3266,470712120170001,856,60.7,2.3,34.3,24.5,2.4,2019
3267,470712200260001,398,85.2,2.3,9.3,39.4,2.7,2019
3270,470712210260004,430,89.5,0.2,3.5,32.1,1.2,2019
3273,470712220260004,171,93.0,1.2,1.2,43.3,1.1,2019
3276,470712230260003,567,85.5,0.5,10.4,20.6,2.3,2019
3280,470712260260001,465,86.9,0.9,6.2,26.7,2.1,2019
3289,470980010260001,204,93.6,0.5,3.9,28.4,1.8,2019
3292,470980020260001,277,92.8,0.0,3.2,32.5,3.4,2019
3296,470980030260001,212,91.0,0.0,7.1,47.6,6.3,2019
3300,470980050260014,1012,54.3,3.5,36.0,55.6,6.6,2019
3306,470980060260001,269,93.7,0.4,3.0,33.1,5.7,2019
3316,470983010170001,654,70.2,1.7,23.9,50.6,2.7,2019
3325,480721500250023,824,8.5,67.0,17.8,82.3,14.5,2019
3326,480721500250024,1229,12.2,64.6,14.2,73.0,12.1,2019
3327,480721500250025,1268,44.3,30.7,8.3,39.7,3.8,2019
3328,48072150025027C,573,8.2,68.4,12.6,67.4,6.9,2019
3350,480722650260001,419,93.8,0.0,3.8,39.1,4.0,2019
3353,480723090260003,232,95.3,0.4,0.9,15.1,2.1,2019
3355,480723100160001,943,77.5,10.6,3.9,41.1,5.3,2019
3357,480723210260007,598,90.1,0.7,3.7,30.6,2.9,2019
