year,mergecode,totalenroll,white,black,hispanic,lowincome,mathpass,totaltest,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
,150162990250860,590,0.2,95.3,3.2,84.9,8.2,125,170993006170,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250860,648,0.0,95.8,2.8,84.4,7.0,130,170993006170,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250860,654,0.2,96.5,2.6,82.1,6.6,136,170993006170,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250860,557,0.0,95.5,2.9,72.4,3.0,135,170993006170,0.4,0.6,0.0,0.8,0,15016299025il,il,1
,150162990250861,861,0.8,55.6,42.4,87.0,9.1,179,170993006223,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250861,903,0.0,51.1,46.5,88.7,13.6,212,170993006223,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250861,917,0.8,45.5,52.5,85.8,10.5,220,170993006223,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250861,936,0.0,37.6,60.9,83.9,5.2,212,170993006223,0.3,0.7,0.0,0.85,0,15016299025il,il,1
,150162990250862,245,0.0,95.9,3.7,97.1,0.0,64,170993006219,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250862,281,0.0,96.1,0.0,98.6,0.0,85,170993006219,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250862,294,0.0,97.3,2.0,85.0,0.0,57,170993006219,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990250862,295,0.0,98.3,0.0,96.9,0.0,65,170993006219,0.1,0.9,0.0,0.95,0,15016299025il,il,1
,15016299025086C,629,0.5,1.4,97.9,95.9,8.8,121,170993006483,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025086C,551,0.0,0.0,98.7,96.0,5.2,152,170993006483,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025086C,541,0.2,1.5,98.3,89.6,3.8,142,170993006483,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025086C,514,0.0,0.0,98.2,93.2,2.7,110,170993006483,0.3,0.7,0.0,0.85,1,15016299025il,il,1
,15016299025107C,612,0.7,98.0,0.8,84.5,8.5,289,170993006493,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025107C,641,0.0,97.8,0.0,83.8,5.4,93,170993006493,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025107C,620,0.0,97.6,1.1,78.5,2.2,91,170993006493,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025107C,651,0.0,97.2,0.0,76.3,4.4,90,170993006493,0.0,1.0,0.0,1.0,1,15016299025il,il,1
,15016299025217C,599,2.8,29.5,54.1,92.5,46.0,345,170993005092,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025217C,596,3.5,31.2,53.7,93.0,45.2,82,170993005092,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025217C,604,5.0,30.8,51.8,91.1,56.0,76,170993005092,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025217C,611,7.2,34.4,45.3,90.0,42.0,81,170993005092,0.2,0.8,0.0,0.9,1,15016299025il,il,1
,15016299025232C,1103,1.3,45.6,52.1,95.4,5.5,489,170993006243,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025232C,1071,1.2,45.3,52.8,95.8,4.0,124,170993006243,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025232C,1095,1.6,44.0,53.6,92.8,5.6,110,170993006243,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025232C,1098,1.2,41.8,56.6,95.5,1.5,135,170993006243,0.0,1.0,0.0,1.0,1,15016299025il,il,1
,15016299025247C,1351,0.1,99.2,0.6,92.4,2.5,959,170993006438,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025247C,1334,0.0,98.8,0.7,89.7,0.9,106,170993006438,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025247C,1283,0.0,99.4,0.6,88.1,2.6,115,170993006438,0.0,0.0,1.0,0.0,1,15016299025il,il,0
,15016299025247C,1301,0.0,99.5,0.0,81.7,0.0,83,170993006438,0.0,1.0,0.0,1.0,1,15016299025il,il,1
,150162990252912,838,0.6,6.9,91.8,96.7,16.7,390,170993002618,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990252912,867,0.0,4.5,94.5,96.3,13.5,170,170993002618,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990252912,846,0.9,2.0,96.5,97.5,11.7,145,170993002618,0.0,0.0,1.0,0.0,0,15016299025il,il,0
,150162990252912,824,2.2,1.6,95.6,96.7,12.1,124,170993002618,0.4,0.6,0.0,0.8,0,15016299025il,il,1
,15016900025201C,725,6.5,4.6,82.6,84.3,19.4,420,170141006254,0.0,0.0,1.0,0.0,1,15016900025il,il,0
,15016900025201C,790,5.9,4.3,83.9,64.6,26.1,65,170141006254,0.0,0.0,1.0,0.0,1,15016900025il,il,0
,15016900025201C,788,7.0,3.8,84.8,75.5,29.8,57,170141006254,0.0,0.0,1.0,0.0,1,15016900025il,il,0
,15016900025201C,856,5.6,5.1,83.1,99.4,13.2,53,170141006254,0.1,0.9,0.0,0.95,1,15016900025il,il,1
,15016902025201C,277,0.4,97.1,2.2,23.5,2.5,150,170142606424,0.0,0.0,1.0,0.0,1,15016902025il,il,0
,15016902025201C,245,0.0,95.9,0.0,87.8,2.0,46,170142606424,0.0,0.0,1.0,0.0,1,15016902025il,il,0
,15016902025201C,272,0.7,89.3,9.9,85.7,1.5,70,170142606424,0.0,0.0,1.0,0.0,1,15016902025il,il,0
,15016902025201C,171,0.0,87.7,9.9,96.5,0.0,12,170142606424,0.0,1.0,0.0,1.0,1,15016902025il,il,1
,160194240260001,600,82.7,1.3,15.0,34.5,33.1,143,171641001960,0.0,0.0,1.0,0.0,0,16019424026il,il,0
,160194240260001,588,81.0,0.0,16.5,32.0,25.0,140,171641001960,0.0,0.0,1.0,0.0,0,16019424026il,il,0
,160194240260001,562,80.8,1.4,16.7,31.0,32.2,144,171641001960,0.0,0.0,1.0,0.0,0,16019424026il,il,0
,160194240260001,513,77.4,1.9,19.1,30.6,19.1,110,171641001960,0.55,0.18,0.27,0.45,0,16019424026il,il,1
,160194250260001,206,99.0,1.0,0.0,25.2,45.0,62,173597003733,0.0,0.0,1.0,0.0,0,16019425026il,il,0
,160194250260001,211,97.6,0.0,0.0,29.4,38.0,50,173597003733,0.0,0.0,1.0,0.0,0,16019425026il,il,0
,160194250260001,198,97.0,1.0,2.0,21.2,24.4,52,173597003733,0.0,0.0,1.0,0.0,0,16019425026il,il,0
,160194250260001,262,81.3,0.0,10.3,22.5,30.0,61,173597003733,0.3,0.0,0.7,0.15,0,16019425026il,il,1
,160194260260003,170,78.2,1.8,17.1,41.8,16.2,37,172130002403,0.0,0.0,1.0,0.0,0,16019426026il,il,0
,160194260260003,167,77.8,0.0,16.2,38.9,15.6,45,172130002403,0.0,0.0,1.0,0.0,0,16019426026il,il,0
,160194260260003,263,82.1,0.4,13.3,43.3,35.3,34,172130002403,0.0,0.0,1.0,0.0,0,16019426026il,il,0
,160194260260003,225,84.4,0.0,13.3,43.1,15.6,32,172130002403,0.3,0.1,0.6,0.25,0,16019426026il,il,1
,160194270260001,1254,85.2,3.3,4.5,17.9,43.2,274,173846003922,0.0,0.0,1.0,0.0,0,16019427026il,il,0
,160194270260001,1221,84.6,3.2,8.1,20.1,43.8,297,173846003922,0.0,0.0,1.0,0.0,0,16019427026il,il,0
,160194270260001,1214,83.4,3.1,9.7,18.2,46.2,320,173846003922,0.0,0.0,1.0,0.0,0,16019427026il,il,0
,160194270260001,1183,81.9,3.3,10.0,21.6,28.1,278,173846003922,0.45,0.55,0.0,0.77,0,16019427026il,il,1
,160194280260011,1789,54.9,15.0,24.4,50.9,30.6,417,171200001449,0.0,0.0,1.0,0.0,0,16019428026il,il,0
,160194280260011,1840,52.8,15.3,26.3,49.0,22.3,429,171200001449,0.0,0.0,1.0,0.0,0,16019428026il,il,0
,160194280260011,1774,49.8,15.8,29.1,51.2,27.2,452,171200001449,0.0,0.0,1.0,0.0,0,16019428026il,il,0
,160194280260011,1840,44.5,19.5,29.5,57.2,18.6,353,171200001449,0.7,0.3,0.0,0.65,0,16019428026il,il,1
,160194290260003,217,88.9,0.0,7.4,23.0,31.0,43,171926002213,0.0,0.0,1.0,0.0,0,16019429026il,il,0
,160194290260003,202,88.1,0.0,8.4,0.0,41.7,60,171926002213,0.0,0.0,1.0,0.0,0,16019429026il,il,0
,160194290260003,211,88.6,0.0,8.5,5.7,40.9,44,171926002213,0.0,0.0,1.0,0.0,0,16019429026il,il,0
,160194290260003,204,84.8,0.0,12.3,16.7,30.7,52,171926002213,0.9,0.0,0.1,0.45,0,16019429026il,il,1
,160194300260001,705,84.3,0.1,14.3,32.6,31.4,174,173537003693,0.0,0.0,1.0,0.0,0,16019430026il,il,0
,160194300260001,689,82.7,0.0,14.8,34.3,28.8,180,173537003693,0.0,0.0,1.0,0.0,0,16019430026il,il,0
,160194300260001,643,80.6,0.2,16.3,34.4,32.0,153,173537003693,0.0,0.0,1.0,0.0,0,16019430026il,il,0
,160194300260001,579,78.6,0.0,15.7,31.6,25.2,129,173537003693,0.6,0.1,0.3,0.4,0,16019430026il,il,1
,160194320260003,277,89.5,0.4,6.5,18.1,33.8,65,173657003764,0.0,0.0,1.0,0.0,0,16019432026il,il,0
,160194320260003,270,91.5,0.0,6.3,21.5,30.0,60,173657003764,0.0,0.0,1.0,0.0,0,16019432026il,il,0
,160194320260003,278,92.4,0.0,5.8,25.9,30.7,75,173657003764,0.0,0.0,1.0,0.0,0,16019432026il,il,0
,160194320260003,260,90.8,0.0,7.3,24.2,23.8,63,173657003764,0.5,0.3,0.2,0.55,0,16019432026il,il,1
,170200150260001,610,92.3,0.7,4.1,40.8,19.1,148,171044001260,0.0,0.0,1.0,0.0,0,17020015026il,il,0
,170200150260001,581,90.4,0.0,5.3,39.6,17.1,129,171044001260,0.0,0.0,1.0,0.0,0,17020015026il,il,0
,170200150260001,565,91.2,0.2,5.3,43.0,15.2,132,171044001260,0.0,0.0,1.0,0.0,0,17020015026il,il,0
,170200150260001,475,88.4,0.0,7.4,44.6,13.2,107,171044001260,0.3,0.0,0.7,0.15,0,17020015026il,il,1
,170200180260001,227,96.9,0.4,1.3,42.7,31.5,55,170000305119,0.0,0.0,1.0,0.0,0,17020018026il,il,0
,170200180260001,228,93.4,0.0,0.0,47.8,35.2,54,170000305119,0.0,0.0,1.0,0.0,0,17020018026il,il,0
,170200180260001,232,93.1,0.4,2.2,40.5,28.6,50,170000305119,0.0,0.0,1.0,0.0,0,17020018026il,il,0
,170200180260001,201,94.5,0.0,0.0,38.3,31.9,47,170000305119,0.8,0.0,0.2,0.4,0,17020018026il,il,1
,170530050260001,158,97.5,0.0,1.9,5.7,29.0,32,173807003900,0.0,0.0,1.0,0.0,0,17053005026il,il,0
,170530050260001,152,98.0,0.0,0.0,12.5,29.7,37,173807003900,0.0,0.0,1.0,0.0,0,17053005026il,il,0
,170530050260001,160,95.6,1.9,2.5,35.6,25.7,39,173807003900,0.0,0.0,1.0,0.0,0,17053005026il,il,0
,170530050260001,137,96.4,0.0,0.0,39.4,29.7,37,173807003900,0.3,0.7,0.0,0.85,0,17053005026il,il,1
,17053006J260001,116,91.4,0.9,4.3,53.4,20.6,34,173948003994,0.0,0.0,1.0,0.0,0,17053006J26il,il,0
,17053006J260001,104,91.3,0.0,0.0,53.8,17.4,23,173948003994,0.0,0.0,1.0,0.0,0,17053006J26il,il,0
,17053006J260001,97,90.7,1.0,5.2,55.7,19.2,26,173948003994,0.0,0.0,1.0,0.0,0,17053006J26il,il,0
,17053006J260001,113,86.7,0.0,8.8,60.2,17.2,29,173948003994,0.44,0.11,0.44,0.33,0,17053006J26il,il,1
,170530080260001,569,90.7,1.1,3.9,35.1,38.9,135,170000505126,0.0,0.0,1.0,0.0,0,17053008026il,il,0
,170530080260001,564,91.1,0.0,2.7,35.1,36.3,113,170000505126,0.0,0.0,1.0,0.0,0,17053008026il,il,0
,170530080260001,530,90.9,0.8,2.5,29.6,28.8,135,170000505126,0.0,0.0,1.0,0.0,0,17053008026il,il,0
,170530080260001,548,90.0,2.0,3.6,31.2,20.7,117,170000505126,0.3,0.0,0.7,0.15,0,17053008026il,il,1
,170530740270001,147,93.2,0.7,3.4,40.1,16.2,39,170139005987,0.0,0.0,1.0,0.0,0,17053074027il,il,0
,170530740270001,151,92.7,0.0,0.0,41.7,25.6,43,170139005987,0.0,0.0,1.0,0.0,0,17053074027il,il,0
,170530740270001,147,89.8,2.0,4.1,42.2,6.2,32,170139005987,0.0,0.0,1.0,0.0,0,17053074027il,il,0
,170530740270001,132,88.6,0.0,0.0,40.9,11.9,42,170139005987,0.0,0.0,1.0,0.0,0,17053074027il,il,1
,170530900170001,676,84.8,3.1,8.6,38.9,30.9,141,173222003369,0.0,0.0,1.0,0.0,0,17053090017il,il,0
,170530900170001,647,83.0,3.7,9.9,41.1,29.6,169,173222003369,0.0,0.0,1.0,0.0,0,17053090017il,il,0
,170530900170001,651,83.6,3.4,8.1,37.2,25.7,144,173222003369,0.0,0.0,1.0,0.0,0,17053090017il,il,0
,170530900170001,677,82.3,3.1,9.2,40.6,25.1,160,173222003369,1.0,0.0,0.0,0.5,0,17053090017il,il,1
,170532300170001,258,92.6,0.4,5.8,34.5,48.5,69,171287001538,0.0,0.0,1.0,0.0,0,17053230017il,il,0
,170532300170001,249,91.2,0.0,7.2,34.5,43.4,60,171287001538,0.0,0.0,1.0,0.0,0,17053230017il,il,0
,170532300170001,221,91.4,0.9,6.3,30.8,40.0,55,171287001538,0.0,0.0,1.0,0.0,0,17053230017il,il,0
,170532300170001,228,88.6,0.0,7.5,39.9,20.9,48,171287001538,0.6,0.0,0.4,0.3,0,17053230017il,il,1
,170540210260001,108,97.2,0.0,2.8,43.5,26.7,64,171839002123,0.0,0.0,1.0,0.0,0,17054021026il,il,0
,170540210260001,123,97.6,0.0,0.0,39.8,17.6,17,171839002123,0.0,0.0,1.0,0.0,0,17054021026il,il,0
,170540210260001,122,96.7,0.0,3.3,46.7,22.7,22,171839002123,0.0,0.0,1.0,0.0,0,17054021026il,il,0
,170540210260001,101,96.0,0.0,0.0,44.6,12.5,16,171839002123,0.0,0.09,0.91,0.09,0,17054021026il,il,1
,170540230260001,167,96.4,1.2,1.2,35.9,27.9,44,172729002892,0.0,0.0,1.0,0.0,0,17054023026il,il,0
,170540230260001,158,94.9,0.0,0.0,37.3,21.2,33,172729002892,0.0,0.0,1.0,0.0,0,17054023026il,il,0
,170540230260001,157,96.8,0.6,1.9,40.1,24.0,50,172729002892,0.0,0.0,1.0,0.0,0,17054023026il,il,0
,170540230260001,154,94.2,0.0,0.0,33.1,26.3,38,172729002892,0.1,0.0,0.9,0.05,0,17054023026il,il,1
,170544040160001,843,88.5,3.1,2.8,43.5,31.7,211,172305002542,0.0,0.0,1.0,0.0,0,17054404016il,il,0
,170544040160001,820,88.9,2.9,2.6,44.5,25.4,185,172305002542,0.0,0.0,1.0,0.0,0,17054404016il,il,0
,170544040160001,811,90.1,3.1,2.0,42.8,33.1,185,172305002542,0.0,0.0,1.0,0.0,0,17054404016il,il,0
,170544040160001,801,90.6,2.7,3.0,41.2,21.1,210,172305002542,0.5,0.0,0.5,0.25,0,17054404016il,il,1
,170640020260003,229,97.4,0.0,1.3,24.5,44.4,63,172262002514,0.0,0.0,1.0,0.0,0,17064002026il,il,0
,170640020260003,243,96.7,0.0,0.0,23.9,37.8,53,172262002514,0.0,0.0,1.0,0.0,0,17064002026il,il,0
,170640020260003,233,96.1,0.9,1.7,21.5,26.9,53,172262002514,0.0,0.0,1.0,0.0,0,17064002026il,il,0
,170640020260003,232,96.1,0.0,0.0,19.0,24.5,49,172262002514,0.0,0.0,1.0,0.0,0,17064002026il,il,1
,170640030260002,342,95.3,0.9,0.9,8.5,52.0,77,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
,170640030260002,346,93.1,0.0,0.0,9.8,63.3,90,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
,170640030260002,354,91.2,1.1,2.5,10.2,52.7,76,171392001736,0.0,0.0,1.0,0.0,0,17064003026il,il,0
,170640030260002,340,92.1,0.0,3.2,8.2,42.9,70,171392001736,0.6,0.0,0.4,0.3,0,17064003026il,il,1
,170640040260001,396,95.2,1.3,2.0,27.8,48.1,174,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
,170640040260001,380,92.1,0.0,4.5,25.0,21.9,64,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
,170640040260001,398,92.0,1.0,3.8,25.9,26.7,76,171887002174,0.0,0.0,1.0,0.0,0,17064004026il,il,0
,170640040260001,396,89.9,0.0,4.5,26.0,22.0,59,171887002174,0.3,0.0,0.7,0.15,0,17064004026il,il,1
,170640050260001,2121,65.4,12.0,7.5,25.1,51.6,475,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260001,2091,64.9,10.7,8.6,25.3,46.9,501,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260001,2114,65.7,11.0,8.6,25.0,48.6,521,172862003002,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260001,2094,62.9,11.9,9.5,27.6,41.1,488,172862003002,0.7,0.3,0.0,0.65,0,17064005026il,il,1
,170640050260002,1618,73.7,12.2,6.9,30.3,38.0,388,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260002,1673,70.2,13.7,8.1,33.1,38.5,393,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260002,1614,72.1,11.8,8.4,32.0,32.4,371,172862001386,0.0,0.0,1.0,0.0,0,17064005026il,il,0
,170640050260002,1643,70.9,12.5,7.9,30.8,27.4,362,172862001386,0.7,0.3,0.0,0.65,0,17064005026il,il,1
,170640070260002,137,93.4,0.7,0.0,19.7,55.8,43,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
,170640070260002,136,92.6,0.0,0.0,23.5,50.0,28,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
,170640070260002,129,95.3,2.3,0.0,30.2,34.4,29,172271002519,0.0,0.0,1.0,0.0,0,17064007026il,il,0
,170640070260002,145,92.4,0.0,0.0,31.0,31.2,32,172271002519,0.3,0.0,0.7,0.15,0,17064007026il,il,1
,170640160260009,530,93.0,0.8,2.8,31.9,40.8,132,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
,170640160260009,541,92.6,0.0,3.0,32.5,43.5,115,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
,170640160260009,517,92.8,0.8,2.9,35.4,39.1,136,172989003096,0.0,0.0,1.0,0.0,0,17064016026il,il,0
,170640160260009,507,91.7,0.0,3.0,34.1,35.5,104,172989003096,0.8,0.0,0.2,0.4,0,17064016026il,il,1
,170640190260001,149,91.9,0.7,5.4,35.6,34.3,36,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
,170640190260001,167,92.2,0.0,6.0,38.3,30.8,39,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
,170640190260001,181,88.4,1.1,8.3,42.5,25.6,35,170010905366,0.0,0.0,1.0,0.0,0,17064019026il,il,0
,170640190260001,174,87.9,0.0,8.0,35.6,21.4,42,170010905366,0.1,0.1,0.8,0.15,0,17064019026il,il,1
,170640870250001,1371,53.7,23.6,12.6,52.8,39.2,261,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
,170640870250001,1390,51.9,23.7,12.6,51.1,30.8,306,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
,170640870250001,1491,50.3,23.9,13.9,55.2,25.6,339,170648000318,0.0,0.0,1.0,0.0,0,17064087025il,il,0
,170640870250001,1472,50.1,22.4,15.1,44.5,27.3,211,170648000318,0.5,0.5,0.0,0.75,0,17064087025il,il,1
,190220860170001,2765,71.4,2.1,6.0,7.8,76.0,707,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170001,2786,69.2,2.2,7.0,6.1,75.0,704,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170001,2728,69.2,1.9,7.0,6.0,79.3,659,171932002222,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170001,2566,66.7,2.6,8.1,5.8,71.5,647,171932002222,0.7,0.2,0.1,0.55,0,19022086017il,il,1
,190220860170002,1507,55.9,20.2,11.5,30.8,53.7,393,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170002,1483,55.6,19.7,13.2,28.1,43.3,344,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170002,1420,56.0,18.6,13.9,26.8,46.8,326,171932002223,0.0,0.0,1.0,0.0,0,19022086017il,il,0
,190220860170002,1331,56.6,16.2,15.0,24.0,43.0,300,171932002223,0.7,0.2,0.1,0.55,0,19022086017il,il,1
,190220870170001,2244,44.3,10.0,30.6,44.1,40.8,550,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170001,2263,43.4,9.7,31.3,41.8,34.7,532,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170001,2244,43.9,9.1,31.3,41.7,33.1,534,171683001988,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170001,2288,41.8,8.5,33.3,41.6,30.6,538,171683001988,0.5,0.5,0.0,0.75,0,19022087017il,il,1
,190220870170002,2229,40.6,8.7,24.5,36.5,39.3,529,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170002,2203,38.9,7.6,26.2,33.9,42.4,512,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170002,2236,38.0,7.8,26.7,33.4,38.5,544,171683001989,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170002,2184,35.9,6.7,31.0,36.4,30.7,556,171683001989,0.5,0.5,0.0,0.75,0,19022087017il,il,1
,190220870170003,2322,59.9,4.8,18.0,25.8,58.6,590,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170003,2373,60.4,4.5,17.1,24.4,53.5,581,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170003,2344,60.7,4.3,17.2,22.9,54.3,551,171683001991,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170003,2347,58.6,3.5,19.3,24.0,52.3,548,171683001991,0.5,0.5,0.0,0.75,0,19022087017il,il,1
,190220870170004,1171,62.1,10.0,12.6,26.8,53.4,269,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170004,1158,63.4,9.2,11.9,23.9,47.8,272,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170004,1164,61.3,9.7,14.0,25.6,49.4,280,171683001990,0.0,0.0,1.0,0.0,0,19022087017il,il,0
,190220870170004,1099,61.3,7.5,13.4,25.6,45.1,244,171683001990,0.5,0.5,0.0,0.75,0,19022087017il,il,1
,190220880160001,2005,30.4,2.2,61.7,52.6,29.4,457,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160001,1958,27.8,1.8,63.8,55.3,26.5,441,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160001,1999,26.3,2.3,63.6,53.8,20.8,438,171394001737,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160001,1898,25.4,2.3,64.7,55.3,24.4,317,171394001737,0.3,0.7,0.0,0.85,0,19022088016il,il,1
,190220880160002,1887,49.8,9.2,28.8,46.2,40.0,457,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160002,1914,49.4,9.6,28.3,43.7,37.2,476,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160002,1929,48.3,9.1,30.5,44.2,39.8,422,171394001738,0.0,0.0,1.0,0.0,0,19022088016il,il,0
,190220880160002,1866,46.2,8.9,30.9,43.8,34.8,351,171394001738,0.4,0.6,0.0,0.8,0,19022088016il,il,1
,190220940160001,2035,30.0,1.6,59.6,47.5,37.0,475,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
,190220940160001,2051,27.5,2.0,62.3,30.1,27.4,492,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
,190220940160001,2005,25.6,1.9,65.0,36.0,27.9,457,174044004071,0.0,0.0,1.0,0.0,0,19022094016il,il,0
,190220940160001,1990,22.8,2.3,67.5,39.6,20.4,435,174044004071,0.6,0.1,0.3,0.4,0,19022094016il,il,1
,190220990160001,2207,72.5,6.3,11.6,16.9,64.4,576,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160001,2186,73.3,5.0,12.0,15.1,67.0,506,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160001,2147,73.8,4.5,12.2,14.3,61.9,505,171257001518,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160001,2186,73.4,3.8,12.5,16.3,54.2,529,171257001518,0.7,0.3,0.0,0.65,0,19022099016il,il,1
,190220990160002,2653,59.3,11.3,18.6,28.4,53.3,604,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160002,2696,58.2,12.1,18.9,27.9,48.9,609,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160002,2765,57.1,11.7,20.5,27.9,48.3,652,171257001519,0.0,0.0,1.0,0.0,0,19022099016il,il,0
,190220990160002,2742,58.5,11.1,20.4,31.2,41.8,654,171257001519,0.7,0.3,0.0,0.65,0,19022099016il,il,1
,190221000160001,1485,30.8,2.8,58.8,54.1,27.4,372,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
,190221000160001,1473,28.9,2.8,61.8,51.2,29.0,363,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
,190221000160001,1432,28.2,2.2,63.8,52.7,30.1,350,171503001832,0.0,0.0,1.0,0.0,0,19022100016il,il,0
,190221000160001,1388,27.6,3.0,64.3,44.0,19.9,328,171503001832,0.3,0.7,0.0,0.85,0,19022100016il,il,1
,190221080160001,2599,63.6,5.8,18.2,18.5,53.1,664,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
,190221080160001,2586,63.1,6.1,19.1,17.4,48.9,638,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
,190221080160001,2524,63.6,5.5,19.5,15.3,53.0,572,172184002454,0.0,0.0,1.0,0.0,0,19022108016il,il,0
,190221080160001,2587,61.7,5.6,21.1,18.1,37.9,597,172184002454,0.5,0.4,0.1,0.65,0,19022108016il,il,1
,190222000260020,2009,65.1,5.7,18.5,24.2,53.3,490,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
,190222000260020,1982,64.4,5.1,19.7,22.6,50.4,470,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
,190222000260020,1934,64.7,4.7,20.4,23.6,49.9,471,174218004222,0.0,0.0,1.0,0.0,0,19022200026il,il,0
,190222000260020,1842,64.6,4.6,20.4,25.4,42.5,435,174218004222,0.8,0.2,0.0,0.6,0,19022200026il,il,1
,190222000260021,2100,67.7,7.4,14.1,25.5,60.3,531,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
,190222000260021,2096,67.0,7.4,13.9,24.0,54.0,511,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
,190222000260021,2055,66.4,7.3,14.1,23.6,55.1,501,174218004223,0.0,0.0,1.0,0.0,0,19022200026il,il,0
