schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout
340490700022002,539,79,1.3,6.5,4.8,     
340490700022004,406,85.7,0.7,4.9,2.7,     
340490700022006,293,79.2,0.3,7.8,9.6,     
340490700022007,248,75.8,0.4,6.9,8.9,     
340490720022001,134,77.6,0,9,5.2,     
340490730041001,725,52.4,1.5,22.5,23.9,     
340490730042001,630,48.9,1,29.7,30.5,     
340490730042002,522,43.9,1.1,34.9,42.3,     
340490730042004,756,44.6,1.9,13.2,18.1,     
340490730042006,470,51.9,4.9,8.1,20.4,     
340490730042007,513,50.9,1.9,21.2,23.8,     
340490730042008,429,29.1,1.6,62.2,51.5,     
340490750021004,506,41.5,2.6,46.8,27.3,     
340490750022003,525,42.7,1.7,49.1,40,     
340490750022005,505,39.8,2.4,51.1,30.1,     
340490760021003,407,27.5,1.5,61.4,58.5,     
340490760022003,312,23.1,1.9,66.3,66.3,     
340490760022004,292,23.3,0.7,70.5,61,     
340490790021001,711,71.7,2.1,12,7.7,     
340490790022001,745,68.1,1.5,16.5,8.3,     
340490790022002,714,69.3,2.1,11.6,8.1,     
340490950260001,1921,83.7,0.9,6.7,12.5,0.2
340490950261002,715,79.7,1,9.2,13.8,     
340490950261003,640,77.8,0.8,8.9,10.9,     
340490950262003,407,78.4,1,11.8,22.4,     
340490950262005,543,68.3,1.7,12,19.9,     
340490950262006,372,79.8,1.3,10.8,22.6,     
340490950262007,510,81.6,0.4,4.9,7.8,     
340490950262008,531,80,1.5,3.2,10.2,     
340490960041002,588,57.8,0.9,3.1,4.9,     
340490960041003,640,60.3,1.7,10,10.5,     
340490960042002,322,54.7,1.9,6.8,12.4,     
340490960042003,465,55.9,1.3,9.2,4.9,     
340490960042004,423,46.8,0.2,4.3,5.4,     
340490960042005,392,42.3,2.8,22.7,27,     
340490960042006,417,51.8,1.4,5,8.9,     
340491020041002,522,54.2,1.5,6.1,10.5,     
340491020042002,580,48.8,1.7,4.3,6.7,     
340491020042003,675,38.5,0.4,8,9.2,     
340491020042005,476,52.9,1.1,4.6,11.1,     
340491030021001,821,54.3,0.7,2.3,1.2,     
340491030022002,532,52.1,0.2,3,2.1,     
340491030022003,387,53.7,0.8,2.6,1,     
340491060022001,175,75.4,4.6,1.7,12,     
340491090021005,529,87.3,0.8,4.9,0.4,     
340491090021006,553,89.2,0.4,2.5,0.4,     
340491090022003,464,83.2,0.4,6,0.2,     
340491090022006,458,87.8,0.7,4.4,1.3,     
340491090022007,498,85.7,0,4.4,0.4,     
340491090022008,450,82.4,0,4.2,0,     
340491120021001,478,42.3,4,48.3,44.6,     
340491120021002,532,85.5,2.3,8.8,7.7,     
340491120022001,343,78.1,2.3,15.5,17.5,     
340491120022002,267,89.9,0.4,4.5,0.7,     
340491120022003,319,66.8,2.8,22.9,24.1,     
340491120022004,251,84.9,0.8,7.6,4.4,     
340491120022005,302,66.2,0.3,25.5,18.5,     
340491120022006,334,58.7,2.7,31.4,26,     
340491120022007,534,25.7,0.7,69.7,66.1,     
340491120022008,280,80.4,2.5,9.3,13.9,     
340491120022009,217,86.2,0.9,6.5,4.1,     
340491130170001,1634,88.6,0.6,4.4,4.1,0
340491130170002,2040,70.4,2.4,22.3,14.4,0.3
340491140021001,295,68.5,3.1,21.7,56.3,     
340491140022003,483,71.2,2.9,20.3,58,     
340491150160001,1673,88.7,1.1,4.4,2.9,0
340491160260006,2121,14.6,7.2,73.8,61,1.8
340491160261003,919,13.7,6,76.5,60.1,     
340491160261004,733,12.1,7.8,76,69.8,     
340491160262001,656,11.7,5,79.4,71.6,     
340491160262002,518,20.3,12,61.6,62.4,     
340491160262004,515,9.3,3.3,84.5,72.6,     
340491160262005,538,10.4,9.7,74.5,73,     
340491160262006,439,15.9,6.4,71.5,67.9,     
340491160262007,472,14.4,6.1,76.1,69.1,     
340491170160001,1308,80,2.4,11.5,21.3,0.9
340491170160002,1347,79.7,2.4,10.8,14.5,0.3
340491180260005,1351,64.1,1.6,28,25.1,0.7
340491180261003,608,54.8,1.5,35.4,33.1,     
340491180261004,476,70.4,1.5,22.3,22.1,     
340491180262001,640,43.9,1.6,52,44.4,     
340491180262005,931,70.1,1.8,18.2,15.9,     
340491180262007,650,66.6,2,24.9,24.5,     
340491200130001,2001,43.8,1.6,44.1,32,0.3
340491210170001,4157,45.6,10,29.4,15.6,0.2
340491240160001,1834,62.5,4.4,24.4,34.1,1.7
340491250130001,4027,60.3,1.9,7.3,5.4,0.2
340491260170001,2263,24,27.9,40.8,60.7,2.4
340491260170002,327,30.6,24.8,39.4,50.2,0.3
340491270160001,1415,62.8,4.3,19.5,11.3,0.6
340491270160002,1481,65.3,3,23.2,11.4,0.5
340491280160002,1935,81.7,0.9,7.2,4.7,0.2
340491280160004,1335,60.5,2.8,14.4,12.5,0.3
340491870260001,767,1.7,35.9,60,97.8,15.3
340491870261003,609,2.3,33.8,61.7,97.9,     
340491870262002,326,10.4,42.3,41.4,92,     
340491870262008,402,4.7,34.3,57.7,97.8,     
340491870262009,290,0.7,31.7,65.5,96.9,     
340491870262013,270,0.7,32.6,63.7,95.2,     
34049187026202C,490,15.3,33.7,40.2,60.4,     
34049187026203C,94,20.2,31.9,37.2,56.4,     
340492200260004,3004,67.8,1.1,16.1,19.1,0.3
340492200261003,970,69.3,1.6,16.6,19.5,     
340492200261004,1098,56.9,1,18.4,19.5,     
340492200262001,417,70.7,1.9,6,9.4,     
340492200262002,296,79.4,2.4,5.1,8.4,     
340492200262003,362,7.5,3.3,86.2,89.5,     
340492200262004,526,59.9,1.3,12,13.9,     
340492200262005,450,78.9,2.9,5.3,8.4,     
340492200262006,443,77.9,0.7,15.1,15.6,     
340492200262007,449,73.5,1.6,14.3,14.9,     
340492200262009,394,32.7,0.3,4.3,4.1,     
340492200262010,313,40.6,0.6,39,37.4,     
34049900025201C,424,68.6,2.6,6.1,4,     
34049901025201C,328,4.3,20.1,72.3,35.7,     
350500010260001,78,82.1,1.3,16.7,50,1.3
350500010262001,179,88.3,0.6,10.6,41.9,     
350500020260001,215,87.9,2.8,7.4,32.6,1.4
350500020262002,139,84.9,5,6.5,36,     
350500020262003,139,83.5,0,10.8,33.1,     
350500020262004,158,85.4,0.6,8.2,41.1,     
350500090260001,133,88.7,0,8.3,44.4,0.8
350500090262001,294,79.9,0.3,17.7,59.9,     
350500400170001,942,73.4,4.6,16.9,55.3,4.5
350500440021005,708,68.6,4.9,19.4,72,     
350500440022001,280,60.7,6.1,27.5,76.4,     
350500440022003,347,60.5,5.5,25.9,80.4,     
350500440022007,277,72.2,4.7,13.4,74.7,     
350500650042001,95,89.5,1.1,7.4,32.6,     
350500790042001,200,91.5,0,7.5,37,     
350500820042001,97,93.8,0,4.1,20.6,     
350500950042001,220,97.3,0,2.3,36.8,     
350501200170001,1218,79.4,2.7,13.8,39.4,2.2
350501220021006,289,57.8,5.2,32.5,78.2,     
350501220022005,557,50.3,7,35.2,80.8,     
350501240021001,372,73.9,2.7,14.2,41.9,     
350501240022003,539,75.5,0.7,14.5,48.2,     
350501250022001,165,82.4,2.4,13.9,46.7,     
350501250022002,411,82,1,13.6,50.4,     
350501400170001,1374,83.2,2.4,10.4,32.3,1.8
350501410021009,407,78.9,2.7,13,47.7,     
350501410022004,335,73.1,3.3,16.4,64.8,     
350501410022005,374,83.2,2.1,11.8,38.8,     
350501410022006,458,74,2,15.7,62.9,     
350501410022009,436,77.3,3.7,14.2,49.3,     
350501500022001,576,87.3,0.7,7.6,60.1,     
350501600170001,424,91.7,0.9,6.4,27.6,0.2
350501700041001,203,93.1,0,4.9,30.5,     
350501700042001,283,90.8,0.4,6.7,35,     
350501750042001,169,89.9,0,6.5,20.1,     
350501850042001,217,94,0.5,3.7,13.4,     
350501950042001,320,85.3,3.1,7.2,22.2,     
350502100042001,198,91.4,0,6.6,20.7,     
350502300042001,59,83.1,0,6.8,45.8,     
350502800170001,551,59.9,1.1,35.2,48.1,0.7
350502890041002,581,56.1,1.7,39.8,58,     
350502890042002,354,56.8,1.7,39.8,47.2,     
350502890042003,248,54,3.2,37.5,56.9,     
350504250262001,69,91.3,1.4,5.8,44.9,     
350590050260001,182,96.2,1.6,0,42.3,2.7
350590050262001,400,97.8,0.3,0.8,53,     
350590070260001,194,95.4,0.5,3.6,36.1,1
350590070261001,204,96.1,1,1.5,43.1,     
350590070262001,294,96.6,0,2.4,43.5,     
350785350260002,273,88.3,0.7,7.7,32.6,2.6
350785350261001,176,84.1,0.6,13.6,35.8,     
350785350262004,182,83.5,0.5,14.8,40.1,     
350785350262006,227,83.3,0.4,15.4,25.6,     
390550010260001,285,88.8,4.2,3.2,39.3,1.1
390550010261001,214,87.9,3.7,1.9,42.1,     
390550010262002,492,84.8,2.8,4.1,48.4,     
390550020260001,381,83.5,4.7,1.6,17.6,0.8
390550020261001,274,86.5,3.6,0.4,22.6,     
390550020262003,545,78.2,4.6,0.9,29.9,     
390550030260001,784,91.5,1.9,1.7,19,0.9
390550030261001,372,93.3,1.3,2.2,19.1,     
390550030262004,370,90.5,1.6,1.9,24.6,     
390550030262005,397,95.2,1,0.8,20.2,     
390550030262006,554,92.1,1.3,2.5,21.5,     
390550090260001,228,94.7,0.4,3.1,48.2,0.4
390550090261001,156,94.2,0.6,1.3,44.9,     
390550090262001,163,91.4,0.6,1.2,58.3,     
390550090262002,162,97.5,0,0.6,50.6,     
390550110260001,289,94.1,1.4,0,30.4,1
390550110261002,243,91.4,0.8,2.1,36.6,     
390550110262001,421,90,2.1,2.9,42.3,     
390550150260001,269,95.9,0.4,2.2,32,1.5
390550150261001,215,96.3,1.4,1.4,38.6,     
390550150262001,507,97.8,0.2,1.2,38.1,     
390550610250036,1056,37.7,47.5,3.6,58.4,3
390550610250038,1110,37.3,48,4.1,49,3
390550610251030,468,44.4,39.3,3,58.1,     
390550610251034,384,38,45.6,3.1,65.6,     
390550610252004,473,59,26.8,1.5,46.9,     
390550610252005,389,24.2,59.1,2.6,61.4,     
390550610252007,257,38.5,42.8,0.4,59.9,     
390550610252009,220,28.2,62.3,0,73.6,     
390550610252010,310,11.3,74.5,1,82.3,     
390550610252011,374,60.7,25.1,1.1,2.1,     
390550610252014,303,35.3,49.5,2.3,69.3,     
390550610252016,399,48.4,33.1,1.5,50.6,     
390550610252017,230,44.8,40,2.2,66.5,     
390550610252019,322,49.1,31.1,3.7,53.1,     
39055061025201C,334,2.7,88.6,0.6,2.4,     
390550610252023,284,37.7,47.9,2.1,54.9,     
390550610252025,262,42.7,40.5,2.7,73.7,     
390550610252031,320,55.6,27.2,1.6,65.6,     
390550610252032,494,38.7,27.9,21.9,41.1,     
390550610252034,525,18.3,67.8,1.9,76,     
390740050260001,100,97,0,2,34,3
390740050261001,72,83.3,4.2,2.8,56.9,     
390740050262001,145,91,5.5,0.7,51,     
390740250260001,495,96.8,1,1.2,17.2,0.4
390740250261002,385,94.8,2.3,1.8,18.4,     
390740250262002,260,93.8,0.8,0.8,22.7,     
390740250262005,206,92.7,2.4,1,22.8,     
390740250262006,213,93.9,1.9,0.9,25.8,     
390740570260001,60,100,0,0,46.7,3.3
390740570261001,26,100,0,0,57.7,     
390740570262002,129,91.5,0,6.2,60.5,     
390741000260001,248,98,0.4,0,35.5,0.6
390741000262003,266,96.2,0.4,0.8,45.1,     
400070400260001,142,99.3,0,0,44.4,2.1
400070400262001,319,96.9,0,0.3,43.9,     
400070420260001,78,92.3,0,5.1,34.6,0
400070420262001,52,92.3,0,3.8,53.8,     
400310010260003,212,95.3,0.9,1.4,42.9,1.9
400310010262001,349,93.4,0,3.7,70.5,     
400310030260001,371,96.8,0.3,0.3,58,0.9
400310030262002,478,97.7,0,1,66.9,     
400310100260001,122,98.4,0,0,49.2,0
400310100262003,334,97.3,0,0,46.7,     
400421000260001,1007,97.5,0.3,1.1,38.8,1.7
400421000261002,522,95.8,0.2,1.7,51.3,     
400421000262006,189,93.1,1.1,2.6,44.4,     
400421000262007,435,95.6,0.5,0.7,55.6,     
400421000262008,418,95.5,1,1.2,58.1,     
400560010260002,434,92.4,2.8,1.2,39.6,2.1
400560010261001,375,92.5,1.1,2.4,47.5,     
400560010262005,418,92.6,1.2,1.4,52.6,     
400560010262006,267,94.4,0.4,2.2,57.3,     
400560020260004,113,99.1,0,0,59.3,1.8
400560020261001,43,100,0,0,58.1,     
400560020262005,211,99.1,0,0,55.9,     
400560050260001,148,98.6,0.7,0,40.5,1.4
400560050262001,326,98.2,0.6,0,43.3,     
400560060260001,375,97.1,0,1.1,38.4,0.5
400560060261001,269,95.2,0,1.1,40.5,     
400560060262001,659,94.4,0.2,2.7,45.1,     
400560070260003,364,97.8,0,0.3,49.7,2.5
400560070261002,299,96,0.7,0.3,59.2,     
400560070262003,679,93.2,0.1,1.2,82.3,     
400560080260001,189,93.1,1.6,1.6,40.7,3.2
400560080261001,132,95.5,0.8,1.5,42.4,     
400560080262003,284,93.3,1.1,1.8,49.3,     
400560090260001,487,95.1,1.8,1.2,34.9,1
400560090261002,234,94.9,1.3,0,42.7,     
400560090262004,232,95.3,1.3,1.3,46.1,     
400560090262005,210,94.8,1.4,0.5,41.9,     
400560090262006,289,97.6,0.7,1,47.8,     
400560340260001,438,95.2,1.4,0.5,48.4,3.9
400560340262001,614,97.2,0.7,0.3,57,     
400560340262002,354,96.9,0.6,0.3,61.3,     
410570010260001,542,90.6,3,3.1,52.8,2.8
410570010261001,440,89.3,3,4.1,52,     
410570010262004,411,86.6,3.6,3.6,54.7,     
410570010262006,510,86.3,4.1,3.7,60.2,     
410570020260001,1100,91.3,2.1,2.2,18.5,0.8
410570020261008,854,93.6,0.9,1.8,21.4,     
410570020262003,122,100,0,0,23,     
410570020262004,674,93.6,2.1,0.6,26,     
410570020262005,197,91.9,0,0,14.7,     
410570020262008,750,87.5,3.6,1.1,29.3,     
410570030262002,57,0,96.5,0,94.7,     
410570050260001,900,96.1,0.8,0.7,25.7,0.9
410570050261002,660,95.6,1.2,0.6,30,     
410570050262003,567,94.5,1.1,1.1,35.8,     
410570050262004,145,97.9,0,0,29,     
410570050262005,68,95.6,2.9,1.5,33.8,     
410570050262008,520,95.2,1,0,31.5,     
410570070260001,2363,81.3,8.4,2.9,13.8,0.4
410570070261001,947,80,5.9,4,15,     
410570070261002,788,80.5,7.4,3.7,18.7,     
410570070262003,401,80,8.2,4,17.5,     
410570070262004,346,77.5,10.1,3.8,23.1,     
410570070262005,255,89,2,3.1,19.6,     
410570070262006,342,85.7,3.8,3.2,12.3,     
410570070262007,328,74.1,7.6,4,29.6,     
410570070262008,97,86.6,1,9.3,22.7,     
410570070262009,144,91.7,0.7,2.1,16,     
410570070262010,465,75.9,9.7,3.9,17.4,     
410570070262011,478,74.3,9.2,3.8,16.1,     
410570070262012,536,76.7,8.2,4.9,16,     
410570080260001,767,92.6,1.7,2.1,41.6,1.4
410570080261002,567,91,1.6,2.5,50.8,     
410570080262003,431,89.8,2.8,2.3,52.9,     
410570080262007,330,90.6,2.1,3,55.2,     
410570080262009,367,91.8,2.2,2.2,53.4,     
410570090260001,1810,70.8,14.4,9.3,61.4,4
410570090261003,961,69.3,15,9.9,66.3,     
410570090261004,882,68.3,14.2,10,69.6,     
410570090262007,487,61.4,21.6,9.4,68.4,     
410570090262012,435,74,12,7.8,66.2,     
410570090262013,446,73.8,12.6,9.6,65,     
410570090262020,459,64.3,17.6,8.1,71.7,     
410570090262022,674,73.7,9.1,10.4,64.5,     
410570100260001,1922,67.1,10.9,17.5,51.4,2.2
410570100261003,991,60.6,13,21.4,60.3,     
410570100262001,389,60.2,17,12.6,65.8,     
410570100262006,385,37.4,4.7,54.8,83.6,     
410570100262011,374,25.4,0.5,73.3,90.6,     
410570100262013,112,70.5,7.1,12.5,58,     
410570100262014,598,65.4,19.2,7.9,48.5,     
410570100262020,105,55.2,17.1,21,45.7,     
410570100262022,360,80.6,8.6,5,28.1,     
410570100262023,255,52.9,33.7,7.5,51,     
410570100262024,917,57.5,13,25.2,50.3,     
410570110260001,2008,63.6,25,2.4,46.6,1.8
410570110261006,1399,54.8,31.7,2.5,58.4,     
410570110262007,145,53.1,31,4.1,67.6,     
410570110262010,248,57.3,30.6,2.4,58.1,     
410570110262015,270,49.3,37,2.2,64.8,     
410570110262024,173,59,29.5,1.2,69.9,     
410570110262028,606,56.1,28.4,3.8,60.9,     
410570110262029,631,48,37.7,2.2,70.2,     
410570110262030,617,52.5,37.1,2.1,60.1,     
410570120260001,170,2.9,91.2,4.1,37.1,2.4
410570120261003,124,5.6,89.5,3.2,4.8,     
410570120262008,378,1.9,92.3,1.9,98.1,     
410570130021001,221,88.7,3.6,0.5,66.5,     
410570130022002,482,87.8,6,0.8,70.7,     
410570140160001,546,91.8,3.3,2.4,61.7,3.7
410570150031001,261,93.1,1.1,1.5,70.5,     
410570150032002,291,91.4,2.1,2.7,68,     
410570150032004,195,90.8,0.5,3.1,74.4,     
440630020031001,435,85.7,0.5,9.7,18.9,     
440630020032001,426,85.9,0.5,9.2,19,     
440630020032002,283,91.2,1.1,5.7,22.3,     
440630030031001,205,83.9,1,10.2,15.1,     
440630030032001,236,83.9,0.8,9.7,18.6,     
440630120260002,654,90.7,1.2,5.4,22.5,0.6
440630120261003,469,91.5,0.2,6.4,25.6,     
440630120262001,393,88,0.5,7.9,30.5,     
440630120262002,387,84.5,2.1,7.8,30.7,     
440630150041006,722,79.1,0.7,18.1,39.3,     
440630150041007,801,71.3,0.7,25.3,39.5,     
440630150041008,475,74.1,1.3,20.6,44.6,     
440630150042001,524,69.5,1.9,24.2,47.3,     
440630150042002,457,79,0.9,16.4,47,     
440630150042003,245,93.1,0.8,4.1,11.4,     
440630150042004,577,75,1.9,18.7,41.9,     
440630150042005,675,60,1.3,35,47.1,     
440630180042001,302,74.5,0.7,22.8,27.5,     
440630190240002,109,73.4,0.9,21.1,34.9,0.9
440630190241001,91,74.7,1.1,23.1,40.7,     
440630190242001,223,70,0,30,42.2,     
440630260041004,897,78.7,0.3,15.3,22.3,     
440630260042002,408,76.5,0.7,14.2,18.9,     
440630260042004,563,59.1,0.4,33.4,40.1,     
440630260042005,523,80.3,0.6,13,18.9,     
440630360022001,368,82.3,0.5,15.5,60.1,     
440630460031001,253,86.2,1.2,7.9,15,     
440630460032001,471,86.4,0.6,9.3,19.3,     
440630470041004,769,76.2,1.2,16,12.6,     
440630470041005,1015,65.4,1.2,26.7,21.5,     
440630470041006,892,77.4,2.8,13,14.6,     
440630470042001,450,47.6,0.7,46.7,49.8,     
440630470042002,521,81.2,2.3,10.4,17.3,     
440630470042003,565,49.7,2.1,43.2,50.1,     
440630470042005,663,67.3,2.4,27.6,33.3,     
440630470042007,404,79,0.7,13.9,24.8,     
440630470042008,538,78.4,1.7,13.4,23.8,     
440630470042009,507,71.8,1.6,18.7,27,     
440630470042010,577,79.2,1,9.2,13.5,     
440630470042011,619,76.7,3.9,13.7,19.7,     
440630500260001,678,33.5,0.3,64.5,99.3,3.1
440630500261002,604,32.8,1,64.1,98.8,     
440630500262003,404,28.2,1,68.1,99,     
440630500262007,801,31.1,1,65.8,99.4,     
440631540160001,708,76.4,0.6,19.9,31.1,1
440631550160001,1545,72.8,1.4,19.8,27.1,0.9
440631550160002,1746,81.5,0.9,12.8,17.6,0.3
440631550160003,1527,83.1,0.9,10.2,16.1,0.3
440631550160004,1458,88.3,1,5.9,13.4,0.5
440631560160001,1429,73.5,0.7,21.8,33.1,0.6
440631560160002,795,82.6,1.1,13.8,30.8,2.5
440631570160001,726,87.7,0.3,9,12.1,0.7
440631580220002,2996,75.1,2,11.5,14,0.3
440631580221002,866,77.7,1.2,10.2,12.4,     
440631580221003,1462,72.9,2.5,12.8,16.6,     
440631580222003,1005,67.1,2,17,19.6,     
440631580222004,984,76.1,2.7,9.8,12.6,     
440631580222005,1005,77.5,2.4,8,16.7,     
440631580222006,568,75.4,2.1,11.1,15.5,     
440631580222007,688,80.1,0.4,8.7,16.7,     
440631650031001,306,72.2,1.3,23.9,46.7,     
440631650032002,465,68,1.9,26.2,58.1,     
440631650032004,222,73,0.9,21.6,47.7,     
440632000260008,1026,57.4,2.9,35,36.9,0.5
440632000260009,942,62.6,0.7,32.2,31.7,0.8
440632000261006,670,59.7,1.8,34,35.8,     
440632000261007,760,55.8,2,35.8,42,     
440632000262003,320,51.9,5,38.4,38.8,     
440632000262004,319,88.7,0.3,8.2,31,     
440632000262006,325,52,3.1,41.2,48.3,     
440632000262007,446,56.7,2.2,36.8,49.8,     
440632000262008,511,54,5.1,33.5,41.9,     
440632000262009,760,59.1,2.5,34.5,38.3,     
440632000262010,452,53.3,4.6,34.1,41.4,     
450670030260001,130,97.7,1.5,0,10,0
450670030261001,112,95.5,1.8,1.8,25.9,     
450670030262001,221,99.1,0.9,0,27.1,     
450670040260001,678,94.8,0.6,1.9,9.4,0.3
450670040261001,596,93,0.5,2.2,13.3,     
450670040262001,406,94.1,0.2,2.7,12.3,     
450670040262003,314,94.9,1,1.3,14.6,     
450670050260001,877,96.1,0,1.1,20.9,0.9
450670050261001,590,94.6,0.3,2,24.4,     
450670050262003,421,95.7,0.2,1.9,22.3,     
450670050262004,404,94.1,0.7,2,21.5,     
450670050262005,395,93.9,0,1.8,23.5,     
450790010220001,72,97.2,0,0,55.6,2.8
450790010221002,39,84.6,10.3,0,69.2,     
450790010222001,103,93.2,4.9,0,67,     
450791320260001,371,97.6,0,0.5,33.2,1.1
450791320262002,620,93.5,0.5,1.6,46.9,     
450791340042001,165,99.4,0,0,46.1,     
450791380260001,161,96.9,0,1.2,23.6,0.6
450791380262002,313,96.8,0,0,42.2,     
450791390260001,310,92.3,2.6,1.3,38.1,1.6
450791390262002,641,87.8,0.9,7.3,51.6,     
450791400260001,336,72.3,17.3,0.6,61,2.4
450791400262002,742,70.8,17.8,1.3,59,     
450791400262008,146,95.9,0,0,45.2,     
470521700220001,800,84.8,2.3,4.6,36.9,2.4
470521700221001,604,82.8,2.2,5.1,49.7,     
470521700222003,449,83.5,0.9,4.5,54.1,     
470521700222004,396,79,4,7.1,58.8,     
470521700222008,518,80.5,2.5,6.4,58.7,     
470522200022001,60,93.3,0,3.3,20,     
470522710260004,95,88.4,1.1,7.4,45.3,1.8
470522710262005,109,83.5,4.6,11,40.4,     
470522720260001,216,96.8,0,3.2,23.1,1.4
470522720261002,213,91.5,0.5,6.6,29.6,     
470522720262003,256,91.4,0.4,5.5,28.5,     
470522750260001,222,89.2,2.7,6.3,35.6,0
470522750262003,283,92.6,2.5,3.5,41.7,     
470711440032001,71,94.4,0,1.4,25.4,     
470711610042001,95,75.8,5.3,15.8,36.8,     
470712120170001,909,60.2,1.7,35.2,26.2,0.8
470712200260001,445,87.2,0.9,8.5,40.9,0
470712200261001,201,85.6,1.5,10,43.8,     
470712200262006,797,82.7,0.8,12,53.7,     
470712210260004,453,92.9,0.4,1.8,28.7,1.5
470712210262002,142,89.4,0.7,2.8,19,     
470712210262003,258,86.8,0.8,5.4,33.7,     
470712220260004,185,89.7,1.6,5.4,37.3,0
470712220261001,123,92.7,0.8,1.6,38.2,     
470712220262001,274,88.7,0,7.3,48.5,     
470712230260003,581,85,0.5,10.8,25,0.3
470712230261001,432,82.6,0.7,11.8,25.2,     
470712230262002,330,83.6,0,10.9,31.5,     
470712230262004,352,79.3,0.6,15.3,29.8,     
470712260260001,472,87.7,0.8,5.7,19.7,0.4
470712260261001,331,88.5,0.6,6,21.8,     
470712260262003,693,87,1.2,6.8,22.1,     
470712310041002,510,50,1.8,42.9,50.8,     
470712310042001,263,19.8,0.8,77.2,75.3,     
470712310042003,375,58.1,1.3,34.9,57.1,     
470712310042004,225,48.4,1.3,40.9,56,     
470712310042005,232,75.9,3.4,14.2,27.2,     
470712690042002,85,81.2,0,12.9,32.9,     
470980010260001,191,93.7,1,2.6,32.5,1
470980010261002,186,94.6,0,3.8,28.5,     
470980010262003,269,92.9,0.4,3.3,27.9,     
470980020260001,296,93.6,0,3.4,29.1,0.7
470980020261002,206,94.7,0,2.9,32,     
470980020262005,396,93.4,0,2,42.2,     
470980030260001,244,93,0,4.1,43.9,0
470980030261004,168,92.9,0,1.2,51.8,     
470980030262005,211,94.8,0,0,55.5,     
470980030262006,205,94.6,0.5,0,38.5,     
470980050260014,998,57.3,3.4,35.3,47.1,2.4
470980050261006,743,56,3.1,36.5,54.5,     
470980050262005,381,61.7,2.9,29.9,55.6,     
470980050262007,450,48.9,3.8,40.9,60.9,     
470980050262008,327,56.6,3.1,34.9,56.6,     
470980050262010,421,53.2,2.1,40.1,51.8,     
470980060260001,280,93.6,0,2.5,27.1,2.5
470980060261001,246,93.1,0,4.9,38.6,     
470980060262002,246,94.7,1.6,2.8,32.1,     
470980060262003,247,93.1,0,4.5,38.9,     
470980130021004,319,62.4,1.9,30.7,75.9,     
470980130022001,283,65,2.8,26.1,77.7,     
470980130022002,321,65.7,2.5,26.8,80.4,     
470980200022001,273,81.3,2.6,13.6,47.3,     
470981450042001,276,80.8,1.4,16.3,3.6,     
470983010170001,658,71,1.7,22.2,50.5,2.6
480720620021001,241,41.1,47.7,3.3,90.5,     
480720620022001,288,31.9,57.3,3.8,89.6,     
480720630021001,181,91.2,1.7,3.3,55.8,     
480720630022002,239,87,2.9,4.2,59.4,     
480720660022001,299,85.3,8.4,1.7,55.2,     
480720680021003,148,88.5,0.7,1.4,35.1,     
480720680022002,151,91.4,2,0.7,15.9,     
480720690022001,227,67.4,22,7.5,80.6,     
480720700022001,282,84.8,3.5,4.6,24.5,     
480721500250023,840,10,67.7,16.5,86.2,13.2
480721500250024,1385,13.6,65.8,11.1,76.5,6.9
480721500250025,1251,45.4,31,7,40.8,1.5
48072150025027C,597,10.7,71.9,9.7,70.2,0.4
480721500251001,346,33.5,39.6,9.8,54.6,0
480721500251002,417,12.5,69.3,10.3,81.5,     
480721500251003,264,15.2,53.8,13.6,75.4,     
480721500251006,406,18,64.3,5.9,77.3,     
480721500251009,232,43.1,32.3,7.3,47.4,     
480721500251013,218,22.5,56.9,6,67.4,     
480721500251015,309,63.4,12.3,7.8,24.3,     
480721500252010,332,33.4,49.1,4.2,69.3,     
480721500252011,388,18.3,60.6,7.7,79.1,     
480721500252028,612,6.5,86.4,1.6,88.7,     
480721500252032,427,8.7,74.2,9.6,86.7,     
480721500252034,747,6.4,70.7,15.3,91.7,     
480721500252036,556,5.9,62.4,25.9,91.2,     
480721500252037,483,24.6,51.8,12,75.2,     
480721500252038,853,9.4,64.6,17.9,90.9,     
480721500252039,456,25.9,54.8,8.8,73.7,     
480721500252040,405,50.1,25.2,7.9,47.4,     
480721500252047,382,43.7,34.3,7.9,55,     
480721500252051,361,28,45.2,6.9,60.7,     
480721500252052,351,18.5,71.2,4.3,93.2,     
480722650260001,413,93.7,0.2,3.9,36.8,2.2
480722650261001,311,92.9,0.3,3.5,47.3,     
480722650262002,667,93.7,1.5,1.5,46.6,     
480723090260003,225,92.9,2.2,0.4,19.1,0
480723090262002,495,94.5,0.2,1,13.5,     
480723100160001,1015,80.7,10.4,3.4,44.3,2.6
480723160042001,194,93.3,0.5,0.5,20.6,     
480723210260007,637,92.6,1.1,2.5,30.9,1.7
480723210261001,205,95.6,0.5,1.5,30.7,     
480723210261002,263,94.7,1.1,1.1,39.9,     
480723210262004,448,90.2,1.1,2.2,49.6,     
480723210262005,393,92.6,0.5,1.5,35.9,     
480723210262008,176,92.6,0.6,2.8,36.4,     
480723220260004,213,96.2,1.4,1.4,16,0
480723220261001,105,91.4,2.9,1.9,19,     
480723220262002,373,93,0.8,1.9,16.6,     
480723230260004,1273,74.5,6.7,3,6.8,0.9
480723230261001,637,65.1,5.5,4.1,9.6,     
480723230261002,399,68.4,8.8,3.8,17.5,     
480723230262002,257,82.1,4.3,3.1,13.6,     
