year,mergecode,mathpass,elapass,totaltest,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,districtcode,state,year_21
19,190222040260005,60.9,59.1,714,2925,40.7,12.9,13.7,19.8,1.7,174169006090,0.0,0.0,1.0,0.0,19022204026il,il,0
21,190222040260005,54.8,56.7,720,2947,35.8,13.4,13.6,20.9,1.5,174169006090,0.6,0.4,0.0,0.7,19022204026il,il,1
17,190222050260003,64.9,69.8,697,2732,75.2,3.3,13.7,15.2,0.9,171397001755,0.0,0.0,1.0,0.0,19022205026il,il,0
18,190222050260003,64.9,64.4,616,2806,74.3,3.0,14.3,15.4,0.7,171397001755,0.0,0.0,1.0,0.0,19022205026il,il,0
19,190222050260003,63.0,65.0,697,2829,72.3,2.5,16.5,15.7,2.2,171397001755,0.0,0.0,1.0,0.0,19022205026il,il,0
21,190222050260003,57.3,56.6,694,2836,70.4,1.8,17.9,18.0,1.2,171397001755,0.6,0.0,0.4,0.3,19022205026il,il,1
17,200240010260005,25.0,25.0,68,280,95.0,1.4,1.8,27.9,0.4,171350001636,0.0,0.0,1.0,0.0,20024001026il,il,0
18,200240010260005,30.2,34.2,73,289,95.2,0.0,0.0,31.1,1.4,171350001636,0.0,0.0,1.0,0.0,20024001026il,il,0
19,200240010260005,24.6,33.9,65,298,95.6,0.3,1.3,31.9,3.2,171350001636,0.0,0.0,1.0,0.0,20024001026il,il,0
21,200240010260005,29.7,32.8,64,257,94.2,0.0,0.0,33.9,8.7,171350001636,0.2,0.0,0.8,0.1,20024001026il,il,1
17,200300070260001,15.4,25.6,39,199,95.0,0.0,1.0,55.3,1.0,170004505236,0.0,0.0,1.0,0.0,20030007026il,il,0
18,200300070260001,9.1,18.2,55,205,97.1,0.0,0.0,52.2,2.0,170004505236,0.0,0.0,1.0,0.0,20030007026il,il,0
19,200300070260001,23.9,23.9,46,207,95.7,0.5,1.0,51.2,4.3,170004505236,0.0,0.0,1.0,0.0,20030007026il,il,0
21,200300070260001,12.2,19.5,41,208,94.7,0.0,0.0,51.4,5.5,170004505236,0.3,0.0,0.7,0.15,20030007026il,il,1
17,200330100260002,25.9,37.0,284,577,96.7,0.2,0.7,47.5,0.3,171079004391,0.0,0.0,1.0,0.0,20033010026il,il,0
18,200330100260002,18.9,30.0,90,564,96.5,0.0,0.0,46.6,1.3,171079004391,0.0,0.0,1.0,0.0,20033010026il,il,0
19,200330100260002,18.1,27.7,95,554,96.0,0.7,0.5,48.9,3.3,171079004391,0.0,0.0,1.0,0.0,20033010026il,il,0
21,200330100260002,12.5,18.2,88,484,96.1,0.0,0.0,48.1,4.3,171079004391,0.0,0.0,1.0,0.0,20033010026il,il,1
17,200350010260003,17.0,21.3,48,161,95.7,1.2,0.0,50.3,1.9,171820004400,0.0,0.0,1.0,0.0,20035001026il,il,0
18,200350010260003,12.5,22.5,40,172,95.9,0.0,0.0,48.8,1.7,171820004400,0.0,0.0,1.0,0.0,20035001026il,il,0
19,200350010260003,17.9,23.1,40,163,95.1,0.0,0.0,63.2,1.2,171820004400,0.0,0.0,1.0,0.0,20035001026il,il,0
21,200350010260003,3.2,22.6,31,135,93.3,0.0,0.0,60.0,4.4,171820004400,0.7,0.1,0.2,0.45,20035001026il,il,1
17,200760010260001,15.2,21.2,34,153,98.0,0.0,0.7,49.7,0.7,173228003372,0.0,0.0,1.0,0.0,20076001026il,il,0
18,200760010260001,6.5,16.1,31,139,97.1,0.0,0.0,46.8,2.2,173228003372,0.0,0.0,1.0,0.0,20076001026il,il,0
19,200760010260001,22.5,35.0,40,153,93.5,0.7,2.0,59.5,2.6,173228003372,0.0,0.0,1.0,0.0,20076001026il,il,0
21,200760010260001,5.0,10.0,40,161,95.0,0.0,0.0,47.8,1.2,173228003372,0.0,0.0,1.0,0.0,20076001026il,il,1
17,200830010260001,23.1,23.1,26,119,97.5,0.0,0.0,50.4,0.0,171602001911,0.0,0.0,1.0,0.0,20083001026il,il,0
18,200830010260001,38.1,33.4,21,113,94.7,0.0,0.0,48.7,0.9,171602001911,0.0,0.0,1.0,0.0,20083001026il,il,0
19,200830010260001,20.0,16.6,30,123,93.5,0.0,1.6,41.5,2.3,171602001911,0.0,0.0,1.0,0.0,20083001026il,il,0
21,200830010260001,8.0,20.0,25,120,94.2,0.0,0.0,50.8,5.7,171602001911,0.9,0.0,0.1,0.45,20083001026il,il,1
17,200830020260001,4.0,12.0,26,134,78.4,9.7,0.7,54.5,0.0,170858000498,0.0,0.0,1.0,0.0,20083002026il,il,0
18,200830020260001,0.0,13.3,30,119,76.5,9.2,0.0,56.3,1.7,170858000498,0.0,0.0,1.0,0.0,20083002026il,il,0
19,200830020260001,13.3,10.0,31,127,78.0,9.4,0.8,48.0,2.9,170858000498,0.0,0.0,1.0,0.0,20083002026il,il,0
21,200830020260001,8.3,8.4,36,128,77.3,9.4,0.0,50.0,4.7,170858000498,0.8,0.0,0.2,0.4,20083002026il,il,1
17,200830030260001,12.6,27.4,136,542,84.9,4.1,2.4,57.7,2.6,171827002113,0.0,0.0,1.0,0.0,20083003026il,il,0
18,200830030260001,11.8,24.5,100,545,85.7,5.0,2.0,55.0,3.1,171827002113,0.0,0.0,1.0,0.0,20083003026il,il,0
19,200830030260001,8.1,22.8,136,543,85.1,3.5,2.8,55.4,4.6,171827002113,0.0,0.0,1.0,0.0,20083003026il,il,0
21,200830030260001,4.7,20.2,129,547,84.5,4.9,2.0,99.1,6.1,171827002113,0.1,0.0,0.9,0.05,20083003026il,il,1
17,200830040260001,13.2,22.4,80,359,91.4,1.7,1.7,62.4,2.8,171366001662,0.0,0.0,1.0,0.0,20083004026il,il,0
18,200830040260001,4.3,17.1,70,351,91.5,0.0,2.8,63.0,3.4,171366001662,0.0,0.0,1.0,0.0,20083004026il,il,0
19,200830040260001,8.1,26.7,86,353,93.2,1.1,1.4,60.6,5.0,171366001662,0.0,0.0,1.0,0.0,20083004026il,il,0
21,200830040260001,8.5,18.3,82,328,93.9,0.0,0.0,61.9,2.6,171366001662,0.0,0.0,1.0,0.0,20083004026il,il,1
17,200933480260001,28.4,32.6,95,504,97.0,0.0,0.6,38.5,3.4,174047004073,0.0,0.0,1.0,0.0,20093348026il,il,0
18,200933480260001,28.5,30.5,95,473,97.7,0.0,0.0,40.0,4.0,174047004073,0.0,0.0,1.0,0.0,20093348026il,il,0
19,200933480260001,32.2,37.3,118,482,96.9,0.2,1.0,43.6,5.2,174047004073,0.0,0.0,1.0,0.0,20093348026il,il,0
21,200933480260001,18.4,17.5,114,504,94.4,0.0,0.0,44.2,5.7,174047004073,0.9,0.1,0.0,0.55,20093348026il,il,1
17,200961000260001,15.8,21.1,39,154,97.4,1.3,1.3,33.8,0.0,174136004151,0.0,0.0,1.0,0.0,20096100026il,il,0
18,200961000260001,20.6,38.3,34,154,97.4,0.0,0.0,29.9,0.0,174136004151,0.0,0.0,1.0,0.0,20096100026il,il,0
19,200961000260001,12.9,12.9,31,144,97.9,0.7,0.7,39.6,5.8,174136004151,0.0,0.0,1.0,0.0,20096100026il,il,0
21,200961000260001,13.8,3.4,29,143,97.2,0.0,0.0,42.0,4.8,174136004151,0.8,0.0,0.2,0.4,20096100026il,il,1
17,200962000260001,31.0,37.9,29,127,99.2,0.0,0.0,40.2,3.1,171024001246,0.0,0.0,1.0,0.0,20096200026il,il,0
18,200962000260001,34.6,30.8,26,123,100.0,0.0,0.0,39.8,4.1,171024001246,0.0,0.0,1.0,0.0,20096200026il,il,0
19,200962000260001,6.5,22.6,32,117,96.6,0.0,1.7,53.0,5.0,171024001246,0.0,0.0,1.0,0.0,20096200026il,il,0
21,200962000260001,5.9,23.5,17,94,100.0,0.0,0.0,56.4,10.5,171024001246,0.2,0.0,0.8,0.1,20096200026il,il,1
17,200962250160001,14.6,20.4,103,423,95.0,0.7,0.9,42.1,1.7,172618001816,0.0,0.0,1.0,0.0,20096225016il,il,0
18,200962250160001,15.7,30.4,102,426,94.1,0.0,0.0,33.3,3.1,172618001816,0.0,0.0,1.0,0.0,20096225016il,il,0
19,200962250160001,14.1,25.0,92,427,94.8,1.6,0.9,46.6,4.2,172618001816,0.0,0.0,1.0,0.0,20096225016il,il,0
21,200962250160001,9.6,20.2,94,414,94.2,2.9,0.0,37.7,4.6,172618001816,0.5,0.0,0.5,0.25,20096225016il,il,1
17,200970010260003,11.1,11.1,79,149,95.3,0.0,0.0,53.7,1.2,171758002058,0.0,0.0,1.0,0.0,20097001026il,il,0
18,200970010260003,15.4,23.0,26,145,94.5,0.0,0.0,57.9,5.8,171758002058,0.0,0.0,1.0,0.0,20097001026il,il,0
19,200970010260003,23.5,17.6,17,153,94.1,0.0,0.0,48.4,4.7,171758002058,0.0,0.0,1.0,0.0,20097001026il,il,0
21,200970010260003,7.7,30.8,13,118,89.0,0.0,0.0,48.3,10.4,171758002058,0.4,0.0,0.6,0.2,20097001026il,il,1
17,200970030260001,20.4,32.7,49,193,95.9,1.0,2.6,40.9,0.0,170000403010,0.0,0.0,1.0,0.0,20097003026il,il,0
18,200970030260001,21.3,44.7,47,208,97.6,0.0,0.0,45.2,1.9,170000403010,0.0,0.0,1.0,0.0,20097003026il,il,0
19,200970030260001,7.3,34.2,41,190,98.9,0.0,1.1,42.1,4.0,170000403010,0.0,0.0,1.0,0.0,20097003026il,il,0
21,200970030260001,4.9,9.8,41,191,99.0,0.0,0.0,45.0,3.1,170000403010,0.2,0.0,0.8,0.1,20097003026il,il,1
17,200970050260001,12.4,23.6,89,368,95.4,0.5,1.4,50.5,2.4,170850000472,0.0,0.0,1.0,0.0,20097005026il,il,0
18,200970050260001,12.1,20.9,91,340,96.5,0.0,0.0,47.9,1.2,170850000472,0.0,0.0,1.0,0.0,20097005026il,il,0
19,200970050260001,16.5,25.4,80,350,93.7,1.4,1.7,47.7,3.1,170850000472,0.0,0.0,1.0,0.0,20097005026il,il,0
21,200970050260001,14.8,28.4,81,365,95.6,0.0,0.0,52.1,5.6,170850000472,0.1,0.0,0.9,0.05,20097005026il,il,1
17,210280990260001,16.7,26.2,42,233,97.0,0.9,0.0,7.7,3.9,170021703614,0.0,0.0,1.0,0.0,21028099026il,il,0
18,210280990260001,16.0,24.0,50,221,96.8,0.0,0.0,5.4,2.7,170021703614,0.0,0.0,1.0,0.0,21028099026il,il,0
19,210280990260001,14.8,22.2,55,252,96.8,0.4,0.0,60.7,4.6,170021703614,0.0,0.0,1.0,0.0,21028099026il,il,0
21,210280990260001,3.5,5.3,57,238,97.1,0.0,0.0,60.9,5.2,170021703614,1.0,0.0,0.0,0.5,21028099026il,il,1
17,210281030130001,22.0,23.7,120,565,95.6,0.5,1.1,51.2,3.9,170597000278,0.0,0.0,1.0,0.0,21028103013il,il,0
18,210281030130001,19.7,24.3,132,547,95.4,0.0,1.8,53.9,2.7,170597000278,0.0,0.0,1.0,0.0,21028103013il,il,0
19,210281030130001,21.1,21.9,139,561,96.1,0.4,1.8,56.3,3.7,170597000278,0.0,0.0,1.0,0.0,21028103013il,il,0
21,210281030130001,20.5,27.3,132,519,93.3,0.0,2.9,51.1,4.2,170597000278,1.0,0.0,0.0,0.5,21028103013il,il,1
17,210281680260001,28.0,36.4,109,519,96.1,0.4,1.7,47.6,7.1,174158004168,0.0,0.0,1.0,0.0,21028168026il,il,0
18,210281680260001,20.6,29.4,112,491,95.5,0.0,0.0,45.6,3.1,174158004168,0.0,0.0,1.0,0.0,21028168026il,il,0
19,210281680260001,30.1,30.0,83,465,95.3,0.6,1.9,43.4,8.1,174158004168,0.0,0.0,1.0,0.0,21028168026il,il,0
21,210281680260001,10.2,11.4,88,456,93.6,0.0,2.6,51.5,7.1,174158004168,0.36,0.27,0.36,0.45,21028168026il,il,1
17,210281740260001,24.1,34.5,30,111,96.4,0.0,0.0,43.2,0.0,170138205940,0.0,0.0,1.0,0.0,21028174026il,il,0
18,210281740260001,13.8,31.0,29,101,98.0,0.0,0.0,44.6,0.0,170138205940,0.0,0.0,1.0,0.0,21028174026il,il,0
19,210281740260001,17.4,34.7,23,107,99.1,0.0,0.0,41.1,5.4,170138205940,0.0,0.0,1.0,0.0,21028174026il,il,0
21,210281740260001,14.3,14.3,28,90,100.0,0.0,0.0,41.1,2.2,170138205940,0.6,0.1,0.3,0.4,21028174026il,il,1
17,210281880260001,25.0,31.8,44,179,96.1,0.0,1.7,59.8,1.7,174380004349,0.0,0.0,1.0,0.0,21028188026il,il,0
18,210281880260001,20.0,14.3,35,178,94.9,0.0,0.0,50.6,7.3,174380004349,0.0,0.0,1.0,0.0,21028188026il,il,0
19,210281880260001,16.7,23.8,42,179,92.7,0.6,2.2,54.7,6.8,174380004349,0.0,0.0,1.0,0.0,21028188026il,il,0
21,210281880260001,15.4,25.6,39,154,91.6,0.0,0.0,57.8,4.7,174380004349,0.0,1.0,0.0,1.0,21028188026il,il,1
17,210281960260001,21.2,28.8,52,206,96.1,0.5,1.5,43.7,1.9,173594003730,0.0,0.0,1.0,0.0,21028196026il,il,0
18,210281960260001,24.4,26.8,41,190,97.4,0.0,0.0,46.3,3.7,173594003730,0.0,0.0,1.0,0.0,21028196026il,il,0
19,210281960260001,26.2,38.1,43,173,96.5,0.0,2.9,41.6,4.9,173594003730,0.0,0.0,1.0,0.0,21028196026il,il,0
21,210281960260001,26.2,35.7,42,179,92.2,0.0,5.6,34.1,1.7,173594003730,1.0,0.0,0.0,0.5,21028196026il,il,1
17,210440010260001,26.9,28.8,53,192,96.9,0.0,2.1,28.6,1.0,170001405224,0.0,0.0,1.0,0.0,21044001026il,il,0
18,210440010260001,15.9,36.3,44,190,95.8,0.0,0.0,32.6,0.0,170001405224,0.0,0.0,1.0,0.0,21044001026il,il,0
19,210440010260001,20.5,30.7,39,173,97.1,0.0,2.3,37.6,4.8,170001405224,0.0,0.0,1.0,0.0,21044001026il,il,0
21,210440010260001,25.0,22.2,36,173,96.5,0.0,0.0,46.2,1.7,170001405224,0.0,0.0,1.0,0.0,21044001026il,il,1
17,210441330170001,34.6,48.1,88,357,97.2,0.3,1.4,45.9,2.0,174029004050,0.0,0.0,1.0,0.0,21044133017il,il,0
18,210441330170001,12.8,34.9,86,380,95.0,0.0,0.0,45.8,1.1,174029004050,0.0,0.0,1.0,0.0,21044133017il,il,0
19,210441330170001,17.9,34.6,78,386,94.0,0.8,2.1,49.2,4.4,174029004050,0.0,0.0,1.0,0.0,21044133017il,il,0
21,210441330170001,11.7,27.3,77,344,94.5,0.0,0.0,50.3,3.7,174029004050,0.0,0.0,1.0,0.0,21044133017il,il,1
17,210610010260001,26.8,36.2,138,591,86.5,5.9,1.4,53.6,1.5,172500002713,0.0,0.0,1.0,0.0,21061001026il,il,0
18,210610010260001,22.3,33.0,112,584,85.4,5.7,1.7,50.5,1.2,172500002713,0.0,0.0,1.0,0.0,21061001026il,il,0
19,210610010260001,21.7,27.6,141,551,85.1,4.9,1.5,49.4,6.3,172500002713,0.0,0.0,1.0,0.0,21061001026il,il,0
21,210610010260001,13.2,27.1,129,572,80.4,7.5,3.5,54.7,5.8,172500002713,0.7,0.1,0.2,0.45,21061001026il,il,1
17,210610380260001,9.1,36.4,52,118,89.0,0.8,3.4,61.9,2.7,170001505226,0.0,0.0,1.0,0.0,21061038026il,il,0
18,210610380260001,15.4,7.7,13,110,86.4,0.0,0.0,54.5,4.5,170001505226,0.0,0.0,1.0,0.0,21061038026il,il,0
19,210610380260001,11.8,23.5,17,104,89.4,1.9,1.0,54.8,4.1,170001505226,0.0,0.0,1.0,0.0,21061038026il,il,0
21,210610380260001,18.2,18.2,11,98,87.8,0.0,0.0,58.2,4.8,170001505226,0.6,0.0,0.4,0.3,21061038026il,il,1
17,211000010260001,20.0,28.6,71,334,95.5,0.9,2.4,53.0,1.8,172055002320,0.0,0.0,1.0,0.0,21100001026il,il,0
18,211000010260001,20.0,30.6,75,345,92.8,0.0,3.2,56.5,3.2,172055002320,0.0,0.0,1.0,0.0,21100001026il,il,0
19,211000010260001,17.4,22.1,86,358,94.4,0.6,2.8,60.9,5.1,172055002320,0.0,0.0,1.0,0.0,21100001026il,il,0
21,211000010260001,18.5,16.1,81,338,92.0,0.0,0.0,58.3,4.8,172055002320,1.0,0.0,0.0,0.5,21100001026il,il,1
17,211000020260001,23.8,33.8,247,1084,80.6,10.1,4.0,33.2,2.4,172460002666,0.0,0.0,1.0,0.0,21100002026il,il,0
18,211000020260001,22.9,30.0,253,1082,78.9,8.7,3.8,42.8,2.5,172460002666,0.0,0.0,1.0,0.0,21100002026il,il,0
19,211000020260001,18.5,35.3,228,1106,79.7,8.1,3.9,48.4,6.5,172460002666,0.0,0.0,1.0,0.0,21100002026il,il,0
21,211000020260001,13.6,17.7,249,1136,80.9,8.3,2.8,48.1,4.3,172460002666,0.0,0.0,1.0,0.0,21100002026il,il,1
17,211000030260001,18.4,21.1,38,133,100.0,0.0,0.0,46.6,0.8,171110001338,0.0,0.0,1.0,0.0,21100003026il,il,0
18,211000030260001,15.2,21.2,33,146,98.6,0.0,0.0,43.8,0.0,171110001338,0.0,0.0,1.0,0.0,21100003026il,il,0
19,211000030260001,9.1,18.2,33,134,100.0,0.0,0.0,43.3,3.5,171110001338,0.0,0.0,1.0,0.0,21100003026il,il,0
21,211000030260001,18.5,25.9,27,154,97.4,0.0,0.0,51.9,4.3,171110001338,1.0,0.0,0.0,0.5,21100003026il,il,1
17,211000040260001,28.4,38.5,159,756,88.1,3.7,2.1,48.3,0.8,171881002161,0.0,0.0,1.0,0.0,21100004026il,il,0
18,211000040260001,36.8,43.4,180,733,89.4,4.0,1.5,36.6,1.6,171881002161,0.0,0.0,1.0,0.0,21100004026il,il,0
19,211000040260001,25.0,26.7,172,766,89.4,3.7,2.0,52.3,4.5,171881002161,0.0,0.0,1.0,0.0,21100004026il,il,0
21,211000040260001,22.1,31.5,140,677,86.6,4.3,3.8,52.1,2.4,171881002161,1.0,0.0,0.0,0.5,21100004026il,il,1
17,211000050260001,51.2,57.4,133,581,87.3,2.6,4.0,29.3,0.3,170864000504,0.0,0.0,1.0,0.0,21100005026il,il,0
18,211000050260001,50.4,51.9,127,609,86.0,2.6,3.4,30.0,0.2,170864000504,0.0,0.0,1.0,0.0,21100005026il,il,0
19,211000050260001,39.1,49.3,146,618,86.6,1.9,3.2,31.2,3.4,170864000504,0.0,0.0,1.0,0.0,21100005026il,il,0
21,211000050260001,37.0,44.8,154,646,84.1,2.9,4.6,32.2,1.8,170864000504,0.0,0.0,1.0,0.0,21100005026il,il,1
17,240320010260001,45.0,49.0,153,636,91.0,0.3,5.5,25.3,0.2,171053001271,0.0,0.0,1.0,0.0,24032001026il,il,0
18,240320010260001,31.3,35.6,160,664,90.4,0.0,8.1,22.3,0.2,171053001271,0.0,0.0,1.0,0.0,24032001026il,il,0
19,240320010260001,37.6,39.5,163,685,90.2,0.7,7.9,23.9,1.3,171053001271,0.0,0.0,1.0,0.0,24032001026il,il,0
21,240320010260001,32.1,30.1,153,646,87.9,0.0,9.6,21.2,0.9,171053001271,0.36,0.0,0.64,0.18,24032001026il,il,1
17,240320730170001,32.4,40.5,39,195,95.9,1.0,2.1,32.3,0.0,171626001942,0.0,0.0,1.0,0.0,24032073017il,il,0
18,240320730170001,26.9,34.6,52,184,96.2,0.0,0.0,26.6,1.1,171626001942,0.0,0.0,1.0,0.0,24032073017il,il,0
19,240320730170001,27.5,38.9,43,224,94.6,0.9,4.0,20.5,2.7,171626001942,0.0,0.0,1.0,0.0,24032073017il,il,0
21,240320730170001,26.5,32.7,49,191,90.1,0.0,7.3,27.7,5.3,171626001942,0.5,0.0,0.5,0.25,24032073017il,il,1
17,240321010160001,51.7,56.7,180,842,79.6,1.1,15.3,25.1,0.2,172664002851,0.0,0.0,1.0,0.0,24032101016il,il,0
18,240321010160001,38.0,37.9,211,851,75.9,1.6,17.7,17.0,0.2,172664002851,0.0,0.0,1.0,0.0,24032101016il,il,0
19,240321010160001,39.7,34.3,220,867,76.9,1.2,17.4,17.6,2.7,172664002851,0.0,0.0,1.0,0.0,24032101016il,il,0
21,240321010160001,30.6,31.6,199,853,74.1,1.6,19.0,16.9,2.1,172664002851,0.5,0.2,0.3,0.45,24032101016il,il,1
17,240321110160001,34.6,51.2,659,2653,74.7,4.2,16.8,0.9,0.3,172634002800,0.0,0.0,1.0,0.0,24032111016il,il,0
18,240321110160001,29.9,42.8,651,2726,74.2,4.5,17.1,16.3,0.2,172634002800,0.0,0.0,1.0,0.0,24032111016il,il,0
19,240321110160001,34.6,41.6,684,2708,73.0,4.2,19.0,15.8,1.9,172634002800,0.0,0.0,1.0,0.0,24032111016il,il,0
21,240321110160001,28.4,36.4,631,2695,71.1,4.2,19.4,13.6,1.7,172634002800,0.6,0.2,0.2,0.5,24032111016il,il,1
17,240470180160001,22.7,29.5,44,157,95.5,0.6,3.8,21.0,0.0,172826002977,0.0,0.0,1.0,0.0,24047018016il,il,0
18,240470180160001,34.9,39.5,43,165,95.2,0.0,0.0,20.6,0.0,172826002977,0.0,0.0,1.0,0.0,24047018016il,il,0
19,240470180160001,16.2,32.3,31,161,93.2,0.6,5.6,19.3,2.9,172826002977,0.0,0.0,1.0,0.0,24047018016il,il,0
21,240470180160001,20.4,40.9,44,168,91.1,0.0,8.3,15.5,1.1,172826002977,1.0,0.0,0.0,0.5,24047018016il,il,1
17,240470880260001,27.5,34.0,156,714,41.0,11.1,43.0,56.7,1.1,173177003342,0.0,0.0,1.0,0.0,24047088026il,il,0
18,240470880260001,25.8,25.8,147,700,38.0,9.9,47.1,54.3,0.6,173177003342,0.0,0.0,1.0,0.0,24047088026il,il,0
19,240470880260001,20.1,27.4,181,720,35.3,11.1,48.2,52.9,3.8,173177003342,0.0,0.0,1.0,0.0,24047088026il,il,0
21,240470880260001,18.5,23.0,158,738,30.2,10.0,53.4,50.8,1.5,173177003342,0.9,0.1,0.0,0.55,24047088026il,il,1
17,240471150260001,38.2,45.1,382,1746,70.5,5.8,17.1,17.1,0.7,174396004363,0.0,0.0,1.0,0.0,24047115026il,il,0
18,240471150260001,34.3,41.6,428,1783,69.0,6.5,17.8,17.9,0.3,174396004363,0.0,0.0,1.0,0.0,24047115026il,il,0
19,240471150260001,36.9,43.9,452,1861,67.7,6.9,19.1,19.5,2.7,174396004363,0.0,0.0,1.0,0.0,24047115026il,il,0
21,240471150260001,32.1,39.2,464,1915,66.0,7.8,19.6,19.5,1.7,174396004363,0.9,0.0,0.1,0.45,24047115026il,il,1
17,240473080260001,47.7,48.1,692,2728,64.2,7.4,19.6,18.9,0.3,173027003132,0.0,0.0,1.0,0.0,24047308026il,il,0
18,240473080260001,39.8,41.6,651,2773,62.7,8.0,20.3,23.1,0.3,173027003132,0.0,0.0,1.0,0.0,24047308026il,il,0
19,240473080260001,41.4,42.0,656,2802,60.9,8.5,21.3,25.3,1.9,173027003132,0.0,0.0,1.0,0.0,24047308026il,il,0
21,240473080260001,28.5,35.6,666,2831,57.0,8.7,25.9,28.0,1.7,173027003132,0.5,0.5,0.0,0.75,24047308026il,il,1
17,240473080260002,47.4,47.9,606,2578,55.9,12.8,16.4,17.8,0.1,173027005337,0.0,0.0,1.0,0.0,24047308026il,il,0
18,240473080260002,44.4,46.9,657,2616,55.1,12.3,16.4,21.8,0.0,173027005337,0.0,0.0,1.0,0.0,24047308026il,il,0
19,240473080260002,40.8,42.5,670,2717,55.2,10.9,16.2,22.3,1.5,173027005337,0.0,0.0,1.0,0.0,24047308026il,il,0
21,240473080260002,35.5,40.3,713,2824,52.4,11.1,19.3,23.4,1.0,173027005337,0.5,0.5,0.0,0.75,24047308026il,il,1
17,260290010260001,14.3,28.6,21,110,93.6,0.0,0.9,56.4,0.9,170444000130,0.0,0.0,1.0,0.0,26029001026il,il,0
18,260290010260001,9.7,19.4,31,116,96.6,0.0,0.0,53.4,0.0,170444000130,0.0,0.0,1.0,0.0,26029001026il,il,0
19,260290010260001,3.6,21.7,27,110,98.2,0.0,0.9,53.6,5.3,170444000130,0.0,0.0,1.0,0.0,26029001026il,il,0
21,260290010260001,5.9,23.5,17,88,97.7,0.0,0.0,46.6,3.4,170444000130,0.4,0.0,0.6,0.2,26029001026il,il,1
17,260290020260001,4.5,18.2,22,101,99.0,0.0,0.0,38.6,1.0,173849003925,0.0,0.0,1.0,0.0,26029002026il,il,0
18,260290020260001,12.5,16.7,24,104,97.1,0.0,0.0,41.3,1.9,173849003925,0.0,0.0,1.0,0.0,26029002026il,il,0
19,260290020260001,11.5,15.3,26,95,95.8,0.0,4.2,36.8,9.9,173849003925,0.0,0.0,1.0,0.0,26029002026il,il,0
21,260290020260001,4.8,14.3,21,84,95.2,0.0,0.0,29.8,2.3,173849003925,0.8,0.0,0.2,0.4,26029002026il,il,1
17,260290030260001,15.6,15.6,33,142,93.7,1.4,1.4,59.2,1.4,171140001370,0.0,0.0,1.0,0.0,26029003026il,il,0
18,260290030260001,2.9,14.7,34,140,96.4,0.0,0.0,55.0,2.9,171140001370,0.0,0.0,1.0,0.0,26029003026il,il,0
19,260290030260001,6.1,24.2,33,132,98.5,0.0,0.0,47.0,6.1,171140001370,0.0,0.0,1.0,0.0,26029003026il,il,0
21,260290030260001,8.3,20.9,24,136,97.1,0.0,0.0,7.4,5.8,171140001370,0.5,0.0,0.5,0.25,26029003026il,il,1
17,260290040260001,33.3,46.7,30,108,98.1,0.9,0.0,37.0,1.9,173696003809,0.0,0.0,1.0,0.0,26029004026il,il,0
18,260290040260001,26.0,26.1,23,102,97.1,0.0,0.0,39.2,0.0,173696003809,0.0,0.0,1.0,0.0,26029004026il,il,0
19,260290040260001,17.4,39.1,23,95,94.7,2.1,2.1,38.9,2.0,173696003809,0.0,0.0,1.0,0.0,26029004026il,il,0
21,260290040260001,27.8,27.8,18,88,95.5,0.0,0.0,34.1,6.0,173696003809,0.2,0.1,0.7,0.2,26029004026il,il,1
17,260290660250001,32.5,28.2,163,722,95.3,1.1,0.6,42.7,1.9,170828000438,0.0,0.0,1.0,0.0,26029066025il,il,0
18,260290660250001,26.0,35.3,150,700,94.6,0.0,1.7,39.9,3.4,170828000438,0.0,0.0,1.0,0.0,26029066025il,il,0
19,260290660250001,31.4,35.3,156,679,94.4,1.3,1.6,40.8,4.5,170828000438,0.0,0.0,1.0,0.0,26029066025il,il,0
21,260290660250001,24.8,24.2,149,662,94.0,0.0,1.7,45.6,6.3,170828000438,0.3,0.5,0.2,0.65,26029066025il,il,1
17,260290970260001,6.0,16.0,136,306,99.7,0.0,0.3,36.3,0.5,170015302517,0.0,0.0,1.0,0.0,26029097026il,il,0
18,260290970260001,16.0,28.0,50,287,98.6,0.0,0.0,43.9,0.0,170015302517,0.0,0.0,1.0,0.0,26029097026il,il,0
19,260290970260001,16.1,26.7,56,279,97.8,0.0,1.4,43.4,3.5,170015302517,0.0,0.0,1.0,0.0,26029097026il,il,0
21,260290970260001,7.3,17.0,41,243,97.1,0.0,0.0,47.3,1.7,170015302517,0.0,0.0,1.0,0.0,26029097026il,il,1
17,260343070160001,24.1,33.7,84,346,96.0,0.0,2.6,34.1,0.9,170138405922,0.0,0.0,1.0,0.0,26034307016il,il,0
18,260343070160001,20.6,23.0,87,332,96.7,0.0,3.0,38.6,1.5,170138405922,0.0,0.0,1.0,0.0,26034307016il,il,0
19,260343070160001,27.4,28.7,74,331,99.1,0.0,0.3,12.7,5.7,170138405922,0.0,0.0,1.0,0.0,26034307016il,il,0
21,260343070160001,19.4,26.9,67,306,93.1,0.0,0.0,41.8,3.8,170138405922,0.5,0.0,0.5,0.25,26034307016il,il,1
17,260343160260001,16.4,23.6,58,196,95.4,1.5,0.0,10.2,1.0,174089004102,0.0,0.0,1.0,0.0,26034316026il,il,0
