year,mergecode,mathpass,elapass,totaltest,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,districtcode,state,year_21
17,010010010260001,42.5,40.0,117,226,97.8,0.4,0.4,44.2,0.7,173099003226,0.0,0.0,1.0,0.0,01001001026il,il,0
18,010010010260001,31.5,42.9,35,246,96.7,0.0,0.0,43.9,0.0,173099003226,0.0,0.0,1.0,0.0,01001001026il,il,0
19,010010010260001,14.7,29.4,34,239,95.4,0.0,0.4,46.4,0.6,173099003226,0.0,0.0,1.0,0.0,01001001026il,il,0
21,010010010260001,19.5,22.0,41,241,96.3,0.0,0.0,36.9,4.6,173099003226,0.0,0.0,1.0,0.0,01001001026il,il,1
17,010010020260001,37.8,37.8,128,277,98.2,0.7,0.4,20.9,0.0,172277002524,0.0,0.0,1.0,0.0,01001002026il,il,0
18,010010020260001,26.0,37.0,46,281,98.6,0.0,0.0,22.4,0.5,172277002524,0.0,0.0,1.0,0.0,01001002026il,il,0
19,010010020260001,42.9,32.6,49,288,97.6,0.3,0.0,20.5,3.0,172277002524,0.0,0.0,1.0,0.0,01001002026il,il,0
21,010010020260001,37.8,26.6,45,270,95.2,0.0,0.0,22.2,2.2,172277002524,0.1,0.0,0.9,0.05,01001002026il,il,1
17,010010030260001,18.3,30.0,61,241,96.7,0.0,0.0,36.9,0.8,170822000431,0.0,0.0,1.0,0.0,01001003026il,il,0
18,010010030260001,28.8,32.6,52,245,96.3,0.0,0.0,42.0,1.2,170822000431,0.0,0.0,1.0,0.0,01001003026il,il,0
19,010010030260001,21.7,26.7,60,237,98.3,0.0,0.0,42.2,3.7,170822000431,0.0,0.0,1.0,0.0,01001003026il,il,0
21,010010030260001,24.5,26.5,49,257,96.9,0.0,0.0,39.3,2.7,170822000431,0.0,0.0,1.0,0.0,01001003026il,il,1
17,010010040260001,25.9,27.8,54,228,97.4,0.4,1.3,28.1,0.4,172559002771,0.0,0.0,1.0,0.0,01001004026il,il,0
18,010010040260001,26.8,35.7,56,209,99.0,0.0,0.0,27.3,0.0,172559002771,0.0,0.0,1.0,0.0,01001004026il,il,0
19,010010040260001,16.3,20.4,49,200,98.5,0.0,1.0,34.0,1.5,172559002771,0.0,0.0,1.0,0.0,01001004026il,il,0
21,010010040260001,10.2,20.5,39,176,96.6,0.0,0.0,34.7,3.4,172559002771,0.3,0.1,0.6,0.25,01001004026il,il,1
17,010011720220003,26.4,34.0,416,1873,84.6,7.5,2.6,45.4,1.9,173300005053,0.0,0.0,1.0,0.0,01001172022il,il,0
18,010011720220003,23.3,29.7,407,1753,82.3,7.8,2.6,50.3,1.8,173300005053,0.0,0.0,1.0,0.0,01001172022il,il,0
19,010011720220003,23.1,30.3,406,1742,81.7,6.7,3.5,48.7,2.4,173300005053,0.0,0.0,1.0,0.0,01001172022il,il,0
21,010011720220003,21.0,28.5,425,1852,79.9,6.9,3.3,46.1,5.5,173300005053,1.0,0.0,0.0,0.5,01001172022il,il,1
17,010050010260001,30.9,40.0,55,184,96.2,0.0,1.1,37.0,1.6,172730002893,0.0,0.0,1.0,0.0,01005001026il,il,0
18,010050010260001,32.6,44.2,43,195,95.9,0.0,0.0,42.6,1.0,172730002893,0.0,0.0,1.0,0.0,01005001026il,il,0
19,010050010260001,27.0,29.7,37,201,96.0,0.5,1.5,38.8,2.4,172730002893,0.0,0.0,1.0,0.0,01005001026il,il,0
21,010050010260001,32.7,34.6,52,216,96.8,0.0,0.0,35.6,5.1,172730002893,0.8,0.1,0.1,0.5,01005001026il,il,1
17,010090150260007,18.6,19.6,529,838,38.4,8.9,50.2,78.2,0.5,170531000216,0.0,0.0,1.0,0.0,01009015026il,il,0
18,010090150260007,7.0,15.8,114,891,38.6,10.2,49.2,72.4,2.4,170531000216,0.0,0.0,1.0,0.0,01009015026il,il,0
19,010090150260007,8.9,16.1,115,896,36.9,10.0,51.7,78.2,8.1,170531000216,0.0,0.0,1.0,0.0,01009015026il,il,0
21,010090150260007,6.7,11.4,105,837,32.1,10.8,54.1,70.3,5.7,170531000216,0.9,0.1,0.0,0.55,01009015026il,il,1
17,010090640260003,8.7,17.4,90,138,94.9,0.0,4.3,44.2,1.4,174041004070,0.0,0.0,1.0,0.0,01009064026il,il,0
18,010090640260003,26.7,20.0,15,135,93.3,0.0,0.0,48.1,1.6,174041004070,0.0,0.0,1.0,0.0,01009064026il,il,0
19,010090640260003,0.0,0.0,13,145,92.4,0.0,4.8,50.3,3.8,174041004070,0.0,0.0,1.0,0.0,01009064026il,il,0
21,010090640260003,16.7,11.1,18,142,90.8,0.0,0.0,50.0,10.5,174041004070,1.0,0.0,0.0,0.5,01009064026il,il,1
17,010092620260002,11.1,16.7,36,137,92.7,2.9,2.9,48.2,2.9,170010505357,0.0,0.0,1.0,0.0,01009262026il,il,0
18,010092620260002,20.0,26.7,30,141,95.0,0.0,0.0,46.8,0.7,170010505357,0.0,0.0,1.0,0.0,01009262026il,il,0
19,010092620260002,22.6,35.5,31,129,98.4,0.0,1.6,41.1,3.6,170010505357,0.0,0.0,1.0,0.0,01009262026il,il,0
21,010092620260002,10.0,16.7,30,123,98.4,0.0,0.0,46.3,2.3,170010505357,0.2,0.0,0.8,0.1,01009262026il,il,1
17,010690010260001,21.1,15.8,92,151,94.0,0.0,0.7,42.4,0.0,171575001885,0.0,0.0,1.0,0.0,01069001026il,il,0
18,010690010260001,15.4,38.5,13,147,92.5,0.0,0.0,36.7,3.7,171575001885,0.0,0.0,1.0,0.0,01069001026il,il,0
19,010690010260001,14.3,28.6,21,217,94.9,0.5,0.0,33.2,4.8,171575001885,0.0,0.0,1.0,0.0,01069001026il,il,0
21,010690010260001,13.8,20.6,29,169,95.9,0.0,0.0,27.2,1.1,171575001885,0.7,0.0,0.3,0.35,01069001026il,il,1
17,010690060260001,20.0,35.0,75,171,97.1,0.6,0.0,31.0,3.5,174128004145,0.0,0.0,1.0,0.0,01069006026il,il,0
18,010690060260001,26.9,42.3,26,172,96.5,0.0,0.0,28.5,2.8,174128004145,0.0,0.0,1.0,0.0,01069006026il,il,0
19,010690060260001,45.7,25.7,35,165,95.8,1.2,0.6,38.2,1.7,174128004145,0.0,0.0,1.0,0.0,01069006026il,il,0
21,010690060260001,21.9,25.1,32,145,94.5,0.0,0.0,44.1,1.9,174128004145,0.6,0.0,0.4,0.3,01069006026il,il,1
17,010690270260001,22.7,27.3,78,146,93.8,0.0,1.4,32.2,0.0,171083001324,0.0,0.0,1.0,0.0,01069027026il,il,0
18,010690270260001,40.0,50.0,30,164,94.5,0.0,0.0,36.6,0.0,171083001324,0.0,0.0,1.0,0.0,01069027026il,il,0
19,010690270260001,21.7,26.1,23,180,93.3,0.0,2.8,37.2,0.8,171083001324,0.0,0.0,1.0,0.0,01069027026il,il,0
21,010690270260001,34.8,34.8,23,190,93.2,0.0,0.0,32.1,1.8,171083001324,0.0,0.0,1.0,0.0,01069027026il,il,1
17,010691170220014,20.5,29.5,221,1007,82.0,6.1,2.9,48.1,3.5,172028002280,0.0,0.0,1.0,0.0,01069117022il,il,0
18,010691170220014,23.5,29.2,205,986,79.5,7.5,3.3,47.4,6.7,172028002280,0.0,0.0,1.0,0.0,01069117022il,il,0
19,010691170220014,18.8,24.2,258,970,78.5,7.2,3.4,47.8,11.7,172028002280,0.0,0.0,1.0,0.0,01069117022il,il,0
21,010691170220014,22.6,25.8,191,916,77.6,8.8,3.4,47.4,8.2,172028002280,0.0,0.0,1.0,0.0,01069117022il,il,1
17,010750030260002,13.6,22.7,22,79,98.7,1.3,0.0,49.4,3.8,173189003346,0.0,0.0,1.0,0.0,01075003026il,il,0
18,010750030260002,11.8,29.4,17,77,98.7,0.0,0.0,49.4,5.2,173189003346,0.0,0.0,1.0,0.0,01075003026il,il,0
19,010750030260002,11.7,40.9,17,74,100.0,0.0,0.0,60.8,9.9,173189003346,0.0,0.0,1.0,0.0,01075003026il,il,0
21,010750030260002,0.0,0.0,16,93,98.9,0.0,0.0,59.1,5.5,173189003346,0.27,0.0,0.73,0.14,01075003026il,il,1
17,010750040260002,12.0,20.0,26,115,97.4,0.0,0.0,60.0,3.5,171779002073,0.0,0.0,1.0,0.0,01075004026il,il,0
18,010750040260002,0.0,9.5,21,101,93.1,0.0,0.0,65.3,8.0,171779002073,0.0,0.0,1.0,0.0,01075004026il,il,0
19,010750040260002,7.7,19.2,26,84,95.2,4.8,0.0,100.0,8.3,171779002073,0.0,0.0,1.0,0.0,01075004026il,il,0
21,010750040260002,5.0,20.0,20,95,100.0,0.0,0.0,0.0,7.5,171779002073,0.3,0.0,0.7,0.15,01075004026il,il,1
17,010750100260009,31.2,31.2,77,316,98.4,0.6,0.3,42.7,2.2,173171003332,0.0,0.0,1.0,0.0,01075010026il,il,0
18,010750100260009,29.2,38.8,72,336,97.3,0.0,0.0,40.2,1.8,173171003332,0.0,0.0,1.0,0.0,01075010026il,il,0
19,010750100260009,24.4,33.8,74,323,96.9,0.6,1.2,36.5,4.6,173171003332,0.0,0.0,1.0,0.0,01075010026il,il,0
21,010750100260009,13.2,22.4,76,323,97.8,0.0,0.0,38.1,5.8,173171003332,0.9,0.0,0.1,0.45,01075010026il,il,1
17,010750120260001,31.6,42.1,38,142,95.8,0.0,1.4,52.1,1.4,170138705910,0.0,0.0,1.0,0.0,01075012026il,il,0
18,010750120260001,33.4,30.6,36,146,94.5,0.0,0.0,55.5,0.7,170138705910,0.0,0.0,1.0,0.0,01075012026il,il,0
19,010750120260001,26.4,35.3,34,140,95.7,0.0,1.4,62.1,5.2,170138705910,0.0,0.0,1.0,0.0,01075012026il,il,0
21,010750120260001,25.0,15.0,20,124,96.8,0.0,0.0,50.8,6.5,170138705910,0.7,0.0,0.3,0.35,01075012026il,il,1
17,010860010260001,21.7,28.3,48,185,98.4,0.0,0.0,37.3,1.6,174266004288,0.0,0.0,1.0,0.0,01086001026il,il,0
18,010860010260001,25.5,34.1,47,178,98.3,0.0,0.0,40.4,0.0,174266004288,0.0,0.0,1.0,0.0,01086001026il,il,0
19,010860010260001,22.5,30.0,40,182,97.3,0.0,1.6,37.4,2.2,174266004288,0.0,0.0,1.0,0.0,01086001026il,il,0
21,010860010260001,7.7,11.5,52,165,97.6,0.0,0.0,46.1,2.8,174266004288,0.6,0.0,0.4,0.3,01086001026il,il,1
17,010860020260001,15.4,30.8,13,58,100.0,0.0,0.0,48.3,0.0,170660000348,0.0,0.0,1.0,0.0,01086002026il,il,0
18,010860020260001,8.3,0.0,12,64,100.0,0.0,0.0,53.1,0.0,170660000348,0.0,0.0,1.0,0.0,01086002026il,il,0
19,010860020260001,15.8,15.8,19,64,96.9,0.0,1.6,51.6,1.5,170660000348,0.0,0.0,1.0,0.0,01086002026il,il,0
21,010860020260001,5.6,0.0,18,73,91.8,0.0,0.0,54.8,0.0,170660000348,0.4,0.0,0.6,0.2,01086002026il,il,1
17,030030010260001,21.7,26.1,24,104,90.4,5.8,1.9,35.6,1.9,172745002912,0.0,0.0,1.0,0.0,03003001026il,il,0
18,030030010260001,29.6,33.3,27,108,88.9,0.0,0.0,41.7,0.9,172745002912,0.0,0.0,1.0,0.0,03003001026il,il,0
19,030030010260001,8.0,16.0,25,121,92.6,1.7,2.5,42.1,6.1,172745002912,0.0,0.0,1.0,0.0,03003001026il,il,0
21,030030010260001,3.7,3.7,27,111,90.1,0.0,0.0,55.0,2.6,172745002912,0.4,0.0,0.6,0.2,03003001026il,il,1
17,030030020260001,37.5,32.5,120,537,89.0,3.7,2.4,39.1,1.5,171773002067,0.0,0.0,1.0,0.0,03003002026il,il,0
18,030030020260001,34.2,39.7,126,524,90.3,2.3,2.1,36.1,1.1,171773002067,0.0,0.0,1.0,0.0,03003002026il,il,0
19,030030020260001,25.4,29.5,123,539,90.2,2.2,1.7,36.4,2.9,171773002067,0.0,0.0,1.0,0.0,03003002026il,il,0
21,030030020260001,31.8,29.5,129,547,90.7,0.0,0.0,43.3,2.7,171773002067,0.9,0.0,0.1,0.45,03003002026il,il,1
17,030110010260002,19.0,19.0,21,91,100.0,0.0,0.0,13.2,0.0,172676002858,0.0,0.0,1.0,0.0,03011001026il,il,0
18,030110010260002,23.8,23.8,21,90,98.9,0.0,0.0,17.8,5.6,172676002858,0.0,0.0,1.0,0.0,03011001026il,il,0
19,030110010260002,20.0,33.3,15,80,96.3,0.0,1.3,26.3,3.6,172676002858,0.0,0.0,1.0,0.0,03011001026il,il,0
21,030110010260002,21.4,28.6,14,89,93.3,0.0,0.0,43.8,1.1,172676002858,0.1,0.0,0.9,0.05,03011001026il,il,1
17,030110030260006,33.7,31.4,180,778,95.0,0.5,1.4,44.7,2.6,173870003938,0.0,0.0,1.0,0.0,03011003026il,il,0
18,030110030260006,34.9,37.3,166,761,95.5,0.0,1.3,41.5,1.3,173870003938,0.0,0.0,1.0,0.0,03011003026il,il,0
19,030110030260006,23.8,27.0,192,755,93.6,0.3,1.7,43.7,5.5,173870003938,0.0,0.0,1.0,0.0,03011003026il,il,0
21,030110030260006,12.6,16.6,174,761,93.2,0.0,1.7,41.0,1.7,173870003938,0.6,0.3,0.1,0.6,03011003026il,il,1
17,030110040260002,16.0,32.0,25,82,97.6,0.0,0.0,24.4,0.0,171341001632,0.0,0.0,1.0,0.0,03011004026il,il,0
18,030110040260002,4.2,16.7,24,84,96.4,0.0,0.0,38.1,1.2,171341001632,0.0,0.0,1.0,0.0,03011004026il,il,0
19,030110040260002,0.0,28.7,10,75,96.0,0.0,2.7,38.7,3.7,171341001632,0.0,0.0,1.0,0.0,03011004026il,il,0
21,030110040260002,7.7,15.4,13,76,97.4,0.0,0.0,42.1,4.0,171341001632,0.4,0.2,0.4,0.4,03011004026il,il,1
17,030110080260006,27.2,42.0,81,407,97.5,0.0,0.5,47.7,0.7,173063003186,0.0,0.0,1.0,0.0,03011008026il,il,0
18,030110080260006,16.3,26.9,104,399,97.0,0.0,0.0,51.9,1.5,173063003186,0.0,0.0,1.0,0.0,03011008026il,il,0
19,030110080260006,19.3,29.5,89,394,96.7,0.0,1.0,55.8,4.0,173063003186,0.0,0.0,1.0,0.0,03011008026il,il,0
21,030110080260006,17.6,22.0,91,394,94.2,0.0,0.0,50.0,6.5,173063003186,0.7,0.0,0.3,0.35,03011008026il,il,1
17,030110140240001,19.2,19.2,102,163,93.3,0.6,2.5,60.1,1.1,173664005069,0.0,0.0,1.0,0.0,03011014024il,il,0
18,030110140240001,7.1,14.2,14,167,92.2,0.0,0.0,56.3,2.2,173664005069,0.0,0.0,1.0,0.0,03011014024il,il,0
19,030110140240001,0.0,22.2,19,151,91.4,0.0,3.3,57.6,3.3,173664005069,0.0,0.0,1.0,0.0,03011014024il,il,0
21,030110140240001,8.0,24.0,26,141,91.5,0.0,0.0,57.4,1.2,173664005069,0.3,0.0,0.7,0.15,03011014024il,il,1
17,030250100260001,38.2,36.4,55,258,97.7,0.8,0.4,41.1,2.7,170351000034,0.0,0.0,1.0,0.0,03025010026il,il,0
18,030250100260001,37.5,32.9,64,224,98.2,0.0,0.0,41.5,1.3,170351000034,0.0,0.0,1.0,0.0,03025010026il,il,0
19,030250100260001,27.6,25.6,47,224,97.8,1.3,0.4,37.5,4.9,170351000034,0.0,0.0,1.0,0.0,03025010026il,il,0
21,030250100260001,20.0,20.0,55,245,95.9,0.0,0.0,44.5,2.2,170351000034,0.1,0.0,0.9,0.05,03025010026il,il,1
17,030250200260001,54.2,29.2,91,159,95.6,0.0,3.8,49.1,3.3,170546000225,0.0,0.0,1.0,0.0,03025020026il,il,0
18,030250200260001,37.6,56.3,16,150,98.0,0.0,0.0,44.0,0.0,170546000225,0.0,0.0,1.0,0.0,03025020026il,il,0
19,030250200260001,36.8,26.3,19,157,96.8,0.0,1.3,41.4,1.1,170546000225,0.0,0.0,1.0,0.0,03025020026il,il,0
21,030250200260001,30.7,11.5,26,161,94.4,0.0,0.0,98.8,4.0,170546000225,0.1,0.0,0.9,0.05,03025020026il,il,1
17,030250300260001,50.0,46.7,91,173,98.8,0.0,0.0,34.1,0.9,171224001477,0.0,0.0,1.0,0.0,03025030026il,il,0
18,030250300260001,43.3,36.7,30,190,97.9,0.0,0.0,31.6,0.0,171224001477,0.0,0.0,1.0,0.0,03025030026il,il,0
19,030250300260001,26.1,26.0,23,194,97.9,0.0,1.0,21.1,1.7,171224001477,0.0,0.0,1.0,0.0,03025030026il,il,0
21,030250300260001,25.8,25.8,31,211,96.7,0.0,0.0,18.5,2.2,171224001477,0.0,0.0,1.0,0.0,03025030026il,il,1
17,030250400260001,34.6,41.5,166,715,93.8,0.6,3.1,30.6,1.1,171356001648,0.0,0.0,1.0,0.0,03025040026il,il,0
18,030250400260001,34.2,36.9,152,737,92.4,0.0,3.5,36.4,1.6,171356001648,0.0,0.0,1.0,0.0,03025040026il,il,0
19,030250400260001,30.1,33.1,166,715,91.3,1.1,3.5,33.4,5.9,171356001648,0.0,0.0,1.0,0.0,03025040026il,il,0
21,030250400260001,25.0,28.3,180,742,88.5,0.0,5.1,32.6,5.0,171356001648,0.0,0.0,1.0,0.0,03025040026il,il,1
17,030250500260001,48.6,37.5,74,337,99.7,0.3,0.0,10.1,0.0,173876003944,0.0,0.0,1.0,0.0,03025050026il,il,0
18,030250500260001,57.2,48.8,84,316,99.7,0.0,0.0,7.6,0.3,173876003944,0.0,0.0,1.0,0.0,03025050026il,il,0
19,030250500260001,51.4,50.0,72,334,98.8,0.3,0.3,2.1,0.9,173876003944,0.0,0.0,1.0,0.0,03025050026il,il,0
21,030250500260001,40.2,42.7,82,326,98.5,0.0,0.0,8.6,0.6,173876003944,0.3,0.0,0.7,0.15,03025050026il,il,1
17,030262010260003,15.4,7.7,13,95,92.6,0.0,3.2,43.2,1.1,170744000383,0.0,0.0,1.0,0.0,03026201026il,il,0
18,030262010260003,5.3,10.5,19,75,92.0,0.0,0.0,52.0,0.0,170744000383,0.0,0.0,1.0,0.0,03026201026il,il,0
19,030262010260003,11.5,11.5,26,80,92.5,0.0,2.5,58.8,5.1,170744000383,0.0,0.0,1.0,0.0,03026201026il,il,0
21,030262010260003,5.3,10.5,19,75,97.3,0.0,0.0,48.0,4.8,170744000383,0.6,0.0,0.4,0.3,03026201026il,il,1
17,030262020260002,18.8,31.3,32,124,95.2,0.0,0.8,41.1,1.6,173723003864,0.0,0.0,1.0,0.0,03026202026il,il,0
18,030262020260002,7.7,26.9,26,119,95.8,0.0,0.0,42.0,0.0,173723003864,0.0,0.0,1.0,0.0,03026202026il,il,0
19,030262020260002,7.1,42.8,28,110,97.3,1.8,0.9,46.4,9.4,173723003864,0.0,0.0,1.0,0.0,03026202026il,il,0
21,030262020260002,3.8,15.3,26,121,92.6,0.0,0.0,42.1,4.1,173723003864,0.8,0.0,0.2,0.4,03026202026il,il,1
17,030262030260001,21.5,24.3,109,423,95.3,0.2,1.2,49.6,1.4,174014004044,0.0,0.0,1.0,0.0,03026203026il,il,0
18,030262030260001,16.9,21.1,95,429,94.6,0.0,2.6,50.8,0.2,174014004044,0.0,0.0,1.0,0.0,03026203026il,il,0
19,030262030260001,16.3,17.4,92,407,94.3,0.7,2.5,50.4,3.9,174014004044,0.0,0.0,1.0,0.0,03026203026il,il,0
21,030262030260001,19.3,20.5,83,397,95.5,0.0,0.0,54.2,3.5,174014004044,0.7,0.0,0.3,0.35,03026203026il,il,1
17,030262040260002,4.2,20.8,130,232,99.1,0.4,0.4,62.5,2.3,173309003435,0.0,0.0,1.0,0.0,03026204026il,il,0
18,030262040260002,3.6,14.3,28,250,98.8,0.0,0.0,48.4,4.9,173309003435,0.0,0.0,1.0,0.0,03026204026il,il,0
19,030262040260002,25.0,21.9,32,231,99.6,0.0,0.4,55.0,0.7,173309003435,0.0,0.0,1.0,0.0,03026204026il,il,0
21,030262040260002,22.6,19.4,32,230,98.3,0.0,0.0,55.7,0.7,173309003435,0.1,0.0,0.9,0.05,03026204026il,il,1
17,030680020260001,33.3,38.9,37,145,95.9,1.4,0.7,42.8,1.4,173066003190,0.0,0.0,1.0,0.0,03068002026il,il,0
18,030680020260001,14.7,23.5,34,146,97.3,0.0,0.0,46.6,2.7,173066003190,0.0,0.0,1.0,0.0,03068002026il,il,0
19,030680020260001,20.6,23.5,34,146,97.3,0.0,0.7,50.7,6.1,173066003190,0.0,0.0,1.0,0.0,03068002026il,il,0
21,030680020260001,24.2,27.3,33,140,94.3,0.0,0.0,42.9,1.4,173066003190,0.4,0.0,0.6,0.2,03068002026il,il,1
17,030680030260001,27.6,31.4,107,498,94.6,1.6,2.4,43.6,2.2,171920002206,0.0,0.0,1.0,0.0,03068003026il,il,0
18,030680030260001,20.2,26.3,99,519,94.0,0.0,0.0,38.3,3.7,171920002206,0.0,0.0,1.0,0.0,03068003026il,il,0
19,030680030260001,16.8,35.2,130,484,93.0,1.4,2.9,35.5,5.2,171920002206,0.0,0.0,1.0,0.0,03068003026il,il,0
21,030680030260001,13.0,18.0,100,452,93.6,0.0,2.4,39.2,3.1,171920002206,0.0,0.0,1.0,0.0,03068003026il,il,1
17,030680120260001,23.2,27.4,96,420,93.3,1.0,1.9,52.6,1.0,172325002560,0.0,0.0,1.0,0.0,03068012026il,il,0
18,030680120260001,10.5,11.7,86,395,93.2,0.0,0.0,49.9,1.3,172325002560,0.0,0.0,1.0,0.0,03068012026il,il,0
19,030680120260001,25.9,29.6,83,389,93.3,1.3,2.3,57.8,6.5,172325002560,0.0,0.0,1.0,0.0,03068012026il,il,0
21,030680120260001,22.9,31.4,83,415,90.8,0.0,4.1,51.6,4.5,172325002560,0.6,0.0,0.4,0.3,03068012026il,il,1
17,030680220260001,41.3,34.8,174,296,97.0,0.0,0.3,43.9,0.0,172856002990,0.0,0.0,1.0,0.0,03068022026il,il,0
18,030680220260001,24.3,27.0,37,304,96.1,0.0,0.0,43.4,0.6,172856002990,0.0,0.0,1.0,0.0,03068022026il,il,0
19,030680220260001,13.6,27.3,44,299,94.6,0.0,2.3,40.5,0.5,172856002990,0.0,0.0,1.0,0.0,03068022026il,il,0
21,030680220260001,12.8,23.1,39,298,95.3,0.0,0.0,37.9,1.7,172856002990,0.0,0.0,1.0,0.0,03068022026il,il,1
17,040041000260001,19.7,21.3,319,1263,49.1,2.8,44.4,52.3,0.6,170579000255,0.0,0.0,1.0,0.0,04004100026il,il,0
18,040041000260001,21.9,28.2,287,1245,47.4,3.0,45.5,48.6,1.2,170579000255,0.0,0.0,1.0,0.0,04004100026il,il,0
19,040041000260001,17.8,18.6,270,1214,47.0,2.6,46.3,57.6,5.4,170579000255,0.0,0.0,1.0,0.0,04004100026il,il,0
21,040041000260001,11.8,19.6,271,1245,45.5,2.2,48.0,43.2,3.7,170579000255,0.5,0.4,0.1,0.65,04004100026il,il,1
17,040041000260002,30.9,35.6,351,1505,64.3,3.5,27.4,37.6,0.9,170579005909,0.0,0.0,1.0,0.0,04004100026il,il,0
18,040041000260002,30.7,35.1,316,1515,63.4,3.5,29.0,32.7,1.1,170579005909,0.0,0.0,1.0,0.0,04004100026il,il,0
19,040041000260002,29.1,35.1,384,1432,62.3,3.8,29.4,35.2,3.0,170579005909,0.0,0.0,1.0,0.0,04004100026il,il,0
21,040041000260002,25.4,34.9,293,1418,63.4,3.9,28.8,28.2,2.5,170579005909,0.5,0.4,0.1,0.65,04004100026il,il,1
17,040042000260003,29.5,34.1,132,524,67.2,1.5,25.8,48.9,0.6,172870003013,0.0,0.0,1.0,0.0,04004200026il,il,0
18,040042000260003,31.1,39.4,122,503,69.8,0.0,23.7,45.3,0.6,172870003013,0.0,0.0,1.0,0.0,04004200026il,il,0
19,040042000260003,25.2,30.9,123,478,69.2,1.5,23.2,41.6,2.4,172870003013,0.0,0.0,1.0,0.0,04004200026il,il,0
21,040042000260003,15.6,21.2,90,469,62.7,0.0,27.5,36.9,3.8,172870003013,0.0,0.0,1.0,0.0,04004200026il,il,1
17,041011220220002,26.5,35.7,464,2093,75.6,4.5,12.1,52.7,1.2,171824002100,0.0,0.0,1.0,0.0,04101122022il,il,0
18,041011220220002,18.5,29.9,497,1529,74.6,5.0,12.3,49.2,2.3,171824002100,0.0,0.0,1.0,0.0,04101122022il,il,0
19,041011220220002,26.5,27.4,464,1533,73.5,4.3,13.3,50.1,5.5,171824002100,0.0,0.0,1.0,0.0,04101122022il,il,0
21,041011220220002,19.4,23.9,420,1953,69.6,5.9,14.5,45.4,3.7,171824002100,0.82,0.0,0.18,0.41,04101122022il,il,1
17,041012050250001,38.5,40.6,306,1859,28.8,42.7,18.8,49.0,5.2,173451003599,0.0,0.0,1.0,0.0,04101205025il,il,0
18,041012050250001,36.3,40.5,334,1805,28.8,41.5,19.3,53.2,4.9,173451003599,0.0,0.0,1.0,0.0,04101205025il,il,0
19,041012050250001,27.6,33.1,391,1818,28.5,41.1,19.7,61.6,9.5,173451003599,0.0,0.0,1.0,0.0,04101205025il,il,0
21,041012050250001,27.2,34.3,294,1756,28.2,40.8,19.3,57.8,14.3,173451003599,0.5,0.1,0.4,0.35,04101205025il,il,1
17,041012050250002,18.7,22.2,368,1990,33.2,23.3,27.6,48.3,7.5,173451003600,0.0,0.0,1.0,0.0,04101205025il,il,0
18,041012050250002,15.3,21.1,361,1864,31.8,25.9,27.0,54.7,4.5,173451003600,0.0,0.0,1.0,0.0,04101205025il,il,0
19,041012050250002,9.6,16.3,431,1799,29.7,27.7,27.5,65.5,8.3,173451003600,0.0,0.0,1.0,0.0,04101205025il,il,0
21,041012050250002,7.4,13.9,294,1520,29.0,28.0,29.7,62.9,10.6,173451003600,0.6,0.1,0.3,0.4,04101205025il,il,1
17,041012050250003,25.9,35.3,368,1721,37.1,23.6,30.4,37.4,3.0,173451003577,0.0,0.0,1.0,0.0,04101205025il,il,0
18,041012050250003,14.2,21.2,302,1744,37.0,23.5,29.5,39.9,2.5,173451003577,0.0,0.0,1.0,0.0,04101205025il,il,0
19,041012050250003,17.3,24.1,471,1786,37.7,24.4,26.8,50.8,6.5,173451003577,0.0,0.0,1.0,0.0,04101205025il,il,0
21,041012050250003,16.8,30.3,347,1805,39.7,24.2,23.5,46.7,5.9,173451003577,0.6,0.1,0.3,0.4,04101205025il,il,1
17,041012050250004,11.3,16.2,332,1629,28.6,23.2,41.0,50.5,4.7,173451003585,0.0,0.0,1.0,0.0,04101205025il,il,0
18,041012050250004,11.0,14.5,282,1680,26.1,22.1,44.0,55.8,4.2,173451003585,0.0,0.0,1.0,0.0,04101205025il,il,0
19,041012050250004,9.9,15.4,333,1715,24.4,21.0,46.2,69.2,8.8,173451003585,0.0,0.0,1.0,0.0,04101205025il,il,0
21,041012050250004,3.5,9.6,343,1793,20.6,18.9,52.7,61.0,9.7,173451003585,0.6,0.1,0.3,0.4,04101205025il,il,1
17,041012070160001,57.3,60.6,522,2073,85.9,1.7,6.6,20.3,0.8,171962002236,0.0,0.0,1.0,0.0,04101207016il,il,0
18,041012070160001,54.9,60.9,496,2006,86.1,1.7,6.7,21.3,0.7,171962002236,0.0,0.0,1.0,0.0,04101207016il,il,0
19,041012070160001,49.7,54.1,450,1990,84.6,1.9,7.4,18.9,2.2,171962002236,0.0,0.0,1.0,0.0,04101207016il,il,0
21,041012070160001,46.0,53.5,467,1937,81.8,1.8,10.0,20.8,1.1,171962002236,0.91,0.0,0.09,0.45,04101207016il,il,1
17,041013200260001,14.0,10.0,52,276,62.7,4.3,28.6,67.4,1.4,173660003768,0.0,0.0,1.0,0.0,04101320026il,il,0
18,041013200260001,31.6,28.4,60,248,60.5,0.0,29.8,66.5,0.8,173660003768,0.0,0.0,1.0,0.0,04101320026il,il,0
19,041013200260001,33.9,17.0,59,246,58.5,3.3,32.5,63.0,7.5,173660003768,0.0,0.0,1.0,0.0,04101320026il,il,0
