year,mergecode,totalenroll,white,black,hispanic,lowincome,droprate,NCESSchoolID,hybridper,virtualper,inpersonper,schoolmode,charter,districtcode,state,year_21
21,130586000160001,666,92.9,0.0,1.5,46.4,3.8,173519003681,0.7,0.1,0.2,0.45,0,13058600016il,il,1
17,130587220260001,73,97.3,1.4,0.0,58.9,1.4,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
18,130587220260001,72,97.2,0.0,0.0,66.7,4.2,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
19,130587220260001,69,97.1,1.4,0.0,66.7,7.7,170140403080,0.0,0.0,1.0,0.0,0,13058722026il,il,0
21,130587220260001,60,93.3,0.0,0.0,78.3,3.4,170140403080,0.8,0.0,0.2,0.4,0,13058722026il,il,1
17,130950100260001,262,92.4,0.8,4.2,30.5,0.0,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
18,130950100260001,271,92.3,0.0,5.2,32.5,0.6,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
19,130950100260001,266,93.6,0.4,4.1,31.2,6.0,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,0
21,130950100260001,277,95.3,0.0,3.6,31.0,2.6,174175004182,0.0,0.0,1.0,0.0,0,13095010026il,il,1
17,130950990160001,411,96.4,1.0,0.2,30.2,0.7,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
18,130950990160001,399,96.0,0.0,0.0,28.6,1.0,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
19,130950990160001,408,95.8,0.5,1.0,28.2,2.4,172774002947,0.0,0.0,1.0,0.0,0,13095099016il,il,0
21,130950990160001,408,93.9,0.0,3.2,32.8,2.1,172774002947,0.9,0.0,0.1,0.45,0,13095099016il,il,1
17,150162990250001,1165,11.2,12.4,58.8,86.2,0.2,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250001,1227,12.3,11.8,59.2,83.4,0.7,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250001,1289,16.1,11.2,58.7,75.3,3.4,170993000587,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250001,1454,26.0,7.6,53.6,58.9,1.5,170993000587,0.6,0.4,0.0,0.7,0,15016299025il,il,1
17,150162990250003,769,0.9,49.4,48.9,94.0,1.3,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250003,778,0.0,50.3,48.6,92.4,2.1,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250003,828,0.5,60.7,38.4,90.0,13.9,170993000626,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250003,731,0.0,64.6,34.5,87.6,6.2,170993000626,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250006,500,0.8,41.4,57.4,92.6,0.0,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250006,479,0.0,40.3,58.5,93.5,0.6,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250006,481,1.2,35.6,63.0,85.0,1.3,170993000671,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250006,435,0.0,38.6,60.0,73.8,1.9,170993000671,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250011,830,0.5,11.7,87.6,98.8,2.2,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250011,728,0.0,8.5,90.8,99.5,2.9,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250011,651,0.8,12.9,86.2,97.4,12.9,170993000788,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250011,532,0.0,11.1,87.0,98.3,6.8,170993000788,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250012,226,0.0,99.1,0.4,98.2,0.4,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250012,244,0.0,98.0,0.0,97.5,0.0,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250012,203,0.0,96.6,2.0,92.6,21.6,170993000792,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250012,284,0.0,96.8,0.0,94.4,6.8,170993000792,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250013,838,3.3,19.9,74.9,95.7,8.5,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250013,798,2.6,22.1,73.8,95.9,0.4,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250013,739,2.3,21.5,75.1,94.5,12.4,170993000799,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250013,598,4.3,19.4,75.3,92.3,8.2,170993000799,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250014,1042,1.5,3.3,89.4,96.5,0.0,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250014,1064,1.4,3.1,89.8,95.7,0.3,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250014,1067,1.3,3.2,91.0,92.9,0.8,170993006282,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250014,1075,1.3,2.8,92.5,89.0,0.4,170993006282,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250015,303,0.7,39.6,59.1,97.4,0.0,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250015,330,0.0,38.2,61.2,99.4,0.0,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250015,342,0.6,37.7,61.1,97.1,20.1,170993000809,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250015,317,0.0,31.5,66.9,94.0,11.1,170993000809,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250016,474,0.2,99.2,0.4,94.5,1.9,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250016,382,0.0,99.2,0.0,96.6,5.0,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250016,328,0.3,97.6,1.8,94.8,15.2,170993000851,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250016,294,0.0,98.6,0.0,89.5,5.2,170993000851,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250017,165,0.0,95.2,3.6,99.4,0.0,170993000852,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250017,133,0.0,96.2,0.0,98.5,0.8,170993000852,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250017,86,0.0,96.5,3.5,90.7,26.9,170993000852,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250017,21,0.0,95.2,0.0,90.5,0.0,170993000852,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250019,145,0.7,97.2,2.1,100.0,4.1,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250019,136,0.0,98.5,0.0,99.3,5.1,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250019,98,0.0,95.9,1.0,99.0,27.2,170993000879,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250019,84,0.0,98.8,0.0,94.0,13.1,170993000879,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250020,1755,2.3,7.3,89.6,96.9,1.1,170993000889,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250020,1778,2.1,6.6,90.6,96.5,2.6,170993000889,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250020,1691,1.9,6.5,90.8,95.5,8.1,170993000889,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250020,1721,1.8,5.5,92.2,88.3,2.6,170993000889,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250021,719,0.0,98.2,0.8,98.6,0.0,170993000893,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250021,850,0.0,98.7,0.0,98.7,0.1,170993000893,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250021,776,0.0,98.6,1.0,96.8,8.3,170993000893,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250021,734,0.0,99.3,0.0,98.8,3.2,170993000893,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250022,2014,1.5,3.5,81.2,95.7,2.7,170993000920,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250022,1881,1.6,3.9,80.8,96.1,3.2,170993000920,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250022,1895,1.8,4.1,79.6,94.1,11.7,170993000920,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250022,1769,1.8,4.4,77.7,93.4,5.0,170993000920,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250023,513,1.6,7.0,90.4,96.9,3.9,170993000923,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250023,459,0.0,7.2,90.2,96.1,1.8,170993000923,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250023,405,2.5,5.7,91.1,97.0,13.8,170993000923,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250023,384,0.0,7.0,90.1,93.8,8.2,170993000923,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250024,1647,23.4,3.6,70.7,72.9,1.8,170993000924,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250024,1688,20.8,3.9,73.0,75.0,3.8,170993000924,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250024,1588,20.0,3.1,74.5,66.2,7.8,170993000924,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250024,1467,19.2,2.4,76.6,59.9,4.6,170993000924,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250025,1776,4.1,84.7,4.6,62.2,0.0,170993000925,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250025,1756,5.4,84.0,4.4,59.8,0.6,170993000925,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250025,1860,5.1,84.4,4.7,57.1,2.3,170993000925,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250025,2116,4.0,86.3,4.6,59.5,0.9,170993000925,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250026,1297,12.9,10.6,70.5,81.7,0.8,170993000941,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250026,1391,13.6,9.1,70.5,81.0,0.1,170993000941,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250026,1383,13.0,10.3,70.4,72.3,4.5,170993000941,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250026,1352,10.8,10.8,72.3,76.3,1.3,170993000941,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250027,4195,36.8,8.2,41.0,50.9,0.0,170993000942,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250027,4429,35.4,7.9,40.7,47.4,0.4,170993000942,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250027,4517,36.9,7.9,40.4,43.6,0.9,170993000942,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250027,4425,39.0,6.6,37.4,39.7,0.6,170993000942,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250029,358,0.0,97.8,1.7,99.4,2.5,170993000972,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250029,337,0.0,98.2,0.0,97.6,4.8,170993000972,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250029,251,0.0,98.8,1.2,96.8,17.0,170993000972,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250029,211,0.0,97.6,0.0,98.6,8.4,170993000972,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250030,1472,20.2,11.9,35.0,86.4,0.2,170993000977,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250030,1451,19.6,11.6,35.6,88.1,3.0,170993000977,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250030,1486,16.8,13.5,38.5,86.5,6.4,170993000977,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250030,1619,13.9,15.1,44.3,84.1,2.7,170993000977,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250031,1408,0.4,97.3,1.3,87.9,0.4,170993001002,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250031,1267,0.0,97.8,1.0,88.6,1.0,170993001002,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250031,1225,0.2,97.4,1.4,86.1,6.7,170993001002,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250031,1078,0.0,97.0,2.2,77.3,2.2,170993001002,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250034,528,0.2,98.5,0.9,97.5,0.0,170993001061,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250034,623,0.0,98.1,0.0,95.5,1.1,170993001061,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250034,738,0.1,98.2,1.5,94.4,14.2,170993001061,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250034,590,0.0,96.9,0.0,96.4,7.3,170993001061,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250035,1191,5.5,14.6,70.4,96.1,2.3,170993001093,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250035,1113,5.8,14.6,68.9,96.0,1.5,170993001093,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250035,954,5.8,12.8,70.4,94.1,9.4,170993001093,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250035,1013,5.4,11.5,72.4,91.1,3.8,170993001093,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250036,1793,5.9,11.2,79.6,92.5,1.5,170993001111,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250036,1751,5.3,10.1,81.8,92.1,1.7,170993001111,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250036,1607,5.4,9.9,81.8,88.6,8.1,170993001111,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250036,1510,4.7,8.3,83.2,89.5,3.4,170993001111,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250037,1415,10.6,26.4,43.9,82.4,1.1,170993001114,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250037,1449,11.1,25.6,42.3,81.3,1.3,170993001114,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250037,1414,10.8,25.4,42.0,79.6,5.8,170993001114,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250037,1546,14.6,25.1,41.6,76.5,2.8,170993001114,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250039,638,0.6,93.7,3.9,80.1,0.0,170993000931,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250039,599,0.0,94.0,3.8,80.1,0.3,170993000931,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250039,514,0.2,94.2,4.1,79.2,3.6,170993000931,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250039,462,0.0,95.2,2.2,75.3,1.4,170993000931,0.5,0.5,0.0,0.75,0,15016299025il,il,1
17,150162990250041,1351,8.2,14.2,73.4,91.1,0.1,170993001139,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250041,1262,8.8,14.8,72.7,90.9,0.3,170993001139,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250041,1227,8.9,15.8,71.4,82.9,9.4,170993001139,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250041,1151,5.5,18.2,72.0,85.0,4.1,170993001139,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250042,608,5.9,39.3,38.0,95.4,3.0,170993001149,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250042,730,6.0,41.6,33.8,93.7,2.1,170993001149,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250042,654,7.0,39.4,34.9,88.1,7.1,170993001149,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250042,593,9.1,37.6,41.0,93.3,3.0,170993001149,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250043,3267,47.3,2.6,40.1,57.1,0.6,170993001153,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250043,3371,46.4,2.3,39.4,54.5,2.1,170993001153,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250043,3398,46.9,2.2,39.8,46.6,4.6,170993001153,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250043,3949,44.7,2.7,41.7,52.2,1.9,170993001153,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250044,272,9.2,59.9,26.8,95.2,2.9,170993001161,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250044,249,8.8,53.8,34.9,94.8,4.4,170993001161,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250044,214,10.3,49.1,39.3,93.5,21.4,170993001161,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250044,203,9.9,39.9,47.8,96.1,10.3,170993001161,0.5,0.5,0.0,0.75,0,15016299025il,il,1
17,150162990250046,1734,17.0,10.3,56.7,75.4,0.0,170993001180,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250046,1726,16.3,11.0,57.2,75.5,0.1,170993001180,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250046,1772,16.4,9.8,57.6,66.3,1.0,170993001180,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250046,1674,17.2,10.2,54.3,66.7,0.4,170993001180,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250047,2133,27.7,20.8,35.5,54.6,0.2,170993001185,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250047,2113,28.3,21.5,34.9,55.2,0.4,170993001185,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250047,2104,28.7,21.3,33.2,46.8,3.9,170993001185,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250047,2117,31.8,20.5,32.5,46.3,1.7,170993001185,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250048,1418,5.6,5.8,87.4,90.9,2.2,170993001189,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250048,1440,5.4,5.4,87.6,92.2,2.0,170993001189,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250048,1435,4.8,4.8,88.5,85.8,5.5,170993001189,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250048,1503,4.4,5.4,88.4,85.6,2.6,170993001189,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250049,377,2.7,52.8,43.8,93.1,1.3,170993001192,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250049,380,3.4,51.6,43.7,91.3,0.5,170993001192,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250049,358,5.0,47.8,44.7,89.7,8.4,170993001192,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250049,312,3.8,47.1,47.4,81.7,4.7,170993001192,0.3,0.7,0.0,0.85,0,15016299025il,il,1
17,150162990250052,585,0.7,72.3,25.0,88.9,0.5,170993006260,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250052,481,0.0,73.2,24.1,86.7,0.0,170993006260,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250052,428,0.7,73.4,24.1,86.7,4.7,170993006260,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250052,435,0.0,81.8,15.9,88.0,0.5,170993006260,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,150162990250053,729,21.8,19.8,51.7,61.2,0.4,170993006250,0.0,0.0,1.0,0.0,0,15016299025il,il,0
18,150162990250053,711,22.9,19.3,51.2,59.6,0.0,170993006250,0.0,0.0,1.0,0.0,0,15016299025il,il,0
19,150162990250053,711,22.8,17.9,52.0,47.8,2.2,170993006250,0.0,0.0,1.0,0.0,0,15016299025il,il,0
21,150162990250053,781,18.4,22.9,52.4,59.0,1.3,170993006250,0.4,0.6,0.0,0.8,0,15016299025il,il,1
17,15016299025010C,324,0.0,98.8,0.9,88.0,1.5,170993005884,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025010C,260,0.0,99.6,0.0,85.0,0.8,170993005884,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025010C,258,0.0,99.2,0.4,85.7,2.0,170993005884,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025010C,215,0.0,99.1,0.0,87.4,2.9,170993005884,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025012C,756,0.7,3.3,95.8,98.3,1.6,170993006103,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025012C,749,0.0,3.2,96.3,99.3,0.5,170993006103,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025012C,741,0.3,2.2,97.3,94.7,3.6,170993006103,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025012C,596,0.0,2.2,97.5,96.1,0.0,170993006103,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025013C,365,0.0,97.5,1.6,80.8,0.5,170993006132,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025013C,316,0.0,97.8,0.0,81.6,0.3,170993006132,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025013C,331,0.0,97.9,1.2,80.4,2.5,170993006132,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025013C,337,0.0,99.4,0.0,87.5,0.9,170993006132,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025015C,498,0.4,63.3,35.7,95.6,1.8,170993006088,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025015C,538,0.0,63.9,34.9,96.3,1.1,170993006088,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025015C,545,0.7,62.9,35.6,96.3,4.2,170993006088,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025015C,521,0.0,58.5,35.9,95.6,0.8,170993006088,0.6,0.4,0.0,0.7,1,15016299025il,il,1
17,15016299025019C,305,0.0,99.0,0.7,96.7,0.0,170993006241,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025019C,306,0.0,99.3,0.0,97.7,0.0,170993006241,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025019C,346,0.0,99.4,0.0,95.1,2.3,170993006241,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025019C,243,0.0,99.6,0.0,93.0,0.5,170993006241,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025020C,129,0.8,0.8,97.7,96.1,48.1,170993006238,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025020C,86,0.0,0.0,98.8,100.0,30.2,170993006238,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025020C,89,1.1,0.0,97.8,96.6,34.9,170993006238,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025020C,97,0.0,0.0,97.9,97.9,1.0,170993006238,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025022C,986,4.8,5.4,87.1,83.5,0.2,170993006293,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025022C,1010,5.0,4.7,88.3,83.6,0.3,170993006293,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025022C,1008,3.5,4.1,91.5,84.3,19.4,170993006293,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025022C,1006,2.8,3.7,93.2,87.9,0.2,170993006293,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025027C,285,2.8,76.1,19.3,94.0,2.5,170993006472,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025027C,258,0.0,86.8,10.1,94.2,0.8,170993006472,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025027C,235,1.3,90.2,7.2,91.9,8.1,170993006472,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025027C,113,0.0,88.5,8.8,83.2,2.0,170993006472,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025028C,1007,0.5,2.8,95.9,94.3,0.2,170993006452,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025028C,985,0.0,3.0,95.2,95.2,0.0,170993006452,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025028C,974,0.8,3.8,94.7,95.7,1.7,170993006452,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025028C,979,1.2,4.3,94.2,94.9,0.1,170993006452,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025029C,631,2.5,13.3,81.9,84.8,0.3,170993006499,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025029C,633,2.2,16.9,79.5,83.6,0.6,170993006499,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025029C,615,1.5,19.8,77.6,83.6,4.7,170993006499,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025029C,660,2.3,23.0,73.8,65.5,0.8,170993006499,0.1,0.9,0.0,0.95,1,15016299025il,il,1
17,15016299025030C,545,0.2,73.6,24.8,94.3,1.7,170993006447,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025030C,461,0.0,75.1,23.9,97.2,4.1,170993006447,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025030C,405,0.2,79.0,19.0,95.3,7.2,170993006447,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025030C,394,0.0,83.5,14.2,87.6,0.8,170993006447,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025031C,650,1.7,10.5,86.0,92.8,0.9,170993006439,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025031C,662,1.7,15.1,81.3,93.8,2.1,170993006439,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025031C,665,2.3,16.2,79.1,89.6,3.3,170993006439,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025031C,659,2.0,20.2,76.3,86.6,0.5,170993006439,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025032C,1140,0.0,95.8,3.6,87.4,0.2,170993006523,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025032C,1096,0.0,97.4,2.3,88.7,2.6,170993006523,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025032C,1180,0.0,96.7,2.4,84.1,3.0,170993006523,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025032C,1185,0.0,96.5,2.2,85.7,0.2,170993006523,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025033C,904,1.9,25.8,68.6,86.2,0.3,170993006515,0.0,0.0,1.0,0.0,1,15016299025il,il,0
18,15016299025033C,939,1.5,30.6,63.7,85.3,0.7,170993006515,0.0,0.0,1.0,0.0,1,15016299025il,il,0
19,15016299025033C,934,1.2,30.0,64.9,85.1,4.6,170993006515,0.0,0.0,1.0,0.0,1,15016299025il,il,0
21,15016299025033C,1003,1.3,31.4,62.9,84.8,0.1,170993006515,0.0,1.0,0.0,1.0,1,15016299025il,il,1
17,15016299025034C,1142,0.3,31.0,68.0,89.0,0.4,170993006440,0.0,0.0,1.0,0.0,1,15016299025il,il,0
